,Label,Id,Degree,modularity_class,betweenesscentrality
407,Гидроксид_бария,407,2,26,1511.666666666853
579,Людвиг_II_(король_Баварии),579,4,17,6723.041472969541
580,"Бернстайн,_Леонард",580,2,17,9072.0
655,Лабиринт,655,4,13,23230.229759238813
754,"Доницетти,_Гаэтано",754,9,17,29009.273814883334
764,Карл_IV_(император_Священной_Римской_империи),764,3,18,0.0
1093,"Пикколи,_Мишель",1093,4,0,5132.116739100076
1182,"Стриженов,_Глеб_Александрович",1182,1,1,0.0
1640,"Черкасов,_Николай_Константинович",1640,9,1,104452.80387815577
1644,"Чирков,_Борис_Петрович",1644,6,1,13146.95742509795
2560,Хорватия,2560,31,13,469975.460301931
2676,Письменность,2676,15,13,93078.12903941191
2680,Национальный_парк,2680,3,12,7922.475260131479
2768,Коморы,2768,7,13,54558.319368429504
2841,Федеративные_Штаты_Микронезии,2841,4,18,16318.097502803672
3132,Гипатия,3132,1,0,0.0
3199,Юрий_Данилович,3199,1,20,0.0
3338,"Львов,_Георгий_Евгеньевич",3338,1,16,0.0
3447,Зрительная_система,3447,4,26,23860.045334134786
3472,Уксусный_ангидрид,3472,4,26,6787.0
3986,Машина_времени,3986,6,1,16392.48722284026
4438,Берингово_море,4438,5,20,15597.921485808121
4675,Квантовая_теория_поля,4675,3,26,3672.7085661274878
5191,Тайга_(город),5191,2,1,4537.0
6040,"Бондарчук,_Сергей_Фёдорович",6040,20,1,229006.76800838084
6263,Авель,6263,2,8,4537.0
6395,"Быковский,_Валерий_Фёдорович",6395,3,5,4538.0
6605,"Гречко,_Георгий_Михайлович",6605,1,5,0.0
7581,Герб,7581,7,12,92463.57214587988
8120,Копейка,8120,3,1,9073.0
8420,Термитная_смесь,8420,1,29,0.0
8591,Предложение_(лингвистика),8591,5,13,19719.351641484813
8605,Морфема,8605,5,13,7944.960608752719
9031,Числа_с_собственными_именами,9031,4,2,4537.5
9162,"Лоллобриджида,_Джина",9162,7,0,121568.44805154936
9310,Революция_гвоздик,9310,4,18,9635.584685156216
9629,Геология,9629,15,3,226334.21947022394
9649,Хайле_Селассие,9649,3,9,9037.070056718696
9657,Хьюго_(премия),9657,6,2,18853.537550460856
9972,Кабельтов,9972,1,13,0.0
10159,Жилище,10159,1,23,0.0
10536,Синтезатор,10536,8,7,162726.29795694913
10618,Ромб,10618,2,12,4537.0
10624,Четырёхугольник,10624,1,12,0.0
10688,Косплей,10688,3,8,9073.0
10811,Евразийство,10811,4,8,19769.339161933254
10941,История_письменности,10941,4,13,4057.110998775138
11072,Инерция,11072,3,20,13607.0
11313,Индастриал,11313,6,7,19079.933673072657
11539,Монорельс,11539,4,5,0.0
11551,Русинский_язык,11551,6,13,45010.19635187676
11596,Полномочный_представитель_президента_Российской_Федерации_в_федеральном_округе,11596,4,16,629.7773454806262
11756,"Козак,_Дмитрий_Николаевич",11756,3,16,11387.24709246461
11791,Гравитационные_волны,11791,2,9,13605.0
11837,Винтовка,11837,12,19,46929.8015927554
11999,Подлежащее,11999,5,13,39680.54485491659
12249,Гедимин,12249,5,18,17868.69487808215
12519,Тропический_циклон,12519,4,7,12213.829179236329
12734,Бета-частица,12734,1,13,0.0
12884,"Ворошилов,_Владимир_Яковлевич",12884,4,30,14079.47919303327
13287,Жидкость,13287,11,26,93870.0259160136
13499,Изоляционизм,13499,3,14,6044.738986192879
13629,Ксенон,13629,6,13,26991.16457901801
13634,Гафний,13634,1,13,0.0
13899,"Дэвис,_Майлз",13899,2,0,4537.0
13944,Адриан,13944,10,20,100744.18090966766
14030,Коммунизм_(группа),14030,5,8,7210.443636402118
14126,Кенни_Маккормик,14126,3,9,23294.586029445727
14144,Премьер-министр_Израиля,14144,1,20,0.0
14350,Гобой,14350,3,17,4537.0
14524,"Гуссерль,_Эдмунд",14524,3,18,5246.008105457977
14728,Таксономия,14728,1,28,0.0
14880,"Френкель,_Ян_Абрамович",14880,11,1,59188.17294185623
14922,"Добро_пожаловать,_или_Посторонним_вход_воспрещён",14922,9,1,53768.7916314132
15147,Марбург,15147,3,12,6288.609695113318
15401,Тахион,15401,1,10,0.0
15489,Внешняя_политика_Грузии,15489,22,22,2.0
15569,Поручик_Ржевский,15569,3,1,8506.764464698448
15977,Кунгур,15977,1,20,0.0
16070,Украинская_православная_церковь_Киевского_патриархата,16070,9,12,61051.350210130164
16080,Украинская_грекокатолическая_церковь,16080,8,12,37356.14892814248
16160,Пруссы,16160,3,15,13607.0
16388,Алиса_Селезнёва,16388,1,1,0.0
16399,Христос,16399,6,12,53652.54435283333
16528,"Гараж_(фильм,_1979)",16528,7,1,14421.344943030153
16635,Транспортное_средство,16635,1,29,0.0
16876,"Рогожин,_Сергей_Львович",16876,1,7,0.0
16963,"Некрасов,_Виктор_Платонович",16963,5,1,11474.11445592132
17445,"Судаев,_Алексей_Иванович",17445,4,19,4921.218515055928
17492,Нанкин,17492,6,31,17208.902197936277
17680,"Медведева,_Наталия_Георгиевна",17680,4,8,4537.0
18051,Стрихнин,18051,5,26,32367.34852170009
18718,"Милн,_Алан_Александр",18718,2,0,0.0
18745,Неолитическая_революция,18745,4,20,12275.295340451858
18808,"Блейк,_Уильям",18808,6,1,25807.759761124413
18811,Лейф_Эрикссон,18811,1,13,0.0
18944,Высота_треугольника,18944,1,2,0.0
19043,Скифия,19043,4,24,14214.281759482152
19367,Тюрингия,19367,2,12,13605.0
19545,Зу-ль-Карнайн,19545,2,12,1538.8896902029637
19662,Римские_имена,19662,5,20,5985.173836292978
19675,Валдай,19675,2,16,4537.0
19753,Голоцен,19753,7,20,27938.35351168201
19844,Кий_(князь),19844,2,12,4735.754253356561
20419,"Стейниц,_Вильгельм",20419,2,13,4537.0
