,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class
0,2.0,407.0,Гидроксид бария,0.9965265989303589,Q407605,STEM.STEM*,407.0,1511.666666666853,26.0
1,2.0,407.0,Гидроксид бария,0.9954004287719727,Q407605,STEM.Chemistry,407.0,1511.666666666853,26.0
2,4.0,579.0,Людвиг II (король Баварии),0.9958112239837646,Q44039,Culture.Biography.Biography*,579.0,6723.041472969541,17.0
3,4.0,579.0,Людвиг II (король Баварии),0.3893042674064636,Q44039,Geography.Regions.Europe.Europe*,579.0,6723.041472969541,17.0
4,4.0,579.0,Людвиг II (король Баварии),0.3893042674064636,Q44039,Geography.Regions.Europe.Western_Europe,579.0,6723.041472969541,17.0
5,4.0,579.0,Людвиг II (король Баварии),0.1968362182378769,Q44039,History_and_Society.Military_and_warfare,579.0,6723.041472969541,17.0
6,2.0,580.0,"Бернстайн, Леонард",0.9976133108139038,Q152505,Culture.Biography.Biography*,580.0,9072.0,17.0
7,2.0,580.0,"Бернстайн, Леонард",0.9466066956520081,Q152505,Culture.Media.Music,580.0,9072.0,17.0
8,2.0,580.0,"Бернстайн, Леонард",0.9241518378257751,Q152505,Culture.Media.Media*,580.0,9072.0,17.0
9,2.0,580.0,"Бернстайн, Леонард",0.4378334879875183,Q152505,Culture.Performing_arts,580.0,9072.0,17.0
10,2.0,580.0,"Бернстайн, Леонард",0.0,Q152505,Geography.Regions.Europe.Europe*,580.0,9072.0,17.0
11,2.0,580.0,"Бернстайн, Леонард",0.0,Q152505,Geography.Regions.Americas.North_America,580.0,9072.0,17.0
12,4.0,655.0,Лабиринт,0.4225146472454071,Q606777,History_and_Society.History,655.0,23230.229759238813,13.0
13,4.0,655.0,Лабиринт,0.287777841091156,Q606777,Culture.Visual_arts.Visual_arts*,655.0,23230.229759238813,13.0
14,4.0,655.0,Лабиринт,0.21207880973815918,Q606777,Culture.Visual_arts.Architecture,655.0,23230.229759238813,13.0
15,4.0,655.0,Лабиринт,0.1968362182378769,Q606777,STEM.STEM*,655.0,23230.229759238813,13.0
16,4.0,655.0,Лабиринт,0.19194278120994568,Q606777,History_and_Society.Society,655.0,23230.229759238813,13.0
17,4.0,655.0,Лабиринт,0.12253321707248688,Q606777,STEM.Biology,655.0,23230.229759238813,13.0
18,4.0,655.0,Лабиринт,0.1097157895565033,Q606777,Culture.Literature,655.0,23230.229759238813,13.0
19,4.0,655.0,Лабиринт,0.10375863313674927,Q606777,Culture.Philosophy_and_religion,655.0,23230.229759238813,13.0
20,9.0,754.0,"Доницетти, Гаэтано",0.9967369437217712,Q101698,Culture.Biography.Biography*,754.0,29009.27381488333,17.0
21,9.0,754.0,"Доницетти, Гаэтано",0.8670457601547241,Q101698,Culture.Media.Music,754.0,29009.27381488333,17.0
22,9.0,754.0,"Доницетти, Гаэтано",0.8439050912857056,Q101698,Culture.Media.Media*,754.0,29009.27381488333,17.0
23,9.0,754.0,"Доницетти, Гаэтано",0.7057950496673584,Q101698,Culture.Performing_arts,754.0,29009.27381488333,17.0
24,9.0,754.0,"Доницетти, Гаэтано",0.0,Q101698,Geography.Regions.Europe.Europe*,754.0,29009.27381488333,17.0
25,9.0,754.0,"Доницетти, Гаэтано",0.0,Q101698,Geography.Regions.Europe.Southern_Europe,754.0,29009.27381488333,17.0
26,3.0,764.0,Карл IV (император Священной Римской империи),0.9808859825134277,Q155669,Culture.Biography.Biography*,764.0,0.0,18.0
27,3.0,764.0,Карл IV (император Священной Римской империи),0.5000100135803223,Q155669,History_and_Society.History,764.0,0.0,18.0
28,3.0,764.0,Карл IV (император Священной Римской империи),0.4209318628311157,Q155669,Geography.Regions.Europe.Europe*,764.0,0.0,18.0
29,3.0,764.0,Карл IV (император Священной Римской империи),0.19165198707580566,Q155669,Geography.Regions.Europe.Western_Europe,764.0,0.0,18.0
30,3.0,764.0,Карл IV (император Священной Римской империи),0.1067005917429924,Q155669,History_and_Society.Military_and_warfare,764.0,0.0,18.0
31,3.0,764.0,Карл IV (император Священной Римской империи),0.0,Q155669,Geography.Regions.Europe.Eastern_Europe,764.0,0.0,18.0
32,4.0,1093.0,"Пикколи, Мишель",0.9989112615585327,Q295257,Culture.Biography.Biography*,1093.0,5132.116739100076,0.0
33,4.0,1093.0,"Пикколи, Мишель",0.4089169969558716,Q295257,Geography.Regions.Europe.Europe*,1093.0,5132.116739100076,0.0
34,4.0,1093.0,"Пикколи, Мишель",0.3509628047943115,Q295257,Geography.Regions.Europe.Western_Europe,1093.0,5132.116739100076,0.0
35,1.0,1182.0,"Стриженов, Глеб Александрович",0.9939124584197998,Q4443978,Culture.Biography.Biography*,1182.0,0.0,1.0
36,1.0,1182.0,"Стриженов, Глеб Александрович",0.3140605390071869,Q4443978,History_and_Society.Military_and_warfare,1182.0,0.0,1.0
37,1.0,1182.0,"Стриженов, Глеб Александрович",0.1824355274438858,Q4443978,History_and_Society.Society,1182.0,0.0,1.0
38,1.0,1182.0,"Стриженов, Глеб Александрович",0.16452647745609283,Q4443978,History_and_Society.History,1182.0,0.0,1.0
39,1.0,1182.0,"Стриженов, Глеб Александрович",0.07650540971755981,Q4443978,Geography.Regions.Asia.North_Asia,1182.0,0.0,1.0
