,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,wID,x,y,Views,Weight,Main topic,Subtopic
0,2.0,37.0,Столыпинская аграрная реформа,16.0,0.9732507467269896,Q2221926,History_and_Society.Society,18.0,13851.46899133295,125.0,10.0,98.0,11.919192,37.0,2321.4563,-1719.6124,7496.0,1.9465014934539793,History_and_Society,Society
1,3.0,105.0,Урбанизация,11.0,0.3629792034626007,Q161078,History_and_Society.Politics_and_government,192.0,3635.3595223868456,192.0,5.0,192.0,13.838384,105.0,1891.7004,-882.51227,5759.0,1.0889376103878021,History_and_Society,Politics_and_government
2,2.0,189.0,Аллитерация,17.0,0.4455395638942719,Q484495,Culture.Philosophy_and_religion,233.0,11493.544395365909,134.0,22.0,0.0,11.919192,189.0,-954.6224,-2429.5686,3831.0,0.8910791277885438,Culture,Philosophy_and_religion
3,2.0,193.0,Литература,39.0,0.2814156115055084,Q8242,Culture.Philosophy_and_religion,133.0,3099.0,36.0,3.0,236.0,11.919192,193.0,870.30786,1706.2705,12077.0,0.5628312230110168,Culture,Philosophy_and_religion
4,2.0,447.0,Оксид титана(IV),41.0,0.9659096002578736,Q193521,STEM.Chemistry,153.0,0.0,95.0,8.0,155.0,11.919192,447.0,-2012.9697,-3158.2908,8666.0,1.9318192005157473,STEM,Chemistry
5,5.0,578.0,"Хонеккер, Эрих",30.0,0.9814634323120116,Q2607,Culture.Biography.Biography*,208.0,42500.52067797921,65.0,10.0,227.0,17.676767,578.0,-1061.3914,200.45667,2246.0,4.907317161560058,Culture,Biography*
6,2.0,580.0,"Бернстайн, Леонард",9.0,0.99745911359787,Q152505,Culture.Biography.Biography*,0.0,3099.0,127.0,13.0,150.0,11.919192,580.0,2507.4246,626.60876,2296.0,1.99491822719574,Culture,Biography*
7,2.0,604.0,День России,21.0,0.9324633479118348,Q1432329,History_and_Society.Society,132.0,0.0,136.0,12.0,0.0,11.919192,604.0,-3413.3333,-645.0188,3049.0,1.8649266958236697,History_and_Society,Society
8,4.0,758.0,Кардинал,12.0,0.9659096002578736,Q45722,Culture.Philosophy_and_religion,192.0,10535.814696786085,192.0,34.0,192.0,15.757576,758.0,1090.547,866.6161,2331.0,3.8636384010314946,Culture,Philosophy_and_religion
9,1.0,911.0,Вычислительная сеть,14.0,0.21734751760959625,Q1301371,STEM.Technology,82.0,0.0,134.0,7.0,0.0,10.0,911.0,-2239.245,-98.58005,3160.0,0.21734751760959625,STEM,Technology
10,7.0,1179.0,"Филозов, Альберт Леонидович",16.0,0.9983615279197692,Q3391400,Culture.Biography.Biography*,18.0,131414.5149270299,125.0,10.0,98.0,21.515152,1179.0,1966.0159,-1545.8068,2550.0,6.988530695438384,Culture,Biography*
11,2.0,1420.0,Путч,14.0,0.8031837940216064,Q3449092,History_and_Society.Military_and_warfare,82.0,9291.0,134.0,7.0,0.0,11.919192,1420.0,-2158.3938,-174.96922,1212.0,1.606367588043213,History_and_Society,Military_and_warfare
12,1.0,1671.0,"Гамзатов, Расул Гамзатович",18.0,0.9883227348327636,Q36878,Culture.Biography.Biography*,233.0,0.0,111.0,10.0,132.0,10.0,1671.0,-1150.4856,3264.8357,10471.0,0.9883227348327636,Culture,Biography*
13,3.0,2490.0,Термодинамика,5.0,0.9284188151359558,Q11473,STEM.Physics,192.0,126045.81756938098,192.0,17.0,192.0,13.838384,2490.0,3391.974,-1254.4481,6471.0,2.7852564454078674,STEM,Physics
14,7.0,2747.0,"Полтавченко, Георгий Сергеевич",18.0,0.9966334104537964,Q983514,Culture.Biography.Biography*,233.0,33365.952333869594,111.0,10.0,132.0,21.515152,2747.0,976.37854,2986.5440000000012,5737.0,6.976433873176575,Culture,Biography*
15,2.0,2768.0,Коморы,26.0,0.9481645226478576,Q970,Geography.Geographical,0.0,9291.0,65.0,2.0,253.0,11.919192,2768.0,-1604.0149,-570.27124,2339.0,1.896329045295715,Geography,Geographical
16,4.0,2854.0,Ниуэ,6.0,0.9814634323120116,Q34020,Geography.Geographical,192.0,431.16666666666674,192.0,23.0,192.0,15.757576,2854.0,-1446.3511,1916.7488,2447.0,3.9258537292480464,Geography,Geographical
17,1.0,3490.0,"Бирон, Эрнст Иоганн",10.0,0.9859463572502136,Q57768,Culture.Biography.Biography*,71.0,0.0,78.0,9.0,195.0,10.0,3490.0,101.96458,-1792.6553,2403.0,0.9859463572502136,Culture,Biography*
18,4.0,3693.0,Государственные символы России,11.0,0.1259327530860901,Q3920566,History_and_Society.History,192.0,47800.204466852556,192.0,5.0,192.0,15.757576,3693.0,1451.5343,-1084.6196,9369.0,0.5037310123443604,History_and_Society,History
19,1.0,3812.0,Ле Корбюзье,18.0,0.9963027834892272,Q4724,Culture.Biography.Biography*,233.0,0.0,111.0,10.0,132.0,10.0,3812.0,11.308062,2398.349,3177.0,0.9963027834892272,Culture,Biography*
20,5.0,4557.0,Роберт Лэнгдон,4.0,0.94500470161438,Q210548,Culture.Literature,192.0,3099.0,192.0,14.0,192.0,17.676767,4557.0,-2423.7110000000002,-917.933,1944.0,4.7250235080719,Culture,Literature
21,2.0,4605.0,Академгородок (Новосибирск),16.0,0.6584275364875793,Q83627,History_and_Society.Society,18.0,3099.0,125.0,0.0,98.0,11.919192,4605.0,1898.862,-1902.0256,2038.0,1.3168550729751587,History_and_Society,Society
22,1.0,4675.0,Квантовая теория поля,19.0,0.6791887283325195,Q54505,STEM.Physics,192.0,0.0,192.0,17.0,192.0,10.0,4675.0,2185.7874,-499.59152,3527.0,0.6791887283325195,STEM,Physics
23,2.0,4734.0,Стандартная модель,19.0,0.6076731681823729,Q18338,STEM.Physics,192.0,3099.0,192.0,17.0,192.0,11.919192,4734.0,2317.013,-743.952,4874.0,1.2153463363647459,STEM,Physics
24,12.0,4840.0,Греческий язык,19.0,0.8354935646057129,Q9129,Culture.Linguistics,192.0,118174.02144475127,192.0,17.0,192.0,31.111109999999996,4840.0,2388.07,-627.08875,7623.0,10.025922775268555,Culture,Linguistics
25,9.0,5192.0,Новый год,16.0,0.40734341740608215,Q34812,Culture.Philosophy_and_religion,18.0,118787.92356323455,125.0,10.0,98.0,25.353535,5192.0,1782.749,-1942.1752,7260.0,3.6660907566547394,Culture,Philosophy_and_religion
26,3.0,5236.0,Фундаментальные взаимодействия,19.0,0.6076731681823729,Q104934,STEM.Physics,192.0,9291.0,192.0,17.0,192.0,13.838384,5236.0,1991.2928,-845.7507300000003,3273.0,1.8230195045471187,STEM,Physics
27,6.0,5380.0,"Яковлев, Владимир Анатольевич",18.0,0.994455099105835,Q982620,Culture.Biography.Biography*,233.0,25283.898030700264,111.0,10.0,132.0,19.595959,5380.0,-601.0754,2953.696,1924.0,5.96673059463501,Culture,Biography*
28,3.0,7139.0,"Савицкая, Светлана Евгеньевна",31.0,0.9879562258720398,Q152318,Culture.Biography.Biography*,77.0,123357.31615185404,0.0,10.0,255.0,13.838384,7139.0,1103.4734,-876.6875,2742.0,2.9638686776161194,Culture,Biography*
29,1.0,7885.0,Закон Гука,5.0,0.6859594583511353,Q170282,STEM.Physics,192.0,0.0,192.0,17.0,192.0,10.0,7885.0,3211.3132,-1284.8254,3861.0,0.6859594583511353,STEM,Physics
30,2.0,8270.0,Глюон,19.0,0.7057950496673584,Q3299,STEM.Physics,192.0,0.0,192.0,17.0,192.0,11.919192,8270.0,2214.8708,-917.9910000000001,1598.0,1.4115900993347168,STEM,Physics
31,8.0,8556.0,Флаг,10.0,0.6001983880996704,Q14660,History_and_Society.History,71.0,77384.71613564955,78.0,9.0,195.0,23.434343,8556.0,376.19083,-1535.1302,2371.0,4.801587104797363,History_and_Society,History
32,9.0,8724.0,Блог,2.0,0.233716368675232,Q30849,Culture.Media.Media*,167.0,151680.539004455,127.0,5.0,0.0,25.353535,8724.0,-2950.7048,541.64496,6791.0,2.103447318077088,Culture,Media*
33,2.0,8937.0,"Беринг, Витус Ионассен",11.0,0.9648651480674744,Q127641,Culture.Biography.Biography*,192.0,3098.9999999999995,192.0,5.0,192.0,11.919192,8937.0,1884.4182,-997.31714,5191.0,1.9297302961349487,Culture,Biography*
34,1.0,9134.0,Противоракетная оборона США,30.0,0.5621865391731262,Q1156255,History_and_Society.Society,208.0,0.0,65.0,18.0,227.0,10.0,9134.0,-2105.9922,207.56673,1160.0,0.5621865391731262,History_and_Society,Society
35,3.0,9490.0,"Шрёдер, Герхард",3.0,0.9939124584197998,Q2530,Culture.Biography.Biography*,94.0,9049.932764556714,158.0,16.0,0.0,13.838384,9490.0,2115.0774,2368.2053,2169.0,2.9817373752593994,Culture,Biography*
36,9.0,9790.0,Кин-дза-дза!,0.0,0.9783946871757508,Q1415194,Culture.Media.Media*,0.0,95193.64697805104,105.0,12.0,208.0,25.353535,9790.0,-1786.4458,976.9049699999999,9336.0,8.805552184581758,Culture,Media*
37,4.0,9791.0,Пепелац,0.0,0.9615437984466552,Q3892526,Culture.Media.Media*,0.0,9291.0,105.0,12.0,208.0,15.757576,9791.0,-2117.4612,1250.4922,1903.0,3.8461751937866206,Culture,Media*
38,3.0,9998.0,РЖД Арена,29.0,0.9808859825134276,Q595937,History_and_Society.Society,182.0,3864.451586148581,168.0,4.0,0.0,13.838384,9998.0,1462.1643,388.6379,1844.0,2.9426579475402828,History_and_Society,Society
39,5.0,10638.0,Жуковский (город),29.0,0.9850529432296752,Q136435,History_and_Society.Society,182.0,126046.53474832592,168.0,7.0,0.0,17.676767,10638.0,1023.60565,-158.93294,3020.0,4.925264716148376,History_and_Society,Society
40,6.0,10750.0,Беслан,18.0,0.9908843636512756,Q105035,History_and_Society.Society,233.0,13761.121809542004,111.0,10.0,132.0,19.595959,10750.0,-683.7864,3150.7817,13453.0,5.945306181907654,History_and_Society,Society
41,3.0,10811.0,Евразийство,33.0,0.6859594583511353,Q1324222,History_and_Society.Society,23.0,0.0,140.0,21.0,0.0,13.838384,10811.0,-673.2380400000002,1403.8236,2230.0,2.0578783750534058,History_and_Society,Society
42,4.0,10884.0,"Ковпак, Сидор Артемьевич",10.0,0.9825675487518308,Q2622084,Culture.Biography.Biography*,71.0,14401.833333333978,78.0,9.0,195.0,15.757576,10884.0,18.8732,-1466.7236,2534.0,3.9302701950073233,Culture,Biography*
43,2.0,10891.0,Газ,2.0,0.3923468291759491,Q11432,STEM.Physics,167.0,2910.384096245123,127.0,29.0,0.0,11.919192,10891.0,-2593.5776,903.18286,4354.0,0.7846936583518982,STEM,Physics
44,1.0,11107.0,"Рыбалко, Павел Семёнович",11.0,0.9863731861114502,Q1332642,Culture.Biography.Biography*,192.0,0.0,192.0,1.0,192.0,10.0,11107.0,1472.7313,-1008.8833599999999,4694.0,0.9863731861114502,Culture,Biography*
45,8.0,11596.0,Полномочный представитель президента Российской Федерации в федеральном округе,7.0,0.9946250915527344,Q4370371,History_and_Society.Society,192.0,18793.077199207142,192.0,31.0,192.0,23.434343,11596.0,3429.4766,42.447109999999995,3343.0,7.957000732421875,History_and_Society,Society
46,2.0,11659.0,Федеральный президент ФРГ,3.0,0.6224693655967712,Q25223,History_and_Society.Politics_and_government,94.0,0.0,158.0,16.0,0.0,11.919192,11659.0,2150.8982,2160.4487,3377.0,1.2449387311935425,History_and_Society,Politics_and_government
47,10.0,11756.0,"Козак, Дмитрий Николаевич",7.0,0.9954004287719728,Q714330,Culture.Biography.Biography*,192.0,26431.067187937017,192.0,31.0,192.0,27.272728000000004,11756.0,2921.1740000000004,-326.2625700000001,2223.0,9.954004287719728,Culture,Biography*
48,4.0,11840.0,Снайперская винтовка,14.0,0.9855064153671264,Q190570,History_and_Society.Military_and_warfare,82.0,2066.4999999999773,134.0,15.0,0.0,15.757576,11840.0,-2810.417,222.11557000000002,1761.0,3.9420256614685054,History_and_Society,Military_and_warfare
49,2.0,12520.0,Тайфун,20.0,0.233716368675232,Q140588,History_and_Society.Society,234.0,3099.0,159.0,29.0,0.0,11.919192,12520.0,-3611.2415,-1542.6802,7463.0,0.467432737350464,History_and_Society,Society
50,34.0,12556.0,Торин Дубощит,38.0,0.9993433356285096,Q46285,Culture.Literature,192.0,21658.5276903459,192.0,32.0,192.0,73.333336,12556.0,772.0193,-3937.6690000000003,1719.0,33.97767341136933,Culture,Literature
51,1.0,13016.0,Символ,28.0,0.16027602553367615,Q80071,STEM.Medicine_&_Health,192.0,0.0,192.0,18.0,192.0,10.0,13016.0,607.00854,-241.96437000000003,3790.0,0.16027602553367615,STEM,Medicine_&_Health
52,2.0,13209.0,Веб-форум,16.0,0.8596737384796143,Q168210,Culture.Internet_culture,18.0,3099.0,125.0,18.0,98.0,11.919192,13209.0,1913.1329999999998,-1612.7983,1751.0,1.7193474769592285,Culture,Internet_culture
53,3.0,13490.0,Солнцево (район Москвы),5.0,1.0000100135803225,Q486720,History_and_Society.Society,192.0,1.1,192.0,30.0,192.0,13.838384,13490.0,3589.7705,-1597.9481,1946.0,3.0000300407409677,History_and_Society,Society
54,3.0,13499.0,Изоляционизм,31.0,0.8175845146179199,Q309310,History_and_Society.Politics_and_government,77.0,4370.0414706582205,0.0,1.0,255.0,13.838384,13499.0,1083.6188,-899.9839,629.0,2.4527535438537598,History_and_Society,Politics_and_government
55,1.0,13913.0,Осмий,19.0,0.9706977605819702,Q751,STEM.Chemistry,192.0,0.0,192.0,17.0,192.0,10.0,13913.0,2291.8909,-498.3091,3163.0,0.9706977605819702,STEM,Chemistry
56,3.0,14000.0,Люксембургский язык,26.0,0.9820237755775452,Q9051,Culture.Linguistics,0.0,255.2627467753977,65.0,2.0,253.0,13.838384,14000.0,-1941.3693,-702.62134,1807.0,2.9460713267326355,Culture,Linguistics
57,10.0,14880.0,"Френкель, Ян Абрамович",18.0,0.9579222798347472,Q771374,Culture.Biography.Biography*,233.0,59494.24751284572,111.0,10.0,132.0,27.272728000000004,14880.0,612.7983,2660.2314,2668.0,9.579222798347471,Culture,Biography*
58,3.0,14922.0,"Добро пожаловать, или Посторонним вход воспрещён",10.0,0.9648651480674744,Q4163531,Culture.Media.Media*,71.0,4185.354696236002,78.0,9.0,195.0,13.838384,14922.0,78.54921,-1490.3270000000002,2915.0,2.894595444202423,Culture,Media*
59,2.0,14957.0,Фидонет,14.0,0.275139719247818,Q729805,Culture.Internet_culture,82.0,3099.0,134.0,7.0,0.0,11.919192,14957.0,-2450.3518,-292.02612,2331.0,0.550279438495636,Culture,Internet_culture
60,4.0,15130.0,"Абдул-Джаббар, Карим",17.0,1.0000100135803225,Q179051,Culture.Biography.Biography*,233.0,102067.79609428038,134.0,22.0,0.0,15.757576,15130.0,-1306.7979,-2655.772,2415.0,4.00004005432129,Culture,Biography*
61,1.0,16080.0,Украинская грекокатолическая церковь,12.0,0.348655104637146,Q472189,Culture.Philosophy_and_religion,192.0,0.0,192.0,34.0,192.0,10.0,16080.0,1006.7234,933.5182,4549.0,0.348655104637146,Culture,Philosophy_and_religion
62,2.0,16609.0,"Арафат, Ясир",14.0,0.9967369437217712,Q34211,Culture.Biography.Biography*,82.0,3099.0,134.0,7.0,0.0,11.919192,16609.0,-2307.4695,250.5112,2495.0,1.9934738874435425,Culture,Biography*
63,3.0,16627.0,"Рубо, Франц Алексеевич",21.0,0.9871888160705566,Q662242,Culture.Biography.Biography*,132.0,42445.4102925767,136.0,12.0,0.0,13.838384,16627.0,-3067.9917,-717.4198,503.0,2.96156644821167,Culture,Biography*
64,7.0,16678.0,Флаг Франции,10.0,0.9976868629455566,Q43192,History_and_Society.History,71.0,17690.62795826525,78.0,9.0,195.0,21.515152,16678.0,-97.25907,-1375.611,3797.0,6.9838080406188965,History_and_Society,History
65,3.0,17680.0,"Медведева, Наталия Георгиевна",33.0,0.984585464000702,Q1192357,Culture.Biography.Biography*,23.0,3099.0,140.0,21.0,0.0,13.838384,17680.0,-771.5179400000003,1507.0619,4349.0,2.953756392002106,Culture,Biography*
66,6.0,18305.0,Референдум,41.0,0.9046605229377748,Q43109,History_and_Society.Politics_and_government,153.0,21625.106165097426,95.0,8.0,155.0,19.595959,18305.0,-1790.8849,-2824.5015,4166.0,5.427963137626649,History_and_Society,Politics_and_government
67,3.0,18668.0,Междуреченск,30.0,0.9986429810523988,Q158751,History_and_Society.Society,208.0,27003.667594770228,65.0,18.0,227.0,13.838384,18668.0,-1652.4567,301.7259200000001,5644.0,2.9959289431571965,History_and_Society,Society
68,3.0,19050.0,Совет Безопасности ООН,31.0,0.94500470161438,Q37470,History_and_Society.Politics_and_government,77.0,28813.126059223072,0.0,1.0,255.0,13.838384,19050.0,878.8101,-767.7091,5079.0,2.83501410484314,History_and_Society,Politics_and_government
69,6.0,19075.0,Саксония (земля),8.0,0.9863731861114502,Q1202,Geography.Regions.Europe.Europe*,15.0,51394.8130786803,102.0,21.0,163.0,19.595959,19075.0,1665.7601,-2592.4233,3475.0,5.918239116668701,Geography,Europe*
70,5.0,19424.0,Адам и Хавва,16.0,0.9924327731132508,Q28956526,Culture.Philosophy_and_religion,18.0,334.5461309763843,125.0,33.0,98.0,17.676767,19424.0,2012.991,-1633.4426,1886.0,4.9621638655662546,Culture,Philosophy_and_religion
71,7.0,19866.0,Федеральный канцлер Германии,3.0,0.8596737384796143,Q4970706,History_and_Society.Politics_and_government,94.0,35153.138409878244,158.0,16.0,0.0,21.515152,19866.0,1884.6843,2343.4985,2558.0,6.0177161693573,History_and_Society,Politics_and_government
72,1.0,20477.0,Кузбасс (значения),30.0,0.14805719256401062,Q1207144,History_and_Society.Transportation,208.0,0.0,65.0,18.0,227.0,10.0,20477.0,-1986.4717,332.81167999999997,1448.0,0.14805719256401062,History_and_Society,Transportation
73,2.0,20932.0,Оккупация,10.0,0.6370407938957214,Q188686,History_and_Society.Politics_and_government,71.0,6196.0,78.0,9.0,195.0,11.919192,20932.0,218.79217999999997,-1909.3292,2833.0,1.2740815877914429,History_and_Society,Politics_and_government
74,2.0,21496.0,Муса Джалиль,18.0,0.9899964332580566,Q326766,Culture.Biography.Biography*,233.0,3099.0,111.0,10.0,132.0,11.919192,21496.0,-144.63821000000004,2143.2205,3229.0,1.9799928665161133,Culture,Biography*
75,4.0,21786.0,"Ищите женщину (фильм, 1982)",16.0,0.9344051480293274,Q4205750,Culture.Media.Media*,18.0,13390.921272900148,125.0,3.0,98.0,15.757576,21786.0,1977.1797,-1738.6486,2135.0,3.7376205921173096,Culture,Media*
76,3.0,21822.0,"Разумовский, Алексей Григорьевич",8.0,0.9976868629455566,Q918514,Culture.Biography.Biography*,15.0,20347.395330015614,102.0,11.0,163.0,13.838384,21822.0,1950.7422,-2724.8928,2256.0,2.99306058883667,Culture,Biography*
77,1.0,22117.0,Гимн Белоруссии,10.0,0.8596737384796143,Q166350,Culture.Media.Music,71.0,0.0,78.0,9.0,195.0,10.0,22117.0,13.273195000000001,-1710.4019,552.0,0.8596737384796143,Culture,Music
78,25.0,22454.0,Донецкая область,41.0,0.9984612464904784,Q2012050,Geography.Regions.Europe.Europe*,153.0,108439.45912725783,95.0,8.0,155.0,56.060607999999995,22454.0,-1972.8099,-2340.2083,14557.0,24.96153116226196,Geography,Europe*
79,3.0,22512.0,Партия регионов,31.0,0.7431780099868774,Q4266,History_and_Society.Politics_and_government,77.0,7744.0,0.0,31.0,255.0,13.838384,22512.0,807.0733,-1079.1725,2844.0,2.2295340299606323,History_and_Society,Politics_and_government
80,3.0,22732.0,"Ван Сент, Гас",4.0,0.9996300339698792,Q25186,Culture.Biography.Biography*,192.0,9293.0,192.0,14.0,192.0,13.838384,22732.0,-2531.3801,-708.00226,2283.0,2.9988901019096375,Culture,Biography*
81,11.0,23003.0,Айсберг,20.0,0.24509501457214355,Q47568,History_and_Society.Society,234.0,3821.8047657512293,159.0,29.0,0.0,29.19192,23003.0,-3090.817,-1057.9604,1602.0,2.696045160293579,History_and_Society,Society
82,1.0,23267.0,"Канарис, Вильгельм Франц",24.0,0.9863731861114502,Q57129,Culture.Biography.Biography*,0.0,0.0,172.0,0.0,0.0,10.0,23267.0,490.07248,457.92413,2290.0,0.9863731861114502,Culture,Biography*
83,31.0,23499.0,Арда,38.0,0.99219411611557,Q210877,Culture.Literature,192.0,750.5544249502266,192.0,32.0,192.0,67.57576,23499.0,-292.08774,-3243.7063,1129.0,30.75801759958267,Culture,Literature
84,2.0,23937.0,Р-7,31.0,0.9989450573921204,Q221675,History_and_Society.Military_and_warfare,77.0,23984.61230833274,0.0,1.0,255.0,11.919192,23937.0,701.55426,-931.36975,1643.0,1.9978901147842407,History_and_Society,Military_and_warfare
85,6.0,24029.0,Хемниц,24.0,0.9433575868606568,Q2795,Geography.Regions.Europe.Europe*,0.0,81078.54824274009,172.0,0.0,0.0,19.595959,24029.0,-141.26772,687.5031,8118.0,5.660145521163941,Geography,Europe*
86,3.0,24396.0,Прогрессивное налогообложение,33.0,0.6791887283325195,Q509331,History_and_Society.Politics_and_government,23.0,3099.0,140.0,21.0,0.0,13.838384,24396.0,-1030.9438,1377.0248,2482.0,2.0375661849975586,History_and_Society,Politics_and_government
87,3.0,24506.0,Карс,16.0,0.9648651480674744,Q127063,Geography.Regions.Asia.West_Asia,18.0,6197.0,125.0,33.0,98.0,13.838384,24506.0,2149.3364,-1709.2821,3957.0,2.894595444202423,Geography,West_Asia
88,3.0,24606.0,Кукушка (фильм),2.0,0.9149109721183776,Q387140,Culture.Media.Media*,167.0,11086.856818523582,127.0,3.0,0.0,13.838384,24606.0,-2790.5562,488.08044,1869.0,2.7447329163551326,Culture,Media*
89,3.0,24797.0,Педиатрия,19.0,0.94500470161438,Q123028,STEM.Medicine_&_Health,192.0,15481.0,192.0,17.0,192.0,13.838384,24797.0,2295.7112,-908.90375,3251.0,2.83501410484314,STEM,Medicine_&_Health
90,6.0,24810.0,Солт-Лейк-Сити,28.0,0.9879562258720398,Q23337,Geography.Geographical,192.0,158828.97760118305,192.0,18.0,192.0,19.595959,24810.0,584.8134,-348.22472999999997,2878.0,5.927737355232239,Geography,Geographical
91,1.0,25114.0,Крекинг,1.0,0.3629792034626007,Q212749,STEM.Technology,0.0,0.0,153.0,6.0,89.0,10.0,25114.0,1962.8407,1414.4265,1509.0,0.3629792034626007,STEM,Technology
92,2.0,25115.0,"Шухов, Владимир Григорьевич",1.0,0.9924327731132508,Q313210,Culture.Biography.Biography*,0.0,3099.0,153.0,6.0,89.0,11.919192,25115.0,1838.2908,1312.2478,3376.0,1.9848655462265017,Culture,Biography*
93,2.0,25355.0,Битва при Азенкуре,25.0,0.9149109721183776,Q188495,History_and_Society.Military_and_warfare,192.0,0.0,192.0,4.0,192.0,11.919192,25355.0,-103.25310999999999,-802.33276,1897.0,1.8298219442367551,History_and_Society,Military_and_warfare
94,9.0,25530.0,Сержант,11.0,0.9994029402732848,Q157696,History_and_Society.Military_and_warfare,192.0,119278.25862808895,192.0,1.0,192.0,25.353535,25530.0,1213.4928,-844.52344,2644.0,8.994626462459562,History_and_Society,Military_and_warfare
95,4.0,25979.0,Апатрид,41.0,0.38492217659950256,Q223050,History_and_Society.Politics_and_government,153.0,10949.891465038192,95.0,8.0,155.0,15.757576,25979.0,-2170.9863,-3011.4111,5854.0,1.5396887063980103,History_and_Society,Politics_and_government
96,6.0,26445.0,"Червоненко, Евгений Альфредович",41.0,0.9908843636512756,Q768533,Culture.Biography.Biography*,153.0,33947.535986661,95.0,8.0,155.0,19.595959,26445.0,-2300.4622,-2866.4844,3283.0,5.945306181907654,Culture,Biography*
97,5.0,26569.0,Демографический кризис в Российской Федерации,11.0,0.2942249774932861,Q4157634,STEM.STEM*,192.0,25662.6318170862,192.0,5.0,192.0,17.676767,26569.0,2060.6108,-1098.9469,3425.0,0.0,STEM,STEM*
98,1.0,27422.0,"Бахтин, Михаил Михайлович",39.0,0.9986850023269652,Q185375,Culture.Biography.Biography*,133.0,0.0,36.0,3.0,236.0,10.0,27422.0,421.9466,1635.2834,2065.0,0.9986850023269652,Culture,Biography*
99,3.0,28040.0,Чисто английское убийство (фильм),0.0,0.9381340146064758,Q4516425,Culture.Media.Films,0.0,6197.0,105.0,12.0,208.0,13.838384,28040.0,-2177.9502,1107.8883,1985.0,2.8144020438194275,Culture,Films
100,6.0,30671.0,Соломоновы Острова,6.0,0.9648651480674744,Q685,Geography.Geographical,192.0,54615.19062129186,192.0,23.0,192.0,19.595959,30671.0,-1176.1648,2344.0354,2609.0,5.789190888404846,Geography,Geographical
101,6.0,31320.0,"Кургинян, Сергей Ервандович",30.0,0.983095109462738,Q2626233,Culture.Biography.Biography*,208.0,24682.044556765126,65.0,18.0,227.0,19.595959,31320.0,-1381.8387,-85.80758,4898.0,5.898570656776428,Culture,Biography*
102,2.0,32192.0,"Дежнёв, Семён Иванович",30.0,0.946606695652008,Q333210,Culture.Biography.Biography*,208.0,9291.0,65.0,18.0,227.0,11.919192,32192.0,-1463.8689,494.71527000000003,8254.0,1.893213391304016,Culture,Biography*
103,1.0,32268.0,"Антонов, Олег Константинович",27.0,0.9905974268913268,Q312969,Culture.Biography.Biography*,192.0,0.0,192.0,22.0,192.0,10.0,32268.0,-576.8569,195.80823999999998,1777.0,0.9905974268913268,Culture,Biography*
104,3.0,32271.0,Антонов (компания),27.0,0.880807101726532,Q212268,History_and_Society.Transportation,192.0,6197.0,192.0,22.0,192.0,13.838384,32271.0,-863.805,-90.89262,2703.0,2.642421305179596,History_and_Society,Transportation
105,3.0,32280.0,"Радищев, Александр Николаевич",8.0,0.994455099105835,Q217470,Culture.Biography.Biography*,15.0,11061.587841186929,102.0,21.0,163.0,13.838384,32280.0,2296.255,-2598.9475,4938.0,2.983365297317505,Culture,Biography*
106,22.0,32721.0,"Гоголь, Николай Васильевич",21.0,0.9972090721130372,Q43718,Culture.Biography.Biography*,132.0,292494.11818061967,136.0,3.0,0.0,50.303032,32721.0,-4015.5356,-355.40576,97413.0,21.93859958648682,Culture,Biography*
107,3.0,33460.0,Исаак,16.0,0.8740872144699097,Q671872,Culture.Philosophy_and_religion,18.0,1.3472222222222223,125.0,33.0,98.0,13.838384,33460.0,1577.267,-1731.5693,2030.0,2.622261643409729,Culture,Philosophy_and_religion
108,2.0,33540.0,Сан-Томе и Принсипи,21.0,0.9697954058647156,Q1039,Geography.Geographical,132.0,9291.0,136.0,12.0,0.0,11.919192,33540.0,-3050.1926,-227.99936,3208.0,1.9395908117294312,Geography,Geographical
109,1.0,33639.0,Автожир,13.0,0.3629792034626007,Q208708,STEM.Engineering,192.0,0.0,192.0,15.0,192.0,10.0,33639.0,-196.2345,-1958.1177,3067.0,0.3629792034626007,STEM,Engineering
110,4.0,33881.0,Мегион,16.0,1.0000100135803225,Q158405,History_and_Society.Society,18.0,10862.701570367864,125.0,18.0,98.0,15.757576,33881.0,1855.1764,-1462.2106,2647.0,4.00004005432129,History_and_Society,Society
111,3.0,33882.0,Лангепас,16.0,1.0000100135803225,Q157395,History_and_Society.Society,18.0,790.1310811737279,125.0,18.0,98.0,13.838384,33882.0,1785.3065,-1573.5682,2839.0,3.0000300407409677,History_and_Society,Society
112,2.0,35197.0,Армянск,41.0,0.9863731861114502,Q688716,Geography.Regions.Europe.Europe*,153.0,0.0,95.0,8.0,155.0,11.919192,35197.0,-2373.7529999999997,-2972.7598,32547.0,1.9727463722229004,Geography,Europe*
113,13.0,35341.0,Благовещение Пресвятой Богородицы,12.0,0.91965252161026,Q154326,Culture.Philosophy_and_religion,192.0,28542.44024322522,192.0,34.0,192.0,33.030304,35341.0,953.50775,1244.236,1157.0,11.95548278093338,Culture,Philosophy_and_religion
114,4.0,35695.0,"Кафельников, Евгений Александрович",30.0,1.0000100135803225,Q207705,Culture.Sports,208.0,63402.32748090383,65.0,27.0,227.0,15.757576,35695.0,-1455.5985,43.123962,3224.0,4.00004005432129,Culture,Sports
