,Label,Modularity Class,wID,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
371627,Чёрный аист (отряд),18,371627,10.0,132,111,233,681.76184,3041.2922,371627,1,10,0.0,Q4518849
371977,"Ву, Джон",9,371977,15.757576,150,127,0,3020.6858,373.18088,371977,4,13,20881.469315658673,Q55432
372064,"Кенигсон, Владимир Владимирович",2,372064,11.919192,0,127,167,-3271.435,745.0262,372064,2,3,3099.0,Q4219377
372116,"Волынцев, Юрий Витальевич",27,372116,10.0,192,192,192,-814.5084,307.13574,372116,1,22,0.0,Q551254
373401,Народный артист Украины,41,373401,23.434343,155,95,153,-1284.0432,-2588.6704,373401,8,10,59546.15927410055,Q1359841
373767,"Караджич, Радован",33,373767,10.0,0,140,23,-841.1932,1562.2554,373767,1,21,0.0,Q123923
373957,"Джонс, Грейс",3,373957,11.919192,0,158,94,1846.205,1893.9385,373957,2,16,6004.937958451479,Q450429
374692,"Шаргунов, Сергей Александрович",39,374692,10.0,236,36,133,469.81314,1802.4589,374692,1,3,0.0,Q2272536
374851,"Разум и чувства (фильм, 1995)",2,374851,11.919192,0,127,167,-2324.1528,822.3174,374851,2,29,10852.261526764216,Q643263
377116,Л. Пантелеев,10,377116,11.919192,195,78,71,-8.315313,-1959.4629,377116,2,22,5227.467987384586,Q4251545
377131,Лёнька Пантелеев,10,377131,15.757576,195,78,71,319.1966,-1827.357,377131,4,22,21139.83102264133,Q4273117
379283,ПС-90А,7,379283,15.757576,192,192,192,2691.8352,-151.89906,379283,4,31,3100.0,Q615977
379976,Марш несогласных,33,379976,19.595959,0,140,23,-829.3023,1177.4525,379976,6,21,41255.79370725154,Q1902629
381160,Шелоб,38,381160,65.65657,192,192,192,235.973,-3003.784,381160,30,32,58.138691320676394,Q1234661
382782,Завод имени Малышева,14,382782,21.515152,0,134,82,-2713.1702,279.50244,382782,7,7,65340.5294578276,Q2630674
384616,Список кладбищ Москвы,18,384616,11.919192,132,111,233,-517.50684,2790.2434,384616,2,10,43900.48657701636,Q4434299
385517,"Ромашин, Анатолий Владимирович",8,385517,11.919192,163,102,15,2115.7593,-2841.1863,385517,2,11,9.0,Q4397484
386365,Лейшманиоз,19,386365,10.0,192,192,192,2129.4358,-781.47833,386365,1,17,0.0,Q331283
387522,Сокотра,21,387522,13.838384,0,136,132,-3085.75,-589.1077,387522,3,12,3099.0,Q2860218
388085,Чёрная книга (фильм),15,388085,10.0,192,192,192,1038.897,-1653.6996,388085,1,11,0.0,Q163549
388593,Следствие ведут ЗнаТоКи. Мафия,2,388593,31.11111,0,127,167,-2296.7212,1025.7172,388593,12,1,57726.8348340735,Q4423267
389170,"Лебедев, Платон Леонидович",1,389170,10.0,89,153,0,2127.6677,1578.4429,389170,1,6,0.0,Q1168124
389223,Маккейн,1,389223,10.0,89,153,0,1964.1501,1549.0837,389223,1,6,0.0,Q346931
389306,Варфоломей I (патриарх Константинопольский),1,389306,11.919192,89,153,0,2321.7795,1313.0746,389306,2,6,18.533333333333335,Q44501
390562,"Жара (фильм, 2006)",11,390562,13.838384,192,192,192,1407.8333,-1105.4679,390562,3,1,6197.0,Q2533337
390828,Следствие ведут ЗнаТоКи. Бумеранг,2,390828,15.757576,0,127,167,-3331.1187,842.53235,390828,4,1,7226.981812907519,Q4423259
391006,Следствие ведут ЗнаТоКи. Без ножа и кастета,2,391006,10.0,0,127,167,-3337.256,963.5038,391006,1,3,0.0,Q4423258
392972,Следствие ведут ЗнаТоКи. Повинную голову…,2,392972,13.838384,0,127,167,-3397.1584,801.0943,392972,3,1,0.0,Q4423272
393119,"Карпаты (футбольный клуб, Львов)",29,393119,21.515152,0,168,182,1917.7197,138.27905,393119,7,4,19527.097005866402,Q223360
393432,"Образцова, Елена Васильевна",18,393432,21.515152,132,111,233,939.2416,3152.754,393432,7,10,50525.35395104094,Q464791
393443,Кольцевая линия (Санкт-Петербург),18,393443,11.919192,132,111,233,-640.0035,2803.8962,393443,2,10,5523.769045898965,Q689458
394571,Следствие ведут ЗнаТоКи. Ответный удар,8,394571,19.595959,163,102,15,1552.2812,-2663.1653,394571,6,11,28917.94604726,Q4423270
394717,"Менглет, Георгий Павлович",8,394717,25.353535,163,102,15,2291.0066,-2748.3103,394717,9,10,129458.73695461232,Q4290346
394836,Медаль Почёта (США),1,394836,25.353535,89,153,0,2286.029,1251.5375,394836,9,6,7298.410775627467,Q203535
395018,Серебряная звезда (США),1,395018,19.595959,89,153,0,2422.6223,1363.4076,395018,6,6,446.1462423852546,Q852071
395034,Министры иностранных дел России,8,395034,11.919192,163,102,15,2173.1929,-2401.6387,395034,2,11,3099.0,Q1418873
395389,Демьян Бедный,18,395389,11.919192,132,111,233,-1064.1097,3664.152,395389,2,10,3099.0,Q439566
395572,"Гайнутдин, Равиль Исмагилович",16,395572,11.919192,98,125,18,2019.9701,-1919.0035,395572,2,33,334.7872589671874,Q1397219
395650,Следствие ведут ЗнаТоКи. Пожар,18,395650,11.919192,132,111,233,-497.1284,3123.4963,395650,2,10,3099.0,Q4423274
395746,"Парфёнов, Дмитрий Владимирович",29,395746,13.838384,0,168,182,1699.572,-130.91983,395746,3,4,1935.7167650106294,Q1972844
395975,"Стржельчик, Владислав Игнатьевич",8,395975,17.676767,163,102,15,2559.7007,-2576.986,395975,5,11,22124.110698395547,Q4443931
396934,Клавиатура Дворака,28,396934,25.353535,192,192,192,644.9326,-497.99683,396934,9,18,7931.530787370815,Q203071
397083,Московская соборная мечеть,16,397083,17.676767,98,125,18,1581.4904,-1892.7568,397083,5,33,1222.9219174982045,Q3679864
398699,Paramount Pictures,9,398699,31.11111,150,127,0,2938.9324,268.73453,398699,12,13,112723.95427531117,Q159846
398708,"Свобода, Людвик",31,398708,19.595959,255,0,77,539.81726,-835.074,398708,6,1,35007.99346663596,Q310000
399547,"Киршнер, Нестор",25,399547,11.919192,192,192,192,-85.390305,-912.5174,399547,2,25,0.0,Q170899
400013,Волгарь (футбольный клуб),29,400013,11.919192,0,168,182,2150.4868,-23.869392,400013,2,4,0.0,Q2299795
400439,AZERTY,28,400439,17.676767,192,192,192,520.2008,-399.0887,400439,5,18,0.0,Q149023
400463,"Мандрыкин, Вениамин Анатольевич",29,400463,10.0,0,168,182,1953.7755,207.05872,400463,1,4,0.0,Q2620354
400496,Следствие ведут ЗнаТоКи. Ушёл и не вернулся,2,400496,11.919192,0,127,167,-2441.9946,557.6787,400496,2,3,6609.297229273534,Q4423279
400722,Следствие ведут ЗнаТоКи. Третейский судья,2,400722,15.757576,0,127,167,-3134.9756,779.3597,400722,4,1,50.80109890109877,Q4423280
400787,"Алдонин, Евгений Валерьевич",29,400787,11.919192,0,168,182,2344.4136,307.21774,400787,2,4,3099.0,Q552732
400831,"Гусев, Ролан Александрович",29,400831,10.0,0,168,182,2039.1416,489.6551,400831,1,4,0.0,Q561553
401083,Вертолётоносец,14,401083,10.0,0,134,82,-2842.0256,83.908646,401083,1,7,0.0,Q869923
401382,Солдат Иван Бровкин,39,401382,17.676767,236,36,133,1217.6196,1662.5323,401382,5,26,9291.5,Q4427579
401540,"Братья Карамазовы (фильм, 1968)",39,401540,17.676767,236,36,133,312.9588,1856.2869,401540,5,3,26171.351457570934,Q1211800
401575,"Шутов, Евгений Ефимович",39,401575,11.919192,236,36,133,836.7303,1818.7935,401575,2,26,0.0,Q4528080
402321,"Блинников, Сергей Капитонович",2,402321,17.676767,0,127,167,-2598.112,1260.7798,402321,5,3,77663.7921169416,Q4088190
402385,"Сазонова, Нина Афанасьевна",10,402385,15.757576,195,78,71,121.88492,-1772.3921,402385,4,9,28660.626078515692,Q4405072
402502,"Чекан, Станислав Юлианович",39,402502,13.838384,236,36,133,462.91638,1755.0524,402502,3,3,12821.916542366744,Q4508246
402901,Битва при Манцикерте (1071),19,402901,13.838384,192,192,192,2146.2808,-1001.3289,402901,3,17,1549.0,Q200032
405636,"Фельцман, Владимир Оскарович",18,405636,10.0,132,111,233,-419.4412,2816.5322,405636,1,10,0.0,Q4482551
405860,"Богословский, Никита Владимирович",18,405860,10.0,132,111,233,-736.27515,2863.0745,405860,1,10,0.0,Q1975649
416317,Бахмутский городской совет,41,416317,13.838384,155,95,153,-2398.521,-2737.4126,416317,3,8,0.0,Q4070451
416642,"Ньютон-Джон, Оливия",9,416642,15.757576,150,127,0,2479.2449,799.1897,416642,4,13,49485.96980418135,Q185165
418569,Новокосино (станция метро),5,418569,19.595959,192,192,192,3083.2588,-749.51434,418569,6,30,0.0,Q2381248
420539,Поле чудес (телеигра),18,420539,21.515152,132,111,233,-837.9218,2334.8574,420539,7,10,28606.228775327363,Q7408599
421542,Головная боль,34,421542,11.919192,192,192,192,680.9289,-1619.779,421542,2,39,3099.0,Q86
423034,"Шульженко, Клавдия Ивановна",18,423034,29.19192,132,111,233,114.22763,2328.7527,423034,11,10,8156.786273340078,Q292875
423624,"Гот, Герман",31,423624,13.838384,255,0,77,539.6525,-1026.4502,423624,3,1,3099.0,Q57150
424226,"Зырянов, Константин Георгиевич",29,424226,19.595959,0,168,182,1240.93,-184.88652,424226,6,4,3249.7605302601783,Q189008
426765,"Дога, Евгений Дмитриевич",18,426765,23.434343,132,111,233,370.0301,3195.374,426765,8,10,48445.784914701646,Q2632350
427233,Востряковское кладбище,18,427233,31.11111,132,111,233,23.461834,2728.7915,427233,12,10,66676.10380530554,Q1457453
434530,"Адомайтис, Регимантас Вайткусович",8,434530,10.0,163,102,15,1868.2429,-2474.958,434530,1,20,0.0,Q694971
439579,Азиза,2,439579,13.838384,0,127,167,-2865.3694,688.8172,439579,3,5,19066.536321326228,Q259698
443450,"О’Коннелл, Джерри",15,443450,11.919192,192,192,192,1030.6606,-1830.2798,443450,2,13,3099.0000000000005,Q378672
445675,"Оболенский, Леонид Леонидович (актёр)",0,445675,10.0,208,105,0,-1939.8816,1229.23,445675,1,12,0.0,Q4329539
448202,"Отёй, Даниэль",2,448202,13.838384,0,127,167,-2539.096,813.2886,448202,3,29,11752.045747910517,Q106303
448481,"Гозман, Леонид Яковлевич",33,448481,13.838384,0,140,23,-846.63776,1668.9639,448481,3,21,6196.0,Q670170
449703,"Палах, Ян",31,449703,13.838384,255,0,77,724.6403,-1135.9064,449703,3,1,0.0,Q192893
449916,"Леонтьев, Авангард Николаевич",39,449916,17.676767,236,36,133,815.846,1482.6243,449916,5,3,40566.80812930505,Q4258992
454580,Кольцо рыбака,12,454580,11.919192,192,192,192,1249.7346,989.4051,454580,2,34,0.0,Q536665
454756,"Куарон, Альфонсо",4,454756,11.919192,192,192,192,-2448.0615,-690.1847,454756,2,14,12384.0,Q28028
454797,"Леонов-Гладышев, Евгений Борисович",37,454797,15.757576,192,192,192,-1495.2623,1791.0223,454797,4,3,7975.894384931674,Q4258887
456634,Марафон (букмекерская контора),9,456634,10.0,150,127,0,3408.8608,681.7582,456634,1,13,0.0,Q4281101
457691,"Либерман, Джозеф",1,457691,21.515152,89,153,0,1986.1443,755.3334,457691,7,6,23325.395048242488,Q160157
458204,"Сказ про то, как царь Пётр арапа женил",2,458204,25.353535,0,127,167,-3401.0645,1184.6978,458204,9,3,61946.09026986818,Q4421343
458339,Военный округ,14,458339,13.838384,0,134,82,-2259.511,-244.35947,458339,3,7,9066.877386418388,Q580112
463500,Малкольм Икс,28,463500,11.919192,192,192,192,776.09686,-242.66995,463500,2,18,15939.421481302163,Q43303
467332,Таваф,16,467332,21.515152,98,125,18,1563.007,-1818.3766,467332,7,33,3099.0,Q1415790
470227,"Савельев, Виталий Геннадьевич",18,470227,10.0,132,111,233,-928.9269,2702.959,470227,1,10,0.0,Q4403799
475688,Цветная фотография,19,475688,17.676767,192,192,192,2369.2039,-804.02637,475688,5,17,3089.5,Q166509
476230,"Демич, Юрий Александрович",10,476230,11.919192,195,78,71,-76.04843,-1928.2234,476230,2,9,6196.0,Q4157598
478230,"Динамо (футбольный клуб, Барнаул)",29,478230,17.676767,0,168,182,1956.231,88.84486,478230,5,4,6877.17053530112,Q1269080
489998,Список орков Средиземья,38,489998,56.060608,192,192,192,785.20886,-2790.498,489998,25,32,4366.377749869754,Q2268392
493773,Мордовия (футбольный клуб),29,493773,25.353535,0,168,182,2176.9187,564.35504,493773,9,4,33248.74149781638,Q37091
493934,Военная коллегия Верховного суда СССР,18,493934,15.757576,132,111,233,-808.39496,2584.3315,493934,4,10,4093.3179582180364,Q462000
495887,Идель-Урал (легион),18,495887,10.0,132,111,233,-1020.19666,2724.889,495887,1,10,0.0,Q697021
498107,Спасская башня,12,498107,19.595959,192,192,192,999.0136,842.3652,498107,6,34,61664.8991194646,Q2416732
500752,ПТ-76,14,500752,13.838384,0,134,82,-2088.0896,111.37176,500752,3,7,31531.77916905517,Q641764
505567,Киямат,16,505567,31.11111,98,125,18,1677.5583,-1413.669,505567,12,33,2615.084013404956,Q12200906
506201,Гран-при Бельгии,22,506201,11.919192,192,192,192,-67.21071,-304.0916,506201,2,24,0.0,Q7954
507769,Белушья Губа,39,507769,10.0,236,36,133,865.1801,2033.352,507769,1,3,0.0,Q26324
508880,"Динамо (футбольный клуб, Загреб)",26,508880,61.818184,253,65,0,-1904.9171,-1573.2115,508880,28,2,22125.39249347734,Q172803
508927,Демократическая Республика Вьетнам,1,508927,31.11111,89,153,0,1976.703,1086.842,508927,12,6,7798.479822919885,Q172640
509137,Арафат (гора),16,509137,23.434343,98,125,18,1626.7241,-1782.8478,509137,8,33,441.3856582715466,Q216894
509621,Турбина,2,509621,11.919192,0,127,167,-2787.448,770.3016,509621,2,29,5656.772763937085,Q130760
525975,"Максимова, Елена Александровна",0,525975,13.838384,208,105,0,-2317.6133,1360.336,525975,3,11,23891.67281673117,Q4276251
527039,Бархатный развод,31,527039,15.757576,255,0,77,586.42755,-1460.9701,527039,4,1,0.0,Q1059215
530174,Интер (телеканал),37,530174,27.272728,192,192,192,-1350.2031,1346.139,530174,10,16,43045.52540601634,Q2914786
530327,Смуглянка,18,530327,15.757576,132,111,233,-292.49533,3393.2734,530327,4,10,1627.1526467868644,Q2632818
530754,"Ширер, Алан",24,530754,31.11111,0,172,0,581.6502,199.9415,530754,12,0,7684.98349736406,Q483583
532579,"Байден, Джо",1,532579,31.11111,89,153,0,1757.8748,1549.7292,532579,12,6,15777.822188465554,Q6279
533019,Аннаполис (Мэриленд),1,533019,13.838384,89,153,0,1793.3597,1137.4795,533019,3,6,109835.65770364442,Q28271
533616,"Эвора, Сезария",0,533616,10.0,208,105,0,-1824.8167,1377.1597,533616,1,11,0.0,Q103759
535169,Зловещие мертвецы,9,535169,11.919192,150,127,0,2720.228,642.5686,535169,2,13,0.0,Q921605
541067,"Савинова, Екатерина Фёдоровна",2,541067,17.676767,0,127,167,-3323.8958,878.63806,541067,5,3,10649.05428397956,Q4403995
543304,"Сергеев, Фёдор Андреевич",41,543304,11.919192,155,95,153,-1771.2812,-3074.0212,543304,2,8,12384.0,Q1332918
544849,"Ташков, Евгений Иванович",2,544849,17.676767,0,127,167,-2659.4424,673.6258,544849,5,3,5057.686671908488,Q4453016
545498,"Раванелли, Фабрицио",29,545498,11.919192,0,168,182,1209.7594,210.06804,545498,2,4,9859.7634099364,Q299493
546613,Всеукраинский референдум (1991),39,546613,11.919192,236,36,133,604.4652,1592.419,546613,2,31,0.0,Q926594
546699,Премьер-министр Белоруссии,6,546699,23.434343,192,192,192,-1173.0283,2040.573,546699,8,23,1.6166666666666665,Q12379704
546703,"Кара-Мурза, Алексей Алексеевич",33,546703,19.595959,0,140,23,-379.64795,1226.108,546703,6,21,0.0,Q4213408
550744,Знамя Труда (футбольный клуб),29,550744,19.595959,0,168,182,1515.6619,-4.3592978,550744,6,4,7032.901119197387,Q2619299
550911,Сахалин (футбольный клуб),29,550911,15.757576,0,168,182,1708.3295,-456.85645,550911,4,4,708.8386200990439,Q2631868
550971,Арсенал-Киев,29,550971,21.515152,0,168,182,1233.4717,-86.04039,550971,7,4,32192.450169123287,Q44295
550990,Мариуполь (футбольный клуб),29,550990,13.838384,0,168,182,1358.5348,701.4892,550990,3,4,1096.1744906673919,Q837704
551573,Ворскла (футбольный клуб),26,551573,15.757576,253,65,0,-2369.251,-1295.5447,551573,4,2,3.4693731247439694,Q274762
551670,"Филимонов, Александр Владимирович",29,551670,17.676767,0,168,182,1315.1469,-133.19238,551670,5,4,3047.3992758494774,Q2316037
551822,"Подгородецкий, Пётр Иванович",18,551822,19.595959,132,111,233,-803.49005,2839.0603,551822,6,10,6166.77632591273,Q4367407
552901,"Балон, Владимир Яковлевич",16,552901,10.0,98,125,18,1577.0939,-1634.3285,552901,1,3,0.0,Q4076851
553845,"Смертин, Алексей Геннадьевич",29,553845,13.838384,0,168,182,1660.1146,405.30685,553845,3,4,1459.161892446419,Q375295
553876,Т-60,14,553876,17.676767,0,134,82,-2770.205,254.60081,553876,5,7,38406.0222354271,Q462442
554015,Альфа Дог,9,554015,10.0,150,127,0,3038.7356,405.69434,554015,1,13,0.0,Q661061
554039,Т-70,14,554039,15.757576,0,134,82,-2614.9836,358.79367,554039,4,7,12121.266249958251,Q181130
554217,"Степанков, Константин Петрович",10,554217,11.919192,195,78,71,419.68115,-1916.2205,554217,2,9,0.0,Q3183886
555658,"Лир, Аманда",0,555658,10.0,208,105,0,-1673.1722,1158.5421,555658,1,12,0.0,Q454010
556777,"Корчевников, Борис Вячеславович",2,556777,17.676767,0,127,167,-2571.037,1107.0209,556777,5,5,18247.77225669792,Q4234472
560758,Мы были солдатами,1,560758,10.0,89,153,0,2044.8053,1298.8354,560758,1,6,0.0,Q623502
563064,"Хохлов, Дмитрий Валерьевич",29,563064,38.78788,0,168,182,2324.29,173.4635,563064,16,4,113446.92744136507,Q476684
569464,Зинсхайм,26,569464,13.838384,253,65,0,-1344.5762,-527.7002,569464,3,2,846.7187629373432,Q14950
572475,"Домрачева, Дарья Владимировна",18,572475,17.676767,132,111,233,211.05327,2163.0344,572475,5,10,15594.40170080261,Q209193
573766,Кубок Англии по футболу,24,573766,40.70707,0,172,0,593.4849,379.309,573766,17,0,105594.07886492832,Q11151
574907,"Мерфи, Эдди",17,574907,33.030304,0,134,233,-1437.922,-2502.229,574907,13,22,100578.79708326755,Q43874
575921,"Комбаров, Дмитрий Владимирович",29,575921,17.676767,0,168,182,1896.2203,244.92708,575921,5,4,3173.9591943788428,Q275512
578433,"Куэльяр, Иван",25,578433,10.0,192,192,192,-206.4,-734.7956,578433,1,2,0.0,Q2001591
579057,Bell V-22 Osprey,1,579057,10.0,89,153,0,1859.94,1240.6381,579057,1,6,0.0,Q217935
579151,Администрация президента России,7,579151,29.19192,192,192,192,2773.5198,-91.18312,579151,11,10,119937.1288016124,Q2060629
579847,Молодая гвардия (фильм),0,579847,11.919192,208,105,0,-1794.7421,1106.3081,579847,2,11,198.32142857142858,Q1976498
579909,Из ада,20,579909,13.838384,0,159,234,-3370.7146,-1832.3389,579909,3,29,6196.999999999999,Q470771
581117,Денонсация,41,581117,13.838384,155,95,153,-1813.3394,-3241.9058,581117,3,8,936.9442793689424,Q6592876
581425,"Капанина, Светлана Владимировна",39,581425,10.0,236,36,133,599.3224,1943.5238,581425,1,31,0.0,Q2995819
582702,Олд Траффорд,24,582702,13.838384,0,172,0,-124.592995,336.9515,582702,3,0,2836.8193730796106,Q83457
582707,Волга (автодорога),16,582707,10.0,98,125,18,1738.248,-1806.7711,582707,1,18,0.0,Q1752836
582966,Список городов Арды,38,582966,73.333336,192,192,192,269.13702,-4323.637,582966,34,32,908.9222618334268,Q4433389
584793,Зайберсдорф (Нижняя Австрия),3,584793,11.919192,0,158,94,1580.5686,2134.1438,584793,2,25,0.0,Q600978
588227,"Коновалов, Максим Вениевич",11,588227,10.0,192,192,192,1774.806,-1120.3947,588227,1,1,0.0,Q4230993
589865,Живёт такой парень,10,589865,13.838384,195,78,71,23.462912,-2030.4686,589865,3,9,8214.914779442099,Q3540877
591213,"Матвиенко, Игорь Игоревич",37,591213,15.757576,192,192,192,-1373.3402,1531.9694,591213,4,3,96292.56982777544,Q4284680
591322,Председатель (фильм),10,591322,10.0,195,78,71,-6.201572,-1593.5149,591322,1,9,0.0,Q4376658
591884,Вольфсбург (футбольный клуб),26,591884,33.030304,253,65,0,-1154.6704,-2029.3678,591884,13,2,22229.50895695284,Q101859
593188,Палата представителей США,1,593188,23.434343,89,153,0,1522.1139,1287.0853,593188,8,6,8847.929232390296,Q11701
593864,Нина Симон,3,593864,11.919192,0,158,94,1935.1255,2367.0115,593864,2,16,4927.518452123166,Q174957
593938,Йохан Кройф Арена,24,593938,10.0,0,172,0,-208.05383,770.38824,593938,1,0,0.0,Q207109
593984,"Бакланов, Олег Дмитриевич",14,593984,15.757576,0,134,82,-2587.709,48.59982,593984,4,7,725.5116916736627,Q2019186
594854,Сражение под Кульмом,21,594854,11.919192,0,136,132,-3134.365,-676.7606,594854,2,11,0.0,Q48253
595282,"Бортников, Геннадий Леонидович",10,595282,13.838384,195,78,71,-78.805695,-1864.5406,595282,3,22,11938.582798449179,Q4094765
596563,Самая обаятельная и привлекательная,0,596563,13.838384,208,105,0,-1612.7811,1035.6454,596563,3,12,6977.38732654743,Q4406483
598951,Сражение при Дрездене,21,598951,13.838384,0,136,132,-3062.4016,-499.58997,598951,3,11,6196.0,Q17594
599181,"Индзаги, Филиппо",24,599181,15.757576,0,172,0,259.98477,930.2884,599181,4,0,9690.97580601934,Q126503
599205,"Клюйверт, Патрик",24,599205,29.19192,0,172,0,608.7523,892.7047,599205,11,0,12250.925544325006,Q189686
599350,"Кантона, Эрик",24,599350,31.11111,0,172,0,708.2106,936.59155,599350,12,0,12858.36370426566,Q170328
599484,"Анелька, Николя",24,599484,15.757576,0,172,0,-321.93912,630.37933,599484,4,0,174.76353737305118,Q1939
600840,Трембита (фильм),18,600840,13.838384,132,111,233,283.6058,2653.0305,600840,3,3,11133.24696205039,Q4462374
601297,Чемпионат Греции по футболу,26,601297,17.676767,253,65,0,-760.34595,-1181.2332,601297,5,2,9114.766831818733,Q235114
602386,"Аликин, Павел Павлович",29,602386,10.0,0,168,182,1597.0756,-207.34175,602386,1,4,0.0,Q4062349
602651,Эспаньол,24,602651,10.0,0,172,0,197.25664,1156.3617,602651,1,4,0.0,Q8780
602943,История рыцаря,9,602943,11.919192,150,127,0,2767.0261,693.9956,602943,2,29,3099.0,Q114076
605819,"Мур, Бобби",24,605819,11.919192,0,172,0,210.74,533.81885,605819,2,0,2032.311607614192,Q191492
606078,"Парамонов, Алексей Александрович",29,606078,21.515152,0,168,182,1129.6573,407.07806,606078,7,4,12630.51963362623,Q269231
606087,"Самсонов, Самсон Иосифович",0,606087,13.838384,208,105,0,-1896.5453,1293.0516,606087,3,12,17053.317348579087,Q1977316
606352,Хетафе (футбольный клуб),25,606352,19.595959,192,192,192,-184.22603,-834.6239,606352,6,2,8124.071095803598,Q8806
606935,Кольт,9,606935,10.0,150,127,0,3351.9736,801.81946,606935,1,18,0.0,Q16664933
607365,"Чигринский, Дмитрий Анатольевич",26,607365,11.919192,253,65,0,-503.69574,-1198.283,607365,2,2,0.0,Q298140
608656,"Сальников, Сергей Сергеевич (футболист)",29,608656,19.595959,0,168,182,1733.499,-154.62416,608656,6,4,12824.092007678528,Q2707184
609520,Приходите завтра…,2,609520,21.515152,0,127,167,-3262.3635,941.59393,609520,7,3,10807.999320111441,Q4379300
609524,Хеди Ламарр,17,609524,10.0,0,134,233,-1221.5791,-2460.372,609524,1,22,0.0,Q49034
609928,"Зеедорф, Кларенс",24,609928,25.353535,0,172,0,447.90372,1285.5084,609928,9,0,4619.250184450656,Q484909
610193,The Jackson 5,32,610193,27.272728,192,192,192,-1037.0352,806.7473,610193,10,38,6820.250000000282,Q43267
611638,Неподдающиеся,2,611638,13.838384,0,127,167,-2668.738,584.86664,611638,3,3,6513.588894954013,Q4317325
612126,Ограниченный контингент советских войск в Афганистане,18,612126,19.595959,132,111,233,-422.33484,2301.3884,612126,6,10,25128.125229689133,Q4331248
612652,Цветы (группа),2,612652,13.838384,0,127,167,-2953.2317,497.89685,612652,3,3,15479.0,Q32273
613358,Тупик (птица),6,613358,11.919192,192,192,192,-1559.369,2131.812,613358,2,23,30900.0,Q26685
613934,Волонтёр,41,613934,10.0,155,95,153,-1898.0278,-2593.6028,613934,1,8,0.0,Q1230612
613993,Первое Болгарское царство,19,613993,11.919192,192,192,192,2082.9138,-528.0663,613993,2,17,0.0,Q203817
615956,"Виейра, Патрик",24,615956,13.838384,0,172,0,-45.16217,364.5468,615956,3,0,875.3413635482071,Q46347
620917,"Тихонов, Александр Иванович",18,620917,19.595959,132,111,233,-398.8508,2772.274,620917,6,10,18621.225564576685,Q504748
621917,Федерация еврейских общин России,18,621917,11.919192,132,111,233,-1021.8307,2254.3965,621917,2,10,334.1823825856746,Q2896504
622577,Силезские диалекты польского языка,31,622577,11.919192,255,0,77,1248.466,-1460.4224,622577,2,1,0.0,Q30319
623012,"Салей, Руслан Альбертович",31,623012,11.919192,255,0,77,1028.2113,-1226.9364,623012,2,1,35633.695891843134,Q376357
623454,"Вершигора, Пётр Петрович",10,623454,13.838384,195,78,71,100.37585,-1445.9985,623454,3,9,11315.333333333445,Q2633477
624658,"Ван дер Варт, Рафаэл",24,624658,15.757576,0,172,0,531.7054,1121.7654,624658,4,0,2777.7976834089905,Q163974
625045,"Шунин, Антон Владимирович",29,625045,29.19192,0,168,182,1134.7478,-384.55618,625045,11,4,18916.002349179616,Q310567
625963,"Кузнецов, Сергей Борисович",21,625963,11.919192,0,136,132,-3060.5676,-197.0663,625963,2,3,0.0,Q4245064
626324,Курляндия и Семигалия,10,626324,17.676767,195,78,71,29.226946,-1887.777,626324,5,9,31734.646631471114,Q156038
626394,"Ардженто, Азия",15,626394,21.515152,192,192,192,1125.0626,-1609.533,626394,7,13,13931.5,Q232052
627577,Смерть и похороны Бориса Ельцина,30,627577,21.515152,227,65,208,-1288.6296,6.6646576,627577,7,10,90499.9517903066,Q4424402
628962,Хроника текущих событий,27,628962,19.595959,192,192,192,-900.95795,-123.86475,628962,6,22,856.9105311604641,Q4501705
631174,Луки-Энергия,29,631174,17.676767,0,168,182,1717.6157,51.93182,631174,5,4,41.37002829038654,Q4268838
631278,Московский цирк Никулина на Цветном бульваре,3,631278,13.838384,0,158,94,2331.7458,2054.3037,631278,3,10,37011.049295520555,Q1518042
632008,"Бутрос-Гали, Бутрос",3,632008,27.272728,0,158,94,1899.0857,2238.2756,632008,10,25,12384.0,Q1257
632525,Переворот в Иране (1953),14,632525,15.757576,0,134,82,-2597.3035,2.9152818,632525,4,7,18573.0,Q593774
632654,"Йоала, Яак Арнович",18,632654,17.676767,132,111,233,-1108.7185,2603.701,632654,5,10,8159.754988525481,Q276892
635360,Два Фёдора,39,635360,10.0,236,36,133,993.0575,1825.3912,635360,1,3,0.0,Q4155558
639368,"Слепцова, Светлана Юрьевна",18,639368,11.919192,132,111,233,-376.27426,2614.0085,639368,2,10,0.0,Q236225
640347,Круиз (группа),18,640347,10.0,132,111,233,-187.77702,2614.664,640347,1,10,0.0,Q1550697
640643,Red Bull GmbH,40,640643,13.838384,192,192,192,-1928.5616,1565.5088,640643,3,19,11330.81433245001,Q698639
640966,"Лейте Рибейро, Адриано",26,640966,19.595959,253,65,0,-693.02936,-1145.5393,640966,6,2,70486.57235428246,Q170452
642064,Донбасс Арена,26,642064,13.838384,253,65,0,-1203.9708,-1314.7018,642064,3,2,4983.6714704485585,Q180479
642090,Звёздный десант (фильм),15,642090,25.353535,192,192,192,1272.8264,-1922.9093,642090,9,13,75536.83309131242,Q478626
643118,2С5,14,643118,15.757576,0,134,82,-2230.1365,267.47913,643118,4,7,74683.1104073161,Q222812
