,Label,Modularity Class,wID,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality
1971165,"Жиньяк,_Андре-Пьер",26,1971165,10.0,253,65,0,-1142.812,-1274.7393,1971165,1,2,0.0
1973122,"Мулерман,_Вадим_Иосифович",18,1973122,25.353535,132,111,233,-770.6242,2624.6345,1973122,9,10,1050.4492688150865
1974755,"Политковский,_Александр_Владимирович",30,1974755,11.919192,227,65,208,-1553.2892,396.44928,1974755,2,10,1048.481283147895
1976331,Ним_(футбольный_клуб),24,1976331,10.0,0,172,0,-61.325645,625.5084,1976331,1,0,0.0
1976492,"Бибиков,_Борис_Владимирович",2,1976492,17.676767,0,127,167,-3273.8918,991.1469,1976492,5,3,11222.290354183184
1976709,"Корецкий,_Владимир_Иванович",39,1976709,10.0,236,36,133,1003.47833,2015.8188,1976709,1,3,0.0
1986781,Яндекс.Видео,39,1986781,10.0,236,36,133,756.9039,1713.2,1986781,1,31,0.0
1986911,"Шоулз,_Лэтем_Кристофер",28,1986911,19.595959,192,192,192,711.95056,-596.2614,1986911,6,18,26825.42902661909
1986991,Феодоровская_икона_Божией_Матери,12,1986991,13.838384,192,192,192,1020.6162,793.36633,1986991,3,34,0.0
1989997,Покушения_на_Ленина,10,1989997,11.919192,195,78,71,371.32516,-2015.1625,1989997,2,9,3099.0
1994907,Фонарь,33,1994907,11.919192,0,140,23,-538.9261,1619.3107,1994907,2,21,0.0
1995648,Эротический_видеочат,30,1995648,10.0,227,65,208,-1300.4954,146.2365,1995648,1,10,0.0
1997676,Манжетка_обыкновенная,34,1997676,10.0,192,192,192,714.92456,-1787.0881,1997676,1,39,0.0
1999192,С_чего_начинается_Родина,18,1999192,10.0,132,111,233,-561.86035,3168.7402,1999192,1,10,0.0
2015759,Мина_(долина),16,2015759,19.595959,98,125,18,2278.8982,-1867.6997,2015759,6,33,742.0049643468353
2018736,"Лотар-Шевченко,_Вера_Августовна",16,2018736,10.0,98,125,18,1888.4423,-1353.5316,2018736,1,0,0.0
2021452,"Серков,_Сергей_Васильевич",21,2021452,11.919192,0,136,132,-3453.8032,-420.5891,2021452,2,3,0.0
2026480,Ми-35М,13,2026480,17.676767,192,192,192,-424.50558,-2058.48,2026480,5,15,18573.0
2026631,Юго-Восточная_Украинская_Автономная_Республика,41,2026631,13.838384,155,95,153,-2802.2063,-2866.1304,2026631,3,8,0.0
2031556,"Фурман,_Изабель",15,2031556,10.0,192,192,192,857.54736,-1801.2191,2031556,1,13,0.0
2046766,Донья_Пас,20,2046766,19.595959,0,159,234,-3320.4246,-1535.3716,2046766,6,29,27481.273037846437
2047016,Среднее_образование,8,2047016,10.0,163,102,15,1846.0674,-2613.2708,2047016,1,21,0.0
2047548,Ласковый_май_(фильм),21,2047548,13.838384,0,136,132,-3040.6377,-569.6239,2047548,3,3,6196.0
2047825,Мозаики_М._В._Ломоносова,8,2047825,10.0,163,102,15,1820.6692,-2929.5662,2047825,1,11,0.0
2047833,Предки_и_потомки_М._В._Ломоносова,8,2047833,13.838384,163,102,15,2311.8105,-2555.321,2047833,3,11,6197.0
2049345,Великий_пенсионарий,0,2049345,11.919192,208,105,0,-2069.3862,1275.7101,2049345,2,11,3099.0
2050470,"Уилсон,_Люк",28,2050470,11.919192,192,192,192,489.26364,-284.2624,2050470,2,18,0.0
2050489,Марфино_(усадьба),0,2050489,10.0,208,105,0,-1961.7904,999.3027,2050489,1,11,0.0
2053072,СПАЛ,24,2053072,13.838384,0,172,0,771.9071,555.0373,2053072,3,0,1661.335610763977
2053673,День_подразделений_специального_назначения,14,2053673,13.838384,0,134,82,-2249.4407,-320.29373,2053673,3,7,17137.683279851168
2053885,День_спецназа,14,2053885,11.919192,0,134,82,-2845.4495,146.9689,2053885,2,7,3099.0
2054596,Пытки_американских_военнопленных_в_Северном_Вьетнаме,1,2054596,21.515152,89,153,0,1770.4857,869.8075,2054596,7,6,6421.2050072284155
2055554,"Кадочникова,_Лариса_Валентиновна",41,2055554,13.838384,155,95,153,-2928.9866,-2849.984,2055554,3,10,23518.057127376484
2055816,Принцесса_на_бобах,30,2055816,11.919192,227,65,208,-1392.5873,130.78848,2055816,2,10,0.0
2056915,Ремингтон_1,28,2056915,15.757576,192,192,192,556.32263,-572.1714,2056915,4,18,0.0
2057429,Убийство_Анны_Бешновой,18,2057429,10.0,132,111,233,-1351.7266,2528.5994,2057429,1,10,0.0
2057499,"Бойко,_Денис_Александрович",24,2057499,15.757576,0,172,0,234.43137,902.3275,2057499,4,4,6942.099051401088
2058996,Военно-воздушные_силы_и_ПВО_Таджикистана,1,2058996,10.0,89,153,0,2214.5996,1595.7871,2058996,1,6,0.0
2063833,"Милнер,_Джеймс",24,2063833,17.676767,0,172,0,750.2332,1118.5444,2063833,5,0,4509.528099418756
2066873,"Литвинов,_Павел_Михайлович",27,2066873,23.434343,192,192,192,-411.79892,-9.932021,2066873,8,22,0.6
2068169,Пинг-понговая_дипломатия,14,2068169,10.0,0,134,82,-2230.2542,-338.44852,2068169,1,7,0.0
2069452,Х-22,7,2069452,11.919192,192,192,192,2449.3198,-226.35828,2069452,2,31,0.0
2076166,"Мухика,_Хосе",25,2076166,17.676767,192,192,192,222.66267,-515.2348,2076166,5,25,8496.726782355056
2076183,Шпион_по_соседству,23,2076183,10.0,192,192,192,82.61531,-315.39954,2076183,1,40,0.0
2079735,Голосящий_КиВиН,21,2079735,21.515152,0,136,132,-3390.955,-198.07843,2079735,7,12,48822.34522283451
2081226,Мировые_рекорды_в_тяжёлой_атлетике,18,2081226,13.838384,132,111,233,-698.23285,3473.6375,2081226,3,10,6197.0
2084532,Аутентификация_в_Интернете,16,2084532,10.0,98,125,18,1866.7214,-2068.8152,2084532,1,18,0.0
2086445,"Бурков,_Александр_Леонидович",7,2086445,13.838384,192,192,192,2522.032,62.583527,2086445,3,31,4850.679798834086
2086566,"Константинов,_Алексей_Алексеевич",8,2086566,10.0,163,102,15,1438.4889,-2776.8628,2086566,1,11,0.0
2091277,"Эйнауди,_Людовико",0,2091277,13.838384,208,105,0,-2364.1304,1340.0476,2091277,3,11,6197.0
2092360,"Кулидж,_Дженнифер",28,2092360,11.919192,192,192,192,513.3636,-332.38354,2092360,2,18,0.0
2096308,"Варчук,_Сергей_Иванович",0,2096308,10.0,208,105,0,-2138.6885,1301.7747,2096308,1,11,0.0
2097097,"Чудо_(фильм,_2009,_Россия)",8,2097097,10.0,163,102,15,1848.6023,-2450.0972,2097097,1,11,0.0
2102009,"Стогниенко,_Владимир_Сергеевич",29,2102009,10.0,0,168,182,1456.7845,-95.171005,2102009,1,4,0.0
2102568,"Айк,_Дэвид",33,2102568,10.0,0,140,23,-1085.0703,1276.2751,2102568,1,1,0.0
2104881,Список_самых_длинных_судов_по_типу,20,2104881,15.757576,0,159,234,-3483.5005,-1879.8774,2104881,4,29,25445.83686216146
2105612,"Паркина,_Татьяна_Алексеевна",0,2105612,10.0,208,105,0,-1996.258,1215.8969,2105612,1,11,0.0
2106829,Ока_(вагон_метро),5,2106829,17.676767,192,192,192,3183.766,-1304.7129,2106829,5,30,533.3722101582015
2108264,"Хьютон,_Крис",24,2108264,10.0,0,172,0,695.00616,1083.808,2108264,1,0,0.0
2113134,Ветеран_труда_(звание),18,2113134,15.757576,132,111,233,95.62199,2421.26,2113134,4,10,19144.067677807598
2115577,"Неуправляемый_(фильм,_2010)",17,2115577,10.0,0,134,233,-1250.4044,-2877.7212,2115577,1,22,0.0
2118008,Универсальные_десантные_корабли_типа_«Мистраль»,14,2118008,13.838384,0,134,82,-2363.9553,-382.7088,2118008,3,7,3794.670240881776
2119561,Вторая_Силезская_война,31,2119561,13.838384,255,0,77,481.3177,-1263.7493,2119561,3,1,0.5
2124042,"Токарев,_Борис_Васильевич",39,2124042,10.0,236,36,133,925.44507,1739.6635,2124042,1,3,0.0
2131577,"Кришито,_Доменико",29,2131577,13.838384,0,168,182,1810.602,583.78094,2131577,3,4,24146.807888704127
2131809,"Шахин,_Нури",24,2131809,10.0,0,172,0,479.43018,483.0135,2131809,1,0,0.0
2133771,Взятие_Казани,14,2133771,10.0,0,134,82,-2351.701,219.33372,2133771,1,7,0.0
2134438,Перечень_коренных_малочисленных_народов_России,16,2134438,10.0,98,125,18,2068.522,-1381.7092,2134438,1,18,0.0
2136219,Гей-парады_в_России,7,2136219,13.838384,192,192,192,2388.1306,-242.3427,2136219,3,10,3099.0
2141725,"Рыбус,_Мацей",29,2141725,13.838384,0,168,182,1427.2502,608.4007,2141725,3,4,735.2006231649633
2142893,Кеша_(певица),3,2142893,11.919192,0,158,94,1964.7266,2163.5767,2142893,2,16,4306.049297014517
2144183,"Покровская,_Алина_Станиславовна",2,2144183,11.919192,0,127,167,-2636.1921,918.0418,2144183,2,1,3099.0
2147536,"Коган,_Дмитрий_Павлович",18,2147536,10.0,132,111,233,-380.18497,3412.1143,2147536,1,10,0.0
2148902,"Соколов,_Юрий_Константинович",10,2148902,11.919192,195,78,71,-65.603485,-1419.0773,2148902,2,22,3099.0
2152355,Бурса_(учебное_заведение),21,2152355,10.0,0,136,132,-3425.726,-168.99413,2152355,1,3,0.0
2153255,"Махмасталь,_Иоганн_Адамович",17,2153255,13.838384,0,134,233,-913.6911,-2720.2483,2153255,3,22,1549.0
2157894,"Хонда,_Кэйсукэ",26,2157894,10.0,253,65,0,-1418.8845,-1279.1355,2157894,1,2,0.0
2158607,Прогрес_(футбольный_клуб),26,2158607,19.595959,253,65,0,-1008.6399,-663.51526,2158607,6,2,7966.186346236229
2161740,"Смирнова,_Дая_Евгеньевна",39,2161740,11.919192,236,36,133,893.6125,2179.7993,2161740,2,26,0.0
2165605,"Фернандеш,_Мануэл",24,2165605,10.0,0,172,0,425.19104,768.73303,2165605,1,0,0.0
2166351,"Векслер,_Сергей_Мейлехович",39,2166351,11.919192,236,36,133,435.38412,2088.335,2166351,2,3,0.0
2167014,"Дмитриева,_Анна_Владимировна",29,2167014,10.0,0,168,182,1884.0525,-183.88524,2167014,1,4,0.0
2178663,Бескишечные_турбеллярии,19,2178663,13.838384,192,192,192,2296.0022,-825.976,2178663,3,17,6196.0
2180851,Типографская_раскладка_Ильи_Бирмана,28,2180851,21.515152,192,192,192,1100.7316,-465.5163,2180851,7,18,2096.0615286927373
2182949,Жервиньо,25,2182949,10.0,192,192,192,221.70749,-667.1,2182949,1,2,0.0
2182954,"Саймон,_Нил",39,2182954,11.919192,236,36,133,983.6628,2081.666,2182954,2,11,14781.32724031189
2185289,Титаник_(мини-сериал),20,2185289,40.70707,0,159,234,-3570.7415,-1317.9403,2185289,17,29,697.6076299223657
2188158,Беорн,38,2188158,63.737373,192,192,192,183.40178,-2449.8875,2188158,29,32,526.6723006398738
2188900,"Добрыгин,_Григорий_Эдуардович",21,2188900,11.919192,0,136,132,-2811.7373,-481.1677,2188900,2,3,3099.0
2190621,"Агурбаш,_Анжелика_Анатольевна",2,2190621,11.919192,0,127,167,-2965.3384,1014.8071,2190621,2,5,5543.733820718983
2191232,Команда-А_(фильм),14,2191232,11.919192,0,134,82,-2850.9446,42.6491,2191232,2,7,52154.966868889685
2191996,Люси_Дафф_Гордон,20,2191996,11.919192,0,159,234,-2598.2842,-2130.309,2191996,2,29,0.0
2192507,"Штраус,_Исидор",20,2192507,13.838384,0,159,234,-2961.7305,-2174.3757,2192507,3,29,0.0
2194385,"Касперская,_Наталья_Ивановна",30,2194385,10.0,227,65,208,-2084.8743,379.4488,2194385,1,10,0.0
2199610,Поющая_революция,10,2199610,11.919192,195,78,71,258.02823,-1649.6589,2199610,2,9,3099.0
2209505,"Пасторе,_Хавьер",24,2209505,11.919192,0,172,0,64.332054,609.5653,2209505,2,0,176.10762122257557
2219128,"Шаухаманов,_Сеилбек_Шаухаманович",27,2219128,10.0,192,192,192,-797.8979,-74.4518,2219128,1,22,0.0
2227016,Паромщик_(сингл),18,2227016,11.919192,132,111,233,-861.1405,3263.308,2227016,2,16,0.0
2227457,"Депардьё,_Элизабет",2,2227457,11.919192,0,127,167,-2620.1833,853.24774,2227457,2,29,0.0
2230081,"Пиманов,_Алексей_Викторович",39,2230081,10.0,236,36,133,599.98254,1727.6667,2230081,1,31,0.0
2234060,Сила_Сибири,18,2234060,11.919192,132,111,233,-1176.5872,3482.175,2234060,2,10,3099.0
2235666,"Чумаков,_Сергей_Сергеевич",0,2235666,10.0,208,105,0,-2129.5952,1201.788,2235666,1,12,0.0
2237641,"Ларссон,_Стиг",35,2237641,21.515152,192,192,192,-1478.1609,975.7175,2237641,7,36,7730.0
2238289,"Джебб,_Глэдвин",3,2238289,25.353535,0,158,94,1421.3751,2107.5627,2238289,9,25,0.0
2239529,Специальный_лётный_отряд_«Россия»,7,2239529,21.515152,192,192,192,2715.565,10.685349,2239529,7,31,81889.186756768
2242569,"Темпл,_Джуно",17,2242569,10.0,0,134,233,-969.9712,-2746.648,2242569,1,22,0.0
2245168,"Шарпатов,_Владимир_Ильич",31,2245168,10.0,255,0,77,919.646,-805.61743,2245168,1,1,0.0
2247998,"Луческу,_Рэзван",26,2247998,13.838384,253,65,0,-1479.032,-973.9108,2247998,3,2,3098.9999999999995
2254225,"Куркина,_Раиса_Семёновна",0,2254225,11.919192,208,105,0,-1923.5748,907.39813,2254225,2,11,24736.0
2257899,Мы_из_будущего_2,10,2257899,13.838384,195,78,71,515.26733,-1814.8931,2257899,3,22,6196.0
2257958,Богоматерь_цветов,28,2257958,10.0,192,192,192,755.20807,-222.72807,2257958,1,18,0.0
2258852,Трансплантация_гемопоэтических_стволовых_клеток,23,2258852,10.0,192,192,192,283.0355,-405.29114,2258852,1,40,0.0
2259270,Тольяттинская_криминальная_война,18,2259270,10.0,132,111,233,-403.5516,3302.5923,2259270,1,10,0.0
2262930,"Гарбер,_Виктор",20,2262930,11.919192,0,159,234,-3465.29,-1558.3771,2262930,2,29,105.63353766519593
2270935,Стратегия-31,33,2270935,23.434343,0,140,23,-1011.7841,1535.125,2270935,8,21,14833.06975913824
2272311,Бани_Шайба,16,2272311,10.0,98,125,18,1812.6492,-1367.3112,2272311,1,33,0.0
2273758,"Гаджикасимов,_Онегин_Юсиф_оглы",18,2273758,13.838384,132,111,233,-785.53503,3606.9277,2273758,3,10,11355.661496109415
2277320,"Тёрнер,_Эйдан",38,2277320,10.0,192,192,192,399.77448,-2502.8643,2277320,1,32,0.0
2290986,Третья_битва_за_Харьков,31,2290986,15.757576,255,0,77,423.66632,-1204.7952,2290986,4,1,661.9328656960683
2292437,"Филиппов,_Михаил_Иванович",21,2292437,13.838384,0,136,132,-3435.2903,-512.4268,2292437,3,3,6197.0
2292762,"Абрамян,_Алёша_Варосович",29,2292762,10.0,0,168,182,1619.269,605.97833,2292762,1,4,0.0
2296933,"Паршин,_Сергей_Иванович",15,2296933,19.595959,192,192,192,1281.5115,-2048.276,2296933,6,11,65331.34437795697
2299044,Список_артефактов_Средиземья,38,2299044,73.333336,192,192,192,1201.9534,-3138.5244,2299044,34,32,908.9222618334268
2299939,Коллекция_достопримечательностей_Российской_империи,19,2299939,17.676767,192,192,192,2139.6458,-480.12088,2299939,5,17,3.0
2300203,AC_Cobra,22,2300203,10.0,192,192,192,-134.83926,-325.53308,2300203,1,24,0.0
2304137,"Стерлинг,_Рахим",24,2304137,25.353535,0,172,0,131.4099,160.2728,2304137,9,0,15183.620654904773
2308218,"Бабицкий,_Константин_Иосифович",27,2308218,21.515152,192,192,192,-900.2293,60.901096,2308218,7,22,0.0
2312900,"Голдберг,_Руб",9,2312900,10.0,150,127,0,2954.6355,813.39703,2312900,1,13,0.0
2314939,"Осипова,_Евгения_Андреевна",1,2314939,10.0,89,153,0,2254.5251,1634.493,2314939,1,6,0.0
2326926,"Батурин,_Юрий_Анатольевич",10,2326926,11.919192,195,78,71,80.51001,-1694.575,2326926,2,9,3099.0
2330095,Праздники_Турции,16,2330095,23.434343,98,125,18,2230.2646,-1493.758,2330095,8,33,89937.34152962921
2332302,"Гуггенхайм,_Бенджамин",20,2332302,13.838384,0,159,234,-2441.7573,-1531.6135,2332302,3,29,0.0
2333992,Путин_должен_уйти,33,2333992,13.838384,0,140,23,-503.32996,1272.9418,2333992,3,21,4585.783784139986
2338219,Европейский_день_памяти_жертв_сталинизма_и_нацизма,10,2338219,11.919192,195,78,71,177.09996,-1553.0867,2338219,2,9,8950.348749115812
2338277,"Харитонова,_Светлана_Николаевна",39,2338277,11.919192,236,36,133,899.49854,2065.0754,2338277,2,26,3099.0
2344107,"Хостикоев,_Анатолий_Георгиевич",41,2344107,13.838384,155,95,153,-2061.0981,-2811.1494,2344107,3,10,6196.0
2346185,Алёша_(певица),1,2346185,11.919192,89,153,0,1805.7805,1640.2542,2346185,2,6,787.8094505324461
2350454,"Круглова,_Вероника_Петровна",18,2350454,21.515152,132,111,233,351.2932,2859.2244,2350454,7,10,730.7235109128034
2363864,День_Арафат,16,2363864,36.868687,98,125,18,1725.7852,-2196.1604,2363864,15,33,31446.872974719307
2366011,"Лобоцкий,_Анатолий_Анатольевич",27,2366011,13.838384,192,192,192,-535.6144,-119.661934,2366011,3,22,30697.3315307331
2367442,"Давыдова,_Людмила_Петровна",2,2367442,11.919192,0,127,167,-3181.4355,898.65564,2367442,2,3,6196.0
