,Label,Id,Degree,modularity_class,betweenesscentrality
9,Astronomia,9,5,17,68025.58365620395
442,Aepyornis,442,5,10,8179.0
588,Anno_tropico,588,1,17,0.0
1191,Carl_Friedrich_Gauss,1191,2,5,4092.0
1302,Ciclismo,1302,2,1,5249.227109098941
1312,Centro_di_massa,1312,2,4,4092.0
1748,Eddy_Merckx,1748,5,21,8583.6814956199
1843,Francis_Galton,1843,1,6,0.0
2118,Gastropoda,2118,2,4,7999.95261982023
2229,H._G._Wells,2229,5,21,16698.34580011125
2366,Giochi_della_I_Olimpiade,2366,3,25,13322.430698507851
2862,Massimo_Serato,2862,2,2,1410.6585630833504
3210,Pininfarina,3210,9,7,32952.26541649366
3245,Passeriformes,3245,4,10,31992.312278381636
3267,Patriarca_(cristianesimo),3267,5,16,5336.062940232909
3277,Premio_Nobel_per_la_fisica,3277,5,0,20449.0
3283,Vincitori_del_premio_Nobel_per_la_chimica,3283,1,0,0.0
3381,Provincia_di_Piacenza,3381,17,4,248304.099662534
3407,Platyhelminthes,3407,3,10,0.0
3436,Provincia_di_Lodi,3436,33,4,139503.60960009487
3777,Radiazione_infrarossa,3777,2,5,4092.0
3886,Sabbioneta,3886,3,4,5858.129002313747
3892,Salute,3892,9,7,127357.00535657727
4154,Turismo,4154,6,19,54139.69584247352
4155,Tecnologia,4155,7,7,80975.70288178284
4176,Terlano,4176,1,0,0.0
4484,Virologia,4484,15,0,21000.848399391933
4579,Wilhelm_Conrad_Röntgen,4579,1,0,0.0
4639,Yukon,4639,1,4,0.0
6733,Raymond_Queneau,6733,1,3,0.0
8474,Ascoli_Piceno,8474,23,7,442911.7443350432
8505,Lodi,8505,23,4,79458.35999232485
8961,Marsciano,8961,1,3,0.0
8965,Pancho_Villa,8965,2,11,20440.0
9171,Provincia_di_Taranto,9171,19,4,290788.8490972396
9277,Provincia_di_Vibo_Valentia,9277,12,4,31402.23687323349
9278,Provincia_di_Crotone,9278,3,4,0.0
9279,Provincia_di_Catanzaro,9279,5,4,13580.583546393987
10961,Vega,10961,3,17,4092.0
11063,Lana_Turner,11063,4,13,15974.252574892234
11070,Palazzo_del_Potala,11070,3,11,7030.488834689249
11210,Greenwich_Mean_Time,11210,3,10,16359.0
11398,Supergigante,11398,9,25,1918.3365085172125
11410,Arturo_(astronomia),11410,1,17,0.0
11731,Kevin_Smith,11731,7,12,244519.68616574377
11901,Storia_della_Germania_dal_1945,11901,5,14,30818.543621938596
12213,Anas_platyrhynchos,12213,2,2,14183.153134248412
12375,Lista_delle_università_in_Italia,12375,2,7,9016.161428876036
12702,Tirolo,12702,5,16,28639.737749369193
12708,Ladinia,12708,3,16,13141.800065561223
12779,Campionato_mondiale_di_calcio_1958,12779,6,6,23346.122851987133
13193,Bug,13193,1,0,0.0
14591,Apple_Macintosh,14591,5,20,13905.54031191775
14887,Condensato_di_Bose-Einstein,14887,1,19,0.0
15146,Isola_di_Montecristo,15146,2,11,4092.0
15259,Guinea-Bissau,15259,3,1,8183.0
15654,Sherpa,15654,3,19,26999.388649088574
15864,Alagna_Valsesia,15864,5,16,19913.871553263063
16114,Magonza,16114,8,8,297360.21245986724
16275,Capoluogo,16275,24,4,670485.799851869
16684,Ceglie_Messapica,16684,1,19,0.0
17057,Coppa_del_Mondo_di_rugby,17057,6,9,41068.27397399248
17305,Provincia_di_Cremona,17305,28,4,213484.56352254044
17306,Provincia_di_Lecco,17306,21,4,109753.19590806597
17574,Tuvalu,17574,4,19,12385.777798804374
17613,Karl_Jaspers,17613,2,9,4977.921039927071
17803,Civitanova_Marche,17803,6,25,106146.57536613403
17996,Canton_Vallese,17996,10,16,136589.2161114464
18359,Assia,18359,7,22,84405.82889618691
18488,Astor_Piazzolla,18488,1,2,0.0
18686,Turingia,18686,4,13,29217.326203209286
18712,Benelux,18712,3,0,0.0
18726,Aragona,18726,8,4,263627.2613849527
18730,Asturie,18730,2,28,4092.0
18787,John_Milton,18787,1,13,0.0
19206,Cesano_Boscone,19206,6,4,3862.661181295493
19541,Era_mio_padre,19541,6,5,17771.869673992613
19971,Mediglia,19971,6,4,68.94806357280866
20158,Nanga_Parbat,20158,17,19,44643.504010818935
20170,Renate,20170,1,6,0.0
20313,Vizzolo_Predabissi,20313,5,4,0.25
20339,Basilica_di_Santa_Maria_Gloriosa_dei_Frari,20339,1,16,0.0
20579,Marco_van_Basten,20579,10,8,32236.38087938885
20590,Karakorum,20590,4,19,347.1980793330064
20699,Valdidentro,20699,2,4,10.430886610124201
20983,Ballabio,20983,4,4,361.19902624723915
21035,Crandola_Valsassina,21035,2,4,0.0
21131,Morterone,21131,6,4,4486.405622110714
21251,Olginate,21251,3,4,26.349999999999998
21506,Raymond_Burr,21506,2,11,3909.2394621873837
21653,Passaggio_a_nord-ovest,21653,3,10,15379.86778414375
21908,Jarno_Trulli,21908,5,3,2293.048736140389
22807,Laura_Bassi,22807,1,16,0.0
23183,Pat_Garrett,23183,4,13,13156.223565518161
23496,Papa_Pio_V,23496,4,23,12294.931645021641
23841,Freeman_Dyson,23841,5,0,9252.975631585416
23852,Carl_Sagan,23852,8,17,48958.50734605712
23904,Serge_Gainsbourg,23904,1,2,0.0
24019,Hans_Asperger,24019,1,11,0.0
24107,Ingegneria_aerospaziale,24107,2,0,4092.0
24689,Manduria,24689,5,6,19752.836289680614
25306,Avanguardia_operaia,25306,1,24,0.0
25406,James_Warren_Jones,25406,3,5,2045.5
25617,Sibilla_Aleramo,25617,3,29,6551.277432635983
25737,Luino,25737,2,18,2737.7845348090095
25746,Abel_Ferrara,25746,5,5,22916.833790644
25806,Wess,25806,3,2,13701.470794744426
26119,La_Manica,26119,8,10,141000.84227204107
26273,Asse_terrestre,26273,2,17,4092.0
26941,Olocene,26941,5,10,56785.13688561175
27378,Pergamena,27378,2,2,1900.3636592524729
27452,Fra_Dolcino,27452,1,7,0.0
27522,Martina_Hingis,27522,21,18,2003.8668923677265
27593,Marija_Šarapova,27593,25,18,25950.91351713301
27603,Pagani,27603,9,1,49202.57588240578
27678,Montefiascone,27678,7,1,20366.835210328085
28020,Tuscania,28020,4,1,1542.4783914929144
28028,Interfaccia_grafica,28028,1,20,0.0
28175,Bagnoregio,28175,3,1,0.0
28352,Blera,28352,4,1,0.3333333333333333
28484,Sfera_di_Dyson,28484,1,0,0.0
29547,Busseto,29547,4,4,61522.25190069109
29632,Fiuggi,29632,1,2,0.0
