,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views
0,1.0,178.0,Ядерный магнитный резонанс,0.6224693655967712,Q209402,STEM.STEM*,178.0,0.0,8.0,2944.0
1,1.0,178.0,Ядерный магнитный резонанс,0.23371636867523196,Q209402,STEM.Medicine_&_Health,178.0,0.0,8.0,2944.0
2,1.0,178.0,Ядерный магнитный резонанс,0.14415885508060455,Q209402,STEM.Technology,178.0,0.0,8.0,2944.0
3,1.0,178.0,Ядерный магнитный резонанс,0.14034625887870789,Q209402,History_and_Society.Society,178.0,0.0,8.0,2944.0
4,1.0,178.0,Ядерный магнитный резонанс,0.11597072333097458,Q209402,History_and_Society.Politics_and_government,178.0,0.0,8.0,2944.0
5,1.0,178.0,Ядерный магнитный резонанс,0.0,Q209402,Geography.Regions.Asia.Asia*,178.0,0.0,8.0,2944.0
6,12.0,206.0,Аэропорт,0.7186043858528137,Q1248784,STEM.STEM*,206.0,156817.08755173392,8.0,3567.0
7,12.0,206.0,Аэропорт,0.21734751760959625,Q1248784,STEM.Engineering,206.0,156817.08755173392,8.0,3567.0
8,12.0,206.0,Аэропорт,0.1824355274438858,Q1248784,History_and_Society.Transportation,206.0,156817.08755173392,8.0,3567.0
9,1.0,325.0,Муассанит,1.0000100135803225,Q418215,STEM.Earth_and_environment,325.0,0.0,0.0,2900.0
10,1.0,325.0,Муассанит,0.997894287109375,Q418215,STEM.STEM*,325.0,0.0,0.0,2900.0
11,2.0,330.0,Жидкое стекло,0.9124462008476256,Q1636041,STEM.STEM*,330.0,4591.0,13.0,3318.0
12,2.0,330.0,Жидкое стекло,0.6224693655967712,Q1636041,STEM.Technology,330.0,4591.0,13.0,3318.0
13,2.0,330.0,Жидкое стекло,0.4301573634147644,Q1636041,STEM.Chemistry,330.0,4591.0,13.0,3318.0
14,2.0,330.0,Жидкое стекло,0.2689514458179474,Q1636041,STEM.Medicine_&_Health,330.0,4591.0,13.0,3318.0
15,2.0,330.0,Жидкое стекло,0.13297423720359802,Q1636041,History_and_Society.Business_and_economics,330.0,4591.0,13.0,3318.0
16,2.0,330.0,Жидкое стекло,0.11921291798353195,Q1636041,STEM.Biology,330.0,4591.0,13.0,3318.0
17,2.0,578.0,"Хонеккер, Эрих",0.9814634323120116,Q2607,Culture.Biography.Biography*,578.0,17601.51944958294,11.0,3413.0
18,2.0,578.0,"Хонеккер, Эрих",0.546748161315918,Q2607,History_and_Society.Politics_and_government,578.0,17601.51944958294,11.0,3413.0
19,2.0,578.0,"Хонеккер, Эрих",0.3702353835105896,Q2607,History_and_Society.Military_and_warfare,578.0,17601.51944958294,11.0,3413.0
20,2.0,578.0,"Хонеккер, Эрих",0.30218379402160644,Q2607,Geography.Regions.Europe.Europe*,578.0,17601.51944958294,11.0,3413.0
21,2.0,578.0,"Хонеккер, Эрих",0.16886694729328156,Q2607,History_and_Society.History,578.0,17601.51944958294,11.0,3413.0
