,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class
0,2.0,108.0,Европа (мифология),0.8634016513824463,Q165170,Culture.Literature,108.0,6646.0,4.0
1,2.0,108.0,Европа (мифология),0.8596737384796143,Q165170,History_and_Society.History,108.0,6646.0,4.0
2,2.0,108.0,Европа (мифология),0.7663036584854126,Q165170,Culture.Philosophy_and_religion,108.0,6646.0,4.0
3,2.0,108.0,Европа (мифология),0.4209318628311157,Q165170,Geography.Regions.Europe.Southern_Europe,108.0,6646.0,4.0
4,2.0,108.0,Европа (мифология),0.41490885615348816,Q165170,Culture.Biography.Women,108.0,6646.0,4.0
5,2.0,108.0,Европа (мифология),0.3509628047943115,Q165170,Geography.Regions.Europe.Europe*,108.0,6646.0,4.0
6,2.0,108.0,Европа (мифология),0.320831298828125,Q165170,Culture.Biography.Biography*,108.0,6646.0,4.0
7,4.0,206.0,Аэропорт,0.7186043858528137,Q1248784,STEM.STEM*,206.0,38885.4001935101,16.0
8,4.0,206.0,Аэропорт,0.21734751760959625,Q1248784,STEM.Engineering,206.0,38885.4001935101,16.0
9,4.0,206.0,Аэропорт,0.1824355274438858,Q1248784,History_and_Society.Transportation,206.0,38885.4001935101,16.0
10,13.0,550.0,Иван Грозный,0.9905974268913269,Q7996,Culture.Biography.Biography*,550.0,126535.3547732174,13.0
11,13.0,550.0,Иван Грозный,0.6584275364875793,Q7996,History_and_Society.Society,550.0,126535.3547732174,13.0
12,13.0,550.0,Иван Грозный,0.4532718360424042,Q7996,History_and_Society.History,550.0,126535.3547732174,13.0
13,13.0,550.0,Иван Грозный,0.22271016240119934,Q7996,History_and_Society.Military_and_warfare,550.0,126535.3547732174,13.0
14,13.0,550.0,Иван Грозный,0.1824355274438858,Q7996,Culture.Philosophy_and_religion,550.0,126535.3547732174,13.0
15,13.0,550.0,Иван Грозный,0.0068218579292297354,Q7996,Geography.Regions.Europe.Europe*,550.0,126535.3547732174,13.0
16,13.0,550.0,Иван Грозный,0.0,Q7996,Geography.Regions.Europe.Northern_Europe,550.0,126535.3547732174,13.0
17,13.0,550.0,Иван Грозный,0.0,Q7996,Geography.Regions.Europe.Eastern_Europe,550.0,126535.3547732174,13.0
18,1.0,1182.0,"Стриженов, Глеб Александрович",0.9939124584197998,Q4443978,Culture.Biography.Biography*,1182.0,0.0,5.0
19,1.0,1182.0,"Стриженов, Глеб Александрович",0.3140605390071869,Q4443978,History_and_Society.Military_and_warfare,1182.0,0.0,5.0
20,1.0,1182.0,"Стриженов, Глеб Александрович",0.1824355274438858,Q4443978,History_and_Society.Society,1182.0,0.0,5.0
21,1.0,1182.0,"Стриженов, Глеб Александрович",0.16452647745609283,Q4443978,History_and_Society.History,1182.0,0.0,5.0
22,1.0,1182.0,"Стриженов, Глеб Александрович",0.07650540971755981,Q4443978,Geography.Regions.Asia.North_Asia,1182.0,0.0,5.0
23,1.0,1182.0,"Стриженов, Глеб Александрович",0.0,Q4443978,Geography.Regions.Europe.Eastern_Europe,1182.0,0.0,5.0
