Id,Label,modularity_class,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
1874546,Arizona_Stadium,19,8,21,0.135783,0.171574,3849.826849
26608934,Eyewall_replacement_cycle,3,13,21,0.128767,0.154748,6192.313448
32368376,Outline_of_the_September_11_attacks,5,23,19,0.129869,0.153483,21685.916785
23498576,Raymore_Drive,3,3,22,0.115011,0.132081,0
42526094,Belgium_national_football_team_records_and_statistics,46,1,24,0.096157,0.105659,0
35510968,Jerry_Reed_discography,9,1,22,0.123408,0.140014,0
14270662,2008_Italian_Grand_Prix,14,3,26,0.08008,0.086199,8738
2593926,Kingsmill_massacre,48,3,21,0.102346,0.110708,13106
27919944,Beno?t_Paire,32,5,23,0.098366,0.110288,106861.891537
408016,Mike_Castle,35,1,24,0.08222,0.08956,0
10652530,2004_Cleveland_Browns_season,15,8,21,0.130376,0.15747,0
50946840,Mac_Miller_production_discography,42,29,20,0.124084,0.143726,3451.662739
34771400,Roger_Tuivasa-Sheck,10,3,22,0.093613,0.102738,0.5
37807154,Hroniss_Grasu,15,9,21,0.138921,0.170078,5124.998862
1266124,Rob_Davis_(musician),22,1,24,0.095395,0.10323,0
18895212,Shamus_(film),9,2,22,0.130082,0.15349,0
3426562,K._T._Stevens,9,2,29,0.068527,0.072116,4370
5796580,Project_Runway_(season_1),29,18,23,0.105915,0.120232,0
1482874,Saratoga_Trunk,12,2,24,0.095489,0.102249,4017.051527
8384094,"Glory,_Glory_(fight_song)",19,3,21,0.129125,0.155111,0
35845624,2012_JPMorgan_Chase_trading_loss,27,1,24,0.088545,0.094871,0
23315594,Utegate,41,2,21,0.110555,0.122963,4370
4272946,Philippine_Area_of_Responsibility,3,2,22,0.112934,0.127952,0.416667
46227806,Henry_Anderson_(American_football),15,9,22,0.126707,0.150917,0.111111
3970700,Lois_Andrews,9,2,27,0.079818,0.085069,0
25678472,Naz_Foundation_(India)_Trust,21,9,21,0.104921,0.116155,1251.891645
11084010,Florence_(given_name),3,2,22,0.1154,0.131168,1.142857
21156182,Jeff_Grimes,19,7,21,0.132354,0.163928,1224.770101
38373890,Mo_Cowan,35,3,24,0.085097,0.093991,0
1204876,Madagascar_national_football_team,45,20,23,0.110312,0.129196,55416.716447
26518740,Chad_Hall,15,2,23,0.108022,0.123141,0
39593620,"List_of_cultural_heritage_sites_in_Punjab,_Pakistan",21,1,27,0.066226,0.069962,0
19266144,Improbable_(The_X-Files),9,2,22,0.130082,0.15349,0
6855420,Ayesha_Kapur,21,1,22,0.095245,0.103344,0
37902068,List_of_counties_by_U.S._state_and_territory,9,1,24,0.104186,0.114682,0
49839512,Enric_Mas,36,2,30,0.06242,0.06563,4370
50562628,Cedric_Teuchert,46,1,25,0.088712,0.098161,0
7390824,Bob_Glidden,20,4,24,0.089964,0.097325,8739
53915390,Jordan_Evans_(American_football),37,10,22,0.120224,0.142475,360.82924
44290416,Amy_Olson,16,3,22,0.107185,0.120886,0
870738,Dominic_Kinnear,29,2,23,0.104662,0.117743,0
41224170,Marlon_James_(novelist),19,1,24,0.095102,0.104459,0
18940624,Amnesty,35,4,22,0.095906,0.10667,13271.720923
21151614,All-WNBA_Team,6,5,21,0.116392,0.13365,943.472589
17257508,Abigail_Kinoiki_Kekaulike_Kaw?nanakoa,23,4,27,0.076491,0.081844,0
53339612,2017_Rugby_Championship,26,15,24,0.079146,0.087481,46748.116667
1173854,Tourist_guy,5,28,19,0.130287,0.154707,364.234823
52457228,Mayans_M.C.,41,1,24,0.083061,0.088154,0
3320006,Williamstown_Football_Club,8,2,24,0.101769,0.117435,0
6939396,South_American_coati,9,1,27,0.078862,0.083243,0
42626598,Jeremy_McGovern,8,16,23,0.112559,0.136059,30551.281968
8665998,Tyson_Goldsack,8,14,23,0.118046,0.144965,52650.341459
2156608,Rodney_Bewes,1,2,27,0.076861,0.081654,4370
224694,Radio_network,15,14,20,0.14254,0.169906,44446.304269
371548,"Combat_Zone,_Boston",27,3,23,0.104305,0.116235,13106
3201036,John_Carter_Cash,22,1,23,0.110585,0.122662,0
769530,Lockheed_LC-130,44,1,23,0.101401,0.111618,0
23967594,Jennifer_Beattie,19,2,26,0.086194,0.094213,0
35075784,George_Zimmerman,11,1,18,0.145943,0.169493,0
40343640,The_Elizabeth_Smart_Story,23,3,30,0.062258,0.065512,0
432374,HMAS_AE1,30,3,25,0.086004,0.092607,4370
6159402,Northern_Mariana_Islands_national_football_team,45,3,26,0.082792,0.089622,4370
2198410,Billy_Redden,9,5,23,0.116337,0.132402,16.75
127256,"Brentwood,_New_York",11,1,23,0.092453,0.099104,0
55679810,Frank_Camacho,29,1,25,0.087551,0.095166,0
3762624,Navajo_Joe,9,4,21,0.139684,0.165081,692.558616
43692710,Boston_College?Holy_Cross_football_rivalry,19,1,23,0.114996,0.134512,0
109396,"Hobe_Sound,_Florida",9,2,22,0.131395,0.155032,0
8324498,List_of_retired_Pacific_hurricane_names,3,10,21,0.125571,0.149518,194.241157
13055518,Hurricane_Felix,3,26,21,0.134113,0.163914,3146.056464
789420,Leleiohoku_II,23,1,30,0.062245,0.065076,0
9551038,Black_Sunday_(1977_film),15,4,20,0.141663,0.1656,2903.893558
31252592,The_Ghost_Train_(1931_film),12,3,25,0.094527,0.103184,0
468360,Fred_Upton,35,11,23,0.089592,0.100614,13133.993531
15108852,Temple_of_Music,23,3,25,0.090172,0.098132,0
5262704,William_E._Lori,28,2,31,0.060395,0.063473,8738
44202866,Alan_Eustace,33,3,24,0.088582,0.095084,4370
28284492,Juan_Sebasti?n_Cabal,32,6,25,0.083572,0.092032,17552.172066
49969940,Miss_America_2017,4,52,21,0.125029,0.149203,13005.643517
28156,Salem_al-Hazmi,5,12,19,0.129773,0.150294,1459.79868
5876742,Interstate_95_in_South_Carolina,3,5,21,0.124084,0.142723,946.624495
28070,Communication_during_the_September_11_attacks,5,32,19,0.1304,0.155602,19354.845151
25448862,Alexander_Kellner,31,7,29,0.062437,0.068207,1448.619048
8725622,Segestria_florentina,48,1,21,0.105679,0.115582,0
31120442,Jerrold_Tarog,21,2,21,0.107687,0.118359,4370
1456454,Jim_Fassel,15,7,21,0.129297,0.152256,9937.597511
28178642,Dzsenifer_Marozs?n,19,3,23,0.116213,0.137735,17468
2134800,Rasheed_Marshall,19,1,22,0.123429,0.147646,0
57317280,Queen_America,22,1,23,0.107711,0.116665,0
351930,The_Protectors,12,4,30,0.061764,0.065944,17473
58433730,Kate_Courtney_(cyclist),13,2,27,0.071331,0.076171,0
42417070,Maritime_Squadron_of_the_Armed_Forces_of_Malta,12,2,31,0.05815,0.06105,0
28372628,Haska_Meyna_wedding_party_airstrike,5,2,19,0.128491,0.144432,0
5308244,Simcha_Felder,2,10,22,0.097831,0.107764,432.112745
1293500,NFL_Films,27,4,19,0.14606,0.170841,26313.579263
123870,"Fremont,_Nebraska",4,3,22,0.111108,0.124753,17471
31640118,Matt_Bosher,19,9,22,0.132962,0.15681,116222.158158
19337214,"Corrina,_Corrina_(film)",9,1,30,0.064133,0.066942,0
13271870,Ahna_Capri,9,3,22,0.130151,0.153946,8517.199111
25526560,Mario_Gavranovi?,46,5,23,0.107485,0.123391,40444.397281
9097942,The_Quiller_Memorandum,12,4,29,0.065808,0.070594,21837
31159404,List_of_Auburn_Tigers_head_football_coaches,19,4,21,0.126979,0.15071,797.580513
13281082,List_of_Virginia_Tech_IMG_Sports_Network_stations,19,5,22,0.11802,0.139486,98.247749
242702,Monkeypox,21,2,22,0.097228,0.104905,4370
18505502,Higenamine,42,1,22,0.106834,0.117656,0
56808650,Greedy_Williams,19,8,21,0.134625,0.16305,10437.966377
5816902,Jan_Murray,9,1,22,0.130035,0.153198,0
23562494,Project_Runway_(season_6),29,18,23,0.105915,0.120232,0
3350098,Sam_Whiskey,9,3,22,0.130093,0.153661,0
38300100,David_Quessenberry,15,6,22,0.12436,0.145552,787.649655
40169918,Freddie_Veseli,46,4,25,0.089458,0.099547,1422.955043
4529108,Pacific_Division_(NHL),34,9,29,0.064592,0.072371,145.69697
13351372,Project_Runway_(season_4),29,18,23,0.105915,0.120232,0
1653508,Wendy_Pepper,29,18,23,0.105915,0.120232,0
3740032,Desperate_(film),9,5,25,0.094966,0.104442,26591.433333
456168,Mark_Lamarr,41,4,23,0.090615,0.097854,17473
35270284,Jonathan_Capehart,11,2,22,0.113977,0.127174,4370
24964834,Bob_Shoop,19,3,21,0.131756,0.159108,514.815289
14650,Indonesian_National_Armed_Forces,12,3,24,0.085984,0.092607,0
5900240,Cynthia_McFadden,11,2,22,0.097825,0.104982,8738
35410766,George_McCaskey,15,12,21,0.14075,0.175882,525.797077
30330896,Caroline_Dries,5,1,21,0.103541,0.114061,0
50157132,Francis_Perron,34,2,28,0.068973,0.076248,0
31474340,Brian_Loughnane,41,1,24,0.08304,0.087996,0
495296,Kimiko_Date,32,2,25,0.078585,0.084845,0
51411910,Myles_Gaskin,19,4,21,0.128517,0.154938,2155.49242
599992,Robert_Stigwood,22,2,23,0.088173,0.094598,8738
50389534,Canvas_Stadium,19,5,21,0.137939,0.169905,6811.830563
5380540,Anitra_Ford,9,1,23,0.115293,0.13042,0
56196178,2018_Evian_Championship,16,6,22,0.107193,0.121229,3623.166667
25846930,Tom_McEwen_(drag_racer),20,2,24,0.089957,0.09702,0
23643784,Effects_of_Hurricane_Hazel_in_Canada,3,4,22,0.115296,0.132948,402038
1372732,Instituto_Butantan,31,2,30,0.058789,0.063428,0
37312026,Lewis_Hornby,46,2,26,0.080456,0.087254,4370
12186508,Jon_Condo,15,1,21,0.129827,0.151903,0
34256214,Elliot_Yeo,8,12,24,0.101938,0.12023,410.667129
10040990,1995_Ryder_Cup,16,8,23,0.096937,0.108393,56588.466667
53979852,Atif_Mian,35,3,23,0.089724,0.098317,8739
51638648,Jerod_Evans,19,3,22,0.120175,0.14248,29.156895
42210630,Albian_Ajeti,46,3,23,0.104682,0.117633,11857.427084
1460248,Ontario_Superior_Court_of_Justice,34,5,24,0.09439,0.104969,322200
134490,"Pawleys_Island,_South_Carolina",3,7,21,0.127721,0.149724,1722.734978
605676,Them!,9,4,27,0.07908,0.084219,13107
14990732,2008_New_York_Jets_season,15,24,20,0.143854,0.178349,10319.313833
2116084,Kara_Lawson,6,4,21,0.129519,0.156319,14250.982401
7891368,Vincent_Simone,36,24,24,0.099481,0.113934,4761.909091
40350832,Strictly_Come_Dancing_(series_11),36,26,24,0.100181,0.11562,20728.133127
9430036,List_of_Grand_Slam_singles_champions_by_country,32,5,23,0.098256,0.107645,37010.440977
2941202,Cameron_Ciraldo,10,1,23,0.085624,0.092188,0
25398680,Mack_Miller,42,1,21,0.116769,0.131856,0
3357322,Jay_Cutler,15,22,21,0.142946,0.181849,29260.425109
446872,Tha_Dogg_Pound,42,4,21,0.116778,0.1322,0.75
54060932,Burt_Reynolds_filmography,9,79,21,0.143035,0.179983,256336.41524
10318642,Robert_Smith_(running_back),19,6,20,0.137561,0.16499,10739.592371
2724108,Moondial_(TV_serial),12,2,31,0.058175,0.061434,4370
889148,Southeast_Asia_Treaty_Organization,21,1,27,0.065229,0.068816,0
13286294,Otto_the_Orange,19,5,21,0.126027,0.151342,75.558202
58424644,I_Love_It_(Kanye_West_and_Lil_Pump_song),42,3,25,0.08145,0.086614,8739
23363890,Yogyakarta_Principles,21,5,20,0.116622,0.129812,4.25
55263014,J._K._Dobbins,19,2,21,0.123888,0.144699,4370
1505440,Rowing,13,2,22,0.110382,0.125222,143154
5144976,Drenica,46,3,25,0.090585,0.10069,2184.5
44801688,Ferial_Govashiri,35,4,21,0.105052,0.11585,476.224625
3969018,Tampere_Stadium,46,1,27,0.075061,0.08071,0
34773520,Dan_Sarginson,10,1,23,0.085624,0.092284,0
47138390,The_Greg_Gutfeld_Show,27,2,26,0.08564,0.092055,4370
48268960,Daniil_Medvedev,32,3,25,0.083074,0.090659,23882.492361
708720,Governor_of_Puerto_Rico,2,8,22,0.117532,0.135552,71657.254521
3188952,Marshall_Thompson,9,2,24,0.105168,0.116477,4370
128112,"Swansboro,_North_Carolina",3,8,21,0.128642,0.152328,448.941453
53237060,Fr?d?ric_Vasseur,14,5,25,0.089515,0.098706,9915.230006
229108,David_Trimble,48,3,18,0.147281,0.172803,491605.015334
415250,Big_Eight_Conference,19,19,21,0.140244,0.180383,45546.337095
36746412,Yekaterina_Samutsevich,41,2,23,0.090581,0.097391,0
6322722,Broken_Bridges,9,2,22,0.130082,0.15349,0
2151676,Virginia_Ruzici,32,3,23,0.09886,0.108325,429.575976
9689088,Bobby_Hauck,19,2,22,0.124084,0.14872,78.211609
1748294,John_Worsfold,8,4,23,0.102205,0.117669,4370.395833
41315532,2011_Helmand_Province_incident,5,1,21,0.103,0.111495,0
34282002,Brian_Robinson_(loyalist),48,1,22,0.093006,0.099121,0
440836,Stephen_F._Lynch,35,15,23,0.091812,0.103827,13236.333359
391036,Maxim_Afinogenov,34,1,30,0.060674,0.065694,0
939966,Far_Ultraviolet_Spectroscopic_Explorer,0,2,25,0.073163,0.076713,0
93320,"Cumberland_County,_North_Carolina",3,29,20,0.136906,0.165821,2792.331957
47367908,2016_Davis_Cup,32,8,23,0.098081,0.109724,1457.933333
418594,Final_Fantasy_Crystal_Chronicles,7,4,22,0.092449,0.099065,0
124678,"Pascagoula,_Mississippi",2,3,22,0.097573,0.105673,13106
5629994,List_of_tenants_in_7_World_Trade_Center,5,16,19,0.129262,0.151442,0.456183
11604278,No_More_Ladies,28,4,26,0.086339,0.093866,27661.666667
3626752,Primetime_Emmy_Award_for_Outstanding_Guest_Actress_in_a_Comedy_Series,22,11,21,0.12204,0.137585,338.854202
54030710,Pyry_Soiri,46,2,26,0.08115,0.08872,4370
26428048,List_of_Playboy_Playmates_of_2010,11,1,20,0.112992,0.123154,0
26000830,Gareth_Widdop,10,8,21,0.103282,0.115557,186130.758437
4632354,Paul_Campbell_(Canadian_actor),35,1,26,0.070564,0.074847,0
4991888,Dmitry_Tursunov,32,2,25,0.083081,0.090416,0
21987786,Ryan_McGee,19,1,20,0.137713,0.162049,0
1647256,The_Ghost_Train_(play),12,5,25,0.094631,0.103797,1070.76184
14157520,Assassination_of_William_McKinley,23,7,25,0.090179,0.098589,8.333333
9382724,Colin_Ingram,41,5,22,0.099763,0.109313,13104
44159530,Nehe_Milner-Skudder,26,5,25,0.073354,0.079301,34.6
93286,"Lenoir_County,_North_Carolina",3,28,20,0.136893,0.16563,2052.351078
58090936,Navtej_Singh_Johar_v._Union_of_India,21,16,21,0.105269,0.117785,153905.839706
18708000,Janice_Bryant_Howroyd,11,2,18,0.152268,0.180859,492207.593236
4136278,Sunday_NFL_Countdown,15,29,19,0.161643,0.20069,123588.932659
61172,Imitation_of_Life_(novel),18,3,24,0.10339,0.114315,2180.5
51804948,2020_Ryder_Cup,16,6,24,0.088401,0.097171,8717.233333
52523172,Tadasuke_Makino,14,3,23,0.099968,0.109975,13717.370762
244074,Moment_of_silence,11,2,18,0.147564,0.171524,0
55172516,Ryan_Bounds,35,1,22,0.09826,0.109466,0
56285544,Kevin_Toliver_II,15,7,21,0.131696,0.159123,1946.704679
25932,Two-round_system,2,2,21,0.102382,0.110656,4370
123464,Fail_Safe_(1964_film),9,4,23,0.116136,0.132827,8854.891065
2592176,Michael_D._Brown,3,6,22,0.122884,0.141158,8142.828389
38163018,Brian_Polian,19,5,22,0.129243,0.162948,2259.608564
322540,Don_Ohlmeyer,27,2,21,0.113474,0.12469,13383.894785
207112,Elizabeth_Smart,23,4,29,0.066387,0.070409,17468
19010914,Austin_Scarlett,29,18,23,0.105915,0.120232,0
706814,Andrea_Horwath,34,2,25,0.08604,0.093287,21830
1927852,Frying_Pan_Shoals,3,5,22,0.119819,0.139959,155.038369
38455772,Prince_Luiz_of_Orl?ans-Braganza,31,5,28,0.066545,0.072248,5202.407143
3859096,Darren_Jarman,8,4,24,0.092887,0.105137,13106
19826,Michael_Foot,48,1,20,0.114697,0.127256,0
925294,Brendan_Foster,36,6,26,0.083107,0.090875,28332
51929054,Antonio_Hamilton,15,5,21,0.131768,0.157661,3170.10866
6118062,States_parties_to_the_Rome_Statute_of_the_International_Criminal_Court,2,5,21,0.102449,0.111632,8738
19932,Majed_Moqed,5,13,19,0.129784,0.150485,4921.845759
9390150,Burgess_Owens,15,3,21,0.124964,0.145138,0
13820824,Beto_da_Silva,29,1,23,0.104161,0.115862,0
40840852,List_of_murdered_hip_hop_musicians,42,2,22,0.104577,0.114888,4370
637188,Mike_Rozier,15,3,21,0.12765,0.149802,2398.853498
20592752,Neville_Jetta,8,19,22,0.113719,0.13632,8673.66323
2480680,List_of_companies_of_Egypt,11,1,19,0.127375,0.142267,0
403016,Pinky_(film),18,2,24,0.103368,0.113941,4370
15204666,List_of_unsuccessful_terrorist_plots_in_the_United_States_post-9/11,5,36,19,0.130322,0.155661,4139.224092
432562,Ronald_Paul_Bucca,5,2,20,0.114996,0.129591,19.395022
244828,Don_Budge,32,5,23,0.098894,0.108734,33610.760082
4311052,Jewish_resistance_in_German-occupied_Europe,12,5,30,0.061768,0.066177,47994
1089648,Harry_Gant,9,3,22,0.130082,0.153566,3.159524
81460,List_of_monarchs_of_Brazil,31,11,29,0.062446,0.068867,43.087771
46679162,Adam_Humphries,15,7,21,0.131415,0.155589,3407.050816
9976582,History_of_the_New_York_Jets,15,25,20,0.142941,0.177633,10205.078243
57285626,46th_International_Emmy_Awards,22,4,21,0.127297,0.142153,0
48897086,Justin_Yoon,19,4,21,0.133617,0.162452,48.830802
13592094,Peter_L._Shelton,29,1,24,0.095775,0.105183,0
33746040,Austin_Krajicek,32,3,24,0.08959,0.098292,4370
396640,Martin_Ryle,0,4,22,0.093702,0.10114,2184.5
585594,Cape_Fear_River,3,14,21,0.12865,0.153379,9675.178541
24370454,Hotel_Ground_Zero,5,2,20,0.115494,0.13145,0
5869204,Robert_Tessier,9,7,22,0.131895,0.157004,26002.944166
5643976,Rod_Allen,15,7,21,0.134154,0.157969,4924.149936
53564160,2019_UEFA_European_Under-21_Championship_qualification_Group_2,46,9,23,0.105229,0.121405,123855.257897
46264700,Tim_Parker_(soccer),29,1,24,0.094658,0.104015,0
1238846,Brock_Yates,9,7,23,0.117295,0.134487,31.673384
1607460,Hull_Daily_Mail,48,1,21,0.094799,0.102648,0
20903200,Bill_Karins,11,6,21,0.128627,0.148665,39971.180744
44418276,Ohio_State_Buckeyes_football_statistical_leaders,15,5,21,0.132226,0.155997,5478.592741
240082,Spencer_Abraham,31,1,26,0.07622,0.079915,0
50209968,Suliasi_Vunivalu,10,5,22,0.093619,0.103005,0
30864680,Oscar_Schmidt,15,5,21,0.119423,0.134555,0
17712808,A_Family_Affair_(1937_film),9,2,26,0.087138,0.093632,0
2524124,CBS_News_Sunday_Morning,15,7,20,0.151429,0.179895,384451.05397
