Id,Label,timeset,modularity_class,wID,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
26463850,List_of_Justices_of_the_Tennessee_Supreme_Court,,28,26463850,12,20,0.110484,0.119348,271.964174
638030,Lothair_of_France,,24,638030,1,18,0.133707,0.146817,0
44122286,Mallex_Smith,,43,44122286,3,22,0.096543,0.103145,0
4966094,Sanskara_(rite_of_passage),,37,4966094,2,23,0.079594,0.082665,0
22872674,Janet_Paisley,,30,22872674,1,19,0.118144,0.129178,0
20891120,Bill_Leonard_(journalist),,26,20891120,1,22,0.101953,0.109798,0
2908932,Atlas_Comics_(1950s),,6,2908932,44,16,0.167117,0.196076,2535.993499
50203468,Eric_Oelschl?gel,,22,50203468,2,21,0.09271,0.09702,0
37001970,Diane_Todd,,13,37001970,1,19,0.12293,0.13352,0
55972902,Thomas_Fire,,19,55972902,29,19,0.154002,0.177043,28153.010537
699704,Julia_Hartley-Brewer,,12,699704,1,18,0.13706,0.149872,0
39057612,Canada_in_the_Korean_War,,24,39057612,1,19,0.121433,0.132368,0
12470766,Jorge_Villafa?a,,20,12470766,2,19,0.124573,0.132575,11150.433044
8117828,Sam_Hutchinson,,21,8117828,1,21,0.090852,0.094236,0
54441288,German_football_rivalries,,21,54441288,1,24,0.071726,0.074062,0
22477488,Operation_Albumen,,24,22477488,3,18,0.135105,0.150689,703.903138
43950,Interstate_Highway_System,,13,43950,6,19,0.123051,0.13453,8.566667
22631982,Sodium_Reactor_Experiment,,19,22631982,2,19,0.13608,0.148624,0
4309066,Tyrrell_Sea,,13,4309066,1,19,0.122889,0.133425,0
613574,UNIT,,35,613574,1,18,0.131322,0.14173,0
412062,Danny_K._Davis,,18,412062,153,18,0.16714,0.222337,1219.379937
3215786,Superman_(comic_book),,6,3215786,19,16,0.163245,0.188368,351.307727
10040190,Ventura_County_Fire_Department,,19,10040190,9,18,0.161105,0.18366,1456.439891
3441926,Wilmington_insurrection_of_1898,,38,3441926,3,18,0.142297,0.164729,496.112751
22004388,Enda_Stevens,,21,22004388,5,19,0.104818,0.110352,0
1102634,Brahma_Sutras,,37,1102634,6,20,0.104512,0.111264,34275
1555336,Timi_Yuro,,13,1555336,1,17,0.162819,0.189284,0
4686746,Rags_Ragland,,40,4686746,1,20,0.112357,0.12047,0
363798,Sarah_Josepha_Hale,,38,363798,2,16,0.166814,0.190059,6241
25945790,List_of_England_national_rugby_union_team_results_2010?19,,42,25945790,3,21,0.097212,0.103332,0
53290918,Stephanie_Bruce,,29,53290918,2,22,0.086003,0.089672,0
22464750,Lidia_Valent?n,,22,22464750,1,26,0.066343,0.068795,0
27665478,No_Place_for_Jennifer,,38,27665478,1,17,0.1452,0.159418,0
18830696,Jason_Maza,,30,18830696,2,19,0.129524,0.141965,49872
54602880,Nicholas_A._Klinefeldt,,44,54602880,1,18,0.139414,0.162242,0
41019774,Abdi_Warsame,,13,41019774,5,19,0.146536,0.174408,826.154789
58939454,National_Service_of_Remembrance,,24,58939454,11,18,0.136303,0.152914,86129.777517
147976,David_I_of_Scotland,,30,147976,36,17,0.150791,0.176664,9401.777126
3152502,Internet_governance,,16,3152502,4,20,0.11153,0.118372,6241
9156278,Aaron_Yan,,13,9156278,3,17,0.162828,0.189444,0
2055164,Radioluminescence,,19,2055164,2,21,0.116158,0.12385,0
6729080,List_of_Olympic_medalists_in_weightlifting,,22,6729080,4,25,0.071076,0.074714,37425
57681472,Emily_Jane_Fox,,26,57681472,1,18,0.127667,0.139025,0
42628682,2016_Copa_Libertadores,,39,42628682,10,20,0.123073,0.133046,41979.060129
44305318,Rick_W._Allen,,18,44305318,139,18,0.17154,0.223478,97189.549376
25548274,List_of_youngest_members_of_the_United_States_Congress,,44,25548274,39,18,0.165281,0.210767,8170.106541
6058074,Jenny_Galt,,13,6058074,1,17,0.162819,0.189284,0
5805506,Forbush_Man,,6,5805506,60,16,0.169238,0.199854,594.576497
682110,"James_Douglas,_Lord_of_Douglas",,30,682110,38,17,0.150508,0.176475,21443.068838
6458042,Touchdown_celebration,,46,6458042,1,21,0.106155,0.112777,0
39239578,Vince_Williams_(American_football),,46,39239578,6,22,0.10165,0.108208,6241
27442274,2011_Major_League_Baseball_draft,,43,27442274,3,20,0.119304,0.126297,15093.482481
4371996,Roger_de_Kirkpatrick,,30,4371996,2,17,0.146036,0.165786,0
432890,Wheelchair_tennis,,40,432890,2,17,0.154253,0.168194,6241
641992,Winston_Churchill_(novelist),,38,641992,1,16,0.166805,0.189953,0
961356,Eddie_Bernice_Johnson,,18,961356,172,18,0.171568,0.226512,5732.708544
325856,Upper_Canada_College,,13,325856,1,19,0.122889,0.133425,0
1364192,Johnny_Eager,,38,1364192,3,18,0.134419,0.14737,7004.499206
500006,"Aymer_de_Valence,_2nd_Earl_of_Pembroke",,30,500006,21,17,0.151752,0.174881,12020.766437
1372300,Majeerteen,,13,1372300,4,18,0.153732,0.184791,842.005507
55752796,2020_UEFA_Europa_League_Final,,21,55752796,1,23,0.094527,0.099005,0
20818110,Roman_Neust?dter,,21,20818110,2,21,0.092478,0.095974,6241
57328262,Sam_Skinner_(rugby_union),,42,57328262,1,22,0.088572,0.093507,0
34226,Yuri_Gagarin,,44,34226,1,20,0.123284,0.138101,0
57977680,2018_Attica_wildfires,,19,57977680,8,19,0.141828,0.156288,13508.109875
4746088,Neil_McCarthy_(actor),,13,4746088,1,21,0.098696,0.104171,0
2039988,"Orders,_decorations,_and_medals_of_Canada",,24,2039988,9,17,0.149591,0.169131,158883.081469
53088222,Josh_Pitcock,,34,53088222,2,17,0.15078,0.167113,10195.533179
1069348,Accrington_Pals,,24,1069348,2,18,0.130419,0.144451,2494.541924
54414454,Noor-ul-Haq_Qadri,,27,54414454,2,20,0.099133,0.104399,6241
402732,National_Union_of_Journalists,,35,402732,23,18,0.147078,0.163724,30965.286468
21822,Natural_Law_Party,,44,21822,2,19,0.135731,0.154956,145.30482
26313246,E._Bay_Mitchell,,44,26313246,2,20,0.131732,0.152199,6241
12101838,James_Andrews_(physician),,46,12101838,1,22,0.105187,0.112552,0
35733768,Hetty_Sarlene,,11,35733768,1,19,0.141145,0.161297,0
8913644,"William_Douglas,_Lord_of_Liddesdale",,30,8913644,20,17,0.148601,0.170983,985.467294
58928852,Jacob_Wohl,,26,58928852,1,19,0.12111,0.129803,0
534752,Lila_McCann,,13,534752,1,17,0.162819,0.189284,0
2836962,Estadio_Libertadores_de_Am?rica,,39,2836962,2,20,0.121341,0.129957,1849.592089
58578922,Garuda_Wisnu_Kencana_statue,,37,58578922,2,24,0.07373,0.076232,6241
58566526,Nobuyuki_Sakakibara,,40,58566526,5,20,0.10556,0.110588,0.666667
9372646,List_of_Philadelphia_Eagles_seasons,,46,9372646,6,18,0.146474,0.159102,17088.339032
30391312,Ron_Barber,,18,30391312,9,18,0.165781,0.20921,28132.896068
57344442,Takuya_Kai,,0,57344442,4,19,0.116924,0.125133,9358.5
58877392,Debbie_Mucarsel-Powell,,18,58877392,166,18,0.172098,0.22683,18067.271075
409010,Ron_Kind,,18,409010,164,18,0.172918,0.231134,15083.961119
925494,Tyler_Hansbrough,,16,925494,4,17,0.155583,0.170186,37442.99201
50375154,Antonio_Morrison_(American_football),,46,50375154,2,20,0.124643,0.1362,10.249073
30597690,Suzanne_M._Bump,,44,30597690,4,19,0.134141,0.157575,6.00226
56711746,Memories_of_the_Alhambra,,13,56711746,1,22,0.091236,0.095645,0
11305302,Linden_Porco,,38,11305302,2,19,0.112192,0.119025,0
3641290,Robert_Reed,,13,3641290,8,18,0.147572,0.16446,148.596694
10837984,David_Gilbert_(snooker_player),,20,10837984,9,20,0.104334,0.111344,1.685714
52744424,Gournay_Court,,12,52744424,2,18,0.135369,0.149021,0
58463538,Wisconsin_School_(diplomatic_history),,46,58463538,1,23,0.094846,0.099267,0
9174122,Vivian_Cheruiyot,,29,9174122,7,21,0.094081,0.099228,23982.306349
52923442,Marta_DuBois,,38,52923442,1,19,0.112175,0.118844,0
3215314,Fergus_Bowes-Lyon,,24,3215314,1,19,0.113609,0.122109,0
863306,Vote_counting,,31,863306,7,18,0.140024,0.164159,2050.665271
2681810,NetEase,,35,2681810,3,22,0.086252,0.089751,49879
667308,Northern_Ireland_Open_(snooker),,20,667308,23,19,0.116468,0.126707,35119.79881
15087026,Bill_Fischer_(baseball),,43,15087026,1,20,0.119866,0.126877,0
5308244,Simcha_Felder,,44,5308244,5,19,0.132939,0.157345,1.633089
383758,Mike_Honda,,18,383758,25,18,0.166956,0.210846,7611.348065
1375256,"American_Expeditionary_Force,_North_Russia",,24,1375256,4,19,0.12752,0.141389,2682.366263
42887186,Kyle_Sinckler,,42,42887186,18,21,0.097358,0.105784,1748.292385
5040224,Neptune_in_fiction,,6,5040224,1,18,0.13881,0.152525,0
31159404,List_of_Auburn_Tigers_head_football_coaches,,46,31159404,4,20,0.128339,0.139206,2912.871822
937916,Matty_Alou,,43,937916,1,22,0.095248,0.098659,0
1147498,InXile_Entertainment,,34,1147498,15,18,0.129076,0.142346,20878.688362
23777994,Edward_Balliol,,30,23777994,27,17,0.148945,0.172422,4803.913483
8192520,Javier_Pinola,,39,8192520,12,20,0.121893,0.131335,2279.836295
969010,Blackness_Castle,,30,969010,4,18,0.140662,0.158081,396.294472
451590,Alma_Adams,,18,451590,157,18,0.171418,0.228373,1134.496969
38241938,The_Coalition_(company),,34,38241938,8,18,0.129063,0.141611,4715.24923
16135942,Aron_Gunnarsson,,21,16135942,6,17,0.122313,0.130781,120609.851904
58835844,2019_Los_Angeles_Dodgers_season,,43,58835844,7,18,0.142622,0.153277,5629.084983
48733054,Jake_Elliott,,46,48733054,8,20,0.118635,0.12891,27246.6308
1124376,Lists_of_American_Jews,,6,1124376,2,17,0.159932,0.18294,6241
4606566,The_wrong_type_of_snow,,30,4606566,1,21,0.096142,0.101898,0
10905388,Steve_Holland_(footballer),,39,10905388,1,22,0.09853,0.103167,0
51882846,Mike_Ott,,31,51882846,11,19,0.114203,0.123221,2.141667
1158892,"Newbury_Park,_California",,19,1158892,12,18,0.162947,0.185785,3708.943682
54381338,Joshua_Fox,,37,54381338,1,17,0.146978,0.160223,0
12353958,Norton_Buffalo,,19,12353958,3,17,0.150446,0.167227,42772.228788
935448,Valeri_Kharlamov,,38,935448,2,16,0.168894,0.194318,6241
44538076,Jesu,,37,44538076,1,19,0.117412,0.123947,0
277268,Eug?ne_Fran?ois_Vidocq,,38,277268,3,16,0.173635,0.200053,7193.385865
26694798,Second_War_of_Scottish_Independence,,30,26694798,37,17,0.149024,0.173358,4328.566902
50532294,Ram?n_?bila,,39,50532294,11,20,0.122751,0.132472,34432.395992
35270284,Jonathan_Capehart,,26,35270284,4,19,0.138674,0.15959,12480
2275564,Jamiat_Ulema-e-Islam,,27,2275564,4,19,0.109989,0.116945,596.161465
1410482,Michael_Parkhurst,,20,1410482,7,19,0.128378,0.13776,26089.383161
58981590,Nako_Yabuki,,13,58981590,5,17,0.162849,0.189684,9358
2721106,Milan_Pani?,,16,2721106,2,16,0.170878,0.196532,20039.989647
5900240,Cynthia_McFadden,,26,5900240,1,21,0.108574,0.117732,0
1130058,Competitors_for_the_Crown_of_Scotland,,30,1130058,22,17,0.148538,0.171751,959.540043
31018418,Kenny_McLean,,21,31018418,2,21,0.100412,0.105898,0
46258184,David_Natzler,,12,46258184,1,19,0.119154,0.127834,0
40936672,Press_Recognition_Panel,,35,40936672,21,18,0.14577,0.161354,71.288459
40587444,Ring_Warriors,,40,40587444,1,19,0.127664,0.138708,0
82086,List_of_Italian_painters,,6,82086,1,17,0.152277,0.169093,0
6115020,1914?15_Star,,24,6115020,12,19,0.124825,0.13869,39831.723273
6826572,Rudy_Fern?ndez_(basketball),,16,6826572,3,19,0.121077,0.129078,193220.74996
2091936,Mapita_Cort?s,,38,2091936,2,17,0.144511,0.159337,0
291868,Shas,,37,291868,8,20,0.109902,0.117363,0.6
43886586,Sigismund_Goetze,,6,43886586,1,16,0.163062,0.184168,0
42876234,Jamie_Ritchie,,42,42876234,1,23,0.081401,0.085192,0
57394098,"Kevin_Curran_(cricketer,_born_1928)",,31,57394098,3,28,0.057563,0.059442,0
4070714,Clive_Mantle,,26,4070714,3,19,0.113252,0.121411,12481
4608634,Pauline_Starke,,38,4608634,1,18,0.126397,0.135908,0
29366,Shoghi_Effendi,,12,29366,1,19,0.114652,0.123228,0
56955900,Eldon_Insurance,,12,56955900,3,19,0.114291,0.121583,0
9288268,Bogdan_Wenta,,22,9288268,1,24,0.079116,0.084179,0
58084536,Kendra_Horn,,18,58084536,145,18,0.165128,0.214107,1493.733843
40473770,List_of_Carolina_Panthers_records_and_statistics,,46,40473770,4,21,0.115689,0.124141,51.949236
13948278,List_of_songs_about_abortion,,13,13948278,2,17,0.160064,0.180074,8215.52974
360028,Bill_Cash,,12,360028,5,17,0.147304,0.164649,1606.597361
1810756,Tatton_(UK_Parliament_constituency),,12,1810756,7,17,0.143762,0.158418,1063.025011
28708,Sleet,,19,28708,2,21,0.10959,0.116522,0
28257388,Juan_Jesus,,39,28257388,5,20,0.12309,0.132241,70159.922297
5356330,Glenn_Sherlock,,43,5356330,5,19,0.122347,0.130003,9088.366299
21527716,Crackdown_2,,34,21527716,4,18,0.128922,0.140847,21279.340227
7897166,The_Rouse,,24,7897166,3,19,0.124229,0.136286,513.125108
1829784,Chatham_and_Aylesford_(UK_Parliament_constituency),,12,1829784,2,19,0.118516,0.126695,6241
548952,Shaun_Goater,,21,548952,6,20,0.118012,0.126329,154435.231706
4791776,Michael_Pate,,38,4791776,3,18,0.128924,0.138801,12481
409734,Susan_Davis_(politician),,18,409734,160,18,0.172241,0.229687,7229.323853
2648440,Why_the_lucky_stiff,,13,2648440,1,17,0.162819,0.189284,0
1214890,Ethics_in_Government_Act,,44,1214890,8,18,0.165755,0.207853,985.961502
40204622,Starred_Up,,30,40204622,2,18,0.142988,0.158796,0
9867130,Cosby_High_School,,1,9867130,2,20,0.128579,0.146389,0
39835636,1933_Griffith_Park_Fire,,19,39835636,24,19,0.146574,0.16426,5391.462427
