Id,Label,timeset,modularity_class,wID,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
1492374,Nash-Healey,,9,1492374,1,30,0.067653,0.0721,0
81100,Rio_Bravo_(film),,55,81100,6,25,0.082406,0.09215,98264.927091
58216352,Shreya_Dhanwanthary,,56,58216352,2,28,0.081431,0.087879,11097
47375338,Anshu_Gupta,,68,47375338,1,25,0.09196,0.101828,0
41725258,Shooting_at_the_Asian_Games,,19,41725258,8,26,0.086504,0.098272,179587.233729
34400374,Alabama_Moon_(film),,14,34400374,1,35,0.051831,0.055456,0
5254422,Speech_or_Debate_Clause,,54,5254422,6,24,0.106027,0.124059,11225.720757
3892040,Jay_Jay_French,,22,3892040,1,25,0.086852,0.09644,0
10832568,Iran_at_the_2002_Asian_Games,,21,10832568,4,26,0.09435,0.107536,4439.185396
2821498,Sig_Ruman,,50,2821498,1,32,0.063449,0.069167,0
4627070,Frogfish,,48,4627070,2,29,0.070439,0.076152,44376
50528440,August_26th_(mixtape),,71,50528440,1,28,0.073408,0.080108,0
713030,Lou_Whitaker,,8,713030,2,28,0.066216,0.069985,0
31448550,Lace_Up,,53,31448550,3,27,0.085778,0.093577,26672.539681
3457884,Taylor_Law,,4,3457884,2,25,0.096303,0.108052,88720
5911162,Pat_Jones_(American_football),,51,5911162,5,27,0.077251,0.08351,3680.333333
4825514,Steve_McNamara,,30,4825514,15,27,0.093503,0.105996,97348.644886
34879480,Darren_Mattocks,,57,34879480,6,31,0.065141,0.070089,48067.7
42981920,Sebasti?n_Driussi,,64,42981920,6,25,0.094528,0.107251,0
366522,Labor_Right,,72,366522,22,25,0.091783,0.108568,141.254189
1210490,Richard_Marcinko,,70,1210490,1,29,0.068047,0.073316,0
711264,Marc_Bergevin,,33,711264,3,26,0.086249,0.094697,4451.582426
9704012,Tropical_cyclone_basins,,7,9704012,6,25,0.094631,0.106922,1461749.886146
944620,Markko_M?rtin,,35,944620,1,32,0.062955,0.068405,0
40256608,Abbott_Ministry,,72,40256608,40,25,0.099189,0.119556,18353.851438
40078632,Milo?_Degenek,,10,40078632,26,26,0.101024,0.120184,58337.436635
44368500,HMS_Jamaica_(1744),,29,44368500,2,27,0.072917,0.077231,33285
53417054,Noel_Francisco,,39,53417054,2,27,0.07828,0.085357,22192
39468402,2013?14_Atl?tico_Madrid_season,,64,39468402,13,24,0.097845,0.114074,1157475.562997
661672,Floyd_James_Thompson,,54,661672,10,23,0.115035,0.140585,64217.255115
1461470,Great_Lakes_Storm_of_1913,,7,1461470,1,26,0.086211,0.094339,0
595522,Attorney-General_for_Australia,,72,595522,40,25,0.099194,0.119583,70018.818568
43819564,Taekwondo_at_the_2014_Asian_Games,,19,43819564,11,27,0.08099,0.090926,22437.580329
2204292,St._Louis_Light,,29,2204292,2,26,0.09019,0.098452,0
358194,Cape_Coast,,68,358194,6,25,0.094792,0.106542,761.397479
1328452,Anne_Charleston,,6,1328452,2,30,0.062024,0.066873,0
16990796,1935?36_Football_League,,17,16990796,1,26,0.087325,0.097724,0
6297944,Lanny_Davis,,39,6297944,7,27,0.078859,0.08802,144155
55977968,Nowhere_Fast_(Eminem_song),,53,55977968,17,26,0.09382,0.104798,0
18864554,Death_and_state_funeral_of_Richard_Nixon,,54,18864554,6,22,0.120709,0.150383,37658.148661
54672828,Ricky_Seals-Jones,,8,54672828,1,25,0.088581,0.097568,0
670428,Nadia_Petrova,,69,670428,14,25,0.103644,0.12325,447.540905
10146002,Devil_May_Cry,,8,10146002,8,24,0.084806,0.093853,96064.071429
1595330,"Straight,_Incorporated",,7,1595330,2,24,0.100253,0.114961,22192
32293746,Michael_Rooney,,71,32293746,2,30,0.066288,0.072453,11097
427116,The_Narrows,,74,427116,2,23,0.102977,0.116981,0
6082436,2005_Notre_Dame_Fighting_Irish_football_team,,13,6082436,7,24,0.10271,0.118052,8270.895422
43659046,Florent_Hadergjonaj,,52,43659046,3,32,0.055683,0.058741,1
