,Label,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
1624,Andrew Johnson,13.653847,228,71,225,-11.0567875,11.84044,1624,4,3,42319.0,Q8612
1676,Alfonso XII of Spain,12.435898,255,15,65,-12.763531,-8.452114,1676,3,0,15884.000000000004,Q32347
2238,Antipope John XXIII,11.217949,0,163,145,9.662183,-2.3220663,2238,2,37,10590.0,Q294599
3080,Alexandria,16.089745,0,163,145,-11.561155,-24.92533,3080,6,37,135255.14044043294,Q87
3112,Arianespace,13.653847,192,192,192,-5.0846767,-22.843502,3112,4,26,31755.0,Q309867
3392,British Columbia,27.051283,192,192,192,-14.174606,-6.724975,3392,15,24,150677.68384087642,Q1974
4054,Battleship,24.615385,0,135,255,-1.9980601,-15.96576,4054,13,13,135437.62406415123,Q182531
4675,British Museum,40.44872,134,102,154,-23.474747,0.5055209,4675,26,2,165773.04987104575,Q6373
5247,Country music,51.410255,0,174,240,-6.6651697,-1.7799999,5247,35,17,1103816.1767992827,Q83440
5267,Constellation,22.17949,134,102,154,21.22078,-10.195004,5267,11,2,236810.79048226657,Q8928
6185,Chuck Yeager,11.217949,0,135,255,2.016437,10.957729,6185,2,13,5296.0,Q271939
6187,Cologne,11.217949,154,122,0,-4.0939484,-24.61415,6187,2,11,5296.000000000001,Q365
6250,"Colorado Springs, Colorado",16.089745,0,136,97,17.361408,-15.701691,6250,6,32,98658.61851908914,Q49258
6653,Cape Town,22.17949,134,102,154,-13.784749,8.734847,6653,11,2,201624.76781250368,Q5465
7034,Cruiser,19.74359,0,135,255,-8.091894,19.657295,7034,9,13,53818.88212840966,Q104843
7407,County town,12.435898,89,127,28,0.8024982,1.4756441,7407,3,2,37655.9568253606,Q1357964
7592,Caldera,28.269232,146,108,232,1.3589416,-20.440403,7592,16,25,23802.54356389444,Q159954
7906,Destry Rides Again,12.435898,192,192,192,-18.19172,-6.2803874,7906,3,1,10591.0,Q607524
8166,Devon,24.615385,89,127,28,12.282826,-8.956896,8166,13,2,154707.45693971563,Q23156
8167,Dartmoor,17.307693,89,127,28,12.505457,-7.5195017,8167,7,2,11912.226188530043,Q214823
8586,Dyson sphere,11.217949,192,192,192,12.147151,-5.7379346,8586,2,26,5296.0,Q469
10315,Edwin Howard Armstrong,11.217949,192,192,192,2.8136408,6.0960693,10315,2,26,142290.0,Q333987
11260,Relax (song),10.0,192,192,192,9.614379,-18.790728,11260,1,17,0.0,Q492180
13487,Hermann Göring,10.0,176,94,34,-3.9644754,-16.315323,13487,1,13,0.0,Q47906
14644,Geography of Indonesia,14.871795,146,108,232,9.586264,1.3751149,14644,5,25,561.277033552673,Q1977576
14878,International Astronomical Union,16.089745,134,102,154,14.7467165,2.2142243,14878,6,2,15884.333333333332,Q6867
15907,Jabberwocky,12.435898,0,136,97,5.1896143,19.852638,15907,3,0,11375.35339287042,Q250371
16020,"Jackson, Michigan",11.217949,0,174,240,15.030212,-6.704808,16020,2,4,5296.000000000001,Q984374
16768,Kevin Spacey,27.051283,192,192,192,-10.555944,-23.612324,16768,15,3,570417.6653677927,Q25144
17168,Kathmandu,13.653847,154,122,0,16.884304,17.828161,17168,4,11,21172.0,Q3037
17276,Krakatoa,45.320515,146,108,232,3.2323003,-1.616162,17276,30,25,90217.04141023495,Q82613
17717,Locomotive,25.833334,192,192,192,22.897202,7.1091485,17717,14,24,38414.562700240924,Q93301
18476,London Post Office Railway,10.0,134,102,154,-4.95148,14.556645,18476,1,2,0.0,Q1415097
18896,Human spaceflight,16.089745,192,192,192,-21.991056,-22.605268,18896,6,26,8056.0,Q752783
19364,Mötley Crüe,10.0,192,192,192,-15.773666,16.94523,19364,1,23,0.0,Q486688
19929,Mensa,10.0,134,102,154,9.483883,-24.11001,19929,1,2,0.0,Q81494
20396,Michael Schumacher,11.217949,192,192,192,2.4470334,15.532399,20396,2,23,5296.0,Q9671
20542,Rail transport modelling,23.397436,192,192,192,-9.356149,6.8859363,20542,12,24,19866.264873137094,Q623272
21359,New Zealand Defence Force,11.217949,0,135,255,6.853215,12.503122,21359,2,13,5090.394938513511,Q1051650
21360,Foreign relations of New Zealand,10.0,154,122,0,14.381735,-24.600237,21360,1,11,0.0,Q5468523
21628,Nicolas-Louis de Lacaille,14.871795,134,102,154,7.600032,-4.7434607,21628,5,2,53323.51940316088,Q202703
21836,North Pole,25.833334,0,136,97,9.825479,22.9091,21836,14,32,108974.22751549656,Q934
21932,Narrow-gauge railway,24.615385,192,192,192,2.701455,-13.563643,21932,13,24,8868.469561121909,Q1112477
22018,"Nashville, Tennessee",111.08974,0,174,240,-18.399513,12.9689045,22018,84,17,4183089.2179633062,Q23197
22126,Northern Hemisphere,18.525642,134,102,154,8.130327,-23.63241,22126,8,2,84527.33333333333,Q39061
22388,Ohio River,24.615385,192,192,192,3.4890351,-12.692699,22388,13,12,104962.13054831394,Q4915
22475,Octans,16.089745,134,102,154,12.735232,14.725108,22475,6,2,10.333333333333332,Q10503
24703,Portland Vase,13.653847,134,102,154,-16.71564,-18.873085,24703,4,2,2906.3213979161137,Q609292
26264,Rob Reiner,23.397436,192,192,192,15.726282,-6.852074,26264,12,16,52738.37815023147,Q287607
26841,Summer solstice (disambiguation),11.217949,134,102,154,-12.402738,-2.7431934,26841,2,2,1.0,Q7637536
27122,Sámi people,13.653847,187,77,156,-21.537117,11.745503,27122,4,8,15885.0,Q48199
27608,Science fiction on television,35.576927,192,192,192,20.340172,-19.493,27608,22,29,136520.86065120704,Q336059
28360,Sid James,33.141026,255,15,65,19.323317,4.1486793,28360,20,0,12651.505394428223,Q1086861
28603,Star cluster,12.435898,134,102,154,17.260258,21.629717,28603,3,2,0.0,Q168845
28679,Sumatra,38.01282,146,108,232,-19.73621,3.3120492,28679,24,25,66853.73302228982,Q3492
28876,Surtsey,11.217949,146,108,232,20.374382,11.674625,28876,2,25,7.557219011136152,Q178124
29036,Dreamcast,18.525642,0,136,97,-6.5328903,-15.885056,29036,8,32,10271.741095104606,Q184198
29056,Sonic the Hedgehog (character),18.525642,0,136,97,22.274902,9.244927,29056,8,32,4.833333333333333,Q191626
30617,Madison (cycling),10.0,192,192,192,-0.79353267,-4.9260554,30617,1,27,0.0,Q2596614
31509,Hulk,13.653847,0,174,240,13.701712,11.618478,31509,4,17,47607.0,Q188760
32163,USS Greeneville,10.0,0,135,255,-18.849829,23.415026,32163,1,13,0.0,Q1029271
32394,Platform game,20.961538,0,136,97,9.339489,-3.987652,32394,10,32,37042.0,Q828322
32597,Vilnius,13.653847,192,192,192,16.292456,5.548672,32597,4,45,47600.0,Q216
32700,Volcanic Explosivity Index,29.487179,146,108,232,3.3568647,-11.057388,32700,17,25,44187.171648548516,Q210510
32706,Vancouver,33.141026,0,136,97,-9.684109,6.3699307,32706,20,32,359888.80159856763,Q24639
33055,Winter solstice (disambiguation),12.435898,134,102,154,2.1852105,-21.23657,33055,3,2,4.333333333333333,Q8026404
33308,Weezer,23.397436,192,192,192,18.296389,-24.160492,33308,12,5,89830.0,Q209956
33557,Whaling,23.397436,192,192,192,-5.1072354,0.56068695,33557,12,30,61006.13199218815,Q42767
33805,Wookey Hole Caves,11.217949,255,15,65,23.849873,-4.368837,33805,2,0,0.0,Q4274972
37406,Kristiansund,24.615385,254,0,145,-23.082663,-20.426298,37406,13,22,169.97659424135512,Q109483
37428,Beirut,23.397436,154,122,0,24.467308,20.379585,37428,12,11,637393.2751969534,Q3820
37632,Fighting Fantasy,11.217949,0,136,97,-12.284913,-8.533193,37632,2,0,0.0,Q1001255
37652,Kyoto,17.307693,154,122,0,6.1875863,-8.5523615,37652,7,11,90281.72710956687,Q34600
38134,Seal (musician),16.089745,146,108,232,5.796725,24.30651,38134,6,0,326066.116104764,Q218091
38776,Major League Baseball,74.551285,0,174,240,17.531942,-1.8817782,38776,54,17,966151.673527386,Q1163715
39612,CBE (disambiguation),10.0,255,15,65,-13.414761,-17.57694,39612,1,0,0.0,Q447530
39617,"Orders, decorations, and medals of the United Kingdom",28.269232,255,15,65,20.381819,8.500757,39617,16,0,8790.187438937333,Q768855
39894,History of Bahrain,12.435898,154,122,0,20.583773,-13.851136,39894,3,11,110328.4202844432,Q1435012
40038,MBE,10.0,255,15,65,0.005632146,13.656521,40038,1,0,0.0,Q408935
40142,Botulism,11.217949,192,192,192,-16.637783,-14.6013,40142,2,30,7470.259659242837,Q154865
40433,Molde,35.576927,254,0,145,-22.984097,23.167284,40433,22,22,3537.6786564222525,Q104095
41562,Ingrid Bergman,24.615385,255,15,65,-17.142681,24.124708,41562,13,0,301649.5990922884,Q43247
43245,Westminster Abbey,17.307693,199,73,95,23.128881,-20.2426,43245,7,0,166520.9351426283,Q5933
43998,United States Secretary of Defense,46.538464,228,71,225,23.89277,-14.765311,43998,31,3,148364.5618018099,Q735015
44501,Cast Away,12.435898,0,127,149,-0.20093888,-21.423992,44501,3,0,103956.72197467598,Q213411
44889,Aeolian Islands,14.871795,0,163,145,-21.30526,-5.8125153,44889,5,37,22754.285680754434,Q179883
47568,Low Earth orbit,14.871795,192,192,192,-14.814031,12.823621,47568,5,26,267635.5,Q663611
48329,Celestial pole,16.089745,134,102,154,2.301688,-17.671488,48329,6,2,79177.68935824704,Q12119
48384,Equatorial coordinate system,12.435898,134,102,154,11.037967,20.879726,48384,3,2,737.1605695332663,Q208617
48571,"Æthelwulf, King of Wessex",11.217949,134,102,154,11.12699,11.46422,48571,2,2,5296.0,Q272326
49431,Francis Pharcellus Church,14.871795,0,136,97,0.30990878,21.444216,49431,5,32,106.9733255520803,Q356856
51497,Battle of Verdun,16.089745,89,127,28,4.3968134,12.673623,51497,6,2,106531.17112774176,Q130847
51691,Stanley Unwin (comedian),12.435898,0,136,97,-3.0697153,-9.058677,51691,3,0,17653.019023736833,Q7600005
51900,Betty Marsden,13.653847,255,15,65,-24.831623,-22.238678,51900,4,0,417.59395491947566,Q850381
51928,Amtrak,28.269232,192,192,192,8.6630945,-5.8365254,51928,16,24,39142.02514977082,Q23239
54323,"Franklin County, New York",11.217949,192,192,192,-0.7068166,22.078882,54323,2,1,5296.0,Q115247
54408,Charlie Parker,12.435898,192,192,192,-3.467416,9.361546,54408,3,34,10590.0,Q103767
54434,The Wizard of Oz,10.0,176,94,34,21.01062,-6.372187,54434,1,38,0.0,Q18159725
54539,Eddie Murphy,17.307693,192,192,192,13.05301,12.259941,54539,7,17,109087.97502465695,Q43874
56667,Hanoi,16.089745,154,122,0,-10.840208,9.961442,56667,6,11,88694.15247660413,Q1858
56689,Kampala,12.435898,154,122,0,3.7475555,-1.3408396,56689,3,11,0.0,Q3894
56996,Absolutely Fabulous,27.051283,255,15,65,1.5936735,-20.526384,56996,15,0,326914.04504889296,Q332554
57930,Petropavlovsk-Kamchatsky,12.435898,187,77,156,-15.418627,-18.212738,57930,3,8,5296.0,Q7951
58743,Marburg virus disease,10.0,228,71,225,-10.407018,-15.083184,58743,1,3,0.0,Q167264
58893,Johannesburg,18.525642,154,122,0,-7.2458873,0.29867104,58893,8,11,410700.30559559766,Q34647
60930,Ceremonial ship launching,10.0,146,108,232,-0.7075289,4.852026,60930,1,25,0.0,Q596643
61368,"Ohio County, West Virginia",19.74359,192,192,192,-12.961817,16.694363,61368,9,12,114.64471913378836,Q847676
61480,Broadway Melody of 1936,13.653847,192,192,192,6.6814675,-5.964405,61480,4,38,5297.5,Q1619460
61519,A Tale of Two Cities (1935 film),13.653847,192,192,192,20.916157,12.563235,61519,4,0,10444.638098364107,Q1430490
62808,Soul music,27.051283,192,192,192,-19.811762,-24.218184,62808,15,34,176277.19309361035,Q131272
64598,Alan Bush,10.0,89,127,28,7.5702853,-13.092434,64598,1,9,0.0,Q584010
66046,List of science fiction television programs,11.217949,192,192,192,-22.724308,-9.599526,66046,2,29,0.0,Q3249634
66857,International Whaling Commission,19.74359,192,192,192,23.638647,18.860846,66857,9,30,4901.583464215162,Q1053889
67081,Pavlova (cake),19.74359,0,136,97,-12.156656,-11.754974,67081,9,32,93.73037741412355,Q1419824
69099,List of political parties in Poland,11.217949,192,192,192,-3.3814428,-23.027695,69099,2,28,0.0,Q1780487
69244,Mordechai Anielewicz,17.307693,192,192,192,8.3768,-23.50827,69244,7,45,15870.5,Q327892
69383,Burgh Island,11.217949,199,73,95,9.193027,8.190275,69383,2,9,0.0,Q1014993
69458,Pacific Coast League,23.397436,0,174,240,-2.8019252,11.880608,69458,12,17,17615.454373859644,Q1353669
69838,William Friese-Greene,10.0,255,15,65,-11.728265,0.60132414,69838,1,0,0.0,Q1363897
70135,Twenty-fifth Amendment to the United States Constitution,10.0,228,71,225,-7.4631386,-12.340666,70135,1,3,0.0,Q217797
70291,Birobidzhan,11.217949,187,77,156,15.907902,4.013918,70291,2,8,0.0,Q7769
71411,Barcelona (disambiguation),10.0,0,159,54,12.947344,-2.866781,71411,1,18,0.0,Q790365
72650,Florence Griffith Joyner,13.653847,0,127,149,17.86181,-14.255834,72650,4,15,103343.82486483746,Q31082
73170,Aladdin (1992 Disney film),22.17949,192,192,192,7.8478017,-22.242594,73170,11,20,19760.88333333189,Q215518
74354,"John William Friso, Prince of Orange",10.0,255,15,65,21.384802,-13.978148,74354,1,0,0.0,Q62538
76015,Point of order,10.0,228,71,225,22.816889,-15.551916,76015,1,3,0.0,Q1518216
76133,"Casper, Wyoming",12.435898,0,146,232,-14.838007,-2.6423607,76133,3,17,3837.766931642896,Q223177
76641,Woman of the Year,14.871795,192,192,192,22.007639,23.940025,76641,5,1,9.0,Q1212587
77619,Kings Row,13.653847,192,192,192,21.058233,-23.996883,77619,4,38,15946.236907434153,Q1620416
77685,Since You Went Away,10.0,176,94,34,-3.7974691,-0.47240037,77685,1,38,0.0,Q1620639
79848,Bachelor Mother,12.435898,176,94,34,5.290738,-11.323697,79848,3,38,6052.1398389537535,Q1212450
80441,Paul Klee,25.833334,89,127,28,19.147116,14.31836,80441,14,2,58188.75,Q44007
80544,"Humboldt County, California",16.089745,154,122,0,-15.850618,1.31178,80544,6,11,21175.5,Q109651
80726,Terry Scott,18.525642,255,15,65,16.000107,18.596117,80726,8,0,6554.258240072589,Q1380295
80729,June Whitfield,38.01282,255,15,65,1.0778837,18.033234,80729,24,0,476758.0716545621,Q3361617
80944,Father of the Bride (1950 film),12.435898,176,94,34,7.5587173,0.7149076,80944,3,38,15882.0,Q1144850
82118,"Stanislaus County, California",12.435898,154,122,0,-10.907176,20.526783,82118,3,11,5296.0,Q108503
82290,Banten,33.141026,146,108,232,-14.759335,21.456732,82290,20,25,5179.417267642799,Q3540
82862,HBO World Championship Boxing,14.871795,192,192,192,-14.233553,12.508807,82862,5,27,42333.0,Q5629052
83688,Beyoncé,33.141026,0,174,240,14.321853,14.950891,83688,20,17,587935.5775959502,Q36153
83934,Norwegian resistance movement,23.397436,176,94,34,-19.74776,21.520756,83934,12,13,165015.27254934332,Q2419495
86957,Tromsø IL,34.35898,254,0,145,-17.660137,22.475231,86957,21,22,6614.752156744661,Q212490
87329,Rocket launch,11.217949,192,192,192,8.916655,-8.7637205,87329,2,26,15882.0,Q797476
87957,"Pinal County, Arizona",12.435898,176,94,34,24.262877,-13.67388,87957,3,38,5296.0,Q58712
87987,Secret Wars,12.435898,0,174,240,10.52857,5.2681694,87987,3,17,52870.0,Q472166
88951,Vendée,13.653847,89,127,28,13.610019,21.180319,88951,4,2,192983.51932321565,Q12798
89345,Jussi Björling,10.0,192,192,192,-24.692017,-3.2391002,89345,1,17,0.0,Q56157
90461,Edwin Lutyens,20.961538,89,127,28,-23.048794,11.050913,90461,10,2,42416.139033380954,Q378157
90605,Haute-Savoie,11.217949,89,127,28,13.946196,-22.582975,90605,2,2,0.0,Q12751
90696,Ferguson Jenkins,12.435898,0,174,240,11.448298,-4.536146,90696,3,17,5663.336906835028,Q284428
91066,"Snohomish County, Washington",20.961538,192,192,192,18.60845,-10.103939,91066,10,24,1749.7089483412944,Q110403
91069,"Pierce County, Washington",13.653847,192,192,192,16.428423,-3.0621579,91069,4,24,52870.0,Q156459
91202,"Kitsap County, Washington",12.435898,192,192,192,-7.2009726,11.089526,91202,3,24,47606.0,Q484159
91587,"Fort Bend County, Texas",14.871795,0,127,149,12.27549,5.976131,91587,5,15,3679.597859865523,Q26895
91659,"Bastrop County, Texas",10.0,199,73,95,-5.3470545,17.102938,91659,1,0,0.0,Q108436
91755,"Davidson County, Tennessee",11.217949,0,174,240,-22.457893,24.869476,91755,2,17,0.0,Q1177705
93120,"Franklin County, Ohio",10.0,192,192,192,-2.4077353,6.136548,93120,1,12,0.0,Q113237
93137,"Belmont County, Ohio",16.089745,192,192,192,-17.76731,-9.541151,93137,6,12,7932.175314303617,Q485513
93331,"Caswell County, North Carolina",10.0,0,174,240,-16.9201,11.253253,93331,1,17,0.0,Q504428
94307,Streatham,13.653847,89,127,28,23.80378,14.209241,94307,4,9,53476.38524863022,Q146667
94341,"Boulder, Colorado",12.435898,0,136,97,2.1204808,-10.175839,94341,3,32,38342.88912068602,Q192517
94344,Vauxhall,11.217949,89,127,28,-17.801954,14.6134815,94344,2,9,37993.20164288999,Q146747
94385,"White City, London",11.217949,89,127,28,18.472673,-2.5815668,94385,2,17,15545.99010106278,Q1774507
95812,Year Without a Summer,17.307693,146,108,232,23.298384,-2.9475815,95812,7,25,2149.3411104396846,Q209625
96588,Marisol Malaret,63.589745,0,159,54,-1.1543077,-12.272742,96588,45,18,15953.033583845281,Q2626249
96646,Verdun,11.217949,89,127,28,22.285934,13.529869,96646,2,2,0.0,Q154748
97782,Robert Bolt,11.217949,255,15,65,-19.373981,22.056667,97782,2,0,4393.564398145558,Q26062
98497,Exeter Cathedral,12.435898,89,127,28,-19.521568,-1.7045045,98497,3,2,0.0,Q1131208
99015,Doctor Dolittle (1967 film),11.217949,192,192,192,13.433406,12.965585,99015,2,10,15881.999999999995,Q950865
99858,Michael McKean,20.961538,192,192,192,-22.21194,9.973884,99858,10,16,5355.532539682539,Q1384181
99859,David Lander,24.615385,192,192,192,-24.24992,13.249945,99859,13,16,19588.507130112685,Q3018248
100727,Quebec City,17.307693,0,136,97,-7.822441,-11.14756,100727,7,32,361963.75042044575,Q2145
100955,Carl Reiner,16.089745,192,192,192,9.598696,-16.220434,100955,6,16,22890.4717331002,Q287793
101249,Rod Serling,35.576927,192,192,192,-10.727478,-16.348255,101249,22,10,83553.41471619674,Q435920
101563,Deborah Carthy-Deu,59.935898,0,159,54,-14.746687,-5.2661724,101563,42,18,55.59537506202499,Q2711458
104103,Walking Distance,45.320515,192,192,192,19.105694,1.2866158,104103,30,10,439.63142571030716,Q2744666
105100,"Troy, Alabama",12.435898,0,127,149,-19.134758,-18.117025,105100,3,15,9744.386244782323,Q79862
105109,"Alabaster, Alabama",10.0,0,174,240,-15.619697,12.814128,105109,1,17,0.0,Q79936
105167,"Tuscaloosa, Alabama",34.35898,60,119,190,23.327248,-11.248562,105167,21,4,28897.856380347832,Q79580
107431,"El Dorado Hills, California",12.435898,60,119,190,-23.144876,5.5533996,107431,3,4,3929.476481538543,Q2218053
107997,"Hesperia, California",10.0,0,174,240,2.0958638,-17.5849,107997,1,17,0.0,Q773516
108260,"Newman, California",10.0,154,122,0,-6.503235,-0.13585463,108260,1,11,0.0,Q2836799
108407,"Lyons, Colorado",10.0,0,136,97,11.698566,-6.010643,108407,1,32,0.0,Q2278185
108699,"Weston, Connecticut",10.0,0,146,232,-0.5896989,9.788475,108699,1,6,0.0,Q662537
109292,"Eustis, Florida",11.217949,0,174,240,20.744349,-18.797783,109292,2,17,0.0,Q988940
109301,"Leesburg, Florida",12.435898,0,174,240,-7.6555595,7.0632977,109301,3,17,310383.7218903642,Q625833
109738,"Gulf Breeze, Florida",11.217949,0,135,255,-20.002474,-23.219822,109738,2,32,16916.41951894855,Q731333
111774,"Peoria, Illinois",10.0,192,192,192,17.977728,-14.56643,111774,1,7,0.0,Q233129
115606,"Jennings, Louisiana",13.653847,0,174,240,24.41116,11.387691,115606,4,4,2416.2834881454714,Q2461688
115650,"Ruston, Louisiana",14.871795,0,174,240,22.63632,16.856749,115650,5,4,21555.624912753337,Q2271328
118102,"Big Rapids, Michigan",10.0,0,174,240,1.9375372,-5.876997,118102,1,17,0.0,Q2472136
123160,"Ballwin, Missouri",10.0,69,155,0,-6.9617877,13.522749,123160,1,6,0.0,Q805392
123548,"Missoula, Montana",11.217949,0,146,232,-19.770878,-2.0641024,123548,2,17,5296.0,Q189602
123654,"Billings, Montana",14.871795,0,146,232,4.769241,9.352923,123654,5,17,231284.98701981045,Q166304
125484,"Marlboro Township, New Jersey",10.0,69,155,0,-9.237444,-17.711979,125484,1,6,0.0,Q782591
126458,"Constable, New York",10.0,192,192,192,-6.6947584,-15.594264,126458,1,1,0.0,Q3708867
126701,"Freeport, New York",12.435898,192,192,192,19.225048,15.177599,126701,3,1,147584.0,Q1323073
127401,"Bethel, New York",12.435898,192,192,192,-19.691181,-11.8097725,127401,3,35,10591.0,Q831256
127627,"Burlington, North Carolina",11.217949,0,174,240,6.0227084,24.655336,127627,2,17,5296.0,Q1016633
129042,"East Liverpool, Ohio",12.435898,192,192,192,4.768571,5.5407104,129042,3,12,8003.583579377695,Q998893
129842,"Akron, Ohio",14.871795,192,192,192,-11.090843,18.47112,129842,5,7,42330.0,Q163132
130529,"McAlester, Oklahoma",12.435898,0,135,255,3.6542373,-9.160002,130529,3,13,45163.13467534081,Q1994656
132748,Laurence Binyon,12.435898,89,127,28,1.9210875,5.1737747,132748,3,2,125249.29427897884,Q1807972
134792,"Watertown, South Dakota",11.217949,0,136,97,18.525848,0.3774528,134792,2,32,7065.072923312903,Q1065503
135072,"Yankton, South Dakota",11.217949,192,192,192,-17.92282,4.1569624,135072,2,12,1.0,Q989288
135195,"Greeneville, Tennessee",10.0,228,71,225,23.874891,-12.595887,135195,1,3,0.0,Q1002631
135748,"Duncanville, Texas",10.0,0,127,149,-11.908855,-8.931983,135748,1,15,0.0,Q981394
135790,"Cuero, Texas",12.435898,0,127,149,-10.89931,12.075555,135790,3,15,0.0,Q982482
135896,"Richmond, Texas",16.089745,0,127,149,-11.895435,15.619959,135896,6,15,69855.02110897428,Q961272
135942,"Denison, Texas",10.0,0,127,149,-3.4709697,11.622017,135942,1,15,0.0,Q534669
136004,"Galena Park, Texas",12.435898,0,127,149,-11.668468,-22.675411,136004,3,15,5296.0,Q981431
136047,"Canadian, Texas",14.871795,0,127,149,-4.24124,-20.659813,136047,5,15,88875.60737308089,Q970397
136321,"New Deal, Texas",10.0,192,192,192,11.849867,-21.918785,136321,1,24,0.0,Q978321
136334,"Mason, Texas",11.217949,0,127,149,15.915041,-0.26864856,136334,2,15,0.0,Q982490
136439,"Newton, Texas",14.871795,0,127,149,1.884944,-10.835252,136439,5,15,5454.367768965419,Q979741
136473,"Aledo, Texas",12.435898,0,127,149,-2.5673642,-22.01472,136473,3,15,5296.0,Q978699
136879,"Edgewater, New Jersey",10.0,69,155,0,18.564621,-0.54570824,136879,1,6,0.0,Q178035
137471,Roller coaster,11.217949,0,136,97,13.170978,11.003112,137471,2,32,5296.0,Q204832
138051,"Port Orchard, Washington",11.217949,192,192,192,-11.203627,14.849923,138051,2,24,5296.0,Q935482
138199,"Edmonds, Washington",23.397436,192,192,192,5.313504,-15.456562,138199,12,24,19272.689242062464,Q1055845
138546,"Bethlehem, West Virginia",14.871795,192,192,192,-23.405651,11.633739,138546,5,12,0.2,Q2524842
141006,Daily Bugle,14.871795,0,174,240,-3.1628506,13.8102,141006,5,17,21173.0,Q338750
143163,Gadsden Purchase,13.653847,176,94,34,2.833567,-10.335077,143163,4,38,42526.346210445554,Q827212
143468,Province of Barcelona,11.217949,0,159,54,-17.329159,-24.15358,143468,2,18,5295.999999999998,Q81949
143579,Inner Hebrides,13.653847,255,15,65,-22.97323,11.657412,143579,4,37,39283.26446928199,Q81052
143987,Bexhill-on-Sea,16.089745,199,73,95,-2.9039915,-16.309591,143987,6,9,59295.86231210061,Q853012
144640,Another Thin Man,25.833334,176,94,34,1.5272672,17.482569,144640,14,38,468794.3620401184,Q1271867
144798,Shadow of the Thin Man,20.961538,176,94,34,17.166595,-11.204056,144798,10,38,12024.889910719305,Q1196637
144813,Song of the Thin Man,19.74359,176,94,34,23.816767,-16.477858,144813,9,38,6728.889910718921,Q120626
144831,The Thin Man Goes Home,23.397436,176,94,34,-9.209005,-4.4400496,144831,12,38,42242.64156587856,Q1198499
144860,Nick and Nora Charles,17.307693,176,94,34,-24.66469,8.537748,144860,7,38,1.9333333333333336,Q7028191
144890,Joan Greenwood,11.217949,192,192,192,22.639324,8.496589,144890,2,0,23638.502932088824,Q446064
145042,Frank Morgan,14.871795,176,94,34,15.991686,-22.253483,145042,5,38,3393.8836867658706,Q200514
145804,Civilian,11.217949,0,135,255,21.26477,18.966385,145804,2,13,204.60506148650143,Q206887
145828,Peter Fleming (writer),10.0,255,15,65,-19.580639,3.7608838,145828,1,0,0.0,Q2605075
146269,University of Notre Dame,70.89744,60,119,190,17.355505,-2.9271078,146269,51,4,277372.8746799082,Q178848
146948,Charles Haughey,13.653847,255,15,65,-5.379323,18.841301,146948,4,0,42319.0,Q333735
147362,George Stevens,14.871795,192,192,192,-19.339853,-24.4566,147362,5,1,5296.0,Q51490
147456,Clemson University,61.15385,60,119,190,2.1752872,23.98027,147456,43,4,93638.17329169127,Q631066
148787,Roy Hattersley,11.217949,255,15,65,15.82393,10.123947,148787,2,0,3.0,Q333692
150340,Miss Universe,187.82051,0,159,54,18.327738,13.047179,150340,147,18,1304362.372519983,Q161376
150391,Donovan,12.435898,255,15,65,-13.172488,-4.7822022,150391,3,0,57278.92450998949,Q317427
150759,"Sikeston, Missouri",10.0,192,192,192,1.7347031,-16.14141,150759,1,24,0.0,Q961229
150915,Battle of Copenhagen (1801),10.0,176,94,34,17.522476,1.3552071,150915,1,13,0.0,Q755955
151093,"Spring Hill, Tennessee",11.217949,0,174,240,-13.989647,-20.71145,151093,2,17,0.0,Q1495814
151290,"Wheeling, West Virginia",29.487179,192,192,192,-13.814468,8.89333,151290,17,12,189225.29714375973,Q838112
151340,Rudy Vallée,13.653847,176,94,34,5.1227984,9.006184,151340,4,38,501497.3281647115,Q973228
151527,Bernard Bresslaw,29.487179,255,15,65,-8.432528,10.917272,151527,17,0,51806.99941153944,Q327747
151616,John Junkin,12.435898,199,73,95,17.518583,0.5144186,151616,3,0,15048.312902847025,Q1700664
151637,Walt Disney Studios (Burbank),12.435898,192,192,192,-4.014178,13.8339205,151637,3,24,1267.4531567462232,Q2078595
153018,The Night of the Meek,16.089745,192,192,192,9.653402,-20.34566,153018,6,10,9941.8885204666,Q3155307
153053,The Prime Mover,45.320515,192,192,192,14.043857,-20.980768,153053,30,10,3.4949802371541505,Q7758219
153054,Long Distance Call,44.102566,192,192,192,9.423049,11.84108,153054,29,10,0.0,Q2618946
153055,A Hundred Yards Over the Rim,47.756413,192,192,192,-23.494822,-16.297804,153055,32,10,5739.126405947467,Q2336464
153056,Static (The Twilight Zone),44.102566,192,192,192,10.322057,-3.3435538,153056,29,10,0.0,Q2711049
153093,Julia Sawalha,14.871795,255,15,65,-10.6599865,1.2543789,153093,5,0,10590.0,Q272567
153279,The Rip Van Winkle Caper,46.538464,192,192,192,-15.31178,-14.620816,153279,31,10,443.1264059474612,Q2739959
153281,"Shadow Play (The Twilight Zone, 1959)",45.320515,192,192,192,-12.050189,-17.423883,153281,30,10,3.4949802371541505,Q2984267
153285,Will the Real Martian Please Stand Up?,46.538464,192,192,192,-22.820711,20.447393,153285,31,10,443.1264059474612,Q2705611
153286,The Obsolete Man,46.538464,192,192,192,-14.414755,11.773813,153286,31,10,443.1264059474612,Q2655183
