,Label,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality
1179677,All_Parties_Hurriyat_Conference,10.0,192,192,192,-5.1326284,-14.557346,1179677,1,26,0.0
1184496,Charlie_Dent,22.17949,228,71,225,7.579299,-2.4331343,1184496,11,3,68413.32573472445
1184986,Hunting_Act_2004,11.217949,192,192,192,-0.9856279,17.98495,1184986,2,30,5296.0
1197558,"Murder,_My_Sweet",20.961538,0,146,232,13.972275,10.079913,1197558,10,14,43144.8506146709
1197917,633_Squadron,18.525642,199,73,95,21.578156,23.554676,1197917,8,0,137531.07515370118
1199985,Bright_Eyes_(1934_film),12.435898,176,94,34,-19.251959,-14.471869,1199985,3,38,5296.0
1201218,Cyril_Ritchard,16.089745,255,15,65,-2.6732414,-2.6830196,1201218,6,0,47254.33165644672
1205021,Castaway_(film),11.217949,0,127,149,21.538698,13.361485,1205021,2,0,108829.88175357555
1205703,Stanford_Tree,10.0,60,119,190,13.102584,0.34725332,1205703,1,4,0.0
1209364,Ron_Saunders,11.217949,254,0,145,5.5005302,-13.06002,1209364,2,22,13.286397589338762
1209966,Oleg_Deripaska,12.435898,192,192,192,-5.087378,18.418102,1209966,3,28,163276.0
1210315,HokieBird,14.871795,60,119,190,-9.148233,-9.216347,1210315,5,4,1370.6002024091176
1210436,Patsy_Rowlands,13.653847,255,15,65,12.992742,-10.7813635,1210436,4,0,0.0
1214126,Ricki-Lee_Coulter,13.653847,192,192,192,-10.268377,22.697216,1214126,4,23,116208.3486944435
1214585,Curse_of_Billy_Penn,10.0,60,119,190,-20.036173,-13.735071,1214585,1,6,0.0
1217648,Sporting_Cristal,11.217949,192,192,192,-11.293847,9.239054,1217648,2,44,10445.222760156557
1218475,Battle_of_San_Pasqual,10.0,176,94,34,5.2796702,-17.165213,1218475,1,38,0.0
1220338,Bill_Beaumont,14.871795,255,15,65,-3.9597888,-6.34723,1220338,5,0,53292.44536970081
1222552,Dunkirk_(1958_film),16.089745,192,192,192,-20.85351,-12.628026,1222552,6,0,35166.48913086024
1224309,Roland_Young,14.871795,176,94,34,8.016353,4.852368,1224309,5,38,14549.097145913322
1224344,Topper_(film),19.74359,176,94,34,-11.910987,14.287546,1224344,9,38,67627.24279822197
1226342,Molly_Weir,10.0,255,15,65,23.778986,17.910172,1226342,1,0,0.0
1226514,Peter_Collins_(racing_driver),10.0,192,192,192,3.9774618,-21.925392,1226514,1,23,0.0
1229530,Ash_Carter,25.833334,228,71,225,-16.635008,-24.467222,1229530,14,3,11832.248369296005
1232641,John_Leyton,13.653847,192,192,192,-11.12537,11.787392,1232641,4,17,30455.381806495618
