,Degree,Id,Label,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
0,4.0,1624.0,Andrew Johnson,0.754925012588501,Q8612,History_and_Society.Politics_and_government,225.0,42319.0,71.0,3.0,228.0,13.653847,-11.0567875,11.84044,125.0,1117.0,0.11190689346463742,Politics_and_government,History_and_Society,377.4625062942505,102811.61963655801,0.00367139927985369
1,3.0,1676.0,Alfonso XII of Spain,0.2393593490123749,Q32347,History_and_Society.Military_and_warfare,65.0,15884.000000000005,15.0,0.0,255.0,12.435898,-12.763531,-8.452114,72.0,2551.0,0.02822422579380635,Military_and_warfare,History_and_Society,51.701619386672995,347450.98869378865,0.00014880262560495414
2,2.0,2238.0,Antipope John XXIII,0.6584275364875793,Q294599,History_and_Society.History,145.0,10590.0,163.0,37.0,0.0,11.217949,9.662183,-2.3220662999999995,12.0,232.0,0.05172413793103448,History,History_and_Society,15.802260875701904,3607.921084344387,0.004379879854986743
3,6.0,3080.0,Alexandria,0.4225146472454071,Q87,History_and_Society.History,145.0,135255.14044043294,163.0,37.0,0.0,16.089745,-11.561155,-24.92533,12.0,232.0,0.05172413793103448,History,History_and_Society,30.421054601669308,3607.921084344387,0.008431740575943687
4,4.0,3112.0,Arianespace,0.59267657995224,Q309867,STEM.STEM*,192.0,31755.0,192.0,26.0,192.0,13.653847,-5.0846767,-22.843501999999997,34.0,309.0,0.11003236245954692,STEM*,STEM,80.60401487350464,5801.1891623064885,0.013894395203871856
5,15.0,3392.0,British Columbia,0.8706072568893433,Q1974,Geography.Regions.Americas.North_America,192.0,150677.68384087642,192.0,24.0,192.0,27.051283,-14.174605999999999,-6.724975,53.0,278.0,0.1906474820143885,North_America,Geography,0.0,9370.07292751968,0.0
6,13.0,4054.0,Battleship,0.6859594583511353,Q182531,History_and_Society.Military_and_warfare,255.0,135437.62406415126,135.0,13.0,0.0,24.615385,-1.9980601000000002,-15.965760000000001,83.0,738.0,0.1124661246612466,Military_and_warfare,History_and_Society,740.1502555608749,50125.81150312722,0.014765850833451322
7,26.0,4675.0,British Museum,0.7718535065650941,Q6373,Culture.Visual_arts.Visual_arts*,154.0,165773.04987104575,102.0,2.0,134.0,40.44872,-23.474747,0.5055208999999999,42.0,730.0,0.05753424657534247,Visual_arts*,Culture,842.864029169083,16224.033187754452,0.051951572054552884
8,35.0,5247.0,Country music,0.6513648629188538,Q83440,Culture.Media.Media*,240.0,1103816.176799283,174.0,17.0,0.0,51.410255,-6.6651697,-1.7799999,163.0,1415.0,0.11519434628975266,Media*,Culture,3716.036542952061,214134.4482901916,0.01735375402054016
9,11.0,5267.0,Constellation,0.9324633479118348,Q8928,STEM.STEM*,154.0,236810.79048226657,102.0,2.0,134.0,22.179489999999998,21.220779999999998,-10.195003999999999,60.0,730.0,0.0821917808219178,STEM*,STEM,615.425809621811,16224.033187754452,0.03793297280027269
10,2.0,6185.0,Chuck Yeager,0.9688661694526672,Q271939,History_and_Society.Military_and_warfare,255.0,5296.0,135.0,13.0,0.0,11.217949,2.016437,10.957728999999999,83.0,738.0,0.1124661246612466,Military_and_warfare,History_and_Society,160.83178412914273,50125.81150312722,0.003208562201912859
11,2.0,6187.0,Cologne,0.16452647745609286,Q365,History_and_Society.History,0.0,5296.000000000001,122.0,11.0,154.0,11.217949,-4.0939483999999995,-24.61415,15.0,745.0,0.020134228187919462,History,History_and_Society,4.935794323682786,25408.32394988835,0.0001942589496819004
12,6.0,6250.0,"Colorado Springs, Colorado",0.1520422399044037,Q49258,History_and_Society.Society,97.0,98658.61851908914,136.0,32.0,0.0,16.089745,17.361407999999994,-15.701691,8.0,533.0,0.0150093808630394,Society,History_and_Society,7.298027515411378,11764.587132044137,0.0006203386003689974
13,11.0,6653.0,Cape Town,0.1259327530860901,Q5465,History_and_Society.History,154.0,201624.76781250368,102.0,2.0,134.0,22.179489999999998,-13.784749,8.734847,27.0,730.0,0.03698630136986301,History,History_and_Society,37.402027666568756,16224.033187754452,0.00230534708809638
14,9.0,7034.0,Cruiser,0.9124462008476256,Q104843,History_and_Society.Transportation,255.0,53818.882128409656,135.0,13.0,0.0,19.74359,-8.091894,19.657295,52.0,738.0,0.07046070460704608,Transportation,History_and_Society,427.02482199668884,50125.81150312722,0.008519060523739306
15,3.0,7407.0,County town,0.037993239402771,Q1357964,Geography.Regions.Europe.Europe*,28.0,37655.9568253606,127.0,2.0,89.0,12.435898,0.8024982,1.4756441,93.0,730.0,0.1273972602739726,Europe*,Geography,0.0,16224.033187754452,0.0
16,16.0,7592.0,Caldera,0.839743971824646,Q159954,STEM.STEM*,232.0,23802.54356389444,108.0,25.0,146.0,28.269232000000002,1.3589416,-20.440403,50.0,409.0,0.12224938875305626,STEM*,STEM,671.7951774597167,23895.768067628145,0.028113562851733772
17,3.0,7906.0,Destry Rides Again,0.9963027834892272,Q607524,Culture.Media.Media*,192.0,10591.0,192.0,1.0,192.0,12.435898,-18.19172,-6.2803874,19.0,90.0,0.2111111111111111,Media*,Culture,56.789258658885934,1423.3199457153678,0.03989915185959357
18,13.0,8166.0,Devon,0.9963027834892272,Q23156,Geography.Regions.Europe.Northern_Europe,28.0,154707.45693971563,127.0,2.0,89.0,24.615385,12.282826,-8.956896,51.0,730.0,0.06986301369863014,Northern_Europe,Geography,0.0,16224.033187754452,0.0
19,7.0,8167.0,Dartmoor,0.9481645226478576,Q214823,Geography.Regions.Europe.Northern_Europe,28.0,11912.226188530043,127.0,2.0,89.0,17.307693,12.505457,-7.519501700000001,51.0,730.0,0.06986301369863014,Northern_Europe,Geography,0.0,16224.033187754452,0.0
20,2.0,8586.0,Dyson sphere,0.7310686111450195,Q469,STEM.STEM*,192.0,5296.0,192.0,26.0,192.0,11.217949,12.147151,-5.7379346,34.0,309.0,0.11003236245954692,STEM*,STEM,49.71266555786133,5801.1891623064885,0.008569392268894076
21,2.0,10315.0,Edwin Howard Armstrong,0.6513648629188538,Q333987,STEM.STEM*,192.0,142290.0,192.0,26.0,192.0,11.217949,2.8136408,6.0960693,34.0,309.0,0.11003236245954692,STEM*,STEM,44.292810678482056,5801.1891623064885,0.007635126081782814
22,1.0,11260.0,Relax (song),0.9985549449920654,Q492180,Culture.Media.Media*,192.0,0.0,192.0,17.0,192.0,10.0,9.614379,-18.790728,163.0,1415.0,0.11519434628975266,Media*,Culture,162.7644560337067,214134.4482901916,0.0007601040249868197
23,1.0,13487.0,Hermann Göring,0.8840492963790894,Q47906,History_and_Society.Military_and_warfare,34.0,0.0,94.0,13.0,176.0,10.0,-3.9644754,-16.315323,83.0,738.0,0.1124661246612466,Military_and_warfare,History_and_Society,73.37609159946443,50125.81150312722,0.0014638384776052287
24,5.0,14644.0,Geography of Indonesia,0.4792908897399902,Q1977576,Geography.Regions.Asia.Asia*,232.0,561.2770335526731,108.0,25.0,146.0,14.871795,9.586264,1.3751149,54.0,409.0,0.13202933985330073,Asia*,Geography,0.0,23895.768067628145,0.0
25,6.0,14878.0,International Astronomical Union,0.3629792034626007,Q6867,STEM.STEM*,154.0,15884.333333333332,102.0,2.0,134.0,16.089745,14.746716500000002,2.2142242999999997,60.0,730.0,0.0821917808219178,STEM*,STEM,130.67251324653623,16224.033187754452,0.008054255790426084
26,3.0,15907.0,Jabberwocky,0.59267657995224,Q250371,Culture.Media.Media*,97.0,11375.35339287042,136.0,0.0,0.0,12.435898,5.1896143,19.852638,281.0,2551.0,0.11015288122304978,Media*,Culture,499.6263568997383,347450.98869378865,0.001437976500737671
27,2.0,16020.0,"Jackson, Michigan",0.9875783920288086,Q984374,Geography.Regions.Americas.North_America,240.0,5296.000000000001,174.0,4.0,0.0,11.217949,15.030211999999999,-6.704808,456.0,1541.0,0.29591174561972744,North_America,Geography,0.0,2738319.0239245,0.0
28,15.0,16768.0,Kevin Spacey,0.2814156115055084,Q25144,Culture.Media.Media*,192.0,570417.6653677927,192.0,3.0,192.0,27.051283,-10.555944,-23.612323999999997,83.0,1117.0,0.07430617726051925,Media*,Culture,350.362436324358,102811.61963655801,0.003407809716089477
29,4.0,17168.0,Kathmandu,0.9381340146064758,Q3037,Geography.Regions.Asia.Asia*,0.0,21172.0,122.0,11.0,154.0,13.653847,16.884304,17.828160999999994,86.0,745.0,0.11543624161073825,Asia*,Geography,0.0,25408.32394988835,0.0
30,30.0,17276.0,Krakatoa,0.6859594583511353,Q82613,STEM.STEM*,232.0,90217.04141023496,108.0,25.0,146.0,45.320515,3.2323003,-1.616162,50.0,409.0,0.12224938875305626,STEM*,STEM,1028.9391875267027,23895.768067628145,0.043059473318232365
31,14.0,17717.0,Locomotive,0.8267217874526978,Q93301,History_and_Society.Transportation,192.0,38414.56270024093,192.0,24.0,192.0,25.833334,22.897202,7.1091485,33.0,278.0,0.11870503597122302,Transportation,History_and_Society,381.94546580314636,9370.07292751968,0.040762272477237786
32,1.0,18476.0,London Post Office Railway,0.9994742274284364,Q1415097,History_and_Society.Transportation,154.0,0.0,102.0,2.0,134.0,10.0,-4.95148,14.556645000000001,11.0,730.0,0.015068493150684932,Transportation,History_and_Society,10.9942165017128,16224.033187754452,0.0006776500253963359
33,6.0,18896.0,Human spaceflight,0.997894287109375,Q752783,STEM.STEM*,192.0,8056.0,192.0,26.0,192.0,16.089745,-21.991056,-22.605268,34.0,309.0,0.11003236245954692,STEM*,STEM,203.5704345703125,5801.1891623064885,0.03509115611899392
34,1.0,19364.0,Mötley Crüe,0.946606695652008,Q486688,Culture.Media.Media*,192.0,0.0,192.0,23.0,192.0,10.0,-15.773666,16.94523,81.0,419.0,0.19331742243436756,Media*,Culture,76.67514234781264,20525.82146924734,0.003735545613250636
35,1.0,19929.0,Mensa,0.15611489117145538,Q81494,STEM.STEM*,154.0,0.0,102.0,2.0,134.0,10.0,9.483883,-24.11001,60.0,730.0,0.0821917808219178,STEM*,STEM,9.366893470287325,16224.033187754452,0.0005773467892901779
36,2.0,20396.0,Michael Schumacher,0.9808859825134276,Q9671,Culture.Sports,192.0,5296.0,192.0,23.0,192.0,11.217949,2.4470334,15.532399,3.0,419.0,0.0071599045346062064,Sports,Culture,5.8853158950805655,20525.82146924734,0.000286727423011946
37,12.0,20542.0,Rail transport modelling,0.5544804334640503,Q623272,STEM.STEM*,192.0,19866.264873137094,192.0,24.0,192.0,23.397436,-9.356149,6.8859363,22.0,278.0,0.07913669064748201,STEM*,STEM,146.38283443450928,9370.07292751968,0.015622379416555704
38,2.0,21359.0,New Zealand Defence Force,0.9883227348327636,Q1051650,History_and_Society.Military_and_warfare,255.0,5090.394938513511,135.0,13.0,0.0,11.217949,6.853215,12.503122,83.0,738.0,0.1124661246612466,Military_and_warfare,History_and_Society,164.06157398223874,50125.81150312722,0.0032729958690445016
39,1.0,21360.0,Foreign relations of New Zealand,0.21734751760959625,Q5468523,STEM.STEM*,0.0,0.0,122.0,11.0,154.0,10.0,14.381735,-24.600237,25.0,745.0,0.03355704697986577,STEM*,STEM,5.433687940239906,25408.32394988835,0.00021385463877729655
40,5.0,21628.0,Nicolas-Louis de Lacaille,0.3629792034626007,Q202703,STEM.STEM*,154.0,53323.51940316088,102.0,2.0,134.0,14.871795,7.6000320000000015,-4.7434607,60.0,730.0,0.0821917808219178,STEM*,STEM,108.89376103878021,16224.033187754452,0.00671187982535507
41,14.0,21836.0,North Pole,0.585111141204834,Q934,STEM.STEM*,97.0,108974.22751549656,136.0,32.0,0.0,25.833334,9.825479,22.9091,25.0,533.0,0.04690431519699812,STEM*,STEM,204.7888994216919,11764.587132044137,0.01740723215555029
42,13.0,21932.0,Narrow-gauge railway,0.9149109721183776,Q1112477,History_and_Society.Transportation,192.0,8868.469561121909,192.0,24.0,192.0,24.615385,2.7014549999999997,-13.563642999999999,33.0,278.0,0.11870503597122302,Transportation,History_and_Society,392.496807038784,9370.07292751968,0.04188834068580515
43,84.0,22018.0,"Nashville, Tennessee",0.8670457601547241,Q23197,Geography.Regions.Americas.North_America,240.0,4183089.217963306,174.0,17.0,0.0,111.08973999999999,-18.399513,12.968904499999999,229.0,1415.0,0.1618374558303887,North_America,Geography,0.0,214134.4482901916,0.0
44,8.0,22126.0,Northern Hemisphere,0.3923468291759491,Q39061,STEM.STEM*,154.0,84527.33333333331,102.0,2.0,134.0,18.525642,8.130327000000001,-23.63241,60.0,730.0,0.0821917808219178,STEM*,STEM,188.3264780044556,16224.033187754452,0.011607870609300791
45,13.0,22388.0,Ohio River,0.14805719256401062,Q4915,History_and_Society.Society,192.0,104962.13054831394,192.0,12.0,192.0,24.615385,3.4890351,-12.692699000000001,3.0,112.0,0.026785714285714284,Society,History_and_Society,5.774230509996414,125.76896899193524,0.04591140848396935
46,6.0,22475.0,Octans,0.8479777574539185,Q10503,STEM.STEM*,154.0,10.333333333333332,102.0,2.0,134.0,16.089745,12.735232,14.725107999999999,60.0,730.0,0.0821917808219178,STEM*,STEM,305.2719926834106,16224.033187754452,0.018816036009703392
47,4.0,24703.0,Portland Vase,0.9263137578964232,Q609292,History_and_Society.History,154.0,2906.3213979161133,102.0,2.0,134.0,13.653847,-16.71564,-18.873085,27.0,730.0,0.03698630136986301,History,History_and_Society,100.0418858528137,16224.033187754452,0.006166277194768262
48,12.0,26264.0,Rob Reiner,0.2227101624011993,Q287607,Culture.Media.Media*,192.0,52738.37815023147,192.0,16.0,192.0,23.397436,15.726282000000001,-6.852074000000001,61.0,303.0,0.2013201320132013,Media*,Culture,163.0238388776779,15436.803979881108,0.01056072481649362
49,2.0,26841.0,Summer solstice (disambiguation),0.15611489117145538,Q7637536,STEM.STEM*,154.0,1.0,102.0,2.0,134.0,11.217949,-12.402738000000001,-2.7431933999999996,60.0,730.0,0.0821917808219178,STEM*,STEM,18.73378694057465,16224.033187754452,0.0011546935785803558
50,4.0,27122.0,Sámi people,0.8221991658210754,Q48199,History_and_Society.Society,156.0,15885.0,77.0,8.0,187.0,13.653847,-21.537117000000002,11.745503,17.0,469.0,0.03624733475479744,Society,History_and_Society,55.90954327583313,54796.726647481315,0.0010203080858371485
51,22.0,27608.0,Science fiction on television,0.9924327731132508,Q336059,Culture.Media.Media*,192.0,136520.86065120704,192.0,29.0,192.0,35.57692700000001,20.340172,-19.493,54.0,187.0,0.2887700534759358,Media*,Culture,1179.010134458542,51344.69522687793,0.022962647440963945
52,20.0,28360.0,Sid James,0.22816647589206696,Q1086861,Culture.Media.Media*,65.0,12651.505394428224,15.0,0.0,255.0,33.141026000000004,19.323317000000007,4.1486792999999995,281.0,2551.0,0.11015288122304978,Media*,Culture,1282.2955945134165,347450.98869378865,0.003690579783163357
53,3.0,28603.0,Star cluster,0.9790457487106324,Q168845,STEM.STEM*,154.0,0.0,102.0,2.0,134.0,12.435898,17.260258,21.62971700000001,60.0,730.0,0.0821917808219178,STEM*,STEM,176.22823476791385,16224.033187754452,0.010862171737970008
54,24.0,28679.0,Sumatra,0.7606606483459473,Q3492,Geography.Geographical,232.0,66853.73302228983,108.0,25.0,146.0,38.01282,-19.73621,3.3120491999999997,41.0,409.0,0.10024449877750613,Geographical,Geography,0.0,23895.768067628145,0.0
55,2.0,28876.0,Surtsey,0.22816647589206696,Q178124,STEM.STEM*,232.0,7.557219011136152,108.0,25.0,146.0,11.217949,20.374382,11.674625,50.0,409.0,0.12224938875305626,STEM*,STEM,22.816647589206696,23895.768067628145,0.0009548405192347283
56,8.0,29036.0,Dreamcast,0.993317186832428,Q184198,Culture.Media.Media*,97.0,10271.741095104606,136.0,32.0,0.0,18.525642,-6.5328903,-15.885056,46.0,533.0,0.08630393996247655,Media*,Culture,365.5407247543335,11764.587132044137,0.03107127523061828
57,8.0,29056.0,Sonic the Hedgehog (character),0.9626831412315368,Q191626,Culture.Media.Media*,97.0,4.833333333333333,136.0,32.0,0.0,18.525642,22.274901999999997,9.244927,46.0,533.0,0.08630393996247655,Media*,Culture,354.2673959732055,11764.587132044137,0.030113032611935805
58,1.0,30617.0,Madison (cycling),1.0000100135803225,Q2596614,Culture.Sports,192.0,0.0,192.0,27.0,192.0,10.0,-0.79353267,-4.9260554,85.0,399.0,0.21303258145363407,Sports,Culture,85.0008511543274,33783.33191408217,0.002516058847318605
59,4.0,31509.0,Hulk,0.1778208613395691,Q188760,Culture.Media.Media*,240.0,47607.0,174.0,17.0,0.0,13.653847,13.701711999999999,11.618478,163.0,1415.0,0.11519434628975266,Media*,Culture,115.93920159339905,214134.4482901916,0.0005414318084696028
60,1.0,32163.0,USS Greeneville,0.9960646033287048,Q1029271,History_and_Society.Military_and_warfare,255.0,0.0,135.0,13.0,0.0,10.0,-18.849829,23.415026,83.0,738.0,0.1124661246612466,Military_and_warfare,History_and_Society,82.6733620762825,50125.81150312722,0.001649317180054526
61,10.0,32394.0,Platform game,0.9919480085372924,Q828322,Culture.Media.Media*,97.0,37042.0,136.0,32.0,0.0,20.961538,9.339489,-3.9876519999999998,46.0,533.0,0.08630393996247655,Media*,Culture,456.2960839271545,11764.587132044137,0.038785558626558574
62,4.0,32597.0,Vilnius,0.33459946513175964,Q216,History_and_Society.History,192.0,47600.0,192.0,45.0,192.0,13.653847,16.292456,5.548672,6.0,88.0,0.06818181818181818,History,History_and_Society,8.030387163162231,328.6924102976918,0.024431313019638117
63,17.0,32700.0,Volcanic Explosivity Index,0.8479777574539185,Q210510,STEM.STEM*,232.0,44187.171648548516,108.0,25.0,146.0,29.487178999999998,3.3568647000000005,-11.057388000000001,50.0,409.0,0.12224938875305626,STEM*,STEM,720.7810938358307,23895.768067628145,0.030163545770779406
64,20.0,32706.0,Vancouver,0.9553291201591492,Q24639,Geography.Geographical,97.0,359888.80159856763,136.0,32.0,0.0,33.141026000000004,-9.684109,6.3699307,22.0,533.0,0.04127579737335835,Geographical,Geography,0.0,11764.587132044137,0.0
65,3.0,33055.0,Winter solstice (disambiguation),0.15611489117145538,Q8026404,STEM.STEM*,154.0,4.333333333333333,102.0,2.0,134.0,12.435898,2.1852105,-21.23657,60.0,730.0,0.0821917808219178,STEM*,STEM,28.10068041086197,16224.033187754452,0.0017320403678705335
66,12.0,33308.0,Weezer,0.9073222279548644,Q209956,Culture.Media.Media*,192.0,89830.0,192.0,5.0,192.0,23.397436,18.296389,-24.160492,16.0,55.0,0.2909090909090909,Media*,Culture,174.20586776733398,3151.6141910254955,0.055275124811723725
67,12.0,33557.0,Whaling,0.7663036584854126,Q42767,History_and_Society.Society,192.0,61006.13199218815,192.0,30.0,192.0,23.397436,-5.1072354,0.56068695,13.0,166.0,0.0783132530120482,Society,History_and_Society,119.54337072372437,1840.1725204586985,0.06496313220345551
68,2.0,33805.0,Wookey Hole Caves,0.4765896201133728,Q4274972,Culture.Sports,65.0,0.0,15.0,0.0,255.0,11.217949,23.849873000000002,-4.368837,57.0,2551.0,0.022344178753430026,Sports,Culture,54.3312166929245,347450.98869378865,0.00015637087952225412
69,13.0,37406.0,Kristiansund,0.9942797422409058,Q109483,Geography.Regions.Europe.Northern_Europe,145.0,169.97659424135514,0.0,22.0,254.0,24.615385,-23.082663,-20.426298000000006,205.0,1382.0,0.14833574529667148,Northern_Europe,Geography,0.0,619966.7926466167,0.0
70,12.0,37428.0,Beirut,0.40734341740608215,Q3820,History_and_Society.History,0.0,637393.2751969534,122.0,11.0,154.0,23.397436,24.467308,20.379585000000002,15.0,745.0,0.020134228187919462,History,History_and_Society,73.3218151330948,25408.32394988835,0.0028857399361604482
71,2.0,37632.0,Fighting Fantasy,0.9626831412315368,Q1001255,Culture.Media.Media*,97.0,0.0,136.0,0.0,0.0,11.217949,-12.284913000000001,-8.533192999999999,281.0,2551.0,0.11015288122304978,Media*,Culture,541.0279253721236,347450.98869378865,0.0015571345109883564
72,7.0,37652.0,Kyoto,0.7122421860694885,Q34600,Geography.Geographical,0.0,90281.72710956687,122.0,11.0,154.0,17.307693,6.1875862999999995,-8.5523615,24.0,745.0,0.032214765100671144,Geographical,Geography,0.0,25408.32394988835,0.0
73,6.0,38134.0,Seal (musician),0.8706072568893433,Q218091,Culture.Media.Media*,232.0,326066.116104764,108.0,0.0,146.0,16.089745,5.796725,24.30651,281.0,2551.0,0.11015288122304978,Media*,Culture,1467.8438351154327,347450.98869378865,0.004224606873716671
74,54.0,38776.0,Major League Baseball,0.952584147453308,Q1163715,Culture.Sports,240.0,966151.6735273859,174.0,17.0,0.0,74.551285,17.531942,-1.8817781999999998,157.0,1415.0,0.11095406360424027,Sports,Culture,8076.008402109144,214134.4482901916,0.037714662290883084
75,1.0,39612.0,CBE (disambiguation),0.11280541121959685,Q447530,History_and_Society.Military_and_warfare,65.0,0.0,15.0,0.0,255.0,10.0,-13.414760999999999,-17.57694,72.0,2551.0,0.02822422579380635,Military_and_warfare,History_and_Society,8.121989607810972,347450.98869378865,2.3375928899626613e-05
76,16.0,39617.0,"Orders, decorations, and medals of the United Kingdom",0.16027602553367615,Q768855,Culture.Media.Media*,65.0,8790.187438937333,15.0,0.0,255.0,28.269232000000002,20.381819,8.500757,281.0,2551.0,0.11015288122304978,Media*,Culture,720.601010799408,347450.98869378865,0.002073964484914675
77,3.0,39894.0,History of Bahrain,0.11280541121959685,Q1435012,Culture.Media.Media*,0.0,110328.4202844432,122.0,11.0,154.0,12.435898,20.583773,-13.851135999999999,80.0,745.0,0.10738255033557048,Media*,Culture,27.073298692703236,25408.32394988835,0.0010655287120118057
78,1.0,40038.0,MBE,0.11280541121959685,Q408935,History_and_Society.Military_and_warfare,65.0,0.0,15.0,0.0,255.0,10.0,0.005632146,13.656521,72.0,2551.0,0.02822422579380635,Military_and_warfare,History_and_Society,8.121989607810972,347450.98869378865,2.3375928899626613e-05
79,2.0,40142.0,Botulism,1.0000100135803225,Q154865,STEM.STEM*,192.0,7470.259659242837,192.0,30.0,192.0,11.217949,-16.637783,-14.6013,17.0,166.0,0.10240963855421686,STEM*,STEM,34.000340461730964,1840.1725204586985,0.018476713505783542
80,22.0,40433.0,Molde,0.9931061863899232,Q104095,Geography.Regions.Europe.Northern_Europe,145.0,3537.678656422252,0.0,22.0,254.0,35.57692700000001,-22.984097,23.167284,205.0,1382.0,0.14833574529667148,Northern_Europe,Geography,0.0,619966.7926466167,0.0
81,13.0,41562.0,Ingrid Bergman,0.9263137578964232,Q43247,History_and_Society.History,65.0,301649.5990922884,15.0,0.0,255.0,24.615385,-17.142681,24.124708,81.0,2551.0,0.031752254018032146,History,History_and_Society,975.4083870649337,347450.98869378865,0.0028073265548384115
82,7.0,43245.0,Westminster Abbey,0.4765896201133728,Q5933,Culture.Visual_arts.Visual_arts*,95.0,166520.9351426283,73.0,0.0,199.0,17.307693,23.128881,-20.2426,26.0,2551.0,0.010192081536652292,Visual_arts*,Culture,86.73931086063385,347450.98869378865,0.00024964473748289695
83,31.0,43998.0,United States Secretary of Defense,0.9263137578964232,Q735015,History_and_Society.Military_and_warfare,225.0,148364.5618018099,71.0,3.0,228.0,46.53846400000001,23.892770000000002,-14.765310999999999,54.0,1117.0,0.048343777976723366,Military_and_warfare,History_and_Society,1550.6492307186124,102811.61963655801,0.01508243169595228
84,3.0,44501.0,Cast Away,0.9958112239837646,Q213411,Culture.Media.Media*,149.0,103956.72197467598,127.0,0.0,0.0,12.435898,-0.20093888,-21.423992000000002,281.0,2551.0,0.11015288122304978,Media*,Culture,839.4688618183136,347450.98869378865,0.0024160784949100963
85,5.0,44889.0,Aeolian Islands,0.14805719256401062,Q179883,History_and_Society.History,145.0,22754.285680754434,163.0,37.0,0.0,14.871795,-21.30526,-5.8125153,12.0,232.0,0.05172413793103448,History,History_and_Society,8.883431553840637,3607.921084344387,0.002462202289398159
86,5.0,47568.0,Low Earth orbit,0.9099169969558716,Q663611,STEM.STEM*,192.0,267635.5,192.0,26.0,192.0,14.871795,-14.814031,12.823621000000001,34.0,309.0,0.11003236245954692,STEM*,STEM,154.68588948249814,5801.1891623064885,0.02666451397371721
87,6.0,48329.0,Celestial pole,0.9924327731132508,Q12119,STEM.STEM*,154.0,79177.68935824704,102.0,2.0,134.0,16.089745,2.301688,-17.671488,60.0,730.0,0.0821917808219178,STEM*,STEM,357.2757983207703,16224.033187754452,0.022021392226344454
88,3.0,48384.0,Equatorial coordinate system,0.9777238368988036,Q208617,STEM.STEM*,154.0,737.1605695332663,102.0,2.0,134.0,12.435898,11.037967,20.879726,60.0,730.0,0.0821917808219178,STEM*,STEM,175.99029064178464,16224.033187754452,0.010847505586626777
89,2.0,48571.0,"Æthelwulf, King of Wessex",0.7773098945617676,Q272326,History_and_Society.History,154.0,5296.0,102.0,2.0,134.0,11.217949,11.12699,11.46422,27.0,730.0,0.03698630136986301,History,History_and_Society,41.974734306335456,16224.033187754452,0.002587194800489996
90,5.0,49431.0,Francis Pharcellus Church,0.6001983880996704,Q356856,Culture.Media.Media*,97.0,106.97332555208028,136.0,32.0,0.0,14.871795,0.30990878,21.444216,46.0,533.0,0.08630393996247655,Media*,Culture,138.0456292629242,11764.587132044137,0.011733996927688044
91,6.0,51497.0,Battle of Verdun,0.9566442370414734,Q130847,History_and_Society.Military_and_warfare,28.0,106531.17112774176,127.0,2.0,89.0,16.089745,4.396813400000001,12.673623,30.0,730.0,0.0410958904109589,Military_and_warfare,History_and_Society,172.19596266746518,16224.033187754452,0.010613634764839792
92,3.0,51691.0,Stanley Unwin (comedian),0.3923468291759491,Q7600005,Culture.Media.Media*,97.0,17653.01902373683,136.0,0.0,0.0,12.435898,-3.0697153,-9.058677000000001,281.0,2551.0,0.11015288122304978,Media*,Culture,330.74837699532515,347450.98869378865,0.0009519281503234297
93,4.0,51900.0,Betty Marsden,0.2069040536880493,Q850381,Culture.Media.Media*,65.0,417.5939549194757,15.0,0.0,255.0,13.653847,-24.831623,-22.238678,281.0,2551.0,0.11015288122304978,Media*,Culture,232.5601563453674,347450.98869378865,0.000669332262428312
94,16.0,51928.0,Amtrak,0.8740872144699097,Q23239,History_and_Society.Transportation,192.0,39142.02514977082,192.0,24.0,192.0,28.269232000000002,8.663094500000001,-5.8365254,33.0,278.0,0.11870503597122302,Transportation,History_and_Society,461.5180492401123,9370.07292751968,0.04925447782638328
95,2.0,54323.0,"Franklin County, New York",0.9496793746948242,Q115247,Geography.Regions.Americas.North_America,192.0,5296.0,192.0,1.0,192.0,11.217949,-0.7068166,22.078882,20.0,90.0,0.2222222222222222,North_America,Geography,0.0,1423.3199457153678,0.0
96,3.0,54408.0,Charlie Parker,0.9648651480674744,Q103767,Culture.Media.Media*,192.0,10590.0,192.0,34.0,192.0,12.435898,-3.4674160000000005,9.361546,55.0,256.0,0.21484375,Media*,Culture,159.2027494311333,16891.271451354027,0.009425148952796643
97,1.0,54434.0,The Wizard of Oz,0.9763205647468568,Q18159725,Culture.Linguistics,34.0,0.0,94.0,38.0,176.0,10.0,21.01062,-6.372187,2.0,689.0,0.002902757619738752,Linguistics,Culture,1.9526411294937136,46722.75220773369,4.179208281250407e-05
98,7.0,54539.0,Eddie Murphy,0.6791887283325195,Q43874,Culture.Media.Media*,192.0,109087.97502465696,192.0,17.0,192.0,17.307693,13.05301,12.259941,163.0,1415.0,0.11519434628975266,Media*,Culture,774.9543390274048,214134.4482901916,0.003619008268941385
99,6.0,56667.0,Hanoi,0.946606695652008,Q1858,Geography.Regions.Asia.Asia*,0.0,88694.15247660413,122.0,11.0,154.0,16.089745,-10.840208,9.961442,86.0,745.0,0.11543624161073825,Asia*,Geography,0.0,25408.32394988835,0.0
100,3.0,56689.0,Kampala,0.8519628047943115,Q3894,Geography.Geographical,0.0,0.0,122.0,11.0,154.0,12.435898,3.7475555,-1.3408396,24.0,745.0,0.032214765100671144,Geographical,Geography,0.0,25408.32394988835,0.0
