,Label,Id,Degree,modularity_class,betweenesscentrality
1593,Alexander_I_of_Scotland,1593,22,3,571.3929391749612
1979,Alpha_Centauri,1979,3,14,12481.0
2799,American_Registry_for_Internet_Numbers,2799,4,14,24951.999999999993
3355,Benjamin_Lee_Whorf,3355,3,14,6241.0
3862,American_League_Division_Series,3862,7,7,33410.53224166467
4871,Bob_Knight,4871,2,11,6241.0
4942,Bagpuss,4942,2,6,0.0
6231,Comic_book,6231,76,6,319225.8502207616
7729,Captain_America,7729,87,6,5234.537044155226
7740,Charles_C._Krulak,7740,3,12,360.4246632604945
7767,Circuit_Zandvoort,7767,2,16,6241.0
8222,Deseret_alphabet,8222,2,15,6241.000000000001
9105,DC_Comics,9105,103,6,289023.0869969496
11036,Fin,11036,2,14,6241.0
11457,Fra_Angelico,11457,6,14,6670.654357686628
11664,Fantastic_Four,11664,91,6,2192.774321097339
13865,Heart_of_Oak,13865,1,12,0.0
14382,Hi-hat,14382,2,5,6241.0
14883,Iberian_Peninsula,14883,16,23,192498.6063405965
16023,Juno,16023,1,20,0.0
16121,Joshua,16121,8,14,184139.56479299688
16207,Joseph_Gurney_Cannon,16207,16,2,1354837.5556601647
16556,Jack_Kirby,16556,94,6,112523.06731147926
16899,Kareem_Abdul-Jabbar,16899,14,7,1310815.4263205251
17948,Lake_Michigan,17948,8,5,6243.076190476189
18477,Lulach,18477,21,3,409.3133696601671
18879,Massachusetts_Institute_of_Technology,18879,15,25,111576.05005011582
19299,Royal_Moroccan_Armed_Forces,19299,3,3,12480.0
19948,Monica_Lewinsky,19948,8,14,59505.54836986667
20321,Mackinac_Bridge,20321,6,5,0.0
20797,MusicBrainz,20797,142,5,3181351.0681636035
20966,Marvel_Comics,20966,129,6,727554.1819431725
20986,Marvel_Universe,20986,56,6,3288.6944925549487
21822,Natural_Law_Party,21822,2,0,145.3048204805338
22591,Oracle_Corporation,22591,6,14,80110.18622472306
22647,Hoy,22647,1,3,0.0
22873,Presidential_Medal_of_Freedom,22873,5,11,15943.869410167605
23447,Transportation_in_the_Philippines,23447,2,23,12480.0
23745,Pok?mon,23745,18,6,23112.64241367904
24680,Premier_of_Western_Australia,24680,2,5,6241.000000000002
24864,Professional_wrestling,24864,25,15,102073.86238142061
24972,Preacher,24972,1,0,0.0
25727,Reference_work,25727,2,14,387.0705019094014
26582,Robert_the_Bruce,26582,113,3,194996.1855011719
26907,Social_engineering,26907,1,14,0.0
27687,St._Louis,27687,24,15,1360012.3130543502
28381,Superman,28381,5,5,24965.5
28708,Sleet,28708,2,18,0.0
29366,Shoghi_Effendi,29366,1,9,0.0
29405,Sikhs,29405,4,16,129837.9053344892
29551,Steve_Ditko,29551,53,6,81983.16169473465
30543,Alhambra,30543,12,23,184791.06832401417
30683,Toho,30683,8,6,13236.28412763531
31053,Tempera,31053,3,14,0.1111111111111111
31756,United_States_Congress,31756,317,2,2504434.211194225
31758,United_States_congressional_delegations_from_Alabama,31758,184,2,3787.929802651393
31764,United_States_congressional_delegations_from_Arizona,31764,90,2,27075.487556058564
31793,University_of_Pennsylvania,31793,22,11,910252.4010462402
32759,Vice_President_of_the_United_States,32759,77,0,182636.47442508015
32823,Very_Large_Scale_Integration,32823,1,14,0.0
33896,"Worms,_Germany",33896,2,14,6241.000000000001
34085,Wolverine,34085,5,8,286367.18239232094
34218,X-Men,34218,87,6,68478.39030368316
34226,Yuri_Gagarin,34226,1,0,0.0
34485,Zarzuela,34485,1,23,0.0
36716,Buran_programme,36716,5,18,9361.499999999998
36909,Melissa_Sue_Anderson,36909,3,14,6241.0
37535,Metropolitan_Museum_of_Art,37535,13,14,103986.71702738802
37714,Energia,37714,5,18,28036.833333333332
38264,Granada,38264,19,23,168092.25720759315
38493,Genus,38493,14,8,157526.82513506408
39075,Spiro_Agnew,39075,14,0,172347.72308563025
39732,The_Brady_Bunch,39732,12,5,110654.88755357842
42653,United_States_National_Forest,42653,6,18,43750.18302408878
43473,Wars_of_Scottish_Independence,43473,71,3,119749.45284086087
43950,Interstate_Highway_System,43950,6,5,8.566666666666666
44002,United_States_Attorney_General,44002,71,0,487646.50857262936
44203,Ezra_Pound,44203,3,11,6240.999999999999
44848,Edward_II_of_England,44848,70,3,421411.1741700561
46373,Edward_I_of_England,46373,85,3,335181.8372848148
46699,Electoral_fusion,46699,10,0,4628.248660532489
47497,Doctor_Doom,47497,78,6,7768.873035488965
48535,Pennsylvania_Avenue,48535,4,0,44206.113806580695
48815,Fu-Go_balloon_bomb,48815,3,12,988.4209291897502
49867,Almohad_Caliphate,49867,11,23,10021.42341214275
50242,Led_Zeppelin_IV,50242,3,5,12480.000000000002
50477,Martial_law,50477,4,0,14753.6103920424
50556,James_IV_of_Scotland,50556,35,3,165373.29244617565
50961,John_Balliol,50961,55,3,11344.191156620853
50993,Battle_of_Bannockburn,50993,51,3,14122.194337458179
51051,Battle_of_the_Crater,51051,1,14,0.0
51056,Lake_Huron,51056,8,5,13480.909523810034
51254,Father_of_the_House,51254,2,0,30348.484912218202
51793,Dave_Cutler,51793,1,14,0.0
52015,Proper_motion,52015,2,14,18717.0
53214,North_West_England,53214,11,9,67319.23210606963
54957,Younger_Dryas,54957,3,8,0.0
55066,Nanjing_Massacre,55066,13,12,138623.36792921784
55589,Homestead_Acts,55589,9,14,168725.43741361945
55853,Gus_Hall,55853,3,0,6383.129336654328
56133,Battle_Angel_Alita,56133,4,14,0.0
56136,Yukito_Kishiro,56136,5,14,24952.0
56252,Lieutenant_governor,56252,11,0,6823.707084830297
56368,Andrew_Inglis_Clark,56368,2,14,5102.867110284535
57331,Microwave_auditory_effect,57331,1,11,0.0
57573,Olomouc,57573,3,5,425866.88240379107
57979,Disarmament,57979,2,12,1224.5724561188044
58732,James_I_of_Scotland,58732,38,3,13347.273300915615
59687,Hillsborough_disaster,59687,3,16,68541.0
59827,Searchlight,59827,3,18,6241.0
59995,Battle_of_Dunbar_(1296),59995,30,3,653.9725606427523
60541,Hannelore_Kohl,60541,1,12,0.0
60688,Jane_Urquhart,60688,2,14,6241.0
61070,I_Am_a_Fugitive_from_a_Chain_Gang,61070,4,34,18720.0
62095,Four_Daughters,62095,3,14,1547.8859672206042
62133,Pierre_Berton,62133,2,12,7222.130702001746
62808,Soul_music,62808,6,5,95736.78479472097
63995,Professional_wrestling_match_types,63995,12,15,9412.461525640492
65880,Cassette_tape,65880,15,19,135294.97051991394
66083,Philippe_P?tain,66083,12,12,151716.3949670298
66185,Vinland_map,66185,1,28,0.0
67055,Iron_Man,67055,94,6,486839.4399128565
67675,Flora_Robson,67675,2,5,6241.000000000001
68056,DIVX,68056,1,15,0.0
68131,Martin_Sheen,68131,7,18,134278.81846110208
68241,Paul_?luard,68241,2,5,12480.000000000002
69733,HMS_Hampshire_(1903),69733,2,12,216.34950336921506
70181,Battle_of_Worcester,70181,6,3,280.29668108831527
70646,Ferdinand_III_of_Castile,70646,16,23,203405.57165412972
72010,"Broward_County,_Florida",72010,11,15,93981.17103647561
72379,"Holmes_County,_Florida",72379,6,0,6.606497562292686
73612,"Leon_County,_Florida",73612,11,0,10821.23536610024
73841,Justin_II,73841,1,14,0.0
74993,Fourth_World_(comics),74993,42,6,807.6238617631676
75122,"Washington_County,_Florida",75122,7,0,13.42496356860974
75255,The_Naked_Spur,75255,2,14,6240.999999999999
75343,Jim_Shooter,75343,45,6,40909.9502725483
77643,The_Talk_of_the_Town_(1942_film),77643,1,29,0.0
77709,Gardner_Fox,77709,26,6,10739.09698352666
77985,"Robert_Devereux,_3rd_Earl_of_Essex",77985,5,3,63436.19746474138
78427,Vehicle_audio,78427,3,19,71879.76303312261
79461,Campobasso,79461,1,5,0.0
79500,Alphonse_Daudet,79500,3,14,1194.6457184446624
79593,Stephin_Merritt,79593,1,14,0.0
79759,"Butte_County,_California",79759,21,18,56622.840963080576
81829,Somme_(department),81829,12,12,91653.58566459635
82050,Royal_Norwegian_Navy,82050,12,28,42378.46749060885
82086,List_of_Italian_painters,82086,1,14,0.0
82130,"Ventura_County,_California",82130,31,18,623945.6553340213
82154,List_of_counties_in_Montana,82154,6,0,2983.4921805053837
82824,Hywel_Dda,82824,1,3,0.0
86899,Excelsior,86899,1,6,0.0
87927,"Apache_County,_Arizona",87927,5,2,11440.67958224349
87939,"La_Paz_County,_Arizona",87939,6,2,1836.733217441914
87946,"Mohave_County,_Arizona",87946,5,2,473.35763845889835
87985,Neil_Young,87985,5,5,60010.78582718489
89272,Dodge_City_(film),89272,3,34,6241.0
90921,"Waukesha_County,_Wisconsin",90921,8,0,2869.0422262869656
90930,"Taylor_County,_Wisconsin",90930,4,0,0.0
90935,"Sawyer_County,_Wisconsin",90935,6,0,13819.20738492439
90936,"Sauk_County,_Wisconsin",90936,2,11,0.0
90953,"Menominee_County,_Wisconsin",90953,3,0,0.0
90991,"Brown_County,_Wisconsin",90991,4,0,0.0
91348,"Chesterfield_County,_Virginia",91348,5,27,12480.84269595359
91533,"Kenedy_County,_Texas",91533,1,0,0.0
91582,"Galveston_County,_Texas",91582,5,0,52278.8401032517
91696,"Rutherford_County,_Tennessee",91696,4,0,10448.489429850577
92387,Lucifer_(Marvel_Comics),92387,56,6,201.53151792941622
92710,The_Guns_of_Navarone,92710,2,14,0.0
93979,Dulwich,93979,4,21,31191.999999999996
94334,Tulse_Hill,94334,1,9,0.0
94412,"Park_County,_Montana",94412,3,0,0.0
94645,"Greene_County,_Missouri",94645,3,0,2043.2161659716849
95439,"Gallatin_County,_Montana",95439,5,0,2979.376214517494
95454,"Beaverhead_County,_Montana",95454,5,0,684.8582932012513
95529,"Rowan_County,_Kentucky",95529,6,0,638.7230608467299
95609,"Fayette_County,_Kentucky",95609,5,0,1.1786398242280594
96059,"Vigo_County,_Indiana",96059,6,0,0.4107142857142857
96080,"Porter_County,_Indiana",96080,9,0,1020.884373162924
96097,"Marion_County,_Indiana",96097,12,0,2505.2961246575824
96102,"Lake_County,_Indiana",96102,8,0,8.23241971614842
96149,Slipknot_(band),96149,7,5,8314.666666667486
96788,"Dougherty_County,_Georgia",96788,2,0,38.01012194504229
98025,Rathlin_Island,98025,4,3,14.531737529221251
99504,Archie_Andrews,99504,7,6,79.35449425008647
100582,"Orlando,_Florida",100582,33,15,605582.2609707115
100649,Heidelberg_University,100649,3,14,23135.126500291957
101330,Khan_Yunis,101330,2,14,4247.915479518988
101733,Pay-per-view,101733,13,15,133351.8404067951
102445,Graphic_novel,102445,4,8,122115.37486493592
103164,Jedwabne_pogrom,103164,1,12,0.0
103948,Sword_Beach,103948,13,12,79508.96380525651
104786,"Hoover,_Alabama",104786,5,11,1559.5
105065,Mowgli,105065,2,12,22862.222957144815
