,Degree,Eccentricity,Id,Label,Probability,Qid,Topic,betweenesscentrality,closnesscentrality,harmonicclosnesscentrality,modularity_class,Count,Total,Degree Ratio,Subtopic,Weight,Total Weight,Ratio Weight
25248,4.0,19.0,50477.0,Martial law,0.20182321965694427,Q715625,History_and_Society.Society,14753.610391999999,0.141369,0.165305,4.0,3.0,15.0,0.2,Society,2.4218786358833313,26.523790821433067,0.09130967184096042
17035,2.0,20.0,30876395.0,Bahraini uprising of 2011,0.5698626637458801,Q242864,History_and_Society.Politics_and_government,7.3766979999999975,0.128603,0.146378,4.0,2.0,15.0,0.13333333333333333,Politics_and_government,2.2794506549835205,26.523790821433067,0.0859398518986044
25703,1.0,20.0,2409969.0,Azerbaijan Democratic Republic,0.9566442370414734,Q206411,History_and_Society.History,0.0,0.12386099999999994,0.138799,4.0,1.0,15.0,0.06666666666666667,History,0.9566442370414734,26.523790821433067,0.036067402411741174
17037,2.0,20.0,30876395.0,Bahraini uprising of 2011,0.23371636867523196,Q242864,History_and_Society.Military_and_warfare,7.3766979999999975,0.128603,0.146378,4.0,2.0,15.0,0.13333333333333333,Military_and_warfare,0.9348654747009278,26.523790821433067,0.03524629948240625
13071,1.0,20.0,1593919.0,Wagon tragedy,0.275139719247818,Q7959661,STEM.STEM*,0.0,0.12386099999999994,0.138799,4.0,3.0,15.0,0.2,STEM*,0.825419157743454,26.523790821433067,0.03111995428181623
25705,1.0,20.0,2409969.0,Azerbaijan Democratic Republic,0.3415925204753876,Q206411,History_and_Society.Military_and_warfare,0.0,0.12386099999999994,0.138799,4.0,2.0,15.0,0.13333333333333333,Military_and_warfare,0.6831850409507751,26.523790821433067,0.025757443404308335
25249,4.0,19.0,50477.0,Martial law,0.15611489117145538,Q715625,History_and_Society.Business_and_economics,14753.610391999999,0.141369,0.165305,4.0,1.0,15.0,0.06666666666666667,Business_and_economics,0.6244595646858215,26.523790821433067,0.02354337541303541
25250,4.0,19.0,50477.0,Martial law,0.1520422399044037,Q715625,STEM.Earth_and_environment,14753.610391999999,0.141369,0.165305,4.0,1.0,15.0,0.06666666666666667,Earth_and_environment,0.6081689596176147,26.523790821433067,0.02292918699713813
25251,4.0,19.0,50477.0,Martial law,0.1259327530860901,Q715625,STEM.Medicine_&_Health,14753.610391999999,0.141369,0.165305,4.0,1.0,15.0,0.06666666666666667,Medicine_&_Health,0.5037310123443604,26.523790821433067,0.01899166735764296
13072,1.0,20.0,1593919.0,Wagon tragedy,0.16452647745609286,Q7959661,History_and_Society.Transportation,0.0,0.12386099999999994,0.138799,4.0,1.0,15.0,0.06666666666666667,Transportation,0.16452647745609286,26.523790821433067,0.0062029774915561475
19716,6.0,20.0,4081777.0,Timeline of association football,0.812877357006073,Q2967248,Culture.Sports,6241.0,0.106867,0.113425,5.0,6.0,24.0,0.25,Sports,29.263584852218628,163.4852872043848,0.17899827778162142
8230,6.0,18.0,1845134.0,List of years in home video,0.8962613940238953,Q11151222,History_and_Society.History,49872.66666700001,0.135864,0.148645,5.0,5.0,24.0,0.20833333333333334,History,26.887841820716858,163.4852872043848,0.16446643169242758
7109,5.0,20.0,53050950.0,List of years in rugby union,0.839743971824646,Q30590483,Culture.Sports,0.0,0.10686500000000004,0.113345,5.0,6.0,24.0,0.25,Sports,25.19231915473938,163.4852872043848,0.15409532922216196
19717,6.0,20.0,4081777.0,Timeline of association football,0.3702353835105896,Q2967248,History_and_Society.History,6241.0,0.106867,0.113425,5.0,5.0,24.0,0.20833333333333334,History,11.107061505317688,163.4852872043848,0.06793921150489797
10003,6.0,19.0,53224608.0,List of years in ice sports,0.22816647589206696,Q30680444,Culture.Sports,4676.25,0.11963599999999999,0.12854200000000002,5.0,6.0,24.0,0.25,Sports,8.21399313211441,163.4852872043848,0.05024301129829195
19552,7.0,19.0,1224441.0,International organization leaders by year,0.1520422399044037,Q6054768,Culture.Sports,4678.416667,0.11963800000000001,0.12862200000000001,5.0,6.0,24.0,0.25,Sports,6.385774075984955,163.4852872043848,0.03906023707198578
22989,7.0,19.0,625975.0,Colonial governors by year,0.1520422399044037,Q5148415,Culture.Sports,4678.416667,0.11963800000000001,0.12862200000000001,5.0,6.0,24.0,0.25,Sports,6.385774075984955,163.4852872043848,0.03906023707198578
8232,6.0,18.0,1845134.0,List of years in home video,0.320831298828125,Q11151222,Culture.Media.Media*,49872.66666700001,0.135864,0.148645,5.0,3.0,24.0,0.125,Media*,5.77496337890625,163.4852872043848,0.03532405562395685
5842,1.0,21.0,2246220.0,EAFF E-1 Football Championship,0.9481645226478576,Q910542,Culture.Sports,0.0,0.096551,0.101175,5.0,6.0,24.0,0.25,Sports,5.688987135887145,163.4852872043848,0.0347981597192592
19551,7.0,19.0,1224441.0,International organization leaders by year,0.1520422399044037,Q6054768,History_and_Society.Politics_and_government,4678.416667,0.11963800000000001,0.12862200000000001,5.0,5.0,24.0,0.20833333333333334,Politics_and_government,5.321478396654129,163.4852872043848,0.032550197559988156
22988,7.0,19.0,625975.0,Colonial governors by year,0.1520422399044037,Q5148415,History_and_Society.Politics_and_government,4678.416667,0.11963800000000001,0.12862200000000001,5.0,5.0,24.0,0.20833333333333334,Politics_and_government,5.321478396654129,163.4852872043848,0.032550197559988156
10004,6.0,19.0,53224608.0,List of years in ice sports,0.13661839067935946,Q30680444,History_and_Society.History,4676.25,0.11963599999999999,0.12854200000000002,5.0,5.0,24.0,0.20833333333333334,History,4.098551720380784,163.4852872043848,0.025069850568613477
19553,7.0,19.0,1224441.0,International organization leaders by year,0.11280541121959685,Q6054768,History_and_Society.History,4678.416667,0.11963800000000001,0.12862200000000001,5.0,5.0,24.0,0.20833333333333334,History,3.9481893926858893,163.4852872043848,0.024150120541122283
22990,7.0,19.0,625975.0,Colonial governors by year,0.11280541121959685,Q5148415,History_and_Society.History,4678.416667,0.11963800000000001,0.12862200000000001,5.0,5.0,24.0,0.20833333333333334,History,3.9481893926858893,163.4852872043848,0.024150120541122283
2763,6.0,19.0,30403704.0,Lists of state leaders by year,0.1259327530860901,Q879370,History_and_Society.Politics_and_government,4676.25,0.11963599999999999,0.12854200000000002,5.0,5.0,24.0,0.20833333333333334,Politics_and_government,3.7779825925827026,163.4852872043848,0.023109006670793394
8231,6.0,18.0,1845134.0,List of years in home video,0.4532718360424042,Q11151222,Culture.Media.Television,49872.66666700001,0.135864,0.148645,5.0,1.0,24.0,0.041666666666666664,Television,2.719631016254425,163.4852872043848,0.016635325800629493
10006,6.0,19.0,53224608.0,List of years in ice sports,0.10375863313674928,Q30680444,STEM.STEM*,4676.25,0.11963599999999999,0.12854200000000002,5.0,3.0,24.0,0.125,STEM*,1.8676553964614873,163.4852872043848,0.011423996791384634
9835,3.0,19.0,7408628.0,Lists of sovereign states by year,0.1097157895565033,Q2681470,History_and_Society.Politics_and_government,0.0,0.119627,0.128275,5.0,5.0,24.0,0.20833333333333334,Politics_and_government,1.6457368433475494,163.4852872043848,0.010066574622645368
9834,3.0,19.0,7408628.0,Lists of sovereign states by year,0.1778208613395691,Q2681470,STEM.STEM*,0.0,0.119627,0.128275,5.0,3.0,24.0,0.125,STEM*,1.6003877520561218,163.4852872043848,0.009789185188605757
2317,2.0,17.0,31202352.0,List of Web archiving initiatives,0.1097157895565033,Q6603882,History_and_Society.Politics_and_government,56097.0,0.157158,0.176706,5.0,5.0,24.0,0.20833333333333334,Politics_and_government,1.097157895565033,163.4852872043848,0.006711049748430245
2316,2.0,17.0,31202352.0,List of Web archiving initiatives,0.1778208613395691,Q6603882,STEM.STEM*,56097.0,0.157158,0.176706,5.0,3.0,24.0,0.125,STEM*,1.0669251680374146,163.4852872043848,0.006526123459070504
9836,3.0,19.0,7408628.0,Lists of sovereign states by year,0.10088862478733064,Q2681470,Culture.Media.Media*,0.0,0.119627,0.128275,5.0,3.0,24.0,0.125,Media*,0.9079976230859759,163.4852872043848,0.0055540020671757595
10005,6.0,19.0,53224608.0,List of years in ice sports,0.1097157895565033,Q30680444,History_and_Society.Society,4676.25,0.11963599999999999,0.12854200000000002,5.0,1.0,24.0,0.041666666666666664,Society,0.6582947373390198,163.4852872043848,0.004026629849058147
2318,2.0,17.0,31202352.0,List of Web archiving initiatives,0.10088862478733064,Q6603882,Culture.Media.Media*,56097.0,0.157158,0.176706,5.0,3.0,24.0,0.125,Media*,0.6053317487239839,163.4852872043848,0.003702668044783839
5873,142.0,16.0,18598186.0,Stan Lee,0.7879412174224854,Q181900,Culture.Literature,707051.128813,0.190363,0.23714899999999997,6.0,167.0,935.0,0.1786096256684492,Literature,18685.238029956818,1875126.3621422872,0.009964788724216633
3145,129.0,16.0,20966.0,Marvel Comics,0.8311530351638794,Q173496,Culture.Literature,727554.1819430002,0.19120299999999998,0.234685,6.0,167.0,935.0,0.1786096256684492,Literature,17905.529836535454,1875126.3621422872,0.00954897237756223
18263,94.0,16.0,67055.0,Iron Man,0.9820237755775452,Q180704,Culture.Literature,486839.43991300004,0.176627,0.21179299999999998,6.0,167.0,935.0,0.1786096256684492,Literature,15415.809229016304,1875126.3621422872,0.008221210868905982
6907,91.0,16.0,11664.0,Fantastic Four,0.993317186832428,Q152098,Culture.Literature,2192.774321,0.169624,0.202986,6.0,167.0,935.0,0.1786096256684492,Literature,15095.441288292408,1875126.3621422872,0.008050359481398484
3146,129.0,16.0,20966.0,Marvel Comics,0.7248802781105042,Q173496,Culture.Visual_arts.Visual_arts*,727554.1819430002,0.19120299999999998,0.234685,6.0,159.0,935.0,0.17005347593582887,Visual_arts*,14868.01938432455,1875126.3621422872,0.007929075972959066
18142,87.0,16.0,7729.0,Captain America,0.9908843636512756,Q190679,Culture.Literature,5234.537044,0.169578,0.202787,6.0,167.0,935.0,0.1786096256684492,Literature,14396.558919489384,1875126.3621422872,0.007677647336279598
8409,87.0,16.0,34218.0,X-Men,0.989681839942932,Q128452,Culture.Literature,68478.390304,0.169763,0.203269,6.0,167.0,935.0,0.1786096256684492,Literature,14379.087452530859,1875126.3621422872,0.007668329848503167
11488,94.0,16.0,16556.0,Jack Kirby,0.8933194279670715,Q311607,Culture.Literature,112523.06731099999,0.184997,0.225487,6.0,167.0,935.0,0.1786096256684492,Literature,14023.328380227089,1875126.3621422872,0.007478604462797788
5874,142.0,16.0,18598186.0,Stan Lee,0.7248802781105042,Q181900,Culture.Visual_arts.Comics_and_Anime,707051.128813,0.190363,0.23714899999999997,6.0,136.0,935.0,0.14545454545454545,Comics_and_Anime,13998.887930870056,1875126.3621422872,0.007465570434878138
5875,142.0,16.0,18598186.0,Stan Lee,0.6150978803634644,Q181900,Culture.Visual_arts.Visual_arts*,707051.128813,0.190363,0.23714899999999997,6.0,159.0,935.0,0.17005347593582887,Visual_arts*,13887.679942846298,1875126.3621422872,0.007406263504812527
6909,91.0,16.0,11664.0,Fantastic Four,0.946606695652008,Q152098,Culture.Visual_arts.Visual_arts*,2192.774321,0.169624,0.202986,6.0,159.0,935.0,0.17005347593582887,Visual_arts*,13696.452279388903,1875126.3621422872,0.007304282290469764
8411,87.0,16.0,34218.0,X-Men,0.9715740084648132,Q128452,Culture.Visual_arts.Visual_arts*,68478.390304,0.169763,0.203269,6.0,159.0,935.0,0.17005347593582887,Visual_arts*,13439.783259093761,1875126.3621422872,0.007167401371147664
11487,94.0,16.0,16556.0,Jack Kirby,0.8991314172744751,Q311607,Culture.Visual_arts.Visual_arts*,112523.06731099999,0.184997,0.225487,6.0,159.0,935.0,0.17005347593582887,Visual_arts*,13438.418162584305,1875126.3621422872,0.007166673368738325
16376,78.0,16.0,47497.0,Doctor Doom,0.9982553720474244,Q430178,Culture.Literature,7768.873035,0.16955499999999998,0.201878,6.0,167.0,935.0,0.1786096256684492,Literature,13003.274476289751,1875126.3621422872,0.006934612375367503
23293,76.0,16.0,1083841.0,Black Panther (Marvel Comics),0.9996417164802552,Q998220,Culture.Literature,64509.848202999994,0.17346099999999998,0.207037,6.0,167.0,935.0,0.1786096256684492,Literature,12687.4526655674,1875126.3621422872,0.0067661854271369145
16471,75.0,16.0,25933979.0,The Incredible Hulk (comic book),0.9949496984481812,Q16386325,Culture.Literature,1301.8580630000001,0.169041,0.200467,6.0,167.0,935.0,0.1786096256684492,Literature,12461.744973063469,1875126.3621422872,0.006645816103201825
3147,129.0,16.0,20966.0,Marvel Comics,0.7057950496673584,Q173496,Culture.Visual_arts.Comics_and_Anime,727554.1819430002,0.19120299999999998,0.234685,6.0,136.0,935.0,0.14545454545454545,Comics_and_Anime,12382.468351364136,1875126.3621422872,0.00660353808754385
8100,73.0,16.0,150076.0,Doctor Strange,0.9939124584197998,Q907767,Culture.Literature,1614.774605,0.169343,0.201149,6.0,167.0,935.0,0.1786096256684492,Literature,12116.78678059578,1875126.3621422872,0.006461850798552392
16472,75.0,16.0,25933979.0,The Incredible Hulk (comic book),0.9947898983955384,Q16386325,Culture.Visual_arts.Visual_arts*,1301.8580630000001,0.169041,0.200467,6.0,159.0,935.0,0.17005347593582887,Visual_arts*,11862.869538366796,1875126.3621422872,0.006326437395298389
6908,91.0,16.0,11664.0,Fantastic Four,0.9539760947227478,Q152098,Culture.Visual_arts.Comics_and_Anime,2192.774321,0.169624,0.202986,6.0,136.0,935.0,0.14545454545454545,Comics_and_Anime,11806.408148288727,1875126.3621422872,0.006296326683178933
8410,87.0,16.0,34218.0,X-Men,0.9770326614379884,Q128452,Culture.Visual_arts.Comics_and_Anime,68478.390304,0.169763,0.203269,6.0,136.0,935.0,0.14545454545454545,Comics_and_Anime,11560.25045013428,1875126.3621422872,0.00616505142454878
18264,94.0,16.0,67055.0,Iron Man,0.7718535065650941,Q180704,Culture.Visual_arts.Visual_arts*,486839.43991300004,0.176627,0.21179299999999998,6.0,159.0,935.0,0.17005347593582887,Visual_arts*,11536.122509121897,1875126.3621422872,0.0061521840565145446
5298,69.0,16.0,151154.0,Mister Fantastic,0.99219411611557,Q865017,Culture.Literature,8894.598437999999,0.169298,0.20066900000000001,6.0,167.0,935.0,0.1786096256684492,Literature,11433.052799999712,1875126.3621422872,0.0060972172493685825
17138,103.0,16.0,9105.0,DC Comics,0.6584275364875793,Q2924461,Culture.Literature,289023.086997,0.17786,0.21726900000000002,6.0,167.0,935.0,0.1786096256684492,Literature,11325.612055122852,1875126.3621422872,0.0060399193802510515
17136,103.0,16.0,9105.0,DC Comics,0.8080772161483765,Q2924461,Culture.Visual_arts.Comics_and_Anime,289023.086997,0.17786,0.21726900000000002,6.0,136.0,935.0,0.14545454545454545,Comics_and_Anime,11319.545643806458,1875126.3621422872,0.0060366841789126924
10173,70.0,16.0,853348.0,Larry Lieber,0.951152205467224,Q2009797,Culture.Literature,96470.543053,0.181591,0.218786,6.0,167.0,935.0,0.1786096256684492,Literature,11118.969281911848,1875126.3621422872,0.005929717328067795
11489,94.0,16.0,16556.0,Jack Kirby,0.8670457601547241,Q311607,Culture.Visual_arts.Comics_and_Anime,112523.06731099999,0.184997,0.225487,6.0,136.0,935.0,0.14545454545454545,Comics_and_Anime,11084.312997817993,1875126.3621422872,0.005911235222118273
24829,67.0,16.0,3146929.0,Marvel Super-Heroes (comics),0.9770326614379884,Q3296043,Culture.Literature,1076.938558,0.168744,0.199345,6.0,167.0,935.0,0.1786096256684492,Literature,10932.018448829653,1875126.3621422872,0.005830016936213345
10804,64.0,16.0,956480.0,She-Hulk,0.9994907379150392,Q677627,Culture.Literature,59802.001778,0.173043,0.204154,6.0,167.0,935.0,0.1786096256684492,Literature,10682.55700683594,1875126.3621422872,0.00569697979960741
1943,64.0,16.0,893930.0,Sgt. Fury and his Howling Commandos,0.984585464000702,Q4049343,Culture.Literature,780.260704,0.169247,0.200148,6.0,167.0,935.0,0.1786096256684492,Literature,10523.249439239504,1875126.3621422872,0.005612021489163505
5749,63.0,16.0,20839230.0,The Galactus Trilogy,1.0000100135803225,Q4051092,Culture.Literature,520.195882,0.169004,0.199527,6.0,167.0,935.0,0.1786096256684492,Literature,10521.105352878572,1875126.3621422872,0.005610878053497397
21859,63.0,16.0,273467.0,Namor,0.992888569831848,Q613067,Culture.Literature,2410.549726,0.16935699999999998,0.20044,6.0,167.0,935.0,0.1786096256684492,Literature,10446.180643200873,1875126.3621422872,0.00557092090117402
3148,129.0,16.0,20966.0,Marvel Comics,0.6654205918312073,Q173496,Culture.Media.Media*,727554.1819430002,0.19120299999999998,0.234685,6.0,121.0,935.0,0.12941176470588237,Media*,10386.550017893314,1875126.3621422872,0.005539120044169678
2389,62.0,17.0,34311022.0,How to Draw Comics the Marvel Way,1.0000100135803225,Q16996029,Culture.Literature,854.109028,0.168457,0.19909000000000002,6.0,167.0,935.0,0.1786096256684492,Literature,10354.103680610659,1875126.3621422872,0.005521816497092677
23497,62.0,16.0,7372235.0,Groot,0.9972950220108032,Q3116935,Culture.Literature,335.106802,0.168716,0.198689,6.0,167.0,935.0,0.1786096256684492,Literature,10325.992657899857,1875126.3621422872,0.005506824961973579
17139,103.0,16.0,9105.0,DC Comics,0.6297846436500549,Q2924461,Culture.Visual_arts.Visual_arts*,289023.086997,0.17786,0.21726900000000002,6.0,159.0,935.0,0.17005347593582887,Visual_arts*,10313.98310905695,1875126.3621422872,0.005500420300887599
24831,67.0,16.0,3146929.0,Marvel Super-Heroes (comics),0.9579222798347472,Q3296043,Culture.Visual_arts.Visual_arts*,1076.938558,0.168744,0.199345,6.0,159.0,935.0,0.17005347593582887,Visual_arts*,10204.746047079561,1875126.3621422872,0.0054421644605438125
11279,61.0,16.0,729840.0,Fin Fang Foom,1.0000100135803225,Q2604737,Culture.Literature,310.426756,0.168771,0.19883900000000002,6.0,167.0,935.0,0.1786096256684492,Literature,10187.102008342745,1875126.3621422872,0.005432754940687956
13386,61.0,16.0,470125.0,Impossible Man,1.0000100135803225,Q1149855,Culture.Literature,248.992062,0.168767,0.198812,6.0,167.0,935.0,0.1786096256684492,Literature,10187.102008342745,1875126.3621422872,0.005432754940687956
19904,61.0,16.0,663009.0,Rawhide Kid,1.0000100135803225,Q7296989,Culture.Literature,499.1487,0.168735,0.19871,6.0,167.0,935.0,0.1786096256684492,Literature,10187.102008342745,1875126.3621422872,0.005432754940687956
13000,61.0,16.0,1510042.0,Ant-Man,0.9952548146247864,Q2420783,Culture.Literature,2068.22819,0.16925199999999999,0.200001,6.0,167.0,935.0,0.1786096256684492,Literature,10138.660796582699,1875126.3621422872,0.005406921368754861
16473,75.0,16.0,25933979.0,The Incredible Hulk (comic book),0.9926641583442688,Q16386325,Culture.Visual_arts.Comics_and_Anime,1301.8580630000001,0.169041,0.200467,6.0,136.0,935.0,0.14545454545454545,Comics_and_Anime,10125.174415111542,1875126.3621422872,0.005399729116678713
905,60.0,16.0,5805506.0,Forbush Man,1.0000100135803225,Q5467404,Culture.Literature,594.576497,0.169238,0.199854,6.0,167.0,935.0,0.1786096256684492,Literature,10020.100336074831,1875126.3621422872,0.0053436933842832355
5890,60.0,16.0,30860654.0,Destroyer (Marvel Comics),1.0000100135803225,Q3549354,Culture.Literature,1612.3999390000001,0.16932,0.200105,6.0,167.0,935.0,0.1786096256684492,Literature,10020.100336074831,1875126.3621422872,0.0053436933842832355
16069,60.0,16.0,7374547.0,Zombie (comics),1.0000100135803225,Q4024681,Culture.Literature,851.2127310000003,0.16921,0.199942,6.0,167.0,935.0,0.1786096256684492,Literature,10020.100336074831,1875126.3621422872,0.0053436933842832355
20823,60.0,16.0,767481.0,Tales of Suspense,0.9970290064811708,Q782363,Culture.Literature,787.52094,0.169399,0.200181,6.0,167.0,935.0,0.1786096256684492,Literature,9990.230644941332,1875126.3621422872,0.005327763955879609
1944,64.0,16.0,893930.0,Sgt. Fury and his Howling Commandos,0.9783946871757508,Q4049343,Culture.Visual_arts.Visual_arts*,780.260704,0.169247,0.200148,6.0,159.0,935.0,0.17005347593582887,Visual_arts*,9956.144336700441,1875126.3621422872,0.005309585816566401
10174,70.0,16.0,853348.0,Larry Lieber,0.8933194279670715,Q2009797,Culture.Visual_arts.Visual_arts*,96470.543053,0.181591,0.218786,6.0,159.0,935.0,0.17005347593582887,Visual_arts*,9942.645233273506,1875126.3621422872,0.005302386779904407
5751,63.0,16.0,20839230.0,The Galactus Trilogy,0.9883227348327636,Q4051092,Culture.Visual_arts.Visual_arts*,520.195882,0.169004,0.199527,6.0,159.0,935.0,0.17005347593582887,Visual_arts*,9900.028834819792,1875126.3621422872,0.005279659565720811
