,Label,Modularity Class,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
52442,Marie-Pierre Kœnig,6,14.736842,0,168,183,-17.568008,-13.076792,52442,6,2,20.494047619047617,Q433116
53250,La Bête humaine,5,10.947369,185,97,239,23.551147,-5.255526,53250,2,13,0.0,Q942810
54846,Frédéric Joliot-Curie,11,14.736842,0,134,74,21.08791,-16.177965,54846,6,5,8426.678702546675,Q150989
56119,Académie Goncourt,12,10.0,175,95,13,4.7775016,-2.2930298,56119,1,7,0.0,Q621737
56358,Roland Emmerich,13,13.789474,0,126,172,14.662838,4.656842,56358,5,3,2782.0,Q60100
56900,Alphonse Juin,6,22.315788,0,168,183,5.4977,22.017233,56900,14,2,12136.34288602252,Q381244
57443,Paul Reynaud,6,13.789474,0,168,183,-17.355057,-10.832028,57443,5,2,2845.1134055258444,Q161076
57585,James Bond 007 contre Dr No,16,11.894737,0,157,116,-11.6250725,1.8007928,57585,3,15,5527.0,Q102754
58511,"La Planète des singes (film, 1968)",13,11.894737,0,126,172,-17.622805,5.4675155,58511,3,3,4933.458802308802,Q59534
59891,Minute de silence,1,10.947369,235,94,0,24.998579,-14.558031,59891,2,2,0.0,Q1068056
59927,Présent,3,16.631578,0,164,49,1.1833249,-9.010235,59927,8,12,0.0,Q427482
62241,Domitien,20,11.894737,0,148,245,16.570868,-17.61436,62241,3,8,3471.0000000000005,Q1423
63098,Royaume des Deux-Siciles,1,14.736842,235,94,0,18.365393,0.4254243,63098,6,3,2776.0,Q180393
63382,Guérande,5,10.0,185,97,239,-16.315142,13.990033,63382,1,13,0.0,Q501971
65177,Accords de Matignon (1988),19,24.210526,153,96,160,-4.685872,22.262333,65177,16,6,797.7501753993041,Q2822856
65212,Jean-Marie Tjibaou,19,25.157894,153,96,160,-16.335917,22.0934,65212,17,6,700.7189877172636,Q2589743
65606,Cardinal (religion),18,11.894737,193,77,88,-20.455404,24.07084,65606,3,3,2087.0,Q45722
65874,Abbaye,18,15.68421,193,77,88,-23.156546,3.9098516,65874,7,3,11841.543854260974,Q160742
66296,Roissy-en-France,18,10.0,193,77,88,-13.968905,-6.8222947,66296,1,3,0.0,Q680463
66977,Hydro-Québec,18,13.789474,193,77,88,-15.020627,19.67726,66977,5,1,70.63642729819203,Q167840
67155,Alain Corneau,11,13.789474,0,134,74,18.34406,21.169424,67155,5,5,4121.5,Q312280
67609,Violette Nozière,11,11.894737,0,134,74,18.403776,18.63674,67609,3,5,5462.59942694956,Q3560451
67756,Cuirassé,18,16.631578,193,77,88,7.0217867,20.374872,67756,8,1,4034.205288019351,Q182531
70554,Matthias Erzberger,6,11.894737,0,168,183,20.898811,-12.429394,70554,3,2,784.5701124314282,Q57755
72352,Mistinguett,6,10.0,0,168,183,5.8194017,-6.6843014,72352,1,2,0.0,Q235507
76003,Franc Pacifique,19,23.263157,153,96,160,19.151007,-17.811632,76003,15,6,1647.3341131091352,Q214393
76823,La Bête humaine (film),5,14.736842,185,97,239,2.0514882,-9.022529,76823,6,13,1439.8333333333335,Q830558
77027,Vladivostok,13,13.789474,0,126,172,13.873098,14.924796,77027,5,1,43728.73494338256,Q959
77710,Michel Joseph Maunoury,6,15.68421,0,168,183,-23.326807,22.939808,77710,7,2,66.27781387853803,Q81042
78009,Recording Industry Association of America,10,28.947369,54,124,233,2.1295545,10.748638,78009,21,0,124.64321603110734,Q200863
78123,Last Action Hero,13,10.0,0,126,172,17.306911,24.747087,78123,1,1,0.0,Q858840
78738,Zacarias Moussaoui,21,10.0,60,163,0,-15.553183,-15.151432,78738,1,0,0.0,Q139204
79233,Irkoutsk,13,12.842105,0,126,172,20.343771,-13.079165,79233,4,1,207.66489804550295,Q6576
79746,Direction de la Surveillance du territoire,21,18.526316,60,163,0,-23.58135,-3.074576,79746,10,1,3509.9504583325584,Q335787
80630,Romulus Augustule,20,10.947369,0,148,245,-5.823089,-6.9659896,80630,2,8,1392.0000000000002,Q130601
82149,Saguenay (ville),18,14.736842,193,77,88,21.931553,-14.206268,82149,6,1,693.1412839121665,Q139229
84325,Bataille de Tannenberg (1914),6,18.526316,0,168,183,15.540589,-23.835922,84325,10,2,542.7070763784651,Q153858
84701,Algériens de Nouvelle-Calédonie,19,11.894737,153,96,160,5.8697815,23.595581,84701,3,6,0.0,Q2836039
85377,John Pershing,6,16.631578,0,168,183,-1.639363,10.505509,85377,8,2,7755.846423700381,Q272383
87550,Edgard Pisani,1,10.947369,235,94,0,7.0867367,-12.953132,87550,2,2,697.0,Q1284283
88904,Impeachment,14,10.0,235,44,170,21.978092,-2.352787,88904,1,4,0.0,Q480498
91296,Lucien Bouchard,18,11.894737,193,77,88,-1.5524645,-12.031298,91296,3,1,2.0,Q1873388
91867,Coupe Stanley,18,10.0,193,77,88,20.518368,-17.69894,91867,1,1,0.0,Q211872
93840,Monica Seles,2,10.947369,114,121,10,-16.033484,4.243322,93840,2,9,697.0000000000001,Q173633
96423,Lynx boréal,18,11.894737,193,77,88,2.72999,8.143799,96423,3,1,49.441023324538236,Q43375
96864,Louis Vierne,1,10.0,235,94,0,20.866606,11.046729,96864,1,2,0.0,Q299669
97037,Spahis,6,13.789474,0,168,183,12.317648,-20.595482,97037,5,2,700.4558982683986,Q2996618
99445,Odoacre,20,10.947369,0,148,245,9.771041,-2.3040314,99445,2,8,697.0000000000001,Q103333
100408,Calendrier luni-solaire,3,22.315788,0,164,49,-3.6160512,-13.574416,100408,14,12,574.9377424639529,Q194235
100573,Tourbière,18,10.947369,193,77,88,1.5240855,5.098761,100573,2,1,0.0,Q1681353
102781,Innsbruck,11,10.0,0,134,74,20.862423,1.1480776,102781,1,5,0.0,Q1735
103533,Chambre basse,14,10.947369,235,44,170,8.861618,-9.721793,103533,2,4,0.0,Q375928
103536,Chambre haute,14,12.842105,235,44,170,14.639185,23.496445,103536,4,4,372.1730734248823,Q637846
104218,Famille Debré,11,11.894737,0,134,74,-16.38687,-5.5785446,104218,3,5,0.0,Q639513
104220,Robert Debré,11,12.842105,0,134,74,-24.084291,9.248162,104220,4,5,3465.0,Q743684
104396,Lhassa,21,11.894737,60,163,0,7.158367,20.50419,104396,3,1,59.496366390346395,Q5869
104407,Confédération des VIII cantons,18,10.0,193,77,88,-23.974232,-8.266605,104407,1,1,0.0,Q340787
109115,Ordre de la Francisque,6,11.894737,0,168,183,15.412211,-13.389427,109115,3,2,0.8333333333333334,Q1442352
110802,Ayatollah,21,10.0,60,163,0,10.662114,24.291084,110802,1,1,0.0,Q184402
112664,Jean-Louis Bruguière,21,12.842105,60,163,0,-8.861818,8.134193,112664,4,1,13.139041796198546,Q1684958
114140,Draveil,18,11.894737,193,77,88,-17.672352,17.717257,114140,3,3,839.3000000000002,Q242524
114461,Åland,18,17.578947,193,77,88,-3.0024014,-19.582695,114461,9,1,1974.8988914442568,Q5689
115236,Plácido Domingo,8,10.947369,255,42,47,-8.657609,-11.372334,115236,2,10,697.0,Q130853
115278,Bombardier (entreprise),21,11.894737,60,163,0,10.483606,-2.33782,115278,3,1,23.835553632842558,Q333498
115390,Cathédrale Notre-Dame du Havre,18,10.0,193,77,88,10.976998,-0.6712466,115390,1,3,0.0,Q2942295
115562,Partition des Indes,4,10.947369,152,129,0,19.783493,18.996506,115562,2,11,0.0,Q129053
115731,Fleury-devant-Douaumont,6,13.789474,0,168,183,-21.746325,-17.027313,115731,5,2,1429.445607881178,Q59254
115842,Sélestat,18,10.0,193,77,88,2.3758636,-18.782127,115842,1,1,0.0,Q22737
116078,Zita de Bourbon-Parme,6,10.0,0,168,183,-7.6256366,11.63136,116078,1,2,0.0,Q50926
116788,Parti conservateur (Royaume-Uni),18,12.842105,193,77,88,-13.317575,-20.058525,116788,4,1,1933.6221650860616,Q9626
117903,Moluques,18,10.0,193,77,88,21.455708,10.8107195,117903,1,1,0.0,Q3827
119274,Taux de chômage,18,13.789474,193,77,88,12.417603,17.876772,119274,5,1,1989.466666666667,Q1787954
120892,Académie Charles-Cros,10,30.842106,54,124,233,-12.959491,-4.686152,120892,23,0,757.3020131161679,Q413881
121060,American Broadcasting Company,14,25.157894,235,44,170,2.8894403,23.58823,121060,17,0,10898.931313779753,Q169889
122287,Émile Driant,6,13.789474,0,168,183,11.643388,-11.059476,122287,5,2,1421.864829284048,Q275053
123665,Abdelkrim el-Khattabi,6,10.0,0,168,183,1.5593908,-3.978525,123665,1,2,0.0,Q202650
126220,Kanaky,19,20.421053,153,96,160,7.5931425,8.348415,126220,12,6,2.0183621933621936,Q3192563
126673,Ingénieur du son,10,30.842106,54,124,233,19.751453,15.193485,126673,23,0,110.05277661645172,Q128124
127201,Liamine Zéroual,21,10.0,60,163,0,-22.711607,16.243711,127201,1,1,0.0,Q327127
127586,Île Jan Mayen,18,14.736842,193,77,88,14.599578,10.550739,127586,6,1,1242.7359711628126,Q14056
127862,Rimouski,18,10.947369,193,77,88,10.433117,23.19834,127862,2,1,0.0,Q1336
128032,Zachary Taylor,18,10.947369,193,77,88,15.201545,3.4012387,128032,2,1,55.569047619047616,Q11896
128543,Erevan,18,14.736842,193,77,88,-16.605349,-24.11818,128543,6,1,2209.3580250200175,Q1953
130423,Ispahan,18,13.789474,193,77,88,-16.231766,20.022177,130423,5,1,1351.4510464953632,Q42053
131992,Norodom Sihanouk,13,14.736842,0,126,172,4.7260504,-5.002977,131992,6,1,3555.80049375491,Q160318
135932,Calendrier persan,3,14.736842,0,164,49,18.93455,-20.081886,135932,6,12,304.58393502490725,Q950135
139025,Encyclopædia Britannica,18,15.68421,193,77,88,11.221268,9.104236,139025,7,1,2828.9120860621515,Q455
144615,François Périer,11,15.68421,0,134,74,-17.09815,-13.697296,144615,7,5,14452.80927674307,Q1451173
144889,Eugène Cavaignac (homme politique),1,10.947369,235,94,0,-21.889887,-20.69529,144889,2,3,0.0,Q379702
144995,Bergen (Norvège),18,12.842105,193,77,88,15.7909,2.170944,144995,4,1,2088.0,Q26793
146236,Parolier,10,41.263157,54,124,233,16.108732,-19.58331,146236,34,0,586.6715941929701,Q822146
147192,Jacques Dynam,16,11.894737,0,157,116,20.91788,-1.5239348,147192,3,15,697.0,Q981564
148638,Fjord (cheval),18,10.947369,193,77,88,-7.073212,-1.8070637,148638,2,1,0.0,Q857040
149274,Thierry Breton,19,10.0,153,96,160,-23.315672,-19.370794,149274,1,6,0.0,Q2142823
151438,Martine Carol,11,11.894737,0,134,74,4.481154,-19.701637,151438,3,5,3855.7786351762948,Q241222
151825,La Grande Illusion,5,10.947369,185,97,239,-24.185335,6.3263865,151825,2,13,0.0,Q470336
154890,Dhimmi,21,11.894737,60,163,0,1.0124193,21.287434,154890,3,1,3.2595238095238077,Q273603
155179,Dominique Bussereau,1,10.0,235,94,0,-22.214361,11.624025,155179,1,2,0.0,Q63628
157918,José Carreras,8,10.947369,255,42,47,6.388714,-14.929271,157918,2,10,1392.0,Q485165
158029,Ernest Borgnine,11,10.947369,0,134,74,-11.141285,-23.008362,158029,2,5,6029.358399020333,Q102551
161438,Algonquins,18,10.947369,193,77,88,24.455387,-22.568459,161438,2,1,0.0,Q135863
164172,Grande-Moravie,18,10.0,193,77,88,20.34427,-24.515835,164172,1,1,0.0,Q193152
165509,Crocodilia,18,10.947369,193,77,88,10.735636,9.753694,165509,2,1,0.0,Q25363
166747,Métro de Bruxelles,18,12.842105,193,77,88,0.7321765,4.1671762,166747,4,1,1909.463993106777,Q506298
167003,Cheval de selle,6,10.0,0,168,183,-8.740553,2.0260777,167003,1,2,0.0,Q2962941
170376,Nancy Pelosi,14,18.526316,235,44,170,-1.8662878,-19.121964,170376,10,4,1399.0465329991648,Q170581
171581,Parti communiste chinois,21,11.894737,60,163,0,-2.4088867,18.272833,171581,3,1,23.30776445776446,Q17427
172567,Hassan du Maroc,21,11.894737,60,163,0,9.735514,14.89065,172567,3,1,0.0,Q276961
177530,Kava,19,10.0,153,96,160,9.002913,16.095507,177530,1,6,0.0,Q161067
179097,Ateliers nationaux,1,10.947369,235,94,0,22.156532,0.38674328,179097,2,3,5033.762476998204,Q1330971
179883,Anticléricalisme,1,13.789474,235,94,0,12.57415,16.697514,179883,5,3,10566.770100695763,Q478004
181132,Putsch de la Brasserie,6,10.947369,0,168,183,14.32708,-11.077303,181132,2,2,0.0,Q36749
181688,Unification allemande,18,11.894737,193,77,88,-12.405424,6.2190084,181688,3,1,605.7987523876476,Q154705
181772,Ordre des Chartreux,18,10.947369,193,77,88,14.273753,5.417678,181772,2,3,697.0,Q220979
183390,Jean-François Parot,5,12.842105,185,97,239,15.620624,-8.575657,183390,4,13,1393.0,Q3165809
184535,Joseph Priestley,18,10.0,193,77,88,8.218911,-12.876749,184535,1,1,0.0,Q159636
188100,Marat Safin,2,10.947369,114,121,10,-23.787138,-8.599783,188100,2,9,1.5,Q133318
188677,Kareem Abdul-Jabbar,9,11.894737,41,139,0,2.2239957,2.256651,188677,3,16,1392.0,Q179051
192979,La Guerre des boutons (roman),5,12.842105,185,97,239,4.6960845,19.534468,192979,4,13,344.0,Q3209669
194509,Jefferson Davis,18,11.894737,193,77,88,24.787502,10.465179,194509,3,1,349.17307062840524,Q162269
199470,Laurent Boutonnat,8,11.894737,255,42,47,-5.5426154,-22.324543,199470,3,10,8677.265906856166,Q2580403
199563,Norilsk,13,11.894737,0,126,172,15.26851,-14.118963,199563,3,1,0.0,Q175517
200296,Marie-Josée Croze,8,13.789474,255,42,47,-11.190963,14.817321,200296,5,10,5931.421196794577,Q239341
201040,Katioucha,21,10.0,60,163,0,-8.225809,-4.182989,201040,1,1,0.0,Q192223
203135,Acide picrique,18,10.0,193,77,88,19.173702,-10.469099,203135,1,1,0.0,Q189298
203379,Simone Simon,5,10.0,185,97,239,6.215732,1.093546,203379,1,13,0.0,Q253239
203701,Liste des dépendances et territoires à souveraineté spéciale,18,21.36842,193,77,88,2.8648708,4.0863757,203701,13,1,4215.700498747937,Q28549900
205337,Karl Malone,9,10.947369,41,139,0,-10.241229,-5.977575,205337,2,16,0.0,Q199896
209199,Steve Ditko,13,11.894737,0,126,172,-22.045635,-16.939444,209199,3,3,0.0,Q355652
213289,Conseil nordique,18,11.894737,193,77,88,-10.544379,4.177832,213289,3,1,0.5,Q146165
220211,Mitt Romney,14,16.631578,235,44,170,-1.5947673,-5.6391325,220211,8,4,2905.054312560829,Q4496
220276,Assaut sur le central 13,18,10.947369,193,77,88,-15.158025,-18.305449,220276,2,1,80.58385547567354,Q1167735
221546,Mauna Loa,13,10.0,0,126,172,16.111355,-7.537604,221546,1,3,0.0,Q159762
221879,Bataille de Midway,18,12.842105,193,77,88,9.414829,-13.920454,221879,4,1,4204.3313028873245,Q173034
222204,François de Closets,11,10.947369,0,134,74,11.21041,-16.545311,222204,2,5,697.0,Q3086163
222392,Cigogne blanche,18,13.789474,193,77,88,-18.051868,-2.1785283,222392,5,1,788.9966054941857,Q25352
224430,Reuters,21,26.105263,60,163,0,10.772842,-23.299206,224430,18,1,5035.903134054422,Q130879
227931,Îles Lofoten,18,10.0,193,77,88,-1.3941216,-20.491888,227931,1,1,0.0,Q186822
227962,Économie de la Tunisie,18,13.789474,193,77,88,-2.7403166,18.110939,227962,5,1,154.00997360589542,Q2914386
235574,Musique folk,10,31.789473,54,124,233,-10.886165,-2.437339,235574,24,0,6914.562390294733,Q43343
235731,Spider-Man 2,13,10.0,0,126,172,16.586609,0.08186957,235731,1,3,0.0,Q190145
238672,Robert Musil,11,10.947369,0,134,74,-9.078554,7.5852633,238672,2,5,697.0,Q78487
239185,Journées de Juin,1,12.842105,235,94,0,-3.7624114,-7.7837653,239185,4,3,5669.150481738075,Q671542
240113,Navire de guerre,18,11.894737,193,77,88,-21.298208,-2.6871905,240113,3,1,0.0,Q3114762
241165,Omnibus,20,10.0,0,148,245,-22.65398,-20.314444,241165,1,8,0.0,Q750164
245960,Raúl Castro,21,10.0,60,163,0,12.877838,24.389465,245960,1,1,0.0,Q46809
247798,Robert Paxton,6,13.789474,0,168,183,-22.124498,-7.8998313,247798,5,2,359.8333333333334,Q1229212
247867,Jeff Sessions,14,10.947369,235,44,170,-8.099282,-7.4250245,247867,2,4,0.0,Q358443
248664,Liste des résultats des élections présidentielles américaines,14,10.0,235,44,170,-17.799171,-15.45994,248664,1,4,0.0,Q3254275
248706,Pierre Guyotat,12,12.842105,175,95,13,-17.666357,-7.9878783,248706,4,7,2085.5,Q3385406
251863,"La Planète des singes (film, 2001)",13,11.894737,0,126,172,20.41044,0.012052783,251863,3,3,4157.0,Q469624
254759,Charles Mangin,6,16.631578,0,168,183,6.6524706,-24.64484,254759,8,2,1833.4745569216116,Q508659
254966,Ouvéa,19,28.0,153,96,160,5.978915,-20.602926,254966,20,6,9.258171330585121,Q9736
255176,Super Metroid,18,10.947369,193,77,88,21.663166,-1.8963535,255176,2,1,598.8470741940616,Q1194825
257868,Tortue peinte,18,14.736842,193,77,88,-24.546276,20.52999,257868,6,1,2843.966241515325,Q199203
258429,Bataille de la crête de Vimy,6,16.631578,0,168,183,-21.256031,-2.234209,258429,8,2,129.0263282407073,Q393299
264124,Blanchette Brunoy,5,11.894737,185,97,239,2.0501542,16.019592,264124,3,13,1182.180143488167,Q2906056
266249,Hanna Schygulla,8,12.842105,255,42,47,17.800318,-1.1393874,266249,4,10,2085.0,Q28921
267930,Laura Ingalls Wilder,4,13.789474,152,129,0,-8.764601,16.691677,267930,5,11,21.85324194555746,Q237514
267958,Loi Falloux,1,11.894737,235,94,0,-8.237355,6.6867933,267958,3,3,23305.16726897856,Q3258177
271932,LeBron James,9,10.947369,41,139,0,-8.17349,-10.34666,271932,2,16,0.0,Q36159
289211,Kelly Rowland,10,17.578947,54,124,233,8.806803,3.1703763,289211,9,0,9.648506112051,Q184249
290418,Urbain Grandier,11,10.0,0,134,74,1.6182753,-6.613829,290418,1,5,0.0,Q726036
290503,Fabien Onteniente,11,13.789474,0,134,74,10.849827,1.2340752,290503,5,5,2779.5,Q3063643
291144,Groupe islamique armé,21,19.473684,60,163,0,-7.439339,9.646397,291144,11,1,1435.5499508499058,Q1125408
304717,Chaîne des Cascades,18,12.842105,193,77,88,-17.292616,22.568966,304717,4,1,308.66023374416113,Q4558
307200,Brandy Norwood,10,19.473684,54,124,233,-7.8549685,15.335711,307200,11,0,854.8501210572372,Q690974
310246,Ali Khamenei,21,13.789474,60,163,0,-19.97906,-13.1670065,310246,5,1,925.8522860128098,Q57336
311191,Douaumont,6,13.789474,0,168,183,-23.397955,22.05462,311191,5,2,220.13781401480966,Q1113111
311197,Les Éparges,5,10.947369,185,97,239,18.570074,15.506575,311197,2,13,0.0,Q1386845
314128,Banlieue 13,18,10.947369,193,77,88,16.553375,-9.500997,314128,2,1,0.0,Q70069
314256,The Beatles (album),10,11.894737,54,124,233,-15.888108,-14.55241,314256,3,0,0.0,Q3295515
317431,Belleau (Aisne),6,10.0,0,168,183,21.982485,-20.485992,317431,1,2,0.0,Q578176
318522,Pierre de Bousquet de Florian,21,10.947369,60,163,0,21.075308,-24.850554,318522,2,1,0.0,Q3387463
321642,Colt Python,11,10.947369,0,134,74,3.0820081,-18.214619,321642,2,5,0.0,Q15726
326589,Buzancy (Ardennes),6,10.0,0,168,183,5.5601053,-10.552639,326589,1,2,0.0,Q609927
327827,Mona Ozouf,1,11.894737,235,94,0,-1.0011555,17.33682,327827,3,3,1275.2917878098915,Q465440
329513,Autoroute A86 (France),21,11.894737,60,163,0,-10.737998,3.3585868,329513,3,1,0.9123376623376623,Q788981
336906,Petula Clark,15,10.0,192,192,192,-20.950954,-21.897087,336906,1,0,0.0,Q236212
337205,Attentat du RER B à Saint-Michel,21,15.68421,60,163,0,-12.164597,-22.655289,337205,7,1,302.60366219410696,Q2869997
337216,Boualem Bensaïd,21,12.842105,60,163,0,-6.143417,-21.187319,337216,4,1,0.0,Q2911921
340544,Vladimir Vetrov,21,10.0,60,163,0,-1.9404154,15.154764,340544,1,1,0.0,Q768890
341023,Excelsior,13,10.947369,0,126,172,-12.962731,-19.522089,341023,2,3,178.17924639436123,Q298321
346780,Louis Pergaud,5,13.789474,185,97,239,-1.6242262,16.82333,346780,5,13,8232.0,Q602468
347621,Katherine MacGregor,4,14.736842,152,129,0,-2.471251,4.8427672,347621,6,11,1454.0499576901962,Q435455
353303,Marie Besnard,11,12.842105,0,134,74,1.0301018,21.941652,353303,4,5,3295.8030464918147,Q446006
353912,Histoire de la Suède,18,11.894737,193,77,88,8.906185,24.233576,353912,3,1,128.7666208212645,Q201350
