,Label,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
10900555,Matthijs de Ligt,33.225807,0,148,245,-10.158818,14.961011,10900555,9,15,32.26903350627775,Q26259982
10905985,Gilles Le Gendre,12.903226,193,77,88,-19.884048,-9.744903,10905985,2,9,0.0,Q30528115
10915434,Romain Ntamack,12.903226,0,160,220,-15.93293,-6.942078,10915434,2,23,1117.0,Q30223019
10918399,Un prof pas comme les autres 2,15.806452,0,168,183,3.2019427,-3.3594747,10918399,3,5,1117.0,Q20950352
10934619,Laetitia Avia,15.806452,193,77,88,-2.3572502,6.291919,10934619,3,9,0.5,Q30339351
10934634,Adrien Quatennens,10.0,0,126,172,-6.114248,0.6009445,10934634,1,11,0.0,Q30385935
10934863,Mathilde Panot,15.806452,193,77,88,-19.292345,-20.088783,10934863,3,9,639.3887672121579,Q30343128
10934918,Amélie de Montchalin,36.129032,193,77,88,-17.144394,-19.418562,10934918,10,9,327.29826199887606,Q30379410
10935317,Sonia Krimi,10.0,193,77,88,9.241013,-19.030037,10935317,1,9,0.0,Q30349588
10935503,Pierre Person,12.903226,193,77,88,-0.5253366,4.2818255,10935503,2,9,7.321825396825396,Q30496487
10935914,Sacha Houlié,15.806452,193,77,88,-21.839596,-8.524618,10935914,3,9,627.1919547862607,Q30349465
10936122,Gabriel Attal,33.225807,193,77,88,-2.7527776,-12.433062,10936122,9,9,9746.375054851924,Q30339350
10936163,Yaël Braun-Pivet,15.806452,193,77,88,-14.87472,7.693937,10936163,3,9,1125.009595959596,Q30339422
10936567,Cendra Motin,15.806452,193,77,88,13.299786,22.949898,10936567,3,9,634.9579158754477,Q30339246
10937067,Carole Bureau-Bonnard,18.709677,193,77,88,0.5441769,-1.647147,10937067,4,9,639.3887672121579,Q30341815
10938252,Groupe La République en marche (Assemblée nationale),47.741936,193,77,88,6.0661206,-2.9653366,10938252,14,9,11121.80091243998,Q30584989
10971586,Place Maurice-Audin (Alger),12.903226,0,126,172,-6.6788144,5.247022,10971586,2,11,0.0,Q34177303
10979578,Maurice Simon (juge),10.0,0,168,183,19.770916,19.191376,10979578,1,5,0.0,Q32982697
10995919,Retardateur de flamme,12.903226,0,134,74,-14.756267,9.327329,10995919,2,19,6672.0,Q902863
11010206,Patrick Cutrone,10.0,54,124,233,4.479321,14.913934,11010206,1,7,0.0,Q28377792
11038793,"11 septembre (film, 2017)",18.709677,153,96,160,-2.6845157,7.750426,11038793,4,16,0.0,Q28536668
11090337,Club des Cent (football),30.32258,0,148,245,2.0343099,-6.1932325,11090337,8,15,1605.5624892651097,Q2777966
11102508,"High Life (film, 2018)",10.0,185,97,239,16.70736,-2.0733378,11102508,1,10,0.0,Q33129472
11112891,Laurie Delhostal,12.903226,0,160,220,-3.743375,3.1918905,11112891,2,23,24112.0,Q41672791
11114439,Ouragan Maria,21.612904,192,192,192,-17.279436,20.652296,11114439,5,13,40793.402111669806,Q40178187
11131137,Ethan Ampadu,12.903226,235,94,0,24.876219,20.113556,11131137,2,3,14.949999999999998,Q26250324
11158210,Un prof pas comme les autres 3,12.903226,0,168,183,12.886318,7.060534,11158210,2,5,0.0,Q28542228
11218142,Rafał Kurzawa,10.0,235,94,0,17.12545,-9.431184,11218142,1,3,0.0,Q20829557
11246649,Équipe de France de football en 2018,39.032257,0,148,245,-21.010427,11.106926,11246649,11,15,4774.509045575086,Q48753319
11313128,Le Fils (pièce de théâtre),18.709677,0,134,135,-2.187221,-8.185921,11313128,4,0,7647.274169584655,Q48754465
11364624,Équipe des Pays-Bas de football à la Coupe du monde 1998,10.0,235,94,0,6.1504207,-19.233572,11364624,1,3,0.0,Q1477720
11373015,Kevin Mbabu,12.903226,235,94,0,-8.910568,23.606121,11373015,2,3,0.0,Q6396879
11376368,Affaire du motel Algiers,12.903226,60,163,0,19.689392,-13.211863,11376368,2,13,0.0,Q7713092
11384018,Liste de séismes en 2018,12.903226,60,163,0,-21.025402,-15.834202,11384018,2,2,1117.0,Q47090533
11410986,Sofiane Alakouch,21.612904,54,124,233,15.5632925,-18.88071,11410986,5,7,0.5,Q27671473
11411771,Grand Prix automobile de Singapour 2018,15.806452,192,192,192,-17.897373,-24.63796,11411771,3,17,3344.999999999999,Q48311316
11466906,Loni Anderson,10.0,253,0,107,3.251133,2.8709598,11466906,1,22,0.0,Q266340
11467250,Frenkie de Jong,30.32258,0,148,245,-5.696128,-12.131179,11467250,8,15,16.728413015657264,Q19898898
11514058,Album Mariani,15.806452,60,163,0,-24.900206,-10.44553,11514058,3,4,0.5,Q56318317
11549608,Grégory Guillotin,15.806452,0,168,183,20.283354,13.983797,11549608,3,21,18794.958722708117,Q50826407
11551490,Sergueï Skripal,15.806452,152,129,0,-0.7373241,-5.672385,11551490,3,6,0.5,Q3742411
11564358,Sibyle Veil,15.806452,60,163,0,-8.085774,-16.484152,11564358,3,2,7783.0,Q33105437
11571923,Umut Bozok,10.0,54,124,233,22.693289,24.403233,11571923,1,7,0.0,Q36432583
11602468,Élections législatives rwandaises de 2018,10.0,152,129,0,18.52867,-8.654129,11602468,1,6,0.0,Q50494754
11604880,Empoisonnement de Sergueï et Ioulia Skripal,24.516129,152,129,0,17.26386,22.327013,11604880,6,6,16326.016500200545,Q50415393
11636500,Mohamed Farès,12.903226,235,94,0,-0.7787906,15.224202,11636500,2,3,0.0,Q18719399
11671823,Meurtres en Cornouaille,15.806452,192,192,192,-23.245226,-19.49081,11671823,3,4,6680.0,Q55598616
11698492,Rose Delaunay,12.903226,60,163,0,-2.6262124,13.464861,11698492,2,4,0.0,Q53247145
11736958,Villa Viardot (Bougival),18.709677,0,134,74,-5.742941,7.2574654,11736958,4,19,2232.0,Q54556621
11747421,Emre Akbaba,10.0,235,94,0,4.7185745,14.755228,11747421,1,3,0.0,Q17540063
11830941,Brett Kavanaugh,12.903226,152,129,0,15.975297,3.1655962,11830941,2,6,0.0,Q4962244
11855694,Alexandre Benalla,15.806452,193,77,88,16.260368,-4.374544,11855694,3,9,2233.0,Q55649583
11858016,Benalla,10.0,193,77,88,-20.146748,-6.059535,11858016,1,9,0.0,Q22931436
11971729,Élections municipales suédoises de 2018,30.32258,175,95,13,13.479137,-4.4927588,11971729,8,13,0.0,Q56244426
11971732,Élections régionales suédoises de 2018,30.32258,175,95,13,-8.734911,0.025864221,11971732,8,13,0.0,Q56244417
11996887,Mademoiselle de Joncquières,10.0,192,192,192,-19.96627,16.770597,11996887,1,4,0.0,Q56276944
12008174,Séisme de 2018 à Hokkaidō,10.0,60,163,0,5.4363847,15.338224,12008174,1,2,0.0,Q56483720
12011009,Le Poulain,18.709677,193,77,88,-20.916204,9.16532,12011009,4,9,20517.739772233635,Q57000010
12016537,IPhone XS,21.612904,60,163,0,19.866314,-11.382862,12016537,5,4,5566.0,Q56599248
12016541,IPhone XR,21.612904,60,163,0,22.839647,17.073751,12016541,5,4,559.5,Q56599334
