Source,Target,Type,Id,Label,timeset,Weight
1051,159182,Undirected,0,323.1811483116915,,323.181152
1051,917194,Undirected,1,200.11835629987146,,200.118362
1200,31491,Undirected,2,330.7988325561176,,330.798828
1200,106418,Undirected,3,152.49771907155866,,152.497726
1200,454450,Undirected,4,312.8206151431397,,312.820618
1200,675130,Undirected,5,353.25429313912724,,353.254303
1200,685311,Undirected,6,298.50788433752234,,298.507874
1200,2641938,Undirected,7,321.0368615538239,,321.036865
1750,47898,Undirected,8,357.6652084875199,,357.665222
1750,300820,Undirected,9,348.7950028122346,,348.795013
1750,398603,Undirected,10,340.1017777749871,,340.101776
1750,547482,Undirected,11,339.18216189087536,,339.182159
1750,555791,Undirected,12,354.1509607049704,,354.15097
1750,1333518,Undirected,13,354.668334077825,,354.668335
1750,1334579,Undirected,14,357.33250126957415,,357.332489
1750,1338249,Undirected,15,359.182692553008,,359.182678
1750,1342550,Undirected,16,356.8589820152557,,356.858978
1750,1342636,Undirected,17,350.22448244829496,,350.224487
1750,1342700,Undirected,18,354.91063413598494,,354.910645
1750,1342780,Undirected,19,348.9885332301574,,348.988525
1750,1345866,Undirected,20,353.7584821182105,,353.758484
1750,1345893,Undirected,21,334.79656091672956,,334.79657
1750,1353713,Undirected,22,326.83866975177887,,326.838684
1750,1366758,Undirected,23,355.85588906398715,,355.855896
1750,1646910,Undirected,24,348.3337969831395,,348.333801
1750,1858764,Undirected,25,353.23414950369516,,353.234161
1750,2681222,Undirected,26,354.3802034747167,,354.380219
1750,2681772,Undirected,27,331.9415103894399,,331.941498
1750,2681920,Undirected,28,358.11094735431334,,358.110962
1750,2799359,Undirected,29,314.2918144329123,,314.291809
1750,2999955,Undirected,30,277.8834077793844,,277.883423
1750,4148265,Undirected,31,350.8981230530844,,350.898132
1750,4157829,Undirected,32,102.68206258225086,,102.68206
1750,5485600,Undirected,33,322.0475542451436,,322.047546
1750,7573137,Undirected,34,340.44597253208144,,340.445984
1750,8617558,Undirected,35,352.1192371583648,,352.119232
1750,8897645,Undirected,36,358.9559928141437,,358.955994
1750,13673534,Undirected,37,347.10594822322315,,347.105957
1750,15273780,Undirected,38,323.5184706558381,,323.518463
1750,16915776,Undirected,39,349.1052215885719,,349.105225
1750,26166983,Undirected,40,245.8697725686514,,245.869766
1750,36313258,Undirected,41,190.18738934682005,,190.187393
1750,47155961,Undirected,42,247.48685046181552,,247.486847
1750,47374115,Undirected,43,348.65912947432173,,348.659119
1750,47662622,Undirected,44,335.0545877132599,,335.054596
1791,577570,Undirected,45,271.9728845766792,,271.97287
1791,1931092,Undirected,46,52.48763263965495,,52.487633
1791,3219130,Undirected,47,150.00537223999322,,150.005371
1791,21398374,Undirected,48,122.17791645758363,,122.177917
1791,30462409,Undirected,49,110.3203131731125,,110.320312
1791,47083707,Undirected,50,142.1979448879895,,142.197952
1791,58664375,Undirected,51,242.00632005123404,,242.006317
2238,2340,Undirected,52,306.5266233575533,,306.526611
2238,27424964,Undirected,53,294.29749609800405,,294.297485
2340,27424964,Undirected,54,353.6508743849904,,353.650879
4754,85917,Undirected,55,279.94743878139553,,279.947449
4754,577570,Undirected,56,345.3024122118785,,345.302399
4754,3219130,Undirected,57,261.09137885528264,,261.09137
4754,58664375,Undirected,58,251.8851527771154,,251.885147
5574,2843775,Undirected,59,176.5001178099571,,176.500122
6446,57559,Undirected,60,355.93461232917565,,355.934601
6446,245653,Undirected,61,75.70008132579312,,75.700081
6446,2507104,Undirected,62,297.76772383050456,,297.767731
6446,51106192,Undirected,63,95.10395961291844,,95.103958
6696,360246,Undirected,64,148.67265118956453,,148.672653
6696,1053370,Undirected,65,166.34263015909934,,166.342636
6696,2843775,Undirected,66,118.00993287322694,,118.009933
7034,236104,Undirected,67,358.7529258989946,,358.75293
7034,265083,Undirected,68,358.55056593942595,,358.550568
7034,383395,Undirected,69,347.0267970775993,,347.026794
7034,485670,Undirected,70,358.47602059057016,,358.476013
7034,507722,Undirected,71,123.80759009180524,,123.807587
7034,518862,Undirected,72,317.1011081768706,,317.101105
7034,543691,Undirected,73,279.845976911961,,279.845978
7034,554888,Undirected,74,344.83393140630034,,344.833923
7034,561893,Undirected,75,356.80160101054645,,356.801605
7034,586715,Undirected,76,120.80182700477428,,120.801826
7034,764408,Undirected,77,319.5825458915474,,319.58255
7034,950216,Undirected,78,105.55611908895493,,105.556122
7034,1172173,Undirected,79,99.98773059056167,,99.987732
7034,2070801,Undirected,80,339.17447226620226,,339.174469
