,Id,Label,modularity_class,Cluster,Degree,clustering,Qid
0,55232472,2019 CFL season,19,0,15,0.28571399999999997,Q60526029
1,3946242,Eimuntas Nekrošius,6,5,1,0.0,Q2525451
2,8161118,Bobby Carpenter (American football),19,0,3,0.333333,Q4845743
3,51544610,Florence Kasumba,2,4,5,1.0,Q1429374
4,692976,Beorhtwulf of Mercia,27,14,13,0.910256,Q818588
5,50514830,Tammy Abraham,15,3,1,0.0,Q24050378
6,14590846,List of active Ukrainian Navy ships,15,3,12,0.46969700000000003,Q3206285
7,38834392,ARA San Juan (S-42),26,8,19,0.157895,Q5653859
8,57089040,American Soul,2,4,2,0.0,Q55080214
9,2648856,Jane Eyre (1943 film),6,5,2,0.0,Q1217369
10,11977166,Ilyushin Il-112,3,2,1,0.0,Q1982240
11,53748336,Jonnu Smith,19,0,3,0.666667,Q29453129
12,332134,Bill Fagerbakke,28,2,12,1.0,Q591238
13,10444102,Science and technology of the Song dynasty,1,7,6,0.13333299999999998,Q427777
14,20034776,Tray Blackmon,19,0,1,0.0,Q7836479
15,14501954,Are You Experienced? (song),23,7,12,0.8939389999999999,Q2860770
16,2383372,Rita Johnson,6,5,1,0.0,Q1703957
17,201112,Mario Bunge,30,6,2,1.0,Q708853
18,5729648,Nicolas Mahut,20,4,8,0.321429,Q317974
19,1226632,Tina Hobley,1,1,1,0.0,Q4555364
20,36894194,Trézéguet (Egyptian footballer),11,1,9,0.194444,Q6734350
21,3882218,Programming language theory,17,3,4,0.666667,Q2670534
22,16172170,Connie Talbot,23,7,6,0.4,Q230470
23,1352224,United States circuit court,3,2,1,0.0,Q7892368
24,36682390,Bobak Ferdowsi,17,3,1,0.0,Q4595122
25,2804704,Gone with the Wind (film),4,4,12,0.090909,Q2875
26,16491946,Chen Chi-mai,18,20,7,0.28571399999999997,Q5090717
27,55089196,Feleipe Franks,19,0,3,0.0,Q38204090
28,909006,1900 (film),23,7,20,0.657895,Q124697
29,2888384,Henry Daniell,6,5,2,0.0,Q1369906
30,1833654,Diverging diamond interchange,10,2,5,0.3,Q13586568
31,54088,Harry Palmer,6,5,2,1.0,Q1749168
32,11659694,List of the oldest living people,15,3,2,0.0,Q2078878
33,28323576,Ben Purkiss,11,1,7,0.52381,Q4886315
34,7034,Cruiser,24,3,19,0.16959100000000002,Q104843
35,37601302,Whitehouse High School,11,1,1,0.0,Q17065069
36,1669640,England national football team records and statistics,11,1,8,0.178571,Q5378035
37,44316528,Michigan IMG Sports Network,19,0,4,0.333333,Q18763620
38,2569570,Turf Moor,0,1,4,0.0,Q683112
39,16706134,Salish Wool Dog,4,4,3,0.333333,Q7404847
40,4173540,Friday on My Mind,1,11,3,1.0,Q919655
41,15548838,Primal Scream discography,1,1,2,1.0,Q7243046
42,43659046,Florent Hadergjonaj,0,1,6,0.733333,Q17612369
43,57863442,2018–19 IIHF Continental Cup,11,1,2,1.0,Q55435557
44,547482,Andamanese languages,5,9,16,0.583333,Q32940
45,3500262,"Paul Robinson (footballer, born December 1978)",11,1,3,0.333333,Q725397
46,8548856,Shawna Waldron,19,0,1,0.0,Q454818
47,50375864,Trevor Davis,19,0,6,1.0,Q24765462
48,49422336,Cha Jun-hwan,15,3,1,0.0,Q21825093
49,36881830,Aleksander Čeferin,11,1,1,0.0,Q26819142
50,6673634,Ranjit Chowdhry,16,8,2,1.0,Q7293154
51,2580516,KTVA,8,16,1,0.0,Q6339252
52,2473406,Tony Warner,11,1,1,0.0,Q1085237
53,22567388,Sebastian Vollmer,19,0,1,0.0,Q124879
54,950216,Grisha-class corvette,15,3,13,0.371795,Q761869
55,217750,The Whisperers,3,22,1,0.0,Q1134147
56,65504,John Poindexter,3,2,4,0.5,Q348163
57,27261798,Chris Skidmore,1,2,2,0.0,Q391526
58,32481016,International Business Times,3,2,17,0.022059,Q6510653
59,1060880,Cha Bum-kun,11,1,2,0.0,Q346751
60,426670,USS Tang (SS-306),26,8,1,0.0,Q3544060
61,49398052,Yukultji Napangati,5,9,4,1.0,Q12860172
62,26020338,Jean Muir (actress),6,5,3,0.0,Q541069
63,10602046,List of Atlanta Falcons starting quarterbacks,19,0,3,0.333333,Q15628924
64,2950170,Race and appearance of Jesus,15,3,1,0.0,Q7278932
65,27397178,History of rugby union matches between Munster and New Zealand,12,1,9,0.194444,Q5868738
66,20713710,John Carter (Texas politician),17,15,7,0.666667,Q369814
67,2819206,David Edelstein,28,2,3,0.0,Q5233259
68,8827552,Kevin Wilson (American football),19,0,4,0.333333,Q6397297
69,2701420,Nafisa Ali,16,8,2,0.0,Q3595559
70,1342636,South Andaman Island,5,9,20,0.5473680000000001,Q1473243
71,4762820,WGN Morning News,6,5,1,0.0,Q7949872
72,177496,"Albert Grey, 4th Earl Grey",19,0,7,0.761905,Q333336
73,48584276,Juliana Awada,15,3,2,0.0,Q20645466
74,1450118,Esma Cannon,11,23,1,0.0,Q5398368
75,58025318,2018 Alamo Bowl,19,0,10,0.6,Q56062874
76,1071538,The Return of the Archons,28,2,1,0.0,Q3487430
77,60280,Margaret Atwood,3,2,3,0.0,Q183492
78,13495618,Bengals–Browns rivalry,19,0,7,0.333333,Q4887705
79,49429724,Srirastu Subhamastu,6,13,1,0.0,Q23013815
80,3382014,Elizabeth May,21,2,2,0.0,Q445620
81,45146256,Innate resistance to HIV,1,7,5,0.6,Q19760783
82,91052,Taiwan Strait,24,3,1,0.0,Q127031
83,2147572,Kendall Gill,6,5,2,1.0,Q1424397
84,6537930,Berners Street hoax,15,3,2,0.0,Q4894124
85,57112196,Jessica Jones (season 3),25,4,2,1.0,Q55322357
86,6311052,United States Davis Cup team,20,4,7,1.0,Q1389353
87,57881144,Chad Kanoff,19,0,1,0.0,Q55584468
88,1750,Andaman Islands,5,9,37,0.28228200000000003,Q186233
89,685328,Sports league,11,1,4,0.833333,Q623109
90,4681476,Ambarisha,6,13,2,1.0,Q2564371
91,37858030,Anthony Lopes,15,3,1,0.0,Q1392235
92,1607446,Jane Skinner,16,8,1,0.0,Q6152775
93,55362964,Abdul Latif Jameel,21,2,1,0.0,Q12239138
94,25070018,Southern Gas Corridor,15,3,1,0.0,Q7569944
95,37310642,Andrew Nabbout,11,1,11,0.909091,Q24237
96,339562,Camera lucida,11,1,2,1.0,Q740662
97,518436,The Scotsman,1,1,18,0.006536,Q1049657
98,58603502,Ivanhorod Einsatzgruppen photograph,15,3,7,0.52381,Q55424114
99,8576918,Blood and Sand (1941 film),6,5,1,0.0,Q1795987
100,38802918,Georgi Plekhanov,30,6,4,0.166667,Q182905
101,1874546,Arizona Stadium,19,0,11,0.2,Q947065
102,5013082,Snowed Under,6,5,5,0.1,Q19363842
103,88678,The Lion King,2,4,42,0.204413,Q36479
104,26522464,Pat Walshe,4,4,2,0.0,Q3897558
105,17256340,Jilava massacre,15,3,3,1.0,Q2070808
106,4081870,Oakville Assembly,21,2,2,0.0,Q2476473
107,39145444,Partner (1968 film),23,7,16,0.908333,Q751846
108,3713668,Second City derby,0,1,4,0.166667,Q2566213
109,10652530,2004 Cleveland Browns season,19,0,3,0.666667,Q4602640
110,1904584,Anthony Grant,9,12,2,0.0,Q4772615
111,1973680,Audenshaw Reservoirs,14,9,5,1.0,Q4819684
112,1244968,First contact (anthropology),5,9,1,0.0,Q2090195
113,510764,Einsatzgruppen,15,3,9,0.333333,Q152543
114,1444470,Jill Talley,28,2,11,1.0,Q1769264
115,42545064,Olavina Udugore,6,13,4,0.5,Q15717047
116,35623176,Memphis Depay,11,1,7,0.14285699999999998,Q1894
117,37784254,United Nations General Assembly resolution 67/19,10,10,4,0.0,Q213030
118,2130238,Jermaine Jones,0,1,2,0.0,Q280829
119,1963198,Seletar Airport,15,3,1,0.0,Q1432865
120,41337476,The Jump,1,1,2,0.0,Q16995516
121,94834,"DeSoto County, Mississippi",3,2,18,0.75817,Q339724
122,46227806,Henry Anderson (American football),19,0,2,1.0,Q19757481
123,14663020,List_of_Middle-earth_animals,15,3,4,0.5,-1
124,50528,"Dutchess County, New York",10,10,12,0.454545,Q115148
125,3584478,His Kind of Woman,4,4,3,0.0,Q934021
126,9534924,Sarah Hanson-Young,29,6,5,0.4,Q2224379
127,38462066,Lood de Jager,12,1,11,0.781818,Q6674905
128,37799684,Corbett Monica,16,8,1,0.0,Q5169738
129,59172384,We Appreciate Power,1,11,7,0.52381,Q59779835
130,5211984,Daniel Prodan,11,1,1,0.0,Q265055
131,3256268,"Social Democratic Party (UK, 1990–present)",1,2,3,0.333333,Q7550572
132,20891120,Bill Leonard (journalist),16,8,1,0.0,Q4909894
133,7606574,Shi Jingtang,1,7,6,0.533333,Q1189495
134,328406,"Delta, British Columbia",21,2,1,0.0,Q851838
135,32321390,Mike Posner discography,20,4,3,0.666667,Q6848426
136,4105584,Bill Musgrave,19,0,4,0.166667,Q2904669
137,54441288,German football rivalries,11,1,1,0.0,Q39086235
138,4602548,Kim Jones (reporter),3,2,1,0.0,Q6408931
139,38541516,2019 Africa Cup of Nations,11,1,28,0.27513200000000004,Q11831154
140,12470766,Jorge Villafaña,11,1,6,0.266667,Q978126
141,59015042,Hyundai Palisade,3,2,1,0.0,Q55735991
142,18305118,Immigration sign,3,2,1,0.0,Q6005127
143,585176,Herb Sendek,9,12,2,1.0,Q5733187
144,31751830,Rajendra Singh Babu,6,13,7,0.6190479999999999,Q7286024
145,50375396,Dean Lowry,19,0,7,0.761905,Q24053586
146,8325928,Terry Beasley,19,0,2,1.0,Q7704100
147,59151664,Junior Eurovision Song Contest 2019,13,3,20,0.8052630000000001,Q59191075
148,1901762,Mel White,28,2,1,0.0,Q1680811
149,3119836,Nordseewerke,26,8,5,1.0,Q560947
150,1889380,J.B. (play),3,2,1,0.0,Q6103910
151,31537920,The Emperor of All Maladies,3,2,1,0.0,Q4202130
152,14978984,Stephanie Gilmore,12,1,4,0.333333,Q435974
153,106418,Computational physics,17,3,9,0.388889,Q909554
154,27665478,No Place for Jennifer,6,5,1,0.0,Q7044786
155,4387450,Johnston Press,11,1,2,0.0,Q6268659
156,38686320,George Saville,11,1,2,1.0,Q5870838
157,2652372,Ben Thatcher,11,1,2,0.0,Q816620
158,22351888,Irina Bokova,15,3,1,0.0,Q230850
159,13716430,Ian Robertson (rugby commentator),12,1,2,0.0,Q5982758
160,2555800,Aura (paranormal),15,3,2,1.0,Q1154226
161,57681472,Emily Jane Fox,3,2,1,0.0,Q54999205
162,42628682,2016 Copa Libertadores,20,4,3,0.333333,Q16822229
163,2206188,Frances Langford,6,5,2,1.0,Q463204
164,11132004,Johnny Neumann,9,12,2,1.0,Q3809737
165,39562,Geochemistry,17,3,10,0.266667,Q161764
166,2178566,John Panozzo,23,7,1,0.0,Q6251848
167,18208266,Fertility and intelligence,29,6,1,0.0,Q5445578
168,1198098,Aruba national football team,15,1,5,0.6,Q459101
169,28636190,Repton Abbey,27,14,5,1.0,Q7314363
170,27150054,"Dudu (footballer, born 1992)",20,4,2,1.0,Q1341709
171,9647782,Anita Harris,2,4,1,0.0,Q549789
172,38173632,Nathaniel Hackett,19,0,4,0.5,Q6969650
173,17122312,List of Atlanta Falcons head coaches,19,0,2,1.0,Q16147458
174,4370880,Ice Follies,19,0,4,0.0,Q5985273
175,42307048,Timeline of Opportunity (rover),17,3,21,0.809524,Q16000500
176,577570,Bloodhound (missile),15,3,6,0.4,Q672227
177,1657070,Sam Kydd,2,7,1,0.0,Q7407762
178,50446564,Austin Blythe,19,0,10,0.911111,Q24053943
179,50328006,Daniel Wright (footballer),11,1,1,0.0,Q24006473
180,46521626,Titus Davis,19,0,1,0.0,Q19867437
181,57761952,Terry Williams (running back),19,0,12,0.8939389999999999,Q55634975
182,5495032,A. J. Guyton,9,12,4,0.0,Q3600320
183,16915756,John Bonamego,3,2,2,0.0,Q6222411
184,9895126,Carmen Twillie (actress),2,4,3,1.0,Q109193
185,6696,Chain mail,15,3,3,0.0,Q659631
186,7892672,Jevan Snead,19,0,1,0.0,Q6189352
187,9185348,Carroll Senior High School,19,0,3,0.0,Q5046617
188,28928830,Pablo (footballer),11,1,2,1.0,Q7121706
189,29548146,Omar El Kaddouri,15,3,4,0.5,Q2056827
190,14442458,1969 Ohio State vs. Michigan football game,19,0,20,0.363158,Q4573581
191,58901678,Laurie Segall,3,2,1,0.0,Q29909088
192,2836962,Estadio Libertadores de América,20,4,2,0.0,Q1192458
193,6791706,Andrew Miller (baseball),21,2,6,0.06666699999999999,Q2846688
194,44325758,Jessy Tremouliere,12,1,1,0.0,Q15720581
195,25592934,Help Wanted (SpongeBob SquarePants),28,2,25,0.753333,Q651276
196,546906,Mufti Mohammad Sayeed,10,10,2,0.0,Q6095720
197,3152632,St. John Arena,19,0,4,1.0,Q7588876
198,56139058,2018 Vanderbilt Commodores football team,19,0,9,0.11111099999999999,Q47004445
199,6092970,Native Americans and World War II,8,16,2,0.0,Q6979977
200,1679152,Insignificance (film),23,7,15,0.819048,Q1755023
201,10046340,Dean Keates,11,1,2,1.0,Q5246265
202,1290720,Adrián Beltré,21,2,6,0.06666699999999999,Q1062204
203,21313396,BG Pathum United F.C.,11,1,3,0.0,Q1386893
204,593854,Susan Peters,6,5,2,0.0,Q255800
205,54624274,American Flag Football League,19,0,2,0.0,Q39056015
206,10508844,Larry Highbaugh,19,0,10,0.6,Q6490501
207,25790858,Takariya Napaltjarri,5,9,4,1.0,Q12859850
208,28131602,The SpongeBob SquarePants Movie – Music from the Movie and More...,28,2,19,0.8947370000000001,Q7765994
209,14145690,Malcolm Nance,3,2,2,1.0,Q15486435
210,17512190,List of Seattle Seahawks head coaches,19,0,2,1.0,Q6596620
211,58596358,Brandon Clarke,9,12,2,1.0,Q56809232
212,42887186,Kyle Sinckler,12,1,5,0.7,Q17018385
213,2407332,Sergio Franchi,11,17,1,0.0,Q782020
214,25526560,Mario Gavranović,11,1,5,0.9,Q459184
215,3245962,Ross Wallace,11,1,1,0.0,Q3442796
216,1166688,Reginald Johnston,23,7,3,1.0,Q557192
217,13281082,List of Virginia Tech IMG Sports Network stations,19,0,4,0.5,Q6603599
218,48733054,Jake Elliott,19,0,1,0.0,Q22004199
219,43701226,Tress Way,19,0,2,0.0,Q18011309
220,7709354,Daniel Gélin,23,7,3,1.0,Q663553
221,2147828,History of the University of Michigan,19,0,2,1.0,Q5870650
222,2336160,ExpressJet,3,2,2,0.0,Q46676
223,29098688,List of Wales national rugby union team records,12,1,3,0.0,Q3968595
224,23181204,Mayandi Kudumbathar,6,13,2,0.0,Q6796831
225,413130,Geoffrey Boycott,20,4,1,0.0,Q3528190
226,34108516,2012 Texas A&M Aggies football team,19,0,15,0.171429,Q4626930
227,57637016,Meghan Murphy,3,2,3,0.0,Q55081088
228,4845004,List of Canadian Football League stadiums,19,0,12,0.848485,Q6565685
229,25003804,Style Savvy,2,4,1,0.0,Q2001294
230,1410482,Michael Parkhurst,0,1,14,0.340659,Q1360498
231,41093940,Christian Jones (American football),19,0,5,0.4,Q16233894
232,35410766,George McCaskey,19,0,7,0.714286,Q5542279
233,1063762,Eugen Dühring,30,6,2,1.0,Q76583
234,3987992,Samuel Johnson (actor),1,11,2,1.0,Q1255535
235,5174766,Sandy Baron,16,8,1,0.0,Q112973
236,4049422,Michael Koenen,19,0,2,1.0,Q6831937
237,1335758,Car Nicobar,5,9,8,0.571429,Q1035273
238,51411910,Myles Gaskin,19,0,3,0.666667,Q26705087
239,8877168,WikiLeaks,3,2,25,0.163333,Q359
240,57215526,Stevie J production discography,2,4,3,0.666667,Q56208934
241,10644740,The Bravados,2,4,2,0.0,Q902551
242,454450,Analytical mechanics,17,3,5,1.0,Q833065
243,2257208,Sparkling Cyanide,6,5,3,0.333333,Q883098
244,2241232,Murder in Mesopotamia,6,5,4,0.666667,Q642911
245,571418,Ernst Bloch,30,6,1,0.0,Q57240
246,774428,Vernon Jordan,21,15,3,0.0,Q3555993
247,2524536,Stephen Hopkins (Mayflower passenger),6,5,5,1.0,Q7609519
248,1053370,Middle-earth weapons and armour,15,3,4,0.5,Q860590
249,360028,Bill Cash,1,2,2,0.0,Q269449
250,11026396,Annie Get Your Gun (film),4,4,4,0.166667,Q1263921
251,33883560,List of Penn State Nittany Lions bowl games,19,0,6,0.333333,Q16253527
252,42433292,Daredevil (TV series),25,4,6,0.06666699999999999,Q16977365
253,15491650,Return to Lonesome Dove,23,7,1,0.0,Q1308133
254,991546,John R. Commons,30,6,2,1.0,Q1701606
255,52251096,2019 United States gubernatorial elections,3,2,6,0.6,Q28221336
256,1537516,Natchez people,3,2,3,0.0,Q56389
257,42210630,Albian Ajeti,11,1,1,0.0,Q16148161
258,30730500,Coast Guard (Russia),15,3,3,0.333333,Q2896015
259,57388902,Erik Swanson,21,2,3,1.0,Q63105581
260,3273672,Juan José Linz,30,6,3,1.0,Q62478
261,730556,Jean Ziegler,26,8,1,0.0,Q123706
262,1080112,Saint Kitts and Nevis national football team,15,1,6,0.4,Q187664
263,30488502,2016 United States Senate elections,3,2,14,0.384615,Q7892139
264,237004,Metropolitan Stadium,19,0,1,0.0,Q1415967
265,20663510,Larry Kudlow,3,2,8,0.178571,Q652815
266,1447560,Eddie Robinson (American football coach),19,0,4,1.0,Q1282951
267,58965180,Chad Beebe,19,0,6,0.733333,Q58303166
268,3785160,Netherlands in the Junior Eurovision Song Contest,13,3,22,0.7229439999999999,Q847045
269,57428462,Shamorie Ponds,9,12,1,0.0,Q53594529
270,34129690,List of Washington Huskies bowl games,19,0,8,0.678571,Q6603792
271,58024098,Emile Smith Rowe,15,3,5,0.8,Q55820249
272,52638564,2020 United States House of Representatives elections,3,2,19,0.385965,Q60519253
273,4298666,The Man Who Fell to Earth,23,7,13,1.0,Q1195431
274,73070,St Albans Cathedral,27,14,3,0.0,Q334377
275,31645716,Ratchanok Intanon,20,4,8,0.428571,Q448002
276,23498962,Nuclear weapons and Ukraine,15,3,4,0.666667,Q3502648
277,37017734,List of North Carolina Tar Heels football seasons,19,0,10,0.488889,Q6592413
278,9674182,Glenn Grothman,3,2,3,0.333333,Q5568836
279,18929646,History of rugby union matches between Ireland and New Zealand,12,1,9,0.44444399999999995,Q3154480
280,290584,"Charles Forte, Baron Forte",1,2,4,0.666667,Q1632769
281,10819298,Ballybrack,0,1,1,0.0,Q4076739
282,55949318,Portugal in the Junior Eurovision Song Contest 2018,13,3,19,0.877193,Q57190792
283,1977162,SsangYong Chairman,21,2,1,0.0,Q1195172
284,2681102,Comoros national football team,11,1,15,0.6,Q497637
285,1109114,Planetary geology,17,3,9,0.25,Q751439
286,13286294,Otto the Orange,19,0,2,1.0,Q7109905
287,17130038,List of ports in England and Wales,11,1,1,0.0,Q12858923
288,144386,Voyager Golden Record,7,3,13,0.897436,Q156315
289,8939070,Providence River,16,8,1,0.0,Q7252469
290,919480,Speedwell (1577 ship),6,5,11,0.43636400000000003,Q2308528
291,1143760,David Corn,3,2,4,0.333333,Q129478
292,2312742,Gordan Giriček,9,12,1,0.0,Q2291591
293,49096554,Lina (South Korean singer),3,2,3,1.0,Q541255
294,30811472,Gary Dolphin,11,1,1,0.0,Q5524985
295,94754,"Rankin County, Mississippi",3,2,17,0.830882,Q490210
296,16607394,Delaney Bramlett,23,7,3,0.333333,Q2682475
297,53292210,20th Century Fox World (Dubai),21,2,1,0.0,Q28855221
298,58434056,Zahra Khanum,15,3,1,0.0,Q56543984
299,44677908,Kieran Dowell,1,1,1,0.0,Q18627270
300,58723064,My Step Alliance,15,3,1,0.0,Q58353776
301,524804,Bob Cole (sportscaster),19,0,1,0.0,Q4932101
302,7041034,Linda Woolverton,2,4,8,1.0,Q1072923
303,43752140,West Virginia Mountaineers football statistical leaders,19,0,5,0.6,Q18159134
304,18892284,Circle of Life,2,4,14,0.5604399999999999,Q109026
305,1021358,Chris Armas,0,1,7,0.190476,Q303090
306,606142,Marti Webb,2,4,5,0.0,Q542848
307,42082868,Nadia Marcinko,3,2,2,1.0,Q16731972
308,952974,Steve Sax,21,2,1,0.0,Q3297148
309,57715716,Liberal Party of Australia (Victorian Division),29,6,31,0.221505,Q55616818
310,19345678,List of Scotland national football team hat-tricks,1,1,1,0.0,Q6596531
311,54729708,List of photographs considered the most important,15,3,6,0.2,Q39086706
312,47367908,2016 Davis Cup,20,4,9,0.638889,Q20807306
313,2553974,Rossano Brazzi,4,4,1,0.0,Q1040798
314,764408,USS Chancellorsville,24,3,1,0.0,Q838418
315,37587832,Diggajaru,6,13,6,0.4,Q5275619
316,1061150,Joe Theismann,19,0,15,0.190476,Q175963
317,3227358,John Sarbanes,3,2,7,0.714286,Q984509
318,28620982,Graveyard Shift (SpongeBob SquarePants),28,2,21,0.857143,Q3298496
319,5384642,The Out-of-Towners (1999 film),2,4,1,0.0,Q683129
320,1800624,Val Doonican,2,4,1,0.0,Q2311286
321,44923342,Harry Leslie Smith,3,2,2,1.0,Q20128093
322,12917706,Dylan Kerr,11,1,2,0.0,Q5318734
323,35647572,Mike Daniels (American football),19,0,3,0.333333,Q3857374
324,26000830,Gareth Widdop,12,1,2,0.0,Q5522996
325,55524426,Blood Money (2017 film),21,2,1,0.0,Q48672700
326,1520138,Dan Maloney,20,4,2,0.0,Q2410825
327,9490192,Judi Meredith,19,0,1,0.0,Q3187960
328,23623278,Leo Singer,4,4,1,0.0,Q6524237
329,14233950,2008 Canadian Grand Prix,15,3,1,0.0,Q66064
330,17628022,List of Grey Cup broadcasters,19,0,32,0.614919,Q6572510
331,38834362,ARA Santa Cruz (S-41),26,8,8,0.678571,Q5653861
332,2201832,Appointment with Death,6,5,5,0.7,Q752439
333,343692,Stanford Band,19,0,1,0.0,Q7598718
334,4136278,Sunday NFL Countdown,19,0,7,0.23809499999999997,Q7639480
335,1762258,Seth Rogen,2,4,9,0.8888889999999999,Q220308
336,26896828,Linval Joseph,19,0,9,0.388889,Q3833138
337,2811246,Narcissa Whitman,8,16,4,1.0,Q4470217
338,868762,Virginia Bruce,6,5,2,0.0,Q242462
339,336784,Cayuse people,8,16,7,0.333333,Q494691
340,2755188,André Gorz,30,6,2,0.0,Q84352
341,6178986,Lover Come Back (1961 film),19,0,1,0.0,Q1305072
342,1364070,The Fortune Cookie,19,0,3,0.0,Q1572700
343,38163018,Brian Polian,19,0,5,0.2,Q4965060
344,20514592,Sadanand Date,10,10,3,0.666667,Q7397547
345,485516,Beornwulf of Mercia,27,14,14,0.8351649999999999,Q818595
346,55748056,2018 Atlanta United FC season,0,1,13,0.333333,Q42955938
347,35650384,Nate Ebner,12,1,3,0.0,Q3870706
348,675130,Molecular physics,17,3,6,0.733333,Q489328
349,12250748,Masanada Hoovu,6,13,7,0.714286,Q6782559
350,38909788,Jeffrey Epstein VI Foundation,3,2,3,0.666667,Q16997674
351,15620904,Kingdom of East Anglia,27,14,16,0.683333,Q837998
352,51575780,Rumen Radev,15,3,1,0.0,Q26257557
353,38736126,Daniëlle van de Donk,11,1,1,0.0,Q2350103
354,39985014,Josephine Skriver,1,11,3,0.333333,Q15287910
355,6107450,Daryl Katz,31,18,2,1.0,Q5226199
356,521012,Dolce & Gabbana,1,11,3,0.333333,Q214480
357,30791516,Gateway Program (Northeast Corridor),10,10,1,0.0,Q5527276
358,48388068,MLS Cup 2016,0,1,5,0.7,Q27947813
359,8141894,Chris Wilder,0,1,5,0.1,Q5108471
360,36960670,Ovidiu Hațegan,11,1,1,0.0,Q3887707
361,23932028,Ohio State–Penn State football rivalry,19,0,19,0.374269,Q7080975
362,271812,National unity government,15,3,2,0.0,Q327922
363,15181400,List of UEFA Cup and Europa League winning managers,15,3,2,1.0,Q900988
364,18327628,Bharathi Vishnuvardhan,6,13,9,0.416667,Q3764281
365,1328536,C. Aubrey Smith,4,4,3,0.0,Q552813
366,32973630,Byron Bell,19,0,1,0.0,Q5004308
367,2332120,Steve Kroft,16,8,3,0.333333,Q541068
368,2895976,Brutus Buckeye,19,0,11,0.709091,Q4979890
369,2860962,Susan Page,3,2,1,0.0,Q7648265
370,637188,Mike Rozier,19,0,5,0.3,Q2091437
371,403016,Pinky (film),6,5,2,0.0,Q2259408
372,1008350,Serbian cross,19,0,2,0.0,Q2345056
373,3465146,John Burridge,1,1,3,0.333333,Q6224012
374,3536552,FC Vorskla Poltava,15,3,5,0.5,Q274762
375,768668,Cape Verde hurricane,26,8,5,0.3,Q1141458
376,5771838,Archbishop of York,1,2,2,0.0,Q1363910
377,5614574,Kilmichael Ambush,15,2,1,0.0,Q6408028
378,9976582,History of the New York Jets,19,0,3,0.0,Q5870083
379,47819642,Jack Conklin,19,0,6,0.06666699999999999,Q21005420
380,1157910,Jimmy Conrad,0,1,6,0.333333,Q1385340
381,6403860,Tramon Williams,19,0,13,0.269231,Q3537015
382,48897086,Justin Yoon,19,0,3,0.333333,Q22097322
383,3091570,Brian Dowling (American football),19,0,2,1.0,Q4963602
384,41722878,CONIFA World Football Cup,11,1,2,1.0,Q15977608
385,8344090,North American Football Confederation,20,4,1,0.0,Q597158
386,4193180,The Man from Snowy River II,2,4,1,0.0,Q7750062
387,1736184,Cumulus Media Networks,21,2,4,0.0,Q2974371
388,236104,Imperial Japanese Navy,24,3,10,0.42222200000000004,Q219712
389,28071604,"Gardiner, New York",16,8,1,0.0,Q3710642
390,1857064,Party of Regions,15,3,15,0.36190500000000003,Q4266
391,12131002,Back to Bataan,4,4,1,0.0,Q1819149
392,58867054,Under Nineteen,3,2,2,0.0,Q56272128
393,1101258,Doak Campbell Stadium,19,0,8,0.535714,Q1233077
394,5016784,La Luna (1979 film),23,7,18,0.751634,Q612628
395,33355938,Geneva Summit (1985),15,3,2,0.0,Q5533037
396,163514,Buckeye,19,0,2,0.0,Q349594
397,330348,Utopia Planitia,17,3,18,0.849673,Q1412602
398,50692958,Aahuti (1985 film),6,13,4,0.333333,Q15716483
399,57174216,Jarred Kelenic,21,2,5,0.7,Q52008335
400,19895724,Li Congke,1,7,4,1.0,Q713115
401,26779714,Rhys Ruddock,12,1,8,0.178571,Q7321837
402,1393918,Jean Rochefort,19,0,1,0.0,Q106555
403,4392338,Richard Sennett,30,6,1,0.0,Q450412
404,2449886,Loose Ends (band),11,17,1,0.0,Q6675941
405,105994,Chlothar I,27,14,1,0.0,Q28984
406,4592140,Narowal District,10,10,5,0.4,Q2419016
407,73524,Westerbork transit camp,15,3,2,0.0,Q323420
408,30309486,List of Grey Cup halftime shows,19,0,28,0.6719579999999999,Q6572509
409,13183548,Simon Kirby,1,2,4,0.666667,Q750228
410,37851434,Thoogudeepa Srinivas,6,13,1,0.0,Q7795982
411,26846650,Colonist (The X-Files),4,4,11,0.781818,Q3683506
412,36961918,Bears–Lions rivalry,19,0,14,0.384615,Q4876790
413,9695340,Tuzla Island,15,3,9,0.805556,Q1284886
414,16326880,Bakari Sellers,3,2,5,0.4,Q4849014
415,2030322,Trans-Alaska Pipeline Authorization Act,8,16,2,1.0,Q7833485
416,1255092,Puttanna Kanagal,6,13,13,0.371795,Q7262452
417,36331800,Satya Pal Malik,10,10,2,0.0,Q7426876
418,7877904,Scott Pelley,16,8,4,0.166667,Q1385588
419,37094634,Nozomi Okuhara,20,4,6,0.666667,Q440511
420,34808370,Halfaxa,1,11,5,1.0,Q2371551
421,20165786,Andrew Hawkins,19,0,5,0.9,Q2846623
422,22465298,Sylven Landesberg,15,3,1,0.0,Q2893486
423,56639914,Alex van der Zwaan,3,2,9,0.611111,Q49479228
424,6799030,Maróczy Bind,15,3,2,1.0,Q838696
425,48912396,Troy Hill (American football),19,0,12,0.69697,Q22004933
426,177792,May Robson,6,5,2,1.0,Q259600
427,56372934,Triloknath Pandit,5,9,4,1.0,Q7842102
428,3414836,Terrell Fletcher,19,0,1,0.0,Q3518692
429,26274410,Jeremy Irons,2,4,13,0.29487199999999997,Q171745
