Id,Label,modularity_class,Cluster,Degree,clustering
55232472,2019_CFL_season,19,0,15,0.285714
3946242,Eimuntas_Nekro?ius,6,5,1,0
8161118,Bobby_Carpenter_(American_football),19,0,3,0.333333
51544610,Florence_Kasumba,2,4,5,1
692976,Beorhtwulf_of_Mercia,27,14,13,0.910256
50514830,Tammy_Abraham,15,3,1,0
14590846,List_of_active_Ukrainian_Navy_ships,15,3,12,0.469697
38834392,ARA_San_Juan_(S-42),26,8,19,0.157895
57089040,American_Soul,2,4,2,0
2648856,Jane_Eyre_(1943_film),6,5,2,0
11977166,Ilyushin_Il-112,3,2,1,0
53748336,Jonnu_Smith,19,0,3,0.666667
332134,Bill_Fagerbakke,28,2,12,1
10444102,Science_and_technology_of_the_Song_dynasty,1,7,6,0.133333
20034776,Tray_Blackmon,19,0,1,0
14501954,Are_You_Experienced?_(song),23,7,12,0.893939
2383372,Rita_Johnson,6,5,1,0
201112,Mario_Bunge,30,6,2,1
5729648,Nicolas_Mahut,20,4,8,0.321429
1226632,Tina_Hobley,1,1,1,0
36894194,Tr?z?guet_(Egyptian_footballer),11,1,9,0.194444
3882218,Programming_language_theory,17,3,4,0.666667
16172170,Connie_Talbot,23,7,6,0.4
1352224,United_States_circuit_court,3,2,1,0
36682390,Bobak_Ferdowsi,17,3,1,0
2804704,Gone_with_the_Wind_(film),4,4,12,0.090909
16491946,Chen_Chi-mai,18,20,7,0.285714
55089196,Feleipe_Franks,19,0,3,0
909006,1900_(film),23,7,20,0.657895
2888384,Henry_Daniell,6,5,2,0
1833654,Diverging_diamond_interchange,10,2,5,0.3
54088,Harry_Palmer,6,5,2,1
11659694,List_of_the_oldest_living_people,15,3,2,0
28323576,Ben_Purkiss,11,1,7,0.52381
7034,Cruiser,24,3,19,0.169591
37601302,Whitehouse_High_School,11,1,1,0
1669640,England_national_football_team_records_and_statistics,11,1,8,0.178571
44316528,Michigan_IMG_Sports_Network,19,0,4,0.333333
2569570,Turf_Moor,0,1,4,0
16706134,Salish_Wool_Dog,4,4,3,0.333333
4173540,Friday_on_My_Mind,1,11,3,1
15548838,Primal_Scream_discography,1,1,2,1
43659046,Florent_Hadergjonaj,0,1,6,0.733333
57863442,2018?19_IIHF_Continental_Cup,11,1,2,1
547482,Andamanese_languages,5,9,16,0.583333
3500262,"Paul_Robinson_(footballer,_born_December_1978)",11,1,3,0.333333
8548856,Shawna_Waldron,19,0,1,0
50375864,Trevor_Davis,19,0,6,1
49422336,Cha_Jun-hwan,15,3,1,0
36881830,Aleksander_?eferin,11,1,1,0
6673634,Ranjit_Chowdhry,16,8,2,1
2580516,KTVA,8,16,1,0
2473406,Tony_Warner,11,1,1,0
22567388,Sebastian_Vollmer,19,0,1,0
950216,Grisha-class_corvette,15,3,13,0.371795
217750,The_Whisperers,3,22,1,0
65504,John_Poindexter,3,2,4,0.5
27261798,Chris_Skidmore,1,2,2,0
32481016,International_Business_Times,3,2,17,0.022059
1060880,Cha_Bum-kun,11,1,2,0
426670,USS_Tang_(SS-306),26,8,1,0
49398052,Yukultji_Napangati,5,9,4,1
26020338,Jean_Muir_(actress),6,5,3,0
10602046,List_of_Atlanta_Falcons_starting_quarterbacks,19,0,3,0.333333
2950170,Race_and_appearance_of_Jesus,15,3,1,0
27397178,History_of_rugby_union_matches_between_Munster_and_New_Zealand,12,1,9,0.194444
20713710,John_Carter_(Texas_politician),17,15,7,0.666667
2819206,David_Edelstein,28,2,3,0
8827552,Kevin_Wilson_(American_football),19,0,4,0.333333
2701420,Nafisa_Ali,16,8,2,0
1342636,South_Andaman_Island,5,9,20,0.547368
4762820,WGN_Morning_News,6,5,1,0
177496,"Albert_Grey,_4th_Earl_Grey",19,0,7,0.761905
48584276,Juliana_Awada,15,3,2,0
1450118,Esma_Cannon,11,23,1,0
58025318,2018_Alamo_Bowl,19,0,10,0.6
1071538,The_Return_of_the_Archons,28,2,1,0
60280,Margaret_Atwood,3,2,3,0
13495618,Bengals?Browns_rivalry,19,0,7,0.333333
49429724,Srirastu_Subhamastu,6,13,1,0
3382014,Elizabeth_May,21,2,2,0
45146256,Innate_resistance_to_HIV,1,7,5,0.6
91052,Taiwan_Strait,24,3,1,0
2147572,Kendall_Gill,6,5,2,1
6537930,Berners_Street_hoax,15,3,2,0
57112196,Jessica_Jones_(season_3),25,4,2,1
6311052,United_States_Davis_Cup_team,20,4,7,1
57881144,Chad_Kanoff,19,0,1,0
1750,Andaman_Islands,5,9,37,0.282282
685328,Sports_league,11,1,4,0.833333
4681476,Ambarisha,6,13,2,1
37858030,Anthony_Lopes,15,3,1,0
1607446,Jane_Skinner,16,8,1,0
55362964,Abdul_Latif_Jameel,21,2,1,0
25070018,Southern_Gas_Corridor,15,3,1,0
37310642,Andrew_Nabbout,11,1,11,0.909091
339562,Camera_lucida,11,1,2,1
518436,The_Scotsman,1,1,18,0.006536
58603502,Ivanhorod_Einsatzgruppen_photograph,15,3,7,0.52381
8576918,Blood_and_Sand_(1941_film),6,5,1,0
38802918,Georgi_Plekhanov,30,6,4,0.166667
1874546,Arizona_Stadium,19,0,11,0.2
5013082,Snowed_Under,6,5,5,0.1
88678,The_Lion_King,2,4,42,0.204413
26522464,Pat_Walshe,4,4,2,0
17256340,Jilava_massacre,15,3,3,1
4081870,Oakville_Assembly,21,2,2,0
39145444,Partner_(1968_film),23,7,16,0.908333
3713668,Second_City_derby,0,1,4,0.166667
10652530,2004_Cleveland_Browns_season,19,0,3,0.666667
1904584,Anthony_Grant,9,12,2,0
1973680,Audenshaw_Reservoirs,14,9,5,1
1244968,First_contact_(anthropology),5,9,1,0
510764,Einsatzgruppen,15,3,9,0.333333
1444470,Jill_Talley,28,2,11,1
42545064,Olavina_Udugore,6,13,4,0.5
35623176,Memphis_Depay,11,1,7,0.142857
37784254,United_Nations_General_Assembly_resolution_67/19,10,10,4,0
2130238,Jermaine_Jones,0,1,2,0
1963198,Seletar_Airport,15,3,1,0
41337476,The_Jump,1,1,2,0
94834,"DeSoto_County,_Mississippi",3,2,18,0.75817
46227806,Henry_Anderson_(American_football),19,0,2,1
14663020,List_of_Middle-earth_animals,15,3,4,0.5
50528,"Dutchess_County,_New_York",10,10,12,0.454545
3584478,His_Kind_of_Woman,4,4,3,0
9534924,Sarah_Hanson-Young,29,6,5,0.4
38462066,Lood_de_Jager,12,1,11,0.781818
37799684,Corbett_Monica,16,8,1,0
59172384,We_Appreciate_Power,1,11,7,0.52381
5211984,Daniel_Prodan,11,1,1,0
3256268,"Social_Democratic_Party_(UK,_1990?present)",1,2,3,0.333333
20891120,Bill_Leonard_(journalist),16,8,1,0
7606574,Shi_Jingtang,1,7,6,0.533333
328406,"Delta,_British_Columbia",21,2,1,0
32321390,Mike_Posner_discography,20,4,3,0.666667
4105584,Bill_Musgrave,19,0,4,0.166667
54441288,German_football_rivalries,11,1,1,0
4602548,Kim_Jones_(reporter),3,2,1,0
38541516,2019_Africa_Cup_of_Nations,11,1,28,0.275132
12470766,Jorge_Villafa?a,11,1,6,0.266667
59015042,Hyundai_Palisade,3,2,1,0
18305118,Immigration_sign,3,2,1,0
585176,Herb_Sendek,9,12,2,1
31751830,Rajendra_Singh_Babu,6,13,7,0.619048
50375396,Dean_Lowry,19,0,7,0.761905
8325928,Terry_Beasley,19,0,2,1
59151664,Junior_Eurovision_Song_Contest_2019,13,3,20,0.805263
1901762,Mel_White,28,2,1,0
3119836,Nordseewerke,26,8,5,1
1889380,J.B._(play),3,2,1,0
31537920,The_Emperor_of_All_Maladies,3,2,1,0
14978984,Stephanie_Gilmore,12,1,4,0.333333
106418,Computational_physics,17,3,9,0.388889
27665478,No_Place_for_Jennifer,6,5,1,0
4387450,Johnston_Press,11,1,2,0
38686320,George_Saville,11,1,2,1
2652372,Ben_Thatcher,11,1,2,0
22351888,Irina_Bokova,15,3,1,0
13716430,Ian_Robertson_(rugby_commentator),12,1,2,0
2555800,Aura_(paranormal),15,3,2,1
57681472,Emily_Jane_Fox,3,2,1,0
42628682,2016_Copa_Libertadores,20,4,3,0.333333
2206188,Frances_Langford,6,5,2,1
11132004,Johnny_Neumann,9,12,2,1
39562,Geochemistry,17,3,10,0.266667
2178566,John_Panozzo,23,7,1,0
18208266,Fertility_and_intelligence,29,6,1,0
1198098,Aruba_national_football_team,15,1,5,0.6
28636190,Repton_Abbey,27,14,5,1
27150054,"Dudu_(footballer,_born_1992)",20,4,2,1
9647782,Anita_Harris,2,4,1,0
38173632,Nathaniel_Hackett,19,0,4,0.5
17122312,List_of_Atlanta_Falcons_head_coaches,19,0,2,1
4370880,Ice_Follies,19,0,4,0
42307048,Opportunity_mission_timeline,17,3,21,0.809524
577570,Bloodhound_(missile),15,3,6,0.4
1657070,Sam_Kydd,2,7,1,0
50446564,Austin_Blythe,19,0,10,0.911111
50328006,Daniel_Wright_(footballer),11,1,1,0
46521626,Titus_Davis,19,0,1,0
57761952,Terry_Williams_(running_back),19,0,12,0.893939
5495032,A._J._Guyton,9,12,4,0
16915756,John_Bonamego,3,2,2,0
9895126,Carmen_Twillie_(actress),2,4,3,1
6696,Chain_mail,15,3,3,0
7892672,Jevan_Snead,19,0,1,0
9185348,Carroll_Senior_High_School,19,0,3,0
28928830,Pablo_(footballer),11,1,2,1
29548146,Omar_El_Kaddouri,15,3,4,0.5
14442458,1969_Ohio_State_vs._Michigan_football_game,19,0,20,0.363158
58901678,Laurie_Segall,3,2,1,0
2836962,Estadio_Libertadores_de_Am?rica,20,4,2,0
6791706,Andrew_Miller_(baseball),21,2,6,0.066667
44325758,Jessy_Tremouliere,12,1,1,0
25592934,Help_Wanted_(SpongeBob_SquarePants),28,2,25,0.753333
546906,Mufti_Mohammad_Sayeed,10,10,2,0
3152632,St._John_Arena,19,0,4,1
56139058,2018_Vanderbilt_Commodores_football_team,19,0,9,0.111111
6092970,Native_Americans_and_World_War_II,8,16,2,0
1679152,Insignificance_(film),23,7,15,0.819048
10046340,Dean_Keates,11,1,2,1
1290720,Adri?n_Beltr?,21,2,6,0.066667
21313396,BG_Pathum_United_F.C.,11,1,3,0
593854,Susan_Peters,6,5,2,0
54624274,American_Flag_Football_League,19,0,2,0
10508844,Larry_Highbaugh,19,0,10,0.6
25790858,Takariya_Napaltjarri,5,9,4,1
28131602,The_SpongeBob_SquarePants_Movie_?_Music_from_the_Movie_and_More...,28,2,19,0.894737
14145690,Malcolm_Nance,3,2,2,1
17512190,List_of_Seattle_Seahawks_head_coaches,19,0,2,1
58596358,Brandon_Clarke,9,12,2,1
42887186,Kyle_Sinckler,12,1,5,0.7
2407332,Sergio_Franchi,11,17,1,0
25526560,Mario_Gavranovi?,11,1,5,0.9
3245962,Ross_Wallace,11,1,1,0
1166688,Reginald_Johnston,23,7,3,1
13281082,List_of_Virginia_Tech_IMG_Sports_Network_stations,19,0,4,0.5
48733054,Jake_Elliott,19,0,1,0
43701226,Tress_Way,19,0,2,0
7709354,Daniel_G?lin,23,7,3,1
2147828,History_of_the_University_of_Michigan,19,0,2,1
2336160,ExpressJet,3,2,2,0
29098688,List_of_Wales_national_rugby_union_team_records,12,1,3,0
23181204,Mayandi_Kudumbathar,6,13,2,0
413130,Geoffrey_Boycott,20,4,1,0
34108516,2012_Texas_A&M_Aggies_football_team,19,0,15,0.171429
57637016,Meghan_Murphy,3,2,3,0
4845004,List_of_Canadian_Football_League_stadiums,19,0,12,0.848485
25003804,Style_Savvy,2,4,1,0
1410482,Michael_Parkhurst,0,1,14,0.340659
41093940,Christian_Jones_(American_football),19,0,5,0.4
35410766,George_McCaskey,19,0,7,0.714286
1063762,Eugen_D?hring,30,6,2,1
3987992,Samuel_Johnson_(actor),1,11,2,1
5174766,Sandy_Baron,16,8,1,0
4049422,Michael_Koenen,19,0,2,1
1335758,Car_Nicobar,5,9,8,0.571429
51411910,Myles_Gaskin,19,0,3,0.666667
8877168,WikiLeaks,3,2,25,0.163333
57215526,Stevie_J_production_discography,2,4,3,0.666667
10644740,The_Bravados,2,4,2,0
454450,Analytical_mechanics,17,3,5,1
2257208,Sparkling_Cyanide,6,5,3,0.333333
2241232,Murder_in_Mesopotamia,6,5,4,0.666667
571418,Ernst_Bloch,30,6,1,0
774428,Vernon_Jordan,21,15,3,0
2524536,Stephen_Hopkins_(Mayflower_passenger),6,5,5,1
1053370,Middle-earth_weapons_and_armour,15,3,4,0.5
360028,Bill_Cash,1,2,2,0
11026396,Annie_Get_Your_Gun_(film),4,4,4,0.166667
33883560,List_of_Penn_State_Nittany_Lions_bowl_games,19,0,6,0.333333
42433292,Daredevil_(TV_series),25,4,6,0.066667
15491650,Return_to_Lonesome_Dove,23,7,1,0
991546,John_R._Commons,30,6,2,1
52251096,2019_United_States_gubernatorial_elections,3,2,6,0.6
1537516,Natchez_people,3,2,3,0
42210630,Albian_Ajeti,11,1,1,0
30730500,Coast_Guard_(Russia),15,3,3,0.333333
57388902,Erik_Swanson,21,2,3,1
3273672,Juan_Jos?_Linz,30,6,3,1
730556,Jean_Ziegler,26,8,1,0
1080112,Saint_Kitts_and_Nevis_national_football_team,15,1,6,0.4
30488502,2016_United_States_Senate_elections,3,2,14,0.384615
237004,Metropolitan_Stadium,19,0,1,0
20663510,Larry_Kudlow,3,2,8,0.178571
1447560,Eddie_Robinson_(American_football_coach),19,0,4,1
58965180,Chad_Beebe,19,0,6,0.733333
3785160,Netherlands_in_the_Junior_Eurovision_Song_Contest,13,3,22,0.722944
57428462,Shamorie_Ponds,9,12,1,0
34129690,List_of_Washington_Huskies_bowl_games,19,0,8,0.678571
58024098,Emile_Smith_Rowe,15,3,5,0.8
52638564,2020_United_States_House_of_Representatives_elections,3,2,19,0.385965
4298666,The_Man_Who_Fell_to_Earth,23,7,13,1
73070,St_Albans_Cathedral,27,14,3,0
31645716,Ratchanok_Intanon,20,4,8,0.428571
23498962,Nuclear_weapons_and_Ukraine,15,3,4,0.666667
37017734,List_of_North_Carolina_Tar_Heels_football_seasons,19,0,10,0.488889
9674182,Glenn_Grothman,3,2,3,0.333333
18929646,History_of_rugby_union_matches_between_Ireland_and_New_Zealand,12,1,9,0.444444
290584,"Charles_Forte,_Baron_Forte",1,2,4,0.666667
10819298,Ballybrack,0,1,1,0
55949318,Portugal_in_the_Junior_Eurovision_Song_Contest_2018,13,3,19,0.877193
1977162,SsangYong_Chairman,21,2,1,0
2681102,Comoros_national_football_team,11,1,15,0.6
1109114,Planetary_geology,17,3,9,0.25
13286294,Otto_the_Orange,19,0,2,1
17130038,List_of_ports_in_England_and_Wales,11,1,1,0
144386,Voyager_Golden_Record,7,3,13,0.897436
8939070,Providence_River,16,8,1,0
919480,Speedwell_(1577_ship),6,5,11,0.436364
1143760,David_Corn,3,2,4,0.333333
2312742,Gordan_Giri?ek,9,12,1,0
49096554,Lina_(South_Korean_singer),3,2,3,1
30811472,Gary_Dolphin,11,1,1,0
94754,"Rankin_County,_Mississippi",3,2,17,0.830882
16607394,Delaney_Bramlett,23,7,3,0.333333
53292210,20th_Century_Fox_World_(Dubai),21,2,1,0
58434056,Zahra_Khanum,15,3,1,0
44677908,Kieran_Dowell,1,1,1,0
58723064,My_Step_Alliance,15,3,1,0
524804,Bob_Cole_(sportscaster),19,0,1,0
7041034,Linda_Woolverton,2,4,8,1
43752140,West_Virginia_Mountaineers_football_statistical_leaders,19,0,5,0.6
18892284,Circle_of_Life,2,4,14,0.56044
1021358,Chris_Armas,0,1,7,0.190476
606142,Marti_Webb,2,4,5,0
42082868,Nadia_Marcinko,3,2,2,1
952974,Steve_Sax,21,2,1,0
57715716,Liberal_Party_of_Australia_(Victorian_Division),29,6,31,0.221505
19345678,List_of_Scotland_national_football_team_hat-tricks,1,1,1,0
54729708,List_of_iconic_photographs,15,3,6,0.2
47367908,2016_Davis_Cup,20,4,9,0.638889
2553974,Rossano_Brazzi,4,4,1,0
764408,USS_Chancellorsville,24,3,1,0
37587832,Diggajaru,6,13,6,0.4
1061150,Joe_Theismann,19,0,15,0.190476
3227358,John_Sarbanes,3,2,7,0.714286
28620982,Graveyard_Shift_(SpongeBob_SquarePants),28,2,21,0.857143
5384642,The_Out-of-Towners_(1999_film),2,4,1,0
1800624,Val_Doonican,2,4,1,0
44923342,Harry_Leslie_Smith,3,2,2,1
12917706,Dylan_Kerr,11,1,2,0
35647572,Mike_Daniels_(American_football),19,0,3,0.333333
26000830,Gareth_Widdop,12,1,2,0
55524426,Blood_Money_(2017_film),21,2,1,0
1520138,Dan_Maloney,20,4,2,0
9490192,Judi_Meredith,19,0,1,0
23623278,Leo_Singer,4,4,1,0
14233950,2008_Canadian_Grand_Prix,15,3,1,0
17628022,List_of_Grey_Cup_broadcasters,19,0,32,0.614919
38834362,ARA_Santa_Cruz_(S-41),26,8,8,0.678571
2201832,Appointment_with_Death,6,5,5,0.7
343692,Stanford_Band,19,0,1,0
4136278,Sunday_NFL_Countdown,19,0,7,0.238095
1762258,Seth_Rogen,2,4,9,0.888889
26896828,Linval_Joseph,19,0,9,0.388889
2811246,Narcissa_Whitman,8,16,4,1
868762,Virginia_Bruce,6,5,2,0
336784,Cayuse_people,8,16,7,0.333333
2755188,Andr?_Gorz,30,6,2,0
6178986,Lover_Come_Back_(1961_film),19,0,1,0
1364070,The_Fortune_Cookie,19,0,3,0
38163018,Brian_Polian,19,0,5,0.2
20514592,Sadanand_Date,10,10,3,0.666667
485516,Beornwulf_of_Mercia,27,14,14,0.835165
55748056,2018_Atlanta_United_FC_season,0,1,13,0.333333
35650384,Nate_Ebner,12,1,3,0
675130,Molecular_physics,17,3,6,0.733333
12250748,Masanada_Hoovu,6,13,7,0.714286
38909788,Jeffrey_Epstein_VI_Foundation,3,2,3,0.666667
15620904,Kingdom_of_East_Anglia,27,14,16,0.683333
51575780,Rumen_Radev,15,3,1,0
38736126,Dani?lle_van_de_Donk,11,1,1,0
39985014,Josephine_Skriver,1,11,3,0.333333
6107450,Daryl_Katz,31,18,2,1
521012,Dolce_&_Gabbana,1,11,3,0.333333
30791516,Gateway_Program_(Northeast_Corridor),10,10,1,0
48388068,MLS_Cup_2016,0,1,5,0.7
8141894,Chris_Wilder,0,1,5,0.1
36960670,Ovidiu_Ha?egan,11,1,1,0
23932028,Ohio_State?Penn_State_football_rivalry,19,0,19,0.374269
271812,National_unity_government,15,3,2,0
15181400,List_of_UEFA_Cup_and_Europa_League_winning_managers,15,3,2,1
18327628,Bharathi_Vishnuvardhan,6,13,9,0.416667
1328536,C._Aubrey_Smith,4,4,3,0
32973630,Byron_Bell,19,0,1,0
2332120,Steve_Kroft,16,8,3,0.333333
2895976,Brutus_Buckeye,19,0,11,0.709091
2860962,Susan_Page,3,2,1,0
637188,Mike_Rozier,19,0,5,0.3
403016,Pinky_(film),6,5,2,0
1008350,Serbian_cross,19,0,2,0
3465146,John_Burridge,1,1,3,0.333333
3536552,FC_Vorskla_Poltava,15,3,5,0.5
768668,Cape_Verde_hurricane,26,8,5,0.3
5771838,Archbishop_of_York,1,2,2,0
5614574,Kilmichael_Ambush,15,2,1,0
9976582,History_of_the_New_York_Jets,19,0,3,0
47819642,Jack_Conklin,19,0,6,0.066667
1157910,Jimmy_Conrad,0,1,6,0.333333
6403860,Tramon_Williams,19,0,13,0.269231
48897086,Justin_Yoon,19,0,3,0.333333
3091570,Brian_Dowling_(American_football),19,0,2,1
41722878,CONIFA_World_Football_Cup,11,1,2,1
8344090,North_American_Football_Confederation,20,4,1,0
4193180,The_Man_from_Snowy_River_II,2,4,1,0
1736184,Cumulus_Media_Networks,21,2,4,0
236104,Imperial_Japanese_Navy,24,3,10,0.422222
28071604,"Gardiner,_New_York",16,8,1,0
1857064,Party_of_Regions,15,3,15,0.361905
12131002,Back_to_Bataan,4,4,1,0
58867054,Under_Nineteen,3,2,2,0
1101258,Doak_Campbell_Stadium,19,0,8,0.535714
5016784,La_Luna_(1979_film),23,7,18,0.751634
33355938,Geneva_Summit_(1985),15,3,2,0
163514,Buckeye,19,0,2,0
330348,Utopia_Planitia,17,3,18,0.849673
50692958,Aahuti_(1985_film),6,13,4,0.333333
57174216,Jarred_Kelenic,21,2,5,0.7
19895724,Li_Congke,1,7,4,1
26779714,Rhys_Ruddock,12,1,8,0.178571
1393918,Jean_Rochefort,19,0,1,0
4392338,Richard_Sennett,30,6,1,0
2449886,Loose_Ends_(band),11,17,1,0
105994,Chlothar_I,27,14,1,0
4592140,Narowal_District,10,10,5,0.4
73524,Westerbork_transit_camp,15,3,2,0
30309486,List_of_Grey_Cup_halftime_shows,19,0,28,0.671958
13183548,Simon_Kirby,1,2,4,0.666667
37851434,Thoogudeepa_Srinivas,6,13,1,0
26846650,Colonist_(The_X-Files),4,4,11,0.781818
36961918,Bears?Lions_rivalry,19,0,14,0.384615
9695340,Tuzla_Island,15,3,9,0.805556
16326880,Bakari_Sellers,3,2,5,0.4
2030322,Trans-Alaska_Pipeline_Authorization_Act,8,16,2,1
1255092,Puttanna_Kanagal,6,13,13,0.371795
36331800,Satya_Pal_Malik,10,10,2,0
7877904,Scott_Pelley,16,8,4,0.166667
37094634,Nozomi_Okuhara,20,4,6,0.666667
34808370,Halfaxa,1,11,5,1
20165786,Andrew_Hawkins,19,0,5,0.9
22465298,Sylven_Landesberg,15,3,1,0
56639914,Alex_van_der_Zwaan,3,2,9,0.611111
6799030,Mar?czy_Bind,15,3,2,1
48912396,Troy_Hill_(American_football),19,0,12,0.69697
177792,May_Robson,6,5,2,1
56372934,Triloknath_Pandit,5,9,4,1
3414836,Terrell_Fletcher,19,0,1,0
26274410,Jeremy_Irons,2,4,13,0.294872
6686098,List_of_Major_League_Baseball_pitchers_who_have_thrown_an_immaculate_inning,21,2,4,0.5
26280346,List_of_Australia_national_rugby_union_players,12,1,9,0.277778
328550,Harold_Prince,20,4,7,0.047619
30474006,Norman_L._Eisen,3,2,2,1
56506,"Saratoga_County,_New_York",10,10,3,0
56595228,My_Struggle_IV,4,4,9,0.777778
44827752,Femina_Miss_India_2015,15,3,1,0
3680736,Born_to_Dance,6,5,5,0.2
2465608,Australian_Country_Party_(2004),29,6,4,0.833333
52854134,2019_Africa_Cup_of_Nations_qualification_Group_E,11,1,12,0.636364
15814866,Occupation_of_Alcatraz,6,5,2,0
52992286,Madeleine_Westerhout,3,2,6,0.333333
1068428,Foreign_Corrupt_Practices_Act,3,2,4,0
37501742,Evil_Dead_(2013_film),4,4,1,0
55659846,Khalil_Tate,19,0,1,0
16915776,Jarawa_language_(Andaman_Islands),5,9,12,0.69697
3716250,Chris_Mortensen,21,2,2,1
306678,Jean-Pierre_L?aud,23,7,5,0.9
1827152,George_Barnes_(cinematographer),6,5,6,0.2
43731120,Daniel_Sorensen,19,0,6,0.533333
7238008,Eniola_Aluko,11,1,2,0
56943166,List_of_PSLV_launches,17,3,4,0.333333
59031132,Beno?t_Badiashile,11,1,6,0.666667
48610200,Presidential_elections_in_Taiwan,18,20,7,0.619048
38187404,Reuben_Foster,19,0,13,0.038462
43702164,Dustin_Vaughan,19,0,1,0
3101130,Jean_Carson,4,4,2,0
1832776,Bobbie_Phillips,28,2,2,0
29823534,Graeme_Shinnie,1,1,2,0
4413558,Randall_Collins,30,6,15,0.971429
7690978,Simon_Best,12,1,5,0.8
44067954,Battle_of_the_Bay_of_Biscay,24,3,2,1
49485972,Leonte_Carroo,19,0,1,0
45352,Richard_Barthelmess,6,5,3,0
5658852,Barra_brava,19,0,2,0
129248,Pan-Green_Coalition,18,20,7,0.571429
31274884,Kurt_Lischka,30,6,2,1
3785572,Sidney_Mintz,30,6,1,0
53985876,2019_FIBA_Basketball_World_Cup_qualification_(Africa),6,5,2,1
217746,Edith_Evans,2,4,1,0
7674366,Most_consecutive_NCAA_football_wins_over_one_opponent,19,0,2,0
6446,Camouflage,15,3,4,0.166667
571656,Cadillac_Cimarron,21,2,4,0.5
8688902,Rohan_Bopanna,20,4,2,0
263040,Frank_Knight,30,6,2,1
1872216,John_Penrose,1,2,5,0.5
8429462,List_of_Harvard?Yale_football_games,19,0,5,0.7
58052988,Ukraine_in_the_Junior_Eurovision_Song_Contest_2018,13,3,20,0.805263
1209592,Charles_Booth_(social_reformer),30,6,1,0
36313258,Maurice_Vidal_Portman,5,9,9,0.722222
27284572,Nadhim_Zahawi,1,2,1,0
177434,Virgo_Supercluster,17,3,2,1
2144408,Backyard_Brawl,19,0,17,0.183824
1581104,Ross_River_virus,20,4,1,0
14996024,Richard_Pitino,9,12,2,1
29047268,List_of_South_Africa_national_rugby_union_team_records,12,1,4,0.166667
8847030,World_Rugby_Awards,12,1,8,0.071429
5911464,Ronald_Lewis_(actor),2,7,5,0.1
118794,"Southfield,_Michigan",20,4,5,0
124972,"Alpine,_New_Jersey",11,17,1,0
56024186,2018_Ole_Miss_Rebels_football_team,19,0,8,0.142857
54780262,Danny_Lloyd_(footballer),11,1,4,0.666667
12170852,Mladen_Lazarevi?,11,1,1,0
32788,Vivien_Leigh,4,4,7,0.047619
1743028,Washington_Examiner,3,2,21,0.180952
46933876,Harrison_Bader,21,2,2,0
7119804,Blonde_Crazy,6,5,3,0
41569462,Marcus_Smith_II,19,0,4,0.166667
25918080,Whitney_Engen,21,2,1,0
41695762,Case_McCoy,19,0,2,0
2441768,Stilt-Man,25,4,2,0
275092,Russo-Turkish_War_(1877?1878),15,3,6,0.066667
2476548,Ricky_Ray,19,0,13,0.641026
19356538,"Providence,_Rhode_Island",16,8,14,0.010989
12736902,Joe_Sawyer,6,5,3,0
1566564,Judy_Canova,4,4,1,0
34316852,Jennifer_Hedger,21,2,2,1
8039268,Ukraine_in_the_Junior_Eurovision_Song_Contest,13,3,22,0.727273
29191060,Sharrif_Floyd,19,0,3,0.333333
291984,Domenico_Modugno,11,17,5,0.1
42648640,Trai_Turner,19,0,1,0
295488,World_Youth_Chess_Championship,15,3,4,0.333333
38021030,Eddie_Pleasant,19,0,1,0
34975372,Jordi_Murphy,12,1,13,0.782051
92170,"Trumbull_County,_Ohio",21,2,2,0
59004406,A_Bigger_Grand_Canyon,11,1,8,1
2957852,Australian_Greens_Victoria,29,6,21,0.338095
772338,TD_Place_Stadium,19,0,26,0.692308
2008004,John_Brumby,29,6,9,0.555556
31706716,The_Swinger,4,4,1,0
42112294,Western_Naval_Base_(Ukraine),15,3,5,0.8
3415658,R._C._Slocum,19,0,8,0.321429
11696318,Brian_Kerr,0,1,1,0
5451260,The_Las_Vegas_Story_(film),4,4,2,0
6519772,Steve_Pelluer,19,0,5,0.4
18761426,Alex_Polizzi,1,2,4,0.5
47728518,Dave_Kearney,12,1,17,0.632353
4037814,Sree_Kanteerava_Stadium,6,13,3,0.333333
9158864,?scar_Tab?rez,11,1,7,0.190476
5860780,Ralph_Norman,3,2,1,0
30600332,All-Albanian_Congress,15,3,6,0.866667
58716844,Survivor_Series_(2019),16,8,1,0
25426162,International_North?South_Transport_Corridor,15,3,1,0
2300000,A_Caribbean_Mystery,6,5,1,0
46736404,Roland_Rudd,1,2,2,0
54256282,Gillian_Keegan,1,2,5,1
23753144,Isa?c_Brizuela,20,4,1,0
1074030,Stretford,14,9,12,0.727273
32180866,Twin_films,6,5,3,0
1228884,Anarchist_economics,30,6,5,0.4
36477942,Yuval_Peres,17,3,1,0
290200,Live_action,2,4,7,0.238095
5777138,Birmingham_Bowl,19,0,8,0.464286
5574,History_of_Croatia,15,3,1,0
3171252,1955?56_European_Cup,15,3,2,0
300820,Negrito,5,9,16,0.633333
16787608,Lin_Chia-lung,18,20,3,0.666667
46661590,Geoff_Swaim,19,0,4,0.166667
4514028,Ted_Thompson,19,0,7,0.238095
50422,Bernardo_Bertolucci,23,7,33,0.304924
23790,Pope_Alexander_VIII,15,3,8,0.892857
8912708,Kevin_Stallings,9,12,5,0.2
6786558,Donald_Meek,6,5,1,0
33796234,Lance_Dunbar,19,0,1,0
