Id,Label,modularity_class,Cluster,Degree,clustering
10626861,Presidential_Records_Act,19,2,1,0
45104275,Roger_Assal?,15,3,6,0.466667
387617,"Poletown_East,_Detroit",21,2,1,0
1353601,Rinat_Akhmetov,15,3,16,0.725
3477983,T_formation,19,0,22,0.242424
245653,Jasper_Maskelyne,23,7,3,0
18471381,Murattu_Kaalai_(1980_film),6,13,2,0
3718049,Bobby_Beathard,19,0,6,0.266667
59196867,23rd_Satellite_Awards,28,2,2,1
1222841,Turks_and_Caicos_Islands_national_football_team,15,1,4,1
1380601,Allen_Jenkins,6,5,4,0.5
58059365,2019_United_States_FIBA_Basketball_World_Cup_team,6,5,3,0.333333
21384781,Ognjen_Vranje?,15,3,2,0
128561,"Leith,_North_Dakota",3,2,2,0
41877189,Revival_(Ukraine),15,3,6,1
35329753,Willie_le_Roux,12,1,11,0.836364
412083,Jan_Schakowsky,17,15,4,0.833333
39551339,List_of_Nebraska_Cornhuskers_football_seasons,19,0,5,0.4
42694615,Jack_Conan,12,1,12,0.681818
15616803,Chris_Gimenez,3,2,3,0.333333
40766937,USNS_Pecos_(T-AO-197),24,3,2,0
41829771,Right_Sector,15,3,27,0.447293
2227311,Golden_Age_of_Science_Fiction,4,4,2,1
34808209,Geidi_Primes,1,11,5,1
57888497,Forge_FC,0,1,4,0.333333
39281431,P._T._A._Rahim,5,9,1,0
58527641,Type_39_torpedo_boat,24,3,4,0.666667
1339139,Freddie_Mitchell,19,0,1,0
58719,Judy_Garland,4,4,15,0.038095
2540701,Boomer_Sooner,19,0,3,0.333333
18682727,Caleb_Porter,0,1,3,0.333333
528711,George_C._Homans,30,6,12,1
32694497,"Charlie_Taylor_(footballer,_born_1993)",0,1,5,0.8
15271155,Trey_Songz_discography,1,11,2,0
59071997,Sebastian_Walukiewicz,11,1,2,1
25651119,The_Lion_King_(franchise),2,4,33,0.299242
54282249,Muramba,6,5,1,0
1623229,Christopher_Gable,2,4,1,0
21810713,Bernard_A._Friedman,20,4,2,0
382367,Western_Mustangs,19,0,4,0.833333
85917,Rapier_(missile),15,3,2,1
594257,Walkabout_(film),23,7,14,0.857143
55826797,Lidia_Thorpe,29,6,2,0
87987,Secret_Wars,25,4,1,0
2631013,Gene_Keady,9,12,6,0.4
4564581,2005_USC_vs._Notre_Dame_football_game,19,0,12,0.257576
283905,"Mitrovica,_Kosovo",15,3,4,0
8818599,Governorship_of_Mitt_Romney,3,2,3,0
174959,Karl_Mannheim,30,6,9,0.055556
26166983,Bo_people_(Andaman),5,9,13,0.769231
637869,Eric_Abetz,29,6,4,1
1291071,Ruth_Hussey,16,8,1,0
28254929,MullenLowe_Lintas_Group,16,8,1,0
4180039,Clemson?South_Carolina_football_brawl,19,0,6,0.133333
101447,Mars_2,17,3,27,0.717949
4820121,Records_and_statistics_of_the_Rugby_World_Cup,12,1,9,0.111111
4918773,Mayor_of_Taipei,18,20,2,1
3709241,USS_Stockdale_(DDG-106),24,3,2,0
1908561,Karl_August_Wittfogel,30,6,5,0
68513,Surface_science,17,3,3,1
2418655,Sebastian_Janikowski,19,0,3,0
284969,Graeme_Gibson,3,2,1,0
316201,Jon_Favreau,2,4,20,0.410526
14203025,"Black,_Manafort,_Stone_and_Kelly",3,2,2,0
17099977,Vincent_Asaro,16,8,2,0
17004517,Kwame_Ampadu,11,1,1,0
1433281,Dean_Ashton,0,1,1,0
9041429,Michael_Leckrone,19,0,2,1
3527105,Romeo_Muller,2,4,2,1
1501005,Mich?le_Morgan,2,4,3,0.333333
606651,Mel_Ott,21,2,5,0.2
30462409,Diamondback_(missile),15,3,1,0
23931937,Illinois?Northwestern_football_rivalry,19,0,8,0.928571
35001917,S._Narayan,6,13,3,0.666667
43567613,List_of_Arizona_Wildcats_head_football_coaches,19,0,2,0
44205977,Kentucky_Wildcats_football_statistical_leaders,19,0,5,0.4
94763,"Perry_County,_Mississippi",3,2,11,0.963636
4112069,Adam_Hammill,0,1,2,0
589885,Margaret_Hamilton_(actress),4,4,7,0.047619
24587347,Las_Vegas_Invitational_(basketball),6,5,6,0.266667
8666823,List_of_Washington_Huskies_starting_quarterbacks,19,0,9,0.527778
51131969,Shane_Buechele,19,0,3,0.333333
59235055,The_Final_Table,25,19,5,0.5
8897645,Jarawas_(Andaman_Islands),5,9,23,0.505929
39962015,Jon_Favreau_filmography,2,4,3,1
3007157,LaVell_Edwards,19,0,8,0.428571
3485361,Paulo_Bento,11,1,5,0.2
46601029,Cincinnati_Bengals_Radio_Network,19,0,6,0.4
1332343,Chuck_Cecil,19,0,4,0.5
39947753,Dilson_Herrera,21,2,1,0
59085421,2018_Melon_Music_Awards,3,2,3,0
57997031,Macedonia_in_the_Junior_Eurovision_Song_Contest_2018,13,3,19,0.883041
2526069,Miracle_at_the_Meadowlands,19,0,3,0.666667
36833601,Jake_Ball_(rugby_player),12,1,4,0.333333
42349531,List_of_awards_and_nominations_received_by_SpongeBob_SquarePants,28,2,28,0.666667
12468495,Halas_Hall,19,0,9,0.972222
38182167,2013_Texas_Tech_Red_Raiders_football_team,19,0,7,0.190476
2710467,Cornerstone_Group,1,2,3,0.333333
26125779,Hair_ice,17,3,2,1
1338249,Andamanese,5,9,30,0.4
59942751,Happy_Face_Entertainment,3,2,1,0
9076741,Bruce_Arians,19,0,5,0
33493095,Paper_Lion_(film),19,0,4,1
55960623,2018_Outback_Bowl,19,0,6,0.2
18929749,History_of_rugby_union_matches_between_New_Zealand_and_Wales,12,1,5,0.5
2274079,Harry_Oakes,23,7,3,0.333333
43836811,Ricky_Rainey,20,4,2,0
11323475,Paul_Caddis,11,1,3,0
3062551,The_Wizard_of_Oz_(1925_film),4,4,6,0.333333
561893,Type_93_torpedo,24,3,8,0.5
29760895,Cristiano_Biraghi,11,1,3,0
53520853,Anthony_Ponomarenko,15,3,1,0
37566527,Jacob_Soboroff,3,2,1,0
27053677,Layla_Moran,1,2,4,0.333333
577221,1971_San_Fernando_earthquake,8,16,4,0.666667
8061401,1996_California_Proposition_218,3,2,1,0
4040589,The_File_on_Thelma_Jordon,6,5,1,0
2951211,INS_Dakar,26,8,2,1
5831955,Ilona_Massey,6,5,1,0
126961,"Wallkill,_Orange_County,_New_York",10,10,1,0
1759591,Gareth_Thomas_(rugby),1,1,5,0.1
2281915,List_of_U.S._state_dogs,4,4,3,0
35848647,Abdulrahman_al-Awlaki,30,6,1,0
7816135,Jeremain_Lens,15,1,2,0
1353713,Shompen_people,5,9,6,0.666667
17860875,2004_Cincinnati_Bengals_season,19,0,2,1
42558145,ATK_(football_club),0,1,6,0.133333
26279999,List_of_Scotland_national_rugby_union_players,12,1,10,0.133333
3019175,Sapphire_(film),2,7,1,0
34527,Zodiacal_light,17,3,2,1
47264495,Gonzalo_Escalante,11,1,4,1
14192499,SpongeBob_SquarePants_(season_4),28,2,28,0.671958
41189161,Boeing_RC-1,8,16,1,0
376533,Clive_Woodward,12,1,9,0.111111
7759007,Jack_Cork,0,1,4,1
40189771,Half_of_a_Yellow_Sun_(film),2,4,1,0
38736935,2018_United_States_elections,3,2,27,0.233618
37874745,Bradley_Roby,19,0,7,0.333333
40787427,Peking_Duk,1,11,3,0.666667
35646949,Abbe_Lowell,3,2,1,0
4980155,Border_(1997_film),16,8,4,0.5
3081377,Katy_High_School,19,0,2,1
23387863,Stanislaw_Drahun,11,1,1,0
20520417,Taison,15,3,2,0
3439013,Gaetano_Mosca,30,6,2,1
56244479,Tim_Settle,19,0,3,0.333333
102047,"De?teapt?-te,_rom?ne!",15,3,1,0
3746837,The_Comancheros_(film),6,5,3,0
49036095,"Chris_Jones_(defensive_tackle,_born_1994)",19,0,6,0.533333
940063,The_X-Files_(season_6),4,4,14,0.703297
1200613,Public_holidays_in_Indonesia,15,10,1,0
55262069,Matty_Willock,15,3,3,0.333333
761777,Tijuana_River,3,2,1,0
852203,Local_Government_Act_1972,14,9,12,0.606061
302827,Andrew_Peacock,29,6,3,0.333333
44070683,Eric_Kendricks,19,0,11,0.272727
52089381,Vancouver_Showcase,6,5,10,0.622222
31876841,List_of_Clemson_Tigers_football_seasons,19,0,5,0.3
246749,Henry_Ossian_Flipper,21,2,1,0
33185559,Aleksandr_Torshin,3,2,1,0
51301923,"George_Dobson_(footballer,_born_1997)",11,1,1,0
41295857,List_of_Junior_Eurovision_Song_Contest_winners,13,3,22,0.757576
282243,Chinook_(dog),4,4,2,0
7478553,Death_and_culture,15,3,5,0.2
7952603,History_of_Crimea,15,3,20,0.489474
38680975,2018_United_States_Senate_elections,3,2,17,0.433824
3046491,Oxford_City_F.C.,11,1,2,0
928283,Birch_Wathen_Lenox_School,3,2,2,1
16252505,2009_Texas_Longhorns_football_team,19,0,5,0.3
40435275,Jerry_Dias,21,2,2,0
374699,Half_dollar_(United_States_coin),16,8,3,0.666667
158177,Condoleezza_Rice,19,0,4,0
49802917,Judi_West,19,0,1,0
22558831,Special_Forces_of_the_Main_Directorate_of_the_General_Staff_of_the_Russian_Armed_Forces,15,3,2,0
10158611,List_of_Ireland_national_rugby_union_players,12,1,27,0.339031
307273,Repton,27,14,8,0.821429
343209,Ralph_Wilson,19,0,6,0.266667
10674959,Neon_Genesis_Evangelion_(manga),25,19,6,1
57377989,Wales_in_the_Junior_Eurovision_Song_Contest,13,3,17,1
2294647,The_Water_Is_Wide_(book),6,5,1,0
11589575,Mars_landing,17,3,31,0.615054
19068837,Fragment_of_Fear,11,23,1,0
10457303,The_Conformist_(1970_film),23,7,19,0.701754
1762719,Wenxiu,23,7,2,1
17721103,Newton_Gang,16,8,1,0
47535423,Steve_Mouni?,0,1,5,1
20410261,"Beto_(footballer,_born_1982)",11,1,6,0.666667
24486121,Denali_Fault,8,16,1,0
3488845,John_Inverdale,1,1,1,0
33424909,Ron_Parker,19,0,2,1
50466375,2019_Australian_federal_election,29,6,11,0.109091
57802521,Zach_Norvell_Jr.,9,12,4,0.333333
2532071,Vesta_Tilley,14,9,1,0
7773299,Kersal,14,9,6,0.733333
1497737,Theda_Skocpol,30,6,6,0.266667
35461495,Murder_in_the_Fleet,6,5,1,0
35296137,Christopher_Stanley,16,8,2,0
56934107,Kyle_Kashuv,3,2,3,0.333333
2867793,Eureka_(1983_film),23,7,17,0.639706
1279105,John_Huarte,19,0,3,0
31211177,Rivian,21,2,2,0
55915751,National_Board_of_Review_Awards_2017,3,22,4,1
21817009,Don_Carey_(cornerback),19,0,1,0
55428537,"Aaron_Connolly_(footballer,_born_2000)",20,4,1,0
28576561,Miguel_(singer),1,11,5,0
54539791,Are_You_Experienced?_(novel),23,7,1,0
21663233,Battle_of_Ushant_(1944),24,3,3,1
1265697,Lester_Frank_Ward,30,6,17,0.772059
26554437,Hall_Pass,1,11,1,0
9560849,Vince_Workman,19,0,1,0
3257073,94th_Grey_Cup,19,0,25,0.766667
9523485,Pallikoodam_(film),6,13,3,0
57110799,Gehrig_Dieter,19,0,6,0.4
446705,?ge_Hareide,11,1,6,0.333333
18262913,William_H._McRaven,16,8,4,0
1966201,Pat_Sullivan_(American_football),19,0,10,0.066667
19836779,Aaron_Maybin,19,0,4,0.166667
1146817,Misato_Katsuragi,25,19,6,1
30890639,Nurul_Sriyankem,11,1,2,0
13911693,The_Secret_Garden_(1949_film),4,4,2,0
5158901,Luis_Polonia,21,2,1,0
2101767,Barabati_Stadium,6,13,1,0
185083,Huygens_(spacecraft),17,3,6,0.533333
8298365,Pissant,11,1,1,0
13568929,Mashco-Piro,5,9,2,1
4766483,National_Velvet_(film),4,4,1,0
51647669,2017_Davis_Cup,20,4,12,0.469697
1324915,Venera_14,17,3,4,0.666667
54964923,Sofia_Samodurova,15,3,3,0
2105599,Texas_U-turn,26,8,1,0
19286605,Marcia_Fudge,17,15,8,0.5
205007,Alamut_Castle,15,3,3,0.666667
40733545,Heart_of_Darkness_(1993_film),23,7,13,1
6146157,Anatoliy_Hrytsenko,15,3,8,0.321429
9662573,France_Davis_Cup_team,20,4,12,0.469697
8541193,Carleton_H._Wright,24,3,3,0.666667
452921,Sherbet_(band),1,11,2,0
50010681,Charles_Matthews_(basketball),9,12,1,0
145645,Monty_Woolley,4,4,2,0
25164839,Jonathan_Hogg,0,1,8,0.428571
4633879,New_York_State_Route_308,10,10,13,0.358974
14922287,Wayampi,5,9,2,1
54332253,Curtis_Tilt,11,1,2,1
503139,Wiglaf_of_Mercia,27,14,16,0.675
27725127,Los_Borrachos_del_Tabl?n,19,0,1,0
25726999,Frank_Ifield,1,11,1,0
30534533,Albanian_Flag_Day,15,3,3,1
2905045,Glenn_Shorrock,1,11,2,1
61071,Lady_for_a_Day,6,5,7,0.047619
23026183,1979_vote_of_no_confidence_in_the_Callaghan_ministry,1,2,3,0.333333
1212903,William_Castle,2,7,3,0.666667
34285249,Miss_Pacific_Fleet,6,5,6,0.466667
6230715,Winged_football_helmet,19,0,8,0.75
9780813,Ba_Ch?c_massacre,11,6,16,0.866667
43728323,Baylor?Texas_Tech_football_rivalry,19,0,6,0.266667
664635,Carl_Eller,19,0,4,0.333333
37654687,Radical_Party_of_Oleh_Lyashko,15,3,9,0.638889
773937,"Kanda,_Tokyo",20,4,1,0
20045745,Camilla_Sparv,24,3,1,0
47739793,Bradie_Tennell,15,3,1,0
3480351,Keep_the_Faith_(Faith_Evans_album),2,4,7,0.52381
427665,Paul_Lazarsfeld,30,6,18,0.601307
23675289,Group_of_Two,15,3,3,0.333333
49007715,Vince_Biegel,19,0,8,0.5
2406941,Arthel_Neville,19,0,5,0.5
1226931,Gambia_national_football_team,11,1,14,0.692308
48669113,Battle_Line_Rivalry,19,0,4,0.333333
39797845,2017_EAFF_E-1_Football_Championship,11,1,1,0
56467041,Aphiwe_Dyantyi,12,1,3,0.333333
46704149,Junaid_Hussain,30,6,2,0
59183933,Robert_Van_Scoyoc,3,2,2,1
1119057,Snow_Bowl_(1950),19,0,14,0.648352
58971265,Fosse/Verdon,6,5,1,0
14451033,Scott_Milanovich,19,0,12,0.393939
7128691,Electoral_district_of_Caulfield,29,6,11,1
55949315,Poland_in_the_Junior_Eurovision_Song_Contest_2018,13,3,28,0.582011
12767717,Hugh_Sinclair_(actor),4,4,1,0
43686777,Nick_Jennings_(artist),28,2,7,0.904762
59086973,ARA_Fournier_(M-5),26,8,2,1
52501013,Ed_Oliver_(American_football),19,0,1,0
58766295,2018_Moscow?Constantinople_schism,15,3,17,0.654412
469343,Mandrill,2,4,6,0.2
59190095,Jeep_Gladiator_(JT),21,2,2,0
10775679,Martin_Luther_King_High_School_(Detroit),19,0,1,0
11431731,The_Boob,6,5,2,0
52358197,Kyle_Guy,9,12,7,0.380952
916571,Tide_pool,28,2,3,0.333333
27807699,Mr._Chow,16,8,2,0
849299,Sandbach,14,9,3,0.333333
3585323,Paul_Hackett_(American_football),19,0,4,0.166667
46646029,Tom_Tugendhat,1,2,4,0.166667
1564433,Scheduled_Castes_and_Scheduled_Tribes,5,9,12,0.409091
44354213,Lovelyz,3,2,2,0
17011113,Platt_Fields_Park,14,9,2,0
288121,Sid_Luckman,19,0,18,0.333333
1064183,Marianne_Williamson,17,15,1,0
5890287,RocKwiz,1,11,4,0
4196905,The_Masque_of_the_Red_Death_(1964_film),23,7,3,0
79819,Greater_Manchester,14,9,20,0.357895
7669199,Acidalia_Planitia,17,3,21,0.790476
5548283,Donna_Edwards,17,15,1,0
43963045,Paddy_McNair,11,1,3,0.333333
32400581,2011_Mumbai_bombings,10,10,3,0.333333
325489,Gabriel_Tarde,30,6,2,0
34073499,Keith_Patterson,19,0,1,0
331975,Oliver_Letwin,1,2,8,0.392857
3442339,New_York_Film_Critics_Circle_Award_for_Best_Actress,28,2,2,1
1087247,The_Mark_of_Zorro_(1940_film),4,4,1,0
2240281,Frank_McAvennie,1,1,1,0
43612027,Ezequiel_Ponce,15,3,2,0
10467789,Pleasant_Valley_High_School_(California),19,0,2,0
51179883,Lo?c_Badiashile,11,1,1,0
3408483,Muriel_Gray,1,1,1,0
1815143,Andy_Farrell,12,1,4,0.333333
20416929,Attribution_of_the_2008_Mumbai_attacks,10,10,9,0.611111
3659833,Keith_Gillespie,11,1,1,0
20972783,2009_Dallas_Cowboys_season,19,0,7,0.047619
26057593,The_Sound_and_the_Fury_(1959_film),4,4,2,0
58794231,Lyle_Wright,19,0,1,0
55213043,Darren_Stewart_(fighter),20,4,1,0
105443,Eielson_Air_Force_Base,8,16,1,0
1306231,John_Henderson_(defensive_tackle),19,0,1,0
19842167,John_Johnson_(footballer),0,1,2,1
44026161,Arb?r_Zeneli,11,1,1,0
45354429,Welcome_to_Leith,3,2,1,0
26084201,Joan_Biskupic,3,2,1,0
1041281,Olympic_Studios,23,7,6,0.666667
35279147,Steven_Kitshoff,12,1,12,0.787879
22197403,Matt_Besler,0,1,10,0.355556
47350909,Lemar_Durant,19,0,16,0.708333
1353027,Louis_Hayward,4,4,4,0
35307415,Emerging_power,15,3,5,0.1
57559,Predation,15,3,8,0.071429
16925095,Jamie_Joseph,12,1,7,0.190476
20433259,Reactions_to_the_2008_Mumbai_attacks,10,10,8,0.75
1462013,1992_Consensus,18,20,7,0.47619
2622639,Iceman_(1984_film),23,7,1,0
958481,Cheesehead,19,0,3,0.666667
2006361,Mike_Mazurki,15,3,1,0
32755863,James_Paxton_(baseball),21,2,11,0.127273
19428787,Eileen_Pedde,4,4,1,0
43694397,South_Carolina_Gamecocks_football_statistical_leaders,19,0,7,0.190476
10671469,Mephitis_(genus),4,4,2,0
28901539,Arnold_Kopelson,28,2,1,0
2088693,Floyd_Landis,3,5,2,0
55144351,Alek_Torgersen,19,0,2,1
46215571,The_X-Files_(season_10),4,4,13,0.769231
34908999,Tyrone_Crawford,19,0,8,0.821429
40031985,Nicholas_Latifi,15,3,14,0.461538
58000497,Trials_of_Paul_Manafort,3,2,13,0.307692
36429757,Mosaic_Stadium,19,0,24,0.797101
29142733,Taylor_Martinez,19,0,4,0.166667
19521293,Holiday_Sidewinder,1,11,2,0
4153753,Sedan_Crater,15,3,1,0
5893673,Dwarakish,6,13,6,0.333333
43669223,"Jos?_Izquierdo_(footballer,_born_1992)",20,4,3,0
29717443,Ben_Mee,0,1,6,0.4
35139405,Sunday_Brunch,1,1,4,0.166667
57929481,Strength_is_in_Unity_(coalition),27,14,2,0
1606173,Noel_(film),2,4,1,0
11029423,Sharada_Peeth,10,10,4,0.166667
16080301,Leslie_Marshall_(journalist),21,2,2,0
1761649,Submarine_canyon,26,8,2,0
3538161,Jonathan_de_Guzm?n,11,1,3,0
26021393,List_of_Major_League_Baseball_annual_home_run_leaders,21,2,6,0.266667
17594089,Janowska_concentration_camp,15,3,1,0
28264507,Falcons?Saints_rivalry,19,0,6,0.133333
382889,Juan_Carlos_Ferrero,20,4,2,1
49096481,Sunday_(singer),3,2,4,0.5
136291,"Cleveland,_Texas",3,2,1,0
2837237,Later_Jin_(Five_Dynasties),1,7,6,0.533333
51074017,Department_for_Exiting_the_European_Union,1,2,5,0.4
1915735,Terry_Rossio,2,4,3,0.333333
808429,Montserrat_national_football_team,15,1,4,1
37461699,Project_Veritas,3,2,1,0
1093875,PKN_Orlen,15,3,1,0
1852603,Don_James_(American_football),19,0,12,0.227273
173147,Hilary_Rosen,3,2,3,1
50975197,Offspring_(2009_film),21,2,2,0
40004631,Jin?Song_Wars,1,7,4,0.166667
56363399,Ethan_Slater,28,2,1,0
29887979,Andrew_Sendejo,19,0,5,0
489001,Colony_of_Rhode_Island_and_Providence_Plantations,16,8,2,1
52015,Proper_motion,7,3,1,0
5021219,Tragedy_of_a_Ridiculous_Man,23,7,15,1
57257987,Chukwuma_Okorafor,19,0,2,1
20400055,Chris_Cuthbert,19,0,21,0.538095
21657889,Cosmic_Call,7,3,11,1
52850839,2019_Africa_Cup_of_Nations_qualification_Group_H,11,1,9,1
273869,Ulrich_Beck,30,6,5,0.6
55528639,Jo_Hartley,1,1,1,0
45468175,Chris_Conley_(American_football),19,0,5,0.3
29036369,Kyle_Porter,0,1,4,0.333333
265083,Solomon_Islands,24,3,8,0.714286
11833049,Ari_(footballer),11,1,2,1
1161075,Alberto_Tomba,3,2,1,0
5887853,Spike_Dykes,19,0,3,0.666667
15579,Communications_in_Japan,24,3,1,0
1576965,Lanny_Wadkins,20,4,1,0
34810699,Visions_(Grimes_album),1,11,5,1
31019133,Richard_Travis_(actor),4,4,1,0
13282759,The_Night_My_Number_Came_Up,2,7,2,1
31597277,Ben_Gibson,0,1,5,0.8
2830251,Alex_Hawke,1,2,1,0
1886311,Gerald_J._Ford_Stadium,19,0,1,0
7617351,Harry_Davenport_(actor),4,4,4,0
1182775,J._Carrol_Naish,6,5,2,0
316129,Raymond_Aron,30,6,9,0.194444
58032965,2018_Texas_Bowl,19,0,10,0.555556
3054621,Al_B._Sure!,11,17,5,0.3
4416643,J._Gordon_Edwards,6,5,3,0
44241563,Search_for_Malaysia_Airlines_Flight_370,26,8,3,1
46362829,RG_Snyman,12,1,10,0.911111
55269341,Jonathan_Taylor_(American_football),19,0,4,0.166667
43192439,List_of_James_Earl_Jones_performances,2,4,6,0.466667
6855907,Margus_Hunt,19,0,2,1
1965169,Kenechi_Udeze,19,0,1,0
13862585,Garrett_Graff,3,2,1,0
25795497,Lauren_Hart,19,0,1,0
326441,Mark_Fidrych,21,2,2,1
429871,John_Whittingdale,1,2,7,0.380952
7534793,George_Halas_Jr.,19,0,2,1
24785403,Hart_(deer),14,9,1,0
37710897,Jean-Michel_Nicolier,1,7,1,0
1847495,Stephen_Hammond,1,2,2,1
1111355,Route_number,10,10,4,0.5
48968117,Wisconsin_Badgers_football_statistical_leaders,19,0,5,0.1
591103,Susan_McDougal,21,2,2,0
243455,Group_of_Ten_(economics),15,3,2,1
54326299,2017?18_UEFA_Europa_League_knockout_phase,15,3,10,0.177778
2421409,Broadway_Danny_Rose,16,8,5,0
53685281,2018?19_UEFA_Futsal_Champions_League,11,1,2,1
14458095,Thangar_Bachan,6,13,1,0
3527175,SS_Carl_D._Bradley,26,8,1,0
430849,Paul_Breitner,15,3,3,0
13773107,John_Sawers,15,3,1,0
33109471,List_of_Monday_Night_Football_results_(2010?present),19,0,9,0.416667
6081903,Rajamangala_Stadium,11,1,7,0.142857
184831,Edward_Everett_Horton,6,5,7,0.095238
883557,Doug_Howlett,12,1,7,0.380952
2402435,J._R._House,21,2,1,0
4430063,Josh_McRoberts,9,12,3,0
6141295,Coaches_Poll,19,0,63,0.045059
30057,Tokyo,20,4,33,0.013258
20419361,Cama_Hospital,10,10,9,0.666667
33794601,Jean_Segura,21,2,1,0
13118401,Steve_Pearce_(baseball),21,2,1,0
54325981,2017?18_UEFA_Europa_League_group_stage,15,3,10,0.133333
47162691,Gurza-class_boat,15,3,6,0.933333
817527,Peter_Blau,30,6,15,0.885714
13222213,Muscogee_(Creek)_Nation,3,2,3,0
34231805,Diamond_Resorts,20,4,2,0
53155995,Jordan_Smith_(English_footballer),11,1,1,0
57296049,Noah_Fant,19,0,1,0
3450067,Matthew_Kilgallon,0,1,1,0
11352449,Swaraj_Kaushal,10,10,1,0
51560383,Panthers?Seahawks_rivalry,19,0,4,1
51335333,C._J._Ham,19,0,5,1
14097,History_of_Asia,23,7,3,0
625371,Robbie_Keane,0,1,12,0.075758
6162799,Stephen_Kenny_(footballer),0,1,4,0
38992487,Moranbong_Band,1,11,1,0
14192437,SpongeBob_SquarePants_(season_3),28,2,26,0.735385
371879,Hetty_Wainthropp_Investigates,11,1,1,0
15777065,Toromona,5,9,1,0
30860403,Geneticist,1,7,3,0.333333
11790387,Andrew_C._McCarthy,3,2,1,0
44206719,Ohio_State_IMG_Sports_Network,19,0,16,0.341667
27306991,Jenny_Chapman,1,2,1,0
3571761,Fortress_(chess),15,3,1,0
49687675,Peter_Jok,11,1,2,0
3330851,Bob_McNair,19,0,3,0.333333
20553665,Timeline_of_the_2008_Mumbai_attacks,10,10,8,0.821429
605275,Battle_of_Longewala,16,8,5,0.5
36735959,Clare_Peploe,23,7,5,0.6
33263817,101st_Grey_Cup,19,0,29,0.655172
34291983,Kansas_City_Princess,6,5,4,0.833333
45661627,Todd_Courser,3,2,2,0
56153035,United_States_involvement_in_regime_change_in_Latin_America,15,3,4,0.166667
1007453,HMS_Sidon_(P259),26,8,3,0
302401,The_Harvard_Crimson,3,2,4,0
963071,Kelly_Holcomb,19,0,3,0.333333
692953,Ceolwulf_I_of_Mercia,27,14,12,0.878788
197789,Leader_of_the_House_of_Commons,1,2,11,0.2
25256479,North_Carolina?NC_State_football_rivalry,19,0,11,0.363636
18908881,Train_of_Events,11,23,3,0
4705329,Brandenburger_Gold_Coast,5,9,1,0
56746537,Amelia_Gentleman,26,8,1,0
2135673,Ralph_Miliband,30,6,5,0.4
631793,Stuart_Scott,21,2,5,0.1
2175619,"James_Collins_(footballer,_born_1983)",0,1,1,0
1078261,ARIA_Music_Awards,1,11,20,0.105263
27014337,Zakaria_Labyad,15,3,2,1
2799359,Diglipur,5,9,5,1
21424069,Daniel_Candeias,15,3,1,0
2636121,Estadio_Malvinas_Argentinas,11,1,2,0
28053143,Eli_Babalj,0,1,1,0
2277707,Mika_Brzezinski,3,2,8,0.357143
27232411,List_of_Kentucky_Wildcats_football_seasons,19,0,7,0.47619
577751,Gale_Sondergaard,4,4,4,0.166667
6834875,List_of_Canadian_Football_League_records_(individual),19,0,21,0.438095
16555677,Viktor_Matviyenko,15,3,1,0
57026045,Bad_Boy_(Red_Velvet_song),3,2,1,0
30130913,Timm_Klose,11,1,1,0
12378693,List_of_comedy_films_of_the_1990s,19,0,5,0
4870191,Tracy_Wolfson,19,0,7,0.190476
14723131,1985_Washington_Redskins_season,19,0,10,0.355556
53996669,2017_Utah_State_Aggies_football_team,19,0,1,0
10297431,Andrea_Raggi,11,1,5,1
57852081,Ashley_Park_(actress),6,5,2,0
28756623,Sanrawat_Dechmitr,11,1,4,0.5
39530425,Unifor,21,2,3,0.333333
42721853,SMP_Racing,15,3,1,0
1829803,Hastings_and_Rye_(UK_Parliament_constituency),1,2,1,0
37456607,Semesa_Rokoduguni,12,1,2,0
17867829,Copa_Argentina,20,4,8,0.178571
2424321,Trinity_High_School_(Louisville),19,0,1,0
30938209,Frank_McGuire_(politician),29,6,7,0.571429
55949303,Belarus_in_the_Junior_Eurovision_Song_Contest_2018,13,3,19,0.818713
386261,Joe_Scarborough,3,2,6,0.4
1825495,AFC_Eskilstuna,15,3,2,0
157069,Image_map,17,3,14,1
36803775,Ismaily_(footballer),15,3,1,0
16095,Jimi_Hendrix,23,7,20,0.357895
37932785,Scott_Satterfield,19,0,8,0.107143
1051,Alexis_Carrel,30,6,2,0
22083267,Graham_Zusi,0,1,9,0.277778
58733065,2018_Taiwanese_referendum,18,20,7,0.761905
23857845,2009_Cincinnati_Bearcats_football_team,19,0,1,0
57804443,Rashad_Muhammed,15,3,1,0
28365607,Islanders?Rangers_rivalry,31,18,3,0
33465401,List_of_Michigan_State_Spartans_football_seasons,19,0,3,0.333333
15749069,Chankiri_Tree,11,6,2,1
33652705,Stade_2,11,1,1,0
172405,1946_in_film,4,4,2,0
5062775,Daniel_Everett,3,2,1,0
3056735,Jonathan_Roberts_(writer),2,4,9,0.944444
45470805,Marin_Honda,15,3,2,0
1031793,Didier_Drogba,0,1,6,0
18636995,Golden_Trailer_Awards,4,4,4,0
7341,Cowboy_Bebop,25,19,5,0
14925613,A_Blank_on_the_Map,5,9,1,0
2655089,SpongeBob_SquarePants,28,2,37,0.399399
40540617,Keita_Bald?,11,1,5,0.3
56932039,2018_Appalachian_State_Mountaineers_football_team,19,0,3,0.333333
41447439,Alexander_Albon,15,3,10,0.377778
21030957,Obsession_(1949_film),4,4,2,1
31463719,Carlos_Izquierdoz,20,4,1,0
266871,Atlantic_Southeast_Airlines,3,2,1,0
