,Label,Modularity Class,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
47139,Attentat,3,35.714287,54,124,233,-3.631349,22.880749,47139,15,10,5678.619858243991,Q81672
47595,Les Noces de Figaro,15,11.836735,152,129,0,-20.725906,8.800479,47595,2,11,390.0,Q201873
47744,Rosy Varte,5,13.67347,193,77,88,-10.701446,-6.7736435,47744,3,5,2576.3015264713663,Q2641146
47745,Le Viager,5,10.0,193,77,88,16.526888,14.517872,47745,1,5,0.0,Q3228079
49655,Golden Globes,8,21.020409,60,163,0,10.659125,-7.3267674,49655,7,13,7281.376311584572,Q1011547
49990,Fabienne Keller,15,19.183674,152,129,0,0.029396033,12.464949,49990,6,11,16.30454014939309,Q440151
50002,Catherine Trautmann,15,17.34694,152,129,0,12.689542,-18.188795,50002,5,11,1560.0,Q437405
50063,Jacques Deray,5,41.22449,193,77,88,22.52329,13.815343,50063,18,5,76072.12163098807,Q599020
50277,Grammy Awards,8,26.530613,60,163,0,5.690658,-12.05227,50277,10,13,13770.676213022092,Q41254
53613,Jean Casimir-Perier,17,10.0,0,168,183,-9.217647,-22.209848,53613,1,3,0.0,Q315656
55087,Plantu,3,10.0,54,124,233,1.6249721,-15.668037,55087,1,10,0.0,Q713413
55382,Montargis,0,30.20408,235,94,0,-10.912585,3.1270323,55382,12,4,3.615646038844485,Q212352
55973,Rosetta (sonde spatiale),9,10.0,255,42,47,16.171595,-17.695208,55973,1,16,0.0,Q48572
56028,2e régiment de hussards,8,11.836735,60,163,0,15.285987,-13.305125,56028,2,0,781.0,Q776014
56354,Hussard,8,11.836735,60,163,0,-1.2267911,-3.9654677,56354,2,0,1560.0,Q191713
56484,Liste des peuples gaulois et aquitains,7,11.836735,0,148,245,-7.829748,13.2038145,56484,2,5,3885.0,Q1243985
57454,Le Hussard sur le toit (homonymie),8,11.836735,60,163,0,4.5517,7.100095,57454,2,0,0.0,Q3223510
57455,Le Hussard sur le toit (film),8,15.510204,60,163,0,7.066017,-21.023615,57455,4,0,2338.0,Q1194500
58468,Brice Hortefeux,17,13.67347,0,168,183,-12.16888,-4.6621594,58468,3,7,42771.37519623612,Q502972
59967,Jean-Paul Rappeneau,8,21.020409,60,163,0,-22.564169,-14.186433,59967,7,0,34295.927058681686,Q709973
61689,Mandchoukouo,6,24.693878,114,121,10,-15.087433,4.730466,61689,9,1,3704.2666666667383,Q30623
63216,Michel Duchaussoy,5,17.34694,193,77,88,-19.476364,6.0254207,63216,5,5,12743.246936844698,Q470804
63327,Le Puy-en-Velay,7,17.34694,0,148,245,-16.892004,-0.77461064,63327,5,5,7749.0,Q184359
63771,Corinne Marchand,5,11.836735,193,77,88,-18.1649,20.844997,63771,2,5,781.0,Q129681
67705,Arme de poing,3,15.510204,54,124,233,-9.329154,-4.633451,67705,4,10,1646.5134701696734,Q1574963
68006,Bombardier (avion),9,11.836735,255,42,47,2.6797736,-6.8916993,68006,2,16,0.0,Q170877
68513,Paris brûle-t-il ? (film),5,11.836735,193,77,88,-15.450007,4.0686517,68513,2,5,781.0,Q909561
70857,Gérard Oury,14,24.693878,0,126,172,5.123605,-20.366554,70857,9,0,42333.486194274956,Q470798
71005,Kuomintang,6,11.836735,114,121,10,-4.3048096,-13.679561,71005,2,1,0.0,Q31113
72352,Mistinguett,5,11.836735,193,77,88,22.756683,7.5974674,72352,2,5,781.0,Q235507
73442,Enrico Fermi,13,10.0,0,164,49,18.55305,-3.3719554,73442,1,9,0.0,Q8753
74022,Alexandre Jardin,5,11.836735,193,77,88,-17.76961,-18.887947,74022,2,5,781.0,Q982361
74713,Opeth,8,10.0,60,163,0,-22.176414,-4.7920747,74713,1,13,0.0,Q18557
76823,La Bête humaine (film),5,10.0,193,77,88,-1.0723666,0.8918027,76823,1,5,0.0,Q830558
79513,Rencontres du troisième type,8,13.67347,60,163,0,-23.175053,-3.2085028,79513,3,13,21219.989965493714,Q320588
80010,Jacques Dufilho,5,10.0,193,77,88,4.668062,24.83451,80010,1,5,0.0,Q615795
80682,Virgin Megastore,15,11.836735,152,129,0,17.67558,-0.38362744,80682,2,11,6957.0,Q1055882
81325,Pierre Joxe,8,11.836735,60,163,0,-7.4795713,-24.018555,81325,2,0,2131.0144714820613,Q977974
81845,Gerald Ford,1,43.061226,153,96,160,18.337801,-12.078279,81845,19,12,81.52240259740259,Q9582
82005,Quercy,18,15.510204,0,160,220,-17.029404,-6.6987624,82005,4,17,3112.0,Q1895719
83045,Tirpitz (cuirassé),17,10.0,0,168,183,-24.513952,18.141418,83045,1,3,0.0,Q153370
86650,Générateur thermoélectrique à radioisotope,9,11.836735,255,42,47,-19.97922,18.346266,86650,2,16,0.0,Q305208
88531,Opération Husky,17,10.0,0,168,183,13.518924,-21.907822,88531,1,3,0.0,Q217981
89779,François Patriat,17,15.510204,0,168,183,-11.921842,-14.411008,89779,4,3,1758.909072871584,Q3085525
90170,Vidocq (série télévisée),7,11.836735,0,148,245,10.750138,-9.868394,90170,2,5,0.0,Q2523102
91503,Warren G. Harding,1,32.040817,153,96,160,1.6640931,1.6414515,91503,13,12,382.09090909090907,Q35286
92134,Calvin Coolidge,1,35.714287,153,96,160,16.930788,23.89766,92134,15,12,10.918290043290046,Q36023
93504,Coline Serreau,5,21.020409,193,77,88,-8.436905,1.1672375,93504,7,5,18983.666666666562,Q463255
95558,Multilatéralisme,1,11.836735,153,96,160,22.891375,5.227856,95558,2,12,0.0,Q1413574
98462,Marie-Sophie L.,5,10.0,193,77,88,-24.952496,-20.90446,98462,1,5,0.0,Q3292240
98517,Martin Landau,5,11.836735,193,77,88,17.171879,-1.6306541,98517,2,5,3112.0,Q294641
99692,Marianne Denicourt,8,11.836735,60,163,0,5.295841,21.414738,99692,2,0,5486.15266874202,Q273342
100365,Marcel Mouloudji,5,10.0,193,77,88,-20.530514,-5.6311693,100365,1,5,0.0,Q993521
102136,McDonnell Douglas F/A-18 Hornet,9,11.836735,255,42,47,3.7239852,-9.4006,102136,2,16,0.0,Q46397
102440,Karl Zéro,15,11.836735,152,129,0,-20.321537,-5.204878,102440,2,0,1090.7488323509963,Q3193481
105942,Place de la République (Paris),17,11.836735,0,168,183,-19.848406,13.431736,105942,2,3,781.0,Q175055
105972,Rue de Rivoli,5,10.0,193,77,88,14.160035,5.8409758,105972,1,5,0.0,Q141747
110224,Herbert Hoover,1,35.714287,153,96,160,-21.068829,24.659594,110224,15,12,12639.374242424241,Q35236
115236,Plácido Domingo,15,11.836735,152,129,0,-8.516791,-20.53022,115236,2,11,390.0,Q130853
117513,Dan Quayle,1,22.857143,153,96,160,11.095074,22.343224,117513,8,12,0.31666666666666665,Q49214
117663,Grover Cleveland,1,33.87755,153,96,160,-13.684124,-8.856756,117663,14,12,6.676623376623376,Q35171
125025,Bush,1,24.693878,153,96,160,4.2591763,-5.372941,125025,9,12,148.57748917748762,Q224168
125580,Nadine Trintignant,14,13.67347,0,126,172,-9.483846,-14.025709,125580,3,0,1305.5948633919063,Q266222
130640,Christian Marquand,8,11.836735,60,163,0,3.9434216,-5.2714972,130640,2,0,2758.2937537268936,Q1081030
131549,Neudorf (Strasbourg),15,28.367348,152,129,0,-0.5325005,-0.1557949,131549,11,11,1844.8004979895716,Q1979419
131550,Neuhof (Strasbourg),15,21.020409,152,129,0,15.320154,-4.669436,131550,7,11,2.083333333333333,Q2354196
134064,Les Nouvelles Aventures de Vidocq,7,11.836735,0,148,245,9.267831,10.765072,134064,2,5,0.0,Q1210830
139039,Paul Morand,8,11.836735,60,163,0,-20.488644,14.09828,139039,2,0,2038.781715349307,Q272
141894,Bob Dole,1,11.836735,153,96,160,13.1680155,-5.148459,141894,2,12,0.0,Q319079
147192,Jacques Dynam,5,21.020409,193,77,88,19.410254,-7.2013097,147192,7,5,23506.950470224165,Q981564
147989,Meinau,15,19.183674,152,129,0,-24.863354,20.829927,147989,6,11,3.409722222222222,Q3304712
148053,Stade de la Meinau,19,13.67347,0,134,74,-0.46318504,14.493593,148053,3,14,5207.263498550325,Q374883
149470,Embargo des États-Unis contre Cuba,3,10.0,54,124,233,-1.8202505,-12.475063,149470,1,10,0.0,Q1334972
153035,Danièle Gilbert,14,13.67347,0,126,172,6.816834,-21.931261,153035,3,0,3412.1732551096857,Q3015129
158029,Ernest Borgnine,8,13.67347,60,163,0,-17.566408,-3.4213226,158029,3,0,2682.476233422584,Q102551
158047,Isabelle Aubret,8,11.836735,60,163,0,1.7026223,-21.857498,158047,2,13,781.0,Q229359
158091,Yvan Colonna,15,17.34694,152,129,0,6.5842147,-8.044471,158091,5,0,4943.73216568434,Q582729
158507,George Bush,1,17.34694,153,96,160,23.878077,14.254323,158507,5,12,0.125,Q43038
160199,Aurore,15,10.0,152,129,0,-23.553448,16.2324,160199,1,11,0.0,Q424776
161778,Fulham Football Club,19,15.510204,0,134,74,3.6809747,-3.97839,161778,4,7,1567.0833333333335,Q18708
167190,Grêmio Foot-Ball Porto Alegrense,12,22.857143,235,44,170,22.296652,-10.738362,167190,8,6,45.00227716301881,Q221695
171264,Michael Dukakis,1,22.857143,153,96,160,-5.5716043,3.529396,171264,8,12,0.375,Q319099
173438,Barbara Bush,1,37.55102,153,96,160,18.317884,23.747183,173438,16,12,37980.07049062049,Q190628
173750,Laura Bush,1,22.857143,153,96,160,-22.110039,-16.73775,173750,8,12,109.294913419913,Q152019
173759,Nancy Reagan,1,17.34694,153,96,160,-21.393158,-16.226301,173759,5,12,105.06111111111083,Q193426
173765,Rosalynn Carter,1,17.34694,153,96,160,-3.6489391,22.129595,173765,5,12,398.1619047619001,Q219353
174088,Plan Orsan,3,13.67347,54,124,233,-5.115225,12.486149,174088,3,10,781.0000000000001,Q3391180
174305,Eleanor Roosevelt,8,10.0,60,163,0,-6.853628,-4.891982,174305,1,13,0.0,Q83396
176483,MAC modèle 1950,3,11.836735,54,124,233,-23.260014,1.4195846,176483,2,10,0.0,Q835436
183442,Burt Lancaster,8,11.836735,60,163,0,10.178321,-1.075973,183442,2,0,1341.460420393559,Q160528
184371,Fantômas contre Scotland Yard,5,19.183674,193,77,88,-20.454954,-18.202911,184371,6,5,681.9705969543935,Q1395971
185864,Georges Besse,3,10.0,54,124,233,-10.819761,-20.447527,185864,1,10,0.0,Q1508821
193929,Stade de la Beaujoire,19,13.67347,0,134,74,-11.08715,-5.338088,193929,3,14,3112.0,Q1053455
194461,Patriots de la Nouvelle-Angleterre,2,15.510204,0,134,135,15.07614,21.164782,194461,4,8,6970.999999999999,Q193390
195468,Amel Bent,11,15.510204,185,97,239,20.575588,4.1188827,195468,4,2,3891.0,Q266779
195633,Jeb Bush,1,35.714287,153,96,160,9.149072,-21.154709,195633,15,12,668.4694805194877,Q221997
201428,Phil Jackson,2,15.510204,0,134,135,20.256159,24.027077,201428,4,8,0.6666666666666666,Q316246
205039,Sylvie Joly,5,11.836735,193,77,88,-9.176033,18.000755,205039,2,5,3112.0,Q3507343
205557,Raphaël Mezrahi,14,13.67347,0,126,172,22.078972,-24.544798,205557,3,0,2841.3981320970606,Q3419486
207985,Susie Morgenstern,17,10.0,0,168,183,-7.968392,-21.190145,207985,1,3,0.0,Q1744216
211571,Koenigshoffen,15,15.510204,152,129,0,22.245369,12.3503275,211571,4,11,0.0,Q3198242
214564,Agent provocateur (personne),17,10.0,0,168,183,22.716179,12.027485,214564,1,3,0.0,Q392752
214582,La Folle Journée de Ferris Bueller,13,11.836735,0,164,49,10.970301,18.781382,214582,2,9,38637.0,Q498906
216720,Confédération sud-américaine de football,12,28.367348,235,44,170,-14.123094,19.23337,216720,11,6,1276.790986790987,Q58733
217097,Liste des maires de Strasbourg,15,17.34694,152,129,0,5.0598583,18.568205,217097,5,11,2.25,Q509558
217410,Herbert Léonard,15,15.510204,152,129,0,-5.5459433,-14.812655,217410,4,0,4001.83349467871,Q3133481
217769,Hervé Vilard,15,11.836735,152,129,0,-18.490906,10.96814,217769,2,0,1262.201167648995,Q2403441
218932,Loi 12 du football,12,10.0,235,44,170,15.555408,-20.257898,218932,1,6,0.0,Q265777
218952,Loi 13 du football,12,11.836735,235,44,170,0.538853,-21.522453,218952,2,6,780.9999999999999,Q1379266
220328,Emmanuel Todd,17,17.34694,0,168,183,21.855104,-23.58229,220328,5,3,10687.822075548786,Q713775
221400,Jean-Marcel Jeanneney,17,11.836735,0,168,183,6.172364,-0.5340552,221400,2,3,1560.0,Q353164
223465,Syndicat de la magistrature,17,10.0,0,168,183,-7.3543086,-14.154196,223465,1,3,0.0,Q3508263
225241,Coupe intercontinentale,12,26.530613,235,44,170,-8.578081,-14.846269,225241,10,6,2509.8237272537635,Q182473
225434,Muriel Catala,8,10.0,60,163,0,-7.918095,2.837275,225434,1,0,0.0,Q1953709
226837,Marc Forster,13,22.857143,0,164,49,-23.630844,-19.35782,226837,8,9,23460.33333333334,Q28497
226864,Front national de libération du Sud Viêt Nam,17,13.67347,0,168,183,-3.1272438,-17.787434,226864,3,3,6965.0,Q174423
231118,Daniel Lavoie,8,10.0,60,163,0,1.1262604,14.130395,231118,1,13,0.0,Q1161511
231252,Davor Šuker,19,13.67347,0,134,74,13.58206,-16.989037,231252,3,14,2339.0,Q189217
232025,Retour à Howards End,8,11.836735,60,163,0,21.837564,-13.845676,232025,2,13,781.0,Q913389
232067,Jean-Luc Lemoine,14,13.67347,0,126,172,-22.943333,19.250343,232067,3,0,1093.3379015449584,Q3167188
232080,Pat Riley,2,17.34694,0,134,135,7.942069,-5.0092463,232080,5,8,390.66666666666663,Q335762
232918,United States Army Air Forces,9,13.67347,255,42,47,-14.08169,5.9956837,232918,3,16,3112.0,Q741723
236374,Stade Monumental Antonio Vespucio Liberti,12,15.510204,235,44,170,9.526386,-16.548662,236374,4,6,11.450455100455098,Q276354
239587,Frédéric Kanouté,19,10.0,0,134,74,6.181205,-3.0350318,239587,1,14,0.0,Q218394
241560,Don Nelson,2,13.67347,0,134,135,24.01505,-8.640329,241560,3,8,0.0,Q375600
243479,Jean-Louis Bourlanges,17,11.836735,0,168,183,-2.0361497,-14.887485,243479,2,3,781.0,Q711098
243500,Marielle de Sarnez,17,11.836735,0,168,183,-6.3375645,-7.119336,243500,2,3,1560.0,Q452173
244296,Bouli Lanners,5,13.67347,193,77,88,-18.00004,-9.086045,244296,3,5,781.0,Q895091
246399,Brian Mulroney,1,15.510204,153,96,160,17.629448,-16.207268,246399,4,12,312.87857142856654,Q128563
247702,Sunderland Association Football Club,19,15.510204,0,134,74,-0.57175297,8.020431,247702,4,7,6178.773809523809,Q18739
248389,Leeds United Football Club,19,17.34694,0,134,74,23.013939,11.485398,248389,5,7,5396.773809523808,Q1128631
249565,Catherine Lara,15,11.836735,152,129,0,-17.437954,-22.826363,249565,2,11,3885.0,Q2941969
249951,Jamais plus jamais,8,13.67347,60,163,0,19.93195,-5.7599554,249951,3,13,389.0,Q180279
250263,Patricia Spehar,0,88.97959,235,94,0,0.41523352,-5.8259726,250263,44,4,55.71030876527866,Q732109
250706,Bata (entreprise),15,13.67347,152,129,0,-11.145113,16.750937,250706,3,11,1560.0,Q688082
250893,Christophe Bourseiller,3,10.0,54,124,233,-1.6420077,-13.284103,250893,1,10,0.0,Q2966124
251034,Peggy Zlotkowski,0,85.30612,235,94,0,-23.734629,15.1278305,251034,42,4,0.022727272727272728,Q3374253
252207,Cixi,6,15.510204,114,121,10,1.6442221,-10.439344,252207,4,1,1694.5666666666427,Q47842
255711,Joe Biden,1,24.693878,153,96,160,-24.184961,-10.236725,255711,9,12,0.375,Q6279
255888,Guangxu,6,11.836735,114,121,10,-16.292742,9.100081,255888,2,1,0.0,Q299710
268950,Guillaume Peltier,17,13.67347,0,168,183,-22.348911,5.193934,268950,3,7,9953.847516520183,Q3120121
272510,Gregg Popovich,2,17.34694,0,134,135,21.610847,7.5103664,272510,5,8,4656.666666666666,Q456730
275132,Asia Argento,8,13.67347,60,163,0,-11.562096,14.526892,275132,3,0,1561.0,Q232052
275628,Pretty Woman,4,10.0,175,95,13,-7.319549,7.654405,275628,1,15,0.0,Q207954
280514,Philippe Bas (homme politique),17,10.0,0,168,183,-5.3081465,13.377,280514,1,3,0.0,Q3379308
282343,Axel Kahn,17,10.0,0,168,183,15.417476,-16.366207,282343,1,3,0.0,Q325495
285323,Jean-François Stévenin,5,15.510204,193,77,88,-2.250917,-0.5884166,285323,4,5,1035.6666666666558,Q1684856
285989,Bataille de Solférino,8,10.0,60,163,0,15.739414,-0.6200077,285989,1,0,0.0,Q324916
286177,Laure Adler,3,13.67347,54,124,233,21.421879,-9.00954,286177,3,10,1561.0000000000002,Q3218743
297913,Leeds,19,11.836735,0,134,74,-2.781596,-3.7712588,297913,2,7,781.0,Q39121
301236,Vladimir Cosma,14,13.67347,0,126,172,12.146378,11.792938,301236,3,0,3597.701801062076,Q507940
308491,Donald Pleasence,9,11.836735,255,42,47,17.898996,-19.524437,308491,2,16,19656.0,Q314914
310006,Olivier Dacourt,19,10.0,0,134,74,18.262882,2.8525102,310006,1,7,0.0,Q314879
315722,Maguy,5,15.510204,193,77,88,8.684769,-17.504578,315722,4,5,4854.916334374664,Q3277423
316306,Amistad,8,10.0,60,163,0,-11.091535,-9.819198,316306,1,13,0.0,Q472361
317576,Stadium de Toulouse,19,15.510204,0,134,74,-13.336223,2.847944,317576,4,14,8963.417637548595,Q738044
317616,Zaifeng,6,21.020409,114,121,10,-23.898258,-8.61846,317616,7,1,22.7,Q144348
321304,Matthew Fox,13,10.0,0,164,49,-23.465986,21.440273,321304,1,9,0.0,Q185554
324945,Roazhon Park,19,19.183674,0,134,74,-0.4989333,-23.15229,324945,6,7,35091.142116276285,Q1121760
326956,La Totale !,5,11.836735,193,77,88,16.38404,1.057694,326956,2,5,8.75,Q3213184
331707,CA Independiente,12,30.20408,235,44,170,3.2430823,-7.063294,331707,12,6,1100.835200372855,Q214978
333019,Claude Bolling,5,13.67347,193,77,88,-2.0033448,7.0429726,333019,3,5,781.0,Q943109
337205,Attentat du RER B à Saint-Michel,3,35.714287,54,124,233,14.848948,-22.372568,337205,15,10,652.5743017630604,Q2869997
340754,Ballainvilliers,5,10.0,193,77,88,5.191452,19.510946,340754,1,5,0.0,Q248945
344847,Alexandre Desplat,8,15.510204,60,163,0,10.255948,24.516298,344847,4,13,61.25000000000001,Q313362
345039,Berner Sport Club Young Boys,19,21.020409,0,134,74,-13.707841,-2.3900805,345039,7,7,600.5023212898268,Q190526
345086,Attentat de la gare de Bologne,3,11.836735,54,124,233,-9.6557865,-15.389679,345086,2,10,1167.0,Q569287
347298,Santos Futebol Clube (Santos),12,22.857143,235,44,170,2.2027075,0.5670745,347298,8,6,85.72273089229607,Q80955
348232,Club Atlético Peñarol,12,32.040817,235,44,170,-15.83341,-10.795077,348232,13,6,3227.4699372806767,Q16320
352482,John Glenn,15,10.0,152,129,0,23.469978,-15.806858,352482,1,11,0.0,Q182642
352867,Marie Denarnaud,8,11.836735,60,163,0,15.963524,-7.0919166,352867,2,0,781.0,Q1647279
355677,Alan Shepard,1,10.0,153,96,160,13.32321,-18.189682,355677,1,12,0.0,Q174979
355833,Danièle Thompson,8,21.020409,60,163,0,-17.781576,18.114275,355833,7,0,73581.21552607506,Q374760
357403,Julien Guiomar,5,11.836735,193,77,88,24.161182,-15.299697,357403,2,5,781.0,Q1712249
357838,Peguy Luyindula,19,11.836735,0,134,74,-18.213934,-20.963837,357838,2,7,808.9436507936467,Q342608
358340,Passi,11,11.836735,185,97,239,-3.0529842,-20.070894,358340,2,2,1560.0,Q1395502
358341,Christine Bravo,14,15.510204,0,126,172,-4.4340725,17.43366,358341,4,0,4205.3379015449555,Q8322448
358851,Mary McDonnell,5,10.0,193,77,88,-18.649597,21.758453,358851,1,5,0.0,Q117500
364517,Maria Pacôme,5,35.714287,193,77,88,-5.779061,14.399405,364517,15,5,101024.11816343539,Q1896228
365156,Fanny Cottençon,14,11.836735,0,126,172,-10.580857,10.02556,365156,2,0,5905.0799439546245,Q462625
366903,Torino Football Club,12,17.34694,235,44,170,17.519045,-18.195574,366903,5,6,2339.9999999999995,Q2768
367937,Gena Rowlands,8,11.836735,60,163,0,-20.946941,-4.198325,367937,2,13,2337.0,Q229258
369619,FK Partizan Belgrade,4,11.836735,175,95,13,-23.218487,6.003236,369619,2,15,2296.321428571426,Q188656
369668,Jean-Noël Guérini,5,13.67347,193,77,88,19.394575,13.640893,369668,3,5,1762.0781786840598,Q3168248
369679,Didier Guillaume,17,15.510204,0,168,183,21.373537,-7.956654,369679,4,3,2634.35087481963,Q3027038
372594,Karin Dor,9,10.0,255,42,47,-19.316574,1.3180697,372594,1,16,0.0,Q62353
374523,Philippe Castelli,5,17.34694,193,77,88,-11.5684185,-2.5111585,374523,5,5,3129.938895927925,Q3379527
376686,Espanyol de Barcelone,10,13.67347,253,0,107,21.894972,-1.7806448,376686,3,6,1561.0,Q8780
385279,New Horizons,9,11.836735,255,42,47,-15.14203,-9.674141,385279,2,16,2337.0,Q48461
386868,Pascal Bruckner,8,11.836735,60,163,0,-9.823525,-6.004057,386868,2,0,31466.34830936261,Q1348334
387366,Lauzerte,18,13.67347,0,160,220,2.2951539,2.7782125,387366,3,17,1560.0,Q919927
389856,Championnat de Serbie de football,4,15.510204,175,95,13,-4.0147767,22.825167,389856,4,15,1527.3214285714284,Q235307
394811,Electrolux,5,10.0,193,77,88,24.413225,-5.3994403,394811,1,5,0.0,Q505922
401772,Javier Saviola,12,11.836735,235,44,170,-21.225082,10.273555,401772,2,6,1.3928571428571428,Q186071
405713,Michel Vuillermoz,8,17.34694,60,163,0,-13.466258,-10.495504,405713,5,0,14895.48984142153,Q1930952
411604,Laurent Terzieff,8,11.836735,60,163,0,18.129595,-20.888014,411604,2,0,594.1049062049062,Q523545
411958,Héliosphère,9,19.183674,255,42,47,22.182297,-1.6954825,411958,6,16,3500.0,Q131687
414889,Rafael van der Vaart,19,11.836735,0,134,74,-16.698648,21.08,414889,2,7,781.0,Q163974
416570,Éric Di Meco,4,15.510204,175,95,13,-17.040327,22.999233,416570,4,15,2512.9517243680866,Q288169
416622,Toyota 2000 GT,9,11.836735,255,42,47,8.135997,15.10454,416622,2,16,1560.0,Q1324772
422453,Gipsy Kings,8,10.0,60,163,0,-1.9609041,21.506592,422453,1,13,0.0,Q40586
423224,George Prescott Bush,1,28.367348,153,96,160,3.5211594,-9.936437,423224,11,12,147.72424242424086,Q3101841
424739,Stade de Suisse,19,11.836735,0,134,74,-8.799294,-5.189457,424739,2,7,2.5444444444444443,Q194479
425913,Eugène Saccomano,5,11.836735,193,77,88,4.632389,-23.09287,425913,2,5,174.76046176046148,Q3060165
428085,Jean-Noël Jeanneney,8,11.836735,60,163,0,-23.543943,-9.680102,428085,2,0,1896.9168524344425,Q714993
428737,Marie Guévenoux,17,13.67347,0,168,183,-0.35998365,-21.26468,428737,3,3,2271.3904220779364,Q3292560
