,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,7.0,141.0,Alain Madelin,0.5698626637458801,Q582101,History_and_Society.Politics_and_government,141.0,6953.3918097561755,8.0,2722.0,3.989038646221161,History_and_Society,Politics_and_government
1,15.0,430.0,Billy Wilder,0.287777841091156,Q51547,Culture.Performing_arts,430.0,8371.536793015835,1.0,3174.0,4.31666761636734,Culture,Performing_arts
2,3.0,464.0,Beffroi,0.7431780099868774,Q815448,Culture.Visual_arts.Architecture,464.0,31367.705235769263,16.0,3272.0,2.2295340299606323,Culture,Architecture
3,1.0,702.0,Palais de la Cité,0.9124462008476256,Q2047247,Culture.Visual_arts.Visual_arts*,702.0,0.0,8.0,2420.0,0.9124462008476256,Culture,Visual_arts*
4,3.0,1397.0,Henry James,0.6370407938957214,Q170509,Culture.Literature,1397.0,3823.64130467313,10.0,2235.0,1.9111223816871643,Culture,Literature
5,5.0,1534.0,IMac,0.9942797422409058,Q14091,STEM.Technology,1534.0,15912.0,15.0,1841.0,4.971398711204529,STEM,Technology
6,2.0,1622.0,Joseph Conrad,0.6584275364875793,Q82925,Culture.Literature,1622.0,5312.0,10.0,2394.0,1.3168550729751587,Culture,Literature
7,1.0,1802.0,Las Vegas Parano,0.9959398508071899,Q23395,Culture.Media.Media*,1802.0,0.0,14.0,2371.0,0.9959398508071899,Culture,Media*
8,12.0,1889.0,Louis Malle,0.9942797422409058,Q55392,Culture.Biography.Biography*,1889.0,99407.94961736829,10.0,2871.0,0.0,Culture,Biography*
9,6.0,2014.0,Macintosh,0.9935217499732972,Q75687,Culture.Media.Media*,2014.0,5312.0,15.0,8098.0,5.961130499839784,Culture,Media*
10,5.0,2175.0,Noël Mamère,0.4921981394290924,Q965109,History_and_Society.Politics_and_government,2175.0,62084.46743577184,15.0,3805.0,2.460990697145462,History_and_Society,Politics_and_government
11,2.0,5576.0,Joe DiMaggio,0.9324633479118348,Q297142,Culture.Sports,5576.0,63101.732051206316,10.0,2640.0,1.8649266958236697,Culture,Sports
12,9.0,6082.0,Blue Velvet,0.998977780342102,Q660950,Culture.Media.Films,6082.0,17740.29357244121,1.0,2450.0,8.990800023078918,Culture,Films
13,37.0,6742.0,Révolution française,0.7186043858528137,Q6534,History_and_Society.Military_and_warfare,6742.0,351321.6002665935,8.0,99741.0,26.588362276554108,History_and_Society,Military_and_warfare
14,2.0,7300.0,Joe Strummer,0.5078218579292297,Q310052,Culture.Media.Media*,7300.0,5312.0,5.0,3262.0,1.0156437158584595,Culture,Media*
15,11.0,7559.0,Nebraska,0.8354935646057129,Q1553,Geography.Regions.Americas.North_America,7559.0,50676.25305779065,6.0,3084.0,0.0,Geography,North_America
16,14.0,7560.0,Nevada,0.952584147453308,Q1227,Geography.Regions.Americas.North_America,7560.0,159667.73866693268,6.0,3274.0,0.0,Geography,North_America
17,13.0,7568.0,New Hampshire,0.11280541121959685,Q759,History_and_Society.Politics_and_government,7568.0,84259.26596061555,6.0,6609.0,1.466470345854759,History_and_Society,Politics_and_government
