Id,Label,modularity_class,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
55232472,2019_CFL_season,34,15,17,0.128242,0.14784,449.249207
3946242,Eimuntas_Nekro?ius,26,1,21,0.102462,0.109644,0
8161118,Bobby_Carpenter_(American_football),4,3,17,0.131733,0.152251,6471.640953
51544610,Florence_Kasumba,36,5,18,0.128239,0.144456,0
692976,Beorhtwulf_of_Mercia,23,13,21,0.101466,0.112673,1.991703
50514830,Tammy_Abraham,27,1,18,0.132866,0.151146,0
14590846,List_of_active_Ukrainian_Navy_ships,27,12,18,0.144903,0.174631,2951.060601
38834392,ARA_San_Juan_(S-42),39,19,24,0.074254,0.08285,146583.95
57089040,American_Soul,3,2,21,0.093088,0.099276,4602
2648856,Jane_Eyre_(1943_film),26,2,25,0.070204,0.074036,13800
11977166,Ilyushin_Il-112,18,1,19,0.128335,0.145139,0
53748336,Jonnu_Smith,43,3,19,0.1066,0.118833,1293.175188
332134,Bill_Fagerbakke,2,12,18,0.121711,0.138331,0
10444102,Science_and_technology_of_the_Song_dynasty,38,6,21,0.109624,0.121723,76584.928364
20034776,Tray_Blackmon,4,1,18,0.115645,0.129266,0
14501954,Are_You_Experienced?_(song),44,12,21,0.10812,0.120761,14
2383372,Rita_Johnson,26,1,26,0.064864,0.068526,0
201112,Mario_Bunge,35,2,23,0.077409,0.08356,0
5729648,Nicolas_Mahut,37,8,18,0.135462,0.155056,27226.807961
1226632,Tina_Hobley,0,1,23,0.082069,0.088006,0
36894194,Tr?z?guet_(Egyptian_footballer),28,9,19,0.131853,0.162176,120693.488921
3882218,Programming_language_theory,10,4,22,0.093433,0.102,862.768619
16172170,Connie_Talbot,44,6,23,0.088947,0.09577,6902.833333
1352224,United_States_circuit_court,18,1,20,0.1086,0.118091,0
36682390,Bobak_Ferdowsi,10,1,21,0.102375,0.112832,0
2804704,Gone_with_the_Wind_(film),15,12,20,0.106868,0.119705,32284.237186
16491946,Chen_Chi-mai,49,7,23,0.086099,0.093022,3686.134127
55089196,Feleipe_Franks,4,3,18,0.121192,0.139954,312.043434
909006,1900_(film),40,20,20,0.104645,0.118433,1137.773057
2888384,Henry_Daniell,26,2,24,0.075496,0.080252,18396
1833654,Diverging_diamond_interchange,42,5,17,0.127808,0.145282,60370.685674
54088,Harry_Palmer,26,2,24,0.078473,0.082268,0
11659694,List_of_the_oldest_living_people,27,2,18,0.144644,0.172687,4602
28323576,Ben_Purkiss,28,7,19,0.130946,0.159132,6816.665033
7034,Cruiser,14,19,19,0.127783,0.149475,125715.257971
37601302,Whitehouse_High_School,28,1,19,0.130774,0.157845,0
1669640,England_national_football_team_records_and_statistics,28,8,18,0.122381,0.144145,10515.032572
44316528,Michigan_IMG_Sports_Network,43,4,19,0.109447,0.125465,3880.00094
2569570,Turf_Moor,41,4,19,0.110241,0.124468,14051.862361
16706134,Salish_Wool_Dog,37,3,23,0.084707,0.089684,18396
4173540,Friday_on_My_Mind,0,3,22,0.090163,0.098574,0
15548838,Primal_Scream_discography,0,2,21,0.098112,0.108603,0
43659046,Florent_Hadergjonaj,41,6,20,0.106761,0.120274,615.442609
57863442,2018?19_IIHF_Continental_Cup,28,2,19,0.130778,0.157954,0
547482,Andamanese_languages,8,16,25,0.073995,0.085132,90.990834
3500262,"Paul_Robinson_(footballer,_born_December_1978)",28,3,20,0.116187,0.134157,57.083333
8548856,Shawna_Waldron,4,1,20,0.103908,0.115626,0
50375864,Trevor_Davis,4,6,18,0.112031,0.126289,0
49422336,Cha_Jun-hwan,27,1,19,0.126425,0.143486,0
36881830,Aleksander_?eferin,28,1,20,0.103769,0.114456,0
6673634,Ranjit_Chowdhry,9,2,28,0.057149,0.060047,0
2580516,KTVA,33,1,26,0.066066,0.069251,0
2473406,Tony_Warner,11,1,22,0.094108,0.102788,0
22567388,Sebastian_Vollmer,43,1,20,0.096716,0.104916,0
950216,Grisha-class_corvette,27,13,19,0.130511,0.153285,4870.280856
217750,The_Whisperers,18,1,23,0.090617,0.095843,0
65504,John_Poindexter,18,4,19,0.124483,0.140822,13800
27261798,Chris_Skidmore,47,2,20,0.109363,0.12248,1842.717337
32481016,International_Business_Times,18,17,18,0.147225,0.175634,297057.852348
1060880,Cha_Bum-kun,41,2,19,0.112074,0.124185,4602
426670,USS_Tang_(SS-306),39,1,26,0.064674,0.069313,0
49398052,Yukultji_Napangati,8,4,26,0.068847,0.075127,0
26020338,Jean_Muir_(actress),26,3,22,0.087163,0.095008,4456.338135
10602046,List_of_Atlanta_Falcons_starting_quarterbacks,43,3,18,0.112565,0.126884,5246.798268
2950170,Race_and_appearance_of_Jesus,19,1,20,0.113674,0.126249,0
27397178,History_of_rugby_union_matches_between_Munster_and_New_Zealand,6,9,19,0.110772,0.126844,1800.434437
20713710,John_Carter_(Texas_politician),24,7,26,0.068068,0.072677,4.166667
2819206,David_Edelstein,2,3,18,0.122245,0.138885,103539.574023
8827552,Kevin_Wilson_(American_football),4,4,18,0.119518,0.135098,3728.662095
2701420,Nafisa_Ali,9,2,25,0.068931,0.073167,45930
1342636,South_Andaman_Island,8,20,24,0.079798,0.092222,9368.718914
4762820,WGN_Morning_News,26,1,20,0.110606,0.119937,0
177496,"Albert_Grey,_4th_Earl_Grey",34,7,17,0.128332,0.146787,8.831578
48584276,Juliana_Awada,27,2,21,0.108143,0.11969,4602
1450118,Esma_Cannon,28,1,24,0.07921,0.084327,0
58025318,2018_Alamo_Bowl,4,10,18,0.130069,0.155241,14192.46807
1071538,The_Return_of_the_Archons,2,1,21,0.093324,0.099647,0
60280,Margaret_Atwood,18,3,18,0.138315,0.159262,18399
13495618,Bengals?Browns_rivalry,43,7,17,0.118545,0.135306,8142.133765
49429724,Srirastu_Subhamastu,46,1,25,0.071237,0.076388,0
3382014,Elizabeth_May,22,2,18,0.135954,0.155746,4602
45146256,Innate_resistance_to_HIV,38,5,22,0.099559,0.108639,10134.522811
91052,Taiwan_Strait,14,1,24,0.078001,0.082028,0
2147572,Kendall_Gill,26,2,22,0.090091,0.095199,0
6537930,Berners_Street_hoax,47,2,22,0.099269,0.107549,4602
57112196,Jessica_Jones_(season_3),31,2,21,0.101573,0.109902,0
6311052,United_States_Davis_Cup_team,37,7,18,0.140438,0.159897,0
57881144,Chad_Kanoff,4,1,18,0.107306,0.118107,0
1750,Andaman_Islands,8,37,24,0.079827,0.094203,40864.890553
685328,Sports_league,28,4,19,0.130905,0.158585,0.833333
4681476,Ambarisha,46,2,26,0.066573,0.072222,0
37858030,Anthony_Lopes,27,1,18,0.11959,0.132613,0
1607446,Jane_Skinner,9,1,21,0.088305,0.093528,0
55362964,Abdul_Latif_Jameel,22,1,22,0.089654,0.096112,0
25070018,Southern_Gas_Corridor,27,1,18,0.144635,0.172542,0
37310642,Andrew_Nabbout,11,11,20,0.115936,0.13506,608.632711
339562,Camera_lucida,5,2,22,0.09411,0.103268,0
518436,The_Scotsman,0,18,19,0.122034,0.146177,262710.273125
58603502,Ivanhorod_Einsatzgruppen_photograph,27,7,18,0.144808,0.173822,22246.819979
8576918,Blood_and_Sand_(1941_film),26,1,23,0.081577,0.087074,0
38802918,Georgi_Plekhanov,32,4,22,0.083589,0.090651,9203
1874546,Arizona_Stadium,4,11,19,0.118071,0.140479,9625.438259
5013082,Snowed_Under,26,5,23,0.079847,0.086201,29805.442276
88678,The_Lion_King,36,42,17,0.146896,0.174431,651665.452772
26522464,Pat_Walshe,15,2,21,0.095265,0.103751,5.5
17256340,Jilava_massacre,27,3,19,0.126449,0.143905,0
4081870,Oakville_Assembly,22,2,22,0.089916,0.097093,3.2
39145444,Partner_(1968_film),40,16,20,0.104626,0.117854,225.492448
3713668,Second_City_derby,41,4,19,0.109999,0.123922,15342.342979
10652530,2004_Cleveland_Browns_season,43,3,19,0.103065,0.116147,717.460986
1904584,Anthony_Grant,1,2,20,0.095332,0.104029,12190.686151
1973680,Audenshaw_Reservoirs,21,5,22,0.093994,0.103548,0
1244968,First_contact_(anthropology),8,1,25,0.073919,0.08195,0
510764,Einsatzgruppen,27,9,18,0.14483,0.174148,33227.06069
1444470,Jill_Talley,2,11,18,0.121711,0.138259,0
42545064,Olavina_Udugore,46,4,26,0.06658,0.072584,8.75
35623176,Memphis_Depay,11,7,19,0.130949,0.159562,28444.782045
37784254,United_Nations_General_Assembly_resolution_67/19,50,4,18,0.145849,0.175135,154634.220914
2130238,Jermaine_Jones,12,2,20,0.11278,0.123187,127.808201
1963198,Seletar_Airport,27,1,21,0.101189,0.109833,0
41337476,The_Jump,0,2,22,0.089405,0.09744,4602
94834,"DeSoto_County,_Mississippi",29,18,20,0.116573,0.132072,3529.999542
46227806,Henry_Anderson_(American_football),43,2,19,0.107978,0.118146,0
14663020,List_of_Middle-earth_animals,19,4,21,0.101713,0.11068,4602
50528,"Dutchess_County,_New_York",42,12,19,0.115924,0.130699,81913.918365
3584478,His_Kind_of_Woman,15,3,24,0.074295,0.078706,18399
9534924,Sarah_Hanson-Young,47,5,21,0.106793,0.117638,14139.704058
38462066,Lood_de_Jager,6,11,21,0.105845,0.118768,716.25295
37799684,Corbett_Monica,9,1,22,0.083491,0.089227,0
59172384,We_Appreciate_Power,0,7,25,0.074848,0.079651,4604
5211984,Daniel_Prodan,28,1,19,0.130774,0.157845,0
3256268,"Social_Democratic_Party_(UK,_1990?present)",47,3,20,0.121087,0.137201,4602
20891120,Bill_Leonard_(journalist),9,1,21,0.088305,0.093528,0
7606574,Shi_Jingtang,38,6,24,0.084338,0.090305,4604
328406,"Delta,_British_Columbia",42,1,19,0.104374,0.115856,0
32321390,Mike_Posner_discography,37,3,21,0.092761,0.098788,2300.5
4105584,Bill_Musgrave,34,4,17,0.134249,0.153282,104458.814373
54441288,German_football_rivalries,28,1,19,0.130774,0.157845,0
4602548,Kim_Jones_(reporter),2,1,18,0.117181,0.129355,0
38541516,2019_Africa_Cup_of_Nations,28,28,18,0.130722,0.1561,69681.882401
12470766,Jorge_Villafa?a,12,6,19,0.132171,0.161253,35518.908187
59015042,Hyundai_Palisade,41,1,20,0.118408,0.13174,0
18305118,Immigration_sign,2,1,18,0.117181,0.129355,0
585176,Herb_Sendek,1,2,20,0.092409,0.100568,0
31751830,Rajendra_Singh_Babu,46,7,26,0.066584,0.072965,4.349603
50375396,Dean_Lowry,4,7,18,0.114777,0.129668,747.911772
8325928,Terry_Beasley,34,2,18,0.123042,0.142434,0
59151664,Junior_Eurovision_Song_Contest_2019,13,20,19,0.126689,0.147308,32.803184
1901762,Mel_White,2,1,20,0.102856,0.11119,0
3119836,Nordseewerke,39,5,25,0.069134,0.075239,0
1889380,J.B._(play),18,1,24,0.083067,0.086911,0
31537920,The_Emperor_of_All_Maladies,42,1,18,0.12374,0.138573,0
14978984,Stephanie_Gilmore,6,4,21,0.097857,0.106651,9202
106418,Computational_physics,10,9,22,0.094587,0.104431,5274.045594
27665478,No_Place_for_Jennifer,26,1,22,0.088327,0.093681,0
4387450,Johnston_Press,28,2,20,0.117534,0.137114,324.205439
38686320,George_Saville,28,2,19,0.130782,0.15799,0
2652372,Ben_Thatcher,11,2,21,0.103882,0.116189,4602
22351888,Irina_Bokova,27,1,20,0.114788,0.127474,0
13716430,Ian_Robertson_(rugby_commentator),6,2,19,0.112963,0.126847,1076.260173
2555800,Aura_(paranormal),47,2,21,0.105082,0.116338,0
57681472,Emily_Jane_Fox,18,1,19,0.129022,0.14511,0
42628682,2016_Copa_Libertadores,4,3,19,0.112031,0.123268,9270.07704
2206188,Frances_Langford,26,2,22,0.08778,0.093794,0
11132004,Johnny_Neumann,1,2,21,0.083117,0.088494,0
39562,Geochemistry,10,10,20,0.115233,0.132182,13332.107206
2178566,John_Panozzo,44,1,20,0.114394,0.125346,0
18208266,Fertility_and_intelligence,20,1,23,0.082894,0.087705,0
1198098,Aruba_national_football_team,27,5,19,0.130827,0.158537,13526.756176
28636190,Repton_Abbey,23,5,21,0.101441,0.111713,0
27150054,"Dudu_(footballer,_born_1992)",12,2,21,0.10383,0.112115,0
9647782,Anita_Harris,37,1,20,0.111601,0.120881,0
38173632,Nathaniel_Hackett,34,4,18,0.127624,0.145827,7988.732944
17122312,List_of_Atlanta_Falcons_head_coaches,43,2,19,0.104718,0.11657,0
4370880,Ice_Follies,36,4,17,0.13272,0.151902,107044.260235
42307048,Opportunity_mission_timeline,10,21,19,0.128135,0.151072,771.210361
577570,Bloodhound_(missile),27,6,20,0.112579,0.125288,10731.166667
1657070,Sam_Kydd,48,1,21,0.095944,0.103414,0
50446564,Austin_Blythe,43,10,20,0.097383,0.110321,0.642857
50328006,Daniel_Wright_(footballer),28,1,20,0.115787,0.133147,0
46521626,Titus_Davis,4,1,20,0.103527,0.114845,0
57761952,Terry_Williams_(running_back),34,12,17,0.125614,0.142898,96.171323
5495032,A._J._Guyton,1,4,24,0.069892,0.07354,18401
16915756,John_Bonamego,2,2,17,0.132732,0.151482,4602
9895126,Carmen_Twillie_(actress),36,3,18,0.133719,0.151448,0
6696,Chain_mail,19,3,19,0.127638,0.146216,27587
7892672,Jevan_Snead,4,1,19,0.112863,0.130327,0
9185348,Carroll_Senior_High_School,4,3,20,0.108212,0.121118,4892.504265
28928830,Pablo_(footballer),28,2,20,0.105605,0.117263,0
29548146,Omar_El_Kaddouri,27,4,17,0.135878,0.156418,2566.765311
14442458,1969_Ohio_State_vs._Michigan_football_game,4,20,17,0.136232,0.166901,98094.920718
58901678,Laurie_Segall,18,1,21,0.1012,0.108853,0
2836962,Estadio_Libertadores_de_Am?rica,12,2,19,0.130819,0.146922,5319.983341
6791706,Andrew_Miller_(baseball),42,6,18,0.129556,0.147931,124496.874959
44325758,Jessy_Tremouliere,6,1,21,0.098732,0.108345,0
25592934,Help_Wanted_(SpongeBob_SquarePants),2,25,18,0.124399,0.142838,899.704854
546906,Mufti_Mohammad_Sayeed,50,2,26,0.068934,0.072153,4602
3152632,St._John_Arena,4,4,19,0.109423,0.124897,0
56139058,2018_Vanderbilt_Commodores_football_team,4,9,18,0.118658,0.139642,3237.047995
6092970,Native_Americans_and_World_War_II,33,2,20,0.108908,0.119263,132646
1679152,Insignificance_(film),40,15,19,0.116608,0.131406,3770.645102
10046340,Dean_Keates,28,2,20,0.11586,0.133487,0
1290720,Adri?n_Beltr?,42,6,19,0.10513,0.117991,21950.106815
21313396,BG_Pathum_United_F.C.,28,3,19,0.110599,0.123824,4844.827409
593854,Susan_Peters,26,2,23,0.080309,0.086487,3002.874521
54624274,American_Flag_Football_League,43,2,18,0.11083,0.125126,28665.574155
10508844,Larry_Highbaugh,34,10,17,0.128421,0.1475,132.056918
25790858,Takariya_Napaltjarri,8,4,26,0.068847,0.075127,0
28131602,The_SpongeBob_SquarePants_Movie_?_Music_from_the_Movie_and_More...,2,19,18,0.126161,0.144387,107461.368201
14145690,Malcolm_Nance,18,2,18,0.139803,0.160522,0
17512190,List_of_Seattle_Seahawks_head_coaches,4,2,19,0.113525,0.126212,0
58596358,Brandon_Clarke,1,2,21,0.088341,0.094877,0
42887186,Kyle_Sinckler,6,5,19,0.112697,0.127392,12.038193
2407332,Sergio_Franchi,25,1,22,0.094241,0.103049,0
25526560,Mario_Gavranovi?,11,5,20,0.105622,0.11926,0.75
3245962,Ross_Wallace,28,1,19,0.130774,0.157845,0
1166688,Reginald_Johnston,40,3,21,0.097196,0.107885,0
13281082,List_of_Virginia_Tech_IMG_Sports_Network_stations,4,4,19,0.116381,0.134768,1246.494209
48733054,Jake_Elliott,43,1,19,0.10763,0.118071,0
