,Label,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
67675,Flora Robson,11.25,0,163,145,-24.013817,8.546301,67675,2,14,4602.000000000002,Q264004
68513,Surface science,12.5,0,136,97,-8.875506,14.8599,68513,3,15,0.0,Q373184
70250,Nicolas Roeg,32.5,192,192,192,-9.389953,21.01957,70250,19,18,87622.69838001124,Q51541
70381,Tehran Conference,15.0,192,192,192,2.1161256,2.3720348,70381,5,4,8118.18176692385,Q150974
71268,Astrochemistry,18.75,0,136,97,-15.659344,-19.662712,71268,8,15,100827.20748811236,Q11680018
73070,St Albans Cathedral,12.5,192,192,192,-24.2586,5.5465384,73070,3,3,32177.999999999993,Q334377
73129,Edmonton Oilers,20.0,192,192,192,16.228167,22.41745,73129,9,42,29426.750000002,Q205973
73209,Guadalajara,12.5,89,127,28,-14.505586,9.278265,73209,3,24,17267.29753429148,Q9022
73473,Footlight Parade,10.0,0,174,240,11.872114,4.277395,73473,1,6,0.0,Q534459
73524,Westerbork transit camp,11.25,69,155,0,-2.7864947,13.699944,73524,2,4,4602.0,Q323420
74845,Contact lens,11.25,154,122,0,3.373312,8.664048,74845,2,13,4602.0,Q23797
75159,K Foundation Burn a Million Quid,10.0,187,77,156,-1.1349258,-7.6751676,75159,1,14,0.0,Q12125318
77598,Here Comes Mr. Jordan,11.25,0,174,240,-14.902387,-24.698053,77598,2,6,4602.0,Q583525
77641,Random Harvest (film),11.25,0,174,240,15.752471,6.152392,77641,2,6,256.8690812396846,Q339425
78019,Sea of Azov,33.75,69,155,0,-18.122976,-18.646969,78019,20,4,49528.23070589532,Q35000
79459,Mephitis,10.0,154,122,0,0.45139518,24.21101,79459,1,16,0.0,Q1921065
79726,Toll road,18.75,254,0,145,24.794851,13.615426,79726,8,19,25863.201976315493,Q16939396
79819,Greater Manchester,33.75,192,192,192,-24.674673,20.642963,79819,20,33,43353.97925685258,Q23099
80345,Bilderberg meeting,17.5,0,159,54,23.35115,-6.918371,80345,7,26,41328.34147212794,Q184937
82752,Metropolitan county,21.25,192,192,192,14.704437,21.985886,82752,10,33,399826.6666666231,Q769628
83212,Aude,11.25,192,192,192,23.58487,7.23858,83212,2,41,4602.0,Q3207
84137,Æthelbald of Mercia,26.25,192,192,192,-17.064423,23.921213,84137,14,3,8.874603174603168,Q272148
84196,Bob Burnquist,10.0,176,94,34,-24.281443,18.126703,84196,1,27,0.0,Q668755
84841,Choeung Ek,26.25,192,192,192,20.859125,-16.421183,84841,14,44,0.0,Q1075734
85917,Rapier (missile),11.25,69,155,0,-14.125367,-20.364717,85917,2,4,0.0,Q665752
86355,Survival International,18.75,0,135,255,23.67233,-8.923178,86355,8,22,9559.119734841017,Q1887464
87987,Secret Wars,10.0,192,192,192,18.722197,-16.707468,87987,1,30,0.0,Q472166
88678,The Lion King,61.250004,0,127,149,-3.5089695,-1.8135571,88678,42,1,651665.4527717967,Q36479
88805,Charter of the United Nations,17.5,69,155,0,-7.4200864,0.12890874,88805,7,4,38250.83607254773,Q171328
89528,Viking 2,48.75,0,136,97,5.256384,-22.953932,89528,32,15,55613.036287122035,Q212131
90584,Mayenne,11.25,60,119,190,-12.175503,-23.606041,90584,2,10,4602.0,Q12620
91052,Taiwan Strait,10.0,192,192,192,-20.67429,3.5957143,91052,1,20,0.0,Q127031
92170,"Trumbull County, Ohio",11.25,192,192,192,-14.563017,-5.0164356,92170,2,28,12819.274357814917,Q336229
92729,Match play,13.75,154,122,0,-11.8991995,-2.8903444,92729,4,13,4051.9731110701473,Q1187356
93342,"Bladen County, North Carolina",11.25,228,71,225,-8.676132,-14.414252,93342,2,7,511.54060760073855,Q504403
94734,"Warren County, Mississippi",28.75,192,192,192,14.4045105,-10.001901,94734,16,17,93.24862608212517,Q156411
94741,"Tishomingo County, Mississippi",31.25,192,192,192,19.310974,-24.467733,94741,18,17,1965.9592758994177,Q112834
94754,"Rankin County, Mississippi",30.0,192,192,192,-12.461111,-3.2292843,94754,17,17,2802.6749159585993,Q490210
94763,"Perry County, Mississippi",22.5,192,192,192,0.27821967,7.2785907,94763,11,17,83.06187787503843,Q490219
94776,"Madison County, Mississippi",27.5,192,192,192,19.331884,-17.88829,94776,15,17,83.20473501789559,Q491190
94819,"Jasper County, Mississippi",27.5,192,192,192,-19.265404,5.4535913,94819,15,17,83.20473501789559,Q490843
94822,"Issaquena County, Mississippi",26.25,192,192,192,-11.842501,-13.495461,94822,14,17,83.06187787503843,Q490839
94824,"Holmes County, Mississippi",28.75,192,192,192,-8.931978,-8.976286,94824,16,17,17760.425478229237,Q485426
94825,"Hinds County, Mississippi",28.75,192,192,192,-3.9982717,-8.792212,94825,16,17,93.24862608212517,Q486538
94826,"Harrison County, Mississippi",28.75,192,192,192,3.470555,3.1825457,94826,16,17,4695.00576893928,Q485434
94832,"Forrest County, Mississippi",28.75,192,192,192,9.969901,-5.3154173,94832,16,17,5849.091265503068,Q491221
94834,"DeSoto County, Mississippi",31.25,192,192,192,-16.8504,13.6288,94834,18,17,3529.99954223135,Q339724
94839,"Coahoma County, Mississippi",30.0,192,192,192,-17.20374,5.4898224,94839,17,17,820.5732523548487,Q156575
96280,"Cass County, Illinois",10.0,228,71,225,-24.496168,-8.376265,96280,1,7,0.0,Q110516
98164,Roger & Me,10.0,192,192,192,0.40255374,13.585957,98164,1,28,0.0,Q1569662
99165,Luna 16,12.5,0,136,97,23.110079,-8.646094,99165,3,15,86.9950527508139,Q858293
100240,Scheduled monument,13.75,192,192,192,16.42823,1.1807662,100240,4,33,51.36190476190476,Q219538
101444,Mars 6,41.25,0,136,97,-13.203084,22.173391,101444,26,15,23.071578130444806,Q909664
101447,Mars 2,42.5,0,136,97,7.1792684,6.685121,101447,27,15,353.90276846490684,Q247305
102047,"Deșteaptă-te, române!",10.0,192,192,192,15.933566,21.054272,102047,1,4,0.0,Q184540
103078,Theatre director,13.75,0,174,240,-19.068033,5.476227,103078,4,1,88244.13842750272,Q3387717
104936,Frederick I of Sweden,13.75,192,192,192,-5.945532,21.375196,104936,4,3,54.66666666666666,Q52932
104938,"Ulrika Eleonora, Queen of Sweden",13.75,192,192,192,-15.810383,-1.5104998,104938,4,3,54.66666666666666,Q52933
104944,Charles XII of Sweden,16.25,192,192,192,-4.6454363,17.954725,104944,6,3,193684.16666666657,Q52934
105101,"Roanoke, Alabama",11.25,60,119,190,-18.41775,-13.322287,105101,2,10,402.30785007253854,Q79278
105443,Eielson Air Force Base,10.0,192,192,192,8.421645,-12.088802,105443,1,25,0.0,Q2722822
105491,"Seward, Alaska",18.75,192,192,192,8.021545,-0.88568246,105491,8,25,91675.13333333333,Q79919
105697,"Valdez, Alaska",16.25,192,192,192,16.199453,19.068697,105697,6,25,18396.800000000003,Q80037
105994,Chlothar I,10.0,192,192,192,-9.839714,-17.160515,105994,1,3,0.0,Q28984
106139,Alfred Schütz,10.0,0,146,232,19.794996,4.228174,106139,1,12,0.0,Q94018
106418,Computational physics,20.0,0,136,97,4.794882,-1.8570645,106418,9,15,5274.045593941754,Q909554
107474,"Ferndale, California",10.0,0,174,240,-7.0722857,-10.382644,107474,1,6,0.0,Q3069604
107606,"Bellflower, California",11.25,199,73,95,-23.021564,16.83161,107606,2,16,0.0,Q815979
107679,"San Marino, California",11.25,134,102,154,19.235943,18.545467,107679,2,8,0.0,Q850869
108761,"Salisbury, Connecticut",11.25,254,0,145,-23.87691,-5.7760015,108761,2,19,0.0,Q2323182
110525,"Mililani, Hawaii",11.25,60,119,190,-21.176908,8.960146,110525,2,10,0.0,Q2003096
111011,"Maywood, Illinois",11.25,228,71,225,0.5279097,-7.016328,111011,2,7,4602.0,Q165247
113645,Guadalcanal,18.75,192,192,192,-11.812024,-12.379814,113645,8,20,278.7692336283211,Q192767
114198,"Sac City, Iowa",10.0,192,192,192,21.204136,-2.211328,114198,1,28,0.0,Q1903425
116942,"Leicester, Massachusetts",10.0,89,127,28,22.494017,9.368599,116942,1,24,0.0,Q1968733
118794,"Southfield, Michigan",15.0,154,122,0,22.4294,-21.13248,118794,5,13,60470.64414092653,Q988159
119223,"Chelsea, Michigan",10.0,0,174,240,10.004831,20.103025,119223,1,6,0.0,Q2058437
124658,"Kosciusko, Mississippi",12.5,192,192,192,-22.659868,-21.932209,124658,3,17,20198.946676181407,Q2005238
124802,Hard rock,26.25,192,192,192,4.2262406,14.126685,124802,14,11,317957.6529185098,Q83270
124972,"Alpine, New Jersey",10.0,192,192,192,7.651883,5.100997,124972,1,39,0.0,Q1021577
125541,"Denville Township, New Jersey",11.25,254,0,145,8.224529,-13.582794,125541,2,7,4602.0,Q3016777
125905,"Hobbs, New Mexico",11.25,60,119,190,22.152008,-13.438663,125905,2,2,968.454671650179,Q1010782
126961,"Wallkill, Orange County, New York",10.0,254,0,145,1.0356352,20.148977,126961,1,19,0.0,Q3072037
127557,"Elmsford, New York",13.75,254,0,145,4.26119,13.0732975,127557,4,19,5169.356228376668,Q1019259
127981,"Ocracoke, North Carolina",11.25,192,192,192,-1.6535414,10.305507,127981,2,5,13800.0,Q954241
128561,"Leith, North Dakota",11.25,228,71,225,23.33594,-21.81063,128561,2,7,4602.0,Q2146044
128898,"Ashtabula, Ohio",10.0,60,119,190,6.5601377,-7.1878057,128898,1,10,0.0,Q726287
129246,The Last Emperor,41.25,192,192,192,-13.645195,10.332056,129246,26,18,29500.4317851557,Q212775
129248,Pan-Green Coalition,17.5,192,192,192,21.351965,8.079744,129248,7,17,1837.7825396826292,Q715136
129249,Pan-Blue Coalition,18.75,192,192,192,12.665712,2.8078218,129249,8,17,1151.5412698412695,Q1350503
129834,"Massillon, Ohio",12.5,192,192,192,-6.219802,16.915997,129834,3,28,16868.52576333258,Q992289
129874,"Lordstown, Ohio",13.75,192,192,192,-5.5368433,-20.761934,129874,4,28,14682.740362193235,Q1816711
132221,Södermanland County,11.25,192,192,192,3.470973,-0.8938592,132221,2,3,0.0,Q106915
136291,"Cleveland, Texas",10.0,228,71,225,22.988724,24.916536,136291,1,7,0.0,Q982045
136673,"Tuscola, Texas",11.25,60,119,190,1.8330294,-20.965816,136673,2,2,0.0,Q975966
140536,Battle of Narva (1700),11.25,192,192,192,22.967966,22.021082,140536,2,3,0.0,Q155726
144386,Voyager Golden Record,25.0,192,192,192,-17.626566,-1.1972516,144386,13,40,3111.583333333559,Q156315
144471,David Bossie,10.0,228,71,225,-22.151009,-5.405304,144471,1,7,0.0,Q15529972
145243,Limnology,13.75,0,136,97,8.651822,19.17357,145243,4,15,26191.207635583018,Q165838
145326,Penda of Mercia,26.25,192,192,192,-4.065184,19.266653,145326,14,3,9.264718614718612,Q332123
145645,Monty Woolley,11.25,199,73,95,-1.3788455,-8.264824,145645,2,16,4602.0,Q1393843
145653,Alexander Knox,11.25,192,192,192,-18.703539,14.449325,145653,2,38,161318.0736792865,Q545858
146908,Scarlet Street,12.5,0,174,240,16.976137,-23.567074,146908,3,6,8441.417415439246,Q128930
147008,Human shield,11.25,254,0,145,-17.110218,-16.404957,147008,2,7,4602.0,Q121397
147359,Mervyn LeRoy,11.25,228,71,225,12.9416,-1.7348248,147359,2,7,36760.0,Q103788
147496,MS Achille Lauro,11.25,228,71,225,-11.252685,-12.618629,147496,2,7,9202.0,Q340233
148634,Lunar Laser Ranging experiment,11.25,0,136,97,16.222128,8.692123,148634,2,15,4602.0,Q94741
149024,Yothu Yindi,17.5,187,77,156,8.124935,-21.120989,149024,7,35,4604.666666666666,Q1590496
152447,Sean Combs,23.75,192,192,192,-6.820179,17.772781,152447,12,39,59727.0,Q216936
152737,Buenaventura Durruti,17.5,192,192,192,-1.1622503,-14.956624,152737,7,12,45067.282784368515,Q208815
152974,Harold Lasswell,12.5,0,146,232,-6.014852,-2.586079,152974,3,12,5256.5801290212075,Q314462
153381,Valence (city),12.5,192,192,192,-21.204401,1.7522994,153381,3,41,13524.871584290971,Q8848
155772,Jean-Louis Trintignant,16.25,192,192,192,-23.595522,-18.400354,155772,6,18,16481.109090127036,Q106204
156326,Isaac Deutscher,12.5,192,192,192,20.540375,13.040335,156326,3,12,0.0,Q465679
156594,Louis Calhern,12.5,0,174,240,-21.076138,-0.5048456,156594,3,6,62957.86588413136,Q573399
156606,Arthur Kennedy,13.75,0,174,240,-4.506946,-1.8291858,156606,4,6,94759.18782405867,Q351838
156613,Bright Victory,12.5,0,174,240,3.2478673,-20.014736,156613,3,6,103762.18782405861,Q1518111
157069,Image map,26.25,0,136,97,-6.6677165,-21.749168,157069,14,15,0.0,Q267722
158177,Condoleezza Rice,13.75,255,15,65,-13.702725,20.044464,158177,4,7,17094.68870170291,Q47216
158666,McLaughlin Motor Car Company,21.25,192,192,192,-12.539918,15.372,158666,10,28,3904.2987659850605,Q1781678
159182,Ali Shariati,15.0,0,146,232,-23.650166,11.721067,159182,5,12,27593.0,Q317475
159838,February 28 incident,12.5,192,192,192,15.006598,-4.3603444,159838,3,17,91660.0,Q244939
161916,The Great White Hope,11.25,0,127,149,10.119879,-9.562442,161916,2,1,0.0,Q7737991
162453,George Ritzer,25.0,0,146,232,-23.355715,12.589969,162453,13,12,54453.69804263399,Q981936
162759,Nevada Test Site,11.25,69,155,0,13.045152,-8.353917,162759,2,4,4601.999999999999,Q1344605
163456,Last Tango in Paris,35.0,192,192,192,13.263093,-17.48572,163456,21,18,98920.9729179068,Q570567
163514,Buckeye,11.25,60,119,190,13.268703,5.665402,163514,2,10,4602.0,Q349594
164502,The Adventures of Baron Munchausen,11.25,192,192,192,-19.819574,-10.018426,164502,2,18,4602.0,Q1210832
165116,Ealhmund of Kent,13.75,192,192,192,-9.565542,-17.108053,165116,4,3,0.0,Q728177
166130,Tameside,26.25,192,192,192,0.22559908,-16.538109,166130,14,33,224.71259018758985,Q1423078
170309,Lucius Quintus Cincinnatus Lamar,13.75,192,192,192,2.226798,8.531721,170309,4,17,167.28772196166474,Q1549250
171126,Erich Kästner,10.0,192,192,192,0.9431087,-6.579364,171126,1,18,0.0,Q76546
172351,Electric blues,11.25,192,192,192,0.9356893,-10.5724125,172351,2,11,0.0,Q640097
172405,1946 in film,11.25,199,73,95,-2.8910255,14.631227,172405,2,16,4601.999999999999,Q221139
172553,French literature,10.0,0,174,240,-3.1779156,-7.1065507,172553,1,6,0.0,Q6689
172838,Tim Rice,28.75,0,127,149,-17.205975,2.4681282,172838,16,1,49761.81969141327,Q298295
173147,Hilary Rosen,12.5,228,71,225,-0.6796605,2.6515613,173147,3,7,0.0,Q5761056
173905,David Baltimore,11.25,192,192,192,-12.586298,7.5211887,173905,2,9,0.0,Q234949
174892,Ishi,15.0,0,135,255,-2.324213,-10.130233,174892,5,22,4606.833333333333,Q982102
174959,Karl Mannheim,20.0,0,146,232,-4.439029,24.313107,174959,9,12,88236.62456333832,Q76823
176885,Dario Gradi,11.25,234,89,0,24.878574,12.477131,176885,2,21,4602.0,Q3308845
177434,Virgo Supercluster,11.25,0,136,97,-22.60784,11.313246,177434,2,15,0.0,Q175760
177496,"Albert Grey, 4th Earl Grey",17.5,0,145,175,21.473845,-22.904472,177496,7,0,8.831578083225173,Q333336
177765,Feminist economics,13.75,0,146,232,-10.909389,-21.206867,177765,4,12,6797.38328240387,Q3302930
177792,May Robson,11.25,0,174,240,16.23897,12.909094,177792,2,6,0.0,Q259600
177907,Harold Innis,13.75,0,146,232,24.411356,-17.486435,177907,4,12,9203.47619047619,Q505528
177955,Sarpsborg,11.25,69,155,0,15.303948,19.074465,177955,2,4,0.0,Q108025
178283,Mars Express,53.75,0,136,97,8.4991,13.38742,178283,36,15,21251.97015842228,Q205672
180486,Oshawa,21.25,192,192,192,6.9348297,-5.4280515,180486,10,28,38910.689174034465,Q211867
180882,Kingdom of Kent,32.5,192,192,192,-20.99879,-10.40486,180882,19,3,6920.599639249639,Q328818
183184,"Denton, Greater Manchester",25.0,192,192,192,-16.082912,-24.567198,183184,13,33,4121.189430014133,Q2023476
184638,Lander (spacecraft),42.5,0,136,97,10.568153,3.4161747,184638,27,15,178716.8800551481,Q763288
184830,Song thrush,10.0,192,192,192,4.993123,-0.13547656,184830,1,4,0.0,Q26349
184831,Edward Everett Horton,17.5,0,174,240,15.33134,13.502558,184831,7,6,79777.09875730405,Q1292160
185083,Huygens (spacecraft),16.25,0,136,97,-1.829254,-1.4204617,185083,6,15,2579.7370033490097,Q714789
187230,Kerch Strait,23.75,69,155,0,5.0419354,-20.950178,187230,12,4,4847.436975858833,Q187890
189641,Jack Warner (actor),11.25,0,163,145,-17.80354,15.961742,189641,2,14,18396.000000000007,Q1566430
190816,Södermanland,12.5,192,192,192,-19.939255,3.1131616,190816,3,3,9202.0,Q626062
192247,Norris McWhirter,11.25,0,159,54,-2.6047432,3.1488314,192247,2,26,13800.0,Q320560
192253,Ross McWhirter,12.5,0,159,54,16.913195,-18.091835,192253,3,26,9202.0,Q2167618
197732,Trans-Alaska Pipeline System,13.75,192,192,192,3.5777605,-20.569563,197732,4,25,9203.000000000002,Q937088
197789,Leader of the House of Commons,22.5,0,159,54,18.06816,-10.665158,197789,11,26,108998.1656375943,Q2636053
199933,Eric Cantona,15.0,192,192,192,-24.846066,24.118065,199933,5,4,55451.93304994698,Q170328
201112,Mario Bunge,11.25,0,146,232,-22.597614,-6.5649366,201112,2,12,0.0,Q708853
