Id,Label,modularity_class,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
25459752,Erdem_Moral?o?lu,43,1,20,0.118244,0.132025,0
530766,Joseph_E._Brennan,29,5,25,0.098021,0.109228,59.004341
50222892,Dayana_Yastremska,37,7,26,0.077172,0.08608,8194.645562
43963356,Tim_Frazier,26,2,25,0.087274,0.093782,4646
3323606,Ron_Waterman,4,2,26,0.095093,0.111338,0
25636426,Daria_Gavrilova,37,5,25,0.083369,0.093411,1214.887564
1911924,Mark_Walters,17,2,25,0.077415,0.083054,27846
40001136,Marcus_Semien,8,6,26,0.097428,0.11035,0
4011682,Phil_Keating,5,2,24,0.090652,0.096091,4646
264920,List_of_Wimbledon_Open_Era_champions,37,3,23,0.099007,0.109605,7771.678594
15134976,The_Unicorn_and_the_Wasp,12,3,25,0.079512,0.085682,0
51763022,Matthias_Farley,1,3,27,0.08391,0.095136,4646
54658760,Mohamadou_Sumareh,11,1,24,0.093029,0.103742,0
49152556,BRP_Tarlac_(LD-601),18,1,21,0.094054,0.101449,0
40982672,American_Music_Award_for_Favorite_Soul/R&B_Album,41,14,29,0.061854,0.067892,0.166667
36894194,Tr?z?guet_(Egyptian_footballer),22,5,23,0.102862,0.117156,50635.066069
135712,"Wellington,_Texas",40,2,24,0.091677,0.101055,0
620854,Robert_Del_Naja,20,7,25,0.092729,0.103876,7887.620885
636484,Triangle_offense,40,4,23,0.096688,0.108316,1298.757487
419550,Dante_Bichette,8,3,25,0.100432,0.113844,679.99193
5555590,Panzi_Hospital,36,4,24,0.085591,0.093549,1
5561322,Augusto_In?cio,7,2,28,0.06948,0.073619,0
48416582,2016_Oakland_Raiders_season,1,19,22,0.122787,0.151973,301111.486109
1181956,Dirty_Water,8,3,25,0.108603,0.123798,4646
58619120,2018_National_League_West_tie-breaker_game,8,16,24,0.111026,0.130725,245.875396
37875076,David_Fales,1,4,24,0.108025,0.135242,48653.579834
20037960,Ut?ya,28,12,20,0.094825,0.107136,36.818333
1337606,Didi_Conn,21,1,29,0.068095,0.073021,0
4483334,Hurricane_King,6,30,19,0.110601,0.136819,4225.315247
1840612,Communist_Party_of_Luxembourg,28,6,24,0.071288,0.077512,0
57736462,Robbie_Eagles,44,7,26,0.088053,0.100559,18572.65
44316528,Michigan_IMG_Sports_Network,8,14,24,0.117159,0.14166,93533.501696
30579430,Romaine_Sawyers,22,3,22,0.100962,0.114209,20887.126431
5143790,Ohio_in_the_American_Civil_War,25,2,27,0.084617,0.091892,4646
11035076,Brigadier_general_(United_States),5,9,23,0.114613,0.130754,231935.126406
26579594,Emily_Ratajkowski,40,3,27,0.071981,0.076888,9291
13016306,Yasutomi_Nishizuka,36,4,24,0.089973,0.100531,495.453587
3599438,2nd_Canadian_Regiment,5,2,24,0.094158,0.102833,0
11518852,Kyle_Eastmond,32,2,25,0.090813,0.098135,4646
57773976,Homestead_Air_Reserve_Base,6,4,20,0.104816,0.123041,1048.45795
419720,Continental_Navy,43,7,20,0.115695,0.137924,279187.73716
47728364,Phil_Salt_(cricketer),21,1,34,0.050961,0.054011,0
73276,University_of_Waterloo,36,6,25,0.084474,0.09428,5.641306
56213390,Arn?r_Sigur?sson,26,10,25,0.085889,0.094158,25714.46406
541728,Mladen_Ivani?,31,4,26,0.072211,0.077045,1.166667
39936702,Rosemary_DiCarlo,5,8,23,0.110796,0.12748,166.372831
179174,Spaceport,0,17,25,0.101868,0.121051,213143.98424
31661732,Wedding_of_Prince_Edward_and_Sophie_Rhys-Jones,43,9,20,0.124795,0.142813,327961.178378
2606338,American_Conservatory_Theater,33,1,35,0.041582,0.043089,0
15718406,Ubi_caritas,43,1,20,0.118244,0.132025,0
19223366,Yuki_Bhambri,37,2,24,0.089369,0.096949,0
58681018,2018_Tianjin_Open_?_Doubles,37,6,25,0.08266,0.091468,547.254113
31194612,Jeffrey_Schlupp,17,4,24,0.087986,0.097098,4644
19938000,Nhlanhla_Nene,10,5,30,0.057953,0.062753,0
1371578,Jimmy_Murphy_(footballer),23,1,24,0.072843,0.076595,0
3889758,33?,41,1,31,0.055066,0.058309,0
738736,Uruguayan_Air_Force_Flight_571,23,3,22,0.098667,0.10843,33818.104332
41161766,Stamp_Brooksbank,43,2,20,0.114772,0.130389,34680.784691
5319068,Apollo_15_postal_covers_incident,0,7,25,0.089769,0.102151,396.798035
878832,Erik_Weihenmayer,5,1,23,0.109568,0.122103,0
45117360,Rafael_Gaglianone,27,1,26,0.101672,0.115985,0
40620996,Abdellah_Zoubir,23,5,27,0.069756,0.074799,1160.75
7601566,Cecil_Kellaway,16,3,29,0.065474,0.068738,9291
33442872,Whitney_Mercilus,1,7,24,0.104226,0.129567,38.362751
55271716,Effects_of_Hurricane_Irma_in_Florida,6,19,20,0.109184,0.133115,12332.275598
39389466,Artturi_Lehkonen,13,1,28,0.076052,0.080962,0
53414044,Hirai_Kawato,44,1,28,0.074877,0.081159,0
24865282,Fahad_Albutairi,18,3,22,0.108271,0.120608,0
8810772,Sotiris_Ninis,17,2,22,0.104069,0.117264,20650.117492
19203734,Major_League_Baseball_blackout_policy,8,6,24,0.118043,0.137216,12783.044688
1497260,Martial_Law_(TV_series),4,2,27,0.086231,0.097231,23210
8827552,Kevin_Wilson_(American_football),25,7,26,0.101863,0.119652,34992.485323
56153776,Wrestling_at_the_2018_Summer_Youth_Olympics,30,33,25,0.083901,0.098569,3252.765707
537682,Chris_Bosh,40,1,25,0.084867,0.092083,0
16640986,Jeremy_Pargo,26,1,26,0.085841,0.092207,0
253074,Governor_of_Kentucky,5,1,21,0.105174,0.113074,0
3438500,Travis_Green,13,2,28,0.081776,0.088489,13932
6025204,Cristian_S?punaru,7,6,22,0.1053,0.120734,49249.461056
40944836,2017_UEFA_European_Under-21_Championship,7,7,22,0.10087,0.115371,31550.529135
53080768,2017_United_States_Grand_Prix,24,3,26,0.090771,0.099594,0
1780756,Mishaal_bint_Fahd_bin_Mohammed_Al_Saud,18,6,22,0.108967,0.122504,4957.805124
27421172,Scotland_at_the_FIFA_World_Cup,23,5,25,0.086467,0.097031,32726.233135
694468,Wilma_Mankiller,5,2,23,0.106605,0.119329,0
7404478,Rick_Spielman,25,1,26,0.09422,0.103233,0
1257708,Jos?_Cardozo,7,2,25,0.079403,0.085405,13932
8177054,Immigration_New_Zealand,45,28,20,0.120839,0.139816,410408.64726
6805198,Kevin_Barker,5,1,26,0.095429,0.10325,0
47912420,Matt_Canada,25,1,27,0.093563,0.10575,0
903002,Hurricane_Iniki,6,5,21,0.101799,0.120868,2597.154219
16712654,Dar?o_Lopilato,2,1,26,0.073996,0.077798,0
28935060,Faouzi_Ghoulam,38,2,24,0.095025,0.107114,7227.082999
5032618,RDS_Arena,32,3,27,0.081091,0.087669,2.365079
33066644,Brock_Osweiler,1,10,23,0.112882,0.140892,43097.776238
44459730,Kevin_Lasagna,7,1,24,0.082653,0.090076,0
15146430,J?nior_Moraes,38,2,24,0.09132,0.100208,13932
39567744,H?ctor_Barrantes,43,3,21,0.111061,0.122616,0
48227962,Jamilu_Collins,11,4,24,0.093145,0.105468,2.916667
25951276,List_of_natural_disasters_in_Haiti,6,7,20,0.104242,0.123898,18800.656076
628266,Williams?Brice_Stadium,25,4,27,0.089582,0.099949,670.411483
1263594,Seychelles_national_football_team,11,21,24,0.094848,0.111597,6930.985286
55362964,Abdul_Latif_Jameel,29,1,29,0.072268,0.07669,0
34911226,James_Tedesco,32,7,24,0.11059,0.123508,6603.400512
39080538,Colorado_Rockies_Radio_Network,8,13,24,0.119889,0.141532,24160.810981
245794,Salyut_1,0,8,25,0.089643,0.102391,299.640934
41994482,DICE_model,29,1,27,0.085341,0.092262,0
8576918,Blood_and_Sand_(1941_film),33,3,31,0.04986,0.052648,23210
1266602,List_of_NASCAR_teams,9,6,25,0.100348,0.112052,2764.558825
39475408,Madison_Bowey,13,2,28,0.076069,0.081509,0
42526094,Belgium_national_football_team_records_and_statistics,7,1,26,0.070685,0.074533,0
26608934,Eyewall_replacement_cycle,6,11,20,0.108226,0.129923,10245.735611
43444048,Alan_Patrick_(fighter),4,1,27,0.085068,0.095294,0
11699060,Southwest_Georgia,6,2,21,0.093113,0.105859,1.42037
21576782,List_of_winners_of_the_Chicago_Marathon,29,4,26,0.089314,0.097699,27851
23685324,Gill_Marcus,10,4,31,0.054785,0.058729,2321.833333
23498576,Raymore_Drive,6,2,22,0.089705,0.101585,0
25978550,Visa_requirements_for_Bruneian_citizens,45,11,21,0.109986,0.124813,13665.197126
1969800,ASVEL_Basket,26,7,27,0.076205,0.082723,6193
40019242,Mayweather_Promotions,4,2,27,0.085069,0.095377,4646
26363008,Helen_Grant_(politician),19,2,27,0.069465,0.072671,0
57263836,2018?19_European_Rugby_Challenge_Cup,32,6,26,0.088217,0.096754,9806.928968
10636962,Sean_Fletcher,22,2,21,0.108783,0.118648,66687.444777
611614,Linda_Cohn,8,1,25,0.10133,0.113324,0
3291454,Laser_acronyms,36,1,26,0.077884,0.084412,0
26256606,Ed_Henry,5,6,22,0.110706,0.121294,62186.710311
24225006,Aleksandar_Trajkovski,7,1,21,0.104688,0.119021,0
51312078,Trump_Village,0,4,21,0.096054,0.104332,16321.728304
35623176,Memphis_Depay,23,5,24,0.094147,0.107714,53231.496043
47594836,2015?16_stock_market_selloff,31,5,23,0.092096,0.099505,150070.05479
109174,"Greensboro,_Florida",6,3,20,0.099599,0.11561,1.075
2075100,Stary_Oskol,4,1,27,0.086657,0.097275,0
725692,The_Will_Rogers_Follies,34,2,23,0.089875,0.096547,0
57466588,Aziza_al-Yousef,18,4,22,0.108296,0.120865,0
