,Label,Id,Degree,modularity_class,betweenesscentrality
908,Dune,908,7,28,0.65
1201,Frank_Herbert,1201,6,28,0.2
3505,Siglo_XIV_a._C.,3505,9,6,13531.782095639626
6399,Semana_Santa_en_Lorca,6399,3,3,1918.3868521617508
8521,Luis_Eduardo_Aute,8521,16,22,40076.13243799025
9690,King_Kong_(película_de_1933),9690,2,0,1437.4881452113052
11015,Anacleto,11015,1,7,0.0
11023,Evaristo,11023,2,7,1755.0
11026,Sixto_I,11026,3,7,20166.913721789504
11027,Telesforo,11027,3,7,19537.9817143223
11029,Higinio,11029,2,7,1754.9999999999998
11034,Pío_I,11034,1,7,0.0
12144,Idioma_tagalo,12144,1,22,0.0
13400,Robert_Graves,13400,3,0,18656.916774425335
15038,Mariano_Benlliure,15038,6,3,9565.616096940812
15497,Geografía_de_Indonesia,15497,3,13,3.8583333333333334
16772,Terry_Jones,16772,4,9,41537.38733042486
16839,Popocatépetl,16839,4,13,2.1832045989385054
16887,Michael_Palin,16887,4,9,18019.993305013697
17890,George_Peppard,17890,3,0,1776.166666666667
18217,Michael_York,18217,3,0,1755.0
18821,Günter_Grass,18821,1,5,0.0
19434,Batalla_de_Qadesh,19434,11,6,3216.515923628618
23077,Victoria_Vera,23077,3,20,2366.482996248557
25760,The_African_Queen,25760,1,0,0.0
26051,Karen_Blixen,26051,2,0,8735.61326749467
26341,Eric_Idle,26341,5,9,55199.0
26732,Barbate,26732,2,25,1755.0
26775,Gilda_(película),26775,2,20,5511.1900452644295
26962,Stewart_Granger,26962,3,0,1055.0592313002014
27138,El_tercer_hombre_(película),27138,2,0,943.7401100606561
27148,Izquierda_Republicana,27148,7,5,7394.922171141125
27158,Los_diez_mandamientos_(película_de_1956),27158,21,0,108049.13683844343
27195,Network,27195,1,0,0.0
27218,Las_sandalias_del_pescador,27218,2,19,1755.0
27725,Apache_(película),27725,1,0,0.0
27924,Francesc_Macià,27924,8,5,7798.018698620209
27980,Péplum,27980,43,0,303475.8665973461
28315,A_Fish_Called_Wanda,28315,2,9,18816.548121623004
