,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views
32,11.0,9158.0,Алсу,0.0,Q270951,Geography.Regions.Europe.Europe*,18062.997652265545,7.0,26628.0
33,2.0,9618.0,Татьянин день,0.8740872144699097,Q2997205,Culture.Philosophy_and_religion,6392.0,18.0,3644.0
34,2.0,9618.0,Татьянин день,0.7186043858528137,Q2997205,History_and_Society.Society,6392.0,18.0,3644.0
35,2.0,9618.0,Татьянин день,0.40734341740608215,Q2997205,Culture.Biography.Biography*,6392.0,18.0,3644.0
36,2.0,9782.0,Ё,0.9149109721183776,Q30955,Culture.Linguistics,4797.0,13.0,2856.0
37,2.0,9782.0,Ё,0.7981967926025391,Q30955,History_and_Society.Society,4797.0,13.0,2856.0
38,1.0,10328.0,История гимнов России и СССР,0.6297846436500549,Q2177093,Culture.Media.Media*,0.0,0.0,2462.0
39,1.0,10328.0,История гимнов России и СССР,0.6150978803634644,Q2177093,Culture.Media.Music,0.0,0.0,2462.0
40,1.0,10328.0,История гимнов России и СССР,0.5078218579292297,Q2177093,History_and_Society.History,0.0,0.0,2462.0
41,1.0,10328.0,История гимнов России и СССР,0.0,Q2177093,Geography.Regions.Europe.Europe*,0.0,0.0,2462.0
42,1.0,10328.0,История гимнов России и СССР,0.0,Q2177093,Geography.Regions.Europe.Northern_Europe,0.0,0.0,2462.0
43,1.0,10328.0,История гимнов России и СССР,0.0,Q2177093,Geography.Regions.Asia.Asia*,0.0,0.0,2462.0
44,1.0,10328.0,История гимнов России и СССР,0.0,Q2177093,Geography.Regions.Americas.North_America,0.0,0.0,2462.0
45,2.0,10405.0,Викторина,0.40734341740608215,Q274079,STEM.STEM*,4797.0,21.0,3147.0
46,2.0,10405.0,Викторина,0.2942249774932861,Q274079,Culture.Media.Media*,4797.0,21.0,3147.0
47,2.0,10405.0,Викторина,0.14415885508060455,Q274079,History_and_Society.Society,4797.0,21.0,3147.0
48,2.0,10405.0,Викторина,0.14415885508060455,Q274079,STEM.Medicine_&_Health,4797.0,21.0,3147.0
49,2.0,10405.0,Викторина,0.13661839067935946,Q274079,Culture.Philosophy_and_religion,4797.0,21.0,3147.0
50,2.0,10405.0,Викторина,0.1294127255678177,Q274079,History_and_Society.Politics_and_government,4797.0,21.0,3147.0
51,2.0,10405.0,Викторина,0.0,Q274079,Geography.Regions.Asia.Asia*,4797.0,21.0,3147.0
52,32.0,11180.0,Том Бомбадил,0.9836069941520692,Q280608,Culture.Literature,243.93959940190842,15.0,2901.0
53,32.0,11180.0,Том Бомбадил,0.8558611869812012,Q280608,Culture.Media.Media*,243.93959940190842,15.0,2901.0
54,32.0,11180.0,Том Бомбадил,0.6859594583511353,Q280608,Culture.Media.Books,243.93959940190842,15.0,2901.0
55,32.0,11180.0,Том Бомбадил,0.4225146472454071,Q280608,Culture.Media.Films,243.93959940190842,15.0,2901.0
56,14.0,11681.0,Александрийская православная церковь,0.8080772161483765,Q251268,Geography.Regions.Africa.Africa*,4225.770430991042,4.0,2839.0
57,14.0,11681.0,Александрийская православная церковь,0.7057950496673584,Q251268,Geography.Regions.Africa.Northern_Africa,4225.770430991042,4.0,2839.0
58,14.0,11681.0,Александрийская православная церковь,0.6723417043685913,Q251268,Culture.Philosophy_and_religion,4225.770430991042,4.0,2839.0
59,14.0,11681.0,Александрийская православная церковь,0.5234303474426271,Q251268,Geography.Regions.Europe.Southern_Europe,4225.770430991042,4.0,2839.0
60,14.0,11681.0,Александрийская православная церковь,0.2509227991104126,Q251268,Geography.Regions.Europe.Europe*,4225.770430991042,4.0,2839.0
61,14.0,11681.0,Александрийская православная церковь,0.1294127255678177,Q251268,Culture.Biography.Biography*,4225.770430991042,4.0,2839.0
62,29.0,12343.0,Московская область,0.7122421860694885,Q1697,History_and_Society.Society,90300.91637122596,0.0,36385.0
63,29.0,12343.0,Московская область,0.4765896201133728,Q1697,Geography.Regions.Europe.Europe*,90300.91637122596,0.0,36385.0
64,29.0,12343.0,Московская область,0.3073680400848389,Q1697,Geography.Regions.Europe.Eastern_Europe,90300.91637122596,0.0,36385.0
65,29.0,12343.0,Московская область,0.20182321965694427,Q1697,Geography.Regions.Asia.Asia*,90300.91637122596,0.0,36385.0
66,36.0,12556.0,Торин Дубощит,0.9993433356285096,Q46285,Culture.Literature,6867.282264886329,15.0,6161.0
67,36.0,12556.0,Торин Дубощит,0.5234303474426271,Q46285,Culture.Media.Media*,6867.282264886329,15.0,6161.0
68,36.0,12556.0,Торин Дубощит,0.14034625887870789,Q46285,Culture.Media.Books,6867.282264886329,15.0,6161.0
69,36.0,12556.0,Торин Дубощит,0.1097157895565033,Q46285,Culture.Media.Films,6867.282264886329,15.0,6161.0
70,3.0,12816.0,Император Тайсё,0.99567848443985,Q157052,Culture.Biography.Biography*,3201.0,13.0,2735.0
71,3.0,12816.0,Император Тайсё,0.5156299471855164,Q157052,History_and_Society.Military_and_warfare,3201.0,13.0,2735.0
72,3.0,12816.0,Император Тайсё,0.32119916582107544,Q157052,Geography.Regions.Asia.East_Asia,3201.0,13.0,2735.0
73,3.0,12816.0,Император Тайсё,0.311877357006073,Q157052,Geography.Regions.Asia.Asia*,3201.0,13.0,2735.0
74,3.0,12816.0,Император Тайсё,0.10088862478733064,Q157052,History_and_Society.Society,3201.0,13.0,2735.0
75,3.0,12816.0,Император Тайсё,0.0,Q157052,Geography.Regions.Europe.Europe*,3201.0,13.0,2735.0
76,4.0,14880.0,"Френкель, Ян Абрамович",0.9579222798347472,Q771374,Culture.Biography.Biography*,1104.9153549530563,12.0,2524.0
77,4.0,14880.0,"Френкель, Ян Абрамович",0.6723417043685913,Q771374,Culture.Media.Music,1104.9153549530563,12.0,2524.0
78,4.0,14880.0,"Френкель, Ян Абрамович",0.546748161315918,Q771374,Culture.Media.Media*,1104.9153549530563,12.0,2524.0
79,4.0,14880.0,"Френкель, Ян Абрамович",0.4843900501728058,Q771374,History_and_Society.Military_and_warfare,1104.9153549530563,12.0,2524.0
80,4.0,14880.0,"Френкель, Ян Абрамович",0.37980710172653204,Q771374,Geography.Regions.Europe.Europe*,1104.9153549530563,12.0,2524.0
81,4.0,14880.0,"Френкель, Ян Абрамович",0.3429050912857056,Q771374,Geography.Regions.Asia.Asia*,1104.9153549530563,12.0,2524.0
82,4.0,14880.0,"Френкель, Ян Абрамович",0.2816725244522095,Q771374,Geography.Regions.Europe.Eastern_Europe,1104.9153549530563,12.0,2524.0
83,4.0,14880.0,"Френкель, Ян Абрамович",0.06118653917312623,Q771374,Geography.Regions.Asia.North_Asia,1104.9153549530563,12.0,2524.0
84,8.0,15439.0,Челябинская область,0.974052667617798,Q5714,History_and_Society.Society,5651.347323192235,0.0,9824.0
85,8.0,15439.0,Челябинская область,0.2568419873714447,Q5714,Geography.Regions.Europe.Europe*,5651.347323192235,0.0,9824.0
86,8.0,15439.0,Челябинская область,0.20182321965694427,Q5714,Geography.Geographical,5651.347323192235,0.0,9824.0
87,1.0,17360.0,"Соломина, Мария Антониновна",0.994098961353302,Q4428290,Culture.Biography.Biography*,0.0,13.0,2702.0
88,1.0,17360.0,"Соломина, Мария Антониновна",0.6442351341247559,Q4428290,Culture.Biography.Women,0.0,13.0,2702.0
89,1.0,17360.0,"Соломина, Мария Антониновна",0.2393593490123749,Q4428290,History_and_Society.Society,0.0,13.0,2702.0
90,1.0,17360.0,"Соломина, Мария Антониновна",0.11597072333097458,Q4428290,Culture.Media.Media*,0.0,13.0,2702.0
91,1.0,17360.0,"Соломина, Мария Антониновна",0.0,Q4428290,Geography.Regions.Europe.Europe*,0.0,13.0,2702.0
92,1.0,18412.0,Микронезия,0.9859463572502136,Q3359409,Geography.Regions.Oceania,0.0,20.0,3082.0
93,1.0,18412.0,Микронезия,0.4532718360424042,Q3359409,Geography.Geographical,0.0,20.0,3082.0
94,5.0,21786.0,"Ищите женщину (фильм, 1982)",0.9344051480293274,Q4205750,Culture.Media.Media*,14941.786744000958,13.0,8404.0
95,5.0,21786.0,"Ищите женщину (фильм, 1982)",0.8840492963790894,Q4205750,History_and_Society.Military_and_warfare,14941.786744000958,13.0,8404.0
96,5.0,21786.0,"Ищите женщину (фильм, 1982)",0.8706072568893433,Q4205750,Culture.Media.Films,14941.786744000958,13.0,8404.0
97,5.0,21786.0,"Ищите женщину (фильм, 1982)",0.3923468291759491,Q4205750,History_and_Society.Society,14941.786744000958,13.0,8404.0
98,5.0,21786.0,"Ищите женщину (фильм, 1982)",0.3257217874526977,Q4205750,Geography.Regions.Asia.North_Asia,14941.786744000958,13.0,8404.0
99,5.0,21786.0,"Ищите женщину (фильм, 1982)",0.15036486291885376,Q4205750,Geography.Regions.Europe.Eastern_Europe,14941.786744000958,13.0,8404.0
100,5.0,21786.0,"Ищите женщину (фильм, 1982)",0.14415885508060455,Q4205750,Culture.Media.Television,14941.786744000958,13.0,8404.0
101,5.0,21786.0,"Ищите женщину (фильм, 1982)",0.12878464365005493,Q4205750,Geography.Regions.Europe.Europe*,14941.786744000958,13.0,8404.0
102,5.0,21786.0,"Ищите женщину (фильм, 1982)",0.07650540971755981,Q4205750,Geography.Regions.Asia.Asia*,14941.786744000958,13.0,8404.0
103,7.0,22142.0,Епархии Русской православной церкви,1.0,Q3725311,Compilation.List_Disambig,9590.0,0.0,2431.0
104,7.0,22142.0,Епархии Русской православной церкви,0.9973783493041992,Q3725311,History_and_Society.Society,9590.0,0.0,2431.0
105,7.0,22142.0,Епархии Русской православной церкви,0.996185541152954,Q3725311,Culture.Philosophy_and_religion,9590.0,0.0,2431.0
106,7.0,22142.0,Епархии Русской православной церкви,0.3276783227920532,Q3725311,Culture.Biography.Biography*,9590.0,0.0,2431.0
107,7.0,22142.0,Епархии Русской православной церкви,0.2596606483459473,Q3725311,Geography.Regions.Asia.Asia*,9590.0,0.0,2431.0
108,7.0,22142.0,Епархии Русской православной церкви,0.0,Q3725311,Geography.Regions.Asia.West_Asia,9590.0,0.0,2431.0
109,7.0,22142.0,Епархии Русской православной церкви,0.0,Q3725311,Geography.Regions.Asia.South_Asia,9590.0,0.0,2431.0
110,7.0,22142.0,Епархии Русской православной церкви,0.0,Q3725311,Geography.Regions.Americas.North_America,9590.0,0.0,2431.0
111,6.0,22820.0,Магнитогорск,0.9362950325012208,Q95449,History_and_Society.Society,8546.662755864203,0.0,34026.0
112,6.0,22820.0,Магнитогорск,0.9241518378257751,Q95449,Geography.Geographical,8546.662755864203,0.0,34026.0
113,6.0,22820.0,Магнитогорск,0.2942249774932861,Q95449,History_and_Society.Military_and_warfare,8546.662755864203,0.0,34026.0
114,6.0,22820.0,Магнитогорск,0.1968362182378769,Q95449,Geography.Regions.Asia.North_Asia,8546.662755864203,0.0,34026.0
115,6.0,22820.0,Магнитогорск,0.14415885508060455,Q95449,Geography.Regions.Asia.Asia*,8546.662755864203,0.0,34026.0
116,6.0,22820.0,Магнитогорск,0.13661839067935946,Q95449,Geography.Regions.Europe.Europe*,8546.662755864203,0.0,34026.0
117,6.0,22820.0,Магнитогорск,0.1259327530860901,Q95449,Geography.Regions.Europe.Eastern_Europe,8546.662755864203,0.0,34026.0
118,36.0,23499.0,Арда,0.99219411611557,Q210877,Culture.Literature,522.7897885899766,15.0,2193.0
119,36.0,23499.0,Арда,0.9724247455596924,Q210877,Culture.Media.Media*,522.7897885899766,15.0,2193.0
120,36.0,23499.0,Арда,0.7310686111450195,Q210877,Culture.Media.Books,522.7897885899766,15.0,2193.0
121,36.0,23499.0,Арда,0.4455395638942719,Q210877,Culture.Media.Films,522.7897885899766,15.0,2193.0
122,34.0,23508.0,Эру Илуватар,1.0000100135803225,Q208363,Culture.Literature,252.54944495413048,15.0,3496.0
123,34.0,23508.0,Эру Илуватар,0.812877357006073,Q208363,Culture.Media.Books,252.54944495413048,15.0,3496.0
124,34.0,23508.0,Эру Илуватар,0.3998216390609741,Q208363,Culture.Media.Media*,252.54944495413048,15.0,3496.0
125,4.0,23742.0,Шеффилд,0.9688661694526672,Q42448,Geography.Regions.Europe.Europe*,591.7315102424187,9.0,2350.0
126,4.0,23742.0,Шеффилд,0.9481645226478576,Q42448,Geography.Regions.Europe.Northern_Europe,591.7315102424187,9.0,2350.0
127,4.0,23742.0,Шеффилд,0.812877357006073,Q42448,Geography.Geographical,591.7315102424187,9.0,2350.0
128,1.0,26805.0,Обрезание Господне,0.9149109721183776,Q13510036,Culture.Philosophy_and_religion,0.0,18.0,4129.0
129,1.0,26805.0,Обрезание Господне,0.3140605390071869,Q13510036,Culture.Literature,0.0,18.0,4129.0
130,14.0,28933.0,Элладская православная церковь,0.9381340146064758,Q59778,Culture.Philosophy_and_religion,3565.272523695971,4.0,3536.0
131,14.0,28933.0,Элладская православная церковь,0.4936250915527344,Q59778,Geography.Regions.Europe.Southern_Europe,3565.272523695971,4.0,3536.0
132,14.0,28933.0,Элладская православная церковь,0.4515841474533081,Q59778,Geography.Regions.Europe.Europe*,3565.272523695971,4.0,3536.0
133,14.0,28933.0,Элладская православная церковь,0.10375863313674928,Q59778,History_and_Society.History,3565.272523695971,4.0,3536.0
134,1.0,33935.0,Вертеп (театр),0.9814634323120116,Q867960,Culture.Performing_arts,0.0,22.0,2832.0
135,1.0,33935.0,Вертеп (театр),0.19194278120994568,Q867960,Culture.Media.Entertainment,0.0,22.0,2832.0
136,1.0,33935.0,Вертеп (театр),0.022430347442626952,Q867960,Geography.Regions.Europe.Europe*,0.0,22.0,2832.0
137,1.0,33935.0,Вертеп (театр),0.0,Q867960,Geography.Regions.Europe.Eastern_Europe,0.0,22.0,2832.0
138,1.0,33935.0,Вертеп (театр),0.0,Q867960,Geography.Regions.Asia.Asia*,0.0,22.0,2832.0
139,9.0,40475.0,Пимен (патриарх Московский),0.989681839942932,Q547687,Culture.Biography.Biography*,1013.0222697581064,4.0,3257.0
140,9.0,40475.0,Пимен (патриарх Московский),0.8031837940216064,Q547687,History_and_Society.Society,1013.0222697581064,4.0,3257.0
141,9.0,40475.0,Пимен (патриарх Московский),0.2227101624011993,Q547687,Culture.Philosophy_and_religion,1013.0222697581064,4.0,3257.0
142,9.0,40475.0,Пимен (патриарх Московский),0.2120788097381592,Q547687,History_and_Society.Military_and_warfare,1013.0222697581064,4.0,3257.0
143,9.0,40475.0,Пимен (патриарх Московский),0.0,Q547687,Geography.Regions.Europe.Europe*,1013.0222697581064,4.0,3257.0
144,9.0,40475.0,Пимен (патриарх Московский),0.0,Q547687,Geography.Regions.Asia.Asia*,1013.0222697581064,4.0,3257.0
145,9.0,40475.0,Пимен (патриарх Московский),0.0,Q547687,Geography.Regions.Europe.Eastern_Europe,1013.0222697581064,4.0,3257.0
146,3.0,40680.0,Атолл,0.9553291201591492,Q42523,STEM.STEM*,3201.0,20.0,3666.0
147,3.0,40680.0,Атолл,0.9304682612419128,Q42523,STEM.Earth_and_environment,3201.0,20.0,3666.0
148,3.0,40680.0,Атолл,0.3730872144699097,Q42523,Geography.Geographical,3201.0,20.0,3666.0
149,3.0,40680.0,Атолл,0.10088862478733064,Q42523,History_and_Society.Society,3201.0,20.0,3666.0
150,11.0,41603.0,Загреб,0.9715740084648132,Q1435,Geography.Regions.Europe.Europe*,422069.18834965257,10.0,2811.0
151,11.0,41603.0,Загреб,0.94500470161438,Q1435,Geography.Regions.Europe.Southern_Europe,422069.18834965257,10.0,2811.0
152,11.0,41603.0,Загреб,0.7371681928634644,Q1435,Geography.Geographical,422069.18834965257,10.0,2811.0
153,11.0,41603.0,Загреб,0.2120788097381592,Q1435,History_and_Society.History,422069.18834965257,10.0,2811.0
154,3.0,42177.0,Театры Москвы,0.33459946513175964,Q4453582,STEM.STEM*,6863.017497219822,13.0,2529.0
155,3.0,42177.0,Театры Москвы,0.2509227991104126,Q4453582,History_and_Society.Military_and_warfare,6863.017497219822,13.0,2529.0
156,3.0,42177.0,Театры Москвы,0.16027602553367615,Q4453582,Culture.Biography.Biography*,6863.017497219822,13.0,2529.0
157,3.0,42177.0,Театры Москвы,0.13661839067935946,Q4453582,STEM.Technology,6863.017497219822,13.0,2529.0
158,3.0,42177.0,Театры Москвы,0.1294127255678177,Q4453582,History_and_Society.Transportation,6863.017497219822,13.0,2529.0
159,3.0,42177.0,Театры Москвы,0.1097157895565033,Q4453582,History_and_Society.Society,6863.017497219822,13.0,2529.0
160,3.0,42177.0,Театры Москвы,0.10375863313674928,Q4453582,History_and_Society.History,6863.017497219822,13.0,2529.0
161,3.0,42177.0,Театры Москвы,0.0,Q4453582,Geography.Regions.Europe.Europe*,6863.017497219822,13.0,2529.0
162,3.0,42177.0,Театры Москвы,0.0,Q4453582,Geography.Regions.Asia.Asia*,6863.017497219822,13.0,2529.0
163,3.0,42177.0,Театры Москвы,0.0,Q4453582,Geography.Regions.Europe.Eastern_Europe,6863.017497219822,13.0,2529.0
164,12.0,42431.0,Малый театр,0.812877357006073,Q1369676,History_and_Society.Society,32248.86518341668,13.0,3577.0
165,12.0,42431.0,Малый театр,0.59267657995224,Q1369676,Culture.Performing_arts,32248.86518341668,13.0,3577.0
166,12.0,42431.0,Малый театр,0.4610267877578736,Q1369676,Culture.Visual_arts.Architecture,32248.86518341668,13.0,3577.0
167,12.0,42431.0,Малый театр,0.3557848632335663,Q1369676,Culture.Visual_arts.Visual_arts*,32248.86518341668,13.0,3577.0
168,12.0,42431.0,Малый театр,0.275139719247818,Q1369676,Geography.Regions.Asia.North_Asia,32248.86518341668,13.0,3577.0
169,12.0,42431.0,Малый театр,0.23371636867523196,Q1369676,Geography.Regions.Europe.Eastern_Europe,32248.86518341668,13.0,3577.0
170,12.0,42431.0,Малый театр,0.22816647589206696,Q1369676,Geography.Regions.Europe.Europe*,32248.86518341668,13.0,3577.0
171,12.0,42431.0,Малый театр,0.2069040536880493,Q1369676,Culture.Media.Media*,32248.86518341668,13.0,3577.0
172,12.0,42431.0,Малый театр,0.20182321965694427,Q1369676,Culture.Media.Music,32248.86518341668,13.0,3577.0
173,12.0,42431.0,Малый театр,0.19194278120994568,Q1369676,History_and_Society.Military_and_warfare,32248.86518341668,13.0,3577.0
174,12.0,42431.0,Малый театр,0.14805719256401062,Q1369676,Geography.Regions.Asia.Asia*,32248.86518341668,13.0,3577.0
175,2.0,44080.0,"Боже, Царя храни!",0.8080772161483765,Q478470,History_and_Society.Society,0.0,0.0,8217.0
176,2.0,44080.0,"Боже, Царя храни!",0.6992644667625427,Q478470,Culture.Media.Media*,0.0,0.0,8217.0
177,2.0,44080.0,"Боже, Царя храни!",0.5775054097175598,Q478470,Culture.Media.Music,0.0,0.0,8217.0
178,2.0,44080.0,"Боже, Царя храни!",0.0,Q478470,Geography.Regions.Asia.North_Asia,0.0,0.0,8217.0
179,2.0,44080.0,"Боже, Царя храни!",0.0,Q478470,Geography.Regions.Europe.Europe*,0.0,0.0,8217.0
180,2.0,44080.0,"Боже, Царя храни!",0.0,Q478470,Geography.Regions.Asia.Asia*,0.0,0.0,8217.0
181,2.0,44387.0,Восточнокатолические церкви,0.7310686111450195,Q49376,History_and_Society.Society,0.0,4.0,2294.0
182,2.0,44387.0,Восточнокатолические церкви,0.6001983880996704,Q49376,Culture.Biography.Biography*,0.0,4.0,2294.0
183,2.0,44387.0,Восточнокатолические церкви,0.4378334879875183,Q49376,Culture.Philosophy_and_religion,0.0,4.0,2294.0
184,2.0,44387.0,Восточнокатолические церкви,0.11597072333097458,Q49376,STEM.STEM*,0.0,4.0,2294.0
185,2.0,44387.0,Восточнокатолические церкви,0.0,Q49376,Geography.Regions.Europe.Europe*,0.0,4.0,2294.0
186,2.0,44387.0,Восточнокатолические церкви,0.0,Q49376,Geography.Regions.Europe.Southern_Europe,0.0,4.0,2294.0
187,3.0,44948.0,"Грабарь, Игорь Эммануилович",0.9952548146247864,Q1030307,Culture.Biography.Biography*,4799.0,13.0,4945.0
188,3.0,44948.0,"Грабарь, Игорь Эммануилович",0.6076731681823729,Q1030307,History_and_Society.Society,4799.0,13.0,4945.0
189,3.0,44948.0,"Грабарь, Игорь Эммануилович",0.4610267877578736,Q1030307,Culture.Visual_arts.Visual_arts*,4799.0,13.0,4945.0
190,3.0,44948.0,"Грабарь, Игорь Эммануилович",0.20182321965694427,Q1030307,History_and_Society.Military_and_warfare,4799.0,13.0,4945.0
191,3.0,44948.0,"Грабарь, Игорь Эммануилович",0.0,Q1030307,Geography.Regions.Europe.Eastern_Europe,4799.0,13.0,4945.0
192,3.0,44948.0,"Грабарь, Игорь Эммануилович",0.0,Q1030307,Geography.Regions.Asia.North_Asia,4799.0,13.0,4945.0
193,3.0,44948.0,"Грабарь, Игорь Эммануилович",0.0,Q1030307,Geography.Regions.Europe.Europe*,4799.0,13.0,4945.0
194,4.0,47052.0,Михайловский Златоверхий монастырь,0.9304682612419128,Q1142386,Geography.Regions.Europe.Europe*,8332.768314301784,4.0,5651.0
195,4.0,47052.0,Михайловский Златоверхий монастырь,0.8558611869812012,Q1142386,Geography.Regions.Europe.Eastern_Europe,8332.768314301784,4.0,5651.0
196,4.0,47052.0,Михайловский Златоверхий монастырь,0.5312193632125854,Q1142386,Culture.Philosophy_and_religion,8332.768314301784,4.0,5651.0
197,4.0,47052.0,Михайловский Златоверхий монастырь,0.4532718360424042,Q1142386,Culture.Visual_arts.Visual_arts*,8332.768314301784,4.0,5651.0
198,4.0,47052.0,Михайловский Златоверхий монастырь,0.4378334879875183,Q1142386,Culture.Visual_arts.Architecture,8332.768314301784,4.0,5651.0
199,2.0,51624.0,Саввино-Сторожевский монастырь,0.8080772161483765,Q3656882,History_and_Society.Society,1601.0,4.0,1564.0
200,2.0,51624.0,Саввино-Сторожевский монастырь,0.5698626637458801,Q3656882,Culture.Philosophy_and_religion,1601.0,4.0,1564.0
201,2.0,51624.0,Саввино-Сторожевский монастырь,0.13297423720359802,Q3656882,Geography.Regions.Europe.Europe*,1601.0,4.0,1564.0
202,2.0,51624.0,Саввино-Сторожевский монастырь,0.1294127255678177,Q3656882,Culture.Visual_arts.Visual_arts*,1601.0,4.0,1564.0
203,2.0,51624.0,Саввино-Сторожевский монастырь,0.1097157895565033,Q3656882,Culture.Visual_arts.Architecture,1601.0,4.0,1564.0
204,2.0,51624.0,Саввино-Сторожевский монастырь,0.1067005917429924,Q3656882,Culture.Biography.Biography*,1601.0,4.0,1564.0
205,2.0,51624.0,Саввино-Сторожевский монастырь,0.10375863313674928,Q3656882,Geography.Regions.Asia.Asia*,1601.0,4.0,1564.0
206,3.0,52994.0,"Ульянова, Инна Ивановна",0.9939124584197998,Q4475076,Culture.Biography.Biography*,750.0504308074188,0.0,3885.0
207,3.0,52994.0,"Ульянова, Инна Ивановна",0.3629792034626007,Q4475076,History_and_Society.Society,750.0504308074188,0.0,3885.0
208,3.0,52994.0,"Ульянова, Инна Ивановна",0.275139719247818,Q4475076,History_and_Society.Military_and_warfare,750.0504308074188,0.0,3885.0
209,3.0,52994.0,"Ульянова, Инна Ивановна",0.10088862478733064,Q4475076,Culture.Biography.Women,750.0504308074188,0.0,3885.0
210,3.0,52994.0,"Ульянова, Инна Ивановна",0.014629947185516357,Q4475076,Geography.Regions.Europe.Eastern_Europe,750.0504308074188,0.0,3885.0
211,3.0,52994.0,"Ульянова, Инна Ивановна",0.0,Q4475076,Geography.Regions.Europe.Europe*,750.0504308074188,0.0,3885.0
212,3.0,52994.0,"Ульянова, Инна Ивановна",0.0,Q4475076,Geography.Regions.Asia.North_Asia,750.0504308074188,0.0,3885.0
213,3.0,52994.0,"Ульянова, Инна Ивановна",0.0,Q4475076,Geography.Regions.Asia.Asia*,750.0504308074188,0.0,3885.0
214,4.0,53786.0,Олимпик Марсель,0.6442351341247559,Q132885,Culture.Sports,594.3869475296327,9.0,2833.0
