,Label,Id,Degree,modularity_class,betweenesscentrality
120,Astronom,120,1,6,0.0
416,Altes_Reich,416,4,17,13530.932348353961
435,Akrostichon,435,2,43,3436.2353254881004
462,Beruf,462,1,2,0.0
482,Bernardo_Bertolucci,482,9,18,185188.1691037775
645,Bata_Illic,645,2,13,40794.14184701922
646,Bernhard_Grzimek,646,2,26,6350.9422110903715
828,Charlie_Parker,828,4,12,16140.0
1168,Discofox,1168,4,25,4037.0
1205,Danaergeschenk,1205,1,10,0.0
1272,Edwin_Hubble,1272,3,31,4037.0
1566,Friedrich_Wilhelm_Murnau,1566,1,0,0.0
1874,Gernika,1874,2,14,0.0
2175,Hundertjähriger_Krieg,2175,8,45,29844.777066134033
2177,Hochmittelalter,2177,9,10,172827.94428844473
2191,Halifax_(Nova_Scotia),2191,5,41,12767.3333333333
2395,Indus-Kultur,2395,6,17,89952.27101968735
2396,Indus,2396,2,17,44297.0
2590,Jürgen_Trittin,2590,2,2,4037.0
2787,Kronberg_im_Taunus,2787,4,5,29894.012965277136
3166,Mary_Pickford,3166,7,18,53142.329466700554
4138,Pranger,4138,1,45,0.0
4323,Raumstation,4323,7,31,39796.09489394087
4372,Bayreuther_Festspiele,4372,13,16,125450.52528212799
4500,Suspense,4500,4,10,69479.97750044611
4762,Skylab,4762,2,31,1801.030741530486
4764,Saljut,4764,5,31,4309.743693261149
5043,Thallium,5043,3,4,4037.0
5080,Theismus,5080,1,17,0.0
5336,Ursula_K._Le_Guin,5336,2,15,4037.0
8460,Elia_Kazan,8460,6,11,56338.28571428571
8943,Körperflüssigkeit,8943,1,36,0.0
8970,Verbrechen_gegen_die_Menschlichkeit,8970,14,5,201853.81807167907
9167,Asmara,9167,2,24,4037.0
9293,Rheinsberg,9293,1,32,0.0
9299,Seelow,9299,3,1,0.0
9371,Lychen,9371,4,5,24123.419270232145
9497,Kindertag,9497,4,6,30416.65481858834
10260,Wolfgang_Thierse,10260,3,2,605.2177351994404
11261,Semester,11261,4,6,35055.04255007975
11487,Emil_von_Behring,11487,15,4,122115.36060882069
12290,Fuggerei,12290,1,2,0.0
12421,Hagiographie,12421,1,33,0.0
12709,Marschall,12709,13,33,352933.59868658165
12926,Egon_Erwin_Kisch,12926,4,7,33928.71985358783
13083,Arabische_Liga,13083,6,5,130125.1279676703
13151,Erwin_Piscator,13151,3,5,24428.278100176452
13217,Thetis_(Mythologie),13217,1,3,0.0
13286,Nelly_Sachs,13286,2,21,0.0
13407,Leoniden_(Meteorstrom),13407,1,31,0.0
13627,Leo_XIII.,13627,4,2,17929.792183482034
13788,Weißes_Meer,13788,1,17,0.0
13825,Thrombus,13825,2,40,19490.922357276784
13836,Tirana,13836,2,29,4037.0
13903,Omsk,13903,3,37,8073.0
13907,Astrachan,13907,2,17,0.5
13916,Oderbruch,13916,7,1,3692.1577853112594
14007,Harbin,14007,2,32,47383.80406607959
14070,Gifhorn,14070,3,40,8072.0
14099,Hexentanzplatz_(Harz),14099,1,10,0.0
14429,Hindenburgdamm,14429,3,40,25600.316260295298
14793,Carl_Zuckmayer,14793,7,0,249446.5487337045
14897,Wolfgang_Clement,14897,8,2,4679.617597412204
15043,Hohe_Tatra,15043,1,8,0.0
15201,Asylrecht_(Deutschland),15201,2,2,4037.0
15353,Flash_Gordon,15353,2,19,0.0
