,Label,Modularity Class,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality
47570,Tahitien,7,15.769232,255,42,47,6.0734982,6.674735,47570,6,14,280.199124232374
51512,Rio_Bravo_(film),0,19.23077,193,77,88,-17.669329,20.347256,51512,9,5,6567.595284063992
51799,Marco_Pantani,8,20.384617,0,126,172,-17.694256,8.764603,51799,10,10,273.37070707070706
53747,Luc_Plamondon,0,12.307693,193,77,88,14.846983,20.348812,53747,3,5,12303.87886599372
55076,Christophe_Gans,10,13.461538,114,121,10,-16.728466,5.3598065,55076,4,15,2200.5
55153,Ceutrons_(peuple_celte_des_Alpes),8,10.0,0,126,172,-1.3658211,16.735394,55153,1,10,0.0
55382,Montargis,2,23.846153,0,168,183,0.1867722,22.089516,55382,13,9,0.0
55961,Claude_Sautet,14,13.461538,60,163,0,10.841863,-20.391714,55961,4,4,6044.0
56302,John_Kerry,6,16.923077,152,129,0,-1.7761409,-2.140322,56302,7,16,39711.0
56785,Tahiti,7,26.153847,255,42,47,13.316121,-21.207668,56785,15,14,2473.0342338485902
56989,Antonio_López_de_Santa_Anna,0,15.769232,193,77,88,18.22267,20.503279,56989,6,11,20932.863360340012
57832,Henry_Purcell,17,12.307693,54,124,233,19.97901,-21.584164,57832,3,2,2204.0
58329,Bobigny,8,10.0,0,126,172,-6.880753,-21.892717,58329,1,7,0.0
58684,Southampton,1,16.923077,0,164,49,-6.684756,-17.701786,58684,7,7,33794.55961076645
62274,Auguste_Escoffier,17,14.615385,54,124,233,7.014054,21.428902,62274,5,6,11046.960290670297
62413,Gouvernement_Georges_Pompidou_(1),17,12.307693,54,124,233,-15.709826,21.99511,62413,3,6,551.0
62913,Tōdai-ji,6,10.0,152,129,0,22.335863,2.7595494,62913,1,16,0.0
63382,Guérande,6,11.153846,152,129,0,-5.373351,-16.712835,63382,2,16,1103.0
63409,"La_Belle_et_la_Bête_(film,_1946)",10,10.0,114,121,10,-22.163029,-22.012888,63409,1,15,0.0
63793,Gouvernement_Michel_Debré,17,11.153846,54,124,233,5.0555634,-20.473816,63793,2,6,0.0
64140,Ang_Lee,0,12.307693,193,77,88,-3.4688907,-16.402239,64140,3,5,1103.0
66995,Mikhaïl_Koutouzov,0,22.692308,193,77,88,-22.61065,1.2292184,66995,12,5,8565.01026470712
67670,Madame_Butterfly,14,13.461538,60,163,0,-24.780293,-2.8861048,67670,4,4,3305.0
68118,Vittorio_Gassman,0,16.923077,193,77,88,19.21588,11.537867,68118,7,5,32817.69842044866
68688,Thomas_Becket,0,10.0,193,77,88,-0.14745167,-20.871847,68688,1,5,0.0
69325,Affaire_Robert_Boulin,17,11.153846,54,124,233,-7.8269963,17.228083,69325,2,6,0.0
69907,Achat_Gadsden,0,10.0,193,77,88,19.98376,0.17859307,69907,1,11,0.0
70289,Peter_Bogdanovich,0,12.307693,193,77,88,-0.28612816,15.449863,70289,3,5,1103.0
71676,Éric_Moussambani,8,10.0,0,126,172,10.06592,22.40641,71676,1,10,0.0
72276,Bataille_de_la_Moskova,0,15.769232,193,77,88,23.067835,-8.488138,72276,6,5,242.18154660852701
74534,Sense_and_Sensibility,0,11.153846,193,77,88,-23.630526,16.633963,74534,2,5,0.0
75479,Lynchage,18,10.0,0,148,245,6.2757573,12.364417,75479,1,7,0.0
76721,Silésie,19,15.769232,235,44,170,15.232667,-7.976185,76721,6,11,4543.899185752877
77442,Ukiyo-e,13,12.307693,253,0,107,21.39406,13.014054,77442,3,17,1100.9999999999995
78008,Coupe_de_la_Ligue_anglaise_de_football,16,18.076923,153,96,160,-3.0632136,-9.6479225,78008,8,12,10977.0
78958,Liste_des_ducs_de_Lorraine,19,18.076923,235,44,170,-14.031821,11.786739,78958,8,11,11.883354867012113
79303,Alexandre_III_(empereur_de_Russie),0,19.23077,193,77,88,22.966652,15.379711,79303,9,4,1207.143003917119
79331,Dagmar_de_Danemark,0,16.923077,193,77,88,-23.897232,0.11824481,79331,7,4,3752.008497905524
79900,David_Lean,0,15.769232,193,77,88,17.000854,-16.619427,79900,6,5,1398.3655149564902
81325,Pierre_Joxe,16,11.153846,153,96,160,3.5347357,-22.70796,81325,2,12,2204.0
81563,Barbara_Bain,0,10.0,193,77,88,19.535292,16.982546,81563,1,5,0.0
84867,"Guerre_et_Paix_(film,_1966)",0,18.076923,193,77,88,-10.123808,14.483867,84867,8,5,273.6570650217762
85400,Nô,13,12.307693,253,0,107,9.851249,5.516004,85400,3,17,1102.9999999999995
87138,John_Ford,0,27.307693,193,77,88,20.104637,21.783567,87138,16,5,17065.926985275644
87817,Lieutenant-colonel,17,13.461538,54,124,233,-15.24664,7.780139,87817,4,6,3397.231868493181
88555,James_Mason,0,14.615385,193,77,88,10.563281,-9.367479,88555,5,5,1570.1843065414841
89410,Shrek_2,12,19.23077,0,134,74,5.564234,5.1286254,89410,9,3,17445.221023968454
89728,Howard_Hawks,0,14.615385,193,77,88,2.3215377,11.404122,89728,5,5,43.923162193067334
90054,Donald_Bellisario,11,14.615385,175,95,13,-20.925701,3.9184647,90054,5,0,1103.0
90580,Pascale_Petit_(actrice),4,12.307693,235,94,0,16.493248,17.261024,90580,3,1,1103.0
90805,Parfum_de_femme_(film),0,10.0,193,77,88,-21.261942,2.1562903,90805,1,5,0.0
91404,Anita_Ekberg,0,13.461538,193,77,88,22.556,-2.1091225,91404,4,5,2204.0
91810,Marcel_Marceau,3,12.307693,0,134,135,22.271935,-19.5906,91810,3,8,0.0
92231,Monte-Carlo,17,16.923077,54,124,233,23.938763,24.267044,92231,7,6,16829.615384615383
93498,Affaire_Seznec,3,10.0,0,134,135,11.643551,3.9030073,93498,1,8,0.0
93699,Daniel_Darc,14,11.153846,60,163,0,-17.979116,8.373551,93699,2,4,9.083333333333334
94454,Paparazzi,0,10.0,193,77,88,11.453502,-1.0786681,94454,1,5,0.0
95173,Francis_Lai,0,11.153846,193,77,88,-18.180813,-22.442698,95173,2,5,11103.172588937447
95451,Alec_Guinness,0,20.384617,193,77,88,-0.09914031,1.5918614,95451,10,5,22077.547811833218
96973,Richard_Virenque,8,21.538464,0,126,172,-21.22828,-0.8561712,96973,11,10,17231.051010101142
98097,Paul_Belmondo_(sculpteur),17,14.615385,54,124,233,3.8957856,8.828485,98097,5,6,6573.120102637545
98517,Martin_Landau,0,16.923077,193,77,88,20.166348,-6.5958467,98517,7,5,20621.835988389917
99240,Brice_Lalonde,6,16.923077,152,129,0,-12.06077,5.7234316,99240,7,16,4405.0
101546,Bernard_Tapie,16,14.615385,153,96,160,3.8788316,19.87557,101546,5,12,68700.0
101551,François_Ier_(empereur_du_Saint-Empire),19,27.307693,235,44,170,-8.132544,16.59087,101551,16,11,941.7537357530342
102180,Yann_Le_Gac,4,11.153846,235,94,0,14.743229,-7.76678,102180,2,1,3303.0
102650,Saint-Briac-sur-Mer,6,13.461538,152,129,0,11.835473,-3.593745,102650,4,16,0.0
102896,Lucerne,17,14.615385,54,124,233,-20.114538,-24.235247,102896,5,6,4405.0
103424,Jackson_Richardson,9,13.461538,0,157,116,16.740095,-18.572897,103424,4,18,219.37499999999815
103749,Yvonne_de_Gaulle,17,10.0,54,124,233,-3.5878747,19.87243,103749,1,6,0.0
106498,Benoît_XVI,6,16.923077,152,129,0,9.220229,-15.171394,106498,7,16,30179.81666666668
107198,Les_oiseaux_se_cachent_pour_mourir_(série_télévisée),12,12.307693,0,134,74,3.5833273,-14.568589,107198,3,3,556.1276530793295
111046,Eugénie_de_Montijo,0,13.461538,193,77,88,-2.9127681,-20.02436,111046,4,4,2703.5890641486494
112020,Jean-Claude_Bouillon,14,10.0,60,163,0,24.08259,13.386964,112020,1,4,0.0
112028,Jean-Paul_Tribout,14,12.307693,60,163,0,-12.698495,-13.726094,112028,3,4,2205.0
112041,Pierre_Maguelon,14,11.153846,60,163,0,-2.8653538,-10.729716,112041,2,4,3303.0
113565,Les_Sept_Samouraïs,13,10.0,253,0,107,-5.055022,22.953424,113565,1,17,0.0
113977,Audrey_Hepburn,0,28.461538,193,77,88,-22.967222,10.322746,113977,17,5,37417.93966429474
114191,Emmanuel,6,10.0,152,129,0,-7.3763947,-1.3230245,114191,1,16,0.0
114367,Mariage_morganatique,0,16.923077,193,77,88,-12.493544,-7.879516,114367,7,4,5025.966065204609
114844,Championnat_du_monde_de_hockey_sur_glace,19,13.461538,235,44,170,4.0263476,-16.955702,114844,4,11,4403.0
115236,Plácido_Domingo,4,13.461538,235,94,0,-0.585996,-2.626481,115236,4,1,3306.0
116084,Papeete,7,33.076927,255,42,47,-14.025416,-4.3308954,116084,21,9,724.4875933531805
116227,Curd_Jürgens,0,12.307693,193,77,88,1.6509342,-2.9012327,116227,3,4,0.0
117176,Réacteur_nucléaire,6,13.461538,152,129,0,-24.521236,-2.629067,117176,4,16,3984.108679726499
117384,Robert_Boulin,17,13.461538,54,124,233,-13.876899,3.6521335,117384,4,6,3303.0
118063,"Walker,_Texas_Ranger",6,12.307693,152,129,0,-11.525818,-5.774949,118063,3,16,2672.2891007599183
121787,Bibie,4,14.615385,235,94,0,5.8810267,12.32032,121787,5,1,6689.6335180881415
123145,La_dolce_vita,0,11.153846,193,77,88,22.509378,-24.602865,123145,2,5,1103.0
129224,Dorothy_Stratten,0,10.0,193,77,88,24.145807,7.15522,129224,1,5,0.0
129395,César_Ritz,17,13.461538,54,124,233,14.033927,0.14552392,129395,4,6,9943.960290670291
131827,ASM_Clermont_Auvergne,15,36.538464,185,97,239,5.416819,-2.133051,131827,24,8,6614.920578252123
133930,Oudaï_Hussein,17,10.0,54,124,233,-14.310416,4.6647034,133930,1,6,0.0
137833,"Taxi_(film,_1998)",10,14.615385,114,121,10,19.94836,18.550724,137833,5,15,0.0
140755,Bérézina,0,11.153846,193,77,88,15.352088,-5.463094,140755,2,5,0.0
145646,Louis-Napoléon_Bonaparte_(1856-1879),0,10.0,193,77,88,-11.105345,-12.798037,145646,1,4,0.0
147192,Jacques_Dynam,12,13.461538,0,134,74,-10.515555,-3.3032131,147192,4,3,13574.495870940285
151800,"La_Grande_Évasion_(film,_1963)",0,13.461538,193,77,88,-12.168519,-11.865112,151800,4,3,2204.0
152954,Sténographie,0,10.0,193,77,88,0.4828194,-19.345404,152954,1,5,0.0
154071,Technocratie,16,10.0,153,96,160,-21.676815,-0.80712914,154071,1,12,0.0
155247,Poltergeist,0,10.0,193,77,88,3.3603983,-22.782043,155247,1,5,0.0
157096,Anne_Bonny,12,11.153846,0,134,74,16.66023,-0.7789124,157096,2,3,1103.0
157439,Mary_Read,12,10.0,0,134,74,-8.813094,-2.676145,157439,1,3,0.0
157918,José_Carreras,4,10.0,235,94,0,-10.6780615,-15.433355,157918,1,1,0.0
158027,Ward_Bond,0,11.153846,193,77,88,-12.304659,15.17951,158027,2,5,0.0
158047,Isabelle_Aubret,4,11.153846,235,94,0,0.9292872,-21.444841,158047,2,1,2154.311815771319
159475,Sitting_Bull,6,12.307693,152,129,0,-16.689854,-14.298247,159475,3,16,362.5083333333422
160186,Maurice_Herzog,17,12.307693,54,124,233,15.307301,0.40267283,160186,3,6,551.0
160688,Drame_de_Mayerling,19,13.461538,235,44,170,11.672496,9.47539,160688,4,11,47.581874427470765
161617,Lee_Marvin,0,16.923077,193,77,88,4.936715,-5.484268,161617,7,5,5422.101599454728
161752,Crystal_Palace_Football_Club,1,20.384617,0,164,49,-2.4403596,1.7182758,161752,10,7,14368.585533698692
162277,Élisabeth_de_Wittelsbach,19,33.076927,235,44,170,16.929657,-15.000168,162277,21,11,68848.2728789463
162567,Christophe_Salengro,14,11.153846,60,163,0,-4.5978546,-5.7473474,162567,2,2,1103.0
162984,Rungis,2,10.0,0,168,183,22.130596,-10.068892,162984,1,9,0.0
164436,Richard_Burton,0,19.23077,193,77,88,-2.1149907,3.7338846,164436,9,5,20196.163146686467
165224,Il_est_né_le_divin_enfant,4,10.0,235,94,0,5.1828766,22.815052,165224,1,1,0.0
166013,Southampton_Football_Club,1,20.384617,0,164,49,15.451775,-16.8246,166013,10,7,29548.75961076636
168898,Sissi,19,14.615385,235,44,170,23.526155,-16.948658,168898,5,11,1833.0301645915165
169680,Gabriel_Matzneff,10,10.0,114,121,10,14.351813,-15.941821,169680,1,15,0.0
171075,Benjamin_Guggenheim,1,14.615385,0,164,49,-2.3565915,-24.535295,171075,5,7,0.0
171077,John_Jacob_Astor_IV,1,14.615385,0,164,49,-15.607075,18.291498,171077,5,7,0.0
171239,Massacre_de_Wounded_Knee,6,13.461538,152,129,0,-11.761164,-20.893873,171239,4,16,747.4916666666871
173989,Saut_à_ski,8,16.923077,0,126,172,-16.179266,21.420748,173989,7,10,15317.0
174227,Contreténor,17,12.307693,54,124,233,-9.394536,-10.504826,174227,3,2,4403.0
174287,Yves_Lecoq,0,14.615385,193,77,88,-4.9449673,10.286678,174287,5,9,106583.56682063524
176140,Comanches,0,14.615385,193,77,88,-14.942567,16.022406,176140,5,16,56303.246672829555
177456,Hosni_Moubarak,17,11.153846,54,124,233,3.8681974,23.082699,177456,2,6,1103.0
177502,Dominique_Jamet,10,10.0,114,121,10,11.949729,-15.348327,177502,1,15,0.0
178418,Unione_Calcio_Sampdoria,1,16.923077,0,164,49,17.065506,2.9270027,178418,7,7,7363.080423244368
179363,Gloire_à_Dieu,6,10.0,152,129,0,7.6325293,-17.379335,179363,1,16,0.0
181879,Lubumbashi,17,10.0,54,124,233,-23.550566,1.1494603,181879,1,6,0.0
182517,Ian_Fleming,0,10.0,193,77,88,-0.17069136,14.153696,182517,1,5,0.0
183024,Berchtesgaden,19,14.615385,235,44,170,-2.2093916,14.618152,183024,5,11,3848.0
184196,Liste_des_souverains_de_Hongrie,19,19.23077,235,44,170,-12.584767,10.505004,184196,9,11,1017.966150718118
184502,Nelly_et_Monsieur_Arnaud,14,12.307693,60,163,0,-22.218372,15.267875,184502,3,4,1644.0
185186,Moûtiers,8,14.615385,0,126,172,23.776411,-4.0612593,185186,5,10,20306.83333333327
186543,Union_sportive_arlequins_perpignanais,15,28.461538,185,97,239,12.032689,-14.956726,186543,17,8,4302.26987826977
186615,Rugby_club_toulonnais,15,34.23077,185,97,239,9.088107,14.074384,186615,22,8,3966.341752399599
187629,Katanga,17,11.153846,54,124,233,-18.797178,24.679888,187629,2,6,1103.0
187702,Coupe_Gambardella,16,14.615385,153,96,160,-19.79929,-11.626058,187702,5,12,3333.5499999999997
191657,Ânkhésenamon,0,11.153846,193,77,88,-9.773594,10.238479,191657,2,5,0.0
194012,Jacqueline_Maillan,0,11.153846,193,77,88,13.814708,5.575895,194012,2,5,0.0
198525,Laurent_Blanc,16,15.769232,153,96,160,2.6575985,6.523459,198525,6,12,19575.25
199215,Chrysanthème,13,10.0,253,0,107,-7.1554775,6.0290976,199215,1,17,0.0
199470,Laurent_Boutonnat,4,13.461538,235,94,0,3.5916955,21.816998,199470,4,1,10836.42200549301
200296,Marie-Josée_Croze,4,13.461538,235,94,0,-14.731299,-3.3835733,200296,4,5,5437.200456979465
201430,"Les_Survivants_(film,_1993)",12,10.0,0,134,74,-24.052826,-17.763733,201430,1,3,0.0
206066,Yannick_Jauzion,15,21.538464,185,97,239,-15.852695,8.209188,206066,11,8,2343.0161680912083
207247,Carl_Lewis,8,10.0,0,126,172,17.60354,24.972252,207247,1,10,0.0
207753,La_Prisonnière_du_désert,0,20.384617,193,77,88,-8.293599,22.237139,207753,10,5,12127.683046533493
208008,Joseph_II_(empereur_du_Saint-Empire),19,25.0,235,44,170,-17.241282,15.802609,208008,14,11,1493.2423053048258
208773,"Raison_et_Sentiments_(film,_1995)",0,15.769232,193,77,88,6.036762,7.091555,208773,6,5,5569.374598673194
210830,Cali_(chanteur),14,11.153846,60,163,0,-11.135865,9.382971,210830,2,4,532.5833333333333
212269,"Le_Rebelle_(film,_1949)",0,11.153846,193,77,88,23.760595,-19.715694,212269,2,5,0.0
214381,Chow_Yun-fat,0,10.0,193,77,88,3.5457292,12.015826,214381,1,5,0.0
214582,La_Folle_Journée_de_Ferris_Bueller,14,11.153846,60,163,0,12.058202,0.98871773,214582,2,0,3303.0
217190,Eva_Marie_Saint,14,13.461538,60,163,0,-20.811523,-2.4125829,217190,4,0,14700.372397705829
218868,Dominique_Paturel,0,16.923077,193,77,88,19.994947,-11.800804,218868,7,5,31602.974357097806
218874,Michel_Roux_(acteur),0,22.692308,193,77,88,18.898132,22.03675,218874,12,5,171254.63665360917
221734,Le_Groupe_(série_télévisée),7,11.153846,255,42,47,18.36833,-14.916368,221734,2,2,4400.0
222127,Marie-Noëlle_Lienemann,16,15.769232,153,96,160,-14.472009,18.861809,222127,6,12,79776.0
225116,Bénédiction_urbi_et_orbi,6,11.153846,152,129,0,-7.8143396,-8.378666,225116,2,16,0.0
230718,James_Ivory,14,12.307693,60,163,0,-1.9138131,-23.898487,230718,3,0,10869.30141330661
231191,"Moulin_Rouge_(film,_2001)",12,12.307693,0,134,74,15.802292,-0.31659284,231191,3,3,3077.948632589379
233114,Prophétie_de_saint_Malachie,6,12.307693,152,129,0,7.1191287,-1.3779348,233114,3,16,0.0
233297,"Charade_(film,_1963)",0,11.153846,193,77,88,-16.819633,6.669422,233297,2,5,0.0
235471,La_Nuit_des_masques,0,10.0,193,77,88,-8.037911,-12.68515,235471,1,5,0.0
235821,Daniel_Costantini,9,12.307693,0,157,116,-1.9462397,-5.0317283,235821,3,18,0.0
237321,Charles_VI_(empereur_du_Saint-Empire),19,27.307693,235,44,170,9.203985,11.503188,237321,16,11,941.7537357530342
237606,Corfou,19,12.307693,235,44,170,-11.265542,-3.7681189,237606,3,11,791.7840394769717
240841,Notre-Dame_de_La_Salette,6,11.153846,152,129,0,-2.0704374,-24.274408,240841,2,16,0.0
241801,Tina_Arena,4,19.23077,235,94,0,9.209627,-6.875776,241801,9,1,14807.955324461422
243967,Alexandre_II_(empereur_de_Russie),0,22.692308,193,77,88,12.091311,-11.312715,243967,12,4,5496.2942558838895
244233,Les_Sept_Mercenaires,0,15.769232,193,77,88,-4.3092136,10.29345,244233,6,3,15254.981780254353
248581,Superman_Returns,14,11.153846,60,163,0,-15.851124,-17.659485,248581,2,0,8768.0
249785,Mareva_Galanter,2,100.0,0,168,183,-6.1730857,-24.281626,249785,79,9,38700.21017581838
249989,Watford_Football_Club,1,15.769232,0,164,49,10.289003,5.430696,249989,6,7,3740.694179822095
250263,Patricia_Spehar,2,88.46154,0,168,183,-21.66915,-4.622437,250263,69,9,13.182410235287941
250626,Brighton_&_Hove_Albion_Football_Club,1,13.461538,0,164,49,-10.494455,-13.538411,250626,4,7,121.36666666666648
251034,Peggy_Zlotkowski,2,87.30769,0,168,183,-14.341522,20.34745,251034,68,9,0.0
251399,Mallaury_Nataf,15,11.153846,185,97,239,10.805135,-19.566685,251399,2,8,54704.0
255410,Frank_de_Boer,16,11.153846,153,96,160,-0.80016184,7.6828766,255410,2,12,1103.0
257717,Hugo_Koblet,17,11.153846,54,124,233,-14.852621,-7.570453,257717,2,6,1103.0
257737,Charly_Mottet,8,12.307693,0,126,172,20.704338,-21.972069,257737,3,10,0.0
258716,Bruno_Podalydès,14,13.461538,60,163,0,0.16492014,-19.772165,258716,4,6,3303.5
258912,Luc_Leblanc,8,16.923077,0,126,172,-14.34464,11.627989,258912,7,10,2.4020202020202026
261488,Émile_Ntamack,15,18.076923,185,97,239,10.989519,20.402464,261488,8,8,6326.557023531901
262647,Championnat_de_France_féminin_de_handball,9,22.692308,0,157,116,8.013353,-12.663914,262647,12,18,907.9261904762093
263165,Valérie_Nicolas,9,15.769232,0,157,116,-15.477791,-7.2796245,263165,6,18,7.075
263888,Stéphane,6,13.461538,152,129,0,3.8491843,-20.731756,263888,4,16,2204.5
264141,Véronique_Pecqueux-Rolland,9,13.461538,0,157,116,-15.018112,-1.0681475,264141,4,18,0.4
264775,Jour_férié,6,11.153846,152,129,0,10.693287,6.2598834,264775,2,16,2204.0
265417,Tour_de_France_2003,8,18.076923,0,126,172,4.3758397,-17.282904,265417,8,10,805.6489898989898
266576,"Spartacus_(film,_1960)",0,14.615385,193,77,88,10.415221,16.357718,266576,5,5,2915.8518235273973
266824,Stalag_Luft_III,0,11.153846,193,77,88,-11.547584,-16.075756,266824,2,3,0.0
266842,Donnie_Brasco,11,10.0,175,95,13,-19.844976,-6.375311,266842,1,3,0.0
268248,"Alamo_(film,_1960)",0,19.23077,193,77,88,-14.630882,-19.234379,268248,9,5,13596.086365951263
268902,Men_in_Black_(univers_de_fiction),11,15.769232,175,95,13,-17.605244,-3.038025,268902,6,0,662.2042805019672
268934,Men_in_Black_2,11,11.153846,175,95,13,12.663672,-0.71720815,268934,2,0,0.0
270395,Klaus_Nomi,17,11.153846,54,124,233,20.601227,-10.266889,270395,2,2,0.0
270894,Madame_Doubtfire,12,11.153846,0,134,74,-8.258361,-4.5904703,270894,2,3,446.11709956709973
271680,Wolverhampton,1,11.153846,0,164,49,9.104738,-20.03761,271680,2,7,11459.474021362283
273774,Barry_Sonnenfeld,11,21.538464,175,95,13,-11.388621,9.201026,273774,11,0,5986.045067041322
275983,Serge_Moati,14,13.461538,60,163,0,11.969269,23.528625,275983,4,2,7706.035149162126
278366,Carole_Fredericks,4,15.769232,235,94,0,-7.0101833,13.636143,278366,6,1,13660.584004207167
279846,Richard_Widmark,0,14.615385,193,77,88,-19.433792,-1.6260225,279846,5,5,5232.192156237769
280500,"Love_Story_(film,_1970)",0,15.769232,193,77,88,20.808918,-23.947323,280500,6,5,18660.5673710947
283110,Question_du_rattachement_de_la_Loire-Atlantique_à_la_région_Bretagne,7,11.153846,255,42,47,20.529936,-0.6532478,283110,2,14,2204.0000000000005
286135,Vaslav_Nijinski,0,11.153846,193,77,88,-7.8587027,-9.219655,286135,2,4,0.0
286509,Maurice_Dorléac,0,10.0,193,77,88,-9.543525,-24.831226,286509,1,5,0.0
286632,Marius_Petipa,0,12.307693,193,77,88,18.92065,20.288023,286632,3,4,191.33249872490384
289557,Jacques_Foccart,17,18.076923,54,124,233,-1.7342072,13.370652,289557,8,6,14882.879530402952
290183,Philippe_Lavil,4,11.153846,235,94,0,0.16957368,3.4199018,290183,2,1,1103.0
291926,"New_York,_section_criminelle",11,13.461538,175,95,13,-11.550064,12.175856,291926,4,0,8648.775178971866
293363,Frank_Geney,7,11.153846,255,42,47,3.1134531,8.951232,293363,2,2,3303.0
