,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,4.0,507.0,逻辑,0.8354935646057129,Q8078,Culture.Philosophy_and_religion,507.0,14918.08007144875,19.0,2665.0,3.3419742584228516,Culture,Philosophy_and_religion
1,3.0,609.0,毕达哥拉斯,0.9284188151359558,Q10261,Culture.Philosophy_and_religion,609.0,10055.757635459237,19.0,3069.0,2.7852564454078674,Culture,Philosophy_and_religion
2,12.0,949.0,新加坡历史,0.1259327530860901,Q1969320,Culture.Philosophy_and_religion,949.0,12732.17887975656,14.0,2647.0,1.511193037033081,Culture,Philosophy_and_religion
3,1.0,1134.0,吴起,0.5775054097175598,Q698899,Culture.Philosophy_and_religion,1134.0,0.0,21.0,2050.0,0.5775054097175598,Culture,Philosophy_and_religion
4,3.0,1137.0,孙膑,0.585111141204834,Q334090,Culture.Philosophy_and_religion,1137.0,20759.484396288746,21.0,2599.0,1.755333423614502,Culture,Philosophy_and_religion
5,9.0,1256.0,钠,0.8774868249893188,Q658,STEM.Chemistry,1256.0,40210.43212019558,11.0,2797.0,7.89738142490387,STEM,Chemistry
6,4.0,1275.0,镁,0.7663036584854126,Q660,STEM.Chemistry,1275.0,3329.0,11.0,2709.0,3.0652146339416504,STEM,Chemistry
7,7.0,2292.0,冬季奥林匹克运动会,0.9964163899421692,Q82414,Culture.Sports,2292.0,8403.70692264957,18.0,2015.0,6.974914729595184,Culture,Sports
8,2.0,2456.0,顾城,0.2509227991104126,Q1381667,Culture.Literature,2456.0,0.0,16.0,2220.0,0.5018455982208252,Culture,Literature
9,2.0,2460.0,文明,0.4532718360424042,Q8432,History_and_Society.Society,2460.0,2028.7477579161755,10.0,2467.0,0.9065436720848083,History_and_Society,Society
10,4.0,2533.0,春分,0.9566442370414734,Q1339268,STEM.STEM*,2533.0,10248.110075963335,15.0,2805.0,0.0,STEM,STEM*
11,3.0,2597.0,王维,0.2942249774932861,Q313605,Culture.Literature,2597.0,4451.583225105508,20.0,2929.0,0.8826749324798582,Culture,Literature
12,6.0,3039.0,托马斯·杰斐逊,0.22816647589206696,Q11812,History_and_Society.Politics_and_government,3039.0,5750.871721889612,8.0,2834.0,1.3689988553524017,History_and_Society,Politics_and_government
13,4.0,3104.0,阿鲁纳恰尔邦,0.8774868249893188,Q1162,Geography.Regions.Asia.Asia*,3104.0,806.1324326460389,15.0,2987.0,0.0,Geography,Asia*
14,13.0,3200.0,瓦努阿图,0.9539760947227478,Q686,Geography.Geographical,3200.0,18142.880193132587,15.0,2727.0,0.0,Geography,Geographical
15,6.0,3230.0,威海市,0.9952548146247864,Q373023,Geography.Regions.Asia.East_Asia,3230.0,31608.124803785064,11.0,1840.0,0.0,Geography,East_Asia
16,31.0,3417.0,牙买加,0.26285186409950256,Q766,History_and_Society.Society,3417.0,174887.51690602014,15.0,3737.0,8.14840778708458,History_and_Society,Society
17,3.0,3442.0,闰年,0.12253321707248688,Q19828,Culture.Philosophy_and_religion,3442.0,0.0,3.0,48644.0,0.36759965121746063,Culture,Philosophy_and_religion
18,11.0,3510.0,乌鲁木齐市,0.9980222582817078,Q16959,Geography.Regions.Asia.Asia*,3510.0,38020.89119572848,11.0,2728.0,0.0,Geography,Asia*
19,5.0,3511.0,首府,0.14805719256401062,Q15940345,History_and_Society.Transportation,3511.0,1543.0654097382987,14.0,728.0,0.7402859628200531,History_and_Society,Transportation
