,Label,Id,Degree,modularity_class,betweenesscentrality
507,逻辑,507,4,19,14918.08007144875
609,毕达哥拉斯,609,3,19,10055.757635459237
949,新加坡历史,949,12,14,12732.17887975656
1134,吴起,1134,1,21,0.0
1137,孙膑,1137,3,21,20759.484396288743
1256,钠,1256,9,11,40210.43212019559
1275,镁,1275,4,11,3329.0
1726,绞刑,1726,8,9,19387.353017799705
2292,冬季奥林匹克运动会,2292,7,18,8403.70692264957
2456,顾城,2456,2,16,0.0
2460,文明,2460,2,10,2028.7477579161753
2533,春分,2533,4,15,10248.110075963337
2597,王维,2597,3,20,4451.583225105508
3039,托马斯·杰斐逊,3039,6,8,5750.871721889612
3104,阿鲁纳恰尔邦,3104,4,15,806.1324326460389
3200,瓦努阿图,3200,13,15,18142.880193132587
3230,威海市,3230,6,11,31608.12480378506
3417,牙买加,3417,31,15,174887.51690602017
3442,闰年,3442,3,3,0.0
3510,乌鲁木齐市,3510,11,11,38020.89119572848
3511,首府,3511,5,14,1543.0654097382983
4040,双城记,4040,3,8,4987.505272874189
4497,贺龙,4497,8,0,20960.539880006614
4638,抗原,4638,2,11,6656.0
4984,轴心国,4984,5,10,13275.13531086789
5044,北半球,5044,2,15,0.0
5572,欧洲历史,5572,12,8,48206.97614958291
5642,李龍基,5642,1,5,0.0
5677,美国国家航空航天局,5677,17,11,80090.18462058906
6208,论语,6208,3,6,4670.368075962779
6219,洪都拉斯,6219,16,15,76821.04215553781
6236,协和式客机,6236,4,15,6357.477914208533
6440,格里曆,6440,9,3,36802.6714979372
6471,彭定康,6471,20,5,46849.29681676956
6854,南极,6854,4,10,9058.82826870812
6963,史密森尼学会,6963,1,15,0.0
7036,卡路里,7036,2,11,652.3549168217471
7373,君比,7373,6,5,16137.049175596525
7465,华中科技大学,7465,4,10,7021.743128854144
7490,恒星,7490,6,10,25459.372914245247
7777,雅典,7777,18,18,120419.15845130174
8236,東區_(香港),8236,3,5,6657.0
8335,月相,8335,2,3,603.8975643825939
9863,申根公约,9863,2,17,665.2086848486255
9917,中英聯合聲明,9917,18,5,36117.81672904695
10112,文熙俊,10112,2,17,4539.24893445554
10125,香港總督,10125,14,5,24521.008727406737
10148,彼得大帝,10148,3,8,1002.5630250884377
10169,伊凡四世,10169,2,8,1509.7931084360491
10324,扁鹊,10324,2,0,3329.0
10466,中国致公党,10466,1,0,0.0
10554,角斗士_(电影),10554,9,9,16700.86651408091
10634,欧阳修,10634,10,6,53121.01385934021
10650,火山,10650,9,11,33524.84401395774
10744,鳥山明,10744,11,20,4123.836159612402
10793,济宁市,10793,5,11,2196.3921709518368
10820,马克·吐温,10820,2,15,721.0992468258632
10994,刘贺,10994,2,6,2899.120265855653
11024,中华人民共和国卫生部,11024,3,16,2191.568373118028
11396,山海关,11396,1,6,0.0
11407,西西里岛,11407,11,10,37318.019479582246
11535,哈里·S·杜鲁门,11535,22,8,61697.97130711526
11550,金泳三,11550,11,8,28078.96269035523
11599,中国共产党第一次全国代表大会,11599,13,8,11186.467728972717
11858,二十八宿,11858,4,10,18117.385718735568
11953,北京大学人民医院,11953,1,16,0.0
12161,凯撒电影奖,12161,4,9,1253.4931696407161
12239,荷兰皇家壳牌,12239,4,15,3329.0
12284,西敏寺,12284,2,9,983.6229521933224
13048,南昌市,13048,9,6,36094.19011083546
13371,克莉絲汀·阿奎萊拉,13371,5,9,27825.39242301496
13435,田汉,13435,1,8,0.0
13473,大理市,13473,2,4,3329.0
13676,上海市行政长官列表,13676,3,16,1664.0
13693,新加坡总统,13693,9,14,5720.4144653007515
13711,世界,13711,15,19,97851.50158038878
15070,巴甫洛夫,15070,1,3,0.0
15554,鸡,15554,4,10,12087.0883952526
15583,坦克,15583,6,0,13978.785492507843
16240,南开大学,16240,3,10,4284.189848585851
16411,孟浩然,16411,1,20,0.0
16413,韩愈,16413,4,6,11444.916069675099
16613,韩国行政区划,16613,10,17,9739.378905670497
17013,蕭姓,17013,1,6,0.0
17051,黃耀明,17051,7,5,19864.893778554233
17142,宋神宗,17142,7,6,14884.452036896459
17253,完颜阿骨打,17253,6,6,1720.4989216694046
17439,胡安·卡洛斯一世,17439,4,8,2544.266467777414
