,Label,Modularity Class,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality
29526,Ethel_et_Julius_Rosenberg,13,12.571428,253,0,107,5.3181744,-23.677094,29526,4,15,5370.0
29559,United_States_Air_Force,11,12.571428,175,95,13,9.526229,8.050345,29559,4,11,18925.187170499215
29747,Charlotte_Rampling,0,10.857142,0,164,49,13.323061,-12.577471,29747,2,1,52101.66061290491
30417,Aurore_Clément,12,10.857142,60,163,0,-18.178808,-21.997679,30417,2,5,736.6622243266296
35092,Jean-Marc_Reiser,12,10.857142,60,163,0,-10.129752,-3.1702,35092,2,5,1345.0
38928,Micheline_Presle,18,15.142857,193,77,88,14.532402,21.066349,38928,7,3,8128.726379176382
40363,Willis_Tower,12,10.857142,60,163,0,-6.066032,15.435522,40363,2,5,1345.0
40728,Force_ouvrière,13,10.857142,253,0,107,-3.1333132,-18.921467,40728,2,15,1345.0
41343,Génocide_arménien,18,22.857143,193,77,88,-10.078869,7.042244,41343,16,3,11507.300839975784
41438,Mylène_Demongeot,6,11.714286,255,42,47,22.161,10.14138,41438,3,13,6709.0
41458,Denys_de_La_Patellière,0,16.0,0,164,49,-9.171914,8.131344,41458,8,1,26146.899501664542
41873,Ixelles,8,19.428572,153,96,160,21.759184,-10.539276,41873,12,7,52277.15990407822
42696,Didier_Kaminka,6,12.571428,255,42,47,-24.866571,4.0925107,42696,4,13,8349.314566627043
42998,Chic_(groupe),12,10.0,60,163,0,9.350585,-23.286724,42998,1,5,0.0
43161,Cosmodrome_de_Baïkonour,11,16.0,175,95,13,-20.912457,-5.848364,43161,8,11,6444.609379741511
43226,Maximilien_Ier_(empereur_du_Mexique),10,10.0,114,121,10,19.505617,15.210427,43226,1,14,0.0
43574,Nicole_Berger_(actrice_française),0,10.0,0,164,49,7.435022,19.511595,43574,1,1,0.0
44028,Robert_Dalban,6,10.857142,255,42,47,11.363342,13.564083,44028,2,13,0.0
44185,Conques,1,10.857142,235,94,0,23.440928,4.3348846,44185,2,8,10314.805150863458
44460,Humat_Al-Hima,14,10.0,0,134,74,-2.4954233,-2.5184903,44460,1,4,0.0
44494,Nicole_Courcel,5,10.0,235,44,170,8.440005,-11.315806,44494,1,5,0.0
44502,Hibernatus,0,10.0,0,164,49,-23.299458,-7.7529116,44502,1,1,0.0
46100,Sam_Mendes,16,20.285713,152,129,0,11.654676,-23.22705,46100,13,6,43997.07458433331
47919,Ticky_Holgado,6,11.714286,255,42,47,-19.896755,-24.09444,47919,3,13,9379.0
48260,"La_Dentellière_(film,_1977)",18,10.0,193,77,88,14.13714,-23.438284,48260,1,3,0.0
48705,Ganshoren,8,18.571428,153,96,160,22.203072,24.266975,48705,11,7,363.3396657113013
49260,MASH_(série_télévisée),18,12.571428,193,77,88,-8.93899,-16.20331,49260,4,3,1345.0
49440,Geneviève_de_Gaulle-Anthonioz,17,10.0,185,97,239,-11.391489,19.500893,49440,1,12,0.0
49456,Comtés_du_Québec,19,10.0,0,168,183,24.476776,12.88079,49456,1,0,0.0
50482,Chambre_noire,4,12.571428,0,126,172,-0.7432635,4.216006,50482,4,2,3226.107945903207
50679,Marc-Vivien_Foé,14,11.714286,0,134,74,16.622898,19.81062,50679,3,4,1345.0
52933,Diaspora_arménienne,18,19.428572,193,77,88,-20.599192,-15.03356,52933,12,3,5457.715631195675
52963,Épisode_cévenol,1,11.714286,235,94,0,1.1938924,16.052929,52963,3,8,398.6119638278572
53474,Anabaptisme,4,12.571428,0,126,172,0.40558293,-18.624365,53474,4,2,14703.0
54218,Claude_Chirac,14,10.0,0,134,74,-2.071657,21.65472,54218,1,4,0.0
54249,Soyouz_(véhicule_spatial),11,15.142857,175,95,13,-18.228212,4.186974,54249,7,11,250.3072119146899
54657,Mennonitisme,4,10.857142,0,126,172,13.903125,1.1027447,54657,2,2,0.0
55528,Mine_terrestre,6,11.714286,255,42,47,2.7502697,14.367209,55528,3,13,4031.0
56253,Parme,10,11.714286,114,121,10,13.967467,-2.7068782,56253,3,14,4031.000000000001
56354,Hussard,0,11.714286,0,164,49,-4.5011935,23.403656,56354,3,1,2689.0
56358,Roland_Emmerich,5,12.571428,235,44,170,22.507008,14.768637,56358,4,5,36226.66126271915
57201,Danny_Boyle,16,11.714286,152,129,0,-6.2982764,19.396679,57201,3,6,0.0
57585,James_Bond_007_contre_Dr_No,16,33.14286,152,129,0,-11.246603,15.948752,57585,28,6,21970.448617016085
57662,Irrédentisme,18,13.428572,193,77,88,11.867202,-0.14091289,57662,5,3,48739.16707139818
57699,Jean_Giraud,12,10.0,60,163,0,9.636277,-9.959096,57699,1,5,0.0
58431,Newcastle_upon_Tyne,7,10.0,54,124,233,-11.160744,-7.856476,58431,1,10,0.0
59967,Jean-Paul_Rappeneau,6,10.0,255,42,47,-7.692671,-9.502827,59967,1,13,0.0
60719,Le_miroir_se_brisa,18,10.0,193,77,88,0.81427777,6.18625,60719,1,3,0.0
62540,Jean_Raspail,12,10.857142,60,163,0,-21.484701,-24.122908,62540,2,2,0.0
62706,Massif_du_Luberon,0,14.285714,0,164,49,10.634834,-3.484687,62706,6,1,59298.628986749034
63476,Nicosie,7,14.285714,54,124,233,5.0405006,-0.44733027,63476,6,10,32151.32714572394
64087,Union_des_forces_progressistes,19,34.857143,0,168,183,14.158231,11.039177,64087,30,0,35.343811480260754
64131,Sainte-Marie–Saint-Jacques,19,78.57143,0,168,183,-5.962124,24.118086,64131,81,0,1011.6277926935413
64519,Patrick_Devedjian,18,12.571428,193,77,88,5.0123973,-23.645485,64519,4,3,15.15545554162304
65195,Charles_Aznavour,18,85.42857,193,77,88,23.740469,-18.079874,65195,89,3,278859.7004170852
65512,Politique_au_Québec,19,80.28571,0,168,183,-18.66483,-6.180791,65512,83,0,15942.358009382042
65606,Cardinal_(religion),1,10.857142,235,94,0,20.080862,22.521523,65606,2,8,1345.0
65706,Union_nationale_(Québec),19,48.57143,0,168,183,2.5325143,-23.974121,65706,46,0,5263.53779872415
66283,Calabre,10,10.857142,114,121,10,-11.121215,-13.621741,66283,2,14,2688.0000000000005
66558,Liste_des_élections_générales_québécoises,19,93.14286,0,168,183,-7.532434,2.670474,66558,98,0,8404.949944791932
67158,Julien_Duvivier,18,16.857143,193,77,88,12.319801,2.3751137,67158,9,3,9362.596797331249
68534,Henri_Rol-Tanguy,18,10.0,193,77,88,15.489322,0.4532804,68534,1,3,0.0
68670,Liza_Minnelli,18,11.714286,193,77,88,7.4036083,7.1401405,68670,3,3,0.0
68853,William_Marshall_(réalisateur),18,10.857142,193,77,88,-17.941633,-13.052884,68853,2,3,0.0
68854,Mike_Marshall,18,12.571428,193,77,88,16.258303,21.191784,68854,4,3,4029.000000000001
68861,Turkestan,16,11.714286,152,129,0,15.741401,6.382645,68861,3,6,2687.9999999999995
69021,Robert_Altman,18,15.142857,193,77,88,-5.6963997,5.9539733,69021,7,3,416.18076445518295
69271,Trieste,10,10.857142,114,121,10,7.716232,-7.526282,69271,2,14,1345.0000000000002
70543,Paul_Meurisse,6,11.714286,255,42,47,-14.600857,13.304886,70543,3,13,1345.0
70619,Émilie-Romagne,10,12.571428,114,121,10,-14.080247,23.233744,70619,4,14,10723.0
70644,Chypre_(île),7,10.0,54,124,233,0.02148837,-18.419577,70644,1,10,0.0
71106,FC_Schalke_04,7,14.285714,54,124,233,20.308905,17.285473,71106,6,10,39830.8680172371
71208,WTA_Tour,5,17.714287,235,44,170,-18.459051,-14.870099,71208,10,13,37558.067759438294
72018,Paycheck,5,10.0,235,44,170,21.062218,6.1736145,72018,1,5,0.0
72202,Claude_Zidi,6,18.571428,255,42,47,-20.768911,-1.602551,72202,11,13,57748.45776725659
74607,John_Constable,4,10.857142,0,126,172,0.47168127,-15.83823,74607,2,2,1521.3290675888438
74990,Interpol,9,11.714286,0,157,116,-5.1958914,-18.433308,74990,3,2,4029.0
75183,James_Bond_girl,16,28.857143,152,129,0,16.43403,1.4730477,75183,23,6,16818.27007827283
75213,Électre,12,10.0,60,163,0,-13.870399,-6.8589993,75213,1,5,0.0
76467,Roquebrune-sur-Argens,1,12.571428,235,94,0,4.9814534,-8.690349,76467,4,8,0.6666666666666666
78601,37°2_le_matin,18,10.0,193,77,88,8.345839,23.365871,78601,1,3,0.0
84507,Vlaams_Belang,8,28.0,153,96,160,-10.215812,-21.571909,84507,22,7,8351.591369189226
84722,Option,9,11.714286,0,157,116,15.30841,-0.47864357,84722,3,2,10887.662147776673
85256,Swimming_Pool,0,10.857142,0,164,49,4.067823,-10.146863,85256,2,1,52730.27804911211
85292,Walther_PP,16,16.0,152,129,0,-4.122226,-1.1194253,85292,8,6,6711.692532457411
85877,MASH_(film),18,17.714287,193,77,88,-12.945141,10.943179,85877,10,3,10384.042169365606
86069,Frédéric_V_du_Palatinat,4,11.714286,0,126,172,-7.7903852,-10.125662,86069,3,2,1345.0
86174,Parti_conservateur_du_Canada,17,18.571428,185,97,239,-4.1526074,-10.217222,86174,11,12,376.66682263191416
86205,Massif_des_Alpilles,18,12.571428,193,77,88,-24.909391,-3.1630564,86205,4,3,1345.0
86208,Oscar_Temaru,5,11.714286,235,44,170,-13.498636,0.8823676,86208,3,5,0.5
86935,Bois-le-Duc,5,11.714286,235,44,170,-9.988146,22.42976,86935,3,13,5368.0
87618,Un_taxi_pour_Tobrouk,0,16.857143,0,164,49,0.4631783,-24.05795,87618,9,1,82118.26089152553
87877,Maurice_Biraud,0,16.0,0,164,49,13.794495,23.091326,87877,8,1,102892.3840471034
88125,Autopsie,18,10.857142,193,77,88,-3.6108859,13.718183,88125,2,1,4991.368363996959
89779,François_Patriat,1,10.857142,235,94,0,16.109182,-14.585947,89779,2,8,1345.0
90606,Lionel_Groulx,19,10.0,0,168,183,5.339814,-11.226759,90606,1,0,0.0
91296,Lucien_Bouchard,17,20.285713,185,97,239,-5.7362313,8.573563,91296,13,12,947.4185162258283
92298,Union_chrétienne-sociale_en_Bavière,8,14.285714,153,96,160,5.1595745,12.686734,92298,6,7,5.904545454545459
92805,Croisière_jaune,8,10.0,153,96,160,17.038298,-12.364208,92805,1,15,0.0
94076,Claus_von_Stauffenberg,16,10.857142,152,129,0,11.084146,20.113964,94076,2,6,1344.9999999999998
94390,Cadenet,0,10.0,0,164,49,-2.987113,22.783878,94390,1,1,0.0
94554,Bernard_Minet,18,11.714286,193,77,88,-9.432029,-16.214695,94554,3,3,672.0000000000001
94726,Langues_turques,16,11.714286,152,129,0,-1.4702344,-22.679161,94726,3,6,5367.999999999999
95524,Dortmund,18,10.857142,193,77,88,-2.098733,5.602131,95524,2,3,1345.0
97133,Patrick_Henry_(criminel),18,11.714286,193,77,88,1.3814826,18.141357,97133,3,1,1344.9999999999995
98286,Albrecht_von_Wallenstein,4,11.714286,0,126,172,-20.25001,15.551824,98286,3,2,4027.0
98399,Émile_Roux,3,11.714286,0,160,220,20.70571,-23.440275,98399,3,12,10704.0
98487,Sophie_Calle,5,10.857142,235,44,170,15.074544,13.739776,98487,2,5,1345.0
98867,Liège-Bastogne-Liège,10,15.142857,114,121,10,-23.588102,9.899839,98867,7,14,23476.68030303106
99043,"Chaos_(film,_2001)",1,10.0,235,94,0,1.9846475,-15.018313,99043,1,8,0.0
100057,La_Jeune_Fille_à_la_perle_(film),4,17.714287,0,126,172,3.9569323,14.795473,100057,10,2,22939.12553826735
100428,Minnie_Driver,16,10.857142,152,129,0,-17.576906,-12.309708,100428,2,6,0.0
100909,Charles_Gérard,0,12.571428,0,164,49,18.317453,10.007386,100909,4,3,17844.968123892977
104259,"Casino_Royale_(film,_1967)",16,28.857143,152,129,0,-10.262733,-16.174524,104259,23,6,391.0696012709198
104405,LOSC_Lille,7,18.571428,54,124,233,-7.5631266,-7.0476747,104405,11,10,65539.71368730222
104428,Xinjiang,16,10.857142,152,129,0,4.498346,-7.6548223,104428,2,6,0.0
104934,Élisabeth_Stuart,4,10.0,0,126,172,2.4125476,7.6297393,104934,1,2,0.0
106149,Lac_de_Côme,16,13.428572,152,129,0,-14.807341,-0.32400873,106149,5,6,58545.13550135501
106451,Les_Risques_du_métier_(film),12,12.571428,60,163,0,-4.9970202,-1.2280034,106451,4,2,0.0
107417,New_York_1997,9,11.714286,0,157,116,13.372786,-23.912134,107417,3,2,1345.0
108977,Germaine_Tillion,17,11.714286,185,97,239,-18.221,-23.884157,108977,3,12,2688.9999999999995
109543,Haut-Karabagh,18,16.857143,193,77,88,15.734985,10.616934,109543,9,3,39945.75425176875
109814,Vitoria-Gasteiz,7,10.0,54,124,233,15.6941805,22.360239,109814,1,10,0.0
110123,Solidarność,13,12.571428,253,0,107,16.459467,-7.0593767,110123,4,15,4031.0
111300,Scrutin_uninominal_majoritaire_à_un_tour,18,14.285714,193,77,88,2.7307937,12.454976,111300,6,12,41297.486080056326
114234,Mycobacterium_tuberculosis,3,11.714286,0,160,220,8.118368,-13.908334,114234,3,12,1342.9999999999998
114241,Robert_Koch,3,12.571428,0,160,220,4.915623,-5.520129,114241,4,12,5367.999999999999
114962,Nationalisme_québécois,17,18.571428,185,97,239,-19.03001,-11.261215,114962,11,12,47409.12104184748
115088,Rendez-vous_avec_la_mort,18,10.857142,193,77,88,-0.5917838,-18.64359,115088,2,3,1345.0000000000002
115467,Système_mixte,18,10.857142,193,77,88,2.9620857,1.2176267,115467,2,12,41554.611458808155
116339,Aude_(fleuve),1,16.857143,235,94,0,-2.562401,0.9356733,116339,9,8,20643.236247959074
116479,Serge_Marquand,0,10.857142,0,164,49,-24.783327,13.189107,116479,2,1,0.0
116681,Crise_de_Bizerte,14,10.857142,0,134,74,2.420924,-7.806979,116681,2,4,1345.0
117684,Tatie_Danielle,12,11.714286,60,163,0,2.4416757,-13.956653,117684,3,5,671.5
117925,Équipe_de_Pologne_de_football,14,19.428572,0,134,74,-9.801847,-6.7485843,117925,12,4,22508.72670771299
118816,Essais_nucléaires_français,5,17.714287,235,44,170,-6.624123,11.364366,118816,10,5,43206.55888176675
118847,Saint-Martin-de-Ré,1,10.0,235,94,0,-15.468472,9.966049,118847,1,8,0.0
119770,Cadiens,9,11.714286,0,157,116,-1.6346025,-21.996199,119770,3,2,7178.663500544333
123906,Jean_Lesage,17,20.285713,185,97,239,0.610331,7.531645,123906,13,0,16631.878805933015
125418,Abdelaziz_ben_Abderrahmane_Al_Saoud,12,10.0,60,163,0,-17.104033,1.1269714,125418,1,2,0.0
125580,Nadine_Trintignant,0,10.0,0,164,49,-5.077958,-6.906809,125580,1,3,0.0
129820,Bernard_Clavel,18,10.0,193,77,88,5.041647,-23.538605,129820,1,3,0.0
130733,Prieuré_de_Sion,12,10.0,60,163,0,21.441204,6.959912,130733,1,5,0.0
131585,Centre_démocrate_humaniste,8,35.714287,153,96,160,-15.5944195,2.7084446,131585,31,7,8825.424141744274
132644,Alligator,9,12.571428,0,157,116,-24.90508,-7.1404347,132644,4,2,11452.464576891576
132908,Julie_Benz,11,10.857142,175,95,13,-5.2237973,-13.992643,132908,2,11,9851.049197701292
133925,Hennig_Brand,15,10.0,0,134,135,-1.3446436,5.8165183,133925,1,9,0.0
134320,Chambre_des_communes_du_Canada,17,24.57143,185,97,239,-3.7847102,14.087286,134320,18,12,6260.98934487071
134913,Le_Corniaud,6,10.857142,255,42,47,-6.055838,-12.827295,134913,2,13,1839.7015004840287
135000,Sabine_Sinjen,6,10.0,255,42,47,2.963862,-7.2700114,135000,1,13,0.0
135541,Fabrizio_Ravanelli,14,10.0,0,134,74,-6.128683,-1.9146376,135541,1,4,0.0
135708,Time_(magazine),12,14.285714,60,163,0,-5.8465257,-8.818987,135708,6,2,8888.394063641126
136185,Pearl_Harbor_(film),5,12.571428,235,44,170,2.2176507,-11.168376,136185,4,5,5373.0
141261,Canal_de_Bourgogne,12,10.0,60,163,0,24.300741,-18.70178,141261,1,5,0.0
145395,Ricine,11,10.857142,175,95,13,15.916533,4.625543,145395,2,3,1345.0
148432,Soyouz_1,11,15.142857,175,95,13,21.193655,-2.8856764,148432,7,11,160.94794372294496
151438,Martine_Carol,18,10.0,193,77,88,12.727021,-24.448872,151438,1,3,0.0
153371,Élie_Chouraqui,18,12.571428,193,77,88,-18.168875,-12.89101,153371,4,3,2149.086424222493
154818,Pierre_Granier-Deferre,0,16.0,0,164,49,-4.6652613,-8.856035,154818,8,1,4926.816085690862
155179,Dominique_Bussereau,1,11.714286,235,94,0,21.133675,-8.79517,155179,3,8,6705.0
156249,Donetsk,18,10.0,193,77,88,-12.319634,-12.8152485,156249,1,3,0.0
159036,Lauren_Bacall,18,12.571428,193,77,88,-11.217422,-0.29475752,159036,4,3,8220.080764455182
159329,Gazon_maudit,6,10.0,255,42,47,-13.729159,24.457355,159329,1,13,0.0
160790,Tobrouk,0,11.714286,0,164,49,16.706156,16.293976,160790,3,1,0.0
161752,Crystal_Palace_Football_Club,7,13.428572,54,124,233,14.988368,10.699855,161752,5,10,6625.234526288976
162136,La_Guerre_des_mondes,5,10.0,235,44,170,-10.983339,21.741688,162136,1,5,0.0
162817,Turner,4,10.857142,0,126,172,-2.916322,24.911041,162817,2,2,4301.2448963731695
163877,Newcastle_United_Football_Club,7,16.0,54,124,233,-19.174717,21.066956,163877,8,10,63473.26885782776
164114,Sainte-Maxime,1,12.571428,235,94,0,-14.333596,19.675442,164114,4,8,1345.0
165212,Les_Anges_dans_nos_campagnes,0,10.0,0,164,49,10.307668,-14.643539,165212,1,1,0.0
167984,Lazzi,18,10.0,193,77,88,14.121392,-5.8330927,167984,1,3,0.0
170363,Jeanne_de_Belleville,6,10.0,255,42,47,-10.031241,-8.1582985,170363,1,8,0.0
170519,EON_Productions,16,30.571428,152,129,0,12.780059,-3.3570595,170519,25,6,7751.680272787757
171143,Méthodisme,8,10.857142,153,96,160,6.415229,-22.701508,171143,2,15,14685.0
172050,Bismarck_(cuirassé),14,10.0,0,134,74,-8.074759,-13.2258215,172050,1,4,0.0
172138,Lockheed_Martin,11,10.0,175,95,13,-11.865411,-2.2096477,172138,1,11,0.0
172917,Fangataufa,5,11.714286,235,44,170,7.183578,-22.14359,172917,3,5,0.0
173217,Alerte_aux_populations,1,10.857142,235,94,0,4.289801,-11.272288,173217,2,8,0.0
175429,Bohème,18,13.428572,193,77,88,9.154689,17.72263,175429,5,3,33047.968616780236
176140,Comanches,4,10.0,0,126,172,20.268425,-0.3144977,176140,1,2,0.0
176731,Bayou,9,10.857142,0,157,116,-16.07177,-14.455803,176731,2,2,0.0
177689,Église_apostolique_arménienne,18,19.428572,193,77,88,-0.02307612,23.843994,177689,12,3,4738.60861359048
179270,The_Washington_Post,12,24.57143,60,163,0,-3.5538332,-11.083557,179270,18,2,236695.37505237857
179580,Henry_de_Sussex,1,17.714287,235,94,0,-24.240627,18.725365,179580,10,8,36636.155288386355
180322,Au_service_secret_de_Sa_Majesté_(film),16,31.428572,152,129,0,23.627085,15.402868,180322,26,6,639.606092942504
180634,George_Lazenby,16,23.714287,152,129,0,-17.873808,22.703842,180634,17,6,13.472002040105487
182060,Justin_II,18,10.857142,193,77,88,-3.3396034,-4.938517,182060,2,3,0.0
182517,Ian_Fleming,16,28.0,152,129,0,-14.653859,-5.8838434,182517,22,6,18242.896982387254
182946,Royaume_de_Macédoine,18,10.857142,193,77,88,12.16001,-0.09884643,182946,2,3,0.0
183457,Mary_à_tout_prix,12,10.0,60,163,0,-12.098821,-14.781063,183457,1,2,0.0
184101,Musée_Marmottan_Monet,9,10.0,0,157,116,17.486513,18.333569,184101,1,2,0.0
185987,Delft,4,12.571428,0,126,172,15.748167,17.171547,185987,4,2,73.34958646616569
186720,Tibère_II_Constantin,18,10.857142,193,77,88,11.328961,-12.408688,186720,2,3,0.0
187530,Partis_politiques_canadiens,17,18.571428,185,97,239,-23.370604,-9.87552,187530,11,12,25.030584996881874
187538,Partis_politiques_allemands,8,15.142857,153,96,160,-3.6741462,6.18988,187538,7,7,74.20634920634919
187629,Katanga,16,10.857142,152,129,0,-19.005009,11.066761,187629,2,6,0.0
192588,Christen-Democratisch_en_Vlaams,8,28.0,153,96,160,-11.127135,-10.851685,192588,22,7,8726.787123176719
192596,Nieuw-Vlaamse_Alliantie,8,30.571428,153,96,160,13.311928,-8.460563,192596,25,7,11733.685797567812
194717,Équipe_de_Suisse_de_football,14,18.571428,0,134,74,11.413038,13.700201,194717,11,4,60869.655465546086
195568,Bourdonné,18,10.857142,193,77,88,23.629654,14.278478,195568,2,3,0.0
195659,Deinonychus,9,10.857142,0,157,116,-24.656647,-21.266804,195659,2,2,1345.0
198049,Anne_Wiazemsky,0,10.857142,0,164,49,8.589341,-16.284433,198049,2,1,0.0
199089,Chris_Waddle,7,10.0,54,124,233,10.729593,-0.8288931,199089,1,10,0.0
200256,Warcraft,12,12.571428,60,163,0,-5.6551814,23.416826,200256,4,2,4029.0
200904,Harry_Dean_Stanton,9,12.571428,0,157,116,18.301233,18.357296,200904,4,2,10391.066611484826
201414,Milan-San_Remo,10,15.142857,114,121,10,-19.680647,13.189745,201414,7,14,2304.9239898989485
202123,Anouk_Grinberg,0,12.571428,0,164,49,4.1816735,-15.577234,202123,4,1,53864.186846181954
202733,Chronologie_de_Warcraft,12,11.714286,60,163,0,-19.371151,21.471792,202733,3,2,0.0
204130,Folies_Bergère,6,12.571428,255,42,47,7.599349,-24.878454,204130,4,13,48629.151819589184
205355,Montérégie,19,29.714287,0,168,183,-4.3504195,1.3234174,205355,24,0,100.01838995461004
205408,Paris-Tours,10,12.571428,114,121,10,4.124962,-6.615726,205408,4,14,1.0
206473,La_Plage,18,10.0,193,77,88,-5.899255,10.088365,206473,1,3,0.0
206487,Gene_Tierney,18,11.714286,193,77,88,-18.653378,24.724516,206487,3,3,1364.3333333333335
206794,Alejandro_Valverde,10,12.571428,114,121,10,22.022135,0.85806906,206794,4,14,2689.0000000000005
207776,Bonaire,14,10.0,0,134,74,3.4307473,-4.4019184,207776,1,4,0.0
210181,Sylvain_Chavanel,10,14.285714,114,121,10,-15.089147,-17.949486,210181,6,14,21288.966666666667
210830,Cali_(chanteur),5,12.571428,235,44,170,0.667661,-2.9178286,210830,4,5,5985.381613771193
213914,Malicia_(comics),11,10.857142,175,95,13,0.24663207,13.817805,213914,2,11,0.0
217130,Équipe_de_Saint-Marin_de_football,14,14.285714,0,134,74,14.926021,9.957866,217130,6,4,9506.5996154916
217410,Herbert_Léonard,18,10.0,193,77,88,-10.780748,-4.441498,217410,1,3,0.0
217769,Hervé_Vilard,18,14.285714,193,77,88,-19.09552,-3.8652284,217769,6,3,129631.98011858243
218873,Jacques_Balutin,9,10.857142,0,157,116,-19.994366,17.797554,218873,2,2,0.0
219426,Dromaeosauridae,9,10.0,0,157,116,18.36351,-6.6012588,219426,1,2,0.0
220232,Bob_Denard,16,12.571428,152,129,0,24.927729,-2.24212,220232,4,6,2016.5
222127,Marie-Noëlle_Lienemann,10,11.714286,114,121,10,-0.3895532,-11.999461,222127,3,14,2689.0
223223,Liste_des_véhicules_de_James_Bond,16,24.57143,152,129,0,-2.66242,-7.631028,223223,18,6,130.1618882395158
224751,Dick_Grayson,4,15.142857,0,126,172,-10.940773,14.98416,224751,7,2,0.16666666666666666
225214,Copa_Libertadores,18,10.857142,193,77,88,10.042702,22.165716,225214,2,3,4029.0
225241,Coupe_intercontinentale,18,10.857142,193,77,88,-11.649731,-10.381546,225241,2,3,2688.0
228983,Clemenceau_(porte-avions),5,11.714286,235,44,170,-16.780699,-2.5293431,228983,3,5,672.0
229000,Foch_(porte-avions),5,11.714286,235,44,170,16.909376,-2.9253683,229000,3,5,672.0
230077,Béatification,1,11.714286,235,94,0,-4.597664,-6.9870286,230077,3,8,8955.93019562108
233042,Bruno_le_Chartreux,10,10.857142,114,121,10,-8.175906,5.237766,233042,2,14,1345.0000000000002
233478,Alphonse_Allais,5,10.0,235,44,170,-24.761312,-4.8102283,233478,1,5,0.0
234096,Vincent_Kompany,8,12.571428,153,96,160,-22.76022,-4.0668206,234096,4,7,7151.845519490872
235034,Spetsnaz,11,10.857142,175,95,13,23.73399,-15.747072,235034,2,3,9129.644715441436
