,Unnamed: 0,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
0,32,Aisne (département),32,12,16,186228.1149774428,Q3093
1,103,Aton,103,4,0,0.825,Q130227
2,130,Amemet,130,1,0,0.0,Q208735
3,141,Alain Madelin,141,19,16,16102.13569918683,Q582101
4,266,Arvo Pärt,266,1,10,0.0,Q189534
5,341,Amenhotep III,341,7,0,3804.026762195593,Q42606
6,431,Bille August,431,4,3,5614.528924662805,Q315062
7,464,Beffroi,464,4,8,7357.739423486129,Q815448
8,527,Carl Sagan,527,3,8,14755.598668192939,Q410
9,638,Corinne Lepage,638,7,16,36705.933737343934,Q291341
10,796,Choisy-le-Roi,796,11,16,23800.159630887447,Q212987
11,1066,Enki Bilal,1066,14,24,22692.198622058837,Q333668
12,1281,Gaule romaine,1281,14,16,101943.50718325586,Q879466
13,1360,Hauts-de-Seine,1360,69,16,1237551.58676269,Q12543
14,1676,Kyoto,1676,9,10,40190.810746744486,Q34600
15,1802,Las Vegas Parano,1802,4,20,5761.223201573646,Q23395
16,1957,Mario Vargas Llosa,1957,6,16,16004.627025325892,Q39803
17,2113,Marcel Aymé,2113,29,3,210772.3708395975,Q318026
18,2135,Madness,2135,1,25,0.0,Q745741
19,2152,Numismatique,2152,2,28,22187.410654683823,Q631286
20,2301,Physique des particules,2301,2,8,3987.0,Q18334
21,2467,Panoramix,2467,36,24,11473.059289319981,Q1756333
22,2469,Pierre Boulle,2469,5,6,6187.713009292462,Q219910
23,2685,René Goscinny,2685,62,24,75120.15599054367,Q192214
24,3031,Tokugawa Ieyasu,3031,6,10,1992.5,Q171977
25,5118,Nationalisation,5118,1,22,0.0,Q178564
26,5425,Jean-Jacques Goldman,5425,16,24,74533.05577370679,Q44709
27,5726,Guy Bedos,5726,12,3,62634.660118667576,Q3121553
28,5730,Daniel Cohn-Bendit,5730,19,16,130087.52437304055,Q76837
29,6362,Louis Blériot,6362,2,4,3987.0,Q5396
30,6556,Château-Thierry,6556,2,16,0.0,Q194145
31,6866,Louise de Vilmorin,6866,2,16,787.267275419869,Q297881
32,6976,Glenn Gould,6976,6,10,26554.100600370784,Q216924
33,6986,Sud-Aviation SE 210 Caravelle,6986,2,1,2166.714185610791,Q6503
34,7228,Thèbes (Égypte),7228,11,0,25227.54507401336,Q101583
35,7490,Dakota du Sud,7490,16,17,147650.63958236403,Q1211
36,7568,New Hampshire,7568,9,17,81900.79749636826,Q759
37,7684,Éponymie,7684,6,20,33758.12892159178,Q204335
38,7760,Puy de Dôme,7760,1,7,0.0,Q607372
39,7806,Thierry la Fronde,7806,5,3,99827.60725235117,Q1668270
40,7908,Liste des communes des Hauts-de-Seine,7908,9,16,29527.287600625248,Q316918
41,8008,Liste des communes de la Haute-Garonne,8008,2,16,3987.0,Q329672
42,8755,Gontran (roi),8755,1,16,0.0,Q295086
43,8883,Marne (rivière),8883,6,16,24224.592223520638,Q41983
44,8982,Ptolémée Ier,8982,5,0,64949.81699407392,Q168261
45,9048,Manuel Aeschlimann,9048,1,15,0.0,Q3286733
46,9142,Pierre-Christophe Baguet,9142,9,21,24121.405066014027,Q3382938
47,9275,Laurent Cathala,9275,1,16,0.0,Q3219106
48,9284,Joëlle Ceccaldi-Raynaud,9284,4,16,5717.780734724843,Q371696
49,9365,Philippe Douste-Blazy,9365,21,16,86658.02923980283,Q366016
50,9447,Îles Salomon,9447,3,27,9261.10983499683,Q685
51,9593,François Grosdidier,9593,1,21,0.0,Q3084783
52,9786,Maryse Joissains-Masini,9786,7,21,0.0,Q3296342
53,10017,Pierre Lellouche,10017,10,16,22533.81830062055,Q784751
54,10082,Vincent Delerm,10082,8,3,27327.153084545058,Q2142219
55,10122,Thierry Mariani,10122,2,21,3489.7189744167104,Q63655
56,10254,Hervé Novelli,10254,16,16,71984.84748942751,Q2850772
57,10257,Patrick Ollier,10257,7,16,70031.78505604768,Q976436
58,10335,Éric Raoult,10335,10,16,13749.529567071084,Q3591330
59,10366,Frédéric de Saint-Sernin,10366,1,22,0.0,Q3090320
60,10581,Jules II,10581,14,2,29752.720226713453,Q80516
61,10594,Georges Siffredi,10594,7,16,900.5759599090022,Q3103490
62,10941,Keren Ann,10941,5,26,10673.515926826954,Q262294
63,10945,Eugène Onéguine,10945,1,10,0.0,Q50948
64,11268,Pilote (périodique),11268,34,24,29925.55520039332,Q1929868
65,11295,La Planète des singes,11295,5,6,17116.181612968794,Q2418926
66,11317,Ubik,11317,1,0,0.0,Q617357
67,11353,Somme (fleuve),11353,2,20,3987.0,Q37646
68,11753,Île-de-Bréhat,11753,1,28,0.0,Q272373
69,11854,Sébastien Japrisot,11854,4,22,8875.268745443367,Q162917
70,11935,"Brazil (film, 1985)",11935,10,20,23638.53571361879,Q25057
71,12059,Étienne Chatiliez,12059,7,3,3350.83258093818,Q289512
72,12074,Lucrèce,12074,5,0,14595.209686397531,Q47154
73,12139,Walt Whitman,12139,3,17,5746.470246656643,Q81438
74,12562,Ulm,12562,1,23,0.0,Q3012
75,12575,Hesse (Land),12575,8,16,45688.08991783861,Q1199
76,12583,Sarre (Land),12583,1,16,0.0,Q1201
77,12598,Erfurt,12598,3,20,27568.678653435392,Q1729
78,12659,Nashville,12659,20,12,105307.57219807956,Q23197
79,12733,Plouescat,12733,4,16,13832.247882259868,Q391138
80,12964,Mellac,12964,2,16,1992.898702225856,Q622478
81,13808,Marie Darrieussecq,13808,2,8,1925.5766388486484,Q457714
82,14679,Drapeau de la Colombie,14679,1,13,0.0,Q160425
83,14691,Hidalgo,14691,1,14,0.0,Q218762
84,14795,Hymne national de la Russie,14795,1,13,0.0,Q1225991
85,14877,Évariste Galois,14877,2,2,6189.903120760804,Q7091
86,15283,Edgar Morin,15283,10,8,55616.910689440185,Q317880
87,15474,Histoire des États-Unis de 1776 à 1865,15474,5,17,7104.411561835709,Q1269370
88,15518,Verrières-le-Buisson,15518,7,16,40937.03193033861,Q747799
89,15841,Lugdunum,15841,3,2,7972.0,Q665
90,16630,Dauphin (titre),16630,7,23,130804.58094283614,Q192883
91,17772,Marius et Jeannette,17772,3,3,2672.4285966675893,Q3293881
92,17791,Robert Guédiguian,17791,6,3,40557.433151382415,Q718596
93,17795,Ariane Ascaride,17795,7,3,17569.894159503718,Q268690
94,17839,Max Planck,17839,1,8,0.0,Q9021
95,17982,Hénin-Beaumont,17982,4,16,0.0,Q240858
96,18251,Bailli,18251,3,23,7941.014508026971,Q10970991
97,18698,Hypothèse Gaïa,18698,3,20,5370.183736647296,Q208184
98,19138,Albert Uderzo,19138,58,24,36700.5817123894,Q206685
99,19783,Saint-Dizier,19783,6,16,15352.767104328459,Q208310
100,19855,Till Lindemann,19855,4,10,13002.195877704873,Q154852
101,19882,Liste des communes de la Martinique,19882,3,16,13877.888416866077,Q200660
102,19884,Liste des communes de la Guadeloupe,19884,2,16,0.0,Q502145
103,20503,André Franquin,20503,16,24,31619.1158912747,Q281411
104,20515,Nankin,20515,5,16,12247.54139495465,Q16666
105,20677,Tomi Ungerer,20677,1,3,0.0,Q558085
106,20767,Jean Rostand,20767,5,16,38633.663748988714,Q287953
107,20890,Vaison-la-Romaine,20890,4,3,4652.360965963554,Q504887
108,20945,Fausto Coppi,20945,16,8,7179.369370058205,Q219912
109,21039,Charles Nicolle,21039,3,25,1072.761368730689,Q233965
110,22124,"Manon des sources (film, 1952)",22124,18,5,11993.64366721076,Q3286479
111,22453,Expédition du Mexique,22453,6,2,0.2,Q952881
112,22888,Bernard Hinault,22888,22,8,67726.40670271231,Q109255
113,23080,Uttarakhand,23080,5,26,3484.555090426087,Q1499
114,23113,Charlot,23113,3,3,8747.478694469297,Q765880
