,Label,Id,Degree,modularity_class,betweenesscentrality
846,Denia,846,2,1,1011.0
3008,Zaragoza,3008,44,2,256055.41516111043
6674,Melanoma,6674,1,18,0.0
10609,Macotera,10609,2,1,2020.0
15329,Bormujos,15329,1,3,0.0
18849,Peregrino,18849,1,5,0.0
19085,Reus,19085,6,1,7590.112117213181
21180,Provincia_de_Madrid,21180,4,1,2075.1048521224257
26689,Juan_Moreira,26689,2,20,0.0
27207,Carl_Orff,27207,1,18,0.0
28580,Estepona,28580,2,3,1011.0
29081,Mijas,29081,1,3,0.0
30120,Conspiración_de_silencio,30120,1,4,0.0
33099,Arco_de_Triunfo_de_Barcelona,33099,3,5,1011.0
35371,Partido_de_San_Isidro,35371,2,15,655.3690905032292
35933,Señera,35933,5,5,1413.5819360902503
35987,Ciudad_Rodrigo,35987,1,1,0.0
36227,Partido_de_Tigre,36227,8,20,8124.155456572512
36518,Provincia_de_Gerona,36518,5,1,5722.082899245429
36557,Provincia_de_Tarragona,36557,8,1,14560.402043113167
40791,Mahón,40791,1,11,0.0
41350,Pedro_III_de_Aragón,41350,3,5,8039.0
42463,Miranda_de_Ebro,42463,11,1,50592.448831024936
42665,Enrique_Líster,42665,3,1,26595.0
42914,Bloque_Nacionalista_Galego,42914,3,1,2021.0
44630,Izquierda_Castellana,44630,1,6,0.0
45133,Lucrecia_Martel,45133,2,15,1011.0
45242,Niní_Marshall,45242,9,12,45952.56732420446
46447,Ola_de_calor_en_Europa_en_2003,46447,1,2,0.0
47945,Benasque,47945,1,3,0.0
48948,Club_Baloncesto_Estudiantes,48948,15,11,11562.443504582025
49005,Luis_Pastor,49005,2,2,1011.0
49808,Cine_español,49808,13,4,55639.5
49846,Petilla_de_Aragón,49846,1,1,0.0
51438,Bandera_de_Castilla_y_León,51438,1,6,0.0
51595,Javier_de_Burgos,51595,8,1,22404.612405029573
53015,Compromiso_de_Caspe,53015,2,5,2020.0
56612,Orduña,56612,1,1,0.0
58552,Grenoble,58552,3,1,10029.0
59112,Les_Luthiers,59112,9,15,6549.467673992681
59395,Motril,59395,4,1,3986.27142857143
59575,Culleredo,59575,1,2,0.0
60190,Abies_pinsapo,60190,1,3,0.0
63695,Johann_Sebastian_Mastropiero,63695,3,15,0.0
64062,Club_Joventut_Badalona,64062,16,11,5303.019132173892
70203,Dulzaina,70203,1,6,0.0
70909,Luanco,70909,1,0,0.0
72301,El_Escorial,72301,3,3,149.6333333333333
74772,Mario_Camus,74772,10,4,40064.33333333334
77026,Sandro_Pertini,77026,1,17,0.0
77510,José_Antonio_Abellán,77510,1,16,0.0
77794,Catedral-basílica_de_Nuestra_Señora_del_Pilar_de_Zaragoza,77794,4,2,1154.4285714285713
80229,Alcañiz,80229,3,1,4946.926601731089
81513,Jorge_González_Barillas,81513,1,2,0.0
81539,Luigi_Tenco,81539,1,12,0.0
81671,Árbol_de_Guernica,81671,1,1,0.0
83156,Bandera_de_Aragón,83156,4,5,486.3390331890339
84841,Gaetano_Donizetti,84841,4,18,1514.0
86957,San_Jorge_(desambiguación),86957,1,5,0.0
89413,Terpsícore,89413,1,5,0.0
89531,José_Echegaray,89531,1,6,0.0
90499,Sitges,90499,2,1,87.5
91523,San_Cugat_del_Vallés,91523,3,0,10029.0
92753,Alcorcón,92753,8,2,15031.308390369093
93756,Cabra_(Córdoba),93756,3,3,5478.820341921294
96326,Omar_Chabán,96326,2,22,1011.0
97158,Cipriano_Mera,97158,1,1,0.0
97506,Navalmoral_de_la_Mata,97506,1,2,0.0
99588,Juan_Bravo,99588,8,6,2220.3499999999563
99592,Juan_de_Padilla,99592,9,6,219.29999999999785
99597,Francisco_Maldonado,99597,8,6,201.53333333333188
99872,María_Pacheco,99872,7,6,200.6666666666652
100200,Silvia_Pinal,100200,5,9,32455.0
101234,Cincinnati_Bengals,101234,9,19,3664.87619047619
101922,Las_Rozas_de_Madrid,101922,3,3,258.756307435255
105010,Roger_de_Lauria,105010,1,5,0.0
107074,María_José_Cantudo,107074,3,4,2021.0
108468,Roberto_Devereux,108468,3,18,0.5
110360,Silvestre_Revueltas,110360,5,9,15975.0
111324,Batalla_de_los_Cuernos_de_Hattin,111324,6,5,587.6666666666638
113018,Carlos_Chávez,113018,4,9,5035.0
114114,Javier_Sardà,114114,4,16,24066.120238095238
115320,Estadio_Ramón_de_Carranza,115320,3,2,3029.0
115558,Marcelino_Menéndez_Pelayo,115558,2,2,7035.0
116160,Cristina_Almeida,116160,1,3,0.0
116687,Osuna,116687,3,3,1011.0
117948,San_Vicente_de_la_Barquera,117948,2,3,20.579578754578755
119390,Valentín_González,119390,2,1,0.0
120338,Jordi_Villacampa,120338,6,11,876.6793054239079
120991,Caesaraugusta,120991,5,2,2029.0
121380,Juan_Benet,121380,2,4,1011.0
121683,Parque_de_la_Ciudadela,121683,5,5,2195.7623737373747
122314,Calatayud,122314,6,2,6237.716934992057
122607,Parlamento_de_Cataluña,122607,5,5,8755.126624749495
123002,Memphis_Grizzlies,123002,12,7,4123.073175782956
125994,Batalla_de_Guadalajara_(1937),125994,5,1,29489.0
128226,Copa_Saporta,128226,9,11,10956.52890221362
128376,Copa_Korać,128376,14,11,4149.3847660267775
128489,Copa_del_Rey_de_baloncesto,128489,17,11,138229.1107190687
129194,Juan_Carlos_Ferrero,129194,5,0,8039.5
129877,Guecho,129877,2,2,3027.0
130173,María_Estuardo_(ópera),130173,3,18,504.5
130747,Batalla_de_Almansa,130747,3,5,343.0071428571428
130757,Morella,130757,2,5,1011.0
132038,Balián_de_Ibelín,132038,5,5,0.25
132164,Reino_de_Valencia,132164,10,5,37273.85282076076
133750,Sopelana,133750,2,2,2020.0
134419,Molina_de_Segura,134419,2,2,2020.0
135743,Valdemoro,135743,5,2,7468.813989247728
135896,Migueli,135896,3,8,1201.2703513877434
136122,José_Ramón_Alexanko,136122,4,8,5426.558987751384
139367,Guido_de_Lusignan,139367,6,5,587.6666666666638
139820,Juanele,139820,3,14,2021.0
140539,Guillermo_Vilas,140539,1,12,0.0
141913,Condado_de_Treviño,141913,7,1,1806.6535714285935
141914,Muddy_Waters,141914,2,10,1011.0
142988,Ramón_Calderé,142988,3,8,12044.252223488455
143225,Javier_Urruticoechea,143225,2,8,190.2703513877424
145176,Macizo_de_Montserrat,145176,1,5,0.0
145380,Marat_Safin,145380,2,0,0.0
145490,Jon_Andoni_Goikoetxea,145490,2,8,16227.180018602121
146785,Juan_Carlos_Pérez_Rojo,146785,2,8,190.2703513877424
148059,Windsor_(Berkshire),148059,2,18,6036.0
148453,Gemma_Nierga,148453,2,16,14024.724792960666
148683,Ana_Bolena_(ópera),148683,4,18,5039.0
148859,Partido_de_Zárate,148859,3,20,11.115614216701175
149525,Partido_de_Lanús,149525,5,15,166.69226190476294
149652,Área_Metropolitana_Córdoba,149652,3,12,1512.5
149675,Gran_Rosario,149675,3,20,2021.0
150066,Partido_de_La_Costa,150066,1,15,0.0
150528,Partido_de_Berisso,150528,2,20,0.0
150623,Fernando_Poo,150623,1,5,0.0
151229,Ibiza_(ciudad),151229,1,1,0.0
151579,San_Vicente,151579,2,2,0.0
152421,Partido_del_Pilar,152421,11,20,13933.924711485433
153439,Mario_Firmenich,153439,2,1,0.0
154055,San_Miguel_(Buenos_Aires),154055,4,20,930.0275970704635
154056,Partido_de_San_Miguel,154056,6,20,5342.705650379572
154450,Vallés_Occidental,154450,3,0,21077.490365175752
156978,Vicente_Rodríguez_Guillén,156978,1,8,0.0
157466,Luis_León_Sánchez,157466,2,3,0.0
157818,Iban_Mayo,157818,3,1,3027.0
160167,Paco_Mancebo,160167,4,3,5460.202380952381
160303,Igor_Astarloa,160303,3,1,1011.0
160360,Cadel_Evans,160360,8,3,9180.56343053326
162090,El_fantasma_de_la_ópera,162090,4,10,1011.0
164280,Cuestión_de_confianza,164280,2,2,1011.0
164560,Mercedes_(Buenos_Aires),164560,4,20,3458.629329855949
