,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class
0,5.0,747.0,Доминиканцы,0.4921981394290924,Q131479,Culture.Philosophy_and_religion,747.0,24625.0,1.0
1,5.0,747.0,Доминиканцы,0.19165198707580566,Q131479,Geography.Regions.Europe.Europe*,747.0,24625.0,1.0
2,5.0,747.0,Доминиканцы,0.14415885508060455,Q131479,History_and_Society.Politics_and_government,747.0,24625.0,1.0
3,5.0,747.0,Доминиканцы,0.0,Q131479,Geography.Regions.Europe.Southern_Europe,747.0,24625.0,1.0
4,6.0,754.0,"Доницетти, Гаэтано",0.9967369437217712,Q101698,Culture.Biography.Biography*,754.0,10812.160585476298,13.0
5,6.0,754.0,"Доницетти, Гаэтано",0.8670457601547241,Q101698,Culture.Media.Music,754.0,10812.160585476298,13.0
6,6.0,754.0,"Доницетти, Гаэтано",0.8439050912857056,Q101698,Culture.Media.Media*,754.0,10812.160585476298,13.0
7,6.0,754.0,"Доницетти, Гаэтано",0.7057950496673584,Q101698,Culture.Performing_arts,754.0,10812.160585476298,13.0
8,6.0,754.0,"Доницетти, Гаэтано",0.0,Q101698,Geography.Regions.Europe.Europe*,754.0,10812.160585476298,13.0
9,6.0,754.0,"Доницетти, Гаэтано",0.0,Q101698,Geography.Regions.Europe.Southern_Europe,754.0,10812.160585476298,13.0
10,1.0,756.0,Каргополь,0.993317186832428,Q145261,History_and_Society.Society,756.0,0.0,19.0
11,1.0,756.0,Каргополь,0.6297846436500549,Q145261,Geography.Geographical,756.0,0.0,19.0
12,1.0,756.0,Каргополь,0.11280541121959686,Q145261,Geography.Regions.Europe.Europe*,756.0,0.0,19.0
13,2.0,801.0,"Арбатова, Мария Ивановна",0.9972950220108032,Q4068646,Culture.Biography.Biography*,801.0,4107.0,6.0
14,2.0,801.0,"Арбатова, Мария Ивановна",0.6992644667625427,Q4068646,History_and_Society.Society,801.0,4107.0,6.0
15,2.0,801.0,"Арбатова, Мария Ивановна",0.6723417043685913,Q4068646,Culture.Biography.Women,801.0,4107.0,6.0
16,2.0,801.0,"Арбатова, Мария Ивановна",0.46102678775787354,Q4068646,Culture.Literature,801.0,4107.0,6.0
17,2.0,801.0,"Арбатова, Мария Ивановна",0.16886694729328156,Q4068646,Culture.Media.Media*,801.0,4107.0,6.0
18,2.0,801.0,"Арбатова, Мария Ивановна",0.0,Q4068646,Geography.Regions.Asia.Asia*,801.0,4107.0,6.0
19,2.0,801.0,"Арбатова, Мария Ивановна",0.0,Q4068646,Geography.Regions.Europe.Europe*,801.0,4107.0,6.0
20,2.0,801.0,"Арбатова, Мария Ивановна",0.0,Q4068646,Geography.Regions.Europe.Eastern_Europe,801.0,4107.0,6.0
21,3.0,967.0,Napster,0.8221991658210754,Q275141,STEM.STEM*,967.0,62639.59338187874,20.0
22,3.0,967.0,Napster,0.6654205918312073,Q275141,Culture.Media.Media*,967.0,62639.59338187874,20.0
23,3.0,967.0,Napster,0.6224693655967712,Q275141,STEM.Technology,967.0,62639.59338187874,20.0
24,3.0,967.0,Napster,0.4765896201133728,Q275141,Culture.Media.Software,967.0,62639.59338187874,20.0
25,3.0,967.0,Napster,0.3775506913661957,Q275141,STEM.Computing,967.0,62639.59338187874,20.0
26,3.0,967.0,Napster,0.23935934901237488,Q275141,History_and_Society.Business_and_economics,967.0,62639.59338187874,20.0
27,3.0,967.0,Napster,0.1259327530860901,Q275141,Culture.Media.Music,967.0,62639.59338187874,20.0
28,3.0,967.0,Napster,0.1097157895565033,Q275141,Culture.Internet_culture,967.0,62639.59338187874,20.0
29,3.0,967.0,Napster,0.0,Q275141,Geography.Regions.Americas.North_America,967.0,62639.59338187874,20.0
30,3.0,1090.0,Тегеран-43,0.9637899398803711,Q1125687,Culture.Media.Films,1090.0,9561.809680239536,18.0
31,3.0,1090.0,Тегеран-43,0.9466066956520081,Q1125687,Culture.Media.Media*,1090.0,9561.809680239536,18.0
32,3.0,1090.0,Тегеран-43,0.29422497749328613,Q1125687,History_and_Society.Military_and_warfare,1090.0,9561.809680239536,18.0
33,3.0,1090.0,Тегеран-43,0.014629947185516357,Q1125687,Geography.Regions.Europe.Europe*,1090.0,9561.809680239536,18.0
34,7.0,1179.0,"Филозов, Альберт Леонидович",0.9983615279197693,Q3391400,Culture.Biography.Biography*,1179.0,80646.53694793461,15.0
35,7.0,1179.0,"Филозов, Альберт Леонидович",0.3276783227920532,Q3391400,History_and_Society.Society,1179.0,80646.53694793461,15.0
36,7.0,1179.0,"Филозов, Альберт Леонидович",0.10375863313674927,Q3391400,History_and_Society.Military_and_warfare,1179.0,80646.53694793461,15.0
37,7.0,1179.0,"Филозов, Альберт Леонидович",0.0,Q3391400,Geography.Regions.Asia.North_Asia,1179.0,80646.53694793461,15.0
38,7.0,1179.0,"Филозов, Альберт Леонидович",0.0,Q3391400,Geography.Regions.Europe.Europe*,1179.0,80646.53694793461,15.0
39,7.0,1179.0,"Филозов, Альберт Леонидович",0.0,Q3391400,Geography.Regions.Europe.Eastern_Europe,1179.0,80646.53694793461,15.0
40,7.0,1179.0,"Филозов, Альберт Леонидович",0.0,Q3391400,Geography.Regions.Asia.Asia*,1179.0,80646.53694793461,15.0
41,4.0,1191.0,"Каюров, Юрий Иванович",0.982567548751831,Q1713901,Culture.Biography.Biography*,1191.0,52511.26980020248,6.0
42,4.0,1191.0,"Каюров, Юрий Иванович",0.3629792034626007,Q1713901,History_and_Society.Society,1191.0,52511.26980020248,6.0
43,4.0,1191.0,"Каюров, Юрий Иванович",0.10088862478733063,Q1713901,History_and_Society.Military_and_warfare,1191.0,52511.26980020248,6.0
44,4.0,1191.0,"Каюров, Юрий Иванович",0.0,Q1713901,Geography.Regions.Asia.Asia*,1191.0,52511.26980020248,6.0
45,2.0,1644.0,"Чирков, Борис Петрович",0.9969346523284912,Q584450,Culture.Biography.Biography*,1644.0,3804.190074537101,21.0
46,2.0,1644.0,"Чирков, Борис Петрович",0.6224693655967712,Q584450,History_and_Society.Military_and_warfare,1644.0,3804.190074537101,21.0
47,2.0,1644.0,"Чирков, Борис Петрович",0.287777841091156,Q584450,History_and_Society.Society,1644.0,3804.190074537101,21.0
48,2.0,1644.0,"Чирков, Борис Петрович",0.21207880973815918,Q584450,History_and_Society.History,1644.0,3804.190074537101,21.0
49,2.0,1644.0,"Чирков, Борис Петрович",0.2047950496673584,Q584450,Geography.Regions.Asia.Asia*,1644.0,3804.190074537101,21.0
50,2.0,1644.0,"Чирков, Борис Петрович",0.19165198707580566,Q584450,Geography.Regions.Asia.North_Asia,1644.0,3804.190074537101,21.0
51,2.0,1644.0,"Чирков, Борис Петрович",0.16442059183120727,Q584450,Geography.Regions.Europe.Eastern_Europe,1644.0,3804.190074537101,21.0
52,2.0,1644.0,"Чирков, Борис Петрович",0.13604079389572143,Q584450,Geography.Regions.Europe.Europe*,1644.0,3804.190074537101,21.0
53,1.0,2484.0,Локомотив,0.9124462008476257,Q93301,History_and_Society.Transportation,2484.0,0.0,10.0
54,1.0,2484.0,Локомотив,0.3775506913661957,Q93301,STEM.STEM*,2484.0,0.0,10.0
55,1.0,2484.0,Локомотив,0.29422497749328613,Q93301,STEM.Engineering,2484.0,0.0,10.0
56,9.0,2569.0,Архимед,0.9875783920288086,Q8739,Culture.Biography.Biography*,2569.0,79789.25023109384,21.0
57,9.0,2569.0,Архимед,0.7773098945617676,Q8739,Culture.Philosophy_and_religion,2569.0,79789.25023109384,21.0
58,9.0,2569.0,Архимед,0.7310686111450195,Q8739,History_and_Society.History,2569.0,79789.25023109384,21.0
59,9.0,2569.0,Архимед,0.46102678775787354,Q8739,STEM.STEM*,2569.0,79789.25023109384,21.0
60,9.0,2569.0,Архимед,0.19826446676254272,Q8739,Geography.Regions.Europe.Europe*,2569.0,79789.25023109384,21.0
61,9.0,2569.0,Архимед,0.11597072333097458,Q8739,STEM.Space,2569.0,79789.25023109384,21.0
62,9.0,2569.0,Архимед,0.1067005917429924,Q8739,History_and_Society.Military_and_warfare,2569.0,79789.25023109384,21.0
63,9.0,2569.0,Архимед,0.08411114120483398,Q8739,Geography.Regions.Europe.Southern_Europe,2569.0,79789.25023109384,21.0
64,1.0,2810.0,Эвдемонизм,0.538993239402771,Q318401,Culture.Philosophy_and_religion,2810.0,0.0,25.0
65,1.0,2810.0,Эвдемонизм,0.287777841091156,Q318401,STEM.STEM*,2810.0,0.0,25.0
66,1.0,2810.0,Эвдемонизм,0.18714269995689392,Q318401,History_and_Society.Politics_and_government,2810.0,0.0,25.0
67,1.0,2810.0,Эвдемонизм,0.11921291798353195,Q318401,STEM.Biology,2810.0,0.0,25.0
68,1.0,2810.0,Эвдемонизм,0.10375863313674927,Q318401,History_and_Society.Military_and_warfare,2810.0,0.0,25.0
69,2.0,3069.0,Познань,0.9697954058647156,Q268,Geography.Geographical,3069.0,23260.355030555977,15.0
70,2.0,3069.0,Познань,0.9566442370414734,Q268,Geography.Regions.Europe.Europe*,3069.0,23260.355030555977,15.0
71,2.0,3069.0,Познань,0.8519628047943115,Q268,Geography.Regions.Europe.Eastern_Europe,3069.0,23260.355030555977,15.0
72,2.0,3069.0,Познань,0.3415925204753876,Q268,History_and_Society.History,3069.0,23260.355030555977,15.0
73,2.0,3069.0,Познань,0.13297423720359802,Q268,Geography.Regions.Europe.Western_Europe,3069.0,23260.355030555977,15.0
74,1.0,3641.0,Учкудук,0.983095109462738,Q6364,Geography.Regions.Asia.Central_Asia,3641.0,0.0,0.0
75,1.0,3641.0,Учкудук,0.9099169969558716,Q6364,Geography.Regions.Asia.Asia*,3641.0,0.0,0.0
76,1.0,3641.0,Учкудук,0.16452647745609283,Q6364,Geography.Geographical,3641.0,0.0,0.0
77,1.0,4364.0,Кома (комета),1.0000100135803223,Q259854,STEM.STEM*,4364.0,0.0,23.0
78,1.0,4364.0,Кома (комета),0.996837317943573,Q259854,STEM.Space,4364.0,0.0,23.0
79,1.0,4364.0,Кома (комета),0.1732981950044632,Q259854,STEM.Physics,4364.0,0.0,23.0
80,3.0,4548.0,Церковь адвентистов седьмого дня,0.6584275364875793,Q104319,Culture.Philosophy_and_religion,4548.0,8056.500914907888,15.0
81,3.0,4548.0,Церковь адвентистов седьмого дня,0.19194278120994568,Q104319,History_and_Society.Business_and_economics,4548.0,8056.500914907888,15.0
82,3.0,4548.0,Церковь адвентистов седьмого дня,0.11280541121959686,Q104319,History_and_Society.Politics_and_government,4548.0,8056.500914907888,15.0
83,3.0,4548.0,Церковь адвентистов седьмого дня,0.0,Q104319,Geography.Regions.Americas.North_America,4548.0,8056.500914907888,15.0
84,1.0,4605.0,Академгородок (Новосибирск),0.6584275364875793,Q83627,History_and_Society.Society,4605.0,0.0,1.0
85,1.0,4605.0,Академгородок (Новосибирск),0.23371636867523193,Q83627,History_and_Society.Military_and_warfare,4605.0,0.0,1.0
86,1.0,4605.0,Академгородок (Новосибирск),0.20182321965694427,Q83627,Geography.Regions.Asia.Asia*,4605.0,0.0,1.0
87,1.0,4605.0,Академгородок (Новосибирск),0.14415885508060455,Q83627,Geography.Geographical,4605.0,0.0,1.0
88,7.0,4671.0,Ядерная физика,0.8558611869812012,Q81197,STEM.STEM*,4671.0,74455.07611091777,13.0
89,7.0,4671.0,Ядерная физика,0.7371681928634644,Q81197,STEM.Physics,4671.0,74455.07611091777,13.0
90,4.0,5321.0,Суббота,0.6723417043685913,Q131,STEM.STEM*,5321.0,126975.2056231841,15.0
91,4.0,5321.0,Суббота,0.3415925204753876,Q131,Culture.Philosophy_and_religion,5321.0,126975.2056231841,15.0
92,6.0,7321.0,В поисках капитана Гранта,0.9019306898117065,Q2359642,Culture.Media.Media*,7321.0,69305.04689050505,2.0
