Id,Label,modularity_class,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
42781468,Tamradhwaj_Sahu,8,25,25,0.086658,0.120441,613.247444
56983384,Louise_Thuliez,31,2,24,0.095624,0.111027,0
5571214,Election_commission,8,2,26,0.079786,0.100996,0
52154470,Josh_Reynolds_(American_football),26,8,24,0.099822,0.119861,15634.232147
9037100,South_Pars/North_Dome_Gas-Condensate_field,5,2,23,0.114328,0.145866,5499
37903894,Pinapaka_(ST)_(Assembly_constituency),19,28,25,0.086643,0.120587,19501.096074
54088,Harry_Palmer,49,4,26,0.07697,0.083346,2749
272016,Clapham_Junction_railway_station,35,4,24,0.091542,0.101921,10996
18864554,Death_and_state_funeral_of_Richard_Nixon,5,21,22,0.126213,0.174144,1529.346442
6297944,Lanny_Davis,15,5,23,0.095735,0.110053,576944.575261
38558166,Kingsley_Coman,48,2,30,0.069654,0.081279,5499
1776954,Oscar_Ruggeri,41,4,27,0.083679,0.099695,38.799749
562410,Pete_Murray_(DJ),25,2,25,0.09089,0.105286,5499
33799154,Yuri_Oganessian,50,3,24,0.085837,0.096193,1
5700312,Cliff_Fletcher,0,1,28,0.07826,0.087645,0
14356368,James_Wilson_(rugby_union),29,2,26,0.09156,0.104442,1567.428571
1140616,Tom_Gordon,0,3,24,0.102723,0.1214,3094.673613
37601302,Whitehouse_High_School,4,1,27,0.088169,0.102341,0
30579430,Romaine_Sawyers,28,5,30,0.069249,0.08306,10918.665788
26971778,Man_Wanted,3,2,26,0.079155,0.086029,11460.779263
2569570,Turf_Moor,28,4,30,0.070919,0.08609,87744
8108496,Edinburgh_Playhouse,24,5,22,0.103766,0.12175,418.389925
29503306,List_of_incidents_of_grave_disorder_in_the_British_House_of_Commons,43,3,22,0.101581,0.11911,4663.16654
43659046,Florent_Hadergjonaj,33,4,30,0.069401,0.080311,0
1893922,Anatoly_Tarasov,21,1,27,0.066661,0.070531,0
274330,Seattle_Pilots,0,2,23,0.11325,0.142917,49166.082288
17396,Kid_Rock,5,3,21,0.127868,0.167526,0
531948,China_Service_Medal,5,2,22,0.120492,0.155687,0
135304,"Decatur,_Tennessee",52,1,26,0.081942,0.091942,0
34506988,Noah_Syndergaard,0,3,27,0.082305,0.091816,6641.513696
187074,Judy_Holliday,49,6,23,0.111053,0.139395,186904.074741
36881830,Aleksander_?eferin,23,1,32,0.059302,0.066768,0
21325310,Tom?s_Rinc?n,33,2,27,0.086158,0.09957,5499
30949814,Economic_Advisory_Council,8,14,25,0.08749,0.120737,64033.018515
678896,Isaac_C._Kidd,3,4,23,0.099793,0.117223,359.337532
56213390,Arn?r_Sigur?sson,48,7,29,0.071774,0.082049,5499
376138,National_Grange_of_the_Order_of_Patrons_of_Husbandry,14,1,28,0.072608,0.078637,0
2580516,KTVA,52,3,22,0.111104,0.135523,0
39936702,Rosemary_DiCarlo,1,2,22,0.109614,0.13139,5499
492336,Peter_Brown_(historian),28,1,30,0.066835,0.075889,0
22567388,Sebastian_Vollmer,4,2,27,0.085236,0.096821,0
23025136,Strasbourg_Mosque,54,2,22,0.102255,0.114559,0
7283288,Tony_Barber_(bassist),22,24,31,0.062,0.069755,0
8587280,Wet_meadow,53,2,24,0.095924,0.112147,0
40580014,Molly_McGrath,26,2,26,0.09328,0.108324,55.133049
56732826,Riqui_Puig,28,3,25,0.086829,0.095687,43936.363143
412938,Steve_King,21,26,20,0.11622,0.138348,527997.710277
39823344,Steve_Toussaint,50,1,30,0.056866,0.06069,0
1918494,State_and_Main,44,1,25,0.093531,0.106532,0
43240,Thomas_Telford,24,1,23,0.095021,0.108588,0
4461320,Douglas_Brinkley,5,14,21,0.126324,0.169904,13952.195856
54516386,2017_Cotton_Bowl_Classic_(December),26,11,24,0.109038,0.135465,33852.623007
27261798,Chris_Skidmore,43,2,23,0.094346,0.104912,0
923814,Grammy_Award_for_Best_Pop_Vocal_Album,44,17,26,0.085016,0.096796,39941.688903
1579828,"Lorman,_Mississippi",26,2,25,0.096498,0.11122,0
971428,Kung_Lao,36,13,30,0.066531,0.073557,609.777778
18562090,El?as_Hern?ndez,41,2,27,0.081613,0.09332,5499
528116,The_Integral_Trees,36,1,27,0.074662,0.081625,0
225824,Takeo_Yoshikawa,3,1,24,0.093025,0.106931,0
38298650,Hanuma_Vihari,17,2,32,0.056727,0.06222,21984
21322928,John_Papuchis,34,1,24,0.095531,0.110055,0
695436,Milwaukee_County_Stadium,4,7,23,0.120003,0.148689,251073.790036
43238756,Oleg_Sentsov,27,1,26,0.07471,0.081468,0
27594024,1865_Memphis_earthquake,52,2,25,0.089249,0.102642,0
41600964,Sadulshahar_(Rajasthan_Assembly_constituency),8,6,25,0.086579,0.117844,0.865095
7305146,Navy_Midshipmen_football,20,15,21,0.113262,0.14371,23434.642023
6213422,TMZ,4,7,22,0.122971,0.167602,197897.953187
8682058,Lincoln_Catafalque,5,16,22,0.123269,0.170985,13107.167554
19961310,James_A._Baker_(born_1821),5,3,22,0.120678,0.161753,36.988156
267484,Synthetic_geometry,55,1,28,0.064845,0.069081,0
44136352,Pah_Wongso,35,6,25,0.093975,0.109965,389091.710278
58574936,Sky_Yen,22,3,31,0.061985,0.067846,0
2860056,United_States_District_Court_for_the_Northern_District_of_Texas,21,3,23,0.104836,0.124726,5499
37477456,Alexander_Ellis_III,5,35,22,0.125425,0.170356,153.959233
8827552,Kevin_Wilson_(American_football),4,2,26,0.095552,0.113873,2545.350926
30761966,History_of_Edinburgh,24,6,22,0.101731,0.118032,1285.531835
42864934,David_Coburn_(politician),27,2,24,0.088879,0.098641,0
69980,Second_Sino-Japanese_War,3,14,24,0.0977,0.116309,390327.263453
7047304,Company_scrip,21,1,26,0.075357,0.082123,0
29077426,Tim_Leiweke,0,1,28,0.07826,0.087645,0
1071538,The_Return_of_the_Archons,49,2,35,0.044444,0.046877,0
888,A._E._van_Vogt,36,5,24,0.096166,0.112511,2055.558333
20682654,Arena_Na?ional?,28,6,29,0.072849,0.090835,12730.445448
184806,Eurovision_Song_Contest_1965,25,4,25,0.095769,0.112761,0
236020,Elliptic_geometry,55,3,26,0.074503,0.081706,16491
31775758,Derek_Mackay,43,1,24,0.095164,0.110413,0
7871980,Call_Me_Claus,46,1,29,0.062175,0.066979,0
2332364,The_Strange_Love_of_Martha_Ivers,3,1,24,0.084886,0.095412,0
37199588,Steven_Lecefel,41,4,28,0.082193,0.098111,68.397318
45241494,Athletes_and_domestic_violence,4,3,23,0.112158,0.14067,0
7404478,Rick_Spielman,4,3,26,0.091921,0.108792,49427
25970100,Elections_in_Madhya_Pradesh,8,50,25,0.087934,0.124532,4795.588062
56285058,Jane_Teoh,47,9,31,0.062977,0.070068,0
10046360,Jimmy_Carter_rabbit_incident,5,18,22,0.121795,0.163358,41.464156
400010,Rao?Blackwell_theorem,56,68,23,0.09581,0.118425,12238.888209
19327634,I._G._Patel,13,10,27,0.076864,0.097635,4911.856325
187346,Club_Athletico_Paranaense,41,7,27,0.082579,0.096372,16446.127332
28935060,Faouzi_Ghoulam,48,5,29,0.072117,0.083232,5499
32668306,Conor_Hourihane,28,7,30,0.069397,0.085386,17752.255305
7333708,Kadapa_(Lok_Sabha_constituency),8,14,25,0.086632,0.119287,235.320926
15146430,J?nior_Moraes,48,7,28,0.079908,0.096673,52196.538764
22114132,The_Avengers_(2012_film),11,12,28,0.072455,0.081445,66048.325717
3838436,Follow_Me_Quietly,5,1,23,0.105696,0.127139,0
174262,Prescott_Bush,5,89,22,0.128298,0.18415,25422.968304
2669810,The_Clarion-Ledger,5,4,22,0.120781,0.158032,385206.732375
4329352,Darren_Emerson,32,1,26,0.089334,0.096953,0
49717982,The_Garth_Brooks_World_Tour_(1996?98),18,26,26,0.080984,0.094088,3263.586707
11665234,Presidency_of_George_H._W._Bush,5,105,21,0.133797,0.194379,97890.888255
15765690,Orgasm_Addict,22,25,31,0.062,0.069846,1.746465
780762,John_Thompson_III,34,2,30,0.063447,0.0688,0
11390548,Panzer_Dragoon,36,3,26,0.075755,0.082869,10996
12181806,Parliament_of_Andalusia,2,3,27,0.075671,0.08311,2749
238832,Am?lie_Mauresmo,22,3,27,0.085604,0.09591,328809.657528
1047002,Florence_Rice,35,1,30,0.061382,0.064678,0
37903880,Mulug_(ST)_(Assembly_constituency),19,17,25,0.08659,0.118799,1425.638815
3145578,Christine_and_L?a_Papin,16,1,27,0.070589,0.076864,0
2417140,Arena_da_Baixada,41,4,27,0.082707,0.096933,5998.323763
42518360,Chad_Laprise,0,3,28,0.078184,0.08804,1
17272938,Chandrayan_Gutta,8,2,26,0.081646,0.104956,0
42585006,The_King_of_Love_My_Shepherd_Is,5,2,22,0.119187,0.152758,0
57263836,2018?19_European_Rugby_Challenge_Cup,29,6,26,0.091567,0.104836,1571.428571
598942,Grammy_Award_for_Best_Music_Video,44,14,26,0.089174,0.102563,78425.223535
39306798,Mathieu_Deplagne,33,2,27,0.081446,0.093206,0
36501454,Shuri_(comics),11,1,31,0.059609,0.064462,0
16914128,Pork_and_Beans_(song),44,1,27,0.081874,0.090999,0
363792,Sunday_Sport,43,1,23,0.102251,0.11348,0
45222644,Ryan_Day_(American_football),26,6,26,0.095397,0.113582,3244.088799
36892904,Bradley_Sowell,4,10,25,0.098249,0.119384,48359.538475
12714970,Black_college_football_national_championship,26,8,23,0.107221,0.126177,145800.211085
3600962,Lee_Aaker,3,1,23,0.09215,0.105571,0
53465104,2018_Mizoram_Legislative_Assembly_election,8,38,25,0.08667,0.121553,2790.085677
18632382,VMS_Eve,42,15,29,0.062485,0.071152,4.955402
24704432,Victims_of_Communism_Memorial_Foundation,5,2,22,0.120255,0.157586,0
24069254,The_Glory_of_Love_(song),44,1,28,0.076805,0.083515,0
66986,Woodland,53,4,24,0.095931,0.11239,10997
57875364,Alejandra_Lara,4,2,26,0.078304,0.08642,0
2016492,Stade_Olympique_Yves-du-Manoir,48,4,29,0.072587,0.086056,4355.545311
55846,Bob_Dole,5,58,21,0.133453,0.189157,262945.260056
38173892,List_of_Navy_Midshipmen_head_football_coaches,20,5,22,0.101752,0.122009,0
14060596,Podesta_Group,5,2,23,0.103776,0.123193,0
44722256,History_of_Club_Atl?tico_River_Plate,41,7,26,0.09027,0.107818,5441.447045
21647456,"Mark_Murphy_(safety,_born_1958)",4,1,25,0.100512,0.119284,0
1223702,Franklin_Van_Valkenburgh,3,3,22,0.10195,0.120148,519.101614
10468768,List_of_diplomatic_missions_of_Turkey,54,1,22,0.102253,0.114468,0
33572368,Ricky_Ricardo_Jr.,35,1,30,0.056687,0.059811,0
13373650,"Indian_Land,_South_Carolina",21,1,24,0.095724,0.11064,0
4105584,Bill_Musgrave,26,3,25,0.099101,0.119626,11435.288361
32876652,Shelby_Miller,5,2,23,0.113036,0.142343,10996
41197882,Elections_in_Mizoram,8,12,26,0.084535,0.110809,697.251889
360120,Michael_Tilson_Thomas,36,1,25,0.087743,0.099536,0
51708344,Robert_Courts,43,7,22,0.106593,0.122313,105.469151
18693518,Pierre-Emerick_Aubameyang,23,10,30,0.071044,0.088043,72009.651143
22613616,Yuya_Osako,41,4,29,0.075791,0.088517,16493
3264388,Stadio_Artemio_Franchi,0,2,24,0.10366,0.122735,5499
41355364,Cetywayo_and_His_White_Neighbours,49,1,26,0.079319,0.087535,0
22004388,Enda_Stevens,28,4,30,0.067768,0.080312,4440.007822
24480838,Black_Swan_(film),44,2,27,0.080513,0.088744,0
30852386,Guna_(Vidhan_Sabha_constituency),8,3,26,0.080869,0.10347,0
1075914,Alexandria_Eschate,21,5,24,0.086034,0.097013,1832.333333
305010,Rahul_Gandhi,8,39,25,0.086682,0.121768,7889.892246
55140,"Madison_County,_New_York",5,2,22,0.118196,0.151642,16491
25310244,Armando_Gutierrez,5,1,23,0.107531,0.129901,0
48772506,Indore-1_(Vidhan_Sabha_constituency),8,9,25,0.087824,0.119953,82.35553
2589020,Elections_in_Kerala,8,36,25,0.086648,0.120947,16.824347
199074,Eurovision_Song_Contest_2000,25,6,24,0.104575,0.127029,848.432643
48283064,Desmond_King_(American_football),4,10,25,0.10147,0.124213,6956.015888
741018,Robin_Friday,28,1,31,0.064052,0.07291,0
39562,Geochemistry,30,5,25,0.094041,0.11026,32975
27924754,NetherRealm_Studios,36,12,30,0.06653,0.073466,0
24987244,Alan_Kelly_(referee),33,3,26,0.092061,0.107436,1.086415
5805506,Forbush_Man,11,4,30,0.063374,0.069627,0
39239578,Vince_Williams_(American_football),4,7,23,0.100954,0.120608,6084.89854
53156864,Rony_(footballer),41,2,28,0.076282,0.085966,0
1956740,Rodney_Rogers,33,2,26,0.086498,0.094634,5499
2598276,Talkback_(production_company),32,2,25,0.090531,0.099265,93739.240294
53210,Marion_Zimmer_Bradley,36,4,24,0.096167,0.112481,0
2463212,Virginia_Gregg,35,1,27,0.072748,0.078601,0
23505048,Andrzej_Fonfara,0,3,27,0.075676,0.084041,12409.226984
14055002,Rakhim_Chakhkiev,0,3,27,0.075049,0.08275,3471.325361
138252,"Cheney,_Washington",26,4,24,0.099833,0.11463,5757.560464
43595062,List_of_North_Dakota_State_Bison_in_the_NFL_Draft,26,3,24,0.098048,0.112474,0
3924940,Brett_Keisel,4,6,24,0.097623,0.118915,125.984628
34795136,Wissam_Ben_Yedder,28,1,30,0.067864,0.081986,0
1602662,Leeward_Islands_(Society_Islands),52,1,23,0.09996,0.116324,0
13503272,Place_Kl?ber,54,5,22,0.10227,0.114952,1.666667
42581360,Speyer_wine_bottle,21,2,25,0.084799,0.094626,5499
6507496,List_of_members_of_the_European_Court_of_Justice,54,1,22,0.104814,0.117671,0
1670186,Edward_J._Flanagan,49,2,32,0.051257,0.054981,5499
50446564,Austin_Blythe,26,5,25,0.093812,0.110412,121.457242
10865256,Emilio_Izaguirre,28,1,31,0.06412,0.072753,0
43169442,Deeplearning4j,56,12,24,0.087461,0.10152,0
47962650,Emma_Little-Pengelly,43,4,22,0.110415,0.126715,1236.407218
40775102,Mortal_Kombat_11,36,13,30,0.066531,0.073557,5499
9248628,Gran_Gal?_del_Calcio,33,3,29,0.073881,0.082243,21984
53088222,Josh_Pitcock,21,3,24,0.096119,0.111648,0
4967070,She_(1965_film),49,1,26,0.079319,0.087535,0
53915210,Elijah_McGuire,4,2,24,0.095298,0.109711,0
3157962,Golborne,46,2,28,0.066316,0.073119,0
1908498,Aleutian_Trench,52,5,22,0.110404,0.135153,4088.077319
51564404,UFC_206,0,6,27,0.084767,0.09723,8230.833333
2641430,Kirkliston,24,6,23,0.094067,0.107672,132.142058
557850,Premier_League_Manager_of_the_Month,28,1,31,0.064028,0.072719,0
6546744,Bill_Archer,5,5,22,0.123144,0.164613,58.112772
2836962,Estadio_Libertadores_de_Am?rica,41,3,27,0.084823,0.09935,0
28057248,Kaleb_Cowart,0,1,28,0.076047,0.083158,0
25704946,List_of_Strictly_Come_Dancing_specials,22,5,25,0.092302,0.101777,277067.79565
1905498,Butembo,3,1,25,0.085122,0.095446,0
307512,"Maldon,_Essex",53,5,26,0.080739,0.090783,180487.5
41617728,The_Casino_Murder_Case_(film),3,6,25,0.088956,0.102075,5503.333333
40951204,Roger_Mart?nez,41,13,27,0.08717,0.105044,23900.303645
20749380,Milton_Caraglio,41,7,26,0.09041,0.107834,16053.645965
52210248,Ronald_Jones_(running_back),4,3,26,0.082884,0.094643,0
2964024,Chicago_Portage,16,5,23,0.098249,0.116034,18.333333
24175110,Pali_(Rajasthan_Assembly_constituency),8,6,25,0.086579,0.117844,0.865095
1715754,Panzer_Dragoon_Orta,36,2,27,0.070423,0.07576,0
26138724,Michelle_Beisner-Buck,26,5,24,0.100653,0.118264,25434.49115
2815958,Ervin_Z?dor,7,3,23,0.109416,0.132601,0
50831016,2017_NHL_Expansion_Draft,0,12,27,0.086291,0.100383,102296.257817
6025078,Pablo_Barrera,41,7,27,0.083604,0.100783,13381.965152
28178642,Dzsenifer_Marozs?n,23,13,31,0.063353,0.075754,766.335994
24436958,"Phil_Jones_(footballer,_born_1992)",48,1,30,0.068215,0.0789,0
228432,Open_Vlaamse_Liberalen_en_Democraten,54,10,21,0.110057,0.125391,25199.441342
3333144,Terry_Baker,20,25,22,0.108066,0.134787,7257.225604
44553018,Carson_Kelly,0,3,26,0.090189,0.099484,5499
863306,Vote_counting,8,1,26,0.079778,0.100739,0
3608692,Matt_Murray_(English_footballer),28,2,31,0.064231,0.073997,5499
7056544,Patrick_Casey_(writer),50,1,32,0.051062,0.053568,0
45608342,2015_Navy_Midshipmen_football_team,20,7,22,0.101756,0.122191,4.220833
37890178,Khanapur_(Assembly_constituency),19,17,26,0.07976,0.101492,3.943745
415326,Robert_Jay_Mathews,21,1,22,0.105002,0.120538,0
17512190,List_of_Seattle_Seahawks_head_coaches,4,5,24,0.107104,0.130891,3347.302032
174638,Skull_and_Bones,5,19,22,0.124344,0.167567,19139.627542
6427010,Tim_Cain,36,11,24,0.098536,0.115762,16915.947861
25226624,Patient_Protection_and_Affordable_Care_Act,21,13,22,0.117103,0.147861,148482.037988
660440,Strasbourg_Cathedral_bombing_plot,54,5,22,0.102265,0.114877,0
5437598,Air_Force_(film),3,6,21,0.112962,0.14121,431710.632938
7675734,Second_Matabele_War,16,5,25,0.082119,0.09215,0
8430768,Globalization_and_disease,27,46,22,0.104874,0.127598,94.192118
58622516,The_Clovehitch_Killer,44,1,27,0.079441,0.087771,0
27621874,Isaac_Chilemba,0,3,27,0.077424,0.086791,5159.981036
31326034,Breast-shaped_hill,30,1,27,0.079159,0.088008,0
2294972,Operation_Pastorius,37,2,22,0.118,0.150545,2420.85171
8192520,Javier_Pinola,41,17,27,0.087289,0.107517,1850.548501
736762,"Hermitage,_Berkshire",38,2,25,0.093067,0.107626,0
8627512,Death_and_state_funeral_of_Gerald_Ford,5,53,22,0.128304,0.182052,30331.169366
23166704,Miss_Universe_2010,47,7,30,0.067167,0.075426,14704.088494
3534436,Attorney_General_of_New_York,15,3,25,0.082301,0.09272,104173
325750,"Michael_Havers,_Baron_Havers",49,2,22,0.109509,0.123876,173937.926519
56717830,J._C._Jackson,4,3,27,0.085237,0.096912,0
43701226,Tress_Way,4,2,25,0.08878,0.102031,5499
511694,George_W._Bush_military_service_controversy,5,32,22,0.126231,0.173865,1004.935174
1305596,Justin_Hoyte,33,8,27,0.086302,0.102604,20229.537448
1236610,Gigan,32,21,26,0.077792,0.087013,269.575468
314204,Chemometrics,56,64,23,0.095784,0.117712,0
87656,Strasburg,54,3,22,0.102257,0.114649,0
53898650,"Narela,_Bhopal_(Vidhan_Sabha_constituency)",8,7,25,0.08782,0.119741,36.989211
41640924,Churu_(Rajasthan_Assembly_constituency),8,5,25,0.086569,0.117572,5499
53850406,Ahmed_bin_Abdullah_Balala,8,4,26,0.081913,0.111029,10996.143519
6147914,Frank_Sesno,5,1,23,0.108548,0.13532,0
4529108,Pacific_Division_(NHL),0,12,26,0.092774,0.110911,175664.670124
28540948,Greg_Garza,33,10,26,0.093037,0.112221,50857.180353
668322,Blue_star_tattoo_legend,49,1,32,0.051221,0.054287,0
50532294,Ram?n_?bila,41,9,27,0.085671,0.100978,240.258049
13971226,Anne_Atkins,43,1,21,0.115027,0.133709,0
57550794,2018_Alcorn_State_Braves_football_team,26,7,25,0.105191,0.127211,25853.740887
21687640,Jess_Fishlock,23,10,31,0.063046,0.073686,0
1172016,"Other_Worlds,_Universe_Science_Fiction,_and_Science_Stories",36,14,23,0.106375,0.130132,80178.358333
10506098,Paul_Warne,28,1,32,0.062383,0.070232,0
31018418,Kenny_McLean,28,8,30,0.067908,0.083352,8857.802982
4173786,Mark_Bryan,40,5,24,0.101276,0.121145,0
27090320,Sherrick_McManis,4,8,26,0.089685,0.105604,10996
35410766,George_McCaskey,4,6,28,0.07767,0.087401,1833.666667
190930,Eurovision_Song_Contest_1983,25,37,24,0.099947,0.121906,2.717436
58084968,Catch_and_kill,15,6,25,0.086836,0.099829,144476.282091
1264368,Neil_Mellor,48,3,30,0.068174,0.079028,836.097908
56472,Benjamin_Netanyahu,5,7,22,0.121762,0.16574,16494
23394914,Sergey_Kislyak,21,2,23,0.100988,0.117204,5499
20132360,Harry_Smith_(athlete),46,9,28,0.066322,0.073756,0
54630036,Miss_France_2018,47,2,30,0.067126,0.074026,0
22114276,BIRCH,56,12,24,0.087461,0.10152,0
3771410,Revenge_of_the_Creature,49,4,24,0.08529,0.096464,333661.03021
27258624,Patr?cio_Freire,4,3,26,0.078305,0.086511,0.5
48995384,Jessica_Mulroney,5,2,23,0.10956,0.137568,0
50299728,Biological_reserve_(Brazil),53,1,25,0.087641,0.099615,0
24169174,Steve_Belichick,4,1,27,0.085234,0.09673,0
512936,USS_Ward_(DD-139),20,2,22,0.109079,0.131716,104609.791076
24051596,The_Kennel_Murder_Case_(film),3,10,23,0.107641,0.132622,139665.593321
20233618,Thoppil_Bhasi,9,4,25,0.086528,0.116684,21987
2241232,Murder_in_Mesopotamia,49,3,26,0.076986,0.083353,32964
18613626,Boi-1da,44,3,27,0.083028,0.092352,5499
211540,USS_Vincennes_(CG-49),5,5,22,0.121536,0.164744,5509.778879
11262088,List_of_presidents_of_the_United_States_by_age,5,29,21,0.132085,0.183742,1216.397198
4102590,Alexander_Tettey,28,3,31,0.064085,0.075571,0
11994,Destroy_All_Monsters,32,21,26,0.077792,0.087013,269.575468
504454,"F._E._Smith,_1st_Earl_of_Birkenhead",43,3,22,0.107864,0.126964,130123.190502
40186190,Pradhanmantri,8,3,25,0.086592,0.117772,7220.859486
129490,"Mentor,_Ohio",4,1,25,0.092829,0.107723,0
57221912,Leader_of_the_Christian_Democratic_Union,54,3,23,0.094906,0.104525,0.333333
5616588,Richie_Woodhall,5,1,24,0.095659,0.110537,0
3546126,Richard_Wilkins_(TV_presenter),17,2,37,0.044222,0.046972,0
30128594,Ambah_(Vidhan_Sabha_constituency),8,10,25,0.08782,0.119922,0
5815788,Otto_Kruger,3,5,24,0.091415,0.102041,57434.925346
3500202,Civil_War_(comics),11,17,29,0.067653,0.076471,68056.78085
5999658,"Strasburg,_Germany",54,3,22,0.102257,0.114649,0
650914,Tina_Charles_(singer),22,1,26,0.083402,0.089713,0
17354656,Damson_Park,28,5,32,0.062469,0.073702,20.847866
51528532,Dennis_Man,48,1,29,0.072068,0.082834,0
1614604,"N??ez,_Buenos_Aires",41,2,27,0.082814,0.094774,61.95237
18159852,Floyd_Ayit?,28,7,28,0.080583,0.098156,7925.118874
1901976,Dreamstyle_Stadium,26,9,24,0.1073,0.130098,85825.765793
39950554,Lucas_Melano,33,2,26,0.091915,0.106799,0
13034896,Larrys_Mabiala,33,4,27,0.084638,0.09704,1.074061
77770,Sky_(company),43,8,22,0.113895,0.130845,483514.735138
1537662,Bruce_Rioch,28,3,34,0.055294,0.061517,5499
2446720,Stampede_Wrestling,46,11,28,0.066323,0.073938,8
7487544,Jose_Diaz-Balart,5,2,23,0.112647,0.140781,16.749223
3512750,List_of_constituencies_of_the_Lok_Sabha,8,29,26,0.083134,0.114279,7053.749519
2561338,Harmony_in_My_Head,22,24,31,0.062,0.069755,0
166474,Fermi_(disambiguation),50,2,24,0.085834,0.096072,0
3052004,Steve_Owens_(American_football),20,23,22,0.108061,0.134606,5504.754155
556378,Irene_Hervey,4,2,30,0.06129,0.065366,5499
3445890,Nancy_Wilson/Cannonball_Adderley,49,9,25,0.08275,0.091868,0
3182072,Mervyn_S._Bennion,3,2,21,0.113839,0.141521,34286.97758
1217566,Strasbourg_Cathedral,54,7,22,0.102274,0.115134,2.916667
13346488,Twenty_Million_Sweethearts,35,2,29,0.068048,0.072449,5499
28352026,Oliver_Norwood,28,8,29,0.072625,0.089398,28842.939
33793722,Amel_Majri,23,12,31,0.063047,0.073867,0.583333
57509476,2019_Odisha_Legislative_Assembly_election,8,20,25,0.086626,0.119529,234.863084
1109114,Planetary_geology,30,2,26,0.085962,0.09772,0
53096552,Isaac_Nauta,26,1,28,0.080385,0.090993,0
2640146,The_Shiralee_(1957_film),49,2,26,0.080126,0.087556,8088.56344
744522,Alex_Webster,15,14,29,0.061992,0.067865,0
235314,Polytechnique_Montr?al,30,4,23,0.108749,0.131786,31328.87418
3920128,Kausia,25,1,26,0.083308,0.093242,0
572188,Sports_Illustrated_Sportsperson_of_the_Year,21,2,26,0.071412,0.07614,5499
867306,Stonyhurst_College,4,1,27,0.074853,0.081767,0
643298,Elstree,43,2,22,0.109385,0.123511,50817.025009
25159612,Mohamed_Abdulrahman,41,3,28,0.081645,0.097997,628.267719
47092196,Shimron_Hetmyer,17,2,29,0.068096,0.077141,5499
9753416,Antonio_McKee,4,3,23,0.097818,0.112144,121055.582824
50447052,Vicente_Luque,0,2,28,0.078182,0.087919,0
3611138,River_City_Relay,20,2,25,0.098062,0.116368,0
11441280,James_Earl_Carter_Sr.,5,17,22,0.121754,0.162858,18.145749
57717982,All_Day_Long_(Garth_Brooks_song),18,20,26,0.080975,0.093513,260.6559
856102,Adam_Garcia,22,1,28,0.075892,0.082515,0
145646,Paul_Lukas,3,4,24,0.097381,0.114721,15102.666086
22711666,Sarah_Kaufman_(fighter),0,3,29,0.072522,0.080011,5499.5
