,Label,Id,Degree,modularity_class,betweenesscentrality
458,Acqualagna,458,1,2,0.0
492,Anna_Maria_Pierangeli,492,1,4,0.0
1196,Codigoro,1196,4,8,11155.714666825483
1208,Celleno,1208,1,5,0.0
1270,Campogalliano,1270,2,13,4786.659198526087
1302,Ciclismo,1302,3,14,47447.33550114273
1381,Cattedrale,1381,16,14,268983.14044358215
1836,Famiglia_(tassonomia),1836,53,9,234818.85415969006
1858,Fumetto,1858,22,7,212954.01075359763
2000,Frutto,2000,3,14,15643.471790891004
2018,Geologia,2018,4,14,9720.963782802733
2341,Il_grande_freddo,2341,2,4,1744.3956839800915
2440,Jolanda_di_Savoia_(Italia),2440,1,5,0.0
2804,Massa_Lombarda,2804,1,8,0.0
2900,Milo_Manara,2900,5,5,19972.843572938218
3037,Nonantola,3037,5,13,13197.443195667449
3308,Provincia_di_Ferrara,3308,13,8,16991.533579465613
3309,Portomaggiore,3309,2,5,4963.0
3381,Provincia_di_Piacenza,3381,25,8,208263.9301110915
3437,Porifera,3437,4,9,51351.653896462296
3445,Cimitero_di_Père-Lachaise,3445,3,10,19844.0
3469,Paleontologia,3469,4,14,22566.691700478434
3547,Pneumologia,3547,4,9,9555.902568875825
3680,Rote_Armee_Fraktion,3680,10,10,18037.054052756233
3892,Salute,3892,3,8,9925.0
4091,Gestione_della_catena_di_distribuzione,4091,1,1,0.0
4214,Tagline,4214,14,7,112403.90003285339
4394,Umberto_D.,4394,1,5,0.0
4412,Unicode,4412,4,9,34713.0
4565,Władysław_Szpilman,4565,1,7,0.0
4574,Windows_XP,4574,3,7,5600.783569710828
8433,Marlene_Dietrich,8433,7,1,55934.400725316395
9187,Provincia_di_Parma,9187,15,8,20154.72807862122
9188,Provincia_di_Ravenna,9188,16,8,47128.70037660487
9324,Serra,9324,1,24,0.0
9632,James_Watt,9632,1,12,0.0
11079,CAD,11079,1,7,0.0
11476,U-Boot,11476,4,7,10244.024514740224
11478,Operazione_Reinhard,11478,45,13,983.3261748044728
11824,Sicherheitsdienst,11824,16,13,43135.32565819608
11856,Robecco_sul_Naviglio,11856,4,14,19671.28005759371
12262,Renato_Caccioppoli,12262,3,20,39875.631710211885
