Id,Qid,topic,probability,page_title,wiki_db,Modularity Class,Label
53957358,Q28377792,Culture.Sports,0.69,Patrick_Cutrone,enwiki,6.0,Ukraine
52902082,Q28377792,Culture.Sports,0.69,Patrick_Cutrone,enwiki,6.0,Ukraine
9745098,Q4596352,Culture.Sports,1.0,1st_Grey_Cup,enwiki,2.0,Canadian Football
9745098,Q4596352,Geography.Regions.Americas.North_America,1.0,1st_Grey_Cup,enwiki,2.0,Canadian Football
812724,Q146665,Geography.Regions.Europe.Southern_Europe,1.0,South_Slavic_languages,enwiki,6.0,Ukraine
812724,Q146665,Geography.Regions.Europe.Europe*,1.0,South_Slavic_languages,enwiki,6.0,Ukraine
812724,Q146665,Culture.Linguistics,0.91,South_Slavic_languages,enwiki,6.0,Ukraine
156326,Q465679,Culture.Biography.Biography*,1.0,Isaac_Deutscher,enwiki,5.0,Cambodian Genocide Sentence
156326,Q465679,Geography.Regions.Europe.Europe*,0.9,Isaac_Deutscher,enwiki,5.0,Cambodian Genocide Sentence
156326,Q465679,Geography.Regions.Europe.Eastern_Europe,0.8,Isaac_Deutscher,enwiki,5.0,Cambodian Genocide Sentence
4687528,Q5469426,Culture.Media.Music,0.99,Forever_My_Lady_(song),enwiki,11.0,Football
4687528,Q5469426,Culture.Media.Media*,0.99,Forever_My_Lady_(song),enwiki,11.0,Football
29642264,Q4906903,Culture.Visual_arts.Visual_arts*,1.0,Bigger_Trees_Near_Warter,enwiki,11.0,Football
16079566,Q10892941,Culture.Biography.Biography*,1.0,Referendums_in_Taiwan,enwiki,9.0,Midterm US election
16079566,Q10892941,History_and_Society.Society,1.0,Referendums_in_Taiwan,enwiki,9.0,Midterm US election
16079566,Q10892941,Geography.Regions.Asia.East_Asia,1.0,Referendums_in_Taiwan,enwiki,9.0,Midterm US election
16079566,Q10892941,Geography.Regions.Asia.Asia*,1.0,Referendums_in_Taiwan,enwiki,9.0,Midterm US election
16079566,Q10892941,History_and_Society.Politics_and_government,0.91,Referendums_in_Taiwan,enwiki,9.0,Midterm US election
47634312,Q20902179,Culture.Biography.Biography*,1.0,Shaquell_Moore,enwiki,11.0,Football
47634312,Q20902179,Culture.Sports,1.0,Shaquell_Moore,enwiki,11.0,Football
22485568,Q5244140,Culture.Biography.Biography*,1.0,DeVone_Claybrooks,enwiki,2.0,Canadian Football
22485568,Q5244140,Culture.Sports,1.0,DeVone_Claybrooks,enwiki,2.0,Canadian Football
22485568,Q5244140,Geography.Regions.Americas.North_America,0.75,DeVone_Claybrooks,enwiki,2.0,Canadian Football
5590290,Q721256,Culture.Biography.Biography*,1.0,Nigel_Green,enwiki,3.0,The Lion King Announcement
14531758,Q2444870,Culture.Biography.Biography*,0.99,Sebastián_Blanco,enwiki,11.0,Football
14531758,Q2444870,Culture.Sports,0.95,Sebastián_Blanco,enwiki,11.0,Football
14531758,Q2444870,Geography.Regions.Americas.South_America,0.65,Sebastián_Blanco,enwiki,11.0,Football
30873392,Q579691,Culture.Sports,1.0,Heidi_Game,enwiki,2.0,Canadian Football
30873392,Q579691,Geography.Regions.Americas.North_America,0.96,Heidi_Game,enwiki,2.0,Canadian Football
4647324,Q715348,Culture.Biography.Biography*,1.0,Stuart_Baxter,enwiki,11.0,Football
4647324,Q715348,Culture.Sports,1.0,Stuart_Baxter,enwiki,11.0,Football
2227311,Q2420210,Culture.Media.Media*,0.93,Golden_Age_of_Science_Fiction,enwiki,3.0,The Lion King Announcement
2227311,Q2420210,History_and_Society.History,0.79,Golden_Age_of_Science_Fiction,enwiki,3.0,The Lion King Announcement
2227311,Q2420210,Geography.Regions.Europe.Europe*,0.52,Golden_Age_of_Science_Fiction,enwiki,3.0,The Lion King Announcement
35001917,Q7387719,Culture.Biography.Biography*,0.99,S._Narayan,enwiki,3.0,The Lion King Announcement
35001917,Q7387719,Geography.Regions.Asia.South_Asia,0.92,S._Narayan,enwiki,3.0,The Lion King Announcement
35001917,Q7387719,Geography.Regions.Asia.Asia*,0.82,S._Narayan,enwiki,3.0,The Lion King Announcement
44205977,Q18387748,Culture.Sports,1.0,Kentucky_Wildcats_football_statistical_leaders,enwiki,2.0,Canadian Football
44205977,Q18387748,Geography.Regions.Americas.North_America,0.94,Kentucky_Wildcats_football_statistical_leaders,enwiki,2.0,Canadian Football
42558145,Q16836329,Geography.Regions.Asia.South_Asia,0.98,ATK_(football_club),enwiki,11.0,Football
42558145,Q16836329,Culture.Sports,0.97,ATK_(football_club),enwiki,11.0,Football
42558145,Q16836329,Geography.Regions.Asia.Asia*,0.96,ATK_(football_club),enwiki,11.0,Football
145645,Q1393843,Culture.Biography.Biography*,1.0,Monty_Woolley,enwiki,3.0,The Lion King Announcement
145645,Q1393843,Geography.Regions.Americas.North_America,0.62,Monty_Woolley,enwiki,3.0,The Lion King Announcement
1852603,Q5292831,Culture.Biography.Biography*,0.99,Don_James_(American_football),enwiki,2.0,Canadian Football
1852603,Q5292831,Culture.Sports,0.97,Don_James_(American_football),enwiki,2.0,Canadian Football
1852603,Q5292831,Geography.Regions.Americas.North_America,0.62,Don_James_(American_football),enwiki,2.0,Canadian Football
20400055,Q5106333,Culture.Biography.Biography*,0.99,Chris_Cuthbert,enwiki,2.0,Canadian Football
20400055,Q5106333,Culture.Sports,0.99,Chris_Cuthbert,enwiki,2.0,Canadian Football
20400055,Q5106333,Geography.Regions.Americas.North_America,0.78,Chris_Cuthbert,enwiki,2.0,Canadian Football
38992487,Q14561874,Geography.Regions.Asia.East_Asia,0.98,Moranbong_Band,enwiki,0.0,Irish Rubgy Championship
38992487,Q14561874,Geography.Regions.Asia.Asia*,0.9,Moranbong_Band,enwiki,0.0,Irish Rubgy Championship
38992487,Q14561874,Culture.Biography.Biography*,0.75,Moranbong_Band,enwiki,0.0,Irish Rubgy Championship
38992487,Q14561874,Culture.Media.Media*,0.6,Moranbong_Band,enwiki,0.0,Irish Rubgy Championship
38992487,Q14561874,Culture.Media.Music,0.55,Moranbong_Band,enwiki,0.0,Irish Rubgy Championship
17867829,Q531635,Geography.Regions.Americas.South_America,0.97,Copa_Argentina,enwiki,11.0,Football
17867829,Q531635,Culture.Sports,0.79,Copa_Argentina,enwiki,11.0,Football
4392663,Q3857360,Culture.Biography.Biography*,0.99,Mike_Brey,enwiki,1.0,~~News Items~~ 
4392663,Q3857360,Culture.Sports,0.99,Mike_Brey,enwiki,1.0,~~News Items~~ 
895015,Q2600794,Culture.Biography.Biography*,0.97,Erik_Björnsson,enwiki,4.0,Viking (in England)*
895015,Q2600794,History_and_Society.History,0.87,Erik_Björnsson,enwiki,4.0,Viking (in England)*
611323,Q60080,Culture.Biography.Biography*,0.99,Wilhelm_Dilthey,enwiki,5.0,Cambodian Genocide Sentence
611323,Q60080,Culture.Philosophy_and_religion,0.75,Wilhelm_Dilthey,enwiki,5.0,Cambodian Genocide Sentence
611323,Q60080,Geography.Regions.Europe.Western_Europe,0.66,Wilhelm_Dilthey,enwiki,5.0,Cambodian Genocide Sentence
611323,Q60080,Geography.Regions.Europe.Europe*,0.64,Wilhelm_Dilthey,enwiki,5.0,Cambodian Genocide Sentence
29868391,Q5771590,Culture.Sports,1.0,2022_FIFA_World_Cup_qualification,enwiki,11.0,Football
41387411,Q16234193,Culture.Biography.Biography*,1.0,Telvin_Smith,enwiki,2.0,Canadian Football
41387411,Q16234193,Culture.Sports,0.98,Telvin_Smith,enwiki,2.0,Canadian Football
21506637,Q7191860,Geography.Regions.Asia.East_Asia,0.96,Piercing_(novel),enwiki,3.0,The Lion King Announcement
21506637,Q7191860,Culture.Literature,0.94,Piercing_(novel),enwiki,3.0,The Lion King Announcement
21506637,Q7191860,Geography.Regions.Asia.Asia*,0.93,Piercing_(novel),enwiki,3.0,The Lion King Announcement
21506637,Q7191860,Culture.Media.Media*,0.86,Piercing_(novel),enwiki,3.0,The Lion King Announcement
21506637,Q7191860,Culture.Media.Books,0.85,Piercing_(novel),enwiki,3.0,The Lion King Announcement
42754047,Q16971075,Culture.Sports,0.98,2014–15_NCAA_football_bowl_games,enwiki,2.0,Canadian Football
27316155,Q271683,Culture.Biography.Biography*,1.0,Rehman_Chishti,enwiki,10.0,Victoria election (Autralia)
27316155,Q271683,History_and_Society.Politics_and_government,0.96,Rehman_Chishti,enwiki,10.0,Victoria election (Autralia)
27316155,Q271683,Geography.Regions.Europe.Europe*,0.92,Rehman_Chishti,enwiki,10.0,Victoria election (Autralia)
27316155,Q271683,Geography.Regions.Europe.Northern_Europe,0.92,Rehman_Chishti,enwiki,10.0,Victoria election (Autralia)
50924329,Q24886391,Culture.Sports,0.91,2018_World_Surf_League,enwiki,0.0,Irish Rubgy Championship
1232571,Q2488301,Geography.Regions.Americas.North_America,1.0,Taconic_State_Parkway,enwiki,9.0,Midterm US election
1940533,Q2016342,Culture.Media.Media*,0.99,"Oh,_God!_(film)",enwiki,3.0,The Lion King Announcement
1940533,Q2016342,Culture.Media.Films,0.98,"Oh,_God!_(film)",enwiki,3.0,The Lion King Announcement
92729,Q1187356,Culture.Sports,1.0,Match_play,enwiki,3.0,The Lion King Announcement
84137,Q272148,Culture.Biography.Biography*,0.99,Æthelbald_of_Mercia,enwiki,4.0,Viking (in England)*
84137,Q272148,Geography.Regions.Europe.Northern_Europe,0.64,Æthelbald_of_Mercia,enwiki,4.0,Viking (in England)*
1901979,Q3555083,Culture.Sports,0.95,Vaught–Hemingway_Stadium,enwiki,2.0,Canadian Football
1901979,Q3555083,Geography.Regions.Americas.North_America,0.8,Vaught–Hemingway_Stadium,enwiki,2.0,Canadian Football
41908353,Q15726261,Geography.Regions.Asia.Southeast_Asia,1.0,Korrakot_Wiriyaudomsiri,enwiki,11.0,Football
41908353,Q15726261,Geography.Regions.Asia.Asia*,1.0,Korrakot_Wiriyaudomsiri,enwiki,11.0,Football
41908353,Q15726261,Culture.Biography.Biography*,1.0,Korrakot_Wiriyaudomsiri,enwiki,11.0,Football
41908353,Q15726261,Culture.Sports,1.0,Korrakot_Wiriyaudomsiri,enwiki,11.0,Football
1123401,Q3061477,Culture.Biography.Biography*,0.99,Everett_Rogers,enwiki,5.0,Cambodian Genocide Sentence
1123401,Q3061477,Geography.Regions.Americas.North_America,0.6,Everett_Rogers,enwiki,5.0,Cambodian Genocide Sentence
1369859,Q946210,Culture.Biography.Biography*,1.0,Leo_Genn,enwiki,3.0,The Lion King Announcement
44222023,Q18348729,Culture.Sports,1.0,2015_Green_Bay_Packers_season,enwiki,2.0,Canadian Football
44222023,Q18348729,Geography.Regions.Americas.North_America,0.92,2015_Green_Bay_Packers_season,enwiki,2.0,Canadian Football
593854,Q255800,Culture.Biography.Biography*,1.0,Susan_Peters,enwiki,3.0,The Lion King Announcement
593854,Q255800,Culture.Biography.Women,0.99,Susan_Peters,enwiki,3.0,The Lion King Announcement
593854,Q255800,Geography.Regions.Americas.North_America,0.74,Susan_Peters,enwiki,3.0,The Lion King Announcement
593854,Q255800,History_and_Society.History,0.67,Susan_Peters,enwiki,3.0,The Lion King Announcement
424550,Q3510577,STEM.Earth_and_environment,1.0,2001_Nisqually_earthquake,enwiki,9.0,Midterm US election
424550,Q3510577,STEM.STEM*,1.0,2001_Nisqually_earthquake,enwiki,9.0,Midterm US election
424550,Q3510577,Geography.Regions.Americas.North_America,0.51,2001_Nisqually_earthquake,enwiki,9.0,Midterm US election
1699446,Q116004,History_and_Society.Military_and_warfare,0.9,Battle_of_Shipka_Pass,enwiki,6.0,Ukraine
1699446,Q116004,Geography.Regions.Europe.Eastern_Europe,0.89,Battle_of_Shipka_Pass,enwiki,6.0,Ukraine
1699446,Q116004,Geography.Regions.Europe.Europe*,0.83,Battle_of_Shipka_Pass,enwiki,6.0,Ukraine
1699446,Q116004,Geography.Regions.Asia.Asia*,0.74,Battle_of_Shipka_Pass,enwiki,6.0,Ukraine
9073612,Q2176788,Culture.Media.Films,0.99,The_Criminal_(1960_film),enwiki,3.0,The Lion King Announcement
9073612,Q2176788,Culture.Media.Media*,0.99,The_Criminal_(1960_film),enwiki,3.0,The Lion King Announcement
52288352,Q44131621,Culture.Sports,1.0,MLS_Cup_2017,enwiki,11.0,Football
52288352,Q44131621,Geography.Regions.Americas.North_America,0.96,MLS_Cup_2017,enwiki,11.0,Football
1439488,Q3846713,Culture.Biography.Biography*,1.0,Marcus_Trufant,enwiki,2.0,Canadian Football
1439488,Q3846713,Culture.Sports,0.99,Marcus_Trufant,enwiki,2.0,Canadian Football
1439488,Q3846713,Geography.Regions.Americas.North_America,0.85,Marcus_Trufant,enwiki,2.0,Canadian Football
58664028,Q5877759,Geography.Regions.Asia.Asia*,0.95,Shahdiz,enwiki,6.0,Ukraine
58664028,Q5877759,Geography.Regions.Asia.West_Asia,0.91,Shahdiz,enwiki,6.0,Ukraine
58664028,Q5877759,History_and_Society.Military_and_warfare,0.74,Shahdiz,enwiki,6.0,Ukraine
183184,Q2023476,Geography.Regions.Europe.Europe*,0.74,"Denton,_Greater_Manchester",enwiki,7.0,Killing in Andaman Islands 
183184,Q2023476,Geography.Geographical,0.59,"Denton,_Greater_Manchester",enwiki,7.0,Killing in Andaman Islands 
183184,Q2023476,Geography.Regions.Europe.Northern_Europe,0.52,"Denton,_Greater_Manchester",enwiki,7.0,Killing in Andaman Islands 
378212,Q20725526,History_and_Society.History,0.86,Obverse_and_reverse,enwiki,1.0,~~News Items~~ 
6419206,Q3136306,Culture.Sports,1.0,Toi_Cook,enwiki,2.0,Canadian Football
6419206,Q3136306,Culture.Biography.Biography*,1.0,Toi_Cook,enwiki,2.0,Canadian Football
6419206,Q3136306,Geography.Regions.Americas.North_America,0.64,Toi_Cook,enwiki,2.0,Canadian Football
25776236,Q980958,Culture.Biography.Biography*,1.0,Georgina_Bloomberg,enwiki,8.0,Space missions
25776236,Q980958,Culture.Biography.Women,0.7,Georgina_Bloomberg,enwiki,8.0,Space missions
478744,Q3573,History_and_Society.Society,1.0,Rostov_Oblast,enwiki,6.0,Ukraine
478744,Q3573,Geography.Regions.Asia.North_Asia,0.7,Rostov_Oblast,enwiki,6.0,Ukraine
478744,Q3573,Geography.Regions.Europe.Eastern_Europe,0.62,Rostov_Oblast,enwiki,6.0,Ukraine
41357016,Q25346317,Culture.Media.Music,1.0,Heaven_(Beyoncé_song),enwiki,3.0,The Lion King Announcement
41357016,Q25346317,Culture.Media.Media*,1.0,Heaven_(Beyoncé_song),enwiki,3.0,The Lion King Announcement
31059802,Q2364249,Culture.Biography.Biography*,0.96,Rui_Vitória,enwiki,6.0,Ukraine
31059802,Q2364249,Culture.Sports,0.68,Rui_Vitória,enwiki,6.0,Ukraine
41920926,Q3271480,Culture.Sports,0.99,Aidil_Zafuan,enwiki,11.0,Football
41920926,Q3271480,Culture.Biography.Biography*,0.99,Aidil_Zafuan,enwiki,11.0,Football
57652442,Q55631816,Culture.Biography.Biography*,0.98,Robert_Foster_(American_football),enwiki,2.0,Canadian Football
57652442,Q55631816,Culture.Sports,0.93,Robert_Foster_(American_football),enwiki,2.0,Canadian Football
6561740,Q5593334,Culture.Sports,1.0,Joe_Germaine,enwiki,2.0,Canadian Football
6561740,Q5593334,Culture.Biography.Biography*,1.0,Joe_Germaine,enwiki,2.0,Canadian Football
6561740,Q5593334,Geography.Regions.Americas.North_America,0.66,Joe_Germaine,enwiki,2.0,Canadian Football
413018,Q888069,Culture.Biography.Biography*,1.0,Bob_Livingston,enwiki,1.0,~~News Items~~ 
413018,Q888069,History_and_Society.Politics_and_government,0.97,Bob_Livingston,enwiki,1.0,~~News Items~~ 
413018,Q888069,Geography.Regions.Americas.North_America,0.9,Bob_Livingston,enwiki,1.0,~~News Items~~ 
57991880,Q55752825,Culture.Media.Television,1.0,Kazakhstan_in_the_Junior_Eurovision_Song_Contest,enwiki,6.0,Ukraine
57991880,Q55752825,Culture.Media.Media*,1.0,Kazakhstan_in_the_Junior_Eurovision_Song_Contest,enwiki,6.0,Ukraine
57991880,Q55752825,Geography.Regions.Asia.Central_Asia,0.98,Kazakhstan_in_the_Junior_Eurovision_Song_Contest,enwiki,6.0,Ukraine
57991880,Q55752825,Geography.Regions.Asia.Asia*,0.97,Kazakhstan_in_the_Junior_Eurovision_Song_Contest,enwiki,6.0,Ukraine
18697910,Q2818734,Geography.Regions.Americas.North_America,1.0,98th_Grey_Cup,enwiki,2.0,Canadian Football
18697910,Q2818734,Culture.Sports,1.0,98th_Grey_Cup,enwiki,2.0,Canadian Football
8617558,Q1518043,Geography.Regions.Asia.Southeast_Asia,0.99,Coco_Islands,enwiki,7.0,Killing in Andaman Islands 
8617558,Q1518043,Geography.Regions.Asia.Asia*,0.99,Coco_Islands,enwiki,7.0,Killing in Andaman Islands 
8617558,Q1518043,Geography.Geographical,0.53,Coco_Islands,enwiki,7.0,Killing in Andaman Islands 
58783220,Q333490,Geography.Regions.Africa.Africa*,0.99,Eswatini_national_football_team,enwiki,11.0,Football
1212508,Q333490,Geography.Regions.Africa.Africa*,0.99,Eswatini_national_football_team,enwiki,11.0,Football
58783220,Q333490,Culture.Sports,0.81,Eswatini_national_football_team,enwiki,11.0,Football
1212508,Q333490,Culture.Sports,0.81,Eswatini_national_football_team,enwiki,11.0,Football
3485361,Q316733,Culture.Sports,1.0,Paulo_Bento,enwiki,11.0,Football
3485361,Q316733,Culture.Biography.Biography*,0.97,Paulo_Bento,enwiki,11.0,Football
3485361,Q316733,Geography.Regions.Europe.Europe*,0.9,Paulo_Bento,enwiki,11.0,Football
3485361,Q316733,Geography.Regions.Europe.Southern_Europe,0.84,Paulo_Bento,enwiki,11.0,Football
56244479,Q47101126,Culture.Sports,1.0,Tim_Settle,enwiki,2.0,Canadian Football
56244479,Q47101126,Culture.Biography.Biography*,0.99,Tim_Settle,enwiki,2.0,Canadian Football
56244479,Q47101126,Geography.Regions.Americas.North_America,0.77,Tim_Settle,enwiki,2.0,Canadian Football
374699,Q201833,Geography.Regions.Americas.North_America,0.72,Half_dollar_(United_States_coin),enwiki,1.0,~~News Items~~ 
34285249,Q6877235,Culture.Media.Films,1.0,Miss_Pacific_Fleet,enwiki,3.0,The Lion King Announcement
34285249,Q6877235,Culture.Media.Media*,1.0,Miss_Pacific_Fleet,enwiki,3.0,The Lion King Announcement
2622639,Q1754652,Culture.Media.Media*,1.0,Iceman_(1984_film),enwiki,12.0,Bernardo Bertolucci death
2622639,Q1754652,Culture.Media.Films,1.0,Iceman_(1984_film),enwiki,12.0,Bernardo Bertolucci death
51385658,Q1777326,Geography.Regions.Americas.South_America,0.99,Argentine_Navy,enwiki,1.0,~~News Items~~ 
490409,Q1777326,Geography.Regions.Americas.South_America,0.99,Argentine_Navy,enwiki,1.0,~~News Items~~ 
51385658,Q1777326,History_and_Society.Military_and_warfare,0.97,Argentine_Navy,enwiki,1.0,~~News Items~~ 
490409,Q1777326,History_and_Society.Military_and_warfare,0.97,Argentine_Navy,enwiki,1.0,~~News Items~~ 
1291763,Q624538,Culture.Media.Music,0.99,Jawbreaker_(band),enwiki,9.0,Midterm US election
1291763,Q624538,Culture.Media.Media*,0.98,Jawbreaker_(band),enwiki,9.0,Midterm US election
1291763,Q624538,Culture.Biography.Biography*,0.97,Jawbreaker_(band),enwiki,9.0,Midterm US election
1291763,Q624538,Geography.Regions.Americas.North_America,0.75,Jawbreaker_(band),enwiki,9.0,Midterm US election
32850821,Q3813258,Culture.Biography.Biography*,1.0,Sara_Sidner,enwiki,9.0,Midterm US election
32850821,Q3813258,Culture.Media.Media*,0.58,Sara_Sidner,enwiki,9.0,Midterm US election
32850821,Q3813258,Culture.Biography.Women,0.52,Sara_Sidner,enwiki,9.0,Midterm US election
119223,Q2058437,Geography.Regions.Americas.North_America,1.0,"Chelsea,_Michigan",enwiki,3.0,The Lion King Announcement
119223,Q2058437,Geography.Geographical,0.91,"Chelsea,_Michigan",enwiki,3.0,The Lion King Announcement
1641893,Q2636981,Culture.Biography.Biography*,1.0,Joy_Behar,enwiki,9.0,Midterm US election
1641893,Q2636981,Culture.Literature,0.96,Joy_Behar,enwiki,9.0,Midterm US election
1641893,Q2636981,Culture.Biography.Women,0.62,Joy_Behar,enwiki,9.0,Midterm US election
1321053,Q331926,Culture.Sports,1.0,Liam_Ridgewell,enwiki,11.0,Football
1321053,Q331926,Culture.Biography.Biography*,1.0,Liam_Ridgewell,enwiki,11.0,Football
1321053,Q331926,Geography.Regions.Europe.Northern_Europe,0.52,Liam_Ridgewell,enwiki,11.0,Football
1321053,Q331926,Geography.Regions.Europe.Europe*,0.51,Liam_Ridgewell,enwiki,11.0,Football
2637557,Q4665339,Culture.Biography.Biography*,1.0,Abdul_Ghani_Lone,enwiki,6.0,Ukraine
2637557,Q4665339,Geography.Regions.Asia.Asia*,0.61,Abdul_Ghani_Lone,enwiki,6.0,Ukraine
2523967,Q7599806,Culture.Biography.Biography*,1.0,Stanley_Morgan,enwiki,2.0,Canadian Football
2523967,Q7599806,Culture.Sports,0.98,Stanley_Morgan,enwiki,2.0,Canadian Football
2523967,Q7599806,Geography.Regions.Americas.North_America,0.59,Stanley_Morgan,enwiki,2.0,Canadian Football
21236747,Q10998459,Culture.Biography.Biography*,0.99,Tara_(Kannada_actress),enwiki,3.0,The Lion King Announcement
21236747,Q10998459,Culture.Biography.Women,0.97,Tara_(Kannada_actress),enwiki,3.0,The Lion King Announcement
21236747,Q10998459,Geography.Regions.Asia.South_Asia,0.94,Tara_(Kannada_actress),enwiki,3.0,The Lion King Announcement
21236747,Q10998459,Geography.Regions.Asia.Asia*,0.89,Tara_(Kannada_actress),enwiki,3.0,The Lion King Announcement
56982575,Q54869750,Culture.Media.Media*,1.0,Production_of_Sense8,enwiki,9.0,Midterm US election
56982575,Q54869750,Culture.Media.Films,1.0,Production_of_Sense8,enwiki,9.0,Midterm US election
6648785,Q5278507,Culture.Biography.Biography*,0.99,Dino_Ebel,enwiki,2.0,Canadian Football
6648785,Q5278507,Culture.Sports,0.94,Dino_Ebel,enwiki,2.0,Canadian Football
2253929,Q352959,Culture.Biography.Biography*,1.0,Seymour_Martin_Lipset,enwiki,5.0,Cambodian Genocide Sentence
2253929,Q352959,Geography.Regions.Americas.North_America,0.57,Seymour_Martin_Lipset,enwiki,5.0,Cambodian Genocide Sentence
50547135,Q24084667,Culture.Biography.Biography*,0.99,Scott_McKenna,enwiki,11.0,Football
50547135,Q24084667,Culture.Sports,0.79,Scott_McKenna,enwiki,11.0,Football
37076719,Q3466996,Culture.Biography.Biography*,1.0,Eric_Swalwell,enwiki,8.0,Space missions
37076719,Q3466996,History_and_Society.Politics_and_government,0.96,Eric_Swalwell,enwiki,8.0,Space missions
37076719,Q3466996,Geography.Regions.Americas.North_America,0.84,Eric_Swalwell,enwiki,8.0,Space missions
46194351,Q19661792,Culture.Biography.Biography*,0.99,Wílmar_Barrios,enwiki,11.0,Football
46194351,Q19661792,Culture.Sports,0.93,Wílmar_Barrios,enwiki,11.0,Football
46194351,Q19661792,Geography.Regions.Americas.South_America,0.77,Wílmar_Barrios,enwiki,11.0,Football
52337175,Q28448909,Culture.Sports,0.99,2017–18_UEFA_Youth_League,enwiki,6.0,Ukraine
6673634,Q7293154,Culture.Biography.Biography*,0.99,Ranjit_Chowdhry,enwiki,1.0,~~News Items~~ 
6673634,Q7293154,Geography.Regions.Asia.Asia*,0.92,Ranjit_Chowdhry,enwiki,1.0,~~News Items~~ 
6673634,Q7293154,Geography.Regions.Asia.South_Asia,0.91,Ranjit_Chowdhry,enwiki,1.0,~~News Items~~ 
768668,Q1141458,Geography.Regions.Africa.Africa*,0.99,Cape_Verde_hurricane,enwiki,1.0,~~News Items~~ 
768668,Q1141458,STEM.Earth_and_environment,0.97,Cape_Verde_hurricane,enwiki,1.0,~~News Items~~ 
768668,Q1141458,STEM.STEM*,0.92,Cape_Verde_hurricane,enwiki,1.0,~~News Items~~ 
4592140,Q2419016,Geography.Regions.Asia.South_Asia,1.0,Narowal_District,enwiki,6.0,Ukraine
4592140,Q2419016,Geography.Regions.Asia.Asia*,1.0,Narowal_District,enwiki,6.0,Ukraine
306678,Q295834,Culture.Biography.Biography*,0.99,Jean-Pierre_Léaud,enwiki,12.0,Bernardo Bertolucci death
306678,Q295834,Geography.Regions.Europe.Europe*,0.67,Jean-Pierre_Léaud,enwiki,12.0,Bernardo Bertolucci death
7119804,Q3821468,Culture.Media.Films,0.99,Blonde_Crazy,enwiki,3.0,The Lion King Announcement
7119804,Q3821468,Culture.Media.Media*,0.99,Blonde_Crazy,enwiki,3.0,The Lion King Announcement
6519772,Q7613579,Culture.Biography.Biography*,1.0,Steve_Pelluer,enwiki,2.0,Canadian Football
6519772,Q7613579,Culture.Sports,1.0,Steve_Pelluer,enwiki,2.0,Canadian Football
6519772,Q7613579,Geography.Regions.Americas.North_America,0.77,Steve_Pelluer,enwiki,2.0,Canadian Football
54360,Q299149,Culture.Biography.Biography*,1.0,Frank_Drake,enwiki,8.0,Space missions
54360,Q299149,STEM.STEM*,0.95,Frank_Drake,enwiki,8.0,Space missions
54360,Q299149,STEM.Space,0.93,Frank_Drake,enwiki,8.0,Space missions
54360,Q299149,STEM.Physics,0.59,Frank_Drake,enwiki,8.0,Space missions
5134674,Q2915664,Culture.Sports,1.0,Jay_Schroeder,enwiki,2.0,Canadian Football
5134674,Q2915664,Culture.Biography.Biography*,1.0,Jay_Schroeder,enwiki,2.0,Canadian Football
5134674,Q2915664,Geography.Regions.Americas.North_America,0.96,Jay_Schroeder,enwiki,2.0,Canadian Football
10410782,Q2262141,Culture.Media.Music,1.0,Sean_Combs_discography,enwiki,11.0,Football
10410782,Q2262141,Culture.Media.Media*,0.99,Sean_Combs_discography,enwiki,11.0,Football
49014488,Q22078120,Culture.Biography.Biography*,0.98,Alex_Singleton_(linebacker),enwiki,2.0,Canadian Football
49014488,Q22078120,Culture.Sports,0.97,Alex_Singleton_(linebacker),enwiki,2.0,Canadian Football
852564,Q508942,History_and_Society.History,0.93,List_of_monarchs_of_Mercia,enwiki,4.0,Viking (in England)*
852564,Q508942,Geography.Regions.Europe.Northern_Europe,0.86,List_of_monarchs_of_Mercia,enwiki,4.0,Viking (in England)*
852564,Q508942,History_and_Society.Politics_and_government,0.81,List_of_monarchs_of_Mercia,enwiki,4.0,Viking (in England)*
852564,Q508942,Geography.Regions.Europe.Europe*,0.74,List_of_monarchs_of_Mercia,enwiki,4.0,Viking (in England)*
19814870,Q7041229,Culture.Media.Media*,0.99,Nite_and_Day,enwiki,11.0,Football
19814870,Q7041229,Culture.Media.Music,0.99,Nite_and_Day,enwiki,11.0,Football
6832008,Q382529,Culture.Biography.Biography*,1.0,Mark_Sandrich,enwiki,3.0,The Lion King Announcement
42281946,Q16235170,Culture.Biography.Biography*,0.99,Xavier_Grimble,enwiki,2.0,Canadian Football
42281946,Q16235170,Culture.Sports,0.93,Xavier_Grimble,enwiki,2.0,Canadian Football
38981338,Q16240161,Culture.Biography.Biography*,0.99,Jordan_Jansen,enwiki,12.0,Bernardo Bertolucci death
38981338,Q16240161,Geography.Regions.Oceania,0.94,Jordan_Jansen,enwiki,12.0,Bernardo Bertolucci death
44059956,Q18357533,Culture.Biography.Biography*,1.0,Shane_Ray,enwiki,2.0,Canadian Football
44059956,Q18357533,Culture.Sports,0.98,Shane_Ray,enwiki,2.0,Canadian Football
284969,Q9275354,Culture.Biography.Biography*,1.0,Graeme_Gibson,enwiki,9.0,Midterm US election
284969,Q9275354,Culture.Literature,0.62,Graeme_Gibson,enwiki,9.0,Midterm US election
38182167,Q4629920,Culture.Sports,1.0,2013_Texas_Tech_Red_Raiders_football_team,enwiki,2.0,Canadian Football
38182167,Q4629920,Geography.Regions.Americas.North_America,0.97,2013_Texas_Tech_Red_Raiders_football_team,enwiki,2.0,Canadian Football
