,Label,Id,Degree,modularity_class,betweenesscentrality
206,Аэропорт,206,3,11,5155.223034422097
330,Жидкое_стекло,330,1,0,0.0
460,Атум,460,16,18,4033.831348928102
578,"Хонеккер,_Эрих",578,2,4,13470.118433043835
657,"Яблочков,_Павел_Николаевич",657,2,13,8014.509121398512
1023,"Литвинов,_Максим_Максимович",1023,2,9,7508.0
1090,Тегеран-43,1090,3,3,2985.615893035207
1100,"Алов,_Александр_Александрович",1100,4,3,13265.76614661486
1244,"Юм,_Дэвид",1244,1,4,0.0
1640,"Черкасов,_Николай_Константинович",1640,3,3,4345.835181434266
1644,"Чирков,_Борис_Петрович",1644,4,5,20074.486482358043
2477,"Антоник,_Владимир_Владимирович",2477,25,8,358584.84466912656
2599,"Ильюшин,_Сергей_Владимирович",2599,4,11,12679.882758421567
2667,Науру,2667,3,23,31392.394568263335
2747,"Полтавченко,_Георгий_Сергеевич",2747,6,9,20878.775994722404
2768,Коморы,2768,7,4,44525.578069351046
4228,Диоксид_углерода,4228,11,6,31637.70821561233
4548,Церковь_адвентистов_седьмого_дня,4548,3,22,7509.0
5380,"Яковлев,_Владимир_Анатольевич",5380,4,9,5603.939429397147
5683,Тест_Тьюринга,5683,2,9,7508.0
6246,Абу-Симбел,6246,3,18,3755.0
6393,"Беляев,_Павел_Иванович",6393,2,22,3928.4046264407357
7139,"Савицкая,_Светлана_Евгеньевна",7139,2,22,7314.316995803382
7618,Эрмитаж_(значения),7618,1,4,0.0
7891,"Шарапова,_Мария_Юрьевна",7891,17,19,67590.6196539458
8266,Сублимация_(физика),8266,3,6,10759.033904488248
8790,Триасовый_период,8790,10,8,33204.46091333026
9158,Алсу,9158,3,8,13865.015540393184
9319,"Салазар,_Антониу_ди",9319,1,13,0.0
9360,Полиграфия,9360,4,11,20260.60997784741
9791,Пепелац,9791,3,7,5951.183238039915
9838,Чусовая,9838,5,6,159611.32728187807
10635,Орбита,10635,3,23,52625.185533193755
10811,Евразийство,10811,1,9,0.0
11306,Криптозоология,11306,1,8,0.0
11553,Орбитальная_станция,11553,4,23,67440.43553319368
11842,Бензпирен,11842,1,6,0.0
12208,"Вольта,_Алессандро",12208,1,4,0.0
12325,Удельная_теплота_плавления,12325,3,6,17.007533539731682
12734,Бета-частица,12734,6,6,30366.857587583687
13139,Тепловой_двигатель,13139,1,0,0.0
13330,"Летов,_Егор",13330,7,5,22510.0
13627,Теллур,13627,3,6,1116.8024684902118
13996,Мценск,13996,3,4,24121.140081703812
14000,Люксембургский_язык,14000,2,4,13654.05073137058
14030,Коммунизм_(группа),14030,4,5,1.0
14036,Егор_и_опизденевшие,14036,3,5,0.0
14617,"Ушаков,_Фёдор_Фёдорович",14617,12,3,63798.58757450378
14655,"Нестеров,_Пётр_Николаевич",14655,2,4,3755.0
14822,"Родина_(партия,_Россия)",14822,2,7,3755.0
14918,PvP,14918,1,3,0.0
14922,"Добро_пожаловать,_или_Посторонним_вход_воспрещён",14922,6,3,93153.39683187433
15401,Тахион,15401,2,6,3755.0
16380,"Лосев,_Алексей_Фёдорович",16380,1,23,0.0
16678,Флаг_Франции,16678,3,4,7509.0
17148,Максим_Перепелица,17148,3,3,16975.047893331117
17445,"Судаев,_Алексей_Иванович",17445,3,15,6053.44759589153
