,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views
0,3.0,750.0,"Домье, Оноре",0.9964163899421692,Q187506,Culture.Biography.Biography*,1854.0,2.0,2849.0
1,3.0,750.0,"Домье, Оноре",0.7606606483459473,Q187506,Culture.Visual_arts.Visual_arts*,1854.0,2.0,2849.0
2,3.0,750.0,"Домье, Оноре",0.0991983880996704,Q187506,Geography.Regions.Europe.Europe*,1854.0,2.0,2849.0
3,3.0,750.0,"Домье, Оноре",0.09167657995224,Q187506,Geography.Regions.Europe.Western_Europe,1854.0,2.0,2849.0
4,1.0,801.0,"Арбатова, Мария Ивановна",0.9972950220108032,Q4068646,Culture.Biography.Biography*,0.0,5.0,1404.0
5,1.0,801.0,"Арбатова, Мария Ивановна",0.6992644667625427,Q4068646,History_and_Society.Society,0.0,5.0,1404.0
6,1.0,801.0,"Арбатова, Мария Ивановна",0.6723417043685913,Q4068646,Culture.Biography.Women,0.0,5.0,1404.0
7,1.0,801.0,"Арбатова, Мария Ивановна",0.4610267877578736,Q4068646,Culture.Literature,0.0,5.0,1404.0
8,1.0,801.0,"Арбатова, Мария Ивановна",0.16886694729328156,Q4068646,Culture.Media.Media*,0.0,5.0,1404.0
9,1.0,801.0,"Арбатова, Мария Ивановна",0.0,Q4068646,Geography.Regions.Asia.Asia*,0.0,5.0,1404.0
10,1.0,801.0,"Арбатова, Мария Ивановна",0.0,Q4068646,Geography.Regions.Europe.Europe*,0.0,5.0,1404.0
11,1.0,801.0,"Арбатова, Мария Ивановна",0.0,Q4068646,Geography.Regions.Europe.Eastern_Europe,0.0,5.0,1404.0
12,1.0,1100.0,"Алов, Александр Александрович",0.9855064153671264,Q2359384,Culture.Biography.Biography*,0.0,4.0,1789.0
13,1.0,1100.0,"Алов, Александр Александрович",0.8354935646057129,Q2359384,History_and_Society.Military_and_warfare,0.0,4.0,1789.0
14,1.0,1100.0,"Алов, Александр Александрович",0.3624016513824463,Q2359384,Geography.Regions.Asia.North_Asia,0.0,4.0,1789.0
15,1.0,1100.0,"Алов, Александр Александрович",0.338743971824646,Q2359384,Geography.Regions.Europe.Europe*,0.0,4.0,1789.0
16,1.0,1100.0,"Алов, Александр Александрович",0.2869412174224853,Q2359384,Geography.Regions.Europe.Eastern_Europe,0.0,4.0,1789.0
17,1.0,1100.0,"Алов, Александр Александрович",0.1732981950044632,Q2359384,History_and_Society.Society,0.0,4.0,1789.0
18,1.0,1100.0,"Алов, Александр Александрович",0.15742753648757934,Q2359384,Geography.Regions.Asia.Asia*,0.0,4.0,1789.0
19,2.0,1644.0,"Чирков, Борис Петрович",0.9969346523284912,Q584450,Culture.Biography.Biography*,7393.975790946604,12.0,2101.0
20,2.0,1644.0,"Чирков, Борис Петрович",0.6224693655967712,Q584450,History_and_Society.Military_and_warfare,7393.975790946604,12.0,2101.0
21,2.0,1644.0,"Чирков, Борис Петрович",0.287777841091156,Q584450,History_and_Society.Society,7393.975790946604,12.0,2101.0
22,2.0,1644.0,"Чирков, Борис Петрович",0.2120788097381592,Q584450,History_and_Society.History,7393.975790946604,12.0,2101.0
23,2.0,1644.0,"Чирков, Борис Петрович",0.2047950496673584,Q584450,Geography.Regions.Asia.Asia*,7393.975790946604,12.0,2101.0
24,2.0,1644.0,"Чирков, Борис Петрович",0.19165198707580566,Q584450,Geography.Regions.Asia.North_Asia,7393.975790946604,12.0,2101.0
25,2.0,1644.0,"Чирков, Борис Петрович",0.16442059183120727,Q584450,Geography.Regions.Europe.Eastern_Europe,7393.975790946604,12.0,2101.0
26,2.0,1644.0,"Чирков, Борис Петрович",0.13604079389572146,Q584450,Geography.Regions.Europe.Europe*,7393.975790946604,12.0,2101.0
27,3.0,2611.0,Сент-Винсент и Гренадины,0.989681839942932,Q757,Geography.Geographical,1909.1587380011288,25.0,8178.0
28,3.0,2611.0,Сент-Винсент и Гренадины,0.6723417043685913,Q757,Geography.Regions.Americas.Central_America,1909.1587380011288,25.0,8178.0
29,3.0,2611.0,Сент-Винсент и Гренадины,0.21734751760959625,Q757,Geography.Regions.Europe.Europe*,1909.1587380011288,25.0,8178.0
30,3.0,2611.0,Сент-Винсент и Гренадины,0.1097157895565033,Q757,History_and_Society.Politics_and_government,1909.1587380011288,25.0,8178.0
31,4.0,3786.0,Корякский автономный округ,0.7431780099868774,Q17094638,History_and_Society.Society,77758.61396070612,4.0,4491.0
32,4.0,3786.0,Корякский автономный округ,0.6723417043685913,Q17094638,Geography.Regions.Europe.Europe*,77758.61396070612,4.0,4491.0
33,4.0,3786.0,Корякский автономный округ,0.4532718360424042,Q17094638,Geography.Regions.Europe.Eastern_Europe,77758.61396070612,4.0,4491.0
34,4.0,3786.0,Корякский автономный округ,0.40734341740608215,Q17094638,Geography.Regions.Asia.Asia*,77758.61396070612,4.0,4491.0
35,4.0,3786.0,Корякский автономный округ,0.2120788097381592,Q17094638,History_and_Society.History,77758.61396070612,4.0,4491.0
36,4.0,3786.0,Корякский автономный округ,0.1968362182378769,Q17094638,Geography.Geographical,77758.61396070612,4.0,4491.0
37,4.0,3786.0,Корякский автономный округ,0.11597072333097458,Q17094638,History_and_Society.Military_and_warfare,77758.61396070612,4.0,4491.0
38,6.0,6040.0,"Бондарчук, Сергей Фёдорович",0.9970290064811708,Q55190,Culture.Biography.Biography*,127869.97953866525,16.0,22133.0
39,6.0,6040.0,"Бондарчук, Сергей Фёдорович",0.6926519870758057,Q55190,History_and_Society.Military_and_warfare,127869.97953866525,16.0,22133.0
40,6.0,6040.0,"Бондарчук, Сергей Фёдорович",0.38492217659950256,Q55190,History_and_Society.Society,127869.97953866525,16.0,22133.0
41,6.0,6040.0,"Бондарчук, Сергей Фёдорович",0.25392501258850103,Q55190,Geography.Regions.Europe.Europe*,127869.97953866525,16.0,22133.0
42,6.0,6040.0,"Бондарчук, Сергей Фёдорович",0.23006861114501956,Q55190,Geography.Regions.Asia.North_Asia,127869.97953866525,16.0,22133.0
43,6.0,6040.0,"Бондарчук, Сергей Фёдорович",0.19165198707580566,Q55190,Geography.Regions.Asia.Asia*,127869.97953866525,16.0,22133.0
44,6.0,6040.0,"Бондарчук, Сергей Фёдорович",0.16452647745609286,Q55190,History_and_Society.History,127869.97953866525,16.0,22133.0
45,6.0,6040.0,"Бондарчук, Сергей Фёдорович",0.16442059183120727,Q55190,Geography.Regions.Europe.Eastern_Europe,127869.97953866525,16.0,22133.0
46,1.0,6246.0,Абу-Симбел,0.9890230894088744,Q134140,History_and_Society.History,0.0,2.0,2796.0
47,1.0,6246.0,Абу-Симбел,0.2227101624011993,Q134140,Culture.Visual_arts.Architecture,0.0,2.0,2796.0
48,1.0,6246.0,Абу-Симбел,0.1968362182378769,Q134140,Culture.Visual_arts.Visual_arts*,0.0,2.0,2796.0
49,1.0,6246.0,Абу-Симбел,0.1778208613395691,Q134140,Geography.Geographical,0.0,2.0,2796.0
50,1.0,6246.0,Абу-Симбел,0.14415885508060455,Q134140,Culture.Philosophy_and_religion,0.0,2.0,2796.0
51,3.0,8499.0,"Штауффенберг, Клаус Шенк фон",0.9978272914886476,Q21209,Culture.Biography.Biography*,3580.767085556604,12.0,2889.0
52,3.0,8499.0,"Штауффенберг, Клаус Шенк фон",0.9637899398803712,Q21209,History_and_Society.Military_and_warfare,3580.767085556604,12.0,2889.0
53,3.0,8499.0,"Штауффенберг, Клаус Шенк фон",0.40366052293777466,Q21209,Geography.Regions.Europe.Europe*,3580.767085556604,12.0,2889.0
54,3.0,8499.0,"Штауффенберг, Клаус Шенк фон",0.3301530351638794,Q21209,Geography.Regions.Europe.Western_Europe,3580.767085556604,12.0,2889.0
55,3.0,8790.0,Триасовый период,0.8903042674064636,Q47158,STEM.Earth_and_environment,7408.0,10.0,2822.0
56,3.0,8790.0,Триасовый период,0.8221991658210754,Q47158,STEM.STEM*,7408.0,10.0,2822.0
57,3.0,8790.0,Триасовый период,0.14034625887870789,Q47158,History_and_Society.History,7408.0,10.0,2822.0
58,4.0,9656.0,Допинг,0.59267657995224,Q166376,STEM.STEM*,12946.0,27.0,3892.0
59,4.0,9656.0,Допинг,0.2069040536880493,Q166376,STEM.Medicine_&_Health,12946.0,27.0,3892.0
60,4.0,9656.0,Допинг,0.2069040536880493,Q166376,History_and_Society.Politics_and_government,12946.0,27.0,3892.0
61,4.0,9656.0,Допинг,0.1778208613395691,Q166376,Culture.Sports,12946.0,27.0,3892.0
62,12.0,9682.0,Краснодар,0.8933194279670715,Q3646,Geography.Geographical,196094.79333805293,16.0,76406.0
63,12.0,9682.0,Краснодар,0.8479777574539185,Q3646,History_and_Society.Society,196094.79333805293,16.0,76406.0
64,12.0,9682.0,Краснодар,0.18714269995689392,Q3646,Geography.Regions.Europe.Europe*,196094.79333805293,16.0,76406.0
65,12.0,9682.0,Краснодар,0.11280541121959685,Q3646,Geography.Regions.Europe.Eastern_Europe,196094.79333805293,16.0,76406.0
66,1.0,11000.0,"Лелюшенко, Дмитрий Данилович",0.9946250915527344,Q2707811,Culture.Biography.Biography*,0.0,15.0,2386.0
67,1.0,11000.0,"Лелюшенко, Дмитрий Данилович",0.967909336090088,Q2707811,History_and_Society.Military_and_warfare,0.0,15.0,2386.0
68,1.0,11000.0,"Лелюшенко, Дмитрий Данилович",0.3469777574539185,Q2707811,Geography.Regions.Europe.Eastern_Europe,0.0,15.0,2386.0
69,1.0,11000.0,"Лелюшенко, Дмитрий Данилович",0.2921159734725952,Q2707811,Geography.Regions.Asia.North_Asia,0.0,15.0,2386.0
70,1.0,11000.0,"Лелюшенко, Дмитрий Данилович",0.2921159734725952,Q2707811,Geography.Regions.Europe.Europe*,0.0,15.0,2386.0
71,1.0,11000.0,"Лелюшенко, Дмитрий Данилович",0.2653036584854126,Q2707811,Geography.Regions.Asia.Asia*,0.0,15.0,2386.0
72,1.0,11000.0,"Лелюшенко, Дмитрий Данилович",0.14415885508060455,Q2707811,History_and_Society.Society,0.0,15.0,2386.0
73,18.0,11613.0,Алиса (группа),0.9073222279548644,Q2837199,Culture.Media.Media*,32334.09105664473,3.0,24133.0
74,18.0,11613.0,Алиса (группа),0.8479777574539185,Q2837199,Culture.Media.Music,32334.09105664473,3.0,24133.0
75,18.0,11613.0,Алиса (группа),0.4921981394290924,Q2837199,History_and_Society.Society,32334.09105664473,3.0,24133.0
76,18.0,11613.0,Алиса (группа),0.4378334879875183,Q2837199,Culture.Biography.Biography*,32334.09105664473,3.0,24133.0
77,11.0,11644.0,"Задерий, Святослав Геннадьевич",0.9783946871757508,Q4183898,Culture.Biography.Biography*,0.1,3.0,1689.0
78,11.0,11644.0,"Задерий, Святослав Геннадьевич",0.5621865391731262,Q4183898,History_and_Society.Society,0.1,3.0,1689.0
79,11.0,11644.0,"Задерий, Святослав Геннадьевич",0.0,Q4183898,Geography.Regions.Europe.Europe*,0.1,3.0,1689.0
80,7.0,11756.0,"Козак, Дмитрий Николаевич",0.9954004287719728,Q714330,Culture.Biography.Biography*,5788.077566702553,4.0,3201.0
81,7.0,11756.0,"Козак, Дмитрий Николаевич",0.7718535065650941,Q714330,History_and_Society.Society,5788.077566702553,4.0,3201.0
82,7.0,11756.0,"Козак, Дмитрий Николаевич",0.1778208613395691,Q714330,History_and_Society.Politics_and_government,5788.077566702553,4.0,3201.0
83,3.0,13136.0,Иероним Стридонский,0.9926641583442688,Q44248,Culture.Biography.Biography*,1854.0,20.0,2024.0
84,3.0,13136.0,Иероним Стридонский,0.8634016513824463,Q44248,Culture.Philosophy_and_religion,1854.0,20.0,2024.0
85,3.0,13136.0,Иероним Стридонский,0.6001983880996704,Q44248,History_and_Society.History,1854.0,20.0,2024.0
86,3.0,13136.0,Иероним Стридонский,0.16886694729328156,Q44248,Culture.Literature,1854.0,20.0,2024.0
87,3.0,13136.0,Иероним Стридонский,0.03021936321258545,Q44248,Geography.Regions.Europe.Europe*,1854.0,20.0,2024.0
88,3.0,13136.0,Иероним Стридонский,0.0,Q44248,Geography.Regions.Europe.Southern_Europe,1854.0,20.0,2024.0
89,2.0,14493.0,"Саган, Франсуаза",0.9990402460098268,Q1646,Culture.Biography.Biography*,9250.0,12.0,2268.0
90,2.0,14493.0,"Саган, Франсуаза",0.8311530351638794,Q1646,Culture.Literature,9250.0,12.0,2268.0
91,2.0,14493.0,"Саган, Франсуаза",0.6001983880996704,Q1646,Culture.Biography.Women,9250.0,12.0,2268.0
92,2.0,14493.0,"Саган, Франсуаза",0.4921981394290924,Q1646,History_and_Society.Society,9250.0,12.0,2268.0
93,2.0,14493.0,"Саган, Франсуаза",0.3624016513824463,Q1646,Geography.Regions.Europe.Europe*,9250.0,12.0,2268.0
94,2.0,14493.0,"Саган, Франсуаза",0.3257217874526977,Q1646,Geography.Regions.Europe.Western_Europe,9250.0,12.0,2268.0
95,2.0,14493.0,"Саган, Франсуаза",0.275139719247818,Q1646,Culture.Performing_arts,9250.0,12.0,2268.0
96,2.0,14493.0,"Саган, Франсуаза",0.21734751760959625,Q1646,Culture.Media.Media*,9250.0,12.0,2268.0
97,2.0,14493.0,"Саган, Франсуаза",0.14034625887870789,Q1646,History_and_Society.History,9250.0,12.0,2268.0
98,2.0,14493.0,"Саган, Франсуаза",0.0,Q1646,Geography.Regions.Americas.North_America,9250.0,12.0,2268.0
99,4.0,14880.0,"Френкель, Ян Абрамович",0.9579222798347472,Q771374,Culture.Biography.Biography*,1854.0,0.0,2328.0
100,4.0,14880.0,"Френкель, Ян Абрамович",0.6723417043685913,Q771374,Culture.Media.Music,1854.0,0.0,2328.0
101,4.0,14880.0,"Френкель, Ян Абрамович",0.546748161315918,Q771374,Culture.Media.Media*,1854.0,0.0,2328.0
102,4.0,14880.0,"Френкель, Ян Абрамович",0.4843900501728058,Q771374,History_and_Society.Military_and_warfare,1854.0,0.0,2328.0
103,4.0,14880.0,"Френкель, Ян Абрамович",0.37980710172653204,Q771374,Geography.Regions.Europe.Europe*,1854.0,0.0,2328.0
104,4.0,14880.0,"Френкель, Ян Абрамович",0.3429050912857056,Q771374,Geography.Regions.Asia.Asia*,1854.0,0.0,2328.0
105,4.0,14880.0,"Френкель, Ян Абрамович",0.2816725244522095,Q771374,Geography.Regions.Europe.Eastern_Europe,1854.0,0.0,2328.0
106,4.0,14880.0,"Френкель, Ян Абрамович",0.06118653917312623,Q771374,Geography.Regions.Asia.North_Asia,1854.0,0.0,2328.0
107,2.0,14945.0,Альт,0.9481645226478576,Q80284,Culture.Media.Music,1854.0,16.0,3157.0
108,2.0,14945.0,Альт,0.8840492963790894,Q80284,Culture.Media.Media*,1854.0,16.0,3157.0
109,2.0,14945.0,Альт,0.0,Q80284,Geography.Regions.Europe.Europe*,1854.0,16.0,3157.0
110,12.0,15184.0,Республика Косово,0.9987257122993468,Q1246,Geography.Regions.Europe.Europe*,1165.7095170171792,25.0,29127.0
111,12.0,15184.0,Республика Косово,0.9984612464904784,Q1246,Geography.Geographical,1165.7095170171792,25.0,29127.0
112,12.0,15184.0,Республика Косово,0.8479777574539185,Q1246,Geography.Regions.Europe.Southern_Europe,1165.7095170171792,25.0,29127.0
113,12.0,15184.0,Республика Косово,0.8479777574539185,Q1246,Geography.Regions.Europe.Eastern_Europe,1165.7095170171792,25.0,29127.0
114,12.0,15184.0,Республика Косово,0.14415885508060455,Q1246,Geography.Regions.Europe.Northern_Europe,1165.7095170171792,25.0,29127.0
115,12.0,15184.0,Республика Косово,0.13661839067935946,Q1246,History_and_Society.Society,1165.7095170171792,25.0,29127.0
116,12.0,15184.0,Республика Косово,0.1097157895565033,Q1246,Geography.Regions.Asia.Asia*,1165.7095170171792,25.0,29127.0
117,1.0,15846.0,Торий,0.9496793746948242,Q1115,STEM.STEM*,0.0,4.0,2681.0
118,1.0,15846.0,Торий,0.9019306898117064,Q1115,STEM.Chemistry,0.0,4.0,2681.0
119,1.0,15846.0,Торий,0.18714269995689392,Q1115,History_and_Society.Society,0.0,4.0,2681.0
120,1.0,15846.0,Торий,0.16452647745609286,Q1115,STEM.Medicine_&_Health,0.0,4.0,2681.0
121,1.0,15846.0,Торий,0.0,Q1115,Geography.Regions.Americas.North_America,0.0,4.0,2681.0
122,3.0,16227.0,Вооружённые силы Венгрии,0.9830951094627379,Q1161970,History_and_Society.Military_and_warfare,5.0,25.0,2501.0
123,3.0,16227.0,Вооружённые силы Венгрии,0.3624016513824463,Q1161970,Geography.Regions.Europe.Europe*,5.0,25.0,2501.0
