,Qid,topic,probability,page_id,page_title,wiki_db,Modularity_Class
0,Q15628924,Culture.Sports,0.93,10602046,List_of_Atlanta_Falcons_starting_quarterbacks,enwiki,2.0
1,Q109193,Culture.Biography.Biography*,0.99,9895126,Carmen_Twillie_(actress),enwiki,3.0
2,Q109193,Culture.Media.Media*,0.52,9895126,Carmen_Twillie_(actress),enwiki,3.0
3,Q4076739,Geography.Regions.Europe.Northern_Europe,1.0,10819298,Ballybrack,enwiki,11.0
4,Q4076739,Geography.Regions.Europe.Europe*,1.0,10819298,Ballybrack,enwiki,11.0
5,Q4849014,Culture.Biography.Biography*,0.99,16326880,Bakari_Sellers,enwiki,9.0
6,Q4849014,Geography.Regions.Americas.North_America,0.84,16326880,Bakari_Sellers,enwiki,9.0
7,Q259600,Culture.Biography.Biography*,0.99,177792,May_Robson,enwiki,3.0
8,Q259600,Culture.Biography.Women,0.97,177792,May_Robson,enwiki,3.0
9,Q259600,History_and_Society.History,0.51,177792,May_Robson,enwiki,3.0
10,Q219384,Culture.Sports,1.0,3171252,1955–56_European_Cup,enwiki,6.0
11,Q23418917,Culture.Biography.Biography*,0.99,49588272,Felix_Sater,enwiki,9.0
12,Q23418917,History_and_Society.Society,0.7,49588272,Felix_Sater,enwiki,9.0
13,Q4820785,Culture.Biography.Biography*,1.0,1571042,Leland_Yee,enwiki,1.0
14,Q4820785,Geography.Regions.Americas.North_America,0.92,1571042,Leland_Yee,enwiki,1.0
15,Q4820785,History_and_Society.Politics_and_government,0.52,1571042,Leland_Yee,enwiki,1.0
16,Q912357,STEM.STEM*,0.98,7711708,Mail_coach,enwiki,9.0
17,Q912357,STEM.Engineering,0.87,7711708,Mail_coach,enwiki,9.0
18,Q912357,History_and_Society.Transportation,0.81,7711708,Mail_coach,enwiki,9.0
19,Q912357,STEM.Biology,0.63,7711708,Mail_coach,enwiki,9.0
20,Q912357,Geography.Regions.Asia.South_Asia,0.59,7711708,Mail_coach,enwiki,9.0
21,Q886190,Culture.Media.Media*,1.0,5832380,The_Day_of_the_Triffids_(film),enwiki,8.0
22,Q886190,Culture.Media.Films,1.0,5832380,The_Day_of_the_Triffids_(film),enwiki,8.0
23,Q886190,Culture.Media.Entertainment,0.98,5832380,The_Day_of_the_Triffids_(film),enwiki,8.0
24,Q755103,Geography.Regions.Americas.North_America,0.92,288544,"Swastika,_Ontario",enwiki,12.0
25,Q3077544,Culture.Sports,1.0,48284822,World_Series_Formula_V8_3.5,enwiki,6.0
26,Q3077544,Culture.Sports,1.0,4643016,World_Series_Formula_V8_3.5,enwiki,6.0
27,Q15262296,Culture.Biography.Biography*,0.91,327200,Nicholas_van_Hoogstraten,enwiki,0.0
28,Q15262296,Geography.Regions.Europe.Northern_Europe,0.66,327200,Nicholas_van_Hoogstraten,enwiki,0.0
29,Q15262296,Geography.Regions.Europe.Europe*,0.64,327200,Nicholas_van_Hoogstraten,enwiki,0.0
30,Q1425193,Culture.Biography.Biography*,1.0,1372014,Michael_Mann_(sociologist),enwiki,5.0
31,Q6105612,Culture.Biography.Biography*,0.97,41403470,Renzo_Saravia,enwiki,11.0
32,Q6105612,Culture.Sports,0.86,41403470,Renzo_Saravia,enwiki,11.0
33,Q2709101,Geography.Regions.Americas.North_America,0.93,2692172,Maple_Leaf_Foods,enwiki,6.0
34,Q2709101,History_and_Society.Business_and_economics,0.86,2692172,Maple_Leaf_Foods,enwiki,6.0
35,Q3443218,Geography.Regions.Americas.North_America,0.94,1425724,Laval_Rouge_et_Or,enwiki,2.0
36,Q3443218,Culture.Sports,0.89,1425724,Laval_Rouge_et_Or,enwiki,2.0
37,Q6272093,Culture.Biography.Biography*,0.99,35651390,Jonas_Gray,enwiki,0.0
38,Q6272093,Culture.Sports,0.97,35651390,Jonas_Gray,enwiki,0.0
39,Q15735939,Culture.Biography.Biography*,1.0,46965048,Chris_Matthews_(gridiron_football),enwiki,2.0
40,Q15735939,Culture.Biography.Biography*,1.0,37405155,Chris_Matthews_(gridiron_football),enwiki,2.0
41,Q15735939,Culture.Sports,0.99,46965048,Chris_Matthews_(gridiron_football),enwiki,2.0
42,Q15735939,Culture.Sports,0.99,37405155,Chris_Matthews_(gridiron_football),enwiki,2.0
43,Q15735939,Geography.Regions.Americas.North_America,0.84,46965048,Chris_Matthews_(gridiron_football),enwiki,2.0
44,Q15735939,Geography.Regions.Americas.North_America,0.84,37405155,Chris_Matthews_(gridiron_football),enwiki,2.0
45,Q44010983,Culture.Media.Films,1.0,55915751,National_Board_of_Review_Awards_2017,enwiki,9.0
46,Q44010983,Culture.Media.Media*,1.0,55915751,National_Board_of_Review_Awards_2017,enwiki,9.0
47,Q44010983,History_and_Society.Society,0.98,55915751,National_Board_of_Review_Awards_2017,enwiki,9.0
48,Q3898074,Culture.Biography.Biography*,1.0,3585323,Paul_Hackett_(American_football),enwiki,2.0
49,Q3898074,Culture.Sports,0.97,3585323,Paul_Hackett_(American_football),enwiki,2.0
50,Q3809326,Culture.Biography.Biography*,0.99,1306231,John_Henderson_(defensive_tackle),enwiki,2.0
51,Q3809326,Culture.Sports,0.99,1306231,John_Henderson_(defensive_tackle),enwiki,2.0
52,Q7329540,Culture.Biography.Biography*,1.0,31019133,Richard_Travis_(actor),enwiki,3.0
53,Q893308,Geography.Regions.Europe.Northern_Europe,1.0,1825495,AFC_Eskilstuna,enwiki,6.0
54,Q893308,Culture.Sports,1.0,1825495,AFC_Eskilstuna,enwiki,6.0
55,Q893308,Geography.Regions.Europe.Europe*,1.0,1825495,AFC_Eskilstuna,enwiki,6.0
56,Q60737591,Culture.Media.Films,1.0,58895905,Guava_Island,enwiki,3.0
57,Q60737591,Culture.Media.Films,1.0,61125884,Guava_Island,enwiki,3.0
58,Q60737591,Culture.Media.Media*,1.0,58895905,Guava_Island,enwiki,3.0
59,Q60737591,Culture.Media.Media*,1.0,61125884,Guava_Island,enwiki,3.0
60,Q16187118,Culture.Biography.Biography*,1.0,2889567,Steve_Hutchins,enwiki,10.0
61,Q16187118,Geography.Regions.Oceania,1.0,2889567,Steve_Hutchins,enwiki,10.0
62,Q2700164,Culture.Biography.Biography*,0.99,31487529,Banana_Yaya,enwiki,11.0
63,Q2700164,Culture.Sports,0.95,31487529,Banana_Yaya,enwiki,11.0
64,Q2700164,Geography.Regions.Africa.Africa*,0.64,31487529,Banana_Yaya,enwiki,11.0
65,Q2093033,Culture.Sports,0.99,23514215,Pierre-Hugues_Herbert,enwiki,3.0
66,Q2093033,Culture.Biography.Biography*,0.9,23514215,Pierre-Hugues_Herbert,enwiki,3.0
67,Q6774744,STEM.STEM*,0.66,21025499,Martian_soil,enwiki,8.0
68,Q18158701,Culture.Sports,0.99,43641035,Texas_A&M_Aggies_football_statistical_leaders,enwiki,2.0
69,Q4899555,Culture.Visual_arts.Visual_arts*,1.0,22111069,Beverly_Hills_Housewife,enwiki,11.0
70,Q748111,STEM.Space,1.0,766493,Hellas_Planitia,enwiki,8.0
71,Q748111,STEM.STEM*,1.0,766493,Hellas_Planitia,enwiki,8.0
72,Q16983371,Culture.Biography.Biography*,1.0,39959515,Danny_White_(athletic_director),enwiki,2.0
73,Q16983371,Culture.Sports,0.96,39959515,Danny_White_(athletic_director),enwiki,2.0
74,Q55584468,Culture.Biography.Biography*,0.99,57881144,Chad_Kanoff,enwiki,2.0
75,Q55584468,Culture.Sports,0.96,57881144,Chad_Kanoff,enwiki,2.0
76,Q55584468,Geography.Regions.Americas.North_America,0.8,57881144,Chad_Kanoff,enwiki,2.0
77,Q740662,Culture.Philosophy_and_religion,0.56,339562,Camera_lucida,enwiki,11.0
78,Q740662,Geography.Regions.Europe.Europe*,0.51,339562,Camera_lucida,enwiki,11.0
79,Q1894,Culture.Sports,0.98,35623176,Memphis_Depay,enwiki,11.0
80,Q1894,Culture.Biography.Biography*,0.96,35623176,Memphis_Depay,enwiki,11.0
81,Q5318734,Culture.Biography.Biography*,1.0,12917706,Dylan_Kerr,enwiki,11.0
82,Q5318734,Culture.Sports,1.0,12917706,Dylan_Kerr,enwiki,11.0
83,Q274762,Geography.Regions.Europe.Europe*,0.91,3536552,FC_Vorskla_Poltava,enwiki,6.0
84,Q274762,Culture.Sports,0.87,3536552,FC_Vorskla_Poltava,enwiki,6.0
85,Q274762,Geography.Regions.Europe.Eastern_Europe,0.83,3536552,FC_Vorskla_Poltava,enwiki,6.0
86,Q20814430,Culture.Media.Films,0.96,47340644,Ambareesh_filmography,enwiki,3.0
87,Q20814430,Culture.Media.Media*,0.96,47340644,Ambareesh_filmography,enwiki,3.0
88,Q170078,Culture.Biography.Biography*,0.99,221544,Ernest_Gellner,enwiki,5.0
89,Q170078,History_and_Society.Education,0.51,221544,Ernest_Gellner,enwiki,5.0
90,Q2037657,Culture.Biography.Biography*,1.0,1577016,Tim_Hill_(director),enwiki,9.0
91,Q2575099,Geography.Regions.Europe.Northern_Europe,0.59,518360,Audenshaw,enwiki,7.0
92,Q1345138,Culture.Biography.Biography*,1.0,1459026,Ron_Hextall,enwiki,2.0
93,Q1345138,Culture.Sports,0.84,1459026,Ron_Hextall,enwiki,2.0
94,Q1345138,Geography.Regions.Americas.North_America,0.73,1459026,Ron_Hextall,enwiki,2.0
95,Q575934,STEM.Space,1.0,435384,Deep_Space_2,enwiki,8.0
96,Q575934,STEM.Technology,1.0,435384,Deep_Space_2,enwiki,8.0
97,Q575934,History_and_Society.Transportation,1.0,435384,Deep_Space_2,enwiki,8.0
98,Q575934,STEM.STEM*,0.96,435384,Deep_Space_2,enwiki,8.0
99,Q575934,Geography.Regions.Europe.Europe*,0.73,435384,Deep_Space_2,enwiki,8.0
100,Q573399,Culture.Biography.Biography*,1.0,156594,Louis_Calhern,enwiki,3.0
101,Q977386,Culture.Sports,1.0,23777316,Roberto_Merhi,enwiki,6.0
102,Q977386,Culture.Biography.Biography*,1.0,23777316,Roberto_Merhi,enwiki,6.0
103,Q921208,History_and_Society.Military_and_warfare,1.0,5296693,Slovenian_Armed_Forces,enwiki,6.0
104,Q921208,History_and_Society.Military_and_warfare,1.0,27346,Slovenian_Armed_Forces,enwiki,6.0
105,Q921208,Geography.Regions.Europe.Southern_Europe,1.0,5296693,Slovenian_Armed_Forces,enwiki,6.0
106,Q921208,Geography.Regions.Europe.Southern_Europe,1.0,27346,Slovenian_Armed_Forces,enwiki,6.0
107,Q921208,Geography.Regions.Europe.Europe*,1.0,5296693,Slovenian_Armed_Forces,enwiki,6.0
108,Q921208,Geography.Regions.Europe.Europe*,1.0,27346,Slovenian_Armed_Forces,enwiki,6.0
109,Q2707962,History_and_Society.Transportation,1.0,554888,USS_Northampton_(CA-26),enwiki,6.0
110,Q2707962,History_and_Society.Military_and_warfare,1.0,554888,USS_Northampton_(CA-26),enwiki,6.0
111,Q53945928,Culture.Sports,1.0,57509250,2018–19_AFC_Ajax_season,enwiki,6.0
112,Q350976,Culture.Sports,1.0,24165342,Ciaran_Clark,enwiki,11.0
113,Q350976,Culture.Biography.Biography*,0.99,24165342,Ciaran_Clark,enwiki,11.0
114,Q350976,Geography.Regions.Europe.Northern_Europe,0.83,24165342,Ciaran_Clark,enwiki,11.0
115,Q350976,Geography.Regions.Europe.Europe*,0.82,24165342,Ciaran_Clark,enwiki,11.0
116,Q6189194,Culture.Sports,0.98,14732368,Jets–Patriots_rivalry,enwiki,2.0
117,Q6189194,Geography.Regions.Americas.North_America,0.66,14732368,Jets–Patriots_rivalry,enwiki,2.0
118,Q28004058,Culture.Biography.Biography*,1.0,52576378,Geoff_Collins_(American_football),enwiki,2.0
119,Q28004058,Culture.Sports,0.96,52576378,Geoff_Collins_(American_football),enwiki,2.0
120,Q16246593,Culture.Media.Films,1.0,40798196,Ambareesha,enwiki,3.0
121,Q16246593,Geography.Regions.Asia.South_Asia,1.0,40798196,Ambareesha,enwiki,3.0
122,Q16246593,Geography.Regions.Asia.Asia*,1.0,40798196,Ambareesha,enwiki,3.0
123,Q16246593,Culture.Media.Media*,1.0,40798196,Ambareesha,enwiki,3.0
124,Q56042822,Culture.Sports,1.0,57284214,2019_United_States_FIBA_Basketball_World_Cup_team,enwiki,3.0
125,Q56042822,Culture.Sports,1.0,58059365,2019_United_States_FIBA_Basketball_World_Cup_team,enwiki,3.0
126,Q56042822,Culture.Sports,1.0,61534588,2019_United_States_FIBA_Basketball_World_Cup_team,enwiki,3.0
127,Q1970825,History_and_Society.Military_and_warfare,1.0,561893,Type_93_torpedo,enwiki,6.0
128,Q6384872,Culture.Biography.Biography*,0.99,34073499,Keith_Patterson,enwiki,2.0
129,Q6384872,Culture.Sports,0.79,34073499,Keith_Patterson,enwiki,2.0
130,Q7690052,Culture.Sports,1.0,29142733,Taylor_Martinez,enwiki,2.0
131,Q7690052,Culture.Biography.Biography*,0.99,29142733,Taylor_Martinez,enwiki,2.0
132,Q5431806,Culture.Sports,0.98,28264507,Falcons–Saints_rivalry,enwiki,2.0
133,Q5431806,Geography.Regions.Americas.North_America,0.66,28264507,Falcons–Saints_rivalry,enwiki,2.0
134,Q102762,History_and_Society.Society,0.98,208621,Azov,enwiki,6.0
135,Q102762,Geography.Geographical,0.96,208621,Azov,enwiki,6.0
136,Q102762,Geography.Regions.Asia.Asia*,0.53,208621,Azov,enwiki,6.0
137,Q17305993,Culture.Biography.Biography*,1.0,43095949,Imaan_Hammam,enwiki,0.0
138,Q55741044,Culture.Sports,1.0,57726457,2018_Speed_Chess_Championship,enwiki,6.0
139,Q7292631,Culture.Media.Films,1.0,12254047,Ranganayaki_(1981_film),enwiki,3.0
140,Q7292631,Culture.Media.Media*,1.0,12254047,Ranganayaki_(1981_film),enwiki,3.0
141,Q7292631,Geography.Regions.Asia.South_Asia,0.99,12254047,Ranganayaki_(1981_film),enwiki,3.0
142,Q7292631,Geography.Regions.Asia.Asia*,0.99,12254047,Ranganayaki_(1981_film),enwiki,3.0
143,Q1143126,Geography.Regions.Asia.East_Asia,1.0,735501,Later_Tang,enwiki,10.0
144,Q1143126,History_and_Society.History,1.0,735501,Later_Tang,enwiki,10.0
145,Q1143126,Geography.Regions.Asia.Asia*,1.0,735501,Later_Tang,enwiki,10.0
146,Q7008048,Geography.Regions.Americas.North_America,0.95,24997913,Tim_Hortons_Field,enwiki,2.0
147,Q7008048,Culture.Sports,0.8,24997913,Tim_Hortons_Field,enwiki,2.0
148,Q25399132,Culture.Literature,1.0,51805433,Life_Foundation,enwiki,3.0
149,Q1052060,History_and_Society.Military_and_warfare,1.0,1561317,Cayuse_War,enwiki,9.0
150,Q1052060,Geography.Regions.Americas.North_America,0.83,1561317,Cayuse_War,enwiki,9.0
151,Q272061,Culture.Biography.Biography*,1.0,2743061,Margaret_Lindsay,enwiki,3.0
152,Q165838,STEM.STEM*,1.0,145243,Limnology,enwiki,8.0
153,Q165838,STEM.Biology,0.77,145243,Limnology,enwiki,8.0
154,Q21621662,Culture.Biography.Biography*,0.99,48581285,Jayron_Kearse,enwiki,2.0
155,Q21621662,Culture.Sports,0.97,48581285,Jayron_Kearse,enwiki,2.0
156,Q954241,Geography.Regions.Americas.North_America,1.0,127981,"Ocracoke,_North_Carolina",enwiki,1.0
157,Q215643,History_and_Society.History,0.98,779319,Indo-Greek_Kingdom,enwiki,6.0
158,Q215643,Geography.Regions.Asia.Asia*,0.98,779319,Indo-Greek_Kingdom,enwiki,6.0
159,Q215643,Geography.Regions.Europe.Southern_Europe,0.8,779319,Indo-Greek_Kingdom,enwiki,6.0
160,Q215643,Geography.Regions.Europe.Europe*,0.79,779319,Indo-Greek_Kingdom,enwiki,6.0
161,Q215643,Geography.Regions.Asia.South_Asia,0.75,779319,Indo-Greek_Kingdom,enwiki,6.0
162,Q215643,Culture.Philosophy_and_religion,0.52,779319,Indo-Greek_Kingdom,enwiki,6.0
163,Q24579241,Culture.Sports,1.0,50770565,Montell_Cozart,enwiki,2.0
164,Q24579241,Culture.Biography.Biography*,0.97,50770565,Montell_Cozart,enwiki,2.0
165,Q83006,Culture.Sports,1.0,3213059,David_Villa,enwiki,11.0
166,Q83006,Culture.Biography.Biography*,0.99,3213059,David_Villa,enwiki,11.0
167,Q83006,Geography.Regions.Europe.Southern_Europe,0.89,3213059,David_Villa,enwiki,11.0
168,Q83006,Geography.Regions.Europe.Europe*,0.78,3213059,David_Villa,enwiki,11.0
169,Q862384,Culture.Sports,1.0,6883199,Catalans_Dragons,enwiki,0.0
170,Q862384,Geography.Regions.Europe.Europe*,0.54,6883199,Catalans_Dragons,enwiki,0.0
171,Q6917747,STEM.Medicine_&_Health,0.9,912773,Motion_Picture_&_Television_Country_House_and_Hospital,enwiki,3.0
172,Q6917747,STEM.STEM*,0.83,912773,Motion_Picture_&_Television_Country_House_and_Hospital,enwiki,3.0
173,Q6917747,Geography.Regions.Americas.North_America,0.5,912773,Motion_Picture_&_Television_Country_House_and_Hospital,enwiki,3.0
174,Q21621831,Culture.Biography.Biography*,1.0,48527133,Jourdan_Lewis,enwiki,2.0
175,Q21621831,Culture.Sports,0.98,48527133,Jourdan_Lewis,enwiki,2.0
176,Q1871046,Geography.Regions.Americas.North_America,0.87,441491,Imperial_Valley,enwiki,9.0
177,Q7892368,History_and_Society.Politics_and_government,1.0,1352224,United_States_circuit_court,enwiki,9.0
178,Q7892368,Geography.Regions.Americas.North_America,0.99,1352224,United_States_circuit_court,enwiki,9.0
179,Q183492,Culture.Biography.Biography*,0.98,60280,Margaret_Atwood,enwiki,9.0
180,Q183492,Culture.Literature,0.96,60280,Margaret_Atwood,enwiki,9.0
181,Q183492,Culture.Biography.Women,0.87,60280,Margaret_Atwood,enwiki,9.0
182,Q183492,Geography.Regions.Americas.North_America,0.8,60280,Margaret_Atwood,enwiki,9.0
183,Q183492,Culture.Media.Media*,0.57,60280,Margaret_Atwood,enwiki,9.0
184,Q445620,Culture.Biography.Biography*,1.0,3382014,Elizabeth_May,enwiki,8.0
185,Q445620,Geography.Regions.Americas.North_America,1.0,3382014,Elizabeth_May,enwiki,8.0
186,Q1389353,Culture.Sports,1.0,6311052,United_States_Davis_Cup_team,enwiki,3.0
187,Q1389353,Geography.Regions.Americas.North_America,0.75,6311052,United_States_Davis_Cup_team,enwiki,3.0
188,Q6095720,Culture.Biography.Biography*,1.0,546906,Mufti_Mohammad_Sayeed,enwiki,6.0
189,Q6095720,Geography.Regions.Asia.South_Asia,0.97,546906,Mufti_Mohammad_Sayeed,enwiki,6.0
190,Q6095720,Geography.Regions.Asia.Asia*,0.96,546906,Mufti_Mohammad_Sayeed,enwiki,6.0
191,Q3528190,Culture.Biography.Biography*,1.0,413130,Geoffrey_Boycott,enwiki,3.0
192,Q3528190,Culture.Sports,1.0,413130,Geoffrey_Boycott,enwiki,3.0
193,Q1287015,Culture.Biography.Biography*,1.0,14653144,Edmund_de_Waal,enwiki,6.0
194,Q1287015,Geography.Regions.Europe.Northern_Europe,0.57,14653144,Edmund_de_Waal,enwiki,6.0
195,Q16823938,Culture.Sports,1.0,42628766,2016_Copa_Sudamericana,enwiki,11.0
196,Q16823938,Geography.Regions.Americas.South_America,0.95,42628766,2016_Copa_Sudamericana,enwiki,11.0
197,Q617175,Culture.Biography.Biography*,1.0,1584526,Kevin_Faulk,enwiki,2.0
198,Q617175,Culture.Sports,0.99,1584526,Kevin_Faulk,enwiki,2.0
199,Q3452890,Geography.Regions.Asia.Asia*,0.93,6740530,Rugby_union_in_Japan,enwiki,0.0
200,Q3452890,Geography.Regions.Asia.East_Asia,0.92,6740530,Rugby_union_in_Japan,enwiki,0.0
201,Q3452890,Culture.Sports,0.91,6740530,Rugby_union_in_Japan,enwiki,0.0
202,Q698749,Geography.Regions.Asia.East_Asia,0.99,326716,Li_Shuxian,enwiki,12.0
203,Q698749,Culture.Biography.Biography*,0.98,326716,Li_Shuxian,enwiki,12.0
204,Q698749,Geography.Regions.Asia.Asia*,0.97,326716,Li_Shuxian,enwiki,12.0
205,Q698749,Culture.Biography.Women,0.66,326716,Li_Shuxian,enwiki,12.0
206,Q6792954,Culture.Biography.Biography*,1.0,25254918,Maurice_Clemmons,enwiki,9.0
207,Q6792954,Geography.Regions.Americas.North_America,0.81,25254918,Maurice_Clemmons,enwiki,9.0
208,Q7353724,Culture.Biography.Biography*,1.0,7962578,Rocco_Forte,enwiki,10.0
209,Q7353724,Geography.Regions.Europe.Europe*,0.52,7962578,Rocco_Forte,enwiki,10.0
210,Q3292613,Culture.Biography.Biography*,0.99,4424352,Richard_Marner,enwiki,3.0
211,Q21237242,Culture.Sports,0.92,57024858,List_of_footballers_with_100_or_more_UEFA_Champions_League_appearances,enwiki,6.0
212,Q16236171,Culture.Biography.Biography*,1.0,40865334,Jonny_Gray,enwiki,0.0
213,Q16236171,Geography.Regions.Europe.Northern_Europe,0.69,40865334,Jonny_Gray,enwiki,0.0
214,Q16236171,Culture.Sports,0.65,40865334,Jonny_Gray,enwiki,0.0
215,Q16236171,Geography.Regions.Europe.Europe*,0.58,40865334,Jonny_Gray,enwiki,0.0
216,Q16846337,Culture.Biography.Biography*,0.99,42682252,Luke_McGrath,enwiki,0.0
217,Q16846337,Culture.Sports,0.92,42682252,Luke_McGrath,enwiki,0.0
218,Q2843080,Culture.Sports,0.99,32497460,Enner_Valencia,enwiki,11.0
219,Q2843080,Culture.Biography.Biography*,0.99,32497460,Enner_Valencia,enwiki,11.0
220,Q2843080,Geography.Regions.Americas.South_America,0.94,32497460,Enner_Valencia,enwiki,11.0
221,Q16875075,Culture.Sports,0.99,42754100,Reggie_Ragland,enwiki,2.0
222,Q16875075,Culture.Biography.Biography*,0.98,42754100,Reggie_Ragland,enwiki,2.0
223,Q16875075,Geography.Regions.Americas.North_America,0.74,42754100,Reggie_Ragland,enwiki,2.0
224,Q6310674,Culture.Biography.Biography*,1.0,4918773,Mayor_of_Taipei,enwiki,9.0
225,Q6310674,History_and_Society.Society,1.0,4918773,Mayor_of_Taipei,enwiki,9.0
226,Q6310674,Geography.Regions.Asia.East_Asia,1.0,4918773,Mayor_of_Taipei,enwiki,9.0
227,Q6310674,Geography.Regions.Asia.Asia*,0.99,4918773,Mayor_of_Taipei,enwiki,9.0
228,Q6310674,History_and_Society.Politics_and_government,0.95,4918773,Mayor_of_Taipei,enwiki,9.0
229,Q9020558,Culture.Sports,0.96,24587347,Las_Vegas_Invitational_(basketball),enwiki,3.0
230,Q16556678,Culture.Media.Films,0.96,40189771,Half_of_a_Yellow_Sun_(film),enwiki,3.0
231,Q16556678,Culture.Media.Media*,0.96,40189771,Half_of_a_Yellow_Sun_(film),enwiki,3.0
232,Q25907383,History_and_Society.Politics_and_government,1.0,51074017,Department_for_Exiting_the_European_Union,enwiki,10.0
233,Q215834,Culture.Biography.Biography*,1.0,817527,Peter_Blau,enwiki,5.0
234,Q215834,Geography.Regions.Americas.North_America,0.79,817527,Peter_Blau,enwiki,5.0
235,Q520167,Culture.Biography.Biography*,0.99,6162799,Stephen_Kenny_(football_manager),enwiki,11.0
236,Q520167,Culture.Sports,0.98,6162799,Stephen_Kenny_(football_manager),enwiki,11.0
237,Q520167,Geography.Regions.Europe.Northern_Europe,0.95,6162799,Stephen_Kenny_(football_manager),enwiki,11.0
238,Q520167,Geography.Regions.Europe.Europe*,0.91,6162799,Stephen_Kenny_(football_manager),enwiki,11.0
239,Q4587741,STEM.Earth_and_environment,1.0,9069401,1992_Landers_earthquake,enwiki,9.0
240,Q4587741,STEM.STEM*,1.0,9069401,1992_Landers_earthquake,enwiki,9.0
241,Q57203,Culture.Biography.Biography*,0.99,564011,Paul_von_Lettow-Vorbeck,enwiki,6.0
242,Q57203,Geography.Regions.Europe.Western_Europe,0.98,564011,Paul_von_Lettow-Vorbeck,enwiki,6.0
243,Q57203,Geography.Regions.Europe.Europe*,0.94,564011,Paul_von_Lettow-Vorbeck,enwiki,6.0
244,Q57203,History_and_Society.Military_and_warfare,0.94,564011,Paul_von_Lettow-Vorbeck,enwiki,6.0
245,Q5543335,Culture.Sports,1.0,5967843,George_Perles,enwiki,2.0
246,Q5543335,Culture.Biography.Biography*,0.99,5967843,George_Perles,enwiki,2.0
247,Q291393,Culture.Biography.Biography*,1.0,1873585,Stephen_Crabb,enwiki,10.0
248,Q291393,History_and_Society.Politics_and_government,0.98,1873585,Stephen_Crabb,enwiki,10.0
249,Q291393,Geography.Regions.Europe.Northern_Europe,0.97,1873585,Stephen_Crabb,enwiki,10.0
250,Q291393,Geography.Regions.Europe.Europe*,0.96,1873585,Stephen_Crabb,enwiki,10.0
251,Q1541289,History_and_Society.Transportation,1.0,3084785,Västergötland-class_submarine,enwiki,1.0
252,Q1541289,History_and_Society.Military_and_warfare,0.99,3084785,Västergötland-class_submarine,enwiki,1.0
253,Q1541289,Geography.Regions.Europe.Europe*,0.78,3084785,Västergötland-class_submarine,enwiki,1.0
254,Q1541289,Geography.Regions.Europe.Northern_Europe,0.77,3084785,Västergötland-class_submarine,enwiki,1.0
255,Q1523258,Culture.Biography.Biography*,0.98,28324639,Jonathan_McDonald,enwiki,11.0
256,Q1523258,Culture.Sports,0.95,28324639,Jonathan_McDonald,enwiki,11.0
257,Q1523258,Geography.Regions.Americas.Central_America,0.78,28324639,Jonathan_McDonald,enwiki,11.0
258,Q545858,Culture.Biography.Biography*,0.99,145653,Alexander_Knox,enwiki,3.0
259,Q545858,Geography.Regions.Americas.North_America,0.57,145653,Alexander_Knox,enwiki,3.0
260,Q7803970,Culture.Sports,1.0,19391031,Tim_Melia,enwiki,11.0
261,Q7803970,Culture.Biography.Biography*,0.94,19391031,Tim_Melia,enwiki,11.0
262,Q5213677,Culture.Biography.Biography*,1.0,1150481,Dan_Hicks_(sportscaster),enwiki,2.0
263,Q5213677,Culture.Sports,0.62,1150481,Dan_Hicks_(sportscaster),enwiki,2.0
264,Q284846,Culture.Biography.Biography*,1.0,1249175,Schalk_Burger,enwiki,0.0
265,Q284846,Culture.Sports,0.9,1249175,Schalk_Burger,enwiki,0.0
266,Q284846,Geography.Regions.Africa.Southern_Africa,0.9,1249175,Schalk_Burger,enwiki,0.0
267,Q284846,Geography.Regions.Africa.Africa*,0.88,1249175,Schalk_Burger,enwiki,0.0
268,Q3498868,Culture.Biography.Biography*,0.99,1794193,Steve_Brodie_(actor),enwiki,3.0
269,Q3021031,Geography.Regions.Europe.Northern_Europe,1.0,16807345,Declan_Kidney,enwiki,0.0
270,Q3021031,Geography.Regions.Europe.Europe*,1.0,16807345,Declan_Kidney,enwiki,0.0
271,Q3021031,Culture.Biography.Biography*,0.99,16807345,Declan_Kidney,enwiki,0.0
272,Q3021031,Culture.Sports,0.87,16807345,Declan_Kidney,enwiki,0.0
273,Q55594876,Culture.Media.Music,1.0,57105729,Love_Monster_(album),enwiki,0.0
274,Q55594876,Culture.Media.Media*,1.0,57105729,Love_Monster_(album),enwiki,0.0
275,Q578705,Culture.Biography.Biography*,1.0,3633865,Peter_DeBoer,enwiki,2.0
276,Q578705,Culture.Sports,0.95,3633865,Peter_DeBoer,enwiki,2.0
277,Q578705,Geography.Regions.Americas.North_America,0.58,3633865,Peter_DeBoer,enwiki,2.0
278,Q640397,Culture.Media.Music,0.99,568055,Are_You_Experienced,enwiki,12.0
279,Q640397,Culture.Media.Media*,0.99,568055,Are_You_Experienced,enwiki,12.0
280,Q3695998,Culture.Biography.Biography*,1.0,35647209,Coty_Sensabaugh,enwiki,2.0
281,Q3695998,Culture.Sports,0.96,35647209,Coty_Sensabaugh,enwiki,2.0
282,Q851191,History_and_Society.Society,0.54,7573137,Maniq_people,enwiki,7.0
283,Q40486005,Culture.Sports,0.99,55298997,Kellen_Mond,enwiki,2.0
284,Q40486005,Culture.Biography.Biography*,0.98,55298997,Kellen_Mond,enwiki,2.0
285,Q1000923,History_and_Society.Society,1.0,7660889,Persecution_of_Buddhists,enwiki,6.0
