,Qid,topic,probability,page_id,page_title,modularity_class,wiki_db
6790,Q7766793,Culture.Media.Films,0.585111141204834,34166203,The Story of Santa Claus,3,enwiki
6791,Q681875,History_and_Society.Politics_and_government,0.8596737384796143,2279413,utility model,6,enwiki
6792,Q917999,Culture.Media.Media*,1.0000100135803223,8039397,France in the Junior Eurovision Song Contest,6,enwiki
6793,Q917999,Culture.Media.Television,1.0000100135803223,8039397,France in the Junior Eurovision Song Contest,6,enwiki
6794,Q917999,Geography.Regions.Europe.Europe*,0.4163126816749573,8039397,France in the Junior Eurovision Song Contest,6,enwiki
6795,Q917999,Geography.Regions.Europe.Western_Europe,0.07650540971755981,8039397,France in the Junior Eurovision Song Contest,6,enwiki
6796,Q4739586,Culture.Biography.Biography*,0.9989450573921204,17050933,Amanda Carpenter,9,enwiki
6797,Q4739586,Culture.Biography.Women,0.7490972280502319,17050933,Amanda Carpenter,9,enwiki
6798,Q4739586,Culture.Media.Media*,0.6926519870758057,17050933,Amanda Carpenter,9,enwiki
6799,Q4739586,Geography.Regions.Americas.North_America,0.2653036584854126,17050933,Amanda Carpenter,9,enwiki
6800,Q33139188,Culture.Biography.Biography*,0.9911626577377319,54619953,Jordon Steele-John,10,enwiki
6801,Q33139188,Geography.Regions.Oceania,0.44235758686065674,54619953,Jordon Steele-John,10,enwiki
6802,Q28448318,Culture.Sports,0.9859463572502136,52035199,2017 Texas A&M Aggies football team,2,enwiki
6803,Q1348519,Geography.Regions.Europe.Europe*,0.8439050912857056,2937651,Greater Manchester Urban Area,7,enwiki
