,Unnamed: 0,Qid,topic,probability,page_id,page_title,modularity_class,wiki_db,cluster,degree
3327,3327,Q16728926,Geography.Regions.Oceania,0.496894287109375,39867752,Mehreen Faruqi,29,enwiki,6,5.0
3328,3328,Q39048184,Culture.Biography.Biography*,0.9958112239837646,54786032,Asha Rangappa,3,enwiki,2,7.0
3329,3329,Q39048184,History_and_Society.Politics_and_government,0.7490972280502319,54786032,Asha Rangappa,3,enwiki,2,7.0
3330,3330,Q39048184,Culture.Biography.Women,0.5000100135803223,54786032,Asha Rangappa,3,enwiki,2,7.0
3331,3331,Q39048184,Geography.Regions.Americas.North_America,0.19165198707580566,54786032,Asha Rangappa,3,enwiki,2,7.0
3332,3332,Q215358,Culture.Sports,0.9994397163391112,1348610,Lucas Neill,11,enwiki,1,5.0
3333,3333,Q215358,Culture.Biography.Biography*,0.9990989565849304,1348610,Lucas Neill,11,enwiki,1,5.0
3334,3334,Q215358,Geography.Regions.Oceania,0.41865252161026,1348610,Lucas Neill,11,enwiki,1,5.0
3335,3335,Q3920972,Culture.Biography.Biography*,0.9783946871757508,20542946,Zakiur Rehman Lakhvi,10,enwiki,10,7.0
3336,3336,Q3920972,Geography.Regions.Asia.Asia*,0.4722507467269898,20542946,Zakiur Rehman Lakhvi,10,enwiki,10,7.0
3337,3337,Q3920972,Geography.Regions.Asia.South_Asia,0.459371196269989,20542946,Zakiur Rehman Lakhvi,10,enwiki,10,7.0
3338,3338,Q2790698,Geography.Regions.Americas.North_America,0.9648651480674744,772580,Heritage Bank Center,16,enwiki,8,4.0
3339,3339,Q2790698,Culture.Sports,0.9073222279548644,772580,Heritage Bank Center,16,enwiki,8,4.0
3340,3340,Q3512293,Culture.Biography.Biography*,0.9875783920288086,4422050,Jim Price,23,enwiki,7,2.0
3341,3341,Q2023476,Geography.Regions.Europe.Europe*,0.9966334104537964,183184,Denton,14,enwiki,9,13.0
3342,3342,Q2023476,Geography.Regions.Europe.Northern_Europe,0.9960646033287048,183184,Denton,14,enwiki,9,13.0
3343,3343,Q30122535,Culture.Biography.Biography*,0.9796776771545409,53915306,Xavier Woods,19,enwiki,0,4.0
3344,3344,Q30122535,Culture.Sports,0.8903042674064636,53915306,Xavier Woods,19,enwiki,0,4.0
3345,3345,Q21503711,Culture.Sports,0.9976868629455566,48156098,Kenny Clark (defensive tackle),19,enwiki,0,7.0
3346,3346,Q21503711,Culture.Biography.Biography*,0.9947898983955384,48156098,Kenny Clark (defensive tackle),19,enwiki,0,7.0
3347,3347,Q1542680,Culture.Media.Music,0.8840492963790894,585332,Steel Pulse,23,enwiki,7,1.0
3348,3348,Q1542680,Culture.Media.Media*,0.8221991658210754,585332,Steel Pulse,23,enwiki,7,1.0
3349,3349,Q1542680,Culture.Biography.Biography*,0.6926519870758057,585332,Steel Pulse,23,enwiki,7,1.0
3350,3350,Q3574853,Culture.Sports,0.9988405108451844,27609858,Zarek Valentin,0,enwiki,1,2.0
3351,3351,Q3574853,Culture.Biography.Biography*,0.974052667617798,27609858,Zarek Valentin,0,enwiki,1,2.0
3352,3352,Q3574853,Geography.Regions.Americas.North_America,0.09167657995224,27609858,Zarek Valentin,0,enwiki,1,2.0
3353,3353,Q3325283,Culture.Sports,0.966924011707306,24900894,Antonio Rodríguez Dovale,11,enwiki,1,1.0
3354,3354,Q3325283,Culture.Biography.Biography*,0.9284188151359558,24900894,Antonio Rodríguez Dovale,11,enwiki,1,1.0
3355,3355,Q1494727,Culture.Biography.Biography*,0.9919480085372924,33958434,Oliver Rowland,15,enwiki,3,3.0
3356,3356,Q1494727,Culture.Sports,0.7186043858528137,33958434,Oliver Rowland,15,enwiki,3,3.0
3357,3357,Q1494727,Geography.Regions.Europe.Northern_Europe,0.03021936321258545,33958434,Oliver Rowland,15,enwiki,3,3.0
3358,3358,Q24685533,Culture.Sports,0.9926641583442688,50798294,2016–17 UEFA Champions League group stage,15,enwiki,3,10.0
3359,3359,Q5531472,Culture.Sports,0.9984612464904784,6208584,Gene Steratore,19,enwiki,0,5.0
3360,3360,Q5531472,Culture.Biography.Biography*,0.9979592561721802,6208584,Gene Steratore,19,enwiki,0,5.0
3361,3361,Q5531472,Geography.Regions.Americas.North_America,0.32119916582107544,6208584,Gene Steratore,19,enwiki,0,5.0
3362,3362,Q1526793,Culture.Media.Music,0.991162657737732,3116030,Glory Glory,0,enwiki,1,2.0
3363,3363,Q1526793,Culture.Media.Media*,0.9863731861114502,3116030,Glory Glory,0,enwiki,1,2.0
3364,3364,Q4150130,Culture.Biography.Biography*,0.9955416321754456,38811938,Volodymyr Groysman,15,enwiki,3,14.0
3365,3365,Q4150130,Geography.Regions.Europe.Europe*,0.07650540971755981,38811938,Volodymyr Groysman,15,enwiki,3,14.0
3366,3366,Q210020,STEM.Space,1.0000100135803225,1408452,Fobos-Grunt,17,enwiki,3,23.0
3367,3367,Q210020,STEM.Technology,0.9993836879730223,1408452,Fobos-Grunt,17,enwiki,3,23.0
3368,3368,Q210020,History_and_Society.Transportation,0.9993433356285096,1408452,Fobos-Grunt,17,enwiki,3,23.0
3369,3369,Q210020,STEM.STEM*,0.9970290064811708,1408452,Fobos-Grunt,17,enwiki,3,23.0
3370,3370,Q16014,Geography.Regions.Europe.Europe*,0.9990700483322144,1305936,Dudelange,15,enwiki,3,1.0
3371,3371,Q16014,Geography.Regions.Europe.Western_Europe,0.9802908897399902,1305936,Dudelange,15,enwiki,3,1.0
3372,3372,Q16014,Geography.Geographical,0.8519628047943115,1305936,Dudelange,15,enwiki,3,1.0
3373,3373,Q699429,Culture.Biography.Biography*,0.998977780342102,20003980,Atdhe Nuhiu,11,enwiki,1,2.0
3374,3374,Q699429,Culture.Sports,0.9850529432296752,20003980,Atdhe Nuhiu,11,enwiki,1,2.0
3375,3375,Q276089,Culture.Sports,0.7826725244522095,1103136,Libya national football team,11,enwiki,1,18.0
3376,3376,Q276089,Geography.Regions.Africa.Africa*,0.40366052293777466,1103136,Libya national football team,11,enwiki,1,18.0
3377,3377,Q573399,Culture.Biography.Biography*,0.999506652355194,156594,Louis Calhern,6,enwiki,5,3.0
3378,3378,Q573399,Geography.Regions.Americas.North_America,0.11409788036346435,156594,Louis Calhern,6,enwiki,5,3.0
3379,3379,Q1408121,Culture.Biography.Biography*,0.9952548146247864,409032,Colin Pillinger,17,enwiki,3,2.0
3380,3380,Q1408121,STEM.STEM*,0.8267217874526978,409032,Colin Pillinger,17,enwiki,3,2.0
3381,3381,Q5260694,History_and_Society.Society,1.0000100135803225,2406278,depopulation of Diego Garcia,5,enwiki,9,1.0
3382,3382,Q5260694,Geography.Regions.Europe.Europe*,0.2763098945617676,2406278,depopulation of Diego Garcia,5,enwiki,9,1.0
3383,3383,Q748396,Culture.Media.Television,1.0000100135803225,8038986,Poland in the Junior Eurovision Song Contest,13,enwiki,3,20.0
3384,3384,Q748396,Culture.Media.Media*,1.0000100135803225,8038986,Poland in the Junior Eurovision Song Contest,13,enwiki,3,20.0
3385,3385,Q748396,Geography.Regions.Europe.Europe*,0.4687954058647156,8038986,Poland in the Junior Eurovision Song Contest,13,enwiki,3,20.0
3386,3386,Q748396,Geography.Regions.Europe.Eastern_Europe,0.3696072568893433,8038986,Poland in the Junior Eurovision Song Contest,13,enwiki,3,20.0
3387,3387,Q1634144,Culture.Biography.Biography*,0.9931061863899232,6839070,Kristen Pazik,15,enwiki,3,1.0
3388,3388,Q6105612,Culture.Biography.Biography*,0.9820237755775452,41403470,Renzo Saravia,11,enwiki,1,1.0
3389,3389,Q6105612,Culture.Sports,0.9073222279548644,41403470,Renzo Saravia,11,enwiki,1,1.0
3390,3390,Q6610539,Compilation.List_Disambig,1.0,37186492,list of college football stadiums with non-traditional field colors,20,enwiki,4,2.0
3391,3391,Q6610539,Culture.Sports,0.5698626637458801,37186492,list of college football stadiums with non-traditional field colors,20,enwiki,4,2.0
3392,3392,Q4796868,Culture.Biography.Biography*,0.9995221495628356,5198966,Art Hindle,21,enwiki,2,2.0
3393,3393,Q159543,STEM.Biology,1.0000100135803225,4454920,Coccinella septempunctata,15,enwiki,3,1.0
3394,3394,Q159543,STEM.STEM*,1.0000100135803225,4454920,Coccinella septempunctata,15,enwiki,3,1.0
3395,3395,Q5098257,History_and_Society.Society,0.9914325475692748,39728690,think of the children,15,enwiki,3,1.0
3396,3396,Q32610,STEM.Earth_and_environment,0.9939124584197998,32844266,2011 Virginia earthquake,8,enwiki,16,4.0
3397,3397,Q32610,STEM.STEM*,0.9755869507789612,32844266,2011 Virginia earthquake,8,enwiki,16,4.0
3398,3398,Q32610,Geography.Regions.Americas.North_America,0.7186043858528137,32844266,2011 Virginia earthquake,8,enwiki,16,4.0
3399,3399,Q32610,History_and_Society.Politics_and_government,0.585111141204834,32844266,2011 Virginia earthquake,8,enwiki,16,4.0
3400,3400,Q56065667,Culture.Biography.Biography*,0.9991540908813475,58125844,Lewis Ward,19,enwiki,0,4.0
3401,3401,Q3362156,Culture.Media.Films,0.996837317943573,4556334,The Last Voyage,26,enwiki,8,1.0
3402,3402,Q3362156,Culture.Media.Media*,0.9958112239837646,4556334,The Last Voyage,26,enwiki,8,1.0
3403,3403,Q20725526,History_and_Society.History,0.8634016513824463,378212,obverse and reverse,16,enwiki,8,2.0
3404,3404,Q11153,Culture.Biography.Biography*,0.9995517134666444,1928850,John Roberts,3,enwiki,2,5.0
3405,3405,Q11153,History_and_Society.Politics_and_government,0.9973783493041992,1928850,John Roberts,3,enwiki,2,5.0
3406,3406,Q11153,Geography.Regions.Americas.North_America,0.32119916582107544,1928850,John Roberts,3,enwiki,2,5.0
3407,3407,Q55615299,Culture.Biography.Biography*,0.9963027834892272,57265494,Jordan Thomas,19,enwiki,0,4.0
3408,3408,Q55615299,Culture.Sports,0.6992644667625427,57265494,Jordan Thomas,19,enwiki,0,4.0
3409,3409,Q30123071,Culture.Biography.Biography*,0.99593985080719,54183616,Cameron Johnston,19,enwiki,0,1.0
3410,3410,Q30123071,Culture.Sports,0.9783946871757508,54183616,Cameron Johnston,19,enwiki,0,1.0
3411,3411,Q30123071,Geography.Regions.Oceania,0.3301530351638794,54183616,Cameron Johnston,19,enwiki,0,1.0
3412,3412,Q251095,Culture.Biography.Biography*,0.9992778301239014,420234,Caroline Flint,1,enwiki,2,4.0
3413,3413,Q251095,History_and_Society.Politics_and_government,0.9972090721130372,420234,Caroline Flint,1,enwiki,2,4.0
3414,3414,Q251095,Culture.Biography.Women,0.5775054097175598,420234,Caroline Flint,1,enwiki,2,4.0
3415,3415,Q251095,Geography.Regions.Europe.Europe*,0.4163126816749573,420234,Caroline Flint,1,enwiki,2,4.0
3416,3416,Q251095,Geography.Regions.Europe.Northern_Europe,0.40366052293777466,420234,Caroline Flint,1,enwiki,2,4.0
3417,3417,Q5287756,Geography.Regions.Asia.South_Asia,1.0000100135803225,22432748,Doddarasinakere,6,enwiki,13,2.0
3418,3418,Q5287756,Geography.Regions.Asia.Asia*,1.0000100135803225,22432748,Doddarasinakere,6,enwiki,13,2.0
3419,3419,Q28561366,Culture.Biography.Biography*,0.9984121918678284,53036484,Haason Reddick,19,enwiki,0,4.0
3420,3420,Q28561366,Culture.Sports,0.974052667617798,53036484,Haason Reddick,19,enwiki,0,4.0
3421,3421,Q4459692,Culture.Biography.Biography*,1.0000100135803225,20434298,Ryan Mason,0,enwiki,1,1.0
3422,3422,Q4459692,Culture.Sports,0.998142421245575,20434298,Ryan Mason,0,enwiki,1,1.0
3423,3423,Q796979,Geography.Regions.Asia.Asia*,1.0000100135803225,15112056,South Andaman district,5,enwiki,9,15.0
3424,3424,Q796979,Geography.Regions.Asia.South_Asia,1.0000100135803225,15112056,South Andaman district,5,enwiki,9,15.0
3425,3425,Q28756381,Culture.Biography.Biography*,0.9931061863899232,53163432,Josh Woodrum,19,enwiki,0,3.0
3426,3426,Q28756381,Culture.Sports,0.9905974268913268,53163432,Josh Woodrum,19,enwiki,0,3.0
3427,3427,Q28756381,Geography.Regions.Americas.North_America,0.006821857929229736,53163432,Josh Woodrum,19,enwiki,0,3.0
3428,3428,Q15736032,Culture.Biography.Biography*,0.9964163899421692,39060346,Handré Pollard,12,enwiki,1,13.0
3429,3429,Q15736032,Culture.Sports,0.7606606483459473,39060346,Handré Pollard,12,enwiki,1,13.0
3430,3430,Q15736032,Geography.Regions.Africa.Southern_Africa,0.3469777574539185,39060346,Handré Pollard,12,enwiki,1,13.0
3431,3431,Q15736032,Geography.Regions.Africa.Africa*,0.12146936559677125,39060346,Handré Pollard,12,enwiki,1,13.0
3432,3432,Q311370,Culture.Sports,0.9995927214622498,18865094,Nathan Delfouneso,11,enwiki,1,3.0
3433,3433,Q311370,Culture.Biography.Biography*,0.9994397163391112,18865094,Nathan Delfouneso,11,enwiki,1,3.0
3434,3434,Q311370,Geography.Regions.Europe.Northern_Europe,0.08411114120483397,18865094,Nathan Delfouneso,11,enwiki,1,3.0
3435,3435,Q311370,Geography.Regions.Europe.Europe*,0.014629947185516357,18865094,Nathan Delfouneso,11,enwiki,1,3.0
3436,3436,Q332413,Culture.Biography.Biography*,0.9996417164802552,634336,Robert McFarlane,3,enwiki,2,4.0
3437,3437,Q332413,History_and_Society.Military_and_warfare,0.839743971824646,634336,Robert McFarlane,3,enwiki,2,4.0
3438,3438,Q332413,Geography.Regions.Americas.North_America,0.4638651480674744,634336,Robert McFarlane,3,enwiki,2,4.0
3439,3439,Q5965720,Culture.Biography.Biography*,0.9995657801628112,33669878,Syuri,20,enwiki,4,1.0
3440,3440,Q5965720,Culture.Biography.Women,0.9871888160705566,33669878,Syuri,20,enwiki,4,1.0
3441,3441,Q5965720,Culture.Sports,0.9855064153671264,33669878,Syuri,20,enwiki,4,1.0
3442,3442,Q5965720,Geography.Regions.Asia.Asia*,0.3469777574539185,33669878,Syuri,20,enwiki,4,1.0
3443,3443,Q5965720,Geography.Regions.Asia.East_Asia,0.32119916582107544,33669878,Syuri,20,enwiki,4,1.0
3444,3444,Q328818,History_and_Society.History,0.9914325475692748,180882,Kingdom of Kent,27,enwiki,14,19.0
3445,3445,Q328818,Geography.Regions.Europe.Europe*,0.8933194279670715,180882,Kingdom of Kent,27,enwiki,14,19.0
3446,3446,Q328818,Geography.Regions.Europe.Northern_Europe,0.8354935646057129,180882,Kingdom of Kent,27,enwiki,14,19.0
3447,3447,Q28401849,STEM.Computing,0.9993221759796144,51154324,Guccifer 2.0,3,enwiki,2,15.0
3448,3448,Q28401849,STEM.STEM*,0.9963027834892272,51154324,Guccifer 2.0,3,enwiki,2,15.0
3449,3449,Q28401849,Culture.Media.Software,0.9905974268913268,51154324,Guccifer 2.0,3,enwiki,2,15.0
3450,3450,Q28401849,Culture.Internet_culture,0.9724247455596924,51154324,Guccifer 2.0,3,enwiki,2,15.0
3451,3451,Q28401849,STEM.Technology,0.94500470161438,51154324,Guccifer 2.0,3,enwiki,2,15.0
3452,3452,Q28401849,History_and_Society.Politics_and_government,0.8840492963790894,51154324,Guccifer 2.0,3,enwiki,2,15.0
3453,3453,Q28401849,Culture.Media.Media*,0.8175845146179199,51154324,Guccifer 2.0,3,enwiki,2,15.0
3454,3454,Q28401849,Culture.Visual_arts.Visual_arts*,0.7718535065650941,51154324,Guccifer 2.0,3,enwiki,2,15.0
3455,3455,Q24915549,Geography.Regions.Asia.South_Asia,0.4895974268913269,50516548,National Secular Conference,5,enwiki,9,2.0
3456,3456,Q24915549,Geography.Regions.Asia.Asia*,0.4738311638832092,50516548,National Secular Conference,5,enwiki,9,2.0
3457,3457,Q262793,Culture.Media.Films,0.997120440006256,2259030,Tarzan the Ape Man,4,enwiki,4,1.0
3458,3458,Q262793,Culture.Media.Media*,0.9967369437217712,2259030,Tarzan the Ape Man,4,enwiki,4,1.0
3459,3459,Q4597922,Culture.Sports,1.0000100135803225,17128242,2000 U.S. Open,20,enwiki,4,2.0
3460,3460,Q11680018,STEM.STEM*,0.9993638396263124,71268,astrochemistry,17,enwiki,3,8.0
3461,3461,Q11680018,STEM.Chemistry,0.9263137578964232,71268,astrochemistry,17,enwiki,3,8.0
3462,3462,Q339173,Culture.Biography.Biography*,0.9984121918678284,6156034,Gerardo Seoane,15,enwiki,3,4.0
3463,3463,Q339173,Culture.Sports,0.9732507467269896,6156034,Gerardo Seoane,15,enwiki,3,4.0
3464,3464,Q339173,Geography.Regions.Europe.Europe*,0.4569222798347473,6156034,Gerardo Seoane,15,enwiki,3,4.0
3465,3465,Q339173,Geography.Regions.Europe.Western_Europe,0.4569222798347473,6156034,Gerardo Seoane,15,enwiki,3,4.0
3466,3466,Q56275557,Culture.Sports,0.967909336090088,58033016,2018 Pinstripe Bowl,19,enwiki,0,9.0
3467,3467,Q232588,Culture.Biography.Biography*,0.9986850023269652,766070,Miyoshi Umeki,4,enwiki,4,2.0
3468,3468,Q232588,Culture.Biography.Women,0.99567848443985,766070,Miyoshi Umeki,4,enwiki,4,2.0
3469,3469,Q232588,History_and_Society.History,0.6926519870758057,766070,Miyoshi Umeki,4,enwiki,4,2.0
3470,3470,Q232588,Culture.Media.Music,0.5000100135803223,766070,Miyoshi Umeki,4,enwiki,4,2.0
3471,3471,Q18152900,Culture.Sports,0.966924011707306,26599826,NFL RedZone,19,enwiki,0,3.0
3472,3472,Q18152900,Culture.Media.Television,0.9381340146064758,26599826,NFL RedZone,19,enwiki,0,3.0
3473,3473,Q18152900,Culture.Media.Media*,0.812877357006073,26599826,NFL RedZone,19,enwiki,0,3.0
3474,3474,Q977386,Culture.Sports,0.9970290064811708,23777316,Roberto Merhi,15,enwiki,3,8.0
3475,3475,Q977386,Culture.Biography.Biography*,0.9965265989303588,23777316,Roberto Merhi,15,enwiki,3,8.0
3476,3476,Q583525,Culture.Media.Films,0.9976868629455566,77598,Here Comes Mr. Jordan,6,enwiki,5,2.0
3477,3477,Q583525,Culture.Media.Media*,0.991162657737732,77598,Here Comes Mr. Jordan,6,enwiki,5,2.0
3478,3478,Q7648424,Culture.Biography.Biography*,0.9972950220108032,3231500,Susan Stephen,23,enwiki,7,2.0
3479,3479,Q7648424,Culture.Biography.Women,0.5775054097175598,3231500,Susan Stephen,23,enwiki,7,2.0
3480,3480,Q11790414,Culture.Biography.Biography*,0.9984612464904784,5209908,Nebojša Medojević,19,enwiki,0,1.0
3481,3481,Q11790414,Geography.Regions.Europe.Southern_Europe,0.06886266374588013,5209908,Nebojša Medojević,19,enwiki,0,1.0
3482,3482,Q4596352,Culture.Sports,0.996185541152954,9745098,1st Grey Cup,19,enwiki,0,20.0
3483,3483,Q4596352,Geography.Regions.Americas.North_America,0.4831036200523377,9745098,1st Grey Cup,19,enwiki,0,20.0
3484,3484,Q18719351,Culture.Biography.Biography*,0.9979592561721802,44951428,Christian Covington,19,enwiki,0,1.0
3485,3485,Q18719351,Culture.Sports,0.952584147453308,44951428,Christian Covington,19,enwiki,0,1.0
3486,3486,Q6198196,Culture.Biography.Biography*,0.9992778301239014,993264,Jim Smith,11,enwiki,1,4.0
3487,3487,Q6198196,Culture.Sports,0.9890230894088744,993264,Jim Smith,11,enwiki,1,4.0
3488,3488,Q4718706,Culture.Biography.Biography*,0.992888569831848,20045086,Alexander DeLeon,1,enwiki,11,1.0
3489,3489,Q57239257,Culture.Biography.Biography*,0.9893575310707092,58696146,Karel Sperber,15,enwiki,3,1.0
3490,3490,Q57239257,STEM.Medicine_&_Health,0.6723417043685913,58696146,Karel Sperber,15,enwiki,3,1.0
3491,3491,Q57239257,STEM.STEM*,0.546748161315918,58696146,Karel Sperber,15,enwiki,3,1.0
3492,3492,Q57239257,Geography.Regions.Europe.Europe*,0.037993239402771,58696146,Karel Sperber,15,enwiki,3,1.0
3493,3493,Q6917789,Culture.Sports,0.9937201142311096,3714468,Motion offense,22,enwiki,21,2.0
3494,3494,Q671480,Geography.Regions.Americas.North_America,0.998876452445984,60356,Albany,3,enwiki,2,3.0
3495,3495,Q671480,Geography.Geographical,0.8596737384796143,60356,Albany,3,enwiki,2,3.0
3496,3496,Q16236161,Culture.Biography.Biography*,0.9979592561721802,38731794,Eddie Goldman,19,enwiki,0,8.0
3497,3497,Q16236161,Culture.Sports,0.9755869507789612,38731794,Eddie Goldman,19,enwiki,0,8.0
3498,3498,Q8012623,Culture.Biography.Biography*,0.9931061863899232,19308592,William Hudson,2,enwiki,7,2.0
3499,3499,Q2723357,Culture.Biography.Biography*,0.99567848443985,5229594,Moushumi Chatterjee,6,enwiki,13,2.0
3500,3500,Q2723357,Culture.Biography.Women,0.6076731681823729,5229594,Moushumi Chatterjee,6,enwiki,13,2.0
3501,3501,Q2723357,Geography.Regions.Asia.Asia*,0.4501522054672241,5229594,Moushumi Chatterjee,6,enwiki,13,2.0
3502,3502,Q2723357,Geography.Regions.Asia.South_Asia,0.4209318628311157,5229594,Moushumi Chatterjee,6,enwiki,13,2.0
3503,3503,Q6804757,Geography.Regions.Asia.South_Asia,1.0000100135803225,27907140,Mechuka,5,enwiki,9,1.0
3504,3504,Q6804757,Geography.Regions.Asia.Asia*,1.0000100135803225,27907140,Mechuka,5,enwiki,9,1.0
3505,3505,Q562837,Culture.Biography.Biography*,0.9976133108139038,37314882,Shon Wan-ho,20,enwiki,4,6.0
3506,3506,Q562837,Culture.Sports,0.9949496984481812,37314882,Shon Wan-ho,20,enwiki,4,6.0
3507,3507,Q562837,Geography.Regions.Asia.Asia*,0.22388027811050412,37314882,Shon Wan-ho,20,enwiki,4,6.0
3508,3508,Q562837,Geography.Regions.Asia.East_Asia,0.07650540971755981,37314882,Shon Wan-ho,20,enwiki,4,6.0
3509,3509,Q6110271,Culture.Media.Television,0.9990094900131226,3018862,Rock Bottom,28,enwiki,2,20.0
3510,3510,Q6110271,Culture.Media.Media*,0.9976133108139038,3018862,Rock Bottom,28,enwiki,2,20.0
3511,3511,Q2709101,History_and_Society.Business_and_economics,0.8558611869812012,2692172,Maple Leaf Foods,3,enwiki,2,1.0
3512,3512,Q2709101,Geography.Regions.Americas.North_America,0.4089169969558716,2692172,Maple Leaf Foods,3,enwiki,2,1.0
3513,3513,Q5572174,Culture.Biography.Biography*,0.9980222582817078,22574728,Glover Quin,19,enwiki,0,4.0
3514,3514,Q5572174,Culture.Sports,0.9777238368988036,22574728,Glover Quin,19,enwiki,0,4.0
3515,3515,Q5572174,Geography.Regions.Americas.North_America,0.1713417043685913,22574728,Glover Quin,19,enwiki,0,4.0
3516,3516,Q58650,Geography.Regions.Asia.Asia*,0.9942797422409058,970556,Zhangjiakou,1,enwiki,7,4.0
3517,3517,Q58650,Geography.Regions.Asia.East_Asia,0.994098961353302,970556,Zhangjiakou,1,enwiki,7,4.0
3518,3518,Q745667,Compilation.List_Disambig,1.0,13255684,list of Seattle Seahawks seasons,19,enwiki,0,2.0
3519,3519,Q745667,Culture.Sports,0.7310686111450195,13255684,list of Seattle Seahawks seasons,19,enwiki,0,2.0
3520,3520,Q146665,Culture.Linguistics,0.8558611869812012,812724,South Slavic languages,15,enwiki,3,4.0
3521,3521,Q146665,Geography.Regions.Europe.Southern_Europe,0.4971998205184937,812724,South Slavic languages,15,enwiki,3,4.0
3522,3522,Q146665,Geography.Regions.Europe.Europe*,0.4936250915527344,812724,South Slavic languages,15,enwiki,3,4.0
3523,3523,Q17067479,Compilation.List_Disambig,1.0,39551224,list of practical joke topics,15,enwiki,3,1.0
3524,3524,Q3037168,Culture.Biography.Biography*,0.9972090721130372,13080138,Dorothy Dwan,4,enwiki,4,2.0
3525,3525,Q121397,History_and_Society.Society,1.0000100135803225,147008,human shield,3,enwiki,2,2.0
3526,3526,Q121397,History_and_Society.Military_and_warfare,0.9566442370414734,147008,human shield,3,enwiki,2,2.0
3527,3527,Q121397,History_and_Society.History,0.59267657995224,147008,human shield,3,enwiki,2,2.0
3528,3528,Q121397,Geography.Regions.Europe.Europe*,0.006821857929229736,147008,human shield,3,enwiki,2,2.0
3529,3529,Q6835129,Culture.Biography.Biography*,0.9987651705741882,24579360,Michael W. Deem,1,enwiki,7,1.0
3530,3530,Q3443218,Culture.Sports,0.7931159734725952,1425724,Laval Rouge et Or,19,enwiki,0,4.0
3531,3531,Q3443218,Geography.Regions.Americas.North_America,0.40366052293777466,1425724,Laval Rouge et Or,19,enwiki,0,4.0
3532,3532,Q3326071,Culture.Sports,0.952584147453308,3391588,West Virginia Mountaineers,19,enwiki,0,8.0
3533,3533,Q3326071,History_and_Society.Education,0.7122421860694885,3391588,West Virginia Mountaineers,19,enwiki,0,8.0
3534,3534,Q3326071,Geography.Regions.Americas.North_America,0.4440047016143799,3391588,West Virginia Mountaineers,19,enwiki,0,8.0
3535,3535,Q3810317,Culture.Sports,0.9992545843124391,27028082,Josh Lambo,19,enwiki,0,6.0
3536,3536,Q3810317,Culture.Biography.Biography*,0.9916942119598388,27028082,Josh Lambo,19,enwiki,0,6.0
3537,3537,Q3810317,Geography.Regions.Americas.North_America,0.13604079389572146,27028082,Josh Lambo,19,enwiki,0,6.0
3538,3538,Q5585903,Culture.Biography.Biography*,0.9987651705741882,5858880,Gordon Taylor,11,enwiki,1,1.0
3539,3539,Q5585903,Culture.Sports,0.9124462008476256,5858880,Gordon Taylor,11,enwiki,1,1.0
3540,3540,Q836438,History_and_Society.Transportation,0.9992306232452391,458748,B-26 Marauder,2,enwiki,7,1.0
3541,3541,Q836438,STEM.Engineering,0.9992059469223022,458748,B-26 Marauder,2,enwiki,7,1.0
3542,3542,Q836438,STEM.STEM*,0.9991540908813475,458748,B-26 Marauder,2,enwiki,7,1.0
3543,3543,Q836438,History_and_Society.Military_and_warfare,0.9919480085372924,458748,B-26 Marauder,2,enwiki,7,1.0
3544,3544,Q18702003,Culture.Sports,0.9939124584197998,44381546,2015 Chicago Bears season,19,enwiki,0,24.0
3545,3545,Q18702003,Geography.Regions.Americas.North_America,0.4990100135803223,44381546,2015 Chicago Bears season,19,enwiki,0,24.0
3546,3546,Q12124807,Culture.Media.Films,0.9981998205184937,19712210,Hollywood Hotel,6,enwiki,5,2.0
3547,3547,Q12124807,Culture.Media.Media*,0.9965265989303588,19712210,Hollywood Hotel,6,enwiki,5,2.0
3548,3548,Q18605540,Culture.Media.Media*,0.9688661694526672,41865524,Jessica Jones,25,enwiki,4,2.0
3549,3549,Q18605540,Culture.Media.Television,0.9433575868606568,41865524,Jessica Jones,25,enwiki,4,2.0
3550,3550,Q18605540,Culture.Visual_arts.Comics_and_Anime,0.8267217874526978,41865524,Jessica Jones,25,enwiki,4,2.0
3551,3551,Q18605540,Culture.Literature,0.7663036584854126,41865524,Jessica Jones,25,enwiki,4,2.0
3552,3552,Q18605540,Culture.Visual_arts.Visual_arts*,0.7371681928634644,41865524,Jessica Jones,25,enwiki,4,2.0
3553,3553,Q18605540,Geography.Regions.Americas.North_America,0.0991983880996704,41865524,Jessica Jones,25,enwiki,4,2.0
3554,3554,Q3339085,Culture.Sports,0.9173126816749572,702650,New Zealand Warriors,12,enwiki,1,2.0
3555,3555,Q3339085,Geography.Regions.Oceania,0.3730872144699097,702650,New Zealand Warriors,12,enwiki,1,2.0
3556,3556,Q5274223,Culture.Biography.Biography*,0.9983615279197692,31337158,Dido Harding,1,enwiki,2,1.0
3557,3557,Q5274223,Culture.Biography.Women,0.966924011707306,31337158,Dido Harding,1,enwiki,2,1.0
3558,3558,Q5274223,History_and_Society.Business_and_economics,0.6442351341247559,31337158,Dido Harding,1,enwiki,2,1.0
3559,3559,Q5980469,Culture.Biography.Biography*,0.9987651705741882,37480176,Iain Henderson,12,enwiki,1,15.0
3560,3560,Q5980469,Culture.Sports,0.7431780099868774,37480176,Iain Henderson,12,enwiki,1,15.0
3561,3561,Q5980469,Geography.Regions.Europe.Northern_Europe,0.4063222279548645,37480176,Iain Henderson,12,enwiki,1,15.0
