,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,10.0,409.0,Alfredo Binda,0.9982553720474244,Q318051,Culture.Sports,409.0,10058.568432178072,11.0,2184.0,9.982553720474245,Culture,Sports
1,1.0,433.0,Astato,0.9763205647468568,Q999,STEM.Chemistry,433.0,0.0,16.0,2952.0,0.9763205647468568,STEM,Chemistry
2,2.0,482.0,Angela e Luciana Giussani,0.3998216390609741,Q3616798,Culture.Visual_arts.Visual_arts*,482.0,6521.0,4.0,2112.0,0.7996432781219482,Culture,Visual_arts*
3,4.0,566.0,ARPANET,0.38492217659950256,Q177524,STEM.Technology,566.0,45605.0,16.0,2299.0,1.5396887063980103,STEM,Technology
4,28.0,722.0,Bernard Hinault,0.9748311638832092,Q109255,Culture.Sports,722.0,71479.50495466568,11.0,3012.0,27.29527258872986,Culture,Sports
5,4.0,724.0,Bromo,0.9099169969558716,Q879,STEM.Chemistry,724.0,80180.41294563236,16.0,3067.0,3.6396679878234863,STEM,Chemistry
6,2.0,1383.0,Ciclo litogenetico,0.9566442370414734,Q1164398,STEM.Earth_and_environment,1383.0,0.0,16.0,2629.0,1.9132884740829468,STEM,Earth_and_environment
7,9.0,1756.0,Eriprando Visconti,0.9992306232452391,Q327346,Culture.Biography.Biography*,1756.0,18614.409086108422,12.0,1172.0,0.0,Culture,Biography*
8,5.0,1977.0,Franco Corelli,0.9263137578964232,Q313831,Culture.Media.Music,1977.0,39275.715617984846,1.0,1672.0,4.631568789482116,Culture,Music
9,5.0,2335.0,Il caso Mattei,0.9715740084648132,Q2755251,Culture.Media.Media*,2335.0,42552.12233623344,12.0,1639.0,4.857870042324066,Culture,Media*
10,14.0,2454.0,Jacques Anquetil,0.996837317943573,Q221001,Culture.Sports,2454.0,33042.201506639474,11.0,4615.0,13.955722451210022,Culture,Sports
11,3.0,2456.0,Jean-Pierre Léaud,0.9992306232452391,Q295834,Culture.Biography.Biography*,2456.0,1906.432076659067,12.0,1524.0,0.0,Culture,Biography*
12,3.0,2614.0,Lev Davidovič Landau,0.8903042674064636,Q133267,STEM.Physics,2614.0,13041.0,20.0,1688.0,2.670912802219391,STEM,Physics
13,9.0,2642.0,Lavoro,0.7879412174224854,Q6958747,History_and_Society.Society,2642.0,68663.30011761795,18.0,2970.0,7.091470956802368,History_and_Society,Society
14,5.0,3001.0,Neornithes,0.990301549434662,Q19163,STEM.Biology,3001.0,36633.836138018734,5.0,2221.0,4.95150774717331,STEM,Biology
15,7.0,3210.0,Pininfarina,0.8175845146179199,Q40987,History_and_Society.Business_and_economics,3210.0,93398.80763317687,7.0,2364.0,5.7230916023254395,History_and_Society,Business_and_economics
16,9.0,3311.0,Pace,0.4610267877578736,Q454,Culture.Philosophy_and_religion,3311.0,70053.33944436023,18.0,2598.0,4.149241089820863,Culture,Philosophy_and_religion
17,79.0,3319.0,Papa Silvestro I,0.9836069941520692,Q47149,Culture.Philosophy_and_religion,3319.0,44390.622675947314,6.0,1712.0,77.70495253801347,Culture,Philosophy_and_religion
18,76.0,3320.0,Papa Clemente V,0.9362950325012208,Q131463,Culture.Philosophy_and_religion,3320.0,4157.456557822104,6.0,2399.0,71.15842247009279,Culture,Philosophy_and_religion
19,3.0,3428.0,Paul Dirac,0.8634016513824463,Q47480,STEM.Physics,3428.0,6521.0,16.0,2684.0,2.590204954147339,STEM,Physics
20,8.0,3680.0,Rote Armee Fraktion,0.5621865391731262,Q102734,History_and_Society.Politics_and_government,3680.0,52207.834331705286,8.0,3310.0,4.49749231338501,History_and_Society,Politics_and_government
21,5.0,3740.0,Radio (elemento chimico),0.839743971824646,Q1128,STEM.Chemistry,3740.0,19683.24314545268,16.0,2498.0,4.19871985912323,STEM,Chemistry
22,7.0,3891.0,Sperlonga,1.0000100135803225,Q128217,Geography.Regions.Europe.Europe*,3891.0,43370.4249306272,17.0,2575.0,0.0,Geography,Europe*
23,7.0,4177.0,Telecomunicazione,0.4688006341457367,Q418,STEM.Technology,4177.0,145558.93111160846,16.0,2764.0,3.281604439020157,STEM,Technology
24,5.0,4318.0,Tim Berners-Lee,0.2689514458179474,Q80,STEM.Computing,4318.0,22815.0,16.0,2366.0,1.344757229089737,STEM,Computing
25,5.0,4629.0,Giochi della XIX Olimpiade,0.9539760947227478,Q8429,Culture.Sports,4629.0,6635.855930697207,23.0,2732.0,4.769880473613739,Culture,Sports
26,4.0,4634.0,Giochi della XXIV Olimpiade,0.9626831412315368,Q8470,Culture.Sports,4634.0,114.85593069718759,23.0,2290.0,3.850732564926147,Culture,Sports
27,5.0,6870.0,John von Neumann,0.26285186409950256,Q17455,Culture.Philosophy_and_religion,6870.0,26817.384607931934,1.0,2640.0,1.3142593204975128,Culture,Philosophy_and_religion
28,7.0,7494.0,Dialetto bergamasco,0.9808859825134276,Q2669891,Culture.Linguistics,7494.0,20274.190373861216,24.0,2351.0,6.866201877593993,Culture,Linguistics
29,8.0,8718.0,Neutrone,0.585111141204834,Q2348,STEM.Physics,8718.0,87476.08277175618,16.0,2689.0,4.680889129638672,STEM,Physics
30,21.0,8991.0,Cecil B. DeMille,0.9991540908813475,Q72267,Culture.Biography.Biography*,8991.0,171866.81010282776,3.0,2389.0,0.0,Culture,Biography*
31,6.0,9188.0,Provincia di Ravenna,0.9814634323120116,Q16252,Geography.Regions.Europe.Southern_Europe,9188.0,97331.07948400652,2.0,2930.0,0.0,Geography,Southern_Europe
32,3.0,9333.0,Brest (Francia),0.8519628047943115,Q12193,Geography.Regions.Europe.Europe*,9333.0,34086.56432989858,17.0,3686.0,0.0,Geography,Europe*
