,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
22266983,Orel (spacecraft),22266983,21,26,80.08769628578851,Q923623
22282465,Ramiro Peña,22282465,2,42,4646.0,Q1139775
22283726,Shawn Kelley,22283726,2,6,31.04743537037588,Q3481622
22292608,Britton Colquitt,22292608,6,9,2586.808031776849,Q4971683
22324534,List of Miami Dolphins broadcasters,22324534,6,6,9399.214549633778,Q16211713
22324597,List of Las Vegas Raiders broadcasters,22324597,13,6,17426.85821369898,Q6592665
22327039,List of Los Angeles Rams broadcasters,22327039,5,6,986.0068581542876,Q16226521
22327082,List of Carolina Panthers broadcasters,22327082,4,6,0.0,Q6566246
22327110,List of Minnesota Vikings broadcasters,22327110,6,6,20683.117602450035,Q6590445
22356659,Tareck El Aissami,22356659,1,11,0.0,Q506399
22434789,Soyuz (rocket),22434789,29,26,9621.3738232289,Q23902660
22462544,The Church of Jesus Christ of Latter-day Saints in Utah,22462544,4,43,60242.0,Q7722988
22468002,Kevin Vogt,22468002,10,38,0.1111111111111111,Q573312
22479813,History of the Oakland Athletics,22479813,8,6,29600.355329767706,Q5870121
22498859,David Barstow,22498859,2,11,0.0,Q5231175
22516845,Alexander Gustafsson,22516845,4,4,1782.5396950713052,Q723744
22517216,Andrea Joyce,22517216,3,25,76414.07108308708,Q4755133
22524790,Carlos Subero,22524790,2,42,4646.0,Q5042682
22573513,Alexandre Frota,22573513,1,40,0.0,Q4720839
22614102,Josip Iličić,22614102,3,13,10357.749795182739,Q510462
22631818,Microsoft Kin,22631818,2,6,4646.0,Q1574805
22640244,Black jails,22640244,1,17,0.0,Q4922356
22690697,Austin Romine,22690697,5,42,10446.003643806567,Q901725
22703860,2003 ricin letters,22703860,3,44,0.0,Q4602144
22720683,David Agus,22720683,3,7,4646.0,Q5230638
22752020,Pravin Gordhan,22752020,6,28,46370.0,Q561279
22790853,Governor of Maine,22790853,5,1,137.06836675965934,Q3506352
22793808,Gerardo Parra,22793808,3,6,724.352130639888,Q2092814
22801829,David Saint-Jacques,22801829,12,26,2463.9719920350976,Q448320
22811160,Downing Street mortar attack,22811160,3,39,2318.5,Q1542423
22850140,Dale G. Renlund,22850140,17,43,1.458062227627445,Q5210451
22869120,Jody Hice,22869120,5,25,953.0330773314611,Q6208081
22946367,Cyclone Aila,22946367,1,19,0.0,Q3290505
22993591,Special Treatment,22993591,1,8,0.0,Q3909379
23035034,Marlos,23035034,2,38,4646.0,Q681938
23116760,Stan Walker,23116760,2,12,0.0,Q2330139
23134963,Justin Wren,23134963,2,4,645.3472689595927,Q20744795
23248364,Meteorological history of Hurricane Andrew,23248364,14,19,171164.4641505874,Q6823470
23256628,NOAA Hurricane Hunters,23256628,2,19,1.0285714285714285,Q1961220
23304432,Jared Waerea-Hargreaves,23304432,8,23,6639.402893109064,Q3162709
23348256,Amir Aliakbari,23348256,2,4,0.0,Q471964
23370033,James Moffat (racing driver),23370033,22,35,3575.9528577888955,Q6139866
23435207,Serena Auñón-Chancellor,23435207,6,26,785.8187747474655,Q3479150
23441343,Shaun Wane,23441343,10,23,216.37222565839252,Q7490997
23483996,A Cry from the Streets,23483996,1,27,0.0,Q12110830
23498576,Raymore Drive,23498576,2,19,0.0,Q7299288
23527223,Jeannette (comics),23527223,6,14,0.14285714285714285,Q6172260
23574418,Cambridge Antibody Technology,23574418,2,16,0.0,Q5025351
23575032,Sexual violence in the Democratic Republic of the Congo,23575032,3,16,0.0,Q7458834
23581510,Nir Bitton,23581510,3,3,24066.052932980718,Q2896026
23590813,Liam Farrell,23590813,6,23,56.05119047619045,Q6539584
23600274,Liam Hendriks,23600274,7,6,289.6020076064039,Q3237646
23643784,Effects of Hurricane Hazel in Canada,23643784,2,19,0.37849157666091293,Q5347328
23655297,Vujadin Savić,23655297,2,13,0.0,Q2097326
23685324,Gill Marcus,23685324,4,28,2321.8333333333335,Q3361453
23766214,North Florida,23766214,40,19,3382.213763322228,Q7055353
23767415,Robert Von Ancken,23767415,1,11,0.0,Q7350629
23795526,Orangeburg Preparatory Schools,23795526,2,25,0.0,Q7099788
23797926,Kareem Jackson,23797926,11,9,24827.3060272331,Q3193039
23830996,Dennis Pitta,23830996,11,9,2958.2394997226215,Q2085228
23844677,"East Side, West Side (1949 film)",23844677,2,27,4646.0,Q3559142
23858981,Felix Brych,23858981,1,13,0.0,Q538522
23861604,Omar Bolden,23861604,3,9,0.0,Q3882069
23866355,Mella Thirandhathu Kadhavu,23866355,1,28,0.0,Q6813038
23888237,María de Villota,23888237,1,31,0.0,Q236914
23899598,Nile Ranger,23899598,1,10,0.0,Q1321269
23956978,List of mockumentaries,23956978,1,30,0.0,Q6628872
23964655,Kalani Sitake,23964655,2,31,0.0,Q6350585
23999188,Piccadilly Incident,23999188,2,27,87932.0,Q7190559
24000687,Apostolos Giannou,24000687,4,3,10612.461467666351,Q3557345
24021021,Rula Jebreal,24021021,1,11,0.0,Q1067013
24077792,Ishak Belfodil,24077792,10,38,7634.8950895812895,Q975390
24088467,Darian Stewart,24088467,9,9,14100.594098568827,Q5222711
24089887,Finbar Furey,24089887,3,20,9290.0,Q2262303
24110331,Anthony Pettis,24110331,5,4,371.7064923544262,Q2057232
24125001,Fábio Maldonado,24125001,3,4,256014.4621094109,Q5511358
24133681,Joseph Stika,24133681,1,11,0.0,Q6287200
24154882,Life imprisonment in Norway,24154882,6,17,0.9047619047619047,Q17009993
24157324,Crazy Love (Michael Bublé album),24157324,6,30,0.0,Q869586
24180162,Pedro Strop,24180162,9,6,8105.875431583117,Q1045999
24225006,Aleksandar Trajkovski,24225006,1,13,0.0,Q535908
24259132,Abdul Latif Jameel Poverty Action Lab,24259132,4,25,9369.761483582013,Q774437
24285327,Ajla Tomljanović,24285327,3,2,785.122370652684,Q2712407
24314931,Maxime Le Marchand,24314931,3,5,0.0,Q3302625
24321470,Markku Kanerva,24321470,5,13,0.0,Q2626897
24327480,List of Sri Lanka Test cricket records,24327480,3,18,4645.999999999999,Q6598098
24351218,Prema Powerteam,24351218,6,31,42.583333333333336,Q2115327
24351508,Ram Sampath,24351508,1,28,0.0,Q6098766
24385119,List of Formula One polesitters,24385119,4,35,7562.055971963846,Q173390
24431876,Australian soccer league system,24431876,1,3,0.0,Q3653630
24483841,Luis Miguel Rodríguez (footballer),24483841,1,5,0.0,Q3840384
24518351,Lolly-Madonna XXX,24518351,1,30,0.0,Q6668974
24576484,2009 American League Central tie-breaker game,24576484,13,6,4058.368517263522,Q4613200
24603253,American Music Awards of 2009,24603253,15,12,1157.0,Q4744536
24605243,Michael Maguire (rugby league),24605243,7,23,4674.917153894295,Q6832445
24648150,Evgeny Kuznetsov,24648150,4,33,49857.34304151003,Q928121
24680975,Judy Shepard,24680975,5,21,6.666666666666666,Q3188047
24711100,List of Australia national soccer team captains,24711100,1,3,0.0,Q6562902
24739811,Schoenstein Organ at the Conference Center,24739811,1,43,0.0,Q7431984
24749022,List of Individual Speedway World Championship medalists,24749022,2,31,0.0,Q471246
24759913,Chip Coffey,24759913,1,9,0.0,Q5101488
24776941,Northwest Florida Beaches International Airport,24776941,8,19,209.6330332914928,Q6586746
24777091,Denis Odoi,24777091,3,5,0.0,Q2470063
24783291,Karen Darabedyan,24783291,2,4,0.0,Q6369585
24786167,Boyd Cordner,24786167,10,23,42870.238478693514,Q4952318
24790040,Union for a Better Future of BiH,24790040,7,24,0.0,Q3612403
24811345,Viktor (wrestler),24811345,5,20,159478.00650187625,Q263228
24824355,"James Collins (footballer, born 1990)",24824355,4,13,16252.0,Q10490126
24825435,René Rast,24825435,6,31,110952.0,Q64052
24865282,Fahad Albutairi,24865282,3,11,0.0,Q5429493
24898587,Matt Tebbutt,24898587,1,18,0.0,Q6789418
24912020,List of royal weddings,24912020,14,0,255911.46003666444,Q4992501
24924174,Giannis Fetfatzidis,24924174,2,5,18557.63003072763,Q312036
24946967,Battle of Shok Valley,24946967,2,37,0.0,Q4872371
24956064,Anthony Foxx,24956064,2,25,0.0,Q4772543
24958275,Crown of the Andes,24958275,3,27,4646.0,Q5189523
24975597,Pontus Jansson,24975597,2,5,0.0,Q1355390
25027467,Dustin Hopkins,25027467,6,9,7472.765500516421,Q5317103
25029023,Mexican Dirty War,25029023,3,11,9291.0,Q3151731
25055940,Knowledge Musona,25055940,7,10,4622.868611901399,Q922689
25069064,Avar–Andic languages,25069064,7,4,203.49142797348995,Q4827766
25073845,Hathaway Bridge,25073845,3,19,0.39973262032085566,Q16892144
25149711,Eduardo Núñez,25149711,8,42,9315.665535816433,Q1139273
25178343,Camilla Kerslake,25178343,1,23,0.0,Q5026584
25181753,Alyssa Naeher,25181753,8,14,1547.999999999999,Q450481
25182713,William McEwan,25182713,2,0,0.0,Q8015392
25187411,Sérgio Oliveira,25187411,1,13,0.0,Q2071136
25187824,Maguindanao massacre,25187824,1,22,0.0,Q1518023
25190143,Allen Bailey,25190143,2,9,2587.7346773700565,Q4731520
25191620,Mesovortices,25191620,8,19,0.0,Q6821654
25192500,Jimmer Fredette,25192500,3,14,75551.38268221104,Q553318
25194603,José Scheinkman,25194603,1,25,0.0,Q6293997
25276055,Ariana Grande,25276055,3,11,18575.0,Q151892
25325107,Jabaal Sheard,25325107,9,9,5517.829269739336,Q6109783
25345991,List of incidents involving ricin,25345991,4,44,0.3333333333333333,Q6014665
25459752,Erdem Moralıoğlu,25459752,1,0,0.0,Q1349083
25468896,Zarina Diyas,25468896,3,2,2.663690476190477,Q2466357
25491345,List of Japanese Nobel laureates,25491345,11,16,24627.3779856803,Q6575045
25492844,Deshaun Thomas,25492844,3,3,4646.0,Q5264155
25526560,Mario Gavranović,25526560,1,13,0.0,Q459184
25575713,Tímea Babos,25575713,3,2,3.203968253968254,Q239765
25575800,Sarah Thomas (American football official),25575800,1,30,0.0,Q7422824
25599284,Christian Democratic Party (Brazil),25599284,20,40,811.7997281407736,Q3366416
25614790,List of Padma Bhushan award recipients (1954–1959),25614790,4,28,243632.0,Q7123817
25614838,List of Padma Bhushan award recipients (1960–1969),25614838,4,28,85063.0,Q7123816
25614919,List of Padma Bhushan award recipients (1990–1999),25614919,6,28,135663.83333333334,Q7123821
25614941,List of Padma Bhushan award recipients (2000–2009),25614941,9,28,41780.5,Q7123822
25636426,Daria Gavrilova,25636426,5,2,1214.8875643724775,Q2446649
25641297,2010 Cleveland Browns season,25641297,4,9,1059.985183731621,Q4616950
25642668,List of international cricket centuries by Don Bradman,25642668,3,18,0.0,Q6624205
25657091,James Hurst (American football),25657091,11,9,1065.1350771367347,Q6136450
25661979,Global Health Corps,25661979,2,25,0.0,Q5570363
25700776,Pirate Party Luxembourg,25700776,6,17,0.0,Q3079953
25726999,Frank Ifield,25726999,1,8,0.0,Q1354614
25728171,Matthew Ebden,25728171,6,2,49978.01422210849,Q515677
25740379,Maritime Security Agency,25740379,1,11,0.0,Q6765845
25801086,William Howard Arnold,25801086,2,16,0.0,Q8012567
25802213,List of earthquakes in Haiti,25802213,2,19,0.0,Q1862872
25806557,Adam Ottavino,25806557,1,6,0.0,Q2823986
25871557,2010 New Orleans Saints season,25871557,17,9,6141.034026837784,Q4618008
25893091,Exit Through the Gift Shop,25893091,24,15,13.7,Q1119322
25912801,Andrew E. Lange,25912801,1,16,0.0,Q456536
25951276,List of natural disasters in Haiti,25951276,7,19,18800.65607591878,Q3243393
25953806,Visa requirements for Mongolian citizens,25953806,18,37,25454.42601810701,Q1151581
25954337,Visa requirements for Saint Lucian citizens,25954337,19,37,812.8024064353291,Q7935519
25970286,Visa requirements for Bahraini citizens,25970286,12,37,57260.28900733246,Q7935411
25972099,Visa requirements for Qatari citizens,25972099,22,37,10224.083709710276,Q7935517
25972666,Visa requirements for Azerbaijani citizens,25972666,11,37,13665.197126389387,Q1151924
25977342,Visa requirements for Guatemalan citizens,25977342,19,37,812.8024064353291,Q7935458
25978508,Visa requirements for Bahamian citizens,25978508,21,37,2873.563085945721,Q7935410
25978523,Visa requirements for Belizean citizens,25978523,20,37,3017.465101993617,Q7935416
25978531,Visa requirements for Bolivian citizens,25978531,23,37,14587.02141997438,Q7935415
25978536,Visa requirements for Botswana citizens,25978536,16,37,7.222764797391663,Q7935420
25978550,Visa requirements for Bruneian citizens,25978550,11,37,13665.197126389387,Q7935424
25978569,Visa requirements for Cameroonian citizens,25978569,19,37,137166.32089966707,Q7935428
25978610,Visa requirements for Cuban citizens,25978610,22,37,1079.1715122390335,Q7935437
25978624,Visa requirements for Cypriot citizens,25978624,8,37,278905.49336273654,Q7935439
25978631,Visa requirements for Czech citizens,25978631,22,37,26192.974909820365,Q7935440
25978666,Visa requirements for Ecuadorian citizens,25978666,27,37,187001.76054723977,Q7935448
25978674,Visa requirements for Eritrean citizens,25978674,9,37,923.5222859405297,Q15707290
25984137,Don Martindale,25984137,10,9,7552.000526634293,Q5293077
26016478,Konnie Huq,26016478,13,20,43420.75314293981,Q3290309
26018784,Visa requirements for Chinese citizens of Macau,26018784,13,37,14497.343392773726,Q26980
26057593,The Sound and the Fury (1959 film),26057593,1,41,0.0,Q3220645
26152144,2020 Winter Youth Olympics,26152144,6,34,808.7528561610857,Q1053559
26176212,List of ATP Tour Top-level tournament singles champions,26176212,5,2,234.83530469252096,Q6560357
26178284,HWA Team,26178284,5,31,18501.083333333332,Q59521699
26186877,2010 NCAA Division I FBS football season,26186877,9,31,19011.140812041038,Q2948737
26205834,The Cave (song),26205834,2,0,0.0,Q1893652
26220991,Assassination of Mahmoud Al-Mabhouh,26220991,3,11,15253.541687937302,Q4118404
26234563,Visa requirements for Djiboutian citizens,26234563,22,37,26530.75266057553,Q7935444
26246572,Visa requirements for Tanzanian citizens,26246572,9,37,28.640503469370234,Q7935539
26256606,Ed Henry,26256606,6,7,62186.710310785835,Q5334933
26288676,Mandalorian,26288676,3,30,2320.0,Q54289
26326236,List of Texas A&M Aggies head football coaches,26326236,3,31,59.404032666206604,Q6599319
26363008,Helen Grant (politician),26363008,2,39,0.0,Q391792
26373596,Jamie McDonnell,26373596,1,30,0.0,Q6147207
26373804,Puriša Đorđević,26373804,1,8,0.0,Q2756949
26388293,Darren Elkins,26388293,3,4,0.8409090909090909,Q5224904
26392255,Kiernan Shipka,26392255,5,30,83403.0,Q439939
26412082,Jen Psaki,26412082,6,25,54202.89939918726,Q12066523
26422981,Mr. Brainwash,26422981,2,15,0.0,Q1849264
26443049,Visa requirements for Honduran citizens,26443049,19,37,2018.4906564970852,Q7935462
26446860,Abdulkhakim Ismailov,26446860,1,4,0.0,Q317502
26456857,List of Utah companies,26456857,1,43,0.0,Q6603332
26486775,Ted Wheeler,26486775,3,17,66854.54366267839,Q7693864
26525837,Visa requirements for Trinidad and Tobago citizens,26525837,12,37,316709.433379484,Q7935544
26547095,Alonzo Gee,26547095,2,3,9290.0,Q1337331
26579594,Emily Ratajkowski,26579594,3,14,9291.0,Q5372335
26608934,Eyewall replacement cycle,26608934,11,19,10245.73561051896,Q13634400
26638617,Values Voter Summit,26638617,1,25,0.0,Q7912787
26656176,Cold Blood (Doctor Who),26656176,4,8,26139.414103287705,Q3212626
26793585,Jerome Randle,26793585,2,3,58232.83139421216,Q3808001
26808045,Roberto Bautista Agut,26808045,4,2,46748.794462517886,Q966542
26839407,Samsaram Adhu Minsaram,26839407,1,28,0.0,Q7410320
26840061,Joe Espada,26840061,8,42,4646.0,Q6214354
26855361,Cousin marriage in the Middle East,26855361,1,16,0.0,Q788326
26864811,Freddie Burns,26864811,4,23,2077.4333333332193,Q3086995
26886869,Bozigit Ataev,26886869,2,4,0.0,Q4875189
26896828,Linval Joseph,26896828,4,9,7202.701248901293,Q3833138
26898700,Claire Perry O'Neill,26898700,1,39,0.0,Q575452
26916472,India at the 2010 Summer Youth Olympics,26916472,3,34,6.1337995337995315,Q2430162
26921603,TrustoCorp,26921603,1,15,0.0,Q7848220
26975978,Dhaka Platoon,26975978,3,3,27846.0,Q5268730
26994831,Jonny Venters,26994831,3,6,346.68835509170617,Q3183614
26997555,IMF Chief Economist,26997555,4,25,467.368341206589,Q6573783
27023851,Manny Piña,27023851,5,42,0.0,Q265968
27071316,Oriol Romeu,27071316,5,5,12201.722593128316,Q274523
27109926,Zé Luís,27109926,1,5,0.0,Q387172
27176693,Walter Gong,27176693,1,43,0.0,Q7964973
27243732,Alexandre Lacazette,27243732,5,5,76459.51160019464,Q13306
27258624,Patrício Freire,27258624,5,4,646.0139356262596,Q7145945
27274143,Nicky Morgan,27274143,1,39,0.0,Q580375
27282843,Andrew Bridgen,27282843,1,0,0.0,Q265028
27305991,Steve Baker (politician),27305991,4,39,18572.5,Q260111
27306911,Tracey Crouch,27306911,2,39,0.0,Q291557
27343890,The Lodger (Doctor Who),27343890,4,8,18.558333333333334,Q3053671
27386042,Aaron Williams (American football),27386042,1,9,0.0,Q4662540
27401251,Brazilian Labour Party (current),27401251,19,40,90.70835876294984,Q1576143
27408922,The Big Bang (Doctor Who),27408922,6,8,288.96004741107726,Q2586347
27409114,Votive crown,27409114,3,27,4646.0,Q4126791
27421172,Scotland at the FIFA World Cup,27421172,5,10,32726.233135359686,Q7435673
27426478,List of prizes known as the Nobel of a field or the highest honors of a field,27426478,7,16,1093.3971507405213,Q6634981
27470774,Metal Storm,27470774,3,37,37119.0,Q1776551
27482501,Warren Luff,27482501,14,35,1.4956782287664638,Q7970368
27485579,Davy Pröpper,27485579,9,5,74170.49857167706,Q889289
27487632,Marten de Roon,27487632,3,13,1473.6740234381011,Q285684
27560131,Don Roy King,27560131,2,30,0.0,Q5293451
27587739,Gareth Steenson,27587739,2,23,0.0,Q5522976
27600254,Kamohelo Mokotjo,27600254,3,10,4713.897305322191,Q210850
27613885,Ons Jabeur,27613885,2,2,0.0,Q290212
27631867,Robert C. Gay,27631867,5,43,0.0,Q7342604
27635346,"Nicolae Stanciu (footballer, born 1993)",27635346,5,13,85451.76865992839,Q464694
27688397,Thibaut Pinot,27688397,2,3,0.0,Q460872
27718913,Upper Saxony,27718913,3,13,0.0,Q457102
27725209,Alex Caceres,27725209,1,4,0.0,Q4716774
27734433,Spain national football team results,27734433,5,13,69267.75365745867,Q1846175
27744515,Germany at the FIFA World Cup,27744515,3,13,12500.970022903186,Q173966
27822534,John Mallee,27822534,1,6,0.0,Q16206037
27907521,Lewis Dunk,27907521,1,5,0.0,Q6536506
27961643,Jon Anik,27961643,2,4,836.2319150655603,Q16197336
27994637,Josh Charnley,27994637,15,23,653.7021142242273,Q6288752
28008672,Pedro Báez,28008672,7,6,25058.42591598129,Q6068373
28039944,Pittsburgh Steelers Radio Network,28039944,14,6,17808.055753340446,Q7199398
28083823,Sona Mohapatra,28083823,3,28,9288.5,Q7255900
28242597,Handel Lee,28242597,3,7,0.0,Q5647370
28254761,Mike Pompeo,28254761,14,25,915613.1851494797,Q473239
28319405,Runcorn Town F.C.,28319405,1,13,0.0,Q5290220
28369173,2010 Summer Youth Olympics medal table,28369173,5,34,2078.30551446603,Q434853
28398536,A.E.K.–Olympiacos rivalry,28398536,3,38,9291.0,Q6587073
28403037,1898 Georgia hurricane,28403037,2,19,0.0,Q188833
28582114,Frank Zombo,28582114,1,33,0.0,Q3082874
28610252,Alan Patrick,28610252,2,38,9290.0,Q923402
28618416,Oliver Baumann,28618416,12,38,4666.659651271502,Q129116
28648150,List of Ligue 1 broadcasters,28648150,1,5,0.0,Q6576864
28680600,Visa requirements for Paraguayan citizens,28680600,20,37,1522.148687073399,Q15255459
28744498,Lance Lynn,28744498,4,6,9239.382990654763,Q2356050
28747040,Jazz Boat,28747040,4,27,18577.0,Q12125218
28769904,List of Oval Office desks,28769904,2,25,4646.0,Q6593202
28891003,Visa requirements for Uruguayan citizens,28891003,20,37,2417.4313275217223,Q15262496
28915259,Paycheck Fairness Act,28915259,1,25,0.0,Q7156706
28932861,Mike Kelly (Pennsylvania politician),28932861,6,25,38381.903431499406,Q1431761
28934836,Statute of Praemunire,28934836,1,0,0.0,Q7604655
28935060,Faouzi Ghoulam,28935060,2,38,7227.082998719723,Q2484011
28941559,Andrew Romine,28941559,1,42,0.0,Q787110
28992287,List of international games played by NHL teams,28992287,4,33,18577.0,Q16997139
28997458,1983 Negev mid-air collision,28997458,1,26,0.0,Q4581131
28997975,Mike Martin (defensive lineman),28997975,1,31,0.0,Q3857421
29034630,Dorothy Morris,29034630,2,41,13932.0,Q1250327
29078929,Marcus Mumford,29078929,4,0,13934.0,Q25554
29148416,Jordan Hicks,29148416,6,9,5517.0478736162195,Q6276600
29175247,Zhang Ze,29175247,1,2,0.0,Q8070429
29231949,Dave Doeren,29231949,5,31,9791.904655035081,Q5228671
29243440,Steve Price (coach),29243440,3,23,0.0,Q7613663
29243894,Zak Hardaker,29243894,9,23,98054.4848759419,Q8064967
29319259,Kevin Long (footballer),29319259,1,13,0.0,Q6396794
29319793,BC Andorra,29319793,5,3,0.0,Q43973
29341660,2017 Rugby League World Cup,29341660,16,23,544917.2637945176,Q3000720
29413074,Marcus Cannon,29413074,8,9,131.7379209474417,Q3846677
29418557,Karl Koopman,29418557,1,37,0.0,Q6371997
29424274,Yujiro Kushida,29424274,15,20,248031.13176099435,Q8060542
29427669,Jessie J,29427669,3,24,175179.0,Q18814
29468079,"Tim Beck (American football, born 1966)",29468079,3,31,0.0,Q7803156
29490248,Lockheed L-1649 Starliner,29490248,2,30,4646.000000000001,Q1867580
29543332,Timișoara Saracens,29543332,3,23,0.0,Q3415102
29642899,Katherine Clark,29642899,5,25,9290.0,Q6376330
29652927,Nick Ayers,29652927,1,25,0.0,Q16151025
29704555,"Robinho (footballer, born 1987)",29704555,1,5,0.0,Q7386520
29707474,"Invisible Children, Inc.",29707474,3,11,0.0,Q44460
29758156,1999 Texas Longhorns football team,29758156,1,31,0.0,Q4595168
29760895,Cristiano Biraghi,29760895,4,13,9291.0,Q824938
29827053,6 Hours of Fuji,29827053,1,31,0.0,Q2818080
29860566,Anders Lee,29860566,1,33,0.0,Q4753855
29899036,2011 National League Division Series,29899036,24,6,90735.15508968907,Q1099080
30022577,List of Atlanta Braves owners and executives,30022577,5,6,2822.1650514461576,Q16147446
30054459,Vladan Milojević,30054459,3,13,4646.0,Q7938180
30062202,Jamala,30062202,4,20,0.3333333333333333,Q2662517
30075427,Miguel Ángel Guerrero,30075427,5,5,0.0,Q2756907
30115322,Miracle at the New Meadowlands,30115322,9,36,156105.53810842233,Q6872461
30166799,Charles Aznavour discography,30166799,11,7,16363.156346080825,Q2909839
30175884,Danny da Costa,30175884,4,38,0.0,Q481570
30209218,Tony Jefferson,30209218,14,9,4250.138810393268,Q7822648
30220163,Tommy Rees (American football),30220163,2,9,0.0,Q7819799
30239002,2011 Cleveland Browns season,30239002,7,9,12590.488991343918,Q4620749
30246532,Izet Hajrović,30246532,2,38,1119.6979008904864,Q679318
30273100,Malagasy mountain mouse,30273100,9,37,39448.0,Q146458
30282614,Lorenzo Ebecilio,30282614,2,13,69480.0,Q128909
30302627,State holidays in New Jersey,30302627,1,22,0.0,Q7603699
30304580,2011 New Orleans Saints season,30304580,20,9,79176.92630054733,Q4621991
30306658,Pedro Martins (footballer),30306658,6,5,9290.0,Q7159755
30311961,Pippa Middleton,30311961,6,0,934.3002177910754,Q232465
30324664,Valeri Qazaishvili,30324664,1,13,0.0,Q889404
30329510,Manny Diaz (American football),30329510,1,31,0.0,Q6750990
30419091,Dmitrij Jaškin,30419091,1,33,0.0,Q1232813
30484176,Michael Devlin (footballer),30484176,1,29,0.0,Q6829838
30514317,Low-background steel,30514317,1,25,0.0,Q6692715
30541329,2011 SEC Championship Game,30541329,5,31,10343.82502713931,Q4622286
30557199,Atom (Ryan Choi),30557199,5,14,0.2909090909090909,Q4817193
30579430,Romaine Sawyers,30579430,3,13,20887.12643099241,Q3940507
30598221,Tererai Trent,30598221,1,11,0.0,Q7702074
30679444,Jodey Arrington,30679444,3,1,17796.435939281004,Q6207815
30689885,Anett Kontaveit,30689885,4,2,5276.550257697473,Q639366
30695527,Júnior Fernándes,30695527,1,5,0.0,Q969503
30697151,1999–2000 UEFA Champions League group stage,30697151,3,5,32486.0,Q4595642
30701910,List of governors of North Carolina (1712–1776),30701910,1,22,0.0,Q5589742
30717530,Bully (mascot),30717530,5,31,21393.621073525246,Q4997079
30739508,Muslim Salikhov,30739508,4,4,69347.26505622907,Q6942961
30748709,Helen Glover (rower),30748709,1,18,0.0,Q2040115
30758361,Skybound Entertainment,30758361,2,4,33919.45912137292,Q7537603
30776771,Walter Payton NFL Man of the Year Award,30776771,4,9,4937.33853975028,Q771139
30778687,Anthony Levine,30778687,15,9,1615.7716507328653,Q2852893
30797993,Bradley Klahn,30797993,2,2,0.0,Q772382
30860855,Hurricane-proof building,30860855,1,19,0.0,Q2995294
30863744,Pravin Amre,30863744,3,18,2190.004834054818,Q3531966
30872946,Dargwa language,30872946,2,4,0.0,Q32332
30874442,Ministry of Defence Police,30874442,13,11,944980.7149161058,Q1937192
30939766,Gasret Aliev,30939766,1,4,0.0,Q4062281
30957558,Tai Wesley,30957558,1,31,0.0,Q7675850
30965172,Robin Windsor,30965172,1,11,0.0,Q16205929
30988655,Scott Holtzman,30988655,4,4,9291.0,Q21062497
31010402,Julio Furch,31010402,1,9,0.0,Q5397018
31054937,Canceled NFL games,31054937,2,9,167749.75998845015,Q5031374
31075045,Julio Teherán,31075045,8,6,9290.0,Q3065498
31159303,Draft-card burning,31159303,2,26,4646.0,Q5304755
31182314,Gary Rader,31182314,2,26,9290.0,Q5525799
31194612,Jeffrey Schlupp,31194612,4,5,4644.0,Q323046
31303191,John Bateman (rugby league),31303191,14,23,83761.51611942983,Q6221074
31319951,Ramsey Nijem,31319951,2,4,0.0,Q7290238
31323792,Visa requirements for Libyan citizens,31323792,20,37,934.0837097100745,Q7935485
31334272,Māris Kučinskis,31334272,3,41,2.0,Q6112509
31364426,Ben Morgan,31364426,3,23,4646.0,Q2895525
31418029,The Curse of the Black Spot,31418029,3,8,0.0,Q2980673
31419873,Day of the Moon,31419873,6,8,13932.5,Q2587136
31465858,Nathan Walker,31465858,3,33,0.0,Q984365
31473809,Ryan Flaherty,31473809,1,6,0.0,Q3453775
31481902,List of wedding guests of Prince William and Catherine Middleton,31481902,12,0,508723.097864389,Q12733496
31484459,Scott McLaughlin (racing driver),31484459,33,35,12052.440280188865,Q7436838
31490056,Brock Holt,31490056,7,42,36019.066700411175,Q660679
31518471,Naomi Scott,31518471,3,17,3.0,Q254894
31525891,United (2011 film),31525891,4,29,4646.0,Q524179
31556141,Iwona Kuczyńska,31556141,1,2,0.0,Q2404437
31560142,Malek Jaziri,31560142,2,2,0.0,Q440477
31578806,Jeff Hendrick,31578806,6,13,26258.80872680102,Q390793
31592479,Adam Reach,31592479,1,5,0.0,Q4679647
31596713,Eman al-Nafjan,31596713,8,11,4660.46805732149,Q5368974
31603024,Dušan Lajović,31603024,3,2,62.398015873015865,Q551295
31614907,Parachuting Rat,31614907,23,15,0.0,Q7133945
31618184,Ira Trivedi,31618184,2,28,0.0,Q12071510
31621943,Works by Banksy that have been damaged or destroyed,31621943,24,15,5.25,Q8035090
31635942,Wedding dress of Lady Diana Spencer,31635942,5,0,1823.6392965488653,Q302371
31639740,Dwayne Harris,31639740,4,9,155.839334870465,Q3716810
31645611,Wedding dress of Sarah Ferguson,31645611,4,0,2.7041666666666666,Q7979097
31658425,Anthony Sherman,31658425,9,9,3934.3359231777326,Q4773456
31661732,Wedding of Prince Edward and Sophie Rhys-Jones,31661732,9,0,327961.17837752966,Q2894167
31673551,Lima Sopoaga,31673551,1,23,0.0,Q6548834
31676544,Eve Adams,31676544,1,0,0.0,Q5416142
31733942,Bobby Decordova-Reid,31733942,2,5,1839.95072906321,Q10514792
31771934,Payanangal Mudivathillai,31771934,2,28,4646.0,Q12985675
