,Label,Id,Degree,modularity_class,betweenesscentrality
98,Astat,98,5,4,1838.9475793490803
112,Acre,112,9,15,115030.8787233866
120,Astronom,120,6,17,39506.40925731948
225,Antonym,225,4,4,64416.75824477728
472,Black_Box,472,1,23,0.0
486,Bundesbeauftragter_für_die_Stasi-Unterlagen,486,7,0,187173.33819881408
541,Geschichte_von_Bündnis_90/Die_Grünen,541,29,0,419357.7836092041
588,Liste_der_byzantinischen_Kaiser,588,10,16,50120.183333333334
646,Bernhard_Grzimek,646,4,8,80837.53550572145
693,Blaise_Pascal,693,4,4,17703.5
764,Biografie,764,6,21,96078.93702807253
803,Cadmium,803,10,4,139295.40971535264
870,Kallisto_(Mond),870,3,4,0.6666666666666666
1038,Deutscher_Herbst,1038,4,0,8530.225878395757
1072,Domitian,1072,3,16,31891.625919549115
1443,Ernährung_des_Menschen,1443,3,4,39952.231179447976
1577,Francium,1577,5,4,1838.9475793490803
1597,Fritz_Kuhn,1597,5,19,67984.37301341981
1675,DR_877,1675,2,4,5903.000000000001
1689,Färöische_Sprache,1689,1,21,0.0
1931,Galileische_Monde,1931,4,4,1260.3404836384436
1988,Galenos,1988,7,18,109468.74758083273
2095,Gorillas,2095,5,17,8852.0
2176,Hugenottenkriege,2176,2,18,12287.584926326654
2182,Hardware,2182,8,4,72943.78655889914
2207,Heinrich_VII._(HRR),2207,9,18,33628.80867788833
2226,Heinrich_der_Seefahrer,2226,6,18,9402.102018748463
2259,Die_Abenteuer_des_Huckleberry_Finn,2259,5,24,55851.333330324866
2379,Io_(Mond),2379,6,4,2729.3492355504814
2495,Joschka_Fischer,2495,12,0,178609.24839863213
2497,Johann_Gottlieb_Fichte,2497,3,0,34408.7147184027
2600,Kurt_Gödel,2600,4,4,26859.88746449173
2690,Kündigungsschutzgesetz,2690,1,11,0.0
2750,Kalifornischer_Goldrausch,2750,2,18,5903.0
2762,Karavelle,2762,4,18,14782.11087215018
3113,"William_Thomson,_1._Baron_Kelvin",3113,1,4,0.0
3189,Maschinenbau,3189,22,4,532138.5737645975
3337,Medium_(Kommunikation),3337,4,0,20964.73727065507
3360,Michael_Faraday,3360,3,4,11494.12461579987
3460,Max_Born,3460,1,4,0.0
3517,Neon,3517,8,4,53564.035012325556
3711,Ole_von_Beust,3711,4,0,66884.03695525468
3781,Liste_der_Städte_und_Gemeinden_in_Thüringen,3781,3,22,11298.769580633232
4034,Politische_Parteien_in_Deutschland,4034,8,0,25335.853737828173
4060,Phase_Alternating_Line,4060,4,17,66400.81516725327
4183,Quadratur_des_Kreises,4183,1,4,0.0
4253,Rita_Süssmuth,4253,7,0,34092.02099845601
4372,Bayreuther_Festspiele,4372,9,21,12564.243183402648
4534,Stasi-Unterlagen,4534,7,19,101909.63278114422
4569,Suzanne_Vega,4569,1,7,0.0
4625,Science-Fiction,4625,33,17,785087.6519672137
4708,Sonnenfleck,4708,4,4,124752.05555810046
4718,Stummfilm,4718,17,21,510633.04967577715
4731,Stalaktit,4731,2,4,5903.0
4758,Standardtänze,4758,1,18,0.0
4807,Summenformel,4807,17,4,70982.33536073125
5141,Teleskop,5141,8,4,136493.43392969877
5154,Tropfstein,5154,1,4,0.0
5158,Titius-Bode-Reihe,5158,2,17,0.0
5295,Tragschrauber,5295,2,7,28193.1029518834
5397,Vitellius,5397,1,18,0.0
5427,Vereinte_Dienstleistungsgewerkschaft,5427,9,0,47472.83767067283
5580,Microsoft_Windows_2000,5580,3,22,17843.65950735519
