,Label,Modularity Class,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
5446276,Thierry Funck-Brentano,3,10.0,0,134,135,18.702206,2.465929,5446276,1,8,0.0,Q3524262
5469498,Daley Blind,16,10.0,153,96,160,24.008528,-9.164441,5469498,1,12,0.0,Q128912
5473602,Romain Thievin,2,10.0,0,168,183,-22.036316,-19.265423,5473602,1,9,0.0,Q3440781
5563693,Rebel Wilson,12,11.153846,0,134,74,18.52578,-7.597681,5563693,2,3,12023.0,Q442897
5571420,Luc Arbogast,0,10.0,193,77,88,10.748538,12.176537,5571420,1,5,0.0,Q2929801
5595520,Julien Rambaldi,14,14.615385,60,163,0,-12.762674,4.848307,5595520,5,2,8213.48885897238,Q3189629
5602167,Troy Deeney,1,11.153846,0,164,49,-21.699886,18.459204,5602167,2,7,0.0,Q10725
5602327,Miss France 2008,2,91.92307,0,168,183,-15.5961,-11.497812,5602327,72,9,3434.8477408151075,Q3316485
5602381,Miss France 2006,2,91.92307,0,168,183,-16.93362,-5.710029,5602381,72,9,677.9670460968566,Q3316481
5627013,Les Vacances de Ducobu,14,14.615385,60,163,0,-5.2156825,2.919685,5627013,5,6,4522.714931512555,Q3235977
5659351,Wilfried Zaha,1,11.153846,0,164,49,-12.035548,17.165537,5659351,2,7,0.0,Q713711
5675575,Kalidou Koulibaly,1,10.0,0,164,49,-22.279177,7.011374,5675575,1,7,0.0,Q3192187
5686476,Willy Boly,1,10.0,0,164,49,-12.567316,-5.4029946,5686476,1,7,0.0,Q570983
5695337,Pascale de La Tour du Pin,17,11.153846,54,124,233,13.17241,22.49107,5695337,2,6,989.935748013598,Q3367718
5702601,Vincent Claude,14,12.307693,60,163,0,24.221899,-21.490377,5702601,3,6,6459.812058011642,Q3559543
5713600,Maxime Machenaud,15,18.076923,185,97,239,2.2663884,2.6094244,5713600,8,8,0.9636604136604137,Q3302643
5742677,Chasse au bison,6,12.307693,152,129,0,-14.196613,14.207878,5742677,3,16,53158.97923690073,Q2068524
5757940,Camille Lopez,15,23.846153,185,97,239,20.965597,23.638779,5757940,13,8,12.644715323662693,Q2935003
5792677,Miss France 1998,2,93.07693,0,168,183,23.392794,-16.54263,5792677,73,9,879.2177481889846,Q2410799
5792681,Miss France 1997,2,89.61538,0,168,183,21.520432,6.3663855,5792681,70,9,399.63820422638395,Q3316476
5792683,Miss France 1989,2,87.30769,0,168,183,-24.83557,-21.4554,5792683,68,9,0.0,Q3316457
5801828,Cynthia Ann Parker,0,10.0,193,77,88,7.06243,-17.348585,5801828,1,16,0.0,Q371602
5848056,Juliette Chappey,14,11.153846,60,163,0,-12.632387,-21.022028,5848056,2,6,0.0,Q3189742
5887162,Siège de Rhodes (1522),18,10.0,0,148,245,-9.191154,-9.903544,5887162,1,7,0.0,Q767935
5917419,Miss France 1992,2,87.30769,0,168,183,-7.9646235,-15.611249,5917419,68,9,0.0,Q3316462
5922018,Florence Muller (actrice),14,11.153846,60,163,0,-8.532875,-9.175985,5922018,2,6,0.0,Q3074009
5971074,Pierre Bouby,16,11.153846,153,96,160,17.476807,-12.444922,5971074,2,12,0.0,Q3384091
5975778,Passage des Alpes par Hannibal,8,10.0,0,126,172,19.542501,13.212301,5975778,1,7,0.0,Q1337302
6035732,Greig Laidlaw,15,11.153846,185,97,239,-11.657909,-16.018017,6035732,2,8,0.0,Q3116394
6072763,Issa Cissokho,16,10.0,153,96,160,4.3697686,-24.663094,6072763,1,12,0.0,Q3155676
6092835,Bertrand Le Gendre,16,12.307693,153,96,160,-10.064864,-2.5823774,6092835,3,12,551.0,Q2899605
6109987,Populaire (film),0,11.153846,193,77,88,-9.317262,3.1009057,6109987,2,5,1103.0,Q3398002
6159608,Marly-Gomont (chanson),14,10.0,60,163,0,-8.075539,22.263596,6159608,1,2,0.0,Q3294466
6164889,Estelita Rodriguez,0,12.307693,193,77,88,17.90022,-20.906254,6164889,3,5,0.0,Q3058884
6234193,Miss France 1996,2,89.61538,0,168,183,-22.077547,9.215117,6234193,70,9,1171.1221293669805,Q3316467
6263691,Monarchie de Habsbourg,19,18.076923,235,44,170,-2.2512531,13.329705,6263691,8,11,952.9449964177611,Q153136
6285922,Miss France 1995,2,88.46154,0,168,183,-11.182425,-11.082844,6285922,69,9,68.12212936699838,Q3316466
6293036,Miss France 1994,2,89.61538,0,168,183,-3.5603251,-5.9109173,6293036,70,9,124.14473124983193,Q3316465
6293180,Jonas Martin,16,12.307693,153,96,160,8.154552,20.440598,6293180,3,12,0.0,Q2412107
6293380,Miss France 1993,2,88.46154,0,168,183,11.592646,-7.3523,6293380,69,9,55.43770948055096,Q3316464
6293438,Miss France 1990,2,88.46154,0,168,183,-19.920223,-10.815039,6293438,69,9,29019.07409104104,Q3316459
6293447,Miss France 1988,2,87.30769,0,168,183,-12.511415,7.341918,6293447,68,9,0.0,Q3316455
6380548,Grover Dale,0,10.0,193,77,88,0.08890123,-2.385717,6380548,1,5,0.0,Q1547799
6396596,Michael Wayne,0,13.461538,193,77,88,7.39918,18.054287,6396596,4,5,28.842556083258074,Q521087
6411835,7e étape du Tour de France 2003,8,11.153846,0,126,172,3.2812026,-15.1464815,6411835,2,10,0.0,Q2818436
6450469,Championnat du monde de pétanque,8,16.923077,0,126,172,7.234627,16.291471,6450469,7,10,6598.0,Q772289
6503595,Miss Monde 2013,7,22.692308,255,42,47,-11.191105,14.973627,6503595,12,2,39595.712952567,Q1177857
6612465,Taxi (série de films),10,14.615385,114,121,10,-1.6552297,3.6438146,6612465,5,15,0.0,Q3516380
6622988,Marie Payet,7,12.307693,255,42,47,-13.184222,6.1423097,6622988,3,2,657.1990066906275,Q3292730
6656818,Miss France 1987,2,88.46154,0,168,183,11.792236,-9.422454,6656818,69,9,13.182410235287941,Q3316453
6683041,Miss France 1921,2,87.30769,0,168,183,-14.766056,-24.516441,6683041,68,9,0.0,Q3316420
6683065,Miss France 1920,2,87.30769,0,168,183,0.9676206,23.501184,6683065,68,9,0.0,Q3316419
6687533,Slimane Dazi,14,11.153846,60,163,0,-6.3531756,-6.861024,6687533,2,6,0.0,Q3486697
6717501,"La Belle et la Bête (film, 2014)",10,13.461538,114,121,10,19.767408,-16.241606,6717501,4,15,1103.5,Q3206615
6725687,Didier Ndong,1,12.307693,0,164,49,11.165763,6.2422786,6725687,3,7,3303.0,Q3027127
6725850,Antonia de Rendinger,7,11.153846,255,42,47,3.1825445,14.827627,6725850,2,2,0.0,Q2857089
6726020,Romain Saïss,1,13.461538,0,164,49,0.14263198,-13.711765,6726020,4,7,11162.173587556956,Q3440768
6728601,Becca Tobin,0,11.153846,193,77,88,21.285763,9.627359,6728601,2,16,2555.3843055949997,Q195363
6729276,Rodrigo Caio,1,10.0,0,164,49,15.427423,-20.925194,6729276,1,7,0.0,Q3438450
6747416,Julie Villers,7,12.307693,255,42,47,24.600931,-4.417362,6747416,3,2,22647.224732369858,Q3189281
6787713,Feliz Navidad,4,10.0,235,94,0,2.9605005,-16.672852,6787713,1,1,0.0,Q867806
6794550,Luis Muriel,1,10.0,0,164,49,19.377708,22.573702,6794550,1,7,0.0,Q1032597
6799669,"Miracle sur la 34e rue (film, 1994)",0,10.0,193,77,88,-18.676292,-8.251165,6799669,1,13,0.0,Q258204
6840902,Miss France 1974,2,87.30769,0,168,183,-6.7783456,-15.14188,6840902,68,9,0.0,Q3316438
6840963,Miss France 1980,2,87.30769,0,168,183,-19.2884,-3.3434165,6840963,68,9,0.0,Q3316446
6841027,Miss France 1986,2,87.30769,0,168,183,-7.155551,-5.4681897,6841027,68,9,0.0,Q3316452
6850488,Hiba Tawaji,0,12.307693,193,77,88,2.0106869,1.9150648,6850488,3,5,2205.0,Q2913523
6873315,Peter Weck,19,12.307693,235,44,170,-13.891356,-8.965096,6873315,3,11,0.0,Q89117
6918957,Serge Obolensky,0,10.0,193,77,88,18.21555,-1.7380638,6918957,1,4,0.0,Q4329549
6940814,Pablo Villafranca,4,10.0,235,94,0,19.79053,-20.77308,6940814,1,1,0.0,Q11300379
6965827,Manon Houette,9,18.076923,0,157,116,-14.628823,12.027558,6965827,8,18,317.4154761904722,Q16662716
6978366,The Cold Song,17,11.153846,54,124,233,2.3116164,4.4691567,6978366,2,2,0.0,Q16035376
6986275,Eleanor Tomlinson,14,10.0,60,163,0,22.068682,5.8490047,6986275,1,0,0.0,Q1582005
7005900,Fête de la Saint-Étienne,6,11.153846,152,129,0,18.682388,21.847027,7005900,2,16,0.0,Q1366863
7079139,Assassinat de Raspoutine,0,10.0,193,77,88,21.793612,19.258259,7079139,1,4,0.0,Q2882749
7093907,Hinarani de Longeaux,7,14.615385,255,42,47,5.575208,23.342081,7093907,5,9,187.6234578188912,Q1532647
7094314,Famille de La Tour du Pin,17,11.153846,54,124,233,5.3707848,8.105784,7094314,2,6,731.0009498401275,Q1799183
7170312,John Russell (acteur),0,11.153846,193,77,88,9.215531,-11.200518,7170312,2,5,70.33149552640064,Q1030465
7197657,Histoire de Tahiti,7,14.615385,255,42,47,13.440164,-1.2356787,7197657,5,14,0.25,Q16641938
7216239,Belle et Sébastien (film),14,11.153846,60,163,0,23.396362,-4.9133554,7216239,2,6,1103.0,Q15176481
7216466,Belinda Bencic,17,12.307693,54,124,233,-23.283823,-3.8526528,7216466,3,6,6.616666666666666,Q509903
7241663,Pierre-Emile Højbjerg,1,10.0,0,164,49,23.368515,-8.58797,7241663,1,7,0.0,Q11059683
7241815,Yannick Bolasie,1,11.153846,0,164,49,20.789295,11.419242,7241815,2,7,116.16666666666656,Q4022527
7276492,"Fabinho (football, 1993)",1,11.153846,0,164,49,12.086386,-19.1525,7276492,2,7,1103.0,Q641425
7347483,ŽRK Vardar Skopje,9,11.153846,0,157,116,-3.5826163,-18.64128,7347483,2,18,2204.0000000000005,Q8083586
7380225,Les Essarts (Saint-Briac),6,13.461538,152,129,0,-2.6851258,20.34381,7380225,4,16,0.0,Q15401669
7441756,Miss Univers 2014,7,13.461538,255,42,47,-7.815692,-14.049001,7441756,4,2,915.0632634373131,Q15043510
7444924,Danny Ings,1,10.0,0,164,49,23.36898,-24.673077,7444924,1,7,0.0,Q5220475
7462852,Mr Selfridge,11,13.461538,175,95,13,-5.5747976,8.121538,7462852,4,0,1651.0,Q4127467
7486138,Gnonsiane Niombla,9,19.23077,0,157,116,-5.565491,10.897763,7486138,9,18,7.857142857142858,Q15291022
7505399,María Gabriela Isler,7,11.153846,255,42,47,12.767314,-16.258705,7505399,2,2,0.0,Q3293482
7530965,Damien Le Tallec,16,10.0,153,96,160,17.274128,6.704913,7530965,1,12,0.0,Q702085
7531255,Le Gendre,16,12.307693,153,96,160,-15.712805,23.817802,7531255,3,12,551.0,Q16035788
7560625,"Adama Traoré (football, 1996)",1,12.307693,0,164,49,21.308603,-3.1432679,7560625,3,7,9410.364089103334,Q15221199
7562125,Miiko Taka,0,10.0,193,77,88,23.379902,-11.609953,7562125,1,5,0.0,Q516073
7622130,Alice Renavand,2,10.0,0,168,183,5.7692547,18.781273,7622130,1,9,0.0,Q15982007
7637334,Simon Desthieux,18,12.307693,0,148,245,-14.432601,-17.204393,7637334,3,7,0.0,Q2287432
7681789,Pont sur la rivière Kwaï,0,10.0,193,77,88,15.106422,16.6938,7681789,1,5,0.0,Q2282230
7712373,La Nuit du réveillon,14,10.0,60,163,0,-24.815008,-7.366948,7712373,1,4,0.0,Q16652454
7747935,Michael Edwards (saut à ski),8,13.461538,0,126,172,-3.6868594,-23.645967,7747935,4,10,1103.0,Q550548
7753684,Abdoulaye Doucouré,1,11.153846,0,164,49,-13.075473,-19.784725,7753684,2,7,0.0,Q13427925
7756675,Laura Dahlmeier,18,10.0,0,148,245,-7.4159417,-18.157589,7756675,1,7,0.0,Q4980869
7758896,Anaïs Chevalier,18,13.461538,0,148,245,-9.234536,9.910768,7758896,4,7,1.75,Q488759
7762940,Rodney A. Grant,6,10.0,152,129,0,6.8759418,24.99261,7762940,1,16,0.0,Q1376880
7763958,Emily Wickersham,11,14.615385,175,95,13,-3.5525494,6.5498004,7763958,5,0,5495.0,Q15257250
7773560,Célia Aymonier,18,14.615385,0,148,245,7.4973025,0.59196883,7773560,5,7,1096.75,Q5400632
7800577,Shkodran Mustafi,1,11.153846,0,164,49,19.204533,-7.659859,7800577,2,7,1103.0,Q694014
7808669,Thomas Ramos,15,18.076923,185,97,239,10.97684,5.7897615,7808669,8,8,156.73210488342258,Q16679970
7841160,Quentin Fillon Maillet,18,13.461538,0,148,245,22.222519,16.197235,7841160,4,7,9.5,Q15841371
7880670,Paulina Vega,7,12.307693,255,42,47,-9.946469,-18.411694,7880670,3,2,195.44288010117967,Q15148556
7886026,Cyril Lecomte,14,11.153846,60,163,0,22.69237,4.9894924,7886026,2,6,0.0,Q16467707
7886430,Anne-Christine Lang,16,11.153846,153,96,160,-11.445507,6.792855,7886430,2,12,80028.0,Q16467685
7911075,Élizabeth Vidal,17,12.307693,54,124,233,-22.78883,3.3086505,7911075,3,2,25372.662830814857,Q16511848
7948634,Diamants sur canapé,0,15.769232,193,77,88,21.405893,17.978199,7948634,6,5,20858.970191160293,Q193066
7961190,Saison 1 de Miss Marple,0,10.0,193,77,88,15.568603,5.447873,7961190,1,5,0.0,Q3729261
7983495,Jacqueline Roman,14,10.0,60,163,0,22.185814,3.8194563,7983495,1,4,0.0,Q16916431
7988527,Témoin à charge (nouvelle),0,11.153846,193,77,88,-1.8216177,-5.7768183,7988527,2,5,1103.0,Q3258947
7992414,La Grande Évasion (histoire militaire),0,11.153846,193,77,88,-15.153882,-2.177873,7992414,2,3,0.0,Q17631983
8032468,Andrew Robertson (football),1,11.153846,0,164,49,8.141335,19.034008,8032468,2,7,2204.0,Q15915040
8107884,Ralph Hasenhüttl,1,11.153846,0,164,49,-23.041615,-12.8038225,8107884,2,7,1103.0,Q874628
8409567,Miss Univers 2015,7,14.615385,255,42,47,-11.141658,-12.506146,8409567,5,2,1744.9937176194621,Q20643719
8435605,Jonkheer,0,10.0,193,77,88,22.942703,24.042637,8435605,1,5,0.0,Q1496077
8460707,Félix Bossuet,14,12.307693,60,163,0,-2.3500533,-17.030664,8460707,3,6,2204.0,Q18684211
8511328,Gabriella Papadakis,19,11.153846,235,44,170,-18.026627,15.128229,8511328,2,11,0.0,Q4344606
8542721,Romain Gasmi,16,10.0,153,96,160,18.401926,-18.169638,8542721,1,12,0.0,Q6111364
8544509,Top Gear France,17,16.923077,54,124,233,-13.451151,11.782139,8544509,7,6,8378.287136263612,Q19765920
8572958,Justine Braisaz,18,12.307693,0,148,245,-6.7457004,-4.3956294,8572958,3,7,0.0,Q18586287
8578024,Guillaume Cizeron,19,11.153846,235,44,170,1.3064117,14.660799,8578024,2,11,0.0,Q5616031
8591658,Ainsley Maitland-Niles,1,10.0,0,164,49,14.143157,-10.723126,8591658,1,7,0.0,Q18614641
8601203,Natacha Harry,15,10.0,185,97,239,-5.1668096,-15.518857,8601203,1,8,0.0,Q18745222
8616068,Prodiges (émission de télévision),17,14.615385,54,124,233,-4.5439234,13.171449,8616068,5,2,33495.969123835544,Q21427822
8642140,Accusé (série télévisée),14,10.0,60,163,0,-3.1098945,17.164364,8642140,1,4,0.0,Q18745063
8660633,Sur la route des Enfoirés,4,13.461538,235,94,0,-3.0409882,8.253922,8660633,4,1,25.050000000000008,Q19958705
8702846,Le Chasseur et la Reine des glaces,4,10.0,235,94,0,7.9517326,1.104815,8702846,1,1,0.0,Q18485021
8711615,Allan Saint-Maximin,16,10.0,153,96,160,-4.914674,-10.556766,8711615,1,12,0.0,Q15044053
8712019,Harry Gordon Selfridge,11,13.461538,175,95,13,-17.253506,-20.551863,8712019,4,0,1651.0,Q1487159
8742010,Éric Bailly,16,11.153846,153,96,160,-14.31111,-8.856751,8742010,2,12,1103.0,Q18637352
8749498,Marc Zinga,14,11.153846,60,163,0,-13.402733,13.001251,8749498,2,2,0.0,Q19629963
8805765,Meurtres à Guérande,6,10.0,152,129,0,-23.946009,-19.014893,8805765,1,16,0.0,Q19521278
8813987,Anna Viakhireva,9,10.0,0,157,116,-4.004204,-11.909458,8813987,1,18,0.0,Q15783543
8819394,Skyler Gisondo,12,10.0,0,134,74,-15.845822,-21.56639,8819394,1,3,0.0,Q1190692
8977529,Bruno Sulak,17,10.0,54,124,233,-11.076224,-19.60857,8977529,1,6,0.0,Q19945268
9055287,Choupette (chat),17,10.0,54,124,233,-2.4392192,18.105639,9055287,1,6,0.0,Q5105465
9179302,Thomas Renault,16,12.307693,153,96,160,10.687239,17.46773,9179302,3,12,0.0,Q20089329
9227113,Hinarere Taputu,7,12.307693,255,42,47,-1.7073892,18.811003,9227113,3,2,5.294404067933484,Q19560743
9251705,Antoine Dupont,15,22.692308,185,97,239,-23.221643,7.483727,9251705,12,8,163.34120212146817,Q20666534
9334033,Emiliano Martínez,16,10.0,153,96,160,-8.556966,-13.230679,9334033,1,12,0.0,Q3275904
9365800,Bingourou Kamara,16,12.307693,153,96,160,1.2541443,18.274015,9365800,3,12,0.0,Q18637536
9389651,Bienvenue à Marly-Gomont,14,14.615385,60,163,0,-7.703348,-6.3540506,9389651,5,2,4041.1840729743926,Q21007639
9485308,Rosenda Monteros,0,10.0,193,77,88,-4.2805357,-24.31214,9485308,1,3,0.0,Q1292237
9560035,"Les Sept Mercenaires (film, 2016)",0,11.153846,193,77,88,5.153115,-23.432096,9560035,2,3,3303.0,Q19983487
9624153,Béhourd (sport),8,10.0,0,126,172,9.36673,-12.469043,9624153,1,10,0.0,Q3090325
9675244,"The Birth of a Nation (film, 2016)",11,10.0,175,95,13,-9.970203,19.37615,9675244,1,0,0.0,Q20022670
9697350,Au rendez-vous des Enfoirés,4,16.923077,235,94,0,-22.172903,13.599905,9697350,7,1,21408.938159597164,Q22247985
9730744,Au nom de ma fille (film),4,10.0,235,94,0,15.762688,-3.9348123,9730744,1,5,0.0,Q22247982
9773840,Eddie the Eagle (film),8,12.307693,0,126,172,8.239365,14.530333,9773840,3,10,0.0,Q19571557
9795320,Apisai Naqalevu,15,10.0,185,97,239,23.487919,-11.534438,9795320,1,8,0.0,Q24930008
9853453,Christopher Nkunku,16,11.153846,153,96,160,-23.875002,-12.641214,9853453,2,12,123.5,Q21693199
9855208,Auberge hospitalière,18,10.0,0,148,245,15.942024,-13.574728,9855208,1,7,0.0,Q23055489
9892529,Cheslin Kolbe,15,10.0,185,97,239,24.34275,8.122768,9892529,1,8,0.0,Q16235526
9902010,Un jour dans la vie de Billy Lynn,0,10.0,193,77,88,2.414366,-23.967512,9902010,1,3,0.0,Q19839914
9947149,"Guerre et Paix (série télévisée, 2016)",0,15.769232,193,77,88,3.0235393,-12.271176,9947149,6,5,4.762392205495653,Q16170490
9978244,Miss Belgique 2006,7,11.153846,255,42,47,16.710682,5.971844,9978244,2,9,0.0,Q24951226
10037842,Moundir Zoughari,4,11.153846,235,94,0,-24.83621,23.540758,10037842,2,1,2204.0,Q3325961
10087313,Débarquement immédiat,14,13.461538,60,163,0,2.3447578,2.210037,10087313,4,6,3.5,Q24939614
10123681,Rose Selfridge,11,11.153846,175,95,13,-13.165893,-2.0613022,10123681,2,0,0.0,Q16059535
10145145,La Fille du train (film),0,11.153846,193,77,88,5.677182,8.104966,10145145,2,3,1103.0,Q21433535
10175721,Morgane Edvige,7,15.769232,255,42,47,10.435128,-13.870853,10175721,6,2,192.29539661002204,Q27184589
10190315,Miss Saint-Martin et Saint-Barthélemy,2,88.46154,0,168,183,-11.054153,8.520837,10190315,69,9,50.22393504243586,Q28031937
10266670,The Young Pope,0,10.0,193,77,88,9.245492,15.380744,10266670,1,5,0.0,Q22026371
10268991,Apparitions mariales de Fátima,6,14.615385,152,129,0,-13.361918,-2.4319253,10268991,5,16,572.4333333333334,Q9624583
10280573,Miracle du soleil,6,13.461538,152,129,0,-1.2377132,-10.431749,10280573,4,16,541.0666666666667,Q2302161
10288492,Jeffrey Hayden,14,10.0,60,163,0,1.6068022,8.63824,10288492,1,0,0.0,Q6176046
10330968,Miss Monde 2016,7,16.923077,255,42,47,-8.686552,23.968021,10330968,7,2,1591.6181826233728,Q21860012
10339139,Hamza Mendyl,1,11.153846,0,164,49,10.06408,-14.468498,10339139,2,7,0.0,Q27174724
10349251,Le Mystère Enfield,0,11.153846,193,77,88,4.7846117,18.15249,10349251,2,5,1103.0,Q19650541
10382676,Jean-Marc Borello,16,10.0,153,96,160,21.725922,11.459074,10382676,1,12,0.0,Q27576613
10433401,Aircraft Nuclear Propulsion,6,11.153846,152,129,0,24.67864,-6.778915,10433401,2,16,0.0,Q3607198
10481588,Miss France 2018,2,90.76923,0,168,183,-5.9344363,-14.008535,10481588,71,9,628.2783778729804,Q28495191
10490765,Mission Enfoirés,4,12.307693,235,94,0,-13.848997,23.104858,10490765,3,1,1526.1342406741621,Q28151152
10509819,Julien Arruti,12,10.0,0,134,74,0.8845881,10.0675955,10509819,1,5,0.0,Q28105126
10512173,Épouse-moi mon pote,12,11.153846,0,134,74,-5.6179023,-22.029894,10512173,2,5,1103.0,Q28495518
10562271,Hari Nef,11,10.0,175,95,13,5.4682174,-3.9944844,10562271,1,0,0.0,Q19665738
10655252,Orlane Kanor,9,16.923077,0,157,116,-2.0785716,10.376554,10655252,7,18,0.7142857142857142,Q28803922
10672907,Arthur Iturria,15,11.153846,185,97,239,8.1596,-21.257221,10672907,2,8,0.0,Q22117295
10681410,Championnat du monde junior de hockey sur glace 2019,19,11.153846,235,44,170,1.2133147,-16.807667,10681410,2,11,0.0,Q23869534
10684348,Dirty Dancing (téléfilm),0,11.153846,193,77,88,-22.679852,1.2068275,10684348,2,5,1103.0,Q25352057
10692623,Guy Modeste,16,10.0,153,96,160,-13.745585,4.9676027,10692623,1,12,0.0,Q28872817
10760027,Coupe de la Ligue française de football 2017-2018,16,15.769232,153,96,160,2.722513,-2.3106685,10760027,6,12,2484.633333333334,Q33779779
10842458,Martin Terrier,16,11.153846,153,96,160,18.138449,5.85365,10842458,2,12,62640.0,Q27978968
10901353,Patricia Lalonde,6,10.0,152,129,0,21.201319,-22.46625,10901353,1,16,0.0,Q30105230
10903443,Antero Henrique,16,10.0,153,96,160,-18.877434,-17.562677,10903443,1,12,0.0,Q30118290
10905985,Gilles Le Gendre,16,14.615385,153,96,160,-24.977913,23.889143,10905985,5,12,4403.0,Q30528115
10915434,Romain Ntamack,15,20.384617,185,97,239,7.035356,4.080692,10915434,10,8,314.5347263360462,Q30223019
10921856,Sylvain Maillard,16,11.153846,153,96,160,17.314562,10.33105,10921856,2,12,80975.0,Q30239185
10926770,Camilla Crociani,17,10.0,54,124,233,23.682447,-5.575855,10926770,1,6,0.0,Q4994262
10935511,Pacôme Rupin,16,11.153846,153,96,160,22.859255,-14.396148,10935511,2,12,0.0,Q30349632
10936276,Joachim Son-Forget,8,13.461538,0,126,172,-9.674928,7.1149054,10936276,4,12,4405.0,Q30343074
10939637,Bruno Questel,16,10.0,153,96,160,3.3095295,-15.99994,10939637,1,12,0.0,Q30503206
10947558,Diogo Dalot,16,10.0,153,96,160,5.161237,-18.730944,10947558,1,12,0.0,Q26255506
11028260,Aurore Kichenin,7,14.615385,255,42,47,17.187035,-15.914194,11028260,5,2,55.09938097963677,Q35165544
11137950,Dylan Rocher,8,12.307693,0,126,172,-9.189708,2.0633538,11137950,3,10,0.0,Q42211859
11202168,Duane Henry,11,13.461538,175,95,13,8.849922,-4.5668383,11202168,4,0,0.0,Q28054098
11419744,Charlotte Depaepe,2,11.153846,0,168,183,-13.815412,21.52282,11419744,2,9,0.0,Q47403978
11430387,Karim Abed,16,12.307693,153,96,160,-6.8810287,0.19343595,11430387,3,12,22743.0,Q27078363
11465813,Ebdo,6,10.0,152,129,0,-6.7987065,23.97077,11465813,1,16,0.0,Q48759699
11555878,Olivier Le Gendre,16,11.153846,153,96,160,-6.650116,3.7542632,11555878,2,12,0.0,Q50801130
11603976,Coupe de la Ligue française de football 2018-2019,16,21.538464,153,96,160,11.666285,-8.451772,11603976,11,12,62185.550000000025,Q55187618
11637624,Jakub Józef Orliński,17,10.0,54,124,233,-19.329773,8.272371,11637624,1,2,0.0,Q47004046
11663889,Eva Tichauer,18,11.153846,0,148,245,14.764442,23.41139,11663889,2,7,0.0,Q52447966
11755720,Sissi (série de films),19,29.615385,235,44,170,3.6183193,-21.978262,11755720,18,11,2517.789863600336,Q3993885
11827042,Ángela Ponce,2,10.0,0,168,183,13.664352,-10.317931,11827042,1,9,0.0,Q55267251
12006847,Júnior Firpo,1,10.0,0,164,49,20.555775,-5.7795477,12006847,1,7,0.0,Q48568974
12068952,Hopman Cup 2019,17,13.461538,54,124,233,-3.5618908,8.032751,12068952,4,6,6.233333333333333,Q55388745
12105251,Pauletta Foppa,9,16.923077,0,157,116,-18.402145,20.109282,12105251,7,18,317.6845238095198,Q57409544
12134922,Morgane Thérésine,2,11.153846,0,168,183,5.122818,-3.6866412,12134922,2,9,0.0,Q59718183
12166469,Convair NB-36H,6,11.153846,152,129,0,7.8292255,-19.222008,12166469,2,16,0.0,Q3689406
12221608,Tournoi de tennis de Brisbane (ATP 2019),17,12.307693,54,124,233,23.626783,-10.072928,12221608,3,6,2192.1,Q60036509
12221621,Tournoi de tennis de Doha (ATP 2019),17,11.153846,54,124,233,-23.37931,-11.343276,12221621,2,6,0.0,Q59245897
12232890,Kay Summersby,17,10.0,54,124,233,16.10474,-4.378316,12232890,1,6,0.0,Q6380290
12251484,Vaimalama Chaves,2,95.38461,0,168,183,16.471916,-2.9765725,12251484,75,9,3513.0664251347825,Q59773587
12251867,Tournée des quatre tremplins 2018-2019,8,10.0,0,126,172,22.461647,-12.265573,12251867,1,10,0.0,Q60148844
12267004,Lady Gaga Enigma,11,10.0,175,95,13,-5.700338,9.479058,12267004,1,0,0.0,Q56010926
12550354,Mary Poppins,0,10.0,193,77,88,-11.156935,-0.6362286,12550354,1,5,0.0,Q403602
