,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views
0,68.0,550.0,Иван Грозный,0.9905974268913268,Q7996,Culture.Biography.Biography*,230631.4353976377,0.0,321328.0
1,68.0,550.0,Иван Грозный,0.6584275364875793,Q7996,History_and_Society.Society,230631.4353976377,0.0,321328.0
2,68.0,550.0,Иван Грозный,0.4532718360424042,Q7996,History_and_Society.History,230631.4353976377,0.0,321328.0
3,68.0,550.0,Иван Грозный,0.2227101624011993,Q7996,History_and_Society.Military_and_warfare,230631.4353976377,0.0,321328.0
4,68.0,550.0,Иван Грозный,0.1824355274438858,Q7996,Culture.Philosophy_and_religion,230631.4353976377,0.0,321328.0
5,68.0,550.0,Иван Грозный,0.006821857929229736,Q7996,Geography.Regions.Europe.Europe*,230631.4353976377,0.0,321328.0
6,68.0,550.0,Иван Грозный,0.0,Q7996,Geography.Regions.Europe.Northern_Europe,230631.4353976377,0.0,321328.0
7,68.0,550.0,Иван Грозный,0.0,Q7996,Geography.Regions.Europe.Eastern_Europe,230631.4353976377,0.0,321328.0
8,3.0,1640.0,"Черкасов, Николай Константинович",0.9979592561721802,Q713014,Culture.Biography.Biography*,7660.354478248653,8.0,2770.0
9,3.0,1640.0,"Черкасов, Николай Константинович",0.6001983880996704,Q713014,History_and_Society.Society,7660.354478248653,8.0,2770.0
10,3.0,1640.0,"Черкасов, Николай Константинович",0.4455395638942719,Q713014,History_and_Society.Military_and_warfare,7660.354478248653,8.0,2770.0
11,3.0,1640.0,"Черкасов, Николай Константинович",0.11597072333097458,Q713014,Culture.Media.Music,7660.354478248653,8.0,2770.0
12,3.0,1640.0,"Черкасов, Николай Константинович",0.1097157895565033,Q713014,History_and_Society.History,7660.354478248653,8.0,2770.0
13,3.0,1640.0,"Черкасов, Николай Константинович",0.1097157895565033,Q713014,Culture.Performing_arts,7660.354478248653,8.0,2770.0
14,3.0,1640.0,"Черкасов, Николай Константинович",0.10088862478733064,Q713014,Culture.Media.Media*,7660.354478248653,8.0,2770.0
15,3.0,1640.0,"Черкасов, Николай Константинович",0.014629947185516357,Q713014,Geography.Regions.Asia.North_Asia,7660.354478248653,8.0,2770.0
16,3.0,1640.0,"Черкасов, Николай Константинович",0.0,Q713014,Geography.Regions.Europe.Eastern_Europe,7660.354478248653,8.0,2770.0
17,3.0,1640.0,"Черкасов, Николай Константинович",0.0,Q713014,Geography.Regions.Europe.Europe*,7660.354478248653,8.0,2770.0
18,3.0,1640.0,"Черкасов, Николай Константинович",0.0,Q713014,Geography.Regions.Asia.Asia*,7660.354478248653,8.0,2770.0
19,3.0,2602.0,Народы мира,1.0,Q4025906,Compilation.List_Disambig,6456.461037217005,21.0,3226.0
20,3.0,2602.0,Народы мира,0.2227101624011993,Q4025906,STEM.STEM*,6456.461037217005,21.0,3226.0
21,3.0,2602.0,Народы мира,0.1259327530860901,Q4025906,Culture.Media.Media*,6456.461037217005,21.0,3226.0
22,3.0,2602.0,Народы мира,0.10088862478733064,Q4025906,Culture.Sports,6456.461037217005,21.0,3226.0
