,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class
441,4.0,33035.0,"Буковский, Владимир Константинович",0.13661839067935944,Q360471,Culture.Philosophy_and_religion,9994.932571684883,5.0
442,4.0,33035.0,"Буковский, Владимир Константинович",0.0,Q360471,Geography.Regions.Europe.Eastern_Europe,9994.932571684883,5.0
443,4.0,33035.0,"Буковский, Владимир Константинович",0.0,Q360471,Geography.Regions.Asia.North_Asia,9994.932571684883,5.0
444,4.0,33035.0,"Буковский, Владимир Константинович",0.0,Q360471,Geography.Regions.Asia.Asia*,9994.932571684883,5.0
445,4.0,33035.0,"Буковский, Владимир Константинович",0.0,Q360471,Geography.Regions.Europe.Northern_Europe,9994.932571684883,5.0
446,2.0,33759.0,"Ильф, Илья Арнольдович",0.9890230894088745,Q471443,Culture.Biography.Biography*,1792.0,14.0
447,2.0,33759.0,"Ильф, Илья Арнольдович",0.8311530351638794,Q471443,History_and_Society.Society,1792.0,14.0
448,2.0,33759.0,"Ильф, Илья Арнольдович",0.5078218579292297,Q471443,Culture.Media.Media*,1792.0,14.0
449,2.0,33759.0,"Ильф, Илья Арнольдович",0.5078218579292297,Q471443,Culture.Literature,1792.0,14.0
450,2.0,33759.0,"Ильф, Илья Арнольдович",0.2689514458179474,Q471443,History_and_Society.Military_and_warfare,1792.0,14.0
451,2.0,33759.0,"Ильф, Илья Арнольдович",0.06886266374588013,Q471443,Geography.Regions.Europe.Europe*,1792.0,14.0
452,2.0,33759.0,"Ильф, Илья Арнольдович",0.06886266374588013,Q471443,Geography.Regions.Asia.North_Asia,1792.0,14.0
453,2.0,33759.0,"Ильф, Илья Арнольдович",0.06886266374588013,Q471443,Geography.Regions.Europe.Eastern_Europe,1792.0,14.0
454,2.0,33759.0,"Ильф, Илья Арнольдович",0.0,Q471443,Geography.Regions.Asia.Asia*,1792.0,14.0
455,2.0,34293.0,Колесница,0.8354935646057129,Q203788,History_and_Society.Military_and_warfare,0.0,21.0
456,2.0,34293.0,Колесница,0.5078218579292297,Q203788,STEM.STEM*,0.0,21.0
457,2.0,34293.0,Колесница,0.2509227991104126,Q203788,STEM.Technology,0.0,21.0
458,2.0,34293.0,Колесница,0.11597072333097458,Q203788,History_and_Society.Society,0.0,21.0
459,2.0,34293.0,Колесница,0.11280541121959686,Q203788,STEM.Biology,0.0,21.0
460,2.0,34293.0,Колесница,0.1067005917429924,Q203788,History_and_Society.History,0.0,21.0
461,2.0,34293.0,Колесница,0.0,Q203788,Geography.Regions.Europe.Europe*,0.0,21.0
462,14.0,35144.0,"Жуков, Георгий Константинович",0.9899964332580566,Q124617,Culture.Biography.Biography*,46317.30425937922,14.0
463,14.0,35144.0,"Жуков, Георгий Константинович",0.9362950325012207,Q124617,History_and_Society.Military_and_warfare,46317.30425937922,14.0
464,14.0,35144.0,"Жуков, Георгий Константинович",0.4225146472454071,Q124617,History_and_Society.Society,46317.30425937922,14.0
465,14.0,35144.0,"Жуков, Георгий Константинович",0.3624016513824463,Q124617,Geography.Regions.Europe.Eastern_Europe,46317.30425937922,14.0
466,14.0,35144.0,"Жуков, Георгий Константинович",0.34697775745391846,Q124617,Geography.Regions.Asia.North_Asia,46317.30425937922,14.0
467,14.0,35144.0,"Жуков, Георгий Константинович",0.32119916582107544,Q124617,Geography.Regions.Europe.Europe*,46317.30425937922,14.0
468,14.0,35144.0,"Жуков, Георгий Константинович",0.270853506565094,Q124617,Geography.Regions.Asia.Asia*,46317.30425937922,14.0
469,14.0,35144.0,"Жуков, Георгий Константинович",0.16452647745609283,Q124617,STEM.STEM*,46317.30425937922,14.0
470,14.0,35144.0,"Жуков, Георгий Константинович",0.1259327530860901,Q124617,History_and_Society.Politics_and_government,46317.30425937922,14.0
471,3.0,35902.0,"Шевцова, Любовь Григорьевна",0.9820237755775452,Q4522027,Culture.Biography.Biography*,0.0,14.0
472,3.0,35902.0,"Шевцова, Любовь Григорьевна",0.9219318628311157,Q4522027,Culture.Biography.Women,0.0,14.0
473,3.0,35902.0,"Шевцова, Любовь Григорьевна",0.812877357006073,Q4522027,History_and_Society.Military_and_warfare,0.0,14.0
474,3.0,35902.0,"Шевцова, Любовь Григорьевна",0.5078218579292297,Q4522027,History_and_Society.History,0.0,14.0
475,3.0,35902.0,"Шевцова, Любовь Григорьевна",0.348655104637146,Q4522027,History_and_Society.Society,0.0,14.0
476,3.0,35902.0,"Шевцова, Любовь Григорьевна",0.16452647745609283,Q4522027,STEM.STEM*,0.0,14.0
477,3.0,35902.0,"Шевцова, Любовь Григорьевна",0.12146936559677124,Q4522027,Geography.Regions.Europe.Eastern_Europe,0.0,14.0
478,3.0,35902.0,"Шевцова, Любовь Григорьевна",0.08411114120483398,Q4522027,Geography.Regions.Europe.Europe*,0.0,14.0
479,3.0,35902.0,"Шевцова, Любовь Григорьевна",0.0,Q4522027,Geography.Regions.Asia.North_Asia,0.0,14.0
480,3.0,35902.0,"Шевцова, Любовь Григорьевна",0.0,Q4522027,Geography.Regions.Asia.Asia*,0.0,14.0
481,14.0,35987.0,Юнона и Авось (спектакль),0.9284188151359558,Q4534601,Culture.Performing_arts,20292.02823612238,22.0
482,14.0,35987.0,Юнона и Авось (спектакль),0.8962613940238953,Q4534601,Culture.Media.Media*,20292.02823612238,22.0
483,14.0,35987.0,Юнона и Авось (спектакль),0.880807101726532,Q4534601,History_and_Society.Military_and_warfare,20292.02823612238,22.0
484,14.0,35987.0,Юнона и Авось (спектакль),0.6150978803634644,Q4534601,History_and_Society.Society,20292.02823612238,22.0
485,14.0,35987.0,Юнона и Авось (спектакль),0.4843900501728058,Q4534601,Culture.Media.Films,20292.02823612238,22.0
486,14.0,35987.0,Юнона и Авось (спектакль),0.459371196269989,Q4534601,Geography.Regions.Asia.North_Asia,20292.02823612238,22.0
487,14.0,35987.0,Юнона и Авось (спектакль),0.22271016240119934,Q4534601,Culture.Literature,20292.02823612238,22.0
488,14.0,35987.0,Юнона и Авось (спектакль),0.21207880973815918,Q4534601,Culture.Media.Music,20292.02823612238,22.0
489,14.0,35987.0,Юнона и Авось (спектакль),0.19165198707580566,Q4534601,Geography.Regions.Europe.Eastern_Europe,20292.02823612238,22.0
490,14.0,35987.0,Юнона и Авось (спектакль),0.14034625887870789,Q4534601,Culture.Media.Books,20292.02823612238,22.0
491,14.0,35987.0,Юнона и Авось (спектакль),0.08411114120483398,Q4534601,Geography.Regions.Asia.Asia*,20292.02823612238,22.0
492,14.0,35987.0,Юнона и Авось (спектакль),0.0,Q4534601,Geography.Regions.Europe.Europe*,20292.02823612238,22.0
493,3.0,36336.0,Второй Ватиканский собор,0.546748161315918,Q169789,Culture.Philosophy_and_religion,4.7454176570555875,7.0
494,3.0,36336.0,Второй Ватиканский собор,0.23371636867523193,Q169789,History_and_Society.Politics_and_government,4.7454176570555875,7.0
495,3.0,36336.0,Второй Ватиканский собор,0.16442059183120727,Q169789,Geography.Regions.Europe.Europe*,4.7454176570555875,7.0
496,3.0,36336.0,Второй Ватиканский собор,0.1294127255678177,Q169789,History_and_Society.Military_and_warfare,4.7454176570555875,7.0
497,3.0,36336.0,Второй Ватиканский собор,0.0,Q169789,Geography.Regions.Europe.Southern_Europe,4.7454176570555875,7.0
498,3.0,36336.0,Второй Ватиканский собор,0.0,Q169789,Geography.Regions.Europe.Western_Europe,4.7454176570555875,7.0
499,3.0,36336.0,Второй Ватиканский собор,0.0,Q169789,Geography.Regions.Americas.North_America,4.7454176570555875,7.0
500,3.0,36336.0,Второй Ватиканский собор,0.0,Q169789,Geography.Regions.Asia.Asia*,4.7454176570555875,7.0
501,2.0,36727.0,Ялуторовск,0.9937201142311096,Q150346,History_and_Society.Society,286.15966778319734,9.0
502,2.0,36727.0,Ялуторовск,0.6150978803634644,Q150346,Geography.Geographical,286.15966778319734,9.0
503,2.0,36727.0,Ялуторовск,0.14034625887870789,Q150346,Geography.Regions.Asia.Asia*,286.15966778319734,9.0
504,6.0,37047.0,Томь (футбольный клуб),0.9399233460426331,Q329510,History_and_Society.Society,1288.0468249671085,2.0
505,6.0,37047.0,Томь (футбольный клуб),0.9019306898117065,Q329510,Culture.Sports,1288.0468249671085,2.0
506,6.0,37047.0,Томь (футбольный клуб),0.3998216390609741,Q329510,History_and_Society.Military_and_warfare,1288.0468249671085,2.0
507,6.0,37047.0,Томь (футбольный клуб),0.29719679260253906,Q329510,Geography.Regions.Asia.North_Asia,1288.0468249671085,2.0
508,6.0,37047.0,Томь (футбольный клуб),0.21124218606948852,Q329510,Geography.Regions.Europe.Eastern_Europe,1288.0468249671085,2.0
509,6.0,37047.0,Томь (футбольный клуб),0.0,Q329510,Geography.Regions.Asia.Asia*,1288.0468249671085,2.0
510,6.0,37047.0,Томь (футбольный клуб),0.0,Q329510,Geography.Regions.Europe.Europe*,1288.0468249671085,2.0
511,17.0,40475.0,Пимен (патриарх Московский),0.9896818399429321,Q547687,Culture.Biography.Biography*,10150.700965567774,7.0
512,17.0,40475.0,Пимен (патриарх Московский),0.8031837940216064,Q547687,History_and_Society.Society,10150.700965567774,7.0
513,17.0,40475.0,Пимен (патриарх Московский),0.22271016240119934,Q547687,Culture.Philosophy_and_religion,10150.700965567774,7.0
514,17.0,40475.0,Пимен (патриарх Московский),0.21207880973815918,Q547687,History_and_Society.Military_and_warfare,10150.700965567774,7.0
515,17.0,40475.0,Пимен (патриарх Московский),0.0,Q547687,Geography.Regions.Europe.Europe*,10150.700965567774,7.0
516,17.0,40475.0,Пимен (патриарх Московский),0.0,Q547687,Geography.Regions.Asia.Asia*,10150.700965567774,7.0
517,17.0,40475.0,Пимен (патриарх Московский),0.0,Q547687,Geography.Regions.Europe.Eastern_Europe,10150.700965567774,7.0
518,5.0,41605.0,Скопье,0.9886782765388489,Q384,Geography.Regions.Europe.Europe*,14287.333333333332,17.0
519,5.0,41605.0,Скопье,0.8991314172744751,Q384,Geography.Regions.Europe.Southern_Europe,14287.333333333332,17.0
520,5.0,41605.0,Скопье,0.7310686111450195,Q384,Geography.Geographical,14287.333333333332,17.0
521,5.0,41605.0,Скопье,0.320831298828125,Q384,History_and_Society.History,14287.333333333332,17.0
522,11.0,41854.0,Первый Никейский собор,0.6992644667625427,Q133331,Culture.Philosophy_and_religion,6433.807593221573,7.0
523,11.0,41854.0,Первый Никейский собор,0.4378334879875183,Q133331,History_and_Society.History,6433.807593221573,7.0
524,11.0,41854.0,Первый Никейский собор,0.22816647589206696,Q133331,Culture.Biography.Biography*,6433.807593221573,7.0
525,11.0,41854.0,Первый Никейский собор,0.1713417043685913,Q133331,Geography.Regions.Europe.Europe*,6433.807593221573,7.0
526,11.0,41854.0,Первый Никейский собор,0.0,Q133331,Geography.Regions.Europe.Southern_Europe,6433.807593221573,7.0
527,11.0,41854.0,Первый Никейский собор,0.0,Q133331,Geography.Regions.Europe.Western_Europe,6433.807593221573,7.0
528,19.0,43560.0,Анафема,0.9875783920288086,Q211517,Culture.Philosophy_and_religion,92389.15042604251,7.0
529,19.0,43560.0,Анафема,0.6442351341247559,Q211517,Culture.Literature,92389.15042604251,7.0
530,19.0,43560.0,Анафема,0.1097157895565033,Q211517,History_and_Society.History,92389.15042604251,7.0
531,19.0,43560.0,Анафема,0.0,Q211517,Geography.Regions.Asia.Asia*,92389.15042604251,7.0
532,5.0,44805.0,"Матьё, Мирей",0.9978272914886475,Q71452,Culture.Biography.Biography*,570.6909092143123,15.0
533,5.0,44805.0,"Матьё, Мирей",0.7057950496673584,Q71452,Culture.Biography.Women,570.6909092143123,15.0
534,5.0,44805.0,"Матьё, Мирей",0.5775054097175598,Q71452,Culture.Media.Media*,570.6909092143123,15.0
535,5.0,44805.0,"Матьё, Мирей",0.5156299471855164,Q71452,Culture.Media.Music,570.6909092143123,15.0
536,5.0,44805.0,"Матьё, Мирей",0.15036486291885376,Q71452,Geography.Regions.Europe.Europe*,570.6909092143123,15.0
537,5.0,44805.0,"Матьё, Мирей",0.12146936559677124,Q71452,Geography.Regions.Europe.Western_Europe,570.6909092143123,15.0
538,1.0,45175.0,Децимация (наказание),0.9344051480293274,Q465119,History_and_Society.Politics_and_government,0.0,21.0
539,1.0,45175.0,Децимация (наказание),0.320831298828125,Q465119,History_and_Society.Military_and_warfare,0.0,21.0
540,1.0,45175.0,Децимация (наказание),0.16452647745609283,Q465119,History_and_Society.History,0.0,21.0
541,1.0,45175.0,Децимация (наказание),0.0,Q465119,Geography.Regions.Europe.Europe*,0.0,21.0
542,1.0,45175.0,Децимация (наказание),0.0,Q465119,Geography.Regions.Europe.Southern_Europe,0.0,21.0
543,1.0,45175.0,Децимация (наказание),0.0,Q465119,Geography.Regions.Asia.Asia*,0.0,21.0
544,1.0,45175.0,Децимация (наказание),0.0,Q465119,Geography.Regions.Europe.Western_Europe,0.0,21.0
545,1.0,45175.0,Децимация (наказание),0.0,Q465119,Geography.Regions.Asia.South_Asia,0.0,21.0
546,4.0,46324.0,Македонцы,0.7981967926025391,Q2436423,History_and_Society.Society,1489.5000000000393,17.0
547,4.0,46324.0,Македонцы,0.4883575310707092,Q2436423,Geography.Regions.Europe.Southern_Europe,1489.5000000000393,17.0
548,4.0,46324.0,Македонцы,0.46102678775787354,Q2436423,History_and_Society.History,1489.5000000000393,17.0
549,4.0,46324.0,Македонцы,0.44716452264785767,Q2436423,Geography.Regions.Europe.Europe*,1489.5000000000393,17.0
550,4.0,46324.0,Македонцы,0.1294127255678177,Q2436423,Culture.Biography.Biography*,1489.5000000000393,17.0
551,4.0,46324.0,Македонцы,0.11280541121959686,Q2436423,Culture.Philosophy_and_religion,1489.5000000000393,17.0
552,4.0,46324.0,Македонцы,0.0,Q2436423,Geography.Regions.Europe.Eastern_Europe,1489.5000000000393,17.0
553,1.0,47090.0,Изборск,0.9855064153671265,Q1135534,History_and_Society.Society,0.0,10.0
554,1.0,47090.0,Изборск,0.2814156115055084,Q1135534,Geography.Geographical,0.0,10.0
555,1.0,47090.0,Изборск,0.1097157895565033,Q1135534,Geography.Regions.Europe.Europe*,0.0,10.0
556,4.0,48551.0,Валуа,0.6859594583511353,Q182135,Culture.Biography.Biography*,637.5083089687723,12.0
557,4.0,48551.0,Валуа,0.546748161315918,Q182135,History_and_Society.History,637.5083089687723,12.0
558,4.0,48551.0,Валуа,0.3893042674064636,Q182135,Geography.Regions.Europe.Western_Europe,637.5083089687723,12.0
559,4.0,48551.0,Валуа,0.338743971824646,Q182135,Geography.Regions.Europe.Europe*,637.5083089687723,12.0
560,4.0,48551.0,Валуа,0.1520422399044037,Q182135,History_and_Society.Military_and_warfare,637.5083089687723,12.0
561,4.0,48551.0,Валуа,0.13661839067935944,Q182135,History_and_Society.Society,637.5083089687723,12.0
562,4.0,48551.0,Валуа,0.1067005917429924,Q182135,Culture.Linguistics,637.5083089687723,12.0
563,4.0,48551.0,Валуа,0.10088862478733063,Q182135,History_and_Society.Politics_and_government,637.5083089687723,12.0
564,4.0,48551.0,Валуа,0.0,Q182135,Geography.Regions.Europe.Southern_Europe,637.5083089687723,12.0
565,4.0,48551.0,Валуа,0.0,Q182135,Geography.Regions.Asia.Asia*,637.5083089687723,12.0
566,8.0,50157.0,Ночной Дозор (роман),0.9970290064811707,Q1042011,Culture.Literature,10680.0,10.0
567,8.0,50157.0,Ночной Дозор (роман),0.9961855411529541,Q1042011,Culture.Media.Books,10680.0,10.0
568,8.0,50157.0,Ночной Дозор (роман),0.9935217499732971,Q1042011,Culture.Media.Media*,10680.0,10.0
569,3.0,51100.0,"Черенков, Фёдор Фёдорович",0.9987257122993469,Q713891,Culture.Biography.Biography*,39.722678645391404,17.0
570,3.0,51100.0,"Черенков, Фёдор Фёдорович",0.997758150100708,Q713891,History_and_Society.Society,39.722678645391404,17.0
571,3.0,51100.0,"Черенков, Фёдор Фёдорович",0.9967369437217712,Q713891,Culture.Sports,39.722678645391404,17.0
572,3.0,51100.0,"Черенков, Фёдор Фёдорович",0.5078218579292297,Q713891,History_and_Society.Military_and_warfare,39.722678645391404,17.0
573,3.0,51100.0,"Черенков, Фёдор Фёдорович",0.04574816131591797,Q713891,Geography.Regions.Asia.North_Asia,39.722678645391404,17.0
574,3.0,51100.0,"Черенков, Фёдор Фёдорович",0.0,Q713891,Geography.Regions.Europe.Europe*,39.722678645391404,17.0
575,3.0,51100.0,"Черенков, Фёдор Фёдорович",0.0,Q713891,Geography.Regions.Asia.Asia*,39.722678645391404,17.0
576,3.0,51100.0,"Черенков, Фёдор Фёдорович",0.0,Q713891,Geography.Regions.Europe.Eastern_Europe,39.722678645391404,17.0
577,30.0,51544.0,"Захаров, Марк Анатольевич",0.9942797422409058,Q1229601,Culture.Biography.Biography*,320309.8858258905,22.0
578,30.0,51544.0,"Захаров, Марк Анатольевич",0.7606606483459473,Q1229601,History_and_Society.Society,320309.8858258905,22.0
579,30.0,51544.0,"Захаров, Марк Анатольевич",0.4378334879875183,Q1229601,History_and_Society.Military_and_warfare,320309.8858258905,22.0
580,30.0,51544.0,"Захаров, Марк Анатольевич",0.11597072333097458,Q1229601,Culture.Performing_arts,320309.8858258905,22.0
581,30.0,51544.0,"Захаров, Марк Анатольевич",0.10667316818237305,Q1229601,Geography.Regions.Asia.North_Asia,320309.8858258905,22.0
582,30.0,51544.0,"Захаров, Марк Анатольевич",0.0,Q1229601,Geography.Regions.Europe.Eastern_Europe,320309.8858258905,22.0
583,30.0,51544.0,"Захаров, Марк Анатольевич",0.0,Q1229601,Geography.Regions.Asia.Asia*,320309.8858258905,22.0
584,30.0,51544.0,"Захаров, Марк Анатольевич",0.0,Q1229601,Geography.Regions.Europe.Europe*,320309.8858258905,22.0
585,6.0,52379.0,Брюгге (футбольный клуб),0.8774868249893188,Q190916,Culture.Sports,2215.159758052164,17.0
586,6.0,52379.0,Брюгге (футбольный клуб),0.4501522054672241,Q190916,Geography.Regions.Europe.Europe*,2215.159758052164,17.0
587,6.0,52379.0,Брюгге (футбольный клуб),0.32572178745269775,Q190916,Geography.Regions.Europe.Western_Europe,2215.159758052164,17.0
588,7.0,52691.0,"Мамонтов, Савва Иванович",0.9916942119598389,Q983994,Culture.Biography.Biography*,14488.566109580695,9.0
589,7.0,52691.0,"Мамонтов, Савва Иванович",0.7122421860694885,Q983994,History_and_Society.Society,14488.566109580695,9.0
590,7.0,52691.0,"Мамонтов, Савва Иванович",0.10375863313674927,Q983994,History_and_Society.Military_and_warfare,14488.566109580695,9.0
591,7.0,52691.0,"Мамонтов, Савва Иванович",0.0,Q983994,Geography.Regions.Europe.Europe*,14488.566109580695,9.0
592,7.0,52691.0,"Мамонтов, Савва Иванович",0.0,Q983994,Geography.Regions.Europe.Eastern_Europe,14488.566109580695,9.0
593,7.0,52691.0,"Мамонтов, Савва Иванович",0.0,Q983994,Geography.Regions.Asia.Asia*,14488.566109580695,9.0
594,7.0,52691.0,"Мамонтов, Савва Иванович",0.0,Q983994,Geography.Regions.Asia.North_Asia,14488.566109580695,9.0
595,2.0,53010.0,"Куинджи, Архип Иванович",0.9763205647468567,Q353628,Culture.Biography.Biography*,0.0,9.0
596,2.0,53010.0,"Куинджи, Архип Иванович",0.287777841091156,Q353628,Culture.Visual_arts.Visual_arts*,0.0,9.0
597,2.0,53010.0,"Куинджи, Архип Иванович",0.19194278120994568,Q353628,History_and_Society.Society,0.0,9.0
598,2.0,53010.0,"Куинджи, Архип Иванович",0.0,Q353628,Geography.Regions.Europe.Europe*,0.0,9.0
599,2.0,53010.0,"Куинджи, Архип Иванович",0.0,Q353628,Geography.Regions.Europe.Northern_Europe,0.0,9.0
600,5.0,53311.0,Прилуки,0.9740526676177979,Q1000404,Geography.Regions.Europe.Europe*,0.0,10.0
601,5.0,53311.0,Прилуки,0.9706977605819702,Q1000404,Geography.Regions.Europe.Eastern_Europe,0.0,10.0
602,5.0,53311.0,Прилуки,0.15611489117145538,Q1000404,Geography.Geographical,0.0,10.0
603,6.0,53717.0,Союз,1.0,Q225732,Compilation.List_Disambig,3.32681089702208,8.0
604,6.0,53717.0,Союз,0.15611489117145538,Q225732,STEM.STEM*,3.32681089702208,8.0
605,6.0,53717.0,Союз,0.14805719256401062,Q225732,History_and_Society.Transportation,3.32681089702208,8.0
606,6.0,53717.0,Союз,0.11280541121959686,Q225732,History_and_Society.Military_and_warfare,3.32681089702208,8.0
607,6.0,53717.0,Союз,0.0,Q225732,Geography.Regions.Asia.Asia*,3.32681089702208,8.0
608,6.0,53717.0,Союз,0.0,Q225732,Geography.Geographical,3.32681089702208,8.0
609,6.0,53717.0,Союз,0.0,Q225732,Geography.Regions.Asia.West_Asia,3.32681089702208,8.0
610,6.0,53788.0,Бордо (футбольный клуб),0.6150978803634644,Q172476,Culture.Sports,404.21826300633836,17.0
611,6.0,53788.0,Бордо (футбольный клуб),0.38304929637908935,Q172476,Geography.Regions.Europe.Europe*,404.21826300633836,17.0
612,6.0,53788.0,Бордо (футбольный клуб),0.28694121742248535,Q172476,Geography.Regions.Europe.Western_Europe,404.21826300633836,17.0
613,2.0,53971.0,Валуйки,0.9496793746948242,Q132957,History_and_Society.Society,51831.44079325781,10.0
614,2.0,53971.0,Валуйки,0.5156299471855164,Q132957,Geography.Geographical,51831.44079325781,10.0
615,2.0,53971.0,Валуйки,0.22816647589206696,Q132957,Geography.Regions.Europe.Europe*,51831.44079325781,10.0
616,2.0,53971.0,Валуйки,0.1067005917429924,Q132957,Geography.Regions.Asia.Asia*,51831.44079325781,10.0
617,2.0,53971.0,Валуйки,0.10088862478733063,Q132957,Geography.Regions.Europe.Eastern_Europe,51831.44079325781,10.0
618,1.0,54356.0,Всеволожский район,0.9893575310707092,Q1036323,History_and_Society.Society,0.0,18.0
619,1.0,54767.0,Россия и Совет Европы,0.29422497749328613,Q4398300,STEM.STEM*,0.0,6.0
620,1.0,54767.0,Россия и Совет Европы,0.0,Q4398300,Geography.Regions.Asia.Asia*,0.0,6.0
621,1.0,54767.0,Россия и Совет Европы,0.0,Q4398300,Geography.Regions.Americas.North_America,0.0,6.0
622,1.0,54767.0,Россия и Совет Европы,0.0,Q4398300,Geography.Regions.Europe.Europe*,0.0,6.0
623,5.0,54796.0,"Бобров, Всеволод Михайлович",0.9956784844398499,Q433391,Culture.Biography.Biography*,17614.10335718046,18.0
624,5.0,54796.0,"Бобров, Всеволод Михайлович",0.9875783920288086,Q433391,Culture.Sports,17614.10335718046,18.0
625,5.0,54796.0,"Бобров, Всеволод Михайлович",0.7122421860694885,Q433391,History_and_Society.Society,17614.10335718046,18.0
626,5.0,54796.0,"Бобров, Всеволод Михайлович",0.29422497749328613,Q433391,History_and_Society.Military_and_warfare,17614.10335718046,18.0
627,5.0,54796.0,"Бобров, Всеволод Михайлович",0.17818872833251953,Q433391,Geography.Regions.Europe.Europe*,17614.10335718046,18.0
628,5.0,54796.0,"Бобров, Всеволод Михайлович",0.09167657995223999,Q433391,Geography.Regions.Europe.Eastern_Europe,17614.10335718046,18.0
629,5.0,54796.0,"Бобров, Всеволод Михайлович",0.0,Q433391,Geography.Regions.Asia.Asia*,17614.10335718046,18.0
630,5.0,54796.0,"Бобров, Всеволод Михайлович",0.0,Q433391,Geography.Regions.Asia.North_Asia,17614.10335718046,18.0
631,23.0,55214.0,Патриарх (церковный сан),0.9481645226478577,Q171692,Culture.Philosophy_and_religion,9309.96940735235,7.0
632,23.0,55214.0,Патриарх (церковный сан),0.21734751760959625,Q171692,History_and_Society.Politics_and_government,9309.96940735235,7.0
633,23.0,55214.0,Патриарх (церковный сан),0.1824355274438858,Q171692,History_and_Society.History,9309.96940735235,7.0
634,23.0,55214.0,Патриарх (церковный сан),0.10088862478733063,Q171692,History_and_Society.Society,9309.96940735235,7.0
635,23.0,55214.0,Патриарх (церковный сан),0.0,Q171692,Geography.Regions.Europe.Europe*,9309.96940735235,7.0
636,6.0,55258.0,"Гладков, Геннадий Игоревич",0.9679093360900879,Q4139303,Culture.Biography.Biography*,4385.644946031415,22.0
637,6.0,55258.0,"Гладков, Геннадий Игоревич",0.5544804334640503,Q4139303,Culture.Media.Music,4385.644946031415,22.0
638,6.0,55258.0,"Гладков, Геннадий Игоревич",0.538993239402771,Q4139303,Culture.Performing_arts,4385.644946031415,22.0
639,6.0,55258.0,"Гладков, Геннадий Игоревич",0.5156299471855164,Q4139303,Culture.Media.Media*,4385.644946031415,22.0
640,6.0,55258.0,"Гладков, Геннадий Игоревич",0.4225146472454071,Q4139303,History_and_Society.Society,4385.644946031415,22.0
641,6.0,55258.0,"Гладков, Геннадий Игоревич",0.3557848632335663,Q4139303,History_and_Society.Military_and_warfare,4385.644946031415,22.0
642,6.0,55258.0,"Гладков, Геннадий Игоревич",0.0,Q4139303,Geography.Regions.Asia.North_Asia,4385.644946031415,22.0
643,6.0,55258.0,"Гладков, Геннадий Игоревич",0.0,Q4139303,Geography.Regions.Europe.Europe*,4385.644946031415,22.0
644,6.0,55258.0,"Гладков, Геннадий Игоревич",0.0,Q4139303,Geography.Regions.Asia.Asia*,4385.644946031415,22.0
645,2.0,55520.0,Толмачёво (аэропорт),0.9871888160705566,Q1328849,History_and_Society.Transportation,1792.0,18.0
646,2.0,55520.0,Толмачёво (аэропорт),0.9841036200523376,Q1328849,STEM.Engineering,1792.0,18.0
647,2.0,55520.0,Толмачёво (аэропорт),0.9802908897399902,Q1328849,STEM.STEM*,1792.0,18.0
648,2.0,55520.0,Толмачёво (аэропорт),0.9124462008476257,Q1328849,Geography.Regions.Europe.Eastern_Europe,1792.0,18.0
649,2.0,55520.0,Толмачёво (аэропорт),0.8962613940238953,Q1328849,Geography.Regions.Asia.North_Asia,1792.0,18.0
650,2.0,55520.0,Толмачёво (аэропорт),0.8962613940238953,Q1328849,Geography.Regions.Europe.Europe*,1792.0,18.0
651,2.0,55520.0,Толмачёво (аэропорт),0.8740872144699097,Q1328849,History_and_Society.Military_and_warfare,1792.0,18.0
652,2.0,55520.0,Толмачёво (аэропорт),0.8439050912857056,Q1328849,Geography.Regions.Asia.Asia*,1792.0,18.0
653,2.0,55520.0,Толмачёво (аэропорт),0.6723417043685913,Q1328849,History_and_Society.Society,1792.0,18.0
654,8.0,55897.0,Рок-опера,0.9679093360900879,Q253137,Culture.Media.Music,27424.416630918848,22.0
655,8.0,55897.0,Рок-опера,0.9416641592979431,Q253137,Culture.Media.Media*,27424.416630918848,22.0
656,8.0,55897.0,Рок-опера,0.3557848632335663,Q253137,Culture.Performing_arts,27424.416630918848,22.0
657,8.0,55897.0,Рок-опера,0.1294127255678177,Q253137,Culture.Biography.Biography*,27424.416630918848,22.0
658,42.0,56528.0,Союз (космический корабль),0.9976868629455566,Q579421,STEM.Space,50286.14564614357,8.0
659,42.0,56528.0,Союз (космический корабль),0.9763205647468567,Q579421,History_and_Society.Transportation,50286.14564614357,8.0
660,42.0,56528.0,Союз (космический корабль),0.9755869507789612,Q579421,History_and_Society.Society,50286.14564614357,8.0
661,42.0,56528.0,Союз (космический корабль),0.9724247455596924,Q579421,STEM.Technology,50286.14564614357,8.0
662,42.0,56528.0,Союз (космический корабль),0.9241518378257751,Q579421,STEM.STEM*,50286.14564614357,8.0
663,42.0,56528.0,Союз (космический корабль),0.3276783227920532,Q579421,History_and_Society.Military_and_warfare,50286.14564614357,8.0
664,42.0,56528.0,Союз (космический корабль),0.08411114120483398,Q579421,Geography.Regions.Asia.North_Asia,50286.14564614357,8.0
665,42.0,56528.0,Союз (космический корабль),0.0,Q579421,Geography.Regions.Europe.Europe*,50286.14564614357,8.0
666,42.0,56528.0,Союз (космический корабль),0.0,Q579421,Geography.Regions.Asia.Asia*,50286.14564614357,8.0
667,42.0,56528.0,Союз (космический корабль),0.0,Q579421,Geography.Regions.Europe.Eastern_Europe,50286.14564614357,8.0
