,Label,Id,Degree,modularity_class,betweenesscentrality
141,Alain_Madelin,141,3,23,10954.0
715,Cyclades,715,2,24,8764.0
804,Carole_Lombard,804,2,15,20024.57098109643
809,Carnivora,809,2,24,12201.26552030487
1401,Au_cœur_des_ténèbres,1401,3,16,3100.5292077646463
1622,Joseph_Conrad,1622,3,16,2599.429674301916
1804,Ludwig_Wittgenstein,1804,2,12,1120.3451365834242
1889,Louis_Malle,1889,10,6,22451.062595247575
2003,Maurice_Merleau-Ponty,2003,1,6,0.0
2113,Marcel_Aymé,2113,4,12,5560.897123243048
2175,Noël_Mamère,2175,1,13,0.0
2469,Pierre_Boulle,2469,2,26,0.0
2946,Tourisme_en_France,2946,1,0,0.0
4940,Monterrey,4940,1,14,0.0
5076,Pie_XI,5076,7,13,10323.326955883795
5079,Léon_XIII,5079,5,13,10956.0
6878,Tallinn,6878,11,12,305583.1331815128
6976,Glenn_Gould,6976,1,23,0.0
6986,Sud-Aviation_SE_210_Caravelle,6986,2,9,7784.1547470754695
7806,Thierry_la_Fronde,7806,4,21,41032.039184396526
8982,Ptolémée_Ier,8982,4,24,41601.40966861269
9378,"Yves_Durand_(homme_politique,_1946)",9378,2,23,1096.5
9519,Georges_Fenech,9519,1,11,0.0
9808,Chiroptera,9808,7,24,41809.06350250894
10015,Jean-Marie_Le_Guen,10015,3,23,7523.811168149577
10903,Moselle_(rivière),10903,1,12,0.0
10925,Bibliothèque_nationale_de_France,10925,33,15,264077.5598315298
11279,Évian-les-Bains,11279,2,13,4160.421008010833
11736,Technétium,11736,3,23,19682.0
12087,André_Chénier,12087,1,15,0.0
12108,Plutonium,12108,2,23,2194.0
12177,Christopher_Priest_(écrivain),12177,2,1,0.0
14441,Comte_de_Lautréamont,14441,2,12,2867.43973389268
15213,Étienne_(martyr),15213,8,15,19678.666666666664
16786,Nadar,16786,1,6,0.0
16934,Moruroa,16934,3,9,11886.701221032092
17424,IIe_concile_œcuménique_du_Vatican,17424,10,13,63652.295537350255
18973,Harald_V,18973,12,5,28699.264576113106
19135,Calembour,19135,2,15,4565.63745027447
19589,Vigne,19589,4,13,4390.166666666666
21023,Carlo_Collodi,21023,6,16,4864.677375637154
22124,"Manon_des_sources_(film,_1952)",22124,11,6,7094.046930178285
22957,Thallium,22957,1,23,0.0
23367,Duc,23367,4,15,20260.293819295228
23505,Silicose,23505,2,12,2194.0
23902,Sully,23902,1,15,0.0
24612,Antipape,24612,6,13,8593.639889353837
24630,Ganymède_(lune),24630,4,23,10954.0
