,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,2.0,78.0,Año bisiesto,0.12253321707248688,Q19828,Culture.Philosophy_and_religion,78.0,626.0,2.0,208283.0,0.24506643414497375,Culture,Philosophy_and_religion
1,9.0,9213.0,Plácido Domingo,0.8840492963790894,Q130853,Culture.Media.Music,9213.0,72581.25910422916,6.0,26599.0,7.956443667411804,Culture,Music
2,3.0,23809.0,Enrico Caruso,0.5698626637458801,Q170726,Culture.Media.Media*,23809.0,312.0,6.0,2578.0,1.7095879912376404,Culture,Media*
3,2.0,25141.0,Cluj-Napoca,0.1778208613395691,Q100188,History_and_Society.History,25141.0,47432.0,16.0,3300.0,0.3556417226791382,History_and_Society,History
4,5.0,26372.0,Miramax,0.9914325475692748,Q465449,Culture.Media.Films,26372.0,1251.0,2.0,2245.0,4.957162737846374,Culture,Films
5,4.0,26765.0,Pagliacci,0.9992306232452391,Q248644,Culture.Performing_arts,26765.0,938.0,6.0,2821.0,3.9969224929809566,Culture,Performing_arts
6,1.0,27682.0,Fitzcarraldo,0.9706977605819702,Q698111,Culture.Media.Media*,27682.0,0.0,6.0,1733.0,0.9706977605819702,Culture,Media*
7,4.0,29495.0,Archipiélago Juan Fernández,0.1732981950044632,Q156325,STEM.Earth_and_environment,29495.0,1824.3097680097646,1.0,2912.0,0.6931927800178528,STEM,Earth_and_environment
8,2.0,40070.0,La Puebla del Río,1.0000100135803225,Q1605737,Geography.Regions.Europe.Southern_Europe,40070.0,626.0,4.0,901.0,0.0,Geography,Southern_Europe
9,3.0,41108.0,Presidente de la Junta de Andalucía,0.233716368675232,Q2748453,History_and_Society.Politics_and_government,41108.0,626.0,4.0,2305.0,0.701149106025696,History_and_Society,Politics_and_government
10,3.0,43250.0,James Horner,0.9019306898117064,Q106221,Culture.Media.Media*,43250.0,1251.0,5.0,2289.0,2.705792069435119,Culture,Media*
11,2.0,45067.0,Federico Luppi,0.997120440006256,Q1393963,Culture.Biography.Biography*,45067.0,2492.0,5.0,2028.0,0.0,Culture,Biography*
12,3.0,45137.0,Arturo Prat,0.4532718360424042,Q715410,History_and_Society.Military_and_warfare,45137.0,268.2165367965369,1.0,3832.0,1.3598155081272125,History_and_Society,Military_and_warfare
13,5.0,46661.0,Martina Hingis,0.9916942119598388,Q134720,Culture.Sports,46661.0,17910.0,9.0,2170.0,4.9584710597991934,Culture,Sports
14,1.0,48105.0,El Palmar (Murcia),0.9481645226478576,Q1324420,Geography.Regions.Europe.Southern_Europe,48105.0,0.0,9.0,1310.0,0.0,Geography,Southern_Europe
15,1.0,49160.0,Talibán,0.9724247455596924,Q42418,History_and_Society.Politics_and_government,49160.0,0.0,2.0,8059.0,0.9724247455596924,History_and_Society,Politics_and_government
16,3.0,50214.0,John Glenn,0.8933194279670715,Q182642,History_and_Society.Transportation,50214.0,312.0,6.0,2018.0,2.6799582839012146,History_and_Society,Transportation
17,5.0,50893.0,Anwar el-Sadat,0.5775054097175598,Q42013,History_and_Society.Military_and_warfare,50893.0,15892.1012620712,2.0,3726.0,2.887527048587799,History_and_Society,Military_and_warfare
18,2.0,54397.0,Juegos Olímpicos de París 1900,0.8221991658210754,Q8088,Culture.Sports,54397.0,626.0,14.0,3097.0,1.6443983316421509,Culture,Sports
19,2.0,55346.0,Tennessee Williams,0.5000100135803223,Q134262,Culture.Performing_arts,55346.0,626.0,6.0,2406.0,1.0000200271606445,Culture,Performing_arts
20,1.0,58768.0,Enemy at the Gates,0.994455099105835,Q271006,Culture.Media.Films,58768.0,0.0,5.0,2046.0,0.994455099105835,Culture,Films
21,1.0,59115.0,Gabriel Batistuta,0.9511522054672241,Q170376,Culture.Sports,59115.0,0.0,8.0,10536.0,0.9511522054672241,Culture,Sports
22,1.0,59124.0,Año secular,0.3140605390071869,Q2378962,Culture.Media.Films,59124.0,0.0,2.0,1256.0,0.3140605390071869,Culture,Films
23,1.0,61825.0,Kim Clijsters,0.99219411611557,Q11685,Culture.Sports,61825.0,0.0,3.0,4765.0,0.99219411611557,Culture,Sports
24,5.0,64791.0,Juegos Olímpicos de Sídney 2000,0.9173126816749572,Q8544,Culture.Sports,64791.0,31602.0,3.0,2725.0,4.5865634083747855,Culture,Sports
25,4.0,68771.0,Ceará,0.4301573634147644,Q40123,Geography.Regions.Americas.South_America,68771.0,3762.6000000000013,19.0,1919.0,0.0,Geography,South_America
26,3.0,75887.0,Franz Ferdinand,0.8479777574539185,Q173180,Culture.Media.Media*,75887.0,12746.0,18.0,3430.0,2.5439332723617554,Culture,Media*
27,3.0,88438.0,Talcahuano,0.9433575868606568,Q41997,Geography.Regions.Americas.South_America,88438.0,4294.888095238128,1.0,2368.0,0.0,Geography,South_America
28,6.0,91484.0,Venus Williams,0.9324633479118348,Q11578,Culture.Sports,91484.0,802.9999999999957,9.0,3293.0,5.594780087471009,Culture,Sports
29,1.0,92520.0,Juan Diego Flórez,0.9669240117073059,Q160427,Culture.Media.Music,92520.0,0.0,6.0,3690.0,0.9669240117073059,Culture,Music
30,4.0,92905.0,Curro Romero,0.9783946871757508,Q3007736,Culture.Biography.Biography*,92905.0,4340.000000000001,4.0,3938.0,0.0,Culture,Biography*
31,1.0,95096.0,Consuegra,0.9994397163391112,Q919046,Geography.Regions.Europe.Southern_Europe,95096.0,0.0,6.0,2096.0,0.0,Geography,Southern_Europe
32,4.0,98583.0,Universidad César Vallejo Club de Fútbol,0.5234303474426271,Q603023,Culture.Sports,98583.0,1872.5,11.0,2244.0,2.0937213897705083,Culture,Sports
33,1.0,99349.0,Transformismo,1.0000100135803225,Q431604,History_and_Society.Society,99349.0,0.0,10.0,1923.0,1.0000100135803225,History_and_Society,Society
34,4.0,110034.0,Prueba de Selección Universitaria,0.16027602553367615,Q1614477,History_and_Society.Business_and_economics,110034.0,1211.4775335775346,1.0,1892.0,0.6411041021347046,History_and_Society,Business_and_economics
35,3.0,112856.0,José Guillermo del Solar,0.9748311638832092,Q734534,Culture.Sports,112856.0,0.5,11.0,2211.0,2.9244934916496277,Culture,Sports
36,4.0,115829.0,Congreso Nacional de Chile,0.233716368675232,Q1968468,History_and_Society.Politics_and_government,115829.0,1718.4149494949484,1.0,3658.0,0.934865474700928,History_and_Society,Politics_and_government
37,2.0,117354.0,Duoc UC,0.3923468291759491,Q5406597,History_and_Society.Education,117354.0,298.4166666666667,7.0,2154.0,0.7846936583518982,History_and_Society,Education
38,2.0,118488.0,Chancho en Piedra,0.59267657995224,Q631657,Culture.Media.Music,118488.0,626.0,7.0,2184.0,1.18535315990448,Culture,Music
39,1.0,118514.0,Batalla de Mogadiscio,0.7431780099868774,Q52226,History_and_Society.Military_and_warfare,118514.0,0.0,2.0,2577.0,0.7431780099868774,History_and_Society,Military_and_warfare
40,11.0,120489.0,Club Baloncesto Málaga,0.9841036200523376,Q54910,Culture.Sports,120489.0,5406.25,13.0,3026.0,10.825139820575714,Culture,Sports
41,2.0,123530.0,Mary Santpere,0.2814156115055084,Q3754320,History_and_Society.History,123530.0,0.0,4.0,3944.0,0.5628312230110168,History_and_Society,History
42,6.0,129672.0,EuroBasket,0.9967369437217712,Q193141,Culture.Sports,129672.0,48747.0,13.0,1980.0,5.980421662330627,Culture,Sports
43,3.0,134166.0,Universidad San Sebastián,0.6584275364875793,Q1631474,History_and_Society.Education,134166.0,109.35833333333349,1.0,1681.0,1.975282609462738,History_and_Society,Education
44,5.0,134220.0,Juan Carlos Navarro,1.0000100135803225,Q310541,Culture.Sports,134220.0,2272.25,13.0,2626.0,5.000050067901612,Culture,Sports
45,2.0,137365.0,Frank de Boer,0.9976868629455566,Q219657,Culture.Sports,137365.0,0.0,12.0,2322.0,1.9953737258911133,Culture,Sports
46,3.0,138765.0,Victoria Ruffo,0.2227101624011993,Q601743,Culture.Media.Media*,138765.0,4959.0,17.0,54538.0,0.6681304872035979,Culture,Media*
47,2.0,139833.0,Chris Tucker,0.2814156115055084,Q219717,Culture.Media.Entertainment,139833.0,5562.0,13.0,2366.0,0.5628312230110168,Culture,Entertainment
48,2.0,141065.0,Jurel,0.14805719256401062,Q9016784,History_and_Society.Transportation,141065.0,626.0,2.0,1378.0,0.29611438512802124,History_and_Society,Transportation
49,3.0,144833.0,Domenico Modugno,0.38492217659950256,Q201392,Culture.Media.Media*,144833.0,3114.0,5.0,2391.0,1.1547665297985077,Culture,Media*
50,1.0,145250.0,Mina Mazzini,0.6001983880996704,Q231156,Culture.Media.Media*,145250.0,0.0,5.0,2460.0,0.6001983880996704,Culture,Media*
51,1.0,150174.0,Iglesia católica copta,0.40734341740608215,Q49378,Culture.Philosophy_and_religion,150174.0,0.0,2.0,1140.0,0.40734341740608215,Culture,Philosophy_and_religion
52,2.0,156311.0,Luis Fortuño,0.9937201142311096,Q381099,History_and_Society.Politics_and_government,156311.0,0.0,15.0,2242.0,1.9874402284622192,History_and_Society,Politics_and_government
53,5.0,160753.0,Carlos Cano,0.33459946513175964,Q1042785,Culture.Media.Music,160753.0,5905.499999999975,4.0,3276.0,1.6729973256587982,Culture,Music
54,1.0,172465.0,Rui Costa,0.9871888160705566,Q190608,Culture.Sports,172465.0,0.0,16.0,1534.0,0.9871888160705566,Culture,Sports
55,3.0,173077.0,Serge Gainsbourg,0.4532718360424042,Q1698,Culture.Media.Media*,173077.0,1251.0,4.0,2478.0,1.3598155081272125,Culture,Media*
56,4.0,174363.0,Mauricio Pellegrino,0.9939124584197998,Q313131,Culture.Sports,174363.0,2870.950000000001,14.0,8675.0,3.975649833679199,Culture,Sports
57,1.0,176781.0,Cacerolazo,0.4378334879875183,Q1025005,History_and_Society.Society,176781.0,0.0,15.0,9061.0,0.4378334879875183,History_and_Society,Society
58,7.0,176924.0,Sergio Lagos,0.59267657995224,Q4307530,Culture.Media.Media*,176924.0,17736.90758574751,1.0,2442.0,4.14873605966568,Culture,Media*
59,1.0,178361.0,Gabriela Ruffo,0.9883227348327636,Q1007229,Culture.Biography.Biography*,178361.0,0.0,17.0,3137.0,0.0,Culture,Biography*
60,1.0,179211.0,Karina (cantante española),0.5234303474426271,Q453993,Culture.Media.Media*,179211.0,0.0,4.0,2824.0,0.5234303474426271,Culture,Media*
61,5.0,179835.0,Aíto García Reneses,0.9863731861114502,Q2601936,Culture.Sports,179835.0,2272.25,13.0,3804.0,4.931865930557251,Culture,Sports
62,6.0,179898.0,Selección de fútbol de Dinamarca,0.9814634323120116,Q131785,Culture.Sports,179898.0,68136.88333333343,14.0,2368.0,5.888780593872069,Culture,Sports
63,1.0,180921.0,Desastre de Aznalcóllar,0.8080772161483765,Q1870498,History_and_Society.Business_and_economics,180921.0,0.0,2.0,2098.0,0.8080772161483765,History_and_Society,Business_and_economics
64,5.0,181873.0,Hosni Mubarak,0.4225146472454071,Q34105,History_and_Society.Military_and_warfare,181873.0,4193.48638195141,2.0,15672.0,2.1125732362270355,History_and_Society,Military_and_warfare
65,6.0,187510.0,Club de Deportes Antofagasta,0.812877357006073,Q2076979,Culture.Sports,187510.0,96986.66666666641,7.0,2126.0,4.877264142036438,Culture,Sports
66,6.0,188667.0,Fútbol Club Barcelona (baloncesto),0.8596737384796143,Q54893,Culture.Sports,188667.0,7394.500000000001,13.0,2895.0,5.1580424308776855,Culture,Sports
67,2.0,192990.0,Computus,0.11921291798353195,Q56318457,STEM.Biology,192990.0,1.0,2.0,3016.0,0.2384258359670639,STEM,Biology
68,2.0,198045.0,Selección de fútbol de Guyana,0.983095109462738,Q330125,History_and_Society.Society,198045.0,8047.499999999988,14.0,1657.0,1.966190218925476,History_and_Society,Society
69,9.0,198051.0,Masters de Indian Wells,0.9947898983955384,Q974505,Culture.Sports,198051.0,10259.216666666689,9.0,2394.0,8.953109085559847,Culture,Sports
70,3.0,199481.0,Florcita Motuda,0.14034625887870789,Q5862953,Culture.Media.Media*,199481.0,1093.1562193362215,1.0,1715.0,0.42103877663612366,Culture,Media*
71,2.0,201712.0,Jorge Garbajosa,0.9995794296264648,Q316577,Culture.Sports,201712.0,0.0,13.0,1639.0,1.9991588592529297,Culture,Sports
72,2.0,204591.0,Cirilo de Alejandría,0.6992644667625427,Q44079,Culture.Philosophy_and_religion,204591.0,621.0,2.0,2547.0,1.3985289335250854,Culture,Philosophy_and_religion
73,2.0,206407.0,Estadio Ciudad de Valencia,0.9399233460426332,Q1122715,Culture.Sports,206407.0,626.0,8.0,3650.0,1.8798466920852663,Culture,Sports
74,4.0,211836.0,"Torrente, el brazo tonto de la ley",0.94500470161438,Q1050105,Culture.Media.Media*,211836.0,5580.0,10.0,3061.0,3.78001880645752,Culture,Media*
75,6.0,215122.0,Club de Deportes Iquique,0.7248802781105042,Q642824,Culture.Sports,215122.0,527.1666666666684,7.0,2448.0,4.349281668663025,Culture,Sports
