,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views
0,107.0,48.0,电影,0.6926519870758057,Q11424,Culture.Media.Media*,48.0,849231.9004778656,5.0,3427.0
1,107.0,48.0,电影,0.5156299471855164,Q11424,Culture.Media.Films,48.0,849231.9004778656,5.0,3427.0
2,107.0,48.0,电影,0.287777841091156,Q11424,STEM.STEM*,48.0,849231.9004778656,5.0,3427.0
3,107.0,48.0,电影,0.16027602553367615,Q11424,History_and_Society.Society,48.0,849231.9004778656,5.0,3427.0
4,24.0,306.0,辽宁省,0.9984121918678284,Q43934,Geography.Regions.Asia.East_Asia,306.0,122494.76248830248,4.0,3199.0
5,24.0,306.0,辽宁省,0.9942797422409058,Q43934,Geography.Regions.Asia.Asia*,306.0,122494.76248830248,4.0,3199.0
6,24.0,306.0,辽宁省,0.6723417043685913,Q43934,Geography.Geographical,306.0,122494.76248830248,4.0,3199.0
7,24.0,306.0,辽宁省,0.1259327530860901,Q43934,History_and_Society.Politics_and_government,306.0,122494.76248830248,4.0,3199.0
8,12.0,437.0,吉林省,0.9992306232452391,Q45208,Geography.Regions.Asia.East_Asia,437.0,34535.903824186724,4.0,2938.0
9,12.0,437.0,吉林省,0.9964163899421692,Q45208,Geography.Regions.Asia.Asia*,437.0,34535.903824186724,4.0,2938.0
10,12.0,437.0,吉林省,0.585111141204834,Q45208,Geography.Geographical,437.0,34535.903824186724,4.0,2938.0
11,12.0,437.0,吉林省,0.1259327530860901,Q45208,History_and_Society.Politics_and_government,437.0,34535.903824186724,4.0,2938.0
12,15.0,439.0,青海省,0.9697954058647156,Q45833,Geography.Regions.Asia.East_Asia,439.0,24075.607188383252,4.0,3264.0
13,15.0,439.0,青海省,0.9591643214225768,Q45833,Geography.Regions.Asia.Asia*,439.0,24075.607188383252,4.0,3264.0
14,15.0,439.0,青海省,0.3415925204753876,Q45833,Geography.Geographical,439.0,24075.607188383252,4.0,3264.0
15,5.0,598.0,非典型肺炎,0.9994572401046752,Q2633267,STEM.STEM*,598.0,4896.0169078583,14.0,4749.0
16,5.0,598.0,非典型肺炎,0.9993433356285096,Q2633267,STEM.Medicine_&_Health,598.0,4896.0169078583,14.0,4749.0
17,5.0,598.0,非典型肺炎,0.1294127255678177,Q2633267,History_and_Society.Society,598.0,4896.0169078583,14.0,4749.0
18,1.0,727.0,信義區 (臺北市),0.9890230894088744,Q271151,Culture.Biography.Biography*,727.0,0.0,8.0,2812.0
19,1.0,727.0,信義區 (臺北市),0.9748311638832092,Q271151,Geography.Regions.Asia.East_Asia,727.0,0.0,8.0,2812.0
20,1.0,727.0,信義區 (臺北市),0.9724247455596924,Q271151,History_and_Society.Society,727.0,0.0,8.0,2812.0
21,1.0,727.0,信義區 (臺北市),0.9626831412315368,Q271151,Geography.Regions.Asia.Asia*,727.0,0.0,8.0,2812.0
22,1.0,727.0,信義區 (臺北市),0.538993239402771,Q271151,Geography.Geographical,727.0,0.0,8.0,2812.0
23,2.0,789.0,世说新语,0.7371681928634644,Q387863,Culture.Media.Media*,789.0,0.0,10.0,2884.0
24,2.0,789.0,世说新语,0.7057950496673584,Q387863,Culture.Literature,789.0,0.0,10.0,2884.0
25,2.0,789.0,世说新语,0.6992644667625427,Q387863,Culture.Media.Books,789.0,0.0,10.0,2884.0
26,2.0,789.0,世说新语,0.4486793746948242,Q387863,Geography.Regions.Asia.East_Asia,789.0,0.0,10.0,2884.0
27,2.0,789.0,世说新语,0.37980710172653204,Q387863,Geography.Regions.Asia.Asia*,789.0,0.0,10.0,2884.0
28,2.0,789.0,世说新语,0.2069040536880493,Q387863,Culture.Philosophy_and_religion,789.0,0.0,10.0,2884.0
29,2.0,789.0,世说新语,0.18714269995689392,Q387863,STEM.Libraries_&_Information,789.0,0.0,10.0,2884.0
30,2.0,789.0,世说新语,0.16452647745609286,Q387863,STEM.STEM*,789.0,0.0,10.0,2884.0
31,4.0,1134.0,吴起,0.974052667617798,Q698899,Culture.Biography.Biography*,1134.0,10432.945856367076,10.0,3007.0
32,4.0,1134.0,吴起,0.5775054097175598,Q698899,Culture.Philosophy_and_religion,1134.0,10432.945856367076,10.0,3007.0
33,4.0,1134.0,吴起,0.4515841474533081,Q698899,Geography.Regions.Asia.East_Asia,1134.0,10432.945856367076,10.0,3007.0
34,4.0,1134.0,吴起,0.4352950325012207,Q698899,Geography.Regions.Asia.Asia*,1134.0,10432.945856367076,10.0,3007.0
35,22.0,1248.0,时区,0.9496793746948242,Q12143,STEM.STEM*,1248.0,47117.12396622914,4.0,3573.0
36,22.0,1248.0,时区,0.2120788097381592,Q12143,STEM.Earth_and_environment,1248.0,47117.12396622914,4.0,3573.0
37,22.0,1248.0,时区,0.20182321965694427,Q12143,STEM.Technology,1248.0,47117.12396622914,4.0,3573.0
38,22.0,1248.0,时区,0.1520422399044037,Q12143,STEM.Biology,1248.0,47117.12396622914,4.0,3573.0
39,22.0,1248.0,时区,0.1520422399044037,Q12143,STEM.Engineering,1248.0,47117.12396622914,4.0,3573.0
40,22.0,1248.0,时区,0.11921291798353195,Q12143,History_and_Society.Politics_and_government,1248.0,47117.12396622914,4.0,3573.0
41,22.0,1248.0,时区,0.11597072333097458,Q12143,Culture.Visual_arts.Visual_arts*,1248.0,47117.12396622914,4.0,3573.0
42,22.0,1248.0,时区,0.11280541121959685,Q12143,STEM.Medicine_&_Health,1248.0,47117.12396622914,4.0,3573.0
43,22.0,1248.0,时区,0.1097157895565033,Q12143,Culture.Media.Media*,1248.0,47117.12396622914,4.0,3573.0
44,22.0,1248.0,时区,0.10375863313674928,Q12143,STEM.Physics,1248.0,47117.12396622914,4.0,3573.0
45,22.0,1248.0,时区,0.0,Q12143,Geography.Geographical,1248.0,47117.12396622914,4.0,3573.0
46,15.0,1412.0,20世纪,0.6370407938957214,Q6927,History_and_Society.History,1412.0,56497.12376118152,4.0,2473.0
47,15.0,1412.0,20世纪,0.3276783227920532,Q6927,STEM.STEM*,1412.0,56497.12376118152,4.0,2473.0
48,1.0,1806.0,恒河,0.9496793746948242,Q5089,Geography.Regions.Asia.Asia*,1806.0,0.0,3.0,3360.0
49,1.0,1806.0,恒河,0.8962613940238953,Q5089,Geography.Regions.Asia.South_Asia,1806.0,0.0,3.0,3360.0
50,1.0,1806.0,恒河,0.7718535065650941,Q5089,Geography.Geographical,1806.0,0.0,3.0,3360.0
51,1.0,1806.0,恒河,0.16452647745609286,Q5089,History_and_Society.Society,1806.0,0.0,3.0,3360.0
52,7.0,2117.0,艺术,0.4765896201133728,Q735,STEM.STEM*,2117.0,29665.16130893567,15.0,2881.0
53,7.0,2117.0,艺术,0.3998216390609741,Q735,Culture.Visual_arts.Visual_arts*,2117.0,29665.16130893567,15.0,2881.0
54,7.0,2117.0,艺术,0.2227101624011993,Q735,History_and_Society.Society,2117.0,29665.16130893567,15.0,2881.0
55,7.0,2117.0,艺术,0.19194278120994568,Q735,Culture.Philosophy_and_religion,2117.0,29665.16130893567,15.0,2881.0
56,5.0,2187.0,歌剧,0.6442351341247559,Q1344,Culture.Media.Media*,2187.0,15320.516535899618,15.0,3502.0
57,5.0,2187.0,歌剧,0.3073680400848389,Q1344,Culture.Media.Music,2187.0,15320.516535899618,15.0,3502.0
58,5.0,2187.0,歌剧,0.1520422399044037,Q1344,History_and_Society.Society,2187.0,15320.516535899618,15.0,3502.0
59,5.0,2187.0,歌剧,0.13297423720359802,Q1344,Culture.Performing_arts,2187.0,15320.516535899618,15.0,3502.0
60,11.0,2235.0,呼和浩特市,0.9960646033287048,Q535534,Geography.Regions.Asia.East_Asia,2235.0,9264.811845648652,4.0,2497.0
61,11.0,2235.0,呼和浩特市,0.992888569831848,Q535534,Geography.Regions.Asia.Asia*,2235.0,9264.811845648652,4.0,2497.0
62,11.0,2235.0,呼和浩特市,0.5156299471855164,Q535534,Geography.Geographical,2235.0,9264.811845648652,4.0,2497.0
63,7.0,2534.0,夏至,0.8596737384796143,Q7603898,STEM.STEM*,2534.0,3538.7251232687377,10.0,2364.0
64,7.0,2534.0,夏至,0.7057950496673584,Q7603898,Culture.Philosophy_and_religion,2534.0,3538.7251232687377,10.0,2364.0
65,7.0,2534.0,夏至,0.1294127255678177,Q7603898,STEM.Space,2534.0,3538.7251232687377,10.0,2364.0
66,13.0,2786.0,时间,0.9073222279548644,Q11471,STEM.STEM*,2786.0,31359.24238093522,4.0,2834.0
67,13.0,2786.0,时间,0.4532718360424042,Q11471,Culture.Philosophy_and_religion,2786.0,31359.24238093522,4.0,2834.0
68,13.0,2786.0,时间,0.23371636867523196,Q11471,STEM.Physics,2786.0,31359.24238093522,4.0,2834.0
69,13.0,2786.0,时间,0.11280541121959685,Q11471,History_and_Society.Society,2786.0,31359.24238093522,4.0,2834.0
70,13.0,2786.0,时间,0.1097157895565033,Q11471,STEM.Medicine_&_Health,2786.0,31359.24238093522,4.0,2834.0
71,7.0,3039.0,托马斯·杰斐逊,0.99593985080719,Q11812,Culture.Biography.Biography*,3039.0,21523.969354856228,6.0,2965.0
72,7.0,3039.0,托马斯·杰斐逊,0.22816647589206696,Q11812,History_and_Society.Politics_and_government,3039.0,21523.969354856228,6.0,2965.0
73,7.0,3039.0,托马斯·杰斐逊,0.13297423720359802,Q11812,History_and_Society.History,3039.0,21523.969354856228,6.0,2965.0
74,7.0,3039.0,托马斯·杰斐逊,0.0,Q11812,Geography.Regions.Americas.North_America,3039.0,21523.969354856228,6.0,2965.0
75,7.0,3039.0,托马斯·杰斐逊,0.0,Q11812,Geography.Regions.Europe.Europe*,3039.0,21523.969354856228,6.0,2965.0
76,17.0,3420.0,北美洲,0.9344051480293274,Q49,Geography.Geographical,3420.0,38289.026428182435,4.0,3156.0
77,17.0,3420.0,北美洲,0.287777841091156,Q49,Geography.Regions.Americas.North_America,3420.0,38289.026428182435,4.0,3156.0
78,17.0,3420.0,北美洲,0.14034625887870789,Q49,History_and_Society.Society,3420.0,38289.026428182435,4.0,3156.0
79,17.0,3420.0,北美洲,0.1097157895565033,Q49,STEM.STEM*,3420.0,38289.026428182435,4.0,3156.0
80,17.0,3420.0,北美洲,0.10375863313674928,Q49,STEM.Earth_and_environment,3420.0,38289.026428182435,4.0,3156.0
81,1.0,3447.0,空气,0.9496793746948242,Q7391292,STEM.STEM*,3447.0,0.0,0.0,3156.0
82,1.0,3447.0,空气,0.40734341740608215,Q7391292,STEM.Chemistry,3447.0,0.0,0.0,3156.0
83,1.0,3447.0,空气,0.16886694729328156,Q7391292,STEM.Technology,3447.0,0.0,0.0,3156.0
84,1.0,3447.0,空气,0.15611489117145538,Q7391292,STEM.Engineering,3447.0,0.0,0.0,3156.0
85,4.0,3505.0,朊毒體,0.9324633479118348,Q47051,STEM.STEM*,3505.0,11115.272366350659,14.0,2784.0
86,4.0,3505.0,朊毒體,0.7248802781105042,Q47051,STEM.Medicine_&_Health,3505.0,11115.272366350659,14.0,2784.0
87,4.0,3505.0,朊毒體,0.4532718360424042,Q47051,STEM.Biology,3505.0,11115.272366350659,14.0,2784.0
88,7.0,3566.0,周武王,0.9241518378257751,Q1061289,Culture.Biography.Biography*,3566.0,10118.097828152062,10.0,2836.0
89,7.0,3566.0,周武王,0.4163126816749573,Q1061289,Geography.Regions.Asia.East_Asia,3566.0,10118.097828152062,10.0,2836.0
90,7.0,3566.0,周武王,0.3893042674064636,Q1061289,Geography.Regions.Asia.Asia*,3566.0,10118.097828152062,10.0,2836.0
91,7.0,3566.0,周武王,0.13661839067935946,Q1061289,History_and_Society.History,3566.0,10118.097828152062,10.0,2836.0
