,Label,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality
6160,Accord_de_libre-échange_nord-américain,23.432835,193,77,88,-4.707183,12.913493,6160,11,10,80915.07779625885
6591,Chloroforme,11.343284,114,121,10,-12.996179,24.47605,6591,2,17,0.0
6755,Orgue,22.089554,54,124,233,9.3288965,-9.366175,6755,10,5,119068.50500112337
6917,Numéro_atomique,16.716417,114,121,10,-1.9480442,-18.713797,6917,6,17,940.235045055405
7138,Étienne_de_La_Boétie,14.029851,192,192,192,-9.677699,-7.6588297,7138,4,7,66104.6745815926
7228,Thèbes_(Égypte),34.179108,0,134,135,23.390049,-16.341976,7228,19,14,135468.45427899287
7331,Thalès,14.029851,192,192,192,-21.219458,23.684416,7331,4,15,30570.622635468913
7355,Années_1920,22.089554,153,96,160,-3.686991,-19.935457,7355,10,18,297338.8824392469
7436,Compositeur,67.76119,54,124,233,-10.908823,-4.5091724,7436,44,5,404546.21065854206
7491,Delaware,14.029851,192,192,192,-20.502384,-0.5164039,7491,4,21,77305.7612801557
7526,Kansas,18.059702,192,192,192,-11.053317,-6.134564,7526,7,21,211833.26993507476
7541,Immigration,19.402985,114,121,10,2.9742289,1.1648314,7541,8,10,70236.50286435103
7677,Champ_électrique,22.089554,114,121,10,-15.529159,-13.308146,7677,10,17,14179.73715992698
7678,Yucatán,10.0,192,192,192,3.4677649,-19.115807,7678,1,2,0.0
7810,Richard_Feynman,12.686567,192,192,192,-14.833872,15.424892,7810,3,21,60823.33979484735
7852,Jeu_de_simulation,11.343284,192,192,192,-2.7923994,17.141325,7852,2,11,0.0
7862,Liste_des_communes_de_la_Manche,19.402985,192,192,192,8.235126,24.516012,7862,8,19,564.7398798110706
7882,Liste_des_communes_des_Pyrénées-Orientales,15.373135,192,192,192,-15.699524,-4.6202636,7882,5,19,4832.0
7886,Liste_des_communes_de_la_Haute-Saône,16.716417,192,192,192,-10.312644,17.63791,7886,6,19,0.0
7892,Liste_des_communes_de_la_Seine-Maritime,11.343284,0,134,74,9.282349,-7.3414397,7892,2,1,4832.0
7893,Liste_des_communes_de_Seine-et-Marne,20.74627,192,192,192,-17.882832,19.905407,7893,9,19,27178.44425559607
7896,Liste_des_communes_de_la_Somme,12.686567,0,134,74,-20.872587,-13.534139,7896,3,1,14492.0
8006,Liste_des_communes_du_Finistère,19.402985,192,192,192,2.892967,-6.2234297,8006,8,19,6525.000606324571
8008,Liste_des_communes_de_la_Haute-Garonne,18.059702,192,192,192,5.2420735,0.27962798,8008,7,19,10.484709024249618
8013,Liste_des_communes_du_département_du_Jura,15.373135,192,192,192,-19.997038,-4.7575297,8013,5,19,0.0
8528,Homosexualité_dans_le_christianisme,12.686567,153,96,160,-23.706861,-12.515088,8528,3,18,9663.0
8562,Ordre_du_Mérite_agricole,11.343284,152,129,0,-9.901546,9.95796,8562,2,4,6676.169454576069
8598,Médaille_militaire,12.686567,192,192,192,7.3639193,-13.437509,8598,3,11,19319.0
8621,Dmitri_Mendeleïev,15.373135,114,121,10,-14.874668,14.93432,8621,5,17,5710.18946999871
8679,Rabindranath_Tagore,15.373135,192,192,192,-19.065125,-12.2631235,8679,5,7,26792.38941973412
8751,Molécule,26.119404,114,121,10,-3.0955708,6.0547247,8751,13,17,186443.89005382443
8772,Béthune,15.373135,175,95,13,-22.240007,9.99285,8772,5,10,8932.710098602689
8876,Dynastie_lagide,28.805971,0,134,135,15.190057,-0.81062156,8876,15,14,31145.200913746776
8912,Micronation,14.029851,193,77,88,-22.571484,-20.805868,8912,4,10,1519.4315293021107
8969,Néonazisme,15.373135,193,77,88,-9.259584,3.0047512,8969,5,10,17555.669391158637
9013,Alexis_Carrel,12.686567,0,157,116,2.9030726,12.738063,9013,3,7,2399.5977690927675
9242,Tim_Berners-Lee,12.686567,193,77,88,-22.75183,12.063858,9242,3,10,8790.463658740586
9248,Organisation_européenne_pour_la_recherche_nucléaire,19.402985,114,121,10,4.806101,-1.6655917,9248,8,17,29918.065592492138
9307,Yves_Cochet,30.149254,193,77,88,-15.974977,-1.8433285,9307,16,10,6409.501095069459
9330,Jean-Louis_Debré,15.373135,193,77,88,17.164309,7.256102,9330,5,10,3049.143951038511
9425,Histoire_de_la_Chine,16.716417,253,0,107,1.9237239,-13.093508,9425,6,22,34290.493159953374
9519,Georges_Fenech,10.0,193,77,88,-4.0925317,-19.765959,9519,1,10,0.0
9548,Erika_(pétrolier),10.0,192,192,192,-23.150248,7.0953207,9548,1,5,0.0
10040,Négationnisme,11.343284,193,77,88,13.06393,-16.776499,10040,2,10,807.905198620746
10061,Jean_Leonetti,12.686567,152,129,0,2.701872,0.104410864,10061,3,4,9662.0
10133,"Philippe_Martin_(homme_politique,_1953)",27.462687,193,77,88,-15.110282,11.1866255,10133,14,10,6118.7486244408965
10154,Nadine_Morano,18.059702,193,77,88,-23.840956,-14.410173,10154,7,10,71609.74012469505
10156,Hervé_Morin,11.343284,253,0,107,-2.0158198,23.51253,10156,2,6,0.0
10366,Frédéric_de_Saint-Sernin,12.686567,193,77,88,-4.5325785,14.084089,10366,3,10,242.60082476007102
10680,Éric_Woerth,26.119404,193,77,88,9.111337,24.332483,10680,13,10,15203.586153524515
10805,Nouvelle,27.462687,255,42,47,0.16479583,16.340345,10805,14,17,165844.73228828737
10825,Edgar_Degas,11.343284,0,157,116,23.372002,4.421897,10825,2,7,8535.831831357842
10838,Superphénix,19.402985,193,77,88,-12.208952,-15.144912,10838,8,10,3734.130823044656
10871,Virelangue,14.029851,0,168,183,23.81451,10.332025,10871,4,13,27448.683080453367
11091,Miguel_de_Cervantes,15.373135,235,94,0,16.463491,1.0158528,11091,5,12,57511.449947552384
11119,Thorgal,10.0,193,77,88,1.366759,-22.06342,11119,1,10,0.0
11353,Somme_(fleuve),12.686567,193,77,88,24.303875,-16.859894,11353,3,10,10069.370858300357
11718,Manganèse,20.74627,114,121,10,-18.720709,13.641662,11718,9,17,36125.70045469806
11911,Jacques-Bénigne_Bossuet,11.343284,192,192,192,-11.8533745,24.787373,11911,2,10,5603.516738406285
11932,"Aliens,_le_retour",14.029851,235,94,0,-22.33788,-12.842055,11932,4,7,6805.413383451047
11934,"Alien,_la_résurrection",11.343284,235,94,0,-1.4155856,14.680648,11934,2,7,0.0
12059,Étienne_Chatiliez,20.74627,235,94,0,-22.815645,5.633446,12059,9,12,30762.24241864804
12067,Langues_chinoises,12.686567,253,0,107,-22.7858,14.011599,12067,3,22,12219.146966522676
12072,René_Char,10.0,235,94,0,16.54569,-24.757137,12072,1,12,0.0
12123,Georges_Lautner,26.119404,152,129,0,15.872966,-3.3380582,12123,13,12,178637.36349801114
12139,Walt_Whitman,10.0,192,192,192,11.022044,-8.993981,12139,1,10,0.0
12357,"Z_(film,_1969)",10.0,255,42,47,7.8961544,24.864384,12357,1,13,0.0
12417,Juan_Manuel_Fangio,26.119404,41,139,0,13.856207,13.461896,12417,13,23,2895.340738868121
12545,Architecte,23.432835,193,77,88,18.3261,21.062996,12545,11,10,75187.89177408272
12554,Buster_Keaton,10.0,193,77,88,3.975035,-6.7880716,12554,1,10,0.0
12562,Ulm,10.0,0,168,183,-0.5410909,23.2015,12562,1,13,0.0
12579,Rhénanie-du-Nord-Westphalie,18.059702,0,164,49,2.0170903,23.987057,12579,7,10,37119.574263201
12581,Rhénanie-Palatinat,11.343284,0,160,220,0.57229185,6.896169,12581,2,24,9662.0
12585,Saxe_(Land),16.716417,193,77,88,-13.494411,19.391273,12585,6,10,32112.406115171096
12597,Thuringe,10.0,193,77,88,7.871414,-23.794666,12597,1,10,0.0
12693,Entier_relatif,18.059702,192,192,192,13.263776,21.74924,12693,7,15,1786.5607112427233
12766,Respiration_circulaire,10.0,153,96,160,19.270845,-11.427108,12766,1,18,0.0
12988,Saint-Coulitz,10.0,253,0,107,-1.9212527,0.25873005,12988,1,6,0.0
13311,Pierre_Drieu_la_Rochelle,11.343284,192,192,192,11.422742,-23.69193,13311,2,19,9236.339124152324
13703,Béhaviorisme,10.0,0,157,116,-8.757159,-4.9036765,13703,1,7,0.0
13705,American_Airlines,14.029851,153,96,160,-7.2230835,-13.942827,13705,4,18,199.91585325248366
13721,Jinmu,10.0,0,160,220,21.401253,17.789219,13721,1,15,0.0
13890,Joris-Karl_Huysmans,14.029851,0,157,116,17.808144,12.491912,13890,4,7,21146.296284410153
13891,Eugène_Ionesco,19.402985,235,44,170,17.927092,-20.604652,13891,8,4,73461.83266867654
13892,Max_Jacob,18.059702,114,121,10,-12.655791,-1.6931574,13892,7,10,42849.294263965414
14037,Potentiel_électrique,18.059702,114,121,10,-9.02325,8.374864,14037,7,17,6391.843303485035
14055,Sully_Prudhomme,12.686567,0,134,74,17.814283,-15.045131,14055,3,7,22473.708541047647
14126,Timbre,10.0,193,77,88,-2.3863811,22.77418,14126,1,10,0.0
14127,Timbre_postal,12.686567,0,160,220,-1.3888161,-2.2818139,14127,3,24,20051.50383397967
14155,Masse,27.462687,114,121,10,-1.555562,12.115114,14155,14,17,30325.645200272153
14958,Kerala,12.686567,192,192,192,15.310976,-22.850677,14958,3,7,12696.235384501593
15038,Organisation_mondiale_du_commerce,20.74627,193,77,88,4.726759,-11.103829,15038,9,10,209176.2785001314
15043,Protectionnisme,12.686567,253,0,107,-18.518196,-23.974386,15043,3,6,4342.709312335075
15277,Chasse,22.089554,193,77,88,-20.102411,20.98847,15277,10,10,35326.424005304856
15349,Élément_chimique,24.77612,114,121,10,-8.447275,2.94578,15349,12,17,56923.821759000675
15469,Le_Canard_enchaîné,48.955223,193,77,88,-21.206436,3.6990523,15469,30,10,294083.86685580935
15542,Alain_(philosophe),10.0,192,192,192,9.1317,14.859953,15542,1,10,0.0
15708,Accor,12.686567,193,77,88,-18.992102,-23.381598,15708,3,10,4373.938617506066
15739,Kiev,22.089554,0,168,183,-18.111107,8.661608,15739,10,0,186274.0920973451
15795,Collège_de_France,32.835823,193,77,88,13.288693,-12.069904,15795,18,10,157466.60650316518
15801,Michel_Debré,30.149254,193,77,88,-14.033207,23.948036,15801,16,10,76866.76107683641
15887,François_Cheng,10.0,193,77,88,19.930277,6.5690436,15887,1,10,0.0
16613,École_élémentaire_en_France,18.059702,192,192,192,13.44026,-4.005237,16613,7,10,67183.49456200867
16656,Confédération_générale_du_travail,27.462687,193,77,88,9.400245,-16.354393,16656,14,10,49962.217460586166
16716,Pesticide,36.86567,193,77,88,-17.406052,-3.5700104,16716,21,10,264808.81893960614
16742,Holocène,16.716417,193,77,88,-3.5004158,15.088866,16742,6,10,25823.25605024746
16765,Édouard_VI,16.716417,235,44,170,-12.67628,-24.671164,16765,6,31,7824.413297668266
16892,Nombre_rationnel,20.74627,192,192,192,16.451622,2.2068455,16892,9,15,3495.3760382806227
17529,Pong,10.0,192,192,192,-10.305462,-13.942123,17529,1,1,0.0
17689,Jeanne_Grey,15.373135,235,44,170,9.793036,-12.08377,17689,5,31,39776.23085190971
17710,Polyèdre,12.686567,192,192,192,13.072042,12.808939,17710,3,15,6463.609122769473
17791,Robert_Guédiguian,11.343284,235,94,0,-2.7534876,15.07931,17791,2,12,1300.0491138128882
17795,Ariane_Ascaride,10.0,152,129,0,11.908694,-16.779377,17795,1,4,0.0
17839,Max_Planck,12.686567,0,148,245,11.949951,-7.5846868,17839,3,21,17401.49285872096
17888,Communauté_économique_européenne,15.373135,193,77,88,-16.841211,20.824614,17888,5,10,7175.05090786668
18001,François_Morel_(acteur),20.74627,152,129,0,14.958266,10.7577715,18001,9,12,64519.6284913888
18125,Ivan_Pavlov,14.029851,0,157,116,7.510717,24.469467,18125,4,7,10304.375723420922
18445,Søren_Kierkegaard,12.686567,192,192,192,-10.435382,21.131853,18445,3,17,22042.33079830776
18911,Roger_Penrose,10.0,0,148,245,3.1019673,-10.240655,18911,1,21,0.0
18973,Harald_V,19.402985,192,192,192,-16.301928,-1.062686,18973,8,26,11175.976363934815
19243,Équation_de_Schrödinger,12.686567,114,121,10,5.226721,-16.933174,19243,3,17,6782.14154598746
19306,Gaz_parfait,14.029851,114,121,10,-4.912383,-10.528277,19306,4,17,5851.285552920422
19385,Dominique_Nicolas,10.0,0,126,172,-12.753913,-9.933374,19385,1,5,0.0
19467,Lanthanide,12.686567,192,192,192,3.8134127,-24.660734,19467,3,17,0.0
19483,Halogène,19.402985,114,121,10,-19.072504,23.960794,19483,8,17,6562.113562574421
19517,Raj_britannique,16.716417,192,192,192,-7.3466268,1.084674,19517,6,7,64366.253911752494
19542,Avicenne,11.343284,192,192,192,-13.1859045,-24.386345,19542,2,15,4832.0
19776,Mika_Häkkinen,22.089554,41,139,0,11.6342535,-6.135328,19776,10,23,2303.0533413579365
19866,Mega_Drive,15.373135,192,192,192,0.11280448,-15.866296,19866,5,9,24468.161251540285
20305,Matrix_Reloaded,14.029851,54,124,233,-2.226652,-16.850027,20305,4,5,13382.235463370414
20309,Camp_de_concentration,14.029851,192,192,192,11.092846,3.5717936,20309,4,19,17461.994479330693
20409,Objet_céleste,12.686567,0,148,245,-10.737656,-18.527775,20409,3,14,27903.359261941976
20552,Protocole_de_Kyoto,23.432835,193,77,88,20.357233,-4.814725,20552,11,10,65221.702613446934
20738,Mouvement_international_de_la_Croix-Rouge_et_du_Croissant-Rouge,10.0,0,134,135,16.554605,-0.7882016,20738,1,22,0.0
20809,Cour_suprême_des_États-Unis,31.492537,153,96,160,-8.023896,11.919203,20809,17,18,77116.65236472711
20994,John_Maynard_Keynes,20.74627,193,77,88,-0.7224425,-12.967362,20994,9,10,53757.98127076978
21179,Satyajit_Ray,22.089554,192,192,192,4.6598487,22.49564,21179,10,7,87266.49546167218
21377,Elsa_Morante,10.0,255,42,47,0.5159968,-9.983385,21377,1,17,0.0
22040,Aire-sur-la-Lys,11.343284,175,95,13,16.210457,1.3755606,22040,2,10,2883.488088952567
22083,Synergie,19.402985,193,77,88,3.9331157,-13.892814,22083,8,10,25133.199856927775
22131,Liaison_chimique,10.0,192,192,192,19.935892,-21.655716,22131,1,17,0.0
22205,Ergot_du_seigle,11.343284,0,157,116,-14.720224,-14.487984,22205,2,21,0.0
22496,Plutarque,16.716417,192,192,192,-24.103142,-13.623022,22496,6,7,48239.333333333336
22500,Bataille_de_Crécy,11.343284,193,77,88,19.400219,17.279232,22500,2,10,4832.0
22548,Effet_photoélectrique,10.0,192,192,192,18.568335,1.6796483,22548,1,17,0.0
22569,Tacite,10.0,192,192,192,-20.436752,-22.102928,22569,1,5,0.0
22708,Cimetière_du_Montparnasse,12.686567,235,94,0,-5.656004,1.5281239,22708,3,12,24144.0
23089,Meitnérium,11.343284,114,121,10,10.443642,-10.129738,23089,2,17,0.0
23108,Harry_Potter_et_la_Coupe_de_feu,19.402985,255,42,47,21.157635,-20.369598,23108,8,13,14198.08702466217
23231,Astronome,23.432835,0,148,245,-15.421196,-2.855571,23231,11,21,165313.34726498797
23334,Didier_van_Cauwelaert,12.686567,152,129,0,14.022133,6.418834,23334,3,11,10303.712007251932
23382,Accordéon,12.686567,54,124,233,6.885477,21.00833,23382,3,5,15395.226301037826
23548,Boson,16.716417,114,121,10,-6.757573,17.373426,23548,6,17,11444.506672876685
23745,Normands,12.686567,175,95,13,-6.850066,-17.810629,23745,3,3,24146.0
23749,Grand_Prix_automobile_de_France,27.462687,41,139,0,-20.179478,-19.909224,23749,14,23,14941.067559859877
24416,John_Herschel,11.343284,192,192,192,11.745804,6.0017996,24416,2,17,2330.104922384284
24506,Conductivité_électrique,12.686567,114,121,10,-21.815512,2.5608785,24506,3,17,4832.0
24835,Polychlorobiphényle,11.343284,193,77,88,12.87374,16.240604,24835,2,10,2632.473240299315
24921,(1)_Cérès,14.029851,0,148,245,3.0129502,21.717806,24921,4,14,11372.843602477771
25051,Ceinture_de_Kuiper,16.716417,0,148,245,0.84421736,-1.3044964,25051,6,14,18352.623006228325
25251,Droit_de_courte_citation,12.686567,193,77,88,7.7602124,22.516624,25251,3,10,12292.834806435558
25366,Goths,18.059702,152,129,0,-7.450576,-20.626137,25366,7,12,26941.621580530948
25399,Heinrich_Hertz,12.686567,0,148,245,-23.488792,-12.641043,25399,3,21,17569.97404768372
25426,Papier,11.343284,192,192,192,-4.225598,-19.083776,25426,2,10,4832.0
25639,Horemheb,32.835823,0,134,135,-21.698606,9.034909,25639,18,14,3268.461835915192
25640,Ramsès_Ier,26.119404,0,134,135,3.2642052,2.6612139,25640,13,14,648.4905053591251
25651,Amon-Rê,15.373135,0,134,135,-8.426526,0.5082544,25651,5,14,0.7853535353535354
25701,Auguste_Comte,18.059702,192,192,192,-20.907183,-20.774054,25701,7,10,16075.079910303917
25965,Khéops,26.119404,0,134,135,18.008448,8.30788,25965,13,14,6555.094840834565
26160,Crétacé,11.343284,60,163,0,21.405008,-10.8809395,26160,2,25,4832.0
26245,Jean-Pierre_Léaud,10.0,255,42,47,-12.316628,24.385246,26245,1,18,0.0
26315,Françoise_Giroud,15.373135,193,77,88,-12.248603,15.492343,26315,5,10,16281.898877828602
26327,Géographie_de_la_Suisse,14.029851,193,77,88,-11.106469,-20.20884,26327,4,10,35827.49719842757
26515,Luiz_Inácio_Lula_da_Silva,14.029851,192,192,192,-3.94396,0.30554134,26515,4,2,50689.9315356243
26626,Manitoba,11.343284,193,77,88,18.100386,2.9776254,26626,2,10,4832.0
26718,Route,15.373135,193,77,88,-10.20385,10.275951,26718,5,10,5185.500124019093
26982,Sadi_Carnot_(physicien),14.029851,0,148,245,-14.075269,-5.3141036,26982,4,21,16905.180833768325
27044,Kanak,12.686567,192,192,192,-10.421906,-3.660477,27044,3,22,8299.43977441348
27178,El_Niño,11.343284,192,192,192,18.38828,17.543962,27178,2,15,7085.23643447642
27295,Liste_des_cantons_du_Calvados,10.0,0,134,74,0.054008394,2.3812485,27295,1,1,0.0
27324,Ylang-ylang,10.0,0,160,220,-5.5142984,-24.723797,27324,1,24,0.0
27449,Identité_remarquable,16.716417,192,192,192,8.889118,-11.541809,27449,6,15,752.8181754644203
27587,Robert_Lamoureux,15.373135,0,157,116,-24.005651,9.318226,27587,5,12,39808.976647015406
27792,Eurythmics,18.059702,54,124,233,-11.086434,7.34805,27792,7,5,12574.629463557552
27802,Libertaire,16.716417,193,77,88,1.9775318,7.4726954,27802,6,10,10406.42248500705
27810,Maraîchage,10.0,192,192,192,-16.772821,23.223537,27810,1,19,0.0
27939,Zébu,10.0,0,160,220,14.439819,-8.511345,27939,1,24,0.0
28116,Western,30.149254,153,96,160,17.171097,-13.739886,28116,16,18,167421.20589963708
28219,Quark,19.402985,114,121,10,-11.276974,-9.824913,28219,8,17,19091.184314031634
28358,Protozoaire,10.0,193,77,88,-11.659683,9.948188,28358,1,10,0.0
28416,Hector_Berlioz,11.343284,152,129,0,-8.98092,-19.348585,28416,2,12,2692.4893061537905
28423,Saint-Louis,10.0,60,163,0,5.6420236,23.383024,28423,1,0,0.0
28459,Wilhelm_Röntgen,10.0,192,192,192,-17.187492,15.254603,28459,1,17,0.0
28532,Ceinture_de_Van_Allen,11.343284,114,121,10,-18.261938,22.55976,28532,2,17,0.0
28592,Liste_des_arrondissements_français,12.686567,0,134,74,18.664013,-1.2631285,28592,3,10,32993.381000206566
28816,Mouvement_des_entreprises_de_France,27.462687,193,77,88,11.449998,-23.121925,28816,14,10,50344.34427323789
28970,Pierre_Poujade,15.373135,193,77,88,-19.020578,4.0783854,28970,5,10,9377.588566879189
29326,Short_Message_Service,11.343284,192,192,192,-15.609434,-8.468527,29326,2,34,4832.0
29381,Brevet,11.343284,0,148,245,7.0689216,-15.780237,29381,2,27,10348.389646707368
29572,Cyberpunk_2020,12.686567,255,42,47,-14.299178,2.2362063,29572,3,13,0.0
29587,Elia_Kazan,10.0,0,157,116,-22.77928,4.889832,29587,1,12,0.0
29663,Vénus_Beauté_(Institut),10.0,235,94,0,18.364489,-23.464085,29663,1,12,0.0
29914,Atal_Bihari_Vajpayee,11.343284,192,192,192,-23.776773,-8.31788,29914,2,7,10366.298870833165
30148,WWF,26.119404,193,77,88,8.594102,6.7831416,30148,13,10,64304.43615974962
30327,À_bout_de_souffle,12.686567,255,42,47,5.8991184,-0.105461925,30327,3,18,56289.72245694887
30417,Aurore_Clément,11.343284,255,42,47,7.7714987,16.329828,30417,2,13,14490.0
30500,Charles_Denner,11.343284,54,124,233,10.098235,-7.9220657,30500,2,12,6551.0582312681045
30541,Daniel_Ceccaldi,15.373135,0,134,74,-3.4078557,5.9687676,30541,5,1,7741.1829695653005
30682,Tombeau_de_Toutânkhamon,15.373135,0,134,135,-20.2385,23.056135,30682,5,14,2553.5355246870904
