,Label,Id,Degree,modularity_class,betweenesscentrality
397,世界政區索引,397,16,5,27148.685824215532
713,國立臺灣師範大學,713,17,13,40369.289985732146
789,世说新语,789,2,1,4248.0
825,傣族,825,5,14,19280.276241557163
861,彝族,861,5,2,10848.499578594035
867,六艺,867,2,0,0.0
1032,东亚,1032,19,5,84918.01567584918
1275,镁,1275,3,9,21611.63268374798
1314,朝鲜_(称谓),1314,1,0,0.0
1401,活性炭,1401,1,8,0.0
1579,美国国旗,1579,9,5,36896.20039948309
1726,绞刑,1726,3,1,11322.2161314383
1853,2004年中華民國總統選舉,1853,21,8,24875.06408706459
1855,1996年中華民國總統選舉,1855,23,8,5399.181401179721
2108,舞蹈,2108,12,2,38185.11712601873
2271,怀俄明州,2271,9,5,7682.80620073525
2292,冬季奥林匹克运动会,2292,13,9,384.9059139478326
2549,尼伯龙根的指环,2549,4,11,22.011360226390593
2550,理查德·瓦格纳,2550,12,11,30906.737928485636
2710,图灵奖,2710,3,7,4546.111502092993
2920,各国首都列表,2920,15,5,28868.725130412415
3039,托马斯·杰斐逊,3039,11,5,20596.711209576235
3127,马尼拉,3127,11,5,22052.006641721764
3150,华盛顿,3150,6,7,22309.986679797574
3170,男高音,3170,8,11,4923.535810794647
3175,音樂劇,3175,9,11,27997.72975715902
3176,猫_(音乐剧),3176,2,10,3469.434806406825
3295,利比里亚,3295,18,5,2997.016306155005
3436,上海合作组织,3436,7,5,3697.22569276532
3725,吴语,3725,15,0,36652.729781249385
3749,伍子胥,3749,2,3,1010.707424791584
3916,英国人口,3916,1,5,0.0
3917,英国君主列表,3917,28,5,23390.344600210017
4004,查尔斯·狄更斯,4004,5,5,6795.4178628293475
4042,戰國策,4042,2,0,4248.0
4316,港元,4316,14,3,28581.58719133757
4469,地支,4469,2,5,0.0
4497,贺龙,4497,11,8,8482.642137546607
4499,陈毅,4499,24,5,53939.26171526329
4610,家有囍事,4610,2,3,0.0
5044,北半球,5044,4,0,5909.1488487383795
5642,李龍基,5642,2,3,4248.0
5729,天鹅湖,5729,4,2,55.788846145616496
5967,唐人街,5967,6,0,31309.752373565178
6107,冯玉祥,6107,44,8,25262.665892878354
6471,彭定康,6471,12,5,22070.672243832567
7093,泰语,7093,10,0,31844.467876620034
7190,中华人民共和国人权,7190,3,0,2431.5043090324007
7358,林振強,7358,12,3,17433.69178482619
7490,恒星,7490,8,11,6516.2007660915015
7498,島嶼,7498,10,4,18727.05727643028
7575,景教,7575,3,6,2819.8694890452357
7591,普通高等学校招生全国统一考试,7591,2,6,4247.999999999999
7688,芭蕾舞,7688,18,2,74542.29769419173
7764,白金汉宫,7764,11,5,780.0748767059539
8011,感恩节,8011,6,5,9458.488585066625
8059,J·R·R·托爾金,8059,7,7,25304.434271991377
8088,柳宗元,8088,2,1,105.85737211059468
8269,五角大楼,8269,5,5,9177.967432965646
8272,美国国防部,8272,11,5,32250.19839208282
8294,巴金,8294,4,5,731.2355727913297
8316,吳廷琰,8316,11,5,17532.348166663145
8383,川端康成,8383,6,11,15317.0891543877
9085,李政道,9085,8,8,36971.19078704189
9293,李舜臣,9293,2,0,25458.0
9498,绥靖主义,9498,1,5,0.0
9589,五星上将,9589,7,8,2383.3108870050332
9963,仙女座星系,9963,3,11,54.728820573401585
10022,中國人民解放軍駐香港部隊,10022,4,5,9617.354666975456
10068,超新星,10068,8,11,19041.10937242674
10148,彼得大帝,10148,1,5,0.0
10159,亚历山大一世_(俄国),10159,5,5,4818.432403507522
10160,原核生物,10160,2,11,438.6087728298912
10192,中国中信集团,10192,3,8,8495.0
10289,海馬,10289,1,7,0.0
10467,九三学社,10467,22,8,474.6106736045525
10558,安七炫,10558,5,10,3557.969233519488
10820,马克·吐温,10820,4,5,2209.556340392129
10910,黄兴,10910,16,8,21666.26496384122
10983,阿加莎·克里斯蒂,10983,1,12,0.0
11044,埃及神祇列表,11044,2,5,1041.1384004793426
11407,西西里岛,11407,9,5,15296.253758953966
11463,郁慕明,11463,4,8,848.9656425657768
11502,西里尔字母,11502,3,0,0.0
11552,马来西亚封衔,11552,2,0,0.0
12024,段祺瑞,12024,13,8,2428.045309583063
12297,简·奥斯汀,12297,3,7,3359.402892367439
12326,伊顿公学,12326,4,5,72.86216280668864
12398,哈勃空间望远镜,12398,6,11,9380.776982830817
12507,禅宗,12507,6,8,21303.11461610991
12920,華特·迪士尼,12920,2,7,289.13674877292976
13346,玛格丽特·杜拉斯,13346,1,0,0.0
13445,珠海市,13445,14,9,45098.459891553575
13539,即食麵,13539,2,6,3308.822345112112
13643,熊科,13643,4,5,66.01838990116353
13753,国际法院,13753,5,5,545.8605478099714
15481,拿督,15481,4,0,6212.347610123744
15626,猴,15626,8,5,10436.783479044154
16004,李商隐,16004,3,1,2393.7329261929717
16135,博古,16135,3,5,250.33792504310267
16240,南开大学,16240,9,6,10013.386003826945
16261,王明,16261,3,5,250.33792504310267
16304,西班牙内战,16304,12,5,21128.957916010288
16441,郴州市,16441,10,1,16952.778968647912
16461,孫吳,16461,22,1,51322.970308353215
16637,东晋,16637,12,3,26462.306154127207
16679,原子弹,16679,8,5,18770.679546357464
16717,法律,16717,37,5,184455.40059340023
16932,王洪文,16932,15,5,18839.350707307098
17051,黃耀明,17051,11,3,11558.814625461482
17169,库页岛,17169,20,5,38639.844861971724
17254,陈寅恪,17254,10,0,28326.218218451715
17439,胡安·卡洛斯一世,17439,22,5,23267.20384904995
17489,都铎王朝,17489,7,5,5474.498212859027
18218,奥迪,18218,3,13,19696.713239772427
18253,中华人民共和国公安部,18253,6,6,6616.99054694161
18411,徐州市,18411,23,8,73016.15790095752
18413,三一九槍擊事件,18413,2,8,199.89713651087257
18419,马德里,18419,24,5,61585.887673555066
18506,密码学,18506,5,5,11455.969001139116
18537,京剧,18537,19,3,102511.05765251147
18605,李遠哲,18605,14,8,19077.61777407588
18679,纳米比亚,18679,40,5,71306.10773125917
18740,艾哈迈德·亚辛,18740,2,5,263.5339555161483
18822,梵净山,18822,2,0,0.0
19085,親民黨,19085,64,8,57886.65666327394
