,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,12.0,3854.0,Miguel de Unamuno,0.6859594583511353,Q185085,Culture.Philosophy_and_religion,3854.0,65620.96785019172,13.0,176325.0,8.231513500213623,Culture,Philosophy_and_religion
1,1.0,7557.0,Vicente Molina Foix,0.5234303474426271,Q3754353,Culture.Literature,7557.0,0.0,2.0,903.0,0.5234303474426271,Culture,Literature
2,3.0,8200.0,Elie Wiesel,0.3140605390071869,Q18391,Culture.Philosophy_and_religion,8200.0,1074.0,4.0,2186.0,0.9421816170215607,Culture,Philosophy_and_religion
3,37.0,10553.0,Michael Jordan,0.9553291201591492,Q41421,Culture.Sports,10553.0,198178.5010480095,8.0,195612.0,35.34717744588852,Culture,Sports
4,3.0,10689.0,Bañeres,1.0000100135803225,Q621626,Geography.Regions.Europe.Southern_Europe,10689.0,1074.0,11.0,3011.0,0.0,Geography,Southern_Europe
5,1.0,10740.0,Alberto Vázquez-Figueroa,0.1824355274438858,Q645406,Culture.Media.Media*,10740.0,0.0,2.0,2817.0,0.1824355274438858,Culture,Media*
6,1.0,18333.0,Protectorado,0.6224693655967712,Q164142,History_and_Society.Politics_and_government,18333.0,0.0,4.0,3116.0,0.6224693655967712,History_and_Society,Politics_and_government
7,3.0,22884.0,Almansa,0.9935217499732972,Q13930,Geography.Regions.Europe.Southern_Europe,22884.0,92.18181818181822,11.0,4092.0,0.0,Geography,Southern_Europe
8,1.0,27203.0,Quo vadis? (película de 1951),0.9855064153671264,Q938137,Culture.Media.Films,27203.0,0.0,9.0,0.0,0.9855064153671264,Culture,Films
9,2.0,28509.0,Te doy mis ojos,0.94500470161438,Q747441,Culture.Media.Media*,28509.0,1074.0,2.0,3005.0,1.89000940322876,Culture,Media*
10,1.0,28696.0,When Harry Met Sally...,0.9984121918678284,Q471169,Culture.Media.Films,28696.0,0.0,1.0,3402.0,0.9984121918678284,Culture,Films
11,1.0,29396.0,Béjar,0.9972090721130372,Q695375,Geography.Regions.Europe.Southern_Europe,29396.0,0.0,2.0,2363.0,0.0,Geography,Southern_Europe
12,1.0,30188.0,Isla de Tabarca,0.8267217874526978,Q1548344,Geography.Regions.Europe.Southern_Europe,30188.0,0.0,11.0,3008.0,0.0,Geography,Southern_Europe
13,3.0,34720.0,Isla de Perejil,0.7371681928634644,Q191750,Geography.Regions.Europe.Europe*,34720.0,6422.0,13.0,3096.0,0.0,Geography,Europe*
14,5.0,37326.0,Zagreb,0.2120788097381592,Q1435,History_and_Society.History,37326.0,44609.0,12.0,2711.0,1.0603940486907961,History_and_Society,History
15,10.0,39412.0,Ángela Molina,0.12253321707248688,Q106791,Culture.Performing_arts,39412.0,37770.321113389946,11.0,80564.0,1.2253321707248688,Culture,Performing_arts
16,1.0,45272.0,Kōbe,0.8221991658210754,Q48320,Geography.Geographical,45272.0,0.0,16.0,3951.0,0.0,Geography,Geographical
17,9.0,47116.0,American Football League,0.9972090721130372,Q464508,Culture.Sports,47116.0,45.27855724128104,3.0,2273.0,8.974881649017336,Culture,Sports
18,8.0,47126.0,Houston Texans,0.9706977605819702,Q223514,Culture.Sports,47126.0,765.6843264223672,3.0,1691.0,7.765582084655762,Culture,Sports
19,1.0,49282.0,Wolfgang Larrazábal,0.8221991658210754,Q878491,History_and_Society.Military_and_warfare,49282.0,0.0,13.0,3537.0,0.8221991658210754,History_and_Society,Military_and_warfare
20,1.0,52921.0,Loyola de Palacio,0.7371681928634644,Q255657,History_and_Society.Politics_and_government,52921.0,0.0,13.0,1563.0,0.7371681928634644,History_and_Society,Politics_and_government
21,9.0,55385.0,Francisco Rabal,0.9980222582817078,Q343299,Culture.Biography.Biography*,55385.0,107535.75370843297,13.0,2541.0,0.0,Culture,Biography*
22,27.0,55593.0,Pau Gasol,0.99567848443985,Q193052,Culture.Sports,55593.0,1490.83337774095,8.0,49630.0,26.88331907987595,Culture,Sports
23,14.0,56466.0,Perú Posible,0.9046605229377748,Q1420702,History_and_Society.Politics_and_government,56466.0,1878.062842094221,7.0,1711.0,12.665247321128847,History_and_Society,Politics_and_government
24,1.0,58276.0,Pomerania,0.21734751760959625,Q104520,History_and_Society.History,58276.0,0.0,18.0,2320.0,0.21734751760959625,History_and_Society,History
