,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views
0,6.0,206.0,Аэропорт,0.7186043858528137,Q1248784,STEM.STEM*,206.0,70733.61288342891,12.0,3321.0
1,6.0,206.0,Аэропорт,0.21734751760959625,Q1248784,STEM.Engineering,206.0,70733.61288342891,12.0,3321.0
2,6.0,206.0,Аэропорт,0.1824355274438858,Q1248784,History_and_Society.Transportation,206.0,70733.61288342891,12.0,3321.0
3,2.0,605.0,День Конституции Российской Федерации,1.0000100135803225,Q864632,History_and_Society.Society,605.0,8652.704642465304,20.0,2204.0
4,2.0,605.0,День Конституции Российской Федерации,0.9124462008476256,Q864632,History_and_Society.Military_and_warfare,605.0,8652.704642465304,20.0,2204.0
5,2.0,605.0,День Конституции Российской Федерации,0.3548611869812012,Q864632,Geography.Regions.Asia.North_Asia,605.0,8652.704642465304,20.0,2204.0
6,2.0,605.0,День Конституции Российской Федерации,0.23006861114501956,Q864632,Geography.Regions.Europe.Eastern_Europe,605.0,8652.704642465304,20.0,2204.0
7,2.0,605.0,День Конституции Российской Федерации,0.19194278120994568,Q864632,History_and_Society.Politics_and_government,605.0,8652.704642465304,20.0,2204.0
8,2.0,605.0,День Конституции Российской Федерации,0.16886694729328156,Q864632,History_and_Society.Transportation,605.0,8652.704642465304,20.0,2204.0
9,2.0,605.0,День Конституции Российской Федерации,0.16027602553367615,Q864632,STEM.Technology,605.0,8652.704642465304,20.0,2204.0
10,2.0,605.0,День Конституции Российской Федерации,0.13297423720359802,Q864632,STEM.STEM*,605.0,8652.704642465304,20.0,2204.0
11,2.0,605.0,День Конституции Российской Федерации,0.1259327530860901,Q864632,Culture.Philosophy_and_religion,605.0,8652.704642465304,20.0,2204.0
12,2.0,605.0,День Конституции Российской Федерации,0.10375863313674928,Q864632,History_and_Society.History,605.0,8652.704642465304,20.0,2204.0
13,2.0,605.0,День Конституции Российской Федерации,0.0,Q864632,Geography.Regions.Asia.Asia*,605.0,8652.704642465304,20.0,2204.0
14,2.0,605.0,День Конституции Российской Федерации,0.0,Q864632,Geography.Regions.Europe.Europe*,605.0,8652.704642465304,20.0,2204.0
15,2.0,655.0,Лабиринт,0.4225146472454071,Q606777,History_and_Society.History,655.0,25788.0,9.0,2664.0
16,2.0,655.0,Лабиринт,0.287777841091156,Q606777,Culture.Visual_arts.Visual_arts*,655.0,25788.0,9.0,2664.0
17,2.0,655.0,Лабиринт,0.2120788097381592,Q606777,Culture.Visual_arts.Architecture,655.0,25788.0,9.0,2664.0
18,2.0,655.0,Лабиринт,0.1968362182378769,Q606777,STEM.STEM*,655.0,25788.0,9.0,2664.0
19,2.0,655.0,Лабиринт,0.19194278120994568,Q606777,History_and_Society.Society,655.0,25788.0,9.0,2664.0
20,2.0,655.0,Лабиринт,0.12253321707248688,Q606777,STEM.Biology,655.0,25788.0,9.0,2664.0
21,2.0,655.0,Лабиринт,0.1097157895565033,Q606777,Culture.Literature,655.0,25788.0,9.0,2664.0
22,2.0,655.0,Лабиринт,0.10375863313674928,Q606777,Culture.Philosophy_and_religion,655.0,25788.0,9.0,2664.0
23,2.0,967.0,Napster,0.8221991658210754,Q275141,STEM.STEM*,967.0,7378.0,10.0,2487.0
24,2.0,967.0,Napster,0.6654205918312073,Q275141,Culture.Media.Media*,967.0,7378.0,10.0,2487.0
25,2.0,967.0,Napster,0.6224693655967712,Q275141,STEM.Technology,967.0,7378.0,10.0,2487.0
26,2.0,967.0,Napster,0.4765896201133728,Q275141,Culture.Media.Software,967.0,7378.0,10.0,2487.0
