,Label,Modularity Class,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
43866,Danielle Darrieux,8,32.5,60,163,0,1.2733836,4.872977,43866,9,4,48100.5008751306,Q234149
43889,Caroline Cellier,8,15.625,60,163,0,4.802451,3.047529,43889,3,4,368.0501238957123,Q273292
43897,Danièle Delorme,9,18.4375,0,168,183,14.617156,9.03476,43897,4,6,22364.363806040143,Q290517
43899,Un éléphant ça trompe énormément,9,12.8125,0,168,183,16.992426,23.454725,43899,2,6,0.0,Q534447
43912,Jean Poiret,8,35.3125,60,163,0,19.199713,-1.0121803,43912,10,4,2195.152735742703,Q1685772
44028,Robert Dalban,8,10.0,60,163,0,2.3596876,-14.347779,44028,1,4,0.0,Q722412
44069,Capri,1,10.0,192,192,192,8.160628,-24.959576,44069,1,15,0.0,Q173292
44797,Hara-Kiri (journal),9,18.4375,0,168,183,8.05782,8.060967,44797,4,6,19809.52457904901,Q3127234
45451,Robert Bresson,22,10.0,0,134,135,-14.886831,-3.3499992,45451,1,8,0.0,Q55391
45519,Marxisme,21,24.0625,253,0,107,-24.043608,2.1115756,45519,6,14,11344.237161449655,Q7264
46132,Marxisme-léninisme,21,15.625,253,0,107,9.474462,-14.234607,46132,3,14,7420.4871614496715,Q211930
46170,Opération Market Garden,0,10.0,54,124,233,14.818494,21.694761,46170,1,2,0.0,Q189930
46479,Rufus,6,10.0,192,192,192,10.627772,-24.021416,46479,1,6,0.0,Q715111
48030,Emmy Awards,23,24.0625,0,164,49,0.97117347,1.6141918,48030,6,1,22777.0,Q123737
49827,Patrice Leconte,9,38.125,0,168,183,3.618004,-15.369403,49827,11,6,132362.8236397016,Q106709
50069,Groupe union défense,8,10.0,60,163,0,-7.438769,-21.718004,50069,1,4,0.0,Q3117938
50178,Marion Vernoux,22,18.4375,0,134,135,15.284397,-11.863667,50178,4,8,41176.116921703426,Q513221
50679,Marc-Vivien Foé,2,10.0,235,94,0,8.720204,-18.15417,50679,1,0,0.0,Q223843
50907,Nouvelle-Guinée,3,15.625,192,192,192,13.983796,-3.0152502,50907,3,5,8029.0,Q40285
55961,Claude Sautet,8,60.625,60,163,0,-23.026152,-13.702977,55961,19,4,41300.11730794392,Q106669
55999,Míkis Theodorákis,14,21.25,235,44,170,1.4343421,4.8500304,55999,5,7,1441.25,Q151976
58136,Podium (film),12,15.625,175,95,13,19.2519,-5.0807867,58136,3,9,9184.0,Q2444913
58355,Garges-lès-Gonesse,5,10.0,152,129,0,18.505486,-6.9260116,58355,1,10,0.0,Q244271
58392,Zone libre,0,29.6875,54,124,233,20.5209,12.287847,58392,8,2,11741.986148359845,Q3575913
64310,Philippe Henriot,0,21.25,54,124,233,14.713564,-21.01661,64310,5,2,255.59680243871418,Q527116
65216,Bernardo Bertolucci,22,21.25,0,134,135,-21.486603,6.534265,65216,5,8,8044.0,Q53009
66044,Robert Charlebois,19,10.0,193,77,88,-11.167042,8.923197,66044,1,9,0.0,Q464534
66244,Hapax,11,10.0,0,126,172,0.9705172,-19.609852,66244,1,11,0.0,Q168417
67158,Julien Duvivier,14,15.625,235,44,170,11.2494,7.4272327,67158,3,7,1630.8825522516734,Q453683
67488,Jérôme Bosch,26,12.8125,192,192,192,-23.220665,16.451128,67488,2,21,0.0,Q130531
67578,Georges Feydeau,4,43.75,0,148,245,0.93202496,-21.004799,67578,13,13,197364.66621692138,Q49465
68056,Dornier Do 335,4,24.0625,0,148,245,-4.3217297,-11.172107,68056,6,13,287.5,Q167286
68322,John Cassavetes,11,12.8125,0,126,172,-23.105185,-11.675811,68322,2,11,2304.0,Q51488
68443,Les Choses de la vie,8,24.0625,60,163,0,5.7688713,9.101257,68443,6,4,3943.1557892299593,Q1211971
72016,République sociale italienne,0,10.0,54,124,233,-8.128249,-1.4743412,72016,1,2,0.0,Q153660
72766,Paul Guimard,8,12.8125,60,163,0,18.671503,-19.505735,72766,2,4,1153.0,Q557008
74022,Alexandre Jardin,4,15.625,0,148,245,16.604513,-14.168763,74022,3,4,157555.13340329344,Q982361
76566,Marcel Dassault,0,43.75,54,124,233,-19.82713,0.81182605,76566,13,2,65683.96791910347,Q160802
76597,Le Chambon-sur-Lignon,0,21.25,54,124,233,-12.249233,-11.409921,76597,5,2,0.0,Q155549
77603,Micronésie (région),3,18.4375,192,192,192,-24.636276,6.108691,77603,4,5,4598.0,Q3359409
78008,Coupe de la Ligue anglaise de football,19,29.6875,193,77,88,-10.811062,8.036783,78008,8,3,14914.001464660216,Q11152
78742,Jerry Lee Lewis,1,12.8125,192,192,192,8.077191,9.870443,78742,2,15,0.0,Q202729
80464,Olympique Gymnaste Club Nice,19,83.125,193,77,88,-12.013781,14.327355,80464,27,12,80907.37910246836,Q185163
81806,Étienne Roda-Gil,12,10.0,175,95,13,-21.443996,10.652427,81806,1,9,0.0,Q2253112
84536,Francis Veber,14,12.8125,235,44,170,0.61676794,3.1770294,84536,2,7,14263.424476883676,Q358356
85247,Darry Cowl,8,24.0625,60,163,0,17.541632,1.2756758,85247,6,4,2897.5710807602754,Q1166707
85877,MASH (film),6,10.0,192,192,192,-21.37124,10.286323,85877,1,6,0.0,Q494085
85880,Philippe Gildas,9,26.875,0,168,183,20.150354,18.6416,85880,7,6,206694.26862460515,Q3379911
86935,Bois-le-Duc,26,15.625,192,192,192,-8.452193,19.504663,86935,3,21,2304.0,Q2766547
90564,Jean-Louis Murat,12,21.25,175,95,13,4.1973295,-7.7514358,90564,5,9,11704.717116729485,Q739800
90963,Jean-Marie Poiré,25,55.0,255,42,47,-1.7811035,1.6031777,90963,17,13,36996.6568675833,Q1042021
90986,Georges de Caunes,8,10.0,60,163,0,-23.751938,8.321384,90986,1,4,0.0,Q3103681
93504,Coline Serreau,15,21.25,153,96,160,-3.2494884,-8.348601,93504,5,13,6897.0,Q463255
94038,Un homme et une femme,6,32.5,192,192,192,-17.101505,8.089918,94038,9,6,13638.831495405115,Q261403
95173,Francis Lai,6,18.4375,192,192,192,19.0895,-11.05631,95173,4,6,1153.0,Q223408
95558,Multilatéralisme,21,10.0,253,0,107,-1.097235,3.3148096,95558,1,14,0.0,Q1413574
96035,La Canonnière du Yang-Tsé,14,10.0,235,44,170,-23.427778,0.5760077,96035,1,7,0.0,Q916287
97176,Alessandra Martines,1,46.5625,192,192,192,-0.4265599,7.1841326,97176,14,15,0.0,Q288157
98330,Souad Amidou,9,12.8125,0,168,183,8.109771,-16.027845,98330,2,6,3466.233333333343,Q3491421
100013,Jacques Offenbach,12,21.25,175,95,13,-14.419174,9.013685,100013,5,9,24342.739707741166,Q41555
100676,Émile Waldteufel,12,10.0,175,95,13,8.205456,-22.121208,100676,1,9,0.0,Q286616
100718,Dominique Lavanant,9,15.625,0,168,183,-13.950465,-8.943101,100718,3,6,13057.045364196187,Q440234
102511,Jeannie Longo,10,24.0625,0,134,74,-14.069384,-4.649059,102511,6,16,22214.6693659282,Q233834
102781,Innsbruck,10,46.5625,0,134,74,8.515778,2.1027863,102781,14,16,119875.4843038543,Q1735
104405,LOSC Lille,19,100.0,193,77,88,22.2207,2.5480795,104405,33,12,192986.24540105942,Q19516
105325,Dominique A,12,18.4375,175,95,13,-12.046983,-0.048732083,105325,4,9,11234.077369995533,Q3034954
105430,Lagardère (mini-série),8,15.625,60,163,0,13.069437,-18.473528,105430,3,4,573.5302129822086,Q3216148
107198,Les oiseaux se cachent pour mourir (série télévisée),13,12.8125,185,97,239,5.510178,4.7362423,107198,2,5,2304.0,Q9262969
107333,Comité de salut public,25,15.625,255,42,47,24.111193,-15.543765,107333,3,13,0.0,Q724922
109662,Heptathlon,7,46.5625,41,139,0,1.489622,6.645627,109662,14,20,5454.3602626418,Q243264
110785,Sirtaki,14,10.0,235,44,170,18.630592,3.5278666,110785,1,7,0.0,Q520894
111247,Lannoy,8,10.0,60,163,0,8.24052,23.45588,111247,1,4,0.0,Q1165033
112424,Vladimir Nabokov,12,10.0,175,95,13,-22.745815,-24.726433,112424,1,9,0.0,Q36591
112653,Madeleine Robinson,8,15.625,60,163,0,19.701496,12.534646,112653,3,4,1153.0,Q443085
114907,Guyancourt,5,18.4375,152,129,0,9.566207,-22.966875,114907,4,10,73340.23314371172,Q237303
114975,Talence,7,35.3125,41,139,0,10.816454,-1.5205152,114975,10,20,93.7745772258924,Q192481
115088,Rendez-vous avec la mort,14,18.4375,235,44,170,20.985668,-16.692694,115088,4,7,1153.0,Q752439
115748,Villages français détruits durant la Première Guerre mondiale,15,12.8125,153,96,160,9.686666,17.169382,115748,2,9,0.0,Q1847690
118752,Cour des comptes (France),27,21.25,192,192,192,4.000658,19.665651,118752,5,2,11449.833333333334,Q1137614
119812,Sydney Pollack,22,18.4375,0,134,135,3.2104466,-16.468962,119812,4,8,3456.0,Q51522
120991,École,21,18.4375,253,0,107,-13.45985,20.032282,120991,4,14,18546.10067155065,Q3914
121060,American Broadcasting Company,13,52.1875,185,97,239,-23.219383,-8.250781,121060,16,5,77132.41392594871,Q169889
124084,Sunset Beach (série télévisée),13,10.0,185,97,239,19.198196,6.324876,124084,1,5,0.0,Q1030972
124537,Denis Robert,9,12.8125,0,168,183,4.298984,10.386304,124537,2,6,1153.0,Q927313
125580,Nadine Trintignant,6,15.625,192,192,192,-11.378513,-24.138208,125580,3,6,2713.688638262322,Q266222
126984,Gérard Holtz,9,18.4375,0,168,183,9.93104,10.673717,126984,4,6,32104.25786617789,Q3124024
128586,Marie Laurencin,21,12.8125,253,0,107,-19.513027,-9.034284,128586,2,14,0.0,Q233088
129012,César et Rosalie,8,24.0625,60,163,0,3.9985216,13.20026,129012,6,4,1375.632539682538,Q152206
129061,La Piscine (film),4,12.8125,0,148,245,15.623029,-0.19486652,129061,2,4,1541.1458250360301,Q210182
132709,Lignite,14,12.8125,235,44,170,2.5614045,8.536358,132709,2,7,0.0,Q156267
132742,Jean Piat,8,52.1875,60,163,0,-6.1221104,-5.470139,132742,16,4,26641.151062462206,Q3173968
133499,Gérard Collomb,0,38.125,54,124,233,7.4399447,4.949796,133499,11,2,41136.40515577824,Q12956
137676,Canal de Nantes à Brest,21,12.8125,253,0,107,15.126453,-9.982111,137676,2,14,0.0,Q1032581
138418,Níkos Kazantzákis,14,26.875,235,44,170,-1.1877652,8.801907,138418,7,7,9754.520494782972,Q214622
139039,Paul Morand,8,10.0,60,163,0,21.566248,-24.042202,139039,1,4,0.0,Q272
144382,Affaire Mohammed al-Durah,21,10.0,253,0,107,11.943248,8.561618,144382,1,14,0.0,Q2746536
144963,Chute de Robespierre,25,29.6875,255,42,47,-12.980056,8.345078,144963,8,13,4930.675207515524,Q12989672
145661,Ève Angeli,17,12.8125,192,192,192,10.532574,9.312029,145661,2,14,12693.738380125955,Q273226
149510,Seconde intifada,21,12.8125,253,0,107,-22.229578,23.54663,149510,2,14,1153.0,Q49106
152794,Daniel Bravo,19,15.625,193,77,88,23.10376,21.127003,152794,3,12,23227.82659511508,Q718471
152886,Aaron Eckhart,12,10.0,175,95,13,-2.583452,-10.824473,152886,1,9,0.0,Q192643
153356,Jacques Doillon,9,21.25,0,168,183,-22.04672,-0.465785,153356,5,6,45650.87598180542,Q710650
153366,Laurent Brochard,10,18.4375,0,134,74,11.09346,1.2965624,153366,4,16,1.05,Q543023
153371,Élie Chouraqui,9,18.4375,0,168,183,12.484185,-2.9289398,153371,4,6,21978.034246710584,Q2916196
154033,Gérard Houllier,19,10.0,193,77,88,3.2953954,1.2754897,154033,1,12,0.0,Q295615
154268,Sylvain Armand,19,10.0,193,77,88,-3.9074295,-24.963179,154268,1,12,0.0,Q372480
154276,Vedad Ibišević,19,10.0,193,77,88,-19.474548,-8.220185,154276,1,12,0.0,Q155604
154548,Paula Radcliffe,7,15.625,41,139,0,23.28977,-22.262096,154548,3,20,0.0,Q233672
154661,Lancer du javelot,7,40.9375,41,139,0,7.497207,-1.4056454,154661,12,20,3580.0969222297645,Q178108
155991,Reynald Pedros,16,24.0625,0,160,220,-18.497257,-19.716618,155991,6,17,26042.0,Q606255
156905,Pierre Puvis de Chavannes,25,10.0,255,42,47,11.970885,6.960604,156905,1,13,0.0,Q216873
157039,Serge Rezvani,15,10.0,153,96,160,2.3424683,-18.224937,157039,1,9,0.0,Q3479508
159537,Tours Football Club,19,15.625,193,77,88,-10.872885,-6.132269,159537,3,12,1159.1888888888884,Q822021
160791,Le Baiser mortel du dragon,25,21.25,255,42,47,16.684874,-14.817055,160791,5,13,6893.0,Q471913
161134,Bataclan,0,18.4375,54,124,233,-2.334842,13.301414,161134,4,2,14697.11320124901,Q810700
161861,Les Visiteurs en Amérique,25,29.6875,255,42,47,-0.3411959,-6.91149,161861,8,13,5312.113154792282,Q285584
163434,Élizabeth Bourgine,8,12.8125,60,163,0,-12.561621,2.5164115,163434,2,4,2304.0,Q3051191
163789,Ossuaire de Douaumont,15,12.8125,153,96,160,-13.109652,-16.636656,163789,2,9,575.5,Q705054
164904,Marathon de Berlin,7,26.875,41,139,0,3.9759114,-6.4155235,164904,7,20,382.18526366420946,Q161222
168081,Andrée Tainsy,8,15.625,60,163,0,12.826945,15.710512,168081,3,4,16913.289862876212,Q2848982
169056,Rois et Reine,8,12.8125,60,163,0,23.951635,-6.759459,169056,2,4,0.0,Q1169568
169965,Les Dalton (film),8,10.0,60,163,0,11.732107,17.084251,169965,1,4,0.0,Q286757
173294,Jérôme Bonaldi,17,15.625,192,192,192,22.184526,-9.922471,173294,3,14,1098.4960820612112,Q3190823
174287,Yves Lecoq,9,12.8125,0,168,183,-0.68253195,-11.317923,174287,2,6,21582.769912657386,Q3573790
174501,William Shatner,23,15.625,0,164,49,18.997452,-19.740114,174501,3,1,43625.0,Q16297
174930,La Mort de Marat,25,10.0,255,42,47,-10.26958,12.64746,174930,1,13,0.0,Q636537
179476,Air Niugini,3,15.625,192,192,192,8.733393,12.313832,179476,3,5,4564.0,Q407675
179501,Benoît Delépine,12,21.25,175,95,13,19.390839,16.721369,179501,5,9,14628.256873516571,Q530409
183836,Hertha BSC,19,12.8125,193,77,88,-8.572795,-16.80827,183836,2,12,1153.0,Q102720
184504,Une histoire simple,8,38.125,60,163,0,-0.9338956,-4.1714864,184504,11,4,2422.5064360875026,Q1306717
186487,Biarritz olympique Pays basque,19,10.0,193,77,88,-12.310492,10.889416,186487,1,12,0.0,Q855496
186615,Rugby club toulonnais,19,26.875,193,77,88,-7.4729953,21.312862,186615,7,12,6262.109713095771,Q1857064
187491,Open britannique hommes,5,94.375,152,129,0,2.2637708,18.754969,187491,31,10,69172.92547056644,Q848797
189736,Jack Nicklaus,5,63.4375,152,129,0,5.9905715,-4.796397,189736,20,10,191.0287876675565,Q9424
193636,Jeanne Balibar,12,15.625,175,95,13,-2.9645135,10.95012,193636,3,9,28319.752298315638,Q270005
196482,"Rambo (film, 1982)",14,35.3125,235,44,170,5.3950167,9.030308,196482,10,7,14801.283333333333,Q244963
196650,Célèbes,3,26.875,192,192,192,-8.831909,-23.604883,196650,7,5,6898.0,Q3812
201182,Pascal Jardin,4,18.4375,0,148,245,19.48129,-23.551224,201182,4,4,9018.425608310079,Q3367466
205261,Des agents très spéciaux,23,15.625,0,164,49,-7.2146196,22.030336,205261,3,1,3455.0,Q1264983
205883,Dimitri Yachvili,19,12.8125,193,77,88,-6.5476274,-22.662794,205883,2,12,1153.0,Q2608846
207214,Raymond Poulidor,10,15.625,0,134,74,9.737349,19.81671,207214,3,16,0.2,Q435462
208152,Red Bull Racing,24,43.75,0,157,116,-12.916098,2.147865,208152,13,18,804.3498295896931,Q173663
208158,Sauber,24,32.5,0,157,116,19.762146,-9.79008,208158,9,18,119.25839656163338,Q171335
209070,Estelle Skornik,22,10.0,0,134,135,-7.1439586,-4.031852,209070,1,8,0.0,Q932338
211504,Space Cowboys,13,10.0,185,97,239,-3.59111,2.4830422,211504,1,8,0.0,Q502189
212041,Pour une poignée de dollars,12,10.0,175,95,13,-19.259216,-24.70278,212041,1,9,0.0,Q76479
213062,Floyd Landis,13,10.0,185,97,239,-22.720903,-14.681589,213062,1,5,0.0,Q220791
213237,Michèle Torr,4,15.625,0,148,245,23.82532,-6.984079,213237,3,4,5069.70329462865,Q240128
214596,American Graffiti,14,10.0,235,44,170,-16.096075,-15.475496,214596,1,7,0.0,Q375855
217815,Parme Calcio 1913,16,26.875,0,160,220,19.489422,-8.537359,217815,7,17,24664.000000000022,Q2693
218670,Issoudun,11,12.8125,0,126,172,-24.999863,-12.860798,218670,2,11,5920.8989746711195,Q210772
218868,Dominique Paturel,8,15.625,60,163,0,-0.6193597,-4.4481378,218868,3,4,2240.2117554127726,Q3035372
218874,Michel Roux (acteur),8,38.125,60,163,0,19.617405,-17.79031,218874,11,4,3192.9442119746905,Q3310790
222156,Scottie Pippen,13,12.8125,185,97,239,12.899549,-13.718144,222156,2,5,2304.0,Q193637
225434,Muriel Catala,14,10.0,235,44,170,22.247984,-11.470229,225434,1,7,0.0,Q1953709
228867,Championnat du monde de cyclisme,10,18.4375,0,134,74,-16.04228,-18.921087,228867,4,16,3723.9547619047635,Q2126872
229682,Masters de golf,5,88.75,152,129,0,-10.747058,4.3330965,229682,29,10,3441.0379165743248,Q280275
231474,Severiano Ballesteros,5,60.625,152,129,0,-0.498463,-6.829355,231474,19,10,56344.52159431116,Q272190
231693,Libero (volley-ball),18,10.0,114,121,10,10.187262,22.784082,231693,1,19,0.0,Q975915
232776,Kenenisa Bekele,7,18.4375,41,139,0,-15.287084,-7.8025293,232776,4,20,0.25,Q9119
234269,Joris Ivens,0,15.625,54,124,233,-20.307358,6.3664823,234269,3,2,2304.0,Q238616
234450,Jean-François Kahn,17,10.0,192,192,192,3.136896,3.2157683,234450,1,14,0.0,Q1684837
235611,Taratata,19,29.6875,193,77,88,7.9528484,23.144623,235611,8,9,22966.082812427187,Q1471726
235829,Nick Faldo,5,63.4375,152,129,0,-5.2066407,-13.338458,235829,20,10,3240.6954872164706,Q531520
239101,"Erin Brockovich, seule contre tous",12,18.4375,175,95,13,12.898275,-9.444909,239101,4,9,16700.403827026297,Q220955
243197,Georges Couthon,25,35.3125,255,42,47,-5.6153603,1.1705337,243197,10,13,32638.36309026884,Q270668
243479,Jean-Louis Bourlanges,27,15.625,192,192,192,15.586915,20.69768,243479,3,2,1302.833333333333,Q711098
244286,John Sturges,14,26.875,235,44,170,-6.5028005,22.630074,244286,7,7,6221.0006679284,Q361670
244879,Colette Renard,12,12.8125,175,95,13,14.821902,-0.7631011,244879,2,9,0.0,Q465452
246620,Ann Wauters,16,21.25,0,160,220,7.6130056,24.63439,246620,5,17,0.0,Q465968
247726,Derby County Football Club,19,15.625,193,77,88,22.066843,1.849562,247726,3,3,2305.0,Q19470
248841,Marx Dormoy,0,12.8125,54,124,233,8.397004,-8.346809,248841,2,2,8497.81907044873,Q255618
250686,Affaire Romand,11,12.8125,0,126,172,-14.903124,17.956598,250686,2,11,1153.0,Q1348718
251195,Rudolf Noureev,1,15.625,192,192,192,-23.952768,-11.019069,251195,3,15,2305.0,Q84217
256758,Éric Carrière (football),19,12.8125,193,77,88,19.290339,8.0306425,256758,2,12,1017.5762547909605,Q288053
256887,Louis Nicollin,19,15.625,193,77,88,-1.0761671,4.5263915,256887,3,12,142.41904761904755,Q3262800
256982,Joop Zoetemelk,10,21.25,0,134,74,10.480354,8.374343,256982,5,16,338.88327922079003,Q320010
262166,Dany Boon,15,24.0625,153,96,160,10.435632,-8.300979,262166,6,9,20159.197361464187,Q468190
264703,Rookie,24,15.625,0,157,116,1.0739036,-16.483288,264703,3,18,4091.2799039797633,Q1373320
266000,Brahim Asloum,20,15.625,192,192,192,19.646221,18.980055,266000,3,22,13740.0,Q848907
266063,Jill Ireland,23,10.0,0,164,49,-11.432891,-6.7695336,266063,1,1,0.0,Q175571
266576,"Spartacus (film, 1960)",13,10.0,185,97,239,15.12806,-14.519702,266576,1,5,0.0,Q108297
267930,Laura Ingalls Wilder,3,21.25,192,192,192,-6.1433554,20.797855,267930,5,5,2305.5,Q237514
267948,Cavalerie (droit),11,10.0,0,126,172,-18.87401,-11.231158,267948,1,11,0.0,Q2943206
268900,Les Innocents (groupe),19,10.0,193,77,88,0.39773837,-1.9571261,268900,1,9,0.0,Q3233347
269101,John Gielgud,14,10.0,235,44,170,-19.881784,-1.0485374,269101,1,7,0.0,Q204685
270688,Loi du Maximum général,25,10.0,255,42,47,-24.239168,-21.64168,270688,1,13,0.0,Q1092643
272799,Maïdi Roth,12,15.625,175,95,13,20.601656,-12.138239,272799,3,9,1153.0,Q3303387
275185,Laurent Tillie,18,15.625,114,121,10,-22.48543,9.206045,275185,3,19,0.5,Q3219540
275567,Christine Ockrent,17,12.8125,192,192,192,11.404813,-3.9689167,275567,2,14,16603.905046792595,Q1083732
276448,Rambo 3,14,21.25,235,44,170,-18.870014,14.063141,276448,5,7,0.6666666666666666,Q392355
279802,Richard Crenna,14,24.0625,235,44,170,7.596133,-8.793834,279802,6,7,144.71666666666667,Q318607
279925,Johnny Clegg,19,10.0,193,77,88,-5.0768433,15.281379,279925,1,9,0.0,Q561596
280778,Incident de Mukden,0,10.0,54,124,233,23.124899,-0.43516645,280778,1,2,0.0,Q242099
283178,Hot Shots! 2,14,15.625,235,44,170,0.96525055,-5.4012465,283178,3,7,0.0,Q843198
285711,Thomas Levet,5,26.875,152,129,0,9.806421,-0.91259146,285711,7,10,200.132515135484,Q1359704
287641,World Boxing Association,20,21.25,192,192,192,-22.74594,-19.849886,287641,5,22,5749.5,Q725676
291624,Héroïnes,12,10.0,175,95,13,-16.60318,-21.861246,291624,1,9,0.0,Q3145074
292771,Montagne (Révolution française),25,18.4375,255,42,47,1.9691707,-18.457659,292771,4,13,1153.5,Q820122
293852,Dumb and Dumber,23,15.625,0,164,49,-4.3109365,-10.734262,293852,3,1,575.5,Q462418
296204,Yann Piat,11,15.625,0,126,172,0.61584944,-3.1444836,296204,3,11,14869.316146761761,Q3571688
302589,Le Masque de Zorro,13,12.8125,185,97,239,-0.6339395,-18.581728,302589,2,5,1153.0,Q309621
303332,Bouabdellah Tahri,7,10.0,41,139,0,3.2168424,8.623015,303332,1,20,0.0,Q440709
310006,Olivier Dacourt,19,18.4375,193,77,88,-5.0451794,-17.719824,310006,4,12,5752.0,Q314879
310588,Bezonvaux,15,15.625,153,96,160,-21.759338,-7.0725236,310588,3,9,1726.5,Q458720
313762,Jean-Marc Thibault,8,15.625,60,163,0,23.316011,-0.14233996,313762,3,4,114.55602358168143,Q3167496
314116,Roman Šebrle,7,35.3125,41,139,0,4.5439563,-3.1428473,314116,10,20,2.1215839715839717,Q310015
315576,Albert Finney,14,24.0625,235,44,170,16.916037,-5.25029,315576,6,7,24189.66306673303,Q219546
316113,Amos Gitaï,22,10.0,0,134,135,-10.041129,-13.708827,316113,1,8,0.0,Q474262
318400,Jocelyn Gourvennec,19,15.625,193,77,88,-7.1237893,8.0849695,318400,3,12,1153.0,Q2702339
318871,Benoît Pedretti,19,24.0625,193,77,88,2.564401,9.356386,318871,6,12,5307.143197978507,Q355820
320158,Ligue mondiale de volley-ball,18,32.5,114,121,10,-18.46756,-17.561724,320158,9,19,10324.5,Q300168
321097,Marc Lavoine,19,15.625,193,77,88,-18.33944,18.401474,321097,3,9,17504.29093208529,Q951025
324945,Roazhon Park,19,18.4375,193,77,88,-7.098568,2.5052304,324945,4,12,2181.874306902246,Q1121760
329849,Oxford United Football Club,19,10.0,193,77,88,9.409633,15.291471,329849,1,3,0.0,Q48946
331552,Melina Mercouri,14,15.625,235,44,170,20.55953,-1.7626697,331552,3,7,4969.902703276321,Q228611
336823,Marceline Loridan-Ivens,0,38.125,54,124,233,12.281603,22.982355,336823,11,2,30449.357191212104,Q521115
339835,Jean-Marie Périer,4,15.625,0,148,245,24.91169,-10.8591385,339835,3,4,6591.709680559669,Q3167790
344610,Alan Bates,14,15.625,235,44,170,-20.77254,-16.853462,344610,3,7,12557.079272540486,Q309160
344882,Patrick Pelloux,9,10.0,0,168,183,-22.380684,0.9399884,344882,1,6,0.0,Q3369758
345039,Berner Sport Club Young Boys,2,26.875,235,94,0,18.193924,-5.5696497,345039,7,0,9113.609433552918,Q190526
345780,TSG 1899 Hoffenheim,2,35.3125,235,94,0,24.800602,-5.3242407,345780,10,0,2725.6475844203765,Q22707
348467,Vitali Klitschko,20,12.8125,192,192,192,11.827228,-0.08379934,348467,2,22,0.0,Q31919
