,Label,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
231493,Giacomo Agostini,17.5,0,164,49,11.797375,-22.062513,231493,4,10,274.8274309934164,Q253450
231571,Au revoir les enfants,15.0,0,134,135,-11.191633,24.00147,231571,3,5,1369.0,Q187276
234149,Enzo Scifo,10.0,235,44,170,15.696663,22.6297,234149,1,2,0.0,Q221432
234450,Jean-François Kahn,15.0,0,168,183,-14.421142,19.708992,234450,3,12,2737.0,Q1684837
235058,Fernando Henrique Cardoso,50.0,0,148,245,10.51599,-6.7561126,235058,17,15,341.83393680516383,Q230578
235562,Andreas Baader,15.0,0,157,116,-8.890115,-11.457087,235562,3,23,2736.0,Q76870
235782,Hulk (film),10.0,54,124,233,7.4693313,-9.221502,235782,1,3,0.0,Q696042
236344,Old Trafford,12.5,60,163,0,-8.922374,-3.6507196,236344,2,2,841.6868131868116,Q83457
239059,Richard Gasquet,62.5,114,121,10,-3.5717425,-8.279152,239059,22,20,53279.694364975585,Q209436
241791,Anggun,20.0,152,129,0,-16.222063,-10.061417,241791,5,0,853.0998230106375,Q221310
242465,Le Retour de Jafar,15.0,253,0,107,-23.586946,21.638046,242465,3,7,28329.0,Q817261
245159,Magali Noël,15.0,185,97,239,-4.17897,23.852505,245159,3,5,32565.11315441337,Q266190
247564,Isostasie,15.0,0,126,172,-5.0261025,6.8967686,247564,3,21,1369.0,Q188719
247726,Derby County Football Club,17.5,60,163,0,-16.136927,11.027109,247726,4,2,3216.741843863476,Q19470
247936,Bataille du golfe de Leyte,12.5,192,192,192,-19.010374,7.0890894,247936,2,13,1369.0,Q308999
248167,Lex Luthor,25.0,54,124,233,-22.0042,-17.567877,248167,7,3,1572.5757097829896,Q694790
248607,Jean Lanzi,15.0,235,94,0,-16.254276,9.32985,248607,3,1,1559.4088850922485,Q3172986
249378,La Chaussée-Saint-Victor,12.5,0,168,183,16.909142,7.067399,249378,2,12,0.0,Q1470456
249951,Jamais plus jamais,37.5,0,160,220,2.334295,-22.726154,249951,12,17,32.9457648131023,Q180279
249984,Leicester City Football Club,40.0,175,95,13,11.757399,1.8180914,249984,13,6,62545.074018032436,Q19481
251267,Calamity Jane,15.0,0,126,172,-11.044224,-10.986243,251267,3,3,2736.0,Q236795
253377,Éric Métayer,20.0,192,192,192,6.982354,0.12904058,253377,5,7,27109.0,Q3591286
253984,Histoire du Brésil,35.0,0,148,245,3.7251468,13.585941,253984,11,15,2533.3027454419666,Q211967
254509,Jerry Lewis,10.0,0,134,135,2.9315617,-14.68752,254509,1,5,0.0,Q294927
255105,La Ligue des justiciers,35.0,54,124,233,-13.299864,-16.156343,255105,11,3,12152.479924096891,Q250036
255124,João Goulart,40.0,0,148,245,-3.2390435,6.5078692,255124,13,15,36.70015527950312,Q34982
256758,Éric Carrière (football),15.0,235,44,170,-13.919083,-10.645506,256758,3,2,3547.2126134071145,Q288053
261658,Daniel Elena,15.0,192,192,192,11.31059,-19.422674,261658,3,25,0.25,Q18752
264007,Patachou,10.0,192,192,192,15.339035,23.615114,264007,1,13,0.0,Q290345
264259,Jean-Pierre Elkabbach,15.0,235,94,0,-19.751226,-0.8922045,264259,3,1,4931.846726378439,Q3169266
264395,Gilles Valiquette,10.0,192,192,192,-23.70406,7.775048,264395,1,13,0.0,Q3106535
268264,Prix Félix,30.0,153,96,160,-8.106052,-2.9336019,268264,9,19,22363.01598226806,Q367976
268606,Danielle Mitterrand,12.5,235,94,0,-0.9305143,2.7815766,268606,2,1,1369.0,Q270703
270776,Eva Joly,25.0,255,42,47,6.0045757,-8.140196,270776,7,8,15527.674094068554,Q464116
272496,Alain De Greef,35.0,235,94,0,7.80165,-22.699715,272496,11,1,4546.914334285862,Q2830389
273774,Barry Sonnenfeld,10.0,253,0,107,-6.5460453,15.04443,273774,1,7,0.0,Q317567
274092,"La Guerre des mondes (film, 2005)",17.5,54,124,233,12.264277,-3.2482135,274092,4,3,5464.0,Q202028
274132,"Le Pari (film, 1997)",15.0,192,192,192,7.8368406,20.553432,274132,3,7,10903.0,Q3225250
275504,Ministre délégué,12.5,0,168,183,-23.751497,0.21615066,275504,2,12,1369.0000000000002,Q814694
276033,Getúlio Vargas,55.0,0,148,245,5.972778,-19.92892,276033,19,15,44017.35894146725,Q156844
276561,Ian Holm,10.0,193,77,88,-2.1788805,-15.236514,276561,1,5,0.0,Q223091
277615,Laura Flessel,42.5,0,168,183,7.7515063,-16.487255,277615,14,12,1.386347813979393,Q239263
277692,Championnats du monde de vitesse moto,22.5,0,164,49,-14.528923,19.087204,277692,6,10,819.6784713464943,Q16225427
278315,Jack Lemmon,22.5,193,77,88,5.6471734,1.5184294,278315,6,5,13010.595106565937,Q94123
278366,Carole Fredericks,15.0,152,129,0,3.4310896,-4.275554,278366,3,0,0.0,Q341461
278826,Cagney et Lacey,12.5,41,139,0,19.025532,-10.662499,278826,2,14,5237.646448602751,Q527916
280999,Lionel Stoléru,22.5,0,168,183,11.231361,12.945159,280999,6,12,5897.2658610893905,Q3241949
281064,Toni Braxton,10.0,0,134,74,18.76735,10.533914,281064,1,0,0.0,Q155412
282343,Axel Kahn,10.0,0,168,183,13.426305,24.574045,282343,1,12,0.0,Q325495
282678,Liste de sigles de cinq caractères,12.5,0,168,183,-19.512346,24.32551,282678,2,12,1369.0,Q3245099
287149,Comté de Kerry,20.0,0,126,172,-19.977007,18.302896,287149,5,21,0.25,Q184469
289262,Ja Rule,12.5,0,134,74,-5.9416566,-10.87821,289262,2,0,10036.35180458083,Q309843
289697,Rupert Everett,12.5,185,97,239,19.933453,-4.969494,289697,2,18,8184.0,Q208685
290204,Hélène de Fougerolles,17.5,152,129,0,12.086431,21.17772,290204,4,5,5098.01364149831,Q462147
290709,Eric Burdon,10.0,235,44,170,-22.275242,-11.980598,290709,1,9,0.0,Q44648
291926,"New York, section criminelle",15.0,185,97,239,13.995544,-24.03937,291926,3,18,2737.0,Q1055728
293597,Politique au Brésil,42.5,0,148,245,0.2475416,-22.058348,293597,14,15,13.271457005775217,Q1153878
294307,Jean-Roger Caussimon,12.5,193,77,88,11.535603,18.19352,294307,2,16,0.0,Q3169977
295585,True Lies,10.0,253,0,107,19.500301,2.9302802,295585,1,7,0.0,Q110397
298512,Grand Prix automobile des États-Unis,20.0,0,164,49,-19.60461,1.5162688,298512,5,10,9918.673192647619,Q9209
298805,Special Air Service,17.5,0,160,220,-9.952004,-7.379232,298805,4,17,3156.143916907662,Q222883
299868,Maritie et Gilbert Carpentier,17.5,193,77,88,-0.86609,8.703489,299868,4,5,1369.0,Q3293741
304119,Dynamo Kiev,27.5,60,163,0,2.0512874,9.624963,304119,8,2,14119.539470919035,Q179075
305718,"La Guerre des mondes (film, 1953)",15.0,54,124,233,7.492934,23.824518,305718,3,3,0.0,Q1113303
305843,Arthur et les Minimoys (série),12.5,54,124,233,-15.442672,6.013052,305843,2,3,0.0,Q2527024
305844,Bruno Masure,10.0,0,134,74,-11.556007,24.434793,305844,1,1,0.0,Q2926885
306683,Bob Geldof,15.0,0,134,74,-0.624238,-10.781932,306683,3,24,13482.60847683418,Q216608
313379,Elsa Triolet,12.5,0,134,74,-6.892999,-17.659754,313379,2,4,3687.4508101561178,Q4137
314185,Roi des Français,15.0,255,42,47,7.697809,8.480411,314185,3,8,6829.0,Q3439814
314587,Statue de la Mère-Patrie (Volgograd),12.5,193,77,88,-5.457483,-2.9376888,314587,2,16,0.0,Q1601986
315722,Maguy,22.5,0,134,74,5.867903,-11.460707,315722,6,1,29252.818746499353,Q3277423
316289,"The Punisher (film, 2004)",12.5,54,124,233,-15.771577,-1.9257542,316289,2,3,1369.0,Q909802
318400,Jocelyn Gourvennec,12.5,60,163,0,9.768741,18.233482,318400,2,2,1369.0,Q2702339
318862,Bernard de La Villardière,10.0,192,192,192,-20.081274,-11.967612,318862,1,22,0.0,Q2898818
318874,Alou Diarra,15.0,60,163,0,-13.624362,-21.973993,318874,3,2,4213.6496351316555,Q1926
320802,Liste des méchants de James Bond,42.5,0,160,220,-21.89858,-15.807263,320802,14,17,2802.481669040454,Q2331347
322581,Antraigues-sur-Volane,12.5,0,134,74,-7.680255,-20.44008,322581,2,4,0.0,Q243667
324093,Joël Santoni,17.5,193,77,88,15.339817,-24.42926,324093,4,5,19714.42819382887,Q3187462
324501,Les Tournesols,17.5,0,134,135,-2.5543044,-23.699772,324501,4,5,0.0,Q157541
324945,Roazhon Park,12.5,152,129,0,-18.0688,10.124325,324945,2,0,10752.661621793854,Q1121760
325427,Barry Nelson,30.0,0,160,220,-23.50574,5.1757884,325427,9,17,6.484162895927602,Q443790
327085,Autoroute A89 (France),10.0,0,134,74,-18.081247,1.698129,327085,1,4,0.0,Q788989
327105,Tim Allen,15.0,253,0,107,-1.5875803,-0.05301632,327105,3,7,1369.0,Q208408
327137,Banzaï (film),15.0,185,97,239,7.189003,21.784576,327137,3,5,498.2953331834406,Q1961742
331046,Maurice Bardèche,20.0,192,192,192,4.9497213,22.174059,331046,5,11,0.753968253968254,Q2548547
331551,André Wilms,10.0,0,157,116,4.730967,-7.0220537,331551,1,23,0.0,Q523442
331776,Club Atlético River Plate,20.0,175,95,13,24.036366,21.14736,331776,5,6,15348.501896614613,Q15799
332485,Trèbes,20.0,192,192,192,-22.636112,-4.9375763,332485,5,24,118.7,Q187481
332514,Villegailhenc,17.5,192,192,192,22.668417,8.426026,332514,4,24,0.0,Q193913
332645,Thomas Chabrol,10.0,193,77,88,-2.4603066,-5.8024673,332645,1,5,0.0,Q3524981
333609,Andrzej Żuławski,15.0,0,126,172,-16.573038,24.941921,333609,3,5,6449.906539846075,Q515904
333799,Sporting Club de Toulon,17.5,235,44,170,8.812765,-12.108388,333799,4,2,41947.53694096481,Q1056987
336923,Meurs un autre jour,45.0,0,160,220,21.86505,-8.794532,336923,15,17,17115.607310769305,Q30931
336945,Le monde ne suffit pas,30.0,0,160,220,-20.098593,-23.086712,336945,9,17,6409.955108129836,Q212145
345039,Berner Sport Club Young Boys,17.5,60,163,0,-0.7739761,18.083096,345039,4,2,12451.91343355142,Q190526
345780,TSG 1899 Hoffenheim,32.5,60,163,0,-0.74963707,-9.878844,345780,10,2,9775.792665528954,Q22707
346249,Pierre Lapointe,20.0,153,96,160,-5.7797685,13.1542845,346249,5,19,16977.25136502702,Q3385778
348928,Bruno Gaccio,57.5,235,94,0,-10.402997,6.6191387,348928,20,1,8192.832486731568,Q2926786
350998,Félicité de Genlis,10.0,255,42,47,1.6883153,4.0307264,350998,1,8,0.0,Q55037230
351209,Grande Loge de France,25.0,255,42,47,-20.2508,14.1255865,351209,7,8,0.4,Q959344
351990,Paul Rassinier,25.0,192,192,192,-2.2028484,-17.118519,351990,7,11,1.35,Q694732
352610,Patrick Bouchitey,15.0,0,157,116,0.69251853,-3.6443222,352610,3,23,281.37793774852616,Q3369275
355275,Bourg-de-Péage,10.0,0,168,183,15.683843,-19.12867,355275,1,12,0.0,Q240363
355833,Danièle Thompson,20.0,0,157,116,-5.3276744,4.551191,355833,5,23,5608.134128736757,Q374760
359604,Delio Onnis,12.5,235,44,170,19.806957,8.357481,359604,2,2,39927.59535159377,Q535142
362260,Toy Story 3,22.5,253,0,107,14.428472,14.272991,362260,6,7,7943.620216793138,Q187278
362845,Miranda Otto,22.5,54,124,233,0.9718198,-12.725421,362845,6,3,10913.0,Q294975
364100,Andrés Manuel López Obrador,12.5,60,163,0,-13.661888,12.890245,364100,2,6,0.0,Q318508
364356,Hubert Deschamps (acteur),15.0,185,97,239,-1.4163028,-17.378496,364356,3,5,1369.0,Q3141992
365067,Patrick Préjean,20.0,193,77,88,-23.76568,-16.489328,365067,5,5,79490.83953154719,Q934371
365726,Raymond Bussières,12.5,185,97,239,11.890641,-8.956978,365726,2,5,1166.5619429590022,Q1549201
365825,Empoli Football Club,20.0,60,163,0,15.6371975,-17.878273,365825,5,2,8409.414485741549,Q6703
366670,Cercle Bruges KSV,15.0,60,163,0,-20.861744,18.974136,366670,3,2,24.801190476190477,Q364698
367182,Philippe Vandel,67.5,235,94,0,-8.668636,3.4970691,367182,24,1,13452.187761676318,Q3380829
367498,Fête de la Réformation,10.0,0,134,74,1.6106752,20.492496,367498,1,4,0.0,Q153093
369679,Didier Guillaume,65.0,0,168,183,14.860425,18.143007,369679,23,12,1662.2726530411596,Q3027038
369723,Raúl Juliá,15.0,253,0,107,-0.7194631,5.033381,369723,3,7,8636.764256190154,Q317654
371002,Club Bruges KV,30.0,60,163,0,19.01328,-21.443995,371002,9,2,12135.67304811173,Q190916
371573,Brad Davis,12.5,0,157,116,10.378432,-7.366691,371573,2,23,1369.0,Q374175
373315,Tim Curry,15.0,0,126,172,17.26893,-16.380356,373315,3,3,12222.239569032205,Q52392
375021,Deportivo Alavés,12.5,175,95,13,-2.7258565,4.264874,375021,2,6,1369.0,Q223620
380731,Étienne Mougeotte,10.0,235,94,0,-20.471813,-6.627509,380731,1,1,0.0,Q3592294
381169,Guerres balkaniques,10.0,193,77,88,17.207823,-21.192442,381169,1,16,0.0,Q165725
384463,Arnaud Lagardère,15.0,235,94,0,18.097136,-7.0529346,384463,3,1,3126.8111051767028,Q691440
384709,Pierre Daigneault (musicien),15.0,153,96,160,-0.75920355,18.064821,384709,3,19,0.0,Q3384608
386452,Marie-Amélie de Bourbon-Siciles,22.5,255,42,47,10.153874,-21.003023,386452,6,8,9747.583333333287,Q231457
387886,Maryse,10.0,235,94,0,20.249237,11.369377,387886,1,1,0.0,Q3296312
389747,Mathilda May,12.5,0,134,135,23.865685,21.51961,389747,2,5,338.3618538765003,Q259193
390166,Xavier Garbajosa,12.5,235,44,170,3.3740416,0.16826732,390166,2,9,0.0,Q3570685
392618,Stade 2,12.5,0,134,74,20.604702,3.223808,392618,2,1,2736.0,Q3495474
393247,Kamel Ouali,27.5,152,129,0,3.010217,-13.949291,393247,8,5,6756.713283734075,Q3192377
393316,Gueugnon,10.0,235,44,170,2.2662802,-20.263872,393316,1,2,0.0,Q431817
394902,Christine Sèvres,20.0,0,134,74,1.2580885,16.804829,394902,5,4,8.166666666666666,Q2965996
395161,Chapelle royale de Dreux,22.5,255,42,47,23.184084,-8.236409,395161,6,8,5014.666666666634,Q736211
396509,Manowar,12.5,193,77,88,-21.422853,13.393744,396509,2,5,1369.0,Q156049
400087,Michael Laudrup,10.0,175,95,13,-16.24806,2.044308,400087,1,6,0.0,Q188720
404080,James L. Brooks,15.0,41,139,0,-15.078819,3.0977175,404080,3,14,1369.0,Q95125
405713,Michel Vuillermoz,15.0,153,96,160,18.240042,18.6975,405713,3,5,1499.4452506643681,Q1930952
413260,Louis Darquier de Pellepoix,15.0,192,192,192,5.458384,-7.637202,413260,3,11,0.0,Q560658
413590,Danièle Lebrun,15.0,185,97,239,-19.61218,20.079182,413590,3,18,12930.34392727577,Q3015148
417661,Gault et Millau,12.5,192,192,192,19.648579,21.209715,417661,2,24,1369.0,Q1008555
421202,Simone Inzaghi,17.5,60,163,0,-2.2624333,15.371942,421202,4,2,13.750000000000021,Q314670
423330,Louis la Brocante,12.5,185,97,239,20.144657,19.148794,423330,2,5,1369.0,Q3263593
423496,Gloria Swanson,25.0,41,139,0,18.790314,-24.388237,423496,7,14,16745.704673796587,Q229232
424340,Zoumana Camara,12.5,235,44,170,15.73048,22.501661,424340,2,2,2317.983392627819,Q227053
427757,Route nationale 88 (France),12.5,192,192,192,1.1864619,-23.81003,427757,2,24,0.0,Q958810
428765,AEK Athènes FC,10.0,60,163,0,6.28654,24.550295,428765,1,2,0.0,Q201584
431287,Hélène Vincent,17.5,0,157,116,-11.658888,8.5942135,431287,4,23,7051.133824580463,Q3144876
431875,Ali Benarbia,12.5,235,44,170,15.624311,11.953818,431875,2,2,1369.0,Q1362048
433609,Didier Bezace,15.0,0,157,116,-10.225811,-22.256704,433609,3,23,606.8943473736305,Q3026930
434074,Le Goût des autres,15.0,0,134,135,9.693636,5.981044,434074,3,5,7234.948666383414,Q348013
436113,Katie Melua,10.0,0,134,74,-11.406966,12.658434,436113,1,24,0.0,Q156322
437139,Isabelle Giordano,52.5,235,94,0,-14.54608,-20.886374,437139,18,1,1834.4757115670477,Q3154931
439474,Béatrice Agenin,25.0,193,77,88,-21.356771,-17.462847,439474,7,5,18800.107262675687,Q2929408
440262,Mourad Boudjellal,17.5,235,44,170,9.923263,-11.638616,440262,4,9,10.0,Q264650
446472,Franc-maçonnerie en France,27.5,255,42,47,-24.533747,-6.0781507,446472,8,8,2.8999999999999995,Q2585138
446932,Marie-Caroline de Bourbon-Siciles (1822-1869),15.0,255,42,47,9.960213,-17.826195,446932,3,8,0.5833333333333333,Q261410
447721,Pour le pire et pour le meilleur,20.0,41,139,0,14.468139,14.166617,447721,5,14,4836.133174166877,Q221594
448617,Tueries du Brabant,12.5,0,148,245,12.877995,10.97178,448617,2,15,0.0,Q240120
450073,Fernand Ledoux,20.0,193,77,88,-8.786832,-13.687126,450073,5,5,3247.0545109683053,Q509314
461802,FC Viktoria Plzeň,10.0,60,163,0,-23.331318,-24.430143,461802,1,2,0.0,Q206838
462086,Géraldine Pailhas,15.0,0,157,116,19.177547,-17.786303,462086,3,23,4819.031384579321,Q469967
463377,Le Blanc (Indre),10.0,193,77,88,16.02434,-1.7434962,463377,1,5,0.0,Q213290
463919,Zénith Saint-Pétersbourg,22.5,60,163,0,-6.0095124,-14.483861,463919,6,2,930.9928763856261,Q29108
467006,Christine Deviers-Joncour,17.5,255,42,47,7.8345723,9.226153,467006,4,8,1369.0,Q544299
467330,Chakhtar Donetsk,25.0,60,163,0,-0.6131775,-11.918278,467330,7,2,12554.800969058711,Q172969
471755,Florent Sinama-Pongolle,12.5,235,44,170,9.33196,-8.129982,471755,2,2,0.0,Q342690
473109,Bruno Germain,12.5,235,44,170,21.877857,17.702753,473109,2,2,2736.0,Q2926807
474545,Ernst Stavro Blofeld,35.0,0,160,220,-17.883535,15.102955,474545,11,17,28.524445304437563,Q1104987
474601,SPECTRE,32.5,0,160,220,13.45537,-3.876856,474601,10,17,1.4863500663423264,Q2069518
476965,Stacy Keach,12.5,185,97,239,17.49913,-16.340775,476965,2,18,6825.0,Q315090
478955,Jacqueline Gourault,70.0,0,168,183,9.594271,11.807886,478955,25,12,1589.5750234039558,Q3157735
479046,Capitaine Conan (roman),12.5,193,77,88,-0.6672853,-4.162687,479046,2,5,0.0,Q2937304
480252,La Redoute (entreprise),10.0,192,192,192,-12.562937,-5.623091,480252,1,7,0.0,Q1540740
481776,Richard Martineau,10.0,255,42,47,21.061983,-6.047387,481776,1,8,0.0,Q3431029
490721,Henry de La Falaise,10.0,41,139,0,-1.9283167,0.29860055,490721,1,14,0.0,Q3133197
491087,Guy Carcassonne,10.0,153,96,160,23.72336,2.5061436,491087,1,5,0.0,Q3121623
491345,TGV TMST,12.5,255,42,47,-24.701359,8.931131,491345,2,8,1369.0,Q5334679
496519,Levante Unión Deportiva,10.0,175,95,13,5.5872006,8.478557,496519,1,6,0.0,Q8823
496678,Jimmy Briand,17.5,60,163,0,5.808458,-11.484894,496678,4,2,2396.450184933265,Q342312
500269,Unión Deportiva Melilla,12.5,175,95,13,15.447807,20.478594,500269,2,6,0.0,Q680336
503097,Mutinerie du cuirassé Potemkine,17.5,0,134,74,9.206727,21.027681,503097,4,4,23374.84998326723,Q4126381
503738,Régis Laspalès,10.0,192,192,192,22.358864,20.707848,503738,1,7,0.0,Q3455752
506795,Selma Blair,12.5,41,139,0,-10.626237,-18.244774,506795,2,14,1369.0,Q264748
507165,Gilbert Mitterrand,10.0,235,94,0,-22.36455,11.498132,507165,1,1,0.0,Q1524023
508488,Guillaume Durand,65.0,235,94,0,-2.925175,-5.1893387,508488,23,1,6501.110376696318,Q3119826
508600,Couvre-feu (film),12.5,253,0,107,-23.191982,-19.00705,508600,2,7,2736.0,Q779658
509349,Nico Rosberg,50.0,0,164,49,-24.622427,-5.669203,509349,17,10,66943.6649991943,Q75820
509580,Cultural y Deportiva Leonesa,12.5,175,95,13,8.563886,16.25551,509580,2,6,0.0,Q582342
513058,Gérard Miller,17.5,192,192,192,10.620534,-8.16695,513058,4,22,3298.2545454545457,Q3124179
513379,Louis-Jean-Marie de Bourbon,12.5,255,42,47,7.2638044,18.014193,513379,2,8,0.0,Q696039
513547,Marie-Adélaïde de Bourbon,22.5,255,42,47,23.891462,-19.052534,513547,6,8,3193.916666666657,Q233888
513810,André Falcon,17.5,193,77,88,-7.60826,-5.7762375,513810,4,5,5966.391189135397,Q346576
517339,Sante Geronimo Caserio,20.0,192,192,192,4.7762966,-15.333901,517339,5,24,1822.3333333333624,Q928209
517766,Scopitone,10.0,193,77,88,-10.838623,6.0353084,517766,1,5,0.0,Q1973013
519810,Pittsburg,10.0,0,134,74,20.075146,3.6439948,519810,1,4,0.0,Q229660
519973,Pascal Boniface,12.5,235,44,170,-13.254227,-16.038862,519973,2,2,1369.0,Q3367301
521018,Spencer Tracy,20.0,193,77,88,6.617098,-11.547913,521018,5,5,47361.527552550695,Q71275
521498,Jean-Claude Darcheville,10.0,235,44,170,3.5211375,-10.907325,521498,1,2,0.0,Q188144
522053,Jeff Daniels,10.0,253,0,107,4.3142533,-24.489052,522053,1,7,0.0,Q53680
522167,Caroline Rhea,10.0,54,124,233,-20.591772,-19.33738,522167,1,3,0.0,Q237648
527025,La Mort de Superman,20.0,54,124,233,-4.3385677,24.66928,527025,5,3,0.0,Q1197265
531121,La Tête et les Jambes,15.0,235,94,0,20.133749,-20.76653,531121,3,1,8206.038738426518,Q3213391
531247,Feliciano López,37.5,114,121,10,-10.079103,-7.192381,531247,12,20,3.271562062173181,Q223695
538081,Anne Heche,10.0,41,139,0,24.06152,-13.2272625,538081,1,14,0.0,Q234610
545996,Nanette Workman,15.0,192,192,192,-20.969114,-22.135595,545996,3,13,7710.293783049109,Q3335643
548640,Salomé Stévenin,15.0,0,157,116,-21.503262,-20.382814,548640,3,23,2736.0,Q3292539
549027,Jacques Rouland,12.5,185,97,239,-6.4895496,9.8097,549027,2,5,2201.2290760566448,Q3159923
550338,Geraldo Alckmin,12.5,0,148,245,7.3426404,20.134195,550338,2,15,0.0,Q964493
550396,Jean Roucas,20.0,235,94,0,-17.95642,20.857126,550396,5,1,3250.5388940647526,Q3174428
553367,Peter MacNicol,10.0,253,0,107,-15.106661,-14.058332,553367,1,7,0.0,Q299309
553961,Jean Amadou,15.0,235,94,0,22.605946,17.841906,553961,3,1,44.45132718159035,Q1685312
559007,Dean Stockwell,10.0,253,0,107,24.145386,-8.360577,559007,1,7,0.0,Q345212
560884,Guti (football),10.0,175,95,13,22.59337,4.838498,560884,1,6,0.0,Q194461
561370,Barbara Stanwyck,17.5,41,139,0,-4.5832686,17.515697,561370,4,14,1089.2263872094659,Q94002
563657,Vol Fuerza Aérea Uruguaya 571,10.0,0,148,245,13.461868,-10.0540085,563657,1,16,0.0,Q737967
567915,Sophie-Charlotte en Bavière,15.0,255,42,47,-9.508976,-16.306438,567915,3,8,3847.666666666553,Q60912
572679,Emmanuelle Gaume,52.5,235,94,0,2.506759,-3.1939285,572679,18,1,0.8699346405228758,Q2404171
574379,Charlie et ses drôles de dames,15.0,0,126,172,9.76433,3.4225833,574379,3,3,24398.865903540907,Q229599
578572,Olivier Sitruk,30.0,152,129,0,5.309738,-3.7083519,578572,9,5,13539.45941358639,Q951825
580297,Krasnodar,15.0,60,163,0,-20.272764,-21.742048,580297,3,2,18599.371857695107,Q3646
581005,Annie Lemoine,62.5,235,94,0,-18.179121,10.835329,581005,22,1,6779.726568992075,Q2851679
581110,Le Grand Journal,42.5,235,94,0,-8.806104,17.989895,581110,14,1,275118.04502664204,Q3223246
584503,Michael Hutchence,12.5,152,129,0,-11.635752,8.126902,584503,2,0,0.0,Q331759
589132,Paul Rodgers,25.0,153,96,160,10.260415,-23.537907,589132,7,19,0.0,Q313098
595203,Patrick Chêne,15.0,0,134,74,24.16126,-18.710089,595203,3,1,4101.0,Q3369337
596916,Seymour Brussel,10.0,0,126,172,9.940772,-22.167305,596916,1,5,0.0,Q3481029
599351,Natalie Dessay,12.5,193,77,88,12.621627,8.766457,599351,2,5,1369.0,Q241030
608225,Cathy Andrieu,17.5,235,94,0,21.474545,-18.35331,608225,4,1,2049.0,Q2942176
609757,Forêt tropicale,12.5,0,148,245,-9.635732,-4.856623,609757,2,15,1369.0,Q1048194
615065,Razzia sur la chnouf,10.0,185,97,239,16.924147,-12.729794,615065,1,5,0.0,Q2134387
617267,Sagamore Stévenin,20.0,0,157,116,9.158411,6.903352,617267,5,23,12939.101582101674,Q328256
618670,Robinson Stévenin,17.5,0,157,116,-2.0647516,-2.7185812,618670,4,23,5270.670714422474,Q3437193
622490,Michel Fau,20.0,193,77,88,-18.220404,11.165644,622490,5,5,12086.247321288316,Q3309608
624594,Ivan Leko,12.5,60,163,0,-22.641676,24.596119,624594,2,2,0.0,Q381805
626389,Ugo Mola,17.5,235,44,170,8.078148,-12.145494,626389,4,9,5464.0,Q3547810
633106,Jaroslav Plašil,10.0,235,44,170,16.62201,16.919765,633106,1,2,0.0,Q193717
635409,Jean-Yves Lafesse,17.5,235,94,0,24.030293,22.701296,635409,4,1,1309.4287380456433,Q3170156
638367,Calmos,10.0,193,77,88,-19.785559,22.932245,638367,1,5,0.0,Q2934333
638801,Ariane Moffatt,15.0,153,96,160,5.051933,13.23706,638801,3,19,1820.611431819105,Q459876
640706,François Duprat (homme politique),22.5,192,192,192,-12.2928095,4.9763966,640706,6,11,683.8063492063491,Q3084540
644149,Doomsday (comics),22.5,54,124,233,-4.88995,11.882534,644149,6,3,203.5757097829791,Q126680
644460,Henri Attal,10.0,185,97,239,-0.94429785,24.558,644460,1,5,0.0,Q3130587
648971,Ernesto Geisel,37.5,0,148,245,-24.811014,3.4306715,648971,12,15,38.63839840892272,Q294241
649580,Greg Kinnear,15.0,41,139,0,10.848068,22.170517,649580,3,14,3385.7615011524276,Q269869
649636,Hank Azaria,17.5,153,96,160,-1.6750863,-18.350193,649636,4,19,27494.98198197122,Q202056
649692,Shirley Knight,10.0,41,139,0,13.306865,-5.2769084,649692,1,14,0.0,Q238884
652704,Itamar Franco,40.0,0,148,245,-11.223428,-8.973967,652704,13,15,7.099889092152517,Q485946
652726,Arthur Jugnot,15.0,152,129,0,-24.485306,-14.457423,652726,3,0,5556.569460628205,Q2865172
652732,Emílio Garrastazu Médici,35.0,0,148,245,-16.161621,-15.625571,652732,11,15,29.135952380952386,Q299165
653121,Christopher Thompson,10.0,0,157,116,23.323229,-4.4594455,653121,1,23,0.0,Q2966653
655742,Sabine Quindou,10.0,235,94,0,22.664108,16.238983,655742,1,1,0.0,Q602867
657436,Esteban Cambiasso,15.0,175,95,13,17.910973,-16.519087,657436,3,6,17518.660850623248,Q192122
658447,Gérard Meys,12.5,0,134,74,-13.609349,-5.857911,658447,2,4,0.0,Q3124174
658782,Roger Gicquel,12.5,0,134,74,22.696625,-16.706707,658782,2,1,1369.0,Q3439018
660040,Tony Shalhoub,12.5,253,0,107,7.7413616,9.659892,660040,2,7,4101.0,Q107249
661345,Yannick Nézet-Séguin,10.0,153,96,160,-22.112862,15.895103,661345,1,19,0.0,Q951548
662284,Arthur da Costa e Silva,32.5,0,148,245,18.834229,19.136932,662284,10,15,0.0,Q312361
663312,Q (James Bond),50.0,0,160,220,-13.792244,-21.38249,663312,17,17,16433.81268071539,Q287297
666533,Lucien Favre,12.5,60,163,0,10.30776,-22.993061,666533,2,2,0.0,Q539920
667910,Damien Sargue,22.5,152,129,0,8.3603525,-12.599381,667910,6,0,3898.6344594699694,Q847507
669632,Daphné Roulier,12.5,235,94,0,-13.94963,3.4880939,669632,2,1,0.0,Q3015887
