,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
0,3.0,876.0,Motor neuron disease,1.0000100135803225,Q3221083,STEM.Medicine_&_Health,1702.1387016277872,11.0,1.0,1003.0,0.0009970089730807576,Medicine_&_Health,STEM,3.000030040740968,243315.89463789016,1.2329774202403426e-05
1,12.0,2345.0,Archbishop of Canterbury,0.91965252161026,Q29282,Culture.Philosophy_and_religion,126216.78838203115,29.0,21.0,176.0,0.11931818181818182,Philosophy_and_religion,Culture,231.75243544578552,2408.1855284199123,0.09623529113965143
2,1.0,2864.0,Archaeoastronomy,0.960371196269989,Q463923,STEM.Space,0.0,0.0,22.0,589.0,0.03735144312393888,Space,STEM,21.128166317939762,7103.417203575374,0.0029743665214124393
3,10.0,3335.0,Baltic Sea,0.9855064153671264,Q545,Geography.Regions.Europe.Europe*,107521.96784469477,0.0,42.0,589.0,0.07130730050933788,Europe*,Geography,0.0,7103.417203575374,0.0
4,4.0,3776.0,Bornholm,0.9399233460426332,Q769680,Geography.Regions.Europe.Europe*,4825.999999999612,0.0,42.0,589.0,0.07130730050933788,Europe*,Geography,0.0,7103.417203575374,0.0
5,4.0,4540.0,Balts,0.14805719256401062,Q207761,History_and_Society.Society,3619.0,0.0,23.0,589.0,0.03904923599320883,Society,History_and_Society,13.621261715888975,7103.417203575374,0.0019175646488894067
6,1.0,5192.0,Geography of Canada,0.3981314172744751,Q2939,Geography.Regions.Americas.North_America,0.0,0.0,26.0,589.0,0.04414261460101868,North_America,Geography,0.0,7103.417203575374,0.0
7,23.0,5363.0,Video game,0.9073222279548644,Q7889,Culture.Media.Media*,148872.88986606884,25.0,47.0,254.0,0.18503937007874016,Media*,Culture,980.8153284192084,12075.301631726323,0.08122491332574587
8,2.0,6176.0,Cecil B. DeMille,0.9991540908813475,Q72267,Culture.Biography.Biography*,3621.0,21.0,83.0,541.0,0.1534195933456562,Biography*,Culture,0.0,24949.71656236052,0.0
9,1.0,7003.0,Cauchy distribution,0.6791887283325195,Q726441,STEM.Physics,0.0,0.0,11.0,589.0,0.01867572156196944,Physics,STEM,7.471076011657715,7103.417203575374,0.0010517580197735377
10,2.0,7397.0,Color blindness,0.994455099105835,Q133696,STEM.Medicine_&_Health,3621.0000000000014,8.0,3.0,1088.0,0.002757352941176471,Medicine_&_Health,STEM,5.96673059463501,305488.4930315763,1.9531768726942748e-05
11,3.0,7655.0,Clay Mathematics Institute,0.3998216390609741,Q857975,History_and_Society.Business_and_economics,3623.8333333333344,0.0,7.0,589.0,0.011884550084889645,Business_and_economics,History_and_Society,8.396254420280457,7103.417203575374,0.0011820021518733769
12,6.0,14644.0,Geography of Indonesia,0.4792908897399902,Q1977576,Geography.Regions.Asia.Asia*,8104.381818181819,1.0,33.0,347.0,0.09510086455331412,Asia*,Geography,0.0,3696.638661026954,0.0
13,9.0,16550.0,"John, King of England",0.8670457601547241,Q129308,History_and_Society.History,4823.150000000242,29.0,12.0,176.0,0.06818181818181818,History,History_and_Society,93.6409420967102,2408.1855284199123,0.03888443850841968
14,1.0,17190.0,Kipchoge Keino,1.0000100135803225,Q28947,Culture.Sports,0.0,33.0,10.0,41.0,0.24390243902439024,Sports,Culture,10.000100135803224,210.50491055846214,0.047505305739772574
15,5.0,18595.0,Lex Luthor,0.9149109721183776,Q694790,Culture.Literature,157475.0,12.0,52.0,400.0,0.13,Literature,Culture,237.87685275077817,44437.98822890967,0.005353006790618494
16,11.0,19121.0,Politics of the Maldives,0.12253321707248688,Q1153958,History_and_Society.Politics_and_government,125848.95,38.0,29.0,165.0,0.17575757575757575,Politics_and_government,History_and_Society,39.088096246123314,4887.647136345506,0.007997323692918938
17,1.0,19327.0,Master shot,0.2942249774932861,Q473220,STEM.STEM*,0.0,8.0,34.0,1088.0,0.03125,STEM*,STEM,0.0,305488.4930315763,0.0
18,9.0,20698.0,Michael Atiyah,0.11280541121959685,Q208356,STEM.Physics,18091.16666666667,0.0,11.0,589.0,0.01867572156196944,Physics,STEM,11.167735710740088,7103.417203575374,0.0015721638460315995
19,6.0,21559.0,Nasdaq,0.7981967926025391,Q82059,History_and_Society.Business_and_economics,64135.53466720652,2.0,28.0,725.0,0.038620689655172416,Business_and_economics,History_and_Society,134.09706115722656,65125.603727981455,0.0020590528683208393
20,2.0,21746.0,Nolo contendere,0.585111141204834,Q1733896,History_and_Society.Politics_and_government,36120.0,7.0,6.0,415.0,0.014457831325301203,Politics_and_government,History_and_Society,7.021333694458008,17589.899311505258,0.00039916849835891163
21,1.0,22451.0,Offshore powerboat racing,0.1778208613395691,Q946535,History_and_Society.Transportation,0.0,24.0,4.0,316.0,0.012658227848101266,Transportation,History_and_Society,0.7112834453582764,29644.574892781675,2.3993713788470308e-05
22,5.0,23829.0,Pope Adrian V,0.9324633479118348,Q173000,Culture.Philosophy_and_religion,723.2500000000695,29.0,21.0,176.0,0.11931818181818182,Philosophy_and_religion,Culture,97.90865153074266,2408.1855284199123,0.04065660655098433
23,21.0,23964.0,PlayStation (console),0.9883227348327636,Q10677,Culture.Media.Media*,48337.59999999833,32.0,50.0,287.0,0.17421602787456447,Media*,Culture,1037.7388715744016,43353.012716189034,0.023936949396526845
24,7.0,24027.0,Pope John Paul I,0.8991314172744751,Q37278,Culture.Philosophy_and_religion,5069.749999999486,29.0,21.0,176.0,0.11931818181818182,Philosophy_and_religion,Culture,132.17231833934784,2408.1855284199123,0.054884607842515504
25,5.0,24303.0,Pope Urban VII,0.8840492963790894,Q134337,Culture.Philosophy_and_religion,723.2500000000695,29.0,21.0,176.0,0.11931818181818182,Philosophy_and_religion,Culture,92.82517611980438,2408.1855284199123,0.03854569136154139
26,5.0,24434.0,Pope Innocent V,0.9850529432296752,Q170871,Culture.Philosophy_and_religion,723.2500000000695,29.0,21.0,176.0,0.11931818181818182,Philosophy_and_religion,Culture,103.43055903911586,2408.1855284199123,0.042949580843540745
27,11.0,24455.0,Pope Innocent III,0.9814634323120116,Q128076,Culture.Philosophy_and_religion,37341.24166666521,29.0,21.0,176.0,0.11931818181818182,Philosophy_and_religion,Culture,226.71805286407468,2408.1855284199123,0.09414476176710176
28,1.0,24933.0,Polywater,0.3140605390071869,Q1890780,STEM.Space,0.0,0.0,22.0,589.0,0.03735144312393888,Space,STEM,6.9093318581581125,7103.417203575374,0.0009726771862253039
29,6.0,25538.0,Robyn,0.8439050912857056,Q229445,Culture.Media.Media*,10859.000000000004,32.0,50.0,287.0,0.17421602787456447,Media*,Culture,253.17152738571167,43353.012716189034,0.0058397677929121535
30,2.0,25813.0,Rice University,0.9908843636512756,Q842909,History_and_Society.Education,515.1708326300521,16.0,2.0,100.0,0.02,Education,History_and_Society,3.963537454605103,706.9161699861287,0.005606799819960089
31,15.0,28740.0,Sulawesi,0.6513648629188538,Q3812,Geography.Regions.Asia.Asia*,13619.243398268396,1.0,33.0,347.0,0.09510086455331412,Asia*,Geography,0.0,3696.638661026954,0.0
32,12.0,30849.0,"Toledo, Ohio",0.9219318628311156,Q49239,Geography.Geographical,298795.4259016361,3.0,7.0,231.0,0.030303030303030307,Geographical,Geography,0.0,8149.587229870259,0.0
33,2.0,31175.0,Tobin tax,0.2689514458179474,Q853044,History_and_Society.Politics_and_government,0.0,2.0,110.0,725.0,0.15172413793103448,Politics_and_government,History_and_Society,59.169318079948425,65125.603727981455,0.0009085415672626787
34,9.0,31803.0,"Trinity College, Cambridge",0.59267657995224,Q332342,History_and_Society.Education,456212.24717751576,14.0,19.0,582.0,0.03264604810996564,Education,History_and_Society,101.34769517183304,14745.914781026542,0.006872933736348209
35,13.0,32380.0,Politics of Vietnam,0.9981998205184937,Q1154750,History_and_Society.Politics_and_government,68461.59487734486,38.0,29.0,165.0,0.17575757575757575,Politics_and_government,History_and_Society,376.3213323354721,4887.647136345506,0.07699437415133198
36,14.0,32578.0,Vermont,0.9796776771545408,Q16551,Geography.Geographical,1219102.6204620665,2.0,7.0,725.0,0.009655172413793104,Geographical,Geography,0.0,65125.603727981455,0.0
37,20.0,32901.0,Woody Allen,0.6791887283325195,Q25089,Culture.Media.Media*,129258.48081203786,8.0,182.0,1088.0,0.16727941176470587,Media*,Culture,2472.246971130371,305488.4930315763,0.008092766266239795
38,2.0,34220.0,X rating,0.1259327530860901,Q1389092,STEM.Technology,75621.0,6.0,2.0,111.0,0.018018018018018014,Technology,STEM,0.5037310123443604,1011.7710751444099,0.0004978705407964572
39,5.0,39287.0,Stephen Langton,0.9344051480293274,Q465329,Culture.Philosophy_and_religion,0.0,29.0,21.0,176.0,0.11931818181818182,Philosophy_and_religion,Culture,98.11254054307938,2408.1855284199123,0.04074127154457829
40,5.0,42179.0,Mount Everest,0.16027602553367615,Q513,STEM.Earth_and_environment,16271.000000000002,37.0,4.0,337.0,0.011869436201780416,Earth_and_environment,STEM,3.205520510673523,2200.358710847795,0.0014568172429660071
41,2.0,42611.0,McLibel case,0.9859463572502136,Q948164,History_and_Society.Politics_and_government,3621.0,14.0,62.0,582.0,0.10652920962199312,Politics_and_government,History_and_Society,122.25734829902649,14745.914781026542,0.008290930072126423
42,7.0,43223.0,Alex Ferguson,0.9724247455596924,Q44980,Culture.Sports,180499.70448388148,19.0,93.0,366.0,0.2540983606557377,Sports,Culture,633.0485093593597,36850.671071350574,0.0171787511856608
43,1.0,43950.0,Interstate Highway System,0.6791887283325195,Q94247,History_and_Society.Transportation,0.0,2.0,4.0,725.0,0.0055172413793103435,Transportation,History_and_Society,2.716754913330078,65125.603727981455,4.171561963060642e-05
44,7.0,43951.0,United States Numbered Highway System,0.2568419873714447,Q408192,History_and_Society.Transportation,3.0,3.0,3.0,231.0,0.012987012987012988,Transportation,History_and_Society,5.393681734800339,8149.587229870259,0.0006618349595708549
45,18.0,47974.0,Dr. No (novel),1.0000100135803225,Q26541,Culture.Media.Media*,36290.058441559966,34.0,42.0,212.0,0.19811320754716985,Media*,Culture,756.0075702667237,27286.070217452943,0.027706722303424983
46,1.0,50230.0,Bruce Nauman,0.8439050912857056,Q168665,Culture.Visual_arts.Visual_arts*,0.0,16.0,2.0,100.0,0.02,Visual_arts*,Culture,1.6878101825714111,706.9161699861287,0.00238756765544708
47,6.0,51301.0,Pope Pontian,0.9763205647468568,Q132113,Culture.Philosophy_and_religion,17353.499999999724,29.0,21.0,176.0,0.11931818181818182,Philosophy_and_religion,Culture,123.01639115810396,2408.1855284199123,0.05108260543315323
48,5.0,53228.0,Eton College,0.8479777574539185,Q192088,History_and_Society.Education,260492.4746758575,14.0,19.0,582.0,0.03264604810996564,Education,History_and_Society,80.55788695812225,14745.914781026542,0.0054630647304279465
49,6.0,53560.0,Procellariiformes,0.9972090721130372,Q21685,STEM.Biology,2.325,37.0,11.0,337.0,0.032640949554896145,Biology,STEM,65.81579875946046,2200.358710847795,0.02991139509889355
50,14.0,55097.0,U.S. Securities and Exchange Commission,0.3073680400848389,Q953944,History_and_Society.Politics_and_government,253004.4493335886,2.0,110.0,725.0,0.15172413793103448,Politics_and_government,History_and_Society,473.346781730652,65125.603727981455,0.007268213339069236
51,8.0,55909.0,Laurel and Hardy,0.1067005917429924,Q33497,Culture.Media.Media*,29144.270046821493,21.0,104.0,541.0,0.1922365988909427,Media*,Culture,88.77489233016969,24949.71656236052,0.003558152338455687
52,4.0,56865.0,Lake Baikal,0.6224693655967712,Q5513,History_and_Society.Society,10860.000000000004,0.0,23.0,589.0,0.03904923599320883,Society,History_and_Society,57.26718163490296,7103.417203575374,0.008061920058148715
53,25.0,57985.0,Ian Fleming,0.21734751760959625,Q82104,Culture.Media.Media*,406273.02857142896,34.0,42.0,212.0,0.19811320754716985,Media*,Culture,228.2148934900761,27286.070217452943,0.008363787517636136
54,2.0,61191.0,The Divorcee,0.9924327731132508,Q917469,Culture.Media.Media*,129096.0,21.0,104.0,541.0,0.1922365988909427,Media*,Culture,206.42601680755615,24949.71656236052,0.008273681838894044
55,1.0,63579.0,Manilla,0.40734341740608215,Q358539,Culture.Linguistics,0.0,5.0,1.0,272.0,0.0036764705882352936,Linguistics,Culture,0.40734341740608215,7886.9934442192325,5.1647490299950015e-05
56,2.0,65444.0,Glenn Gould,0.9496793746948242,Q216924,Culture.Media.Media*,7240.000000000001,30.0,5.0,129.0,0.03875968992248062,Media*,Culture,9.496793746948242,1609.4943635165691,0.005900482761678511
57,2.0,66627.0,The Little Foxes,0.9970290064811708,Q5552630,Culture.Performing_arts,3621.0,21.0,20.0,541.0,0.03696857670979668,Performing_arts,Culture,39.881160259246826,24949.71656236052,0.0015984614558472413
58,2.0,67916.0,Strategic Air Command (film),0.9946250915527344,Q1660756,Culture.Media.Media*,1.0,21.0,104.0,541.0,0.1922365988909427,Media*,Culture,206.88201904296875,24949.71656236052,0.008291958689225101
59,1.0,70135.0,Twenty-fifth Amendment to the United States Constitution,0.754925012588501,Q217797,History_and_Society.Politics_and_government,0.0,1.0,29.0,347.0,0.08357348703170027,Politics_and_government,History_and_Society,21.892825365066532,3696.638661026954,0.005922360114846749
60,4.0,70949.0,Berengaria of Navarre,0.9173126816749572,Q229807,History_and_Society.History,12.5,29.0,12.0,176.0,0.06818181818181818,History,History_and_Society,44.03100872039794,2408.1855284199123,0.018283893911316757
61,1.0,72360.0,"Flagler County, Florida",0.9952548146247864,Q386885,Geography.Regions.Americas.North_America,0.0,7.0,58.0,415.0,0.13975903614457832,North_America,Geography,0.0,17589.899311505258,0.0
62,7.0,72979.0,Lake Victoria,0.1294127255678177,Q5505,Culture.Philosophy_and_religion,98320.5,37.0,5.0,337.0,0.014836795252225518,Philosophy_and_religion,Culture,4.529445394873619,2200.358710847795,0.002058503176115512
63,3.0,73313.0,Hippolytus of Rome,0.9219318628311156,Q207113,Culture.Philosophy_and_religion,4337.999999999931,29.0,21.0,176.0,0.11931818181818182,Philosophy_and_religion,Culture,58.08170735836028,2408.1855284199123,0.024118452117960182
64,1.0,73937.0,Gun Crazy,0.9961855411529541,Q783258,Culture.Media.Media*,0.0,21.0,104.0,541.0,0.1922365988909427,Media*,Culture,103.60329627990721,24949.71656236052,0.004152483897801249
65,16.0,77404.0,List of premiers of New Brunswick,0.2814156115055084,Q822642,History_and_Society.Politics_and_government,27.411219336219336,30.0,15.0,129.0,0.11627906976744184,Politics_and_government,History_and_Society,67.53974676132202,1609.4943635165691,0.041963332268996005
66,10.0,77856.0,Mary Poppins (film),0.9899964332580566,Q209170,Culture.Media.Media*,229323.0302646173,8.0,182.0,1088.0,0.16727941176470587,Media*,Culture,1801.793508529663,305488.4930315763,0.005898073248681822
67,18.0,78016.0,"From Russia, with Love (novel)",0.9969346523284912,Q1165753,Culture.Media.Media*,6891.22510822513,34.0,42.0,212.0,0.19811320754716985,Media*,Culture,753.6825971603394,27286.070217452943,0.0276215149764682
68,1.0,78738.0,Hans Geiger,0.8519628047943115,Q57189,STEM.Physics,0.0,0.0,11.0,589.0,0.01867572156196944,Physics,STEM,9.371590852737429,7103.417203575374,0.00131930739588552
69,2.0,79796.0,Matilda of Flanders,0.8962613940238953,Q391944,History_and_Society.History,1198.791666666727,29.0,12.0,176.0,0.06818181818181818,History,History_and_Society,21.510273456573486,2408.1855284199123,0.008932149621664354
70,5.0,80867.0,Sam & Max Hit the Road,1.0000100135803225,Q1430706,Culture.Media.Media*,0.0,32.0,50.0,287.0,0.17421602787456447,Media*,Culture,250.00250339508065,43353.012716189034,0.005766669666805504
71,2.0,81575.0,Parlophone,0.8991314172744751,Q208909,Culture.Media.Media*,28912.00000000001,32.0,50.0,287.0,0.17421602787456447,Media*,Culture,89.91314172744751,43353.012716189034,0.002073976780254348
72,2.0,82858.0,Mars Observer,1.0000100135803225,Q634772,STEM.Space,0.0,0.0,22.0,589.0,0.03735144312393888,Space,STEM,44.00044059753419,7103.417203575374,0.006194263878431269
73,5.0,82862.0,HBO World Championship Boxing,0.9863731861114502,Q5629052,Culture.Media.Media*,376213.33333333343,7.0,12.0,415.0,0.028915662650602414,Media*,Culture,59.18239116668701,17589.899311505258,0.0033645667958984173
74,4.0,83251.0,Yacht racing,0.974052667617798,Q8046440,Culture.Sports,185832.0,37.0,15.0,337.0,0.04451038575667656,Sports,Culture,58.44316005706788,2200.358710847795,0.02656074201399181
