Id,Label,modularity_class,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
1492374,Nash-Healey,9,1,30,0.067653,0.0721,0
81100,Rio_Bravo_(film),55,6,25,0.082406,0.09215,98264.927091
58216352,Shreya_Dhanwanthary,56,2,28,0.081431,0.087879,11097
47375338,Anshu_Gupta,68,1,25,0.09196,0.101828,0
41725258,Shooting_at_the_Asian_Games,19,8,26,0.086504,0.098272,179587.233729
34400374,Alabama_Moon_(film),14,1,35,0.051831,0.055456,0
5254422,Speech_or_Debate_Clause,54,6,24,0.106027,0.124059,11225.720757
3892040,Jay_Jay_French,22,1,25,0.086852,0.09644,0
10832568,Iran_at_the_2002_Asian_Games,21,4,26,0.09435,0.107536,4439.185396
2821498,Sig_Ruman,50,1,32,0.063449,0.069167,0
4627070,Frogfish,48,2,29,0.070439,0.076152,44376
50528440,August_26th_(mixtape),71,1,28,0.073408,0.080108,0
713030,Lou_Whitaker,8,2,28,0.066216,0.069985,0
31448550,Lace_Up,53,3,27,0.085778,0.093577,26672.539681
3457884,Taylor_Law,4,2,25,0.096303,0.108052,88720
5911162,Pat_Jones_(American_football),51,5,27,0.077251,0.08351,3680.333333
4825514,Steve_McNamara,30,15,27,0.093503,0.105996,97348.644886
34879480,Darren_Mattocks,57,6,31,0.065141,0.070089,48067.7
42981920,Sebasti?n_Driussi,64,6,25,0.094528,0.107251,0
366522,Labor_Right,72,22,25,0.091783,0.108568,141.254189
1210490,Richard_Marcinko,70,1,29,0.068047,0.073316,0
711264,Marc_Bergevin,33,3,26,0.086249,0.094697,4451.582426
9704012,Tropical_cyclone_basins,7,6,25,0.094631,0.106922,1461749.886146
944620,Markko_M?rtin,35,1,32,0.062955,0.068405,0
40256608,Abbott_Ministry,72,40,25,0.099189,0.119556,18353.851438
40078632,Milo?_Degenek,10,26,26,0.101024,0.120184,58337.436635
44368500,HMS_Jamaica_(1744),29,2,27,0.072917,0.077231,33285
53417054,Noel_Francisco,39,2,27,0.07828,0.085357,22192
39468402,2013?14_Atl?tico_Madrid_season,64,13,24,0.097845,0.114074,1157475.562997
661672,Floyd_James_Thompson,54,10,23,0.115035,0.140585,64217.255115
1461470,Great_Lakes_Storm_of_1913,7,1,26,0.086211,0.094339,0
595522,Attorney-General_for_Australia,72,40,25,0.099194,0.119583,70018.818568
43819564,Taekwondo_at_the_2014_Asian_Games,19,11,27,0.08099,0.090926,22437.580329
2204292,St._Louis_Light,29,2,26,0.09019,0.098452,0
358194,Cape_Coast,68,6,25,0.094792,0.106542,761.397479
1328452,Anne_Charleston,6,2,30,0.062024,0.066873,0
16990796,1935?36_Football_League,17,1,26,0.087325,0.097724,0
6297944,Lanny_Davis,39,7,27,0.078859,0.08802,144155
55977968,Nowhere_Fast_(Eminem_song),53,17,26,0.09382,0.104798,0
18864554,Death_and_state_funeral_of_Richard_Nixon,54,6,22,0.120709,0.150383,37658.148661
54672828,Ricky_Seals-Jones,8,1,25,0.088581,0.097568,0
670428,Nadia_Petrova,69,14,25,0.103644,0.12325,447.540905
10146002,Devil_May_Cry,8,8,24,0.084806,0.093853,96064.071429
1595330,"Straight,_Incorporated",7,2,24,0.100253,0.114961,22192
32293746,Michael_Rooney,71,2,30,0.066288,0.072453,11097
427116,The_Narrows,74,2,23,0.102977,0.116981,0
6082436,2005_Notre_Dame_Fighting_Irish_football_team,13,7,24,0.10271,0.118052,8270.895422
43659046,Florent_Hadergjonaj,52,3,32,0.055683,0.058741,1
22729190,DeMatha_Catholic_High_School,8,6,23,0.107341,0.123355,712857.86233
28564928,Nico_Schulz,26,2,27,0.096328,0.112247,3445.487526
37084210,Formula_One_drivers_from_Australia,44,1,29,0.078214,0.087752,0
35552216,Edisson_Jordanov,10,1,28,0.082632,0.090438,0
21898706,Nemanja_Supi?,10,3,26,0.100624,0.116748,8.398875
15637786,Climate_of_Chile,45,1,26,0.081093,0.087737,0
51907180,Tang_Chun_Man,21,9,27,0.091344,0.105015,807.376604
52993616,List_of_awards_and_nominations_received_by_Mahershala_Ali,24,2,26,0.088254,0.098994,0
2041030,Pacific_saury,0,3,24,0.098609,0.112094,44379
28633726,Thilo_Sarrazin,4,1,24,0.098707,0.109263,0
22288080,Binghamton_shootings,8,3,22,0.099821,0.113582,6347.782781
13637390,A.T._Still_University,54,1,26,0.080278,0.087219,0
42202024,Tom_Langdon,36,1,33,0.058502,0.061186,0
2892114,Creeper_(band),76,1,29,0.069592,0.074663,0
3581950,Gary_Patterson,51,1,25,0.091132,0.100515,0
1066502,Tony_Burke,72,23,24,0.098978,0.119229,13109.386611
44770,Segesta,27,2,26,0.082563,0.089608,33285
11814468,1968_Red_Square_demonstration,20,7,31,0.064141,0.068247,0
8143594,Smurfit_Kappa,45,1,25,0.093325,0.103735,0
21281430,List_of_Pixar_awards_and_nominations_(feature_films),39,2,24,0.100472,0.114461,11097
2989518,"List_of_people_from_Jacksonville,_Florida",8,3,21,0.108305,0.126423,698.069076
1133558,Town_&_Country_(magazine),54,2,23,0.109692,0.128093,16917.91947
2473406,Tony_Warner,10,1,27,0.085224,0.095548,0
56700564,Marco_van_Staden,3,7,29,0.068684,0.074037,5.632828
524170,St._Lawrence_Island,1,2,37,0.044509,0.046403,11097
51693510,Shooting_of_Keith_Lamont_Scott,7,2,23,0.099733,0.112958,0
4461320,Douglas_Brinkley,54,5,23,0.114883,0.140053,735001.984168
36256938,Kowsar_(disambiguation),51,1,38,0.041843,0.043236,0
418570,Hugo_Award_for_Best_Dramatic_Presentation,17,8,30,0.06693,0.073401,194603.788463
2765314,Eugene_Robinson,13,1,25,0.098126,0.110607,0
45100106,Will_Nightingale,10,4,26,0.082683,0.092465,1702.682986
663302,Clonorchis_sinensis,77,1,30,0.063523,0.067149,0
2888556,Macau_Grand_Prix,44,2,30,0.072794,0.080208,11097
193882,Two_Women,9,3,29,0.073011,0.077981,0
6299214,Inteha_(2003_film),46,1,27,0.075389,0.08156,0
30616,Points_race,26,1,26,0.092121,0.103871,0
