,Degree,Id,Label,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Views,Weight,Main topic,Subtopic
10,19.0,7034.0,Cruiser,0.9124462008476256,Q104843,History_and_Society.Transportation,192.0,125715.25797115426,192.0,20.0,192.0,32.5,-5.0319533,6.4245243,20804.0,17.336477816104885,History_and_Society,Transportation
11,1.0,7131.0,Charles Evers,0.9994907379150392,Q5077458,Culture.Biography.Biography*,192.0,0.0,192.0,17.0,192.0,10.0,1.8561419999999997,-4.8478010000000005,2927.0,0.9994907379150392,Culture,Biography*
12,5.0,7341.0,Cowboy Bebop,0.9959398508071899,Q232246,Culture.Visual_arts.Comics_and_Anime,192.0,91714.0,192.0,30.0,192.0,15.0,20.764416,12.940930999999999,60673.0,4.97969925403595,Culture,Comics_and_Anime
13,13.0,8912.0,Drake equation,0.5775054097175598,Q180316,STEM.Technology,192.0,3111.583333333559,192.0,40.0,192.0,25.0,-17.976023,1.9043835,22207.0,7.507570326328278,STEM,Technology
14,5.0,9093.0,De Havilland Mosquito,0.9979592561721802,Q221344,History_and_Society.Transportation,192.0,18401.0,192.0,38.0,192.0,15.0,-16.918804,-1.5330373,37543.0,4.989796280860901,History_and_Society,Transportation
15,11.0,9937.0,Kingdom of Essex,0.952584147453308,Q110888,History_and_Society.History,192.0,31966.892857142866,192.0,3.0,192.0,22.5,14.862983999999999,19.420717,6452.0,10.478425621986387,History_and_Society,History
16,148.0,10568.0,Association football,0.9539760947227478,Q2736,Culture.Sports,145.0,2505614.8718421618,163.0,14.0,0.0,193.75,-13.618437,-11.885574,122267.0,141.18846201896667,Culture,Sports
17,3.0,10573.0,Fox Film,0.9967369437217712,Q2644123,Culture.Media.Films,240.0,12042.036099207993,174.0,6.0,0.0,12.5,15.661828,-0.7114050999999999,5775.0,2.9902108311653137,Culture,Films
18,2.0,12664.0,General-purpose machine gun,0.9688661694526672,Q1060532,History_and_Society.Military_and_warfare,0.0,4602.0,155.0,4.0,69.0,11.25,-0.3501101,5.425149,6711.0,1.9377323389053345,History_and_Society,Military_and_warfare
19,2.0,13967.0,Habakkuk,0.9099169969558716,Q135106,Culture.Biography.Biography*,192.0,0.0,192.0,26.0,192.0,11.25,21.051104000000002,11.259492,5677.0,1.8198339939117432,Culture,Biography*
20,3.0,14097.0,History of Asia,0.4114462008476257,Q627531,Geography.Regions.Asia.Asia*,192.0,30400.529580748786,192.0,9.0,192.0,12.5,8.627955,15.5564,5824.0,1.234338602542877,Geography,Asia*
21,1.0,15579.0,Communications in Japan,0.1259327530860901,Q16000062,History_and_Society.History,192.0,0.0,192.0,20.0,192.0,10.0,20.400091,16.111795,2290.0,0.1259327530860901,History_and_Society,History
22,20.0,16095.0,Jimi Hendrix,0.9988405108451844,Q5928,Culture.Biography.Biography*,192.0,262538.9568429516,192.0,11.0,192.0,33.75,-24.649689000000002,5.7045502999999975,190845.0,19.97681021690369,Culture,Biography*
23,21.0,17049.0,Khmer Rouge,0.4921981394290924,Q191764,History_and_Society.Politics_and_government,192.0,12405.535380993204,192.0,44.0,192.0,35.0,21.581101999999998,-0.81853133,96122.0,10.33616092801094,History_and_Society,Politics_and_government
24,1.0,18109.0,Lennon Wall,0.94500470161438,Q1630131,Geography.Regions.Europe.Eastern_Europe,192.0,0.0,192.0,34.0,192.0,10.0,-11.502509,14.008207999999998,6461.0,0.94500470161438,Geography,Eastern_Europe
25,5.0,19027.0,My Fair Lady,0.9697954058647156,Q591943,Culture.Performing_arts,192.0,361655.22134557134,192.0,1.0,192.0,15.0,20.207033,-11.153071,22906.0,4.848977029323578,Culture,Performing_arts
26,3.0,19211.0,Mayotte,0.7826725244522095,Q17063,Geography.Geographical,192.0,27190.03825095744,192.0,41.0,192.0,12.5,20.642246,16.815434,34399.0,2.3480175733566284,Geography,Geographical
27,2.0,20454.0,Montreux Convention Regarding the Regime of the Straits,0.5621865391731262,Q869500,History_and_Society.History,192.0,5114.973088590184,192.0,4.0,192.0,11.25,10.393785000000001,-20.525183,3856.0,1.1243730783462524,History_and_Society,History
28,9.0,21711.0,Neon Genesis Evangelion,0.9777238368988036,Q662,Culture.Literature,192.0,73420.33333333331,192.0,30.0,192.0,20.0,-18.825878,16.975845,86598.0,8.799514532089232,Culture,Literature
29,10.0,22050.0,North American Free Trade Agreement,0.812877357006073,Q181574,History_and_Society.Business_and_economics,192.0,409378.0219133629,192.0,28.0,192.0,21.25,-2.7772877,10.190634,45789.0,8.12877357006073,History_and_Society,Business_and_economics
30,5.0,23241.0,Telecommunications in China,0.1259327530860901,Q285321,History_and_Society.History,192.0,121548.81799241775,192.0,9.0,192.0,15.0,24.011927,-22.354517,2810.0,0.6296637654304504,History_and_Society,History
31,8.0,23790.0,Pope Alexander VIII,0.997120440006256,Q101294,Culture.Biography.Biography*,192.0,112.58208164201349,192.0,26.0,192.0,18.75,11.743037,9.16163,1614.0,7.976963520050048,Culture,Biography*
32,8.0,23810.0,Pope Agapetus I,0.998599648475647,Q160900,Culture.Biography.Biography*,192.0,2300.5,192.0,26.0,192.0,18.75,0.5988515999999999,-22.466452,2304.0,7.988797187805176,Culture,Biography*
33,9.0,23825.0,Pope Adrian II,0.9967369437217712,Q173995,Culture.Biography.Biography*,192.0,27680.896930776213,192.0,26.0,192.0,20.0,17.247808,5.585651,2033.0,8.970632493495941,Culture,Biography*
34,8.0,23829.0,Pope Adrian V,0.9886782765388488,Q173000,Culture.Biography.Biography*,192.0,112.58208164201349,192.0,26.0,192.0,18.75,5.668571,-21.622389000000002,2036.0,7.90942621231079,Culture,Biography*
35,9.0,23834.0,Pope Anastasius IV,0.9960646033287048,Q179389,Culture.Philosophy_and_religion,192.0,5107.775123170413,192.0,26.0,192.0,20.0,-21.202082,9.616028,1747.0,8.964581429958344,Culture,Philosophy_and_religion
36,7.0,23836.0,Pope Anastasius I,0.9879562258720398,Q134682,Culture.Philosophy_and_religion,192.0,0.0,192.0,26.0,192.0,17.5,11.39306,-15.475961999999999,1850.0,6.915693581104279,Culture,Philosophy_and_religion
37,8.0,24008.0,Pope Benedict I,0.9993836879730223,Q151902,Culture.Philosophy_and_religion,192.0,112.58208164201349,192.0,26.0,192.0,18.75,15.413926000000002,2.2580980999999998,1602.0,7.995069503784179,Culture,Philosophy_and_religion
38,8.0,24009.0,Pope Benedict II,0.9987651705741882,Q163787,Culture.Philosophy_and_religion,192.0,2300.5,192.0,26.0,192.0,18.75,-1.5508405,-7.9442270000000015,1484.0,7.990121364593506,Culture,Philosophy_and_religion
39,3.0,24033.0,Percival Lowell,0.9986429810523988,Q218575,Culture.Biography.Biography*,97.0,613.8911499491307,136.0,15.0,0.0,12.5,7.1847520000000005,15.63597,14990.0,2.9959289431571965,Culture,Biography*
40,21.0,24326.0,Pol Pot,0.9926641583442688,Q39464,Culture.Biography.Biography*,192.0,657700.3987343343,192.0,44.0,192.0,35.0,9.91262,-16.987270000000002,102164.0,20.845947325229645,Culture,Biography*
41,1.0,26211.0,Racketeer Influenced and Corrupt Organizations Act,0.538993239402771,Q1418478,History_and_Society.Politics_and_government,28.0,0.0,127.0,24.0,89.0,10.0,-12.287363000000001,-12.14713,180549.0,0.538993239402771,History_and_Society,Politics_and_government
42,11.0,26956.0,Silent film,0.6224693655967712,Q226730,Culture.Media.Media*,240.0,391556.41197325115,174.0,6.0,0.0,22.5,9.554382,-3.2032277999999996,17935.0,6.847163021564484,Culture,Media*
43,2.0,27346.0,Slovenian Armed Forces,0.9073222279548644,Q921208,History_and_Society.Military_and_warfare,0.0,4602.0,155.0,4.0,69.0,11.25,8.004711,-3.0129907000000005,3268.0,1.8146444559097288,History_and_Society,Military_and_warfare
44,6.0,27608.0,Science fiction on television,0.9924327731132508,Q336059,Culture.Media.Media*,95.0,14308.888888887226,73.0,16.0,199.0,16.25,3.787411,-1.9522540000000002,11811.0,5.954596638679505,Culture,Media*
45,14.0,28153.0,Search for extraterrestrial intelligence,0.21734751760959625,Q484587,Culture.Media.Media*,192.0,4642.16666666632,192.0,40.0,192.0,26.25,-10.724736,12.845929,14809.0,3.0428652465343475,Culture,Media*
46,10.0,28913.0,Steve Bracks,0.9979592561721802,Q3498865,Culture.Biography.Biography*,192.0,6132.673015872915,192.0,34.0,192.0,21.25,-23.505322,23.244915,8284.0,9.979592561721802,Culture,Biography*
47,33.0,30057.0,Tokyo,0.9841036200523376,Q1490,Geography.Regions.Asia.Asia*,0.0,1828340.9286044496,122.0,13.0,154.0,50.0,-18.759686,8.966994,109811.0,32.47541946172714,Geography,Asia*
48,20.0,30304.0,The X-Files,0.94500470161438,Q2744,Culture.Media.Media*,95.0,22270.534523807928,73.0,16.0,199.0,33.75,-11.956807000000001,-22.238503,59561.0,18.9000940322876,Culture,Media*
49,6.0,31491.0,Theoretical chemistry,0.9994215965270996,Q321150,STEM.Chemistry,97.0,48894.91731462666,136.0,15.0,0.0,16.25,-8.687099,16.957727,3344.0,5.996529579162598,STEM,Chemistry
50,153.0,31750.0,Ukraine,0.99567848443985,Q212,Geography.Regions.Europe.Eastern_Europe,0.0,3722069.850269295,155.0,4.0,69.0,200.0,19.06235,1.279182,196504.0,152.33880811929706,Geography,Eastern_Europe
51,11.0,31833.0,Foreign relations of Ukraine,0.9992059469223022,Q16056631,History_and_Society.Politics_and_government,0.0,2032.714267984028,155.0,4.0,69.0,22.5,24.5513,17.067107999999998,4038.0,10.991265416145325,History_and_Society,Politics_and_government
52,1.0,32117.0,Upper Peninsula of Michigan,0.9972950220108032,Q1338,Geography.Regions.Americas.North_America,232.0,0.0,146.0,12.0,0.0,10.0,22.43753,-24.531285999999998,27305.0,0.9972950220108032,Geography,North_America
53,1.0,32235.0,Ural–Altaic languages,0.9324633479118348,Q728651,Culture.Linguistics,255.0,0.0,135.0,22.0,0.0,10.0,-23.023457,16.214817,2786.0,0.9324633479118348,Culture,Linguistics
54,2.0,32714.0,Vince Foster,0.9978272914886476,Q2529133,Culture.Biography.Biography*,192.0,12660.340719056001,192.0,28.0,192.0,11.25,-8.453491,-8.45433,22438.0,1.9956545829772951,Culture,Biography*
55,7.0,32788.0,Vivien Leigh,0.9994215965270996,Q129429,Culture.Biography.Biography*,95.0,56847.23222203536,73.0,16.0,199.0,17.5,16.543098,16.919678,60456.0,6.995951175689697,Culture,Biography*
56,2.0,33093.0,Eddie Chapman,0.9802908897399902,Q951385,Culture.Biography.Biography*,54.0,7369.390444648778,159.0,18.0,0.0,11.25,0.27677062,-6.1893709999999995,7390.0,1.9605817794799805,Culture,Biography*
57,10.0,34361.0,York,0.9748311638832092,Q42462,Geography.Regions.Europe.Europe*,145.0,101518.40373878882,163.0,14.0,0.0,21.25,3.2108502,-18.313107000000002,39153.0,9.748311638832092,Geography,Europe*
58,2.0,34527.0,Zodiacal light,0.233716368675232,Q204079,Culture.Philosophy_and_religion,97.0,0.0,136.0,15.0,0.0,11.25,19.622507000000002,9.082434,3056.0,0.467432737350464,Culture,Philosophy_and_religion
59,25.0,37449.0,Mariner 9,0.9979592561721802,Q203801,STEM.Space,97.0,2346.70785768315,136.0,15.0,0.0,40.0,4.8563943,10.368766,3584.0,24.948981404304504,STEM,Space
60,7.0,38420.0,Johns Hopkins University,0.9149109721183776,Q193727,History_and_Society.Education,192.0,124636.82132576172,192.0,28.0,192.0,17.5,-23.37756,-20.438408,41275.0,6.404376804828643,History_and_Society,Education
61,8.0,38828.0,Michael Bloomberg,0.9980222582817078,Q607,Culture.Biography.Biography*,192.0,98585.02157641578,192.0,28.0,192.0,18.75,18.110236999999998,3.1512237,149539.0,7.984178066253662,Culture,Biography*
62,3.0,39353.0,Operetta,0.6791887283325195,Q170384,Culture.Media.Music,240.0,262028.1127721445,174.0,6.0,0.0,12.5,17.874370000000006,-18.834274,4112.0,2.0375661849975586,Culture,Music
63,10.0,39562.0,Geochemistry,0.754925012588501,Q161764,STEM.Chemistry,97.0,13332.10720585806,136.0,15.0,0.0,21.25,2.4543988999999997,-14.628545,4386.0,7.54925012588501,STEM,Chemistry
64,3.0,39608.0,Walter Winterbottom,0.9995221495628356,Q531168,Culture.Biography.Biography*,145.0,31.233509003074218,163.0,14.0,0.0,12.5,-6.7650824000000025,-7.8912306,1527.0,2.9985664486885066,Culture,Biography*
65,5.0,42106.0,Crossfire (film),0.994098961353302,Q632718,Culture.Media.Films,95.0,18401.0,73.0,16.0,199.0,15.0,-1.3551089,10.438721000000001,5797.0,4.97049480676651,Culture,Films
66,3.0,44057.0,Galactic astronomy,1.0000100135803225,Q58908,STEM.Space,97.0,0.0,136.0,15.0,0.0,12.5,11.472184,13.308676,1859.0,3.0000300407409677,STEM,Space
67,4.0,44433.0,Danish West Indies,0.952584147453308,Q829655,Geography.Regions.Europe.Europe*,255.0,13802.0,135.0,22.0,0.0,13.75,10.730147,13.951548999999998,7559.0,3.810336589813232,Geography,Europe*
68,3.0,45352.0,Richard Barthelmess,1.0000100135803225,Q457293,Culture.Biography.Biography*,240.0,40090.99065543999,174.0,6.0,0.0,12.5,-4.844181,16.001972,2461.0,3.0000300407409677,Culture,Biography*
69,2.0,45378.0,Bactria,0.9046605229377748,Q132646,Geography.Regions.Asia.Central_Asia,192.0,4602.0,192.0,19.0,192.0,11.25,-13.218803,-0.9262258,14827.0,1.8093210458755495,Geography,Central_Asia
70,9.0,47638.0,Kerch,0.9496793746948242,Q157065,Geography.Regions.Europe.Eastern_Europe,0.0,4206.238149906303,155.0,4.0,69.0,20.0,-13.053821000000001,21.945183,8807.0,8.547114372253418,Geography,Eastern_Europe
71,19.0,47791.0,Mars program,1.0000100135803225,Q31316,STEM.Space,97.0,2.069886385781284,136.0,15.0,0.0,32.5,-19.278523999999997,4.759124,1821.0,19.000190258026127,STEM,Space
72,16.0,47792.0,Martian,0.4532718360424042,Q913850,STEM.Space,97.0,17732.32826354867,136.0,15.0,0.0,28.75,-8.868884,-8.166407000000001,3183.0,7.252349376678467,STEM,Space
73,29.0,47898.0,Andaman and Nicobar Islands,0.9967369437217712,Q40888,Geography.Regions.Asia.South_Asia,255.0,27019.679934870026,135.0,22.0,0.0,45.0,7.733978299999999,-8.143326,167347.0,28.905371367931366,Geography,South_Asia
74,11.0,47911.0,Hudson River,0.8354935646057129,Q3140,Geography.Geographical,145.0,7126.460257816707,0.0,19.0,254.0,22.5,5.4976163,-5.007589,20126.0,9.190429210662842,Geography,Geographical
75,16.0,48570.0,"Ecgberht, King of Wessex",0.9939124584197998,Q154934,Culture.Biography.Biography*,192.0,2310.2766233766233,192.0,3.0,192.0,28.75,14.135705999999999,-13.455975,24051.0,15.902599334716797,Culture,Biography*
76,6.0,48757.0,Great Northern War,0.7826725244522095,Q151616,History_and_Society.Military_and_warfare,192.0,20633.5,192.0,3.0,192.0,16.25,-16.542503,-23.593094,20409.0,4.696035146713257,History_and_Society,Military_and_warfare
77,3.0,50089.0,Otto Neurath,0.9931061863899232,Q78570,Culture.Biography.Biography*,232.0,303440.5881434701,146.0,12.0,0.0,12.5,11.782559,14.789784,2738.0,2.9793185591697697,Culture,Biography*
78,33.0,50422.0,Bernardo Bertolucci,0.9935217499732972,Q53009,Culture.Biography.Biography*,192.0,65461.95434587131,192.0,18.0,192.0,50.0,14.107256,-20.63995,162240.0,32.78621774911881,Culture,Biography*
79,8.0,50477.0,Martial law,0.41490885615348816,Q715625,History_and_Society.Politics_and_government,192.0,207341.38836107266,192.0,17.0,192.0,18.75,0.99671894,-24.117762,146913.0,3.3192708492279053,History_and_Society,Politics_and_government
80,12.0,50528.0,"Dutchess County, New York",0.9966334104537964,Q115148,Geography.Regions.Americas.North_America,145.0,81913.91836522812,0.0,19.0,254.0,23.75,-8.830849,-16.831042999999998,16974.0,11.959600925445557,Geography,North_America
81,1.0,52015.0,Proper motion,0.8774868249893188,Q193223,STEM.Space,192.0,0.0,192.0,40.0,192.0,10.0,-3.5637547999999994,-1.8984020000000001,3082.0,0.8774868249893188,STEM,Space
82,2.0,54088.0,Harry Palmer,0.9615437984466552,Q1749168,Culture.Literature,240.0,0.0,174.0,1.0,0.0,11.25,8.720321,6.2334404,2617.0,1.9230875968933103,Culture,Literature
83,12.0,54360.0,Frank Drake,0.9961855411529541,Q299149,Culture.Biography.Biography*,192.0,0.3333333333333333,192.0,40.0,192.0,23.75,-19.702492000000003,-5.522664499999999,5300.0,11.95422649383545,Culture,Biography*
84,2.0,54434.0,The Wizard of Oz,0.9763205647468568,Q18159725,Culture.Linguistics,95.0,0.0,73.0,16.0,199.0,11.25,-7.331187,23.414541,3129.0,1.9526411294937136,Culture,Linguistics
85,5.0,54454.0,"Putnam County, New York",0.9855064153671264,Q115266,Geography.Regions.Americas.North_America,145.0,662.0480625699632,0.0,19.0,254.0,15.0,20.993176000000002,6.361521700000001,4778.0,4.927532076835631,Geography,North_America
86,10.0,55072.0,Puyi,0.99745911359787,Q185152,Culture.Biography.Biography*,192.0,28351.051209240268,192.0,18.0,192.0,21.25,-2.2603157000000005,-17.470620999999998,46247.0,9.9745911359787,Culture,Biography*
87,3.0,56506.0,"Saratoga County, New York",0.9949496984481812,Q487605,Geography.Regions.Americas.North_America,145.0,1229.6522641754525,0.0,19.0,254.0,12.5,13.768448999999999,14.590623999999998,2651.0,2.9848490953445435,Geography,North_America
88,8.0,57559.0,Predation,0.4378334879875183,Q170430,STEM.Biology,54.0,35245.97940490977,159.0,18.0,0.0,18.75,16.537601000000002,-7.064369,16252.0,3.5026679039001465,STEM,Biology
89,2.0,57604.0,Max Reinhardt,0.998142421245575,Q78639,Culture.Biography.Biography*,240.0,59670.0,174.0,1.0,0.0,11.25,15.290747,-13.334907000000001,2499.0,1.99628484249115,Culture,Biography*
90,18.0,58301.0,List of counties in Mississippi,0.2869412174224853,Q1334227,Geography.Regions.Americas.North_America,192.0,11115.434443351118,192.0,17.0,192.0,31.25,10.512499,24.325626,3650.0,5.164941913604736,Geography,North_America
91,15.0,58719.0,Judy Garland,0.99745911359787,Q11637,Culture.Biography.Biography*,95.0,418425.0529804223,73.0,16.0,199.0,27.5,8.543979,-2.20473,215771.0,14.96188670396805,Culture,Biography*
92,3.0,60280.0,Margaret Atwood,0.9951046109199524,Q183492,Culture.Biography.Biography*,225.0,18399.0,71.0,7.0,228.0,12.5,22.136515,1.5075513999999999,50747.0,2.985313832759857,Culture,Biography*
93,3.0,60356.0,"Albany, California",0.9985549449920654,Q671480,Geography.Regions.Americas.North_America,225.0,4602.0,71.0,7.0,228.0,12.5,-21.61221,-4.566109,2166.0,2.9956648349761963,Geography,North_America
94,7.0,61071.0,Lady for a Day,0.992888569831848,Q301649,Culture.Media.Films,240.0,135554.05127406516,174.0,6.0,0.0,17.5,-12.835509,22.859085,6383.0,6.950219988822936,Culture,Films
95,4.0,61480.0,Broadway Melody of 1936,0.9960646033287048,Q1619460,Culture.Media.Films,240.0,4751.954788105214,174.0,16.0,0.0,13.75,-24.814747,-16.009737,3225.0,3.9842584133148193,Culture,Films
96,7.0,63594.0,Joan Kirner,0.9992059469223022,Q3179594,Culture.Biography.Biography*,192.0,1504.9158730158576,192.0,34.0,192.0,17.5,5.852812,7.955425,2447.0,6.994441628456116,Culture,Biography*
97,4.0,65504.0,John Poindexter,0.9994397163391112,Q348163,Culture.Biography.Biography*,225.0,13800.0,71.0,7.0,228.0,13.75,-14.336905499999999,-11.179518,5726.0,3.997758865356445,Culture,Biography*
98,2.0,65534.0,Long Island Ducks,0.9924327731132508,Q6672679,Culture.Sports,145.0,9202.0,0.0,36.0,254.0,11.25,-5.906678,8.254386,2038.0,1.9848655462265017,Culture,Sports
99,2.0,67344.0,Armed Forces of the Argentine Republic,0.9966334104537964,Q628021,History_and_Society.Military_and_warfare,192.0,0.0,192.0,5.0,192.0,11.25,20.352406,-1.9448522000000001,3543.0,1.9932668209075928,History_and_Society,Military_and_warfare
100,2.0,67675.0,Flora Robson,0.9995066523551941,Q264004,Culture.Biography.Biography*,145.0,4602.000000000002,163.0,14.0,0.0,11.25,-24.013817,8.546301,2749.0,1.9990133047103882,Culture,Biography*
101,3.0,68513.0,Surface science,0.40734341740608215,Q373184,STEM.Technology,97.0,0.0,136.0,15.0,0.0,12.5,-8.875506,14.8599,4576.0,1.2220302522182465,STEM,Technology
102,19.0,70250.0,Nicolas Roeg,0.9994029402732848,Q51541,Culture.Biography.Biography*,192.0,87622.69838001124,192.0,18.0,192.0,32.5,-9.389953,21.01957,113716.0,18.98865586519241,Culture,Biography*
103,5.0,70381.0,Tehran Conference,0.4921981394290924,Q150974,History_and_Society.Politics_and_government,192.0,8118.18176692385,192.0,4.0,192.0,15.0,2.1161256,2.3720347999999998,29229.0,2.460990697145462,History_and_Society,Politics_and_government
104,8.0,71268.0,Astrochemistry,0.9263137578964232,Q11680018,STEM.Chemistry,97.0,100827.20748811237,136.0,15.0,0.0,18.75,-15.659344,-19.662712,3523.0,7.410510063171386,STEM,Chemistry
105,3.0,73070.0,St Albans Cathedral,0.9099169969558716,Q334377,Culture.Philosophy_and_religion,192.0,32178.0,192.0,3.0,192.0,12.5,-24.2586,5.5465384,4055.0,2.7297509908676147,Culture,Philosophy_and_religion
106,9.0,73129.0,Edmonton Oilers,0.994098961353302,Q205973,Culture.Sports,192.0,29426.750000002,192.0,42.0,192.0,20.0,16.228167000000006,22.41745,22468.0,8.946890652179718,Culture,Sports
107,3.0,73209.0,Guadalajara,0.9790457487106324,Q9022,Geography.Geographical,28.0,17267.297534291483,127.0,24.0,89.0,12.5,-14.505586,9.278265,83033.0,2.9371372461318974,Geography,Geographical
108,1.0,73473.0,Footlight Parade,0.9905974268913268,Q534459,Culture.Media.Media*,240.0,0.0,174.0,6.0,0.0,10.0,11.872114,4.277394999999999,2227.0,0.9905974268913268,Culture,Media*
109,2.0,73524.0,Westerbork transit camp,0.8903042674064636,Q323420,Geography.Regions.Europe.Western_Europe,0.0,4602.0,155.0,4.0,69.0,11.25,-2.7864947,13.699944,2389.0,1.7806085348129272,Geography,Western_Europe
110,2.0,74845.0,Contact lens,0.8080772161483765,Q23797,STEM.Medicine_&_Health,0.0,4602.0,122.0,13.0,154.0,11.25,3.3733120000000003,8.664048,14153.0,1.616154432296753,STEM,Medicine_&_Health
111,1.0,75159.0,K Foundation Burn a Million Quid,0.9946250915527344,Q12125318,Culture.Media.Media*,156.0,0.0,77.0,14.0,187.0,10.0,-1.1349258,-7.675167599999999,3017.0,0.9946250915527344,Culture,Media*
112,2.0,77598.0,Here Comes Mr. Jordan,0.9972950220108032,Q583525,Culture.Media.Films,240.0,4602.0,174.0,6.0,0.0,11.25,-14.902387,-24.698053,6696.0,1.9945900440216064,Culture,Films
113,2.0,77641.0,Random Harvest (film),0.9855064153671264,Q339425,Culture.Media.Media*,240.0,256.8690812396846,174.0,6.0,0.0,11.25,15.752471,6.152392,4269.0,1.9710128307342527,Culture,Media*
114,20.0,78019.0,Sea of Azov,0.754925012588501,Q35000,History_and_Society.Society,0.0,49528.23070589532,155.0,4.0,69.0,33.75,-18.122976,-18.646969,62272.0,15.09850025177002,History_and_Society,Society
115,1.0,79459.0,Mephitis,0.14805719256401062,Q1921065,History_and_Society.Transportation,0.0,0.0,122.0,16.0,154.0,10.0,0.45139518,24.21101,1640.0,0.14805719256401062,History_and_Society,Transportation
116,8.0,79726.0,Toll road,0.8080772161483765,Q16939396,History_and_Society.Transportation,145.0,25863.201976315493,0.0,19.0,254.0,18.75,24.794851,13.615426000000001,9971.0,6.464617729187012,History_and_Society,Transportation
117,20.0,79819.0,Greater Manchester,0.9959398508071899,Q23099,Geography.Regions.Europe.Europe*,192.0,43353.97925685258,192.0,33.0,192.0,33.75,-24.674673000000002,20.642963,19191.0,19.9187970161438,Geography,Europe*
118,7.0,80345.0,Bilderberg meeting,0.320831298828125,Q184937,History_and_Society.Politics_and_government,54.0,41328.34147212794,159.0,26.0,0.0,17.5,23.35115,-6.9183710000000005,0.0,2.245819091796875,History_and_Society,Politics_and_government
119,10.0,82752.0,Metropolitan county,0.26285186409950256,Q769628,History_and_Society.Politics_and_government,192.0,399826.6666666232,192.0,33.0,192.0,21.25,14.704436999999999,21.985885999999997,3808.0,2.6285186409950256,History_and_Society,Politics_and_government
120,2.0,83212.0,Aude,0.9963027834892272,Q3207,Geography.Regions.Europe.Europe*,192.0,4602.0,192.0,41.0,192.0,11.25,23.584870000000002,7.2385800000000025,1825.0,1.9926055669784544,Geography,Europe*
121,14.0,84137.0,Æthelbald of Mercia,0.9939124584197998,Q272148,Culture.Biography.Biography*,192.0,8.874603174603168,192.0,3.0,192.0,26.25,-17.064423,23.921213,1831.0,13.914774417877197,Culture,Biography*
122,1.0,84196.0,Bob Burnquist,0.9883227348327636,Q668755,Culture.Biography.Biography*,34.0,0.0,94.0,27.0,176.0,10.0,-24.281443,18.126703,3261.0,0.9883227348327636,Culture,Biography*
123,14.0,84841.0,Choeung Ek,0.984585464000702,Q1075734,Geography.Regions.Asia.Southeast_Asia,192.0,0.0,192.0,44.0,192.0,26.25,20.859125,-16.421183,4001.0,13.784196496009828,Geography,Southeast_Asia
124,2.0,85917.0,Rapier (missile),0.9958112239837646,Q665752,History_and_Society.Military_and_warfare,0.0,0.0,155.0,4.0,69.0,11.25,-14.125367,-20.364717000000002,3794.0,1.9916224479675293,History_and_Society,Military_and_warfare
125,8.0,86355.0,Survival International,0.9905974268913268,Q1887464,History_and_Society.Society,255.0,9559.119734841015,135.0,22.0,0.0,18.75,23.67233,-8.923178,14803.0,7.924779415130614,History_and_Society,Society
